,Sheezasinga,I Am Fearless,Remember Mary,Expect A Hero,Klinsmann,Jacked Up,Mishani Mistress,Lively Lass,Taormina Rhythm
05-01-2023 14:19:41.116987,"(3.9, 6.0, 5.980487804878049)","(5.5, 5.8, 5.778125)","(13.0, 18.0, 17.446428571428573)","(7.0, 9.2, 8.971428571428572)","(11.0, 14.0, 14.05)","(3.0, 3.65, 3.6222222222222222)","(7.5, 8.8, 8.444444444444445)","(61.0, 130.0, 117.36842105263158)","(71.0, 110.0, 107.14285714285714)"
05-01-2023 14:19:42.592361,"(3.9, 6.0, 5.973333333333334)","(5.5, 5.8, 5.778125)","(13.0, 17.5, 17.446428571428573)","(7.0, 9.2, 8.971428571428572)","(11.0, 14.5, 14.05)","(3.0, 3.7, 3.6500000000000004)","(7.5, 8.8, 8.433333333333334)","(61.0, 130.0, 117.36842105263158)","(71.0, 110.0, 106.66666666666667)"
05-01-2023 14:19:44.046951,"(3.9, 6.0, 5.973333333333334)","(5.5, 5.8, 5.778125)","(13.0, 17.5, 17.446428571428573)","(7.0, 9.2, 8.971428571428572)","(11.0, 14.5, 14.05)","(3.0, 3.7, 3.59)","(7.5, 8.8, 8.433333333333334)","(61.0, 130.0, 115.83333333333333)","(71.0, 110.0, 106.66666666666667)"
05-01-2023 14:19:45.517300,"(3.9, 6.0, 5.973333333333334)","(5.5, 5.8, 5.778125)","(13.0, 17.5, 17.446428571428573)","(7.0, 9.2, 8.971428571428572)","(11.0, 14.5, 14.05)","(3.0, 3.6, 3.5766666666666667)","(7.5, 8.8, 8.444444444444445)","(61.0, 120.0, 115.83333333333333)","(71.0, 110.0, 106.66666666666667)"
05-01-2023 14:19:47.086373,"(3.9, 6.0, 5.973333333333334)","(5.5, 5.9, 5.727586206896552)","(13.0, 17.5, 17.446428571428573)","(7.0, 9.2, 9.04)","(11.0, 14.5, 13.933333333333334)","(3.0, 3.6, 3.5166666666666666)","(7.5, 8.8, 8.444444444444445)","(61.0, 120.0, 115.83333333333333)","(71.0, 110.0, 108.18181818181819)"
05-01-2023 14:19:48.694281,"(3.9, 6.0, 5.9)","(5.5, 5.9, 5.819047619047619)","(13.0, 17.5, 17.657894736842106)","(7.0, 9.2, 9.018181818181818)","(11.0, 15.0, 14.6)","(3.0, 3.55, 3.4442477876106192)","(7.5, 8.8, 8.533333333333333)","(61.0, 120.0, 115.83333333333333)","(71.0, 110.0, 108.18181818181819)"
05-01-2023 14:19:50.321580,"(3.9, 6.0, 5.9)","(5.5, 5.9, 5.819047619047619)","(13.0, 18.0, 17.657894736842106)","(7.0, 9.2, 9.018181818181818)","(11.0, 15.0, 14.6)","(3.0, 3.5, 3.4442477876106192)","(7.5, 8.8, 8.571428571428571)","(61.0, 120.0, 115.83333333333333)","(71.0, 110.0, 108.18181818181819)"
05-01-2023 14:19:52.001001,"(3.9, 6.0, 5.9)","(5.5, 5.9, 5.819047619047619)","(13.0, 18.0, 17.113636363636363)","(7.0, 9.2, 9.018181818181818)","(11.0, 15.0, 14.6)","(3.0, 3.5, 3.4442477876106192)","(7.5, 8.8, 8.571428571428571)","(61.0, 120.0, 115.83333333333333)","(71.0, 110.0, 108.18181818181819)"
05-01-2023 14:19:53.734232,"(3.9, 6.0, 5.955555555555556)","(5.5, 5.9, 5.840909090909091)","(13.0, 18.0, 18.428571428571427)","(7.0, 9.2, 9.133333333333333)","(11.0, 15.0, 14.8)","(3.0, 3.5, 3.428358208955224)","(7.5, 8.8, 8.76)","(61.0, 120.0, 117.0)","(71.0, 110.0, 102.5)"
05-01-2023 14:19:55.199473,"(4.0, 6.2, 5.955555555555556)","(5.5, 5.9, 5.840909090909091)","(13.0, 19.0, 17.615384615384617)","(7.0, 9.4, 9.16)","(11.0, 15.0, 14.6)","(3.0, 3.45, 3.4141975308641976)","(7.5, 9.0, 8.84)","(61.0, 120.0, 117.0)","(71.0, 110.0, 102.5)"
05-01-2023 14:19:56.680894,"(4.0, 6.2, 5.944117647058824)","(5.5, 5.9, 5.840909090909091)","(13.0, 19.0, 17.615384615384617)","(7.0, 9.4, 9.16)","(11.0, 15.0, 14.6)","(3.0, 3.45, 3.4141975308641976)","(7.5, 9.0, 8.84)","(61.0, 120.0, 117.0)","(71.0, 110.0, 102.5)"
05-01-2023 14:19:58.163071,"(4.0, 6.2, 5.944117647058824)","(5.5, 5.9, 5.840909090909091)","(13.0, 19.0, 17.615384615384617)","(7.0, 9.4, 9.16)","(11.0, 15.0, 14.6)","(3.0, 3.45, 3.4065217391304348)","(7.5, 9.0, 8.84)","(61.0, 120.0, 117.0)","(71.0, 110.0, 102.5)"
05-01-2023 14:19:59.608565,"(4.0, 6.2, 5.944117647058824)","(5.5, 5.9, 5.840909090909091)","(13.0, 19.0, 17.615384615384617)","(7.0, 9.4, 9.16)","(11.0, 15.0, 14.6)","(3.0, 3.45, 3.4065217391304348)","(7.5, 9.0, 8.84)","(61.0, 120.0, 117.0)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:01.193348,"(4.0, 6.2, 6.014893617021277)","(5.5, 5.9, 5.845652173913043)","(13.0, 19.0, 17.615384615384617)","(7.0, 9.4, 9.16)","(11.0, 15.0, 14.68421052631579)","(3.0, 3.45, 3.3865671641791044)","(7.5, 9.0, 8.644444444444444)","(61.0, 120.0, 117.0)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:02.625402,"(4.0, 6.2, 5.953191489361702)","(5.5, 5.9, 5.866666666666666)","(13.0, 19.0, 17.615384615384617)","(7.0, 9.4, 9.194285714285714)","(11.0, 15.0, 14.68421052631579)","(3.0, 3.4, 3.3865671641791044)","(7.5, 9.0, 8.64)","(61.0, 120.0, 117.0)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:04.318881,"(4.0, 6.2, 5.953191489361702)","(5.5, 6.0, 5.933333333333334)","(13.0, 19.0, 17.615384615384617)","(7.0, 9.4, 9.194285714285714)","(11.0, 15.0, 14.68421052631579)","(3.0, 3.4, 3.3865671641791044)","(7.5, 9.0, 8.64)","(61.0, 120.0, 117.0)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:05.841581,"(4.0, 6.0, 5.916129032258064)","(5.5, 5.9, 5.861111111111112)","(13.0, 18.5, 17.75)","(7.0, 9.0, 8.976470588235294)","(11.0, 15.0, 14.325)","(3.0, 3.55, 3.518965517241379)","(7.5, 9.0, 8.64)","(61.0, 120.0, 117.0)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:07.403821,"(4.0, 6.0, 5.92)","(5.5, 5.7, 5.688888888888889)","(13.0, 18.0, 17.545454545454547)","(7.0, 9.0, 8.804081632653062)","(11.0, 15.0, 14.865671641791044)","(3.0, 3.55, 3.5214285714285714)","(7.5, 9.2, 9.0)","(61.0, 130.0, 121.11111111111111)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:09.018495,"(4.0, 6.0, 5.92)","(5.5, 5.7, 5.688888888888889)","(13.0, 18.0, 16.28125)","(7.0, 8.8, 8.776470588235295)","(11.0, 15.0, 14.90909090909091)","(3.0, 3.65, 3.558823529411765)","(7.5, 9.2, 9.0)","(61.0, 130.0, 121.11111111111111)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:10.646529,"(4.0, 6.0, 5.92)","(5.5, 5.8, 5.757142857142857)","(13.0, 17.5, 16.236842105263158)","(7.0, 8.8, 8.776470588235295)","(11.0, 15.0, 15.34375)","(3.0, 3.6, 3.588235294117647)","(7.5, 9.2, 9.0)","(61.0, 130.0, 121.11111111111111)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:12.206238,"(4.0, 6.0, 5.868181818181818)","(5.5, 5.8, 5.74375)","(13.0, 17.5, 16.236842105263158)","(7.0, 8.8, 8.77948717948718)","(11.0, 15.5, 15.34375)","(3.0, 3.65, 3.5999999999999996)","(7.5, 9.2, 9.0)","(61.0, 130.0, 121.11111111111111)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:13.671660,"(4.0, 5.9, 5.836363636363637)","(5.5, 5.8, 5.746666666666667)","(13.0, 17.5, 16.6)","(7.0, 8.8, 8.77948717948718)","(11.0, 15.5, 15.35576923076923)","(3.0, 3.65, 3.5733333333333333)","(7.5, 9.2, 9.0)","(61.0, 130.0, 121.11111111111111)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:15.076636,"(4.0, 5.9, 5.836363636363637)","(5.5, 5.8, 5.735)","(13.0, 17.0, 16.333333333333332)","(7.0, 8.8, 8.77948717948718)","(11.0, 15.5, 15.281818181818181)","(3.0, 3.6, 3.575510204081633)","(7.5, 9.2, 9.0)","(61.0, 130.0, 121.11111111111111)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:16.505043,"(4.0, 5.9, 5.836363636363637)","(5.5, 5.8, 5.765789473684211)","(13.0, 17.0, 16.333333333333332)","(7.0, 8.8, 8.77948717948718)","(11.0, 15.5, 15.281818181818181)","(3.0, 3.6, 3.5625)","(7.5, 9.2, 9.0)","(61.0, 130.0, 121.11111111111111)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:17.894275,"(4.0, 5.9, 5.836363636363637)","(5.5, 5.8, 5.7745098039215685)","(13.0, 17.0, 16.25)","(7.0, 8.8, 8.756435643564357)","(11.0, 15.5, 14.884615384615385)","(3.0, 3.6, 3.580327868852459)","(7.5, 9.2, 9.134883720930231)","(61.0, 130.0, 121.11111111111111)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:19.321485,"(4.0, 5.8, 5.778947368421052)","(5.5, 5.8, 5.77719298245614)","(13.0, 17.0, 16.25)","(7.0, 8.8, 8.756435643564357)","(11.0, 15.5, 14.884615384615385)","(3.0, 3.6, 3.580327868852459)","(7.5, 9.2, 9.134883720930231)","(61.0, 130.0, 121.11111111111111)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:20.789382,"(4.0, 5.8, 5.778947368421052)","(5.5, 5.8, 5.77719298245614)","(13.0, 17.0, 15.884615384615385)","(7.0, 8.8, 8.756435643564357)","(11.0, 15.5, 15.1)","(3.0, 3.6, 3.580327868852459)","(7.5, 9.2, 9.112)","(61.0, 130.0, 121.11111111111111)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:22.216219,"(4.0, 5.8, 5.778947368421052)","(5.5, 5.8, 5.77719298245614)","(13.0, 16.5, 15.772727272727273)","(7.0, 8.8, 8.756435643564357)","(11.0, 15.5, 15.1)","(3.0, 3.6, 3.585964912280702)","(7.5, 9.2, 9.064406779661017)","(61.0, 130.0, 119.33333333333333)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:23.666561,"(4.0, 5.8, 5.75)","(5.5, 5.8, 5.77719298245614)","(13.0, 16.5, 15.772727272727273)","(7.0, 8.8, 8.756435643564357)","(11.0, 15.5, 15.1)","(3.0, 3.6, 3.622)","(7.5, 9.2, 9.064406779661017)","(61.0, 130.0, 119.33333333333333)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:25.190398,"(4.0, 5.8, 5.75)","(5.5, 5.8, 5.779032258064516)","(13.0, 16.5, 15.966666666666667)","(7.0, 8.8, 8.756435643564357)","(11.0, 15.5, 15.1)","(3.0, 3.65, 3.64)","(7.5, 9.2, 9.064406779661017)","(61.0, 130.0, 119.33333333333333)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:26.665344,"(4.0, 5.8, 5.75)","(5.5, 5.8, 5.720588235294118)","(13.0, 16.5, 15.966666666666667)","(7.0, 8.8, 8.756435643564357)","(11.0, 15.5, 15.1)","(3.0, 3.7, 3.648076923076923)","(7.5, 9.2, 9.064406779661017)","(61.0, 130.0, 119.33333333333333)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:28.124117,"(4.0, 5.8, 5.75)","(5.5, 5.8, 5.726153846153846)","(13.0, 16.5, 15.966666666666667)","(7.0, 8.8, 8.848818897637795)","(11.0, 15.5, 15.1)","(3.0, 3.7, 3.6585106382978725)","(7.5, 9.2, 8.980952380952381)","(61.0, 130.0, 119.33333333333333)","(71.0, 110.0, 108.88888888888889)"
05-01-2023 14:20:29.678024,"(4.0, 5.8, 5.75)","(5.5, 5.8, 5.698969072164948)","(13.0, 16.5, 16.071428571428573)","(7.0, 9.0, 8.952380952380953)","(11.0, 15.5, 15.1)","(3.0, 3.7, 3.6865671641791047)","(7.5, 9.2, 8.948387096774194)","(61.0, 130.0, 119.33333333333333)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:31.216008,"(4.0, 5.8, 5.6258064516129025)","(5.5, 5.8, 5.6850000000000005)","(13.0, 16.5, 15.857142857142858)","(7.0, 9.2, 9.251851851851852)","(11.0, 15.5, 14.961538461538462)","(3.0, 3.7, 3.68)","(7.5, 9.0, 8.786956521739132)","(61.0, 130.0, 120.0)","(71.0, 110.0, 107.85714285714286)"
05-01-2023 14:20:32.885752,"(4.2, 5.8, 5.688888888888888)","(5.5, 5.7, 5.71860465116279)","(13.0, 16.5, 15.568965517241379)","(7.0, 9.4, 9.251851851851852)","(11.0, 15.5, 14.961538461538462)","(3.1, 3.7, 3.7)","(7.5, 8.8, 8.783333333333333)","(61.0, 130.0, 120.0)","(71.0, 110.0, 107.85714285714286)"
05-01-2023 14:20:34.349199,"(4.2, 5.7, 5.675)","(5.5, 5.8, 5.71860465116279)","(13.0, 16.5, 15.857142857142858)","(7.0, 9.4, 9.251851851851852)","(11.0, 15.5, 14.9)","(3.1, 3.75, 3.6842105263157894)","(7.5, 8.8, 8.783333333333333)","(61.0, 130.0, 120.0)","(71.0, 110.0, 107.85714285714286)"
05-01-2023 14:20:35.902163,"(4.2, 5.7, 5.675757575757576)","(5.5, 5.8, 5.71860465116279)","(13.0, 16.5, 15.75)","(7.0, 9.4, 9.251851851851852)","(11.0, 15.5, 14.9)","(3.1, 3.7, 3.711904761904762)","(7.5, 8.8, 8.760975609756098)","(61.0, 130.0, 120.0)","(71.0, 110.0, 107.85714285714286)"
05-01-2023 14:20:37.222198,"(4.2, 5.7, 5.675757575757576)","(5.5, 5.8, 5.71860465116279)","(13.0, 16.5, 15.75)","(7.0, 9.4, 9.213953488372093)","(11.0, 15.5, 14.9)","(3.1, 3.75, 3.702)","(7.5, 8.8, 8.760975609756098)","(61.0, 130.0, 120.0)","(71.0, 110.0, 107.85714285714286)"
05-01-2023 14:20:38.605066,"(4.2, 5.7, 5.675757575757576)","(5.5, 5.8, 5.71860465116279)","(13.0, 16.5, 15.857142857142858)","(7.0, 9.4, 9.273015873015874)","(11.0, 15.5, 14.961538461538462)","(3.1, 3.75, 3.734)","(7.5, 8.8, 8.760975609756098)","(61.0, 130.0, 120.0)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:39.963912,"(4.2, 5.7, 5.675757575757576)","(5.5, 5.8, 5.68360655737705)","(13.0, 16.0, 15.857142857142858)","(7.0, 9.4, 9.256716417910448)","(11.0, 15.5, 14.961538461538462)","(3.1, 3.75, 3.730769230769231)","(7.5, 8.8, 8.760975609756098)","(61.0, 130.0, 120.0)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:41.353447,"(4.2, 5.7, 5.675757575757576)","(5.5, 5.7, 5.679166666666667)","(13.0, 16.0, 15.947368421052632)","(7.0, 9.4, 9.256716417910448)","(11.0, 15.5, 15.1)","(3.1, 3.75, 3.730769230769231)","(7.5, 8.8, 8.723809523809525)","(61.0, 130.0, 120.0)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:42.808990,"(4.2, 5.7, 5.66)","(5.5, 5.7, 5.679166666666667)","(13.0, 16.0, 15.947368421052632)","(7.0, 9.4, 9.256716417910448)","(11.0, 15.5, 15.1)","(3.1, 3.75, 3.7268292682926827)","(7.5, 8.8, 8.723809523809525)","(61.0, 130.0, 120.0)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:44.162004,"(4.2, 5.7, 5.66)","(5.5, 5.7, 5.679166666666667)","(13.0, 16.0, 15.864864864864865)","(7.0, 9.4, 9.223376623376623)","(11.0, 15.5, 14.887096774193548)","(3.1, 3.75, 3.7324074074074076)","(7.5, 8.8, 8.760975609756098)","(61.0, 130.0, 119.33333333333333)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:45.593379,"(4.2, 5.8, 5.643243243243243)","(5.5, 5.7, 5.679166666666667)","(13.0, 16.0, 15.864864864864865)","(7.5, 9.4, 9.145762711864407)","(11.0, 15.5, 14.887096774193548)","(3.1, 3.75, 3.735576923076923)","(7.5, 8.8, 8.760975609756098)","(61.0, 130.0, 119.33333333333333)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:46.951175,"(4.2, 5.8, 5.643243243243243)","(5.5, 5.7, 5.684848484848485)","(13.0, 16.0, 15.864864864864865)","(7.5, 9.2, 9.145762711864407)","(11.0, 15.5, 14.928571428571429)","(3.1, 3.75, 3.7354368932038833)","(7.5, 8.8, 8.760975609756098)","(61.0, 130.0, 115.83333333333333)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:48.326605,"(4.2, 5.8, 5.643243243243243)","(5.5, 5.7, 5.684848484848485)","(13.0, 16.0, 15.864864864864865)","(7.5, 9.2, 9.145762711864407)","(11.0, 15.5, 14.928571428571429)","(3.1, 3.75, 3.7354368932038833)","(7.5, 8.8, 8.760975609756098)","(61.0, 120.0, 115.83333333333333)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:49.717981,"(4.2, 5.8, 5.643243243243243)","(5.5, 5.7, 5.684848484848485)","(13.0, 16.0, 15.864864864864865)","(7.5, 9.2, 9.145762711864407)","(11.0, 15.5, 14.928571428571429)","(3.1, 3.75, 3.7354368932038833)","(7.5, 8.8, 8.760975609756098)","(61.0, 120.0, 115.83333333333333)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:51.185228,"(4.2, 5.8, 5.643243243243243)","(5.5, 5.7, 5.684848484848485)","(13.0, 16.0, 15.864864864864865)","(7.5, 9.2, 9.145762711864407)","(11.0, 15.5, 14.887096774193548)","(3.1, 3.75, 3.797379912663755)","(7.5, 8.8, 8.760975609756098)","(61.0, 120.0, 115.83333333333333)","(71.0, 110.0, 102.5)"
05-01-2023 14:20:52.704053,"(4.2, 5.8, 5.6450000000000005)","(5.5, 5.7, 5.5576923076923075)","(13.0, 16.0, 15.846153846153847)","(7.5, 9.2, 9.159259259259258)","(11.0, 15.5, 14.821428571428571)","(3.1, 3.8, 3.8333333333333335)","(7.5, 8.8, 8.760975609756098)","(61.0, 120.0, 116.875)","(71.0, 110.0, 107.0)"
05-01-2023 14:20:54.068555,"(4.2, 5.7, 5.6450000000000005)","(5.5, 5.6, 5.5576923076923075)","(13.0, 16.0, 15.96551724137931)","(7.5, 9.2, 9.159259259259258)","(11.0, 15.5, 14.909090909090908)","(3.1, 3.85, 3.8235294117647056)","(7.5, 8.8, 8.723809523809525)","(61.0, 120.0, 116.875)","(71.0, 110.0, 107.0)"
05-01-2023 14:20:55.515689,"(4.2, 5.6, 5.582857142857143)","(5.5, 5.6, 5.550892857142857)","(13.0, 16.0, 16.375)","(7.5, 9.2, 9.175510204081633)","(11.0, 15.5, 14.928571428571429)","(3.1, 3.9, 3.822222222222222)","(7.5, 8.8, 8.577142857142857)","(61.0, 120.0, 116.875)","(71.0, 110.0, 97.85714285714286)"
05-01-2023 14:20:56.978985,"(4.2, 5.7, 5.643589743589744)","(5.5, 5.6, 5.544915254237288)","(13.0, 17.0, 16.25)","(7.5, 9.2, 9.296)","(11.0, 15.5, 14.928571428571429)","(3.1, 3.9, 3.8216216216216217)","(7.5, 8.8, 8.538461538461538)","(61.0, 120.0, 116.875)","(71.0, 100.0, 97.85714285714286)"
05-01-2023 14:20:58.438871,"(4.2, 5.7, 5.594915254237288)","(5.5, 5.6, 5.544915254237288)","(13.0, 17.0, 16.15)","(7.5, 9.4, 9.28135593220339)","(11.0, 15.5, 14.810344827586206)","(3.1, 3.9, 3.8524590163934427)","(7.5, 8.8, 8.564285714285715)","(61.0, 120.0, 116.875)","(71.0, 100.0, 107.5)"
05-01-2023 14:20:59.965771,"(4.2, 5.7, 5.594915254237288)","(5.5, 5.6, 5.544915254237288)","(13.0, 17.0, 16.15)","(7.5, 9.4, 9.302127659574468)","(11.0, 15.5, 14.810344827586206)","(3.1, 3.9, 3.8524590163934427)","(7.5, 8.8, 8.373913043478261)","(61.0, 120.0, 116.875)","(71.0, 110.0, 107.5)"
05-01-2023 14:21:01.417889,"(4.2, 5.7, 5.594915254237288)","(5.5, 5.6, 5.544915254237288)","(13.0, 17.0, 16.15)","(7.5, 9.4, 9.326315789473684)","(11.0, 15.5, 14.846153846153847)","(3.1, 3.9, 3.857142857142857)","(7.5, 8.4, 8.1864406779661)","(61.0, 120.0, 113.54838709677419)","(71.0, 110.0, 107.5)"
05-01-2023 14:21:03.039184,"(4.2, 5.6, 5.552631578947368)","(5.5, 5.6, 5.609090909090909)","(13.0, 17.0, 16.1875)","(7.5, 9.4, 9.326315789473684)","(11.0, 15.5, 14.78125)","(3.1, 3.9, 3.8463768115942027)","(7.5, 8.2, 8.185454545454546)","(61.0, 120.0, 113.54838709677419)","(71.0, 110.0, 107.5)"
05-01-2023 14:21:04.812717,"(4.2, 5.6, 5.482857142857143)","(5.5, 5.7, 5.614457831325302)","(13.0, 16.5, 15.921875)","(7.5, 9.4, 9.266666666666667)","(11.0, 15.5, 14.78125)","(3.1, 3.9, 3.873809523809524)","(7.5, 8.2, 8.183333333333334)","(61.0, 120.0, 113.54838709677419)","(71.0, 110.0, 107.5)"
05-01-2023 14:21:06.269794,"(4.4, 5.5, 5.482857142857143)","(5.0, 5.7, 5.614457831325302)","(13.0, 16.0, 16.243589743589745)","(7.0, 9.4, 9.266666666666667)","(11.0, 15.5, 14.78125)","(3.1, 3.9, 3.877272727272727)","(7.0, 8.2, 8.183333333333334)","(61.0, 120.0, 113.79310344827586)","(71.0, 110.0, 107.5)"
05-01-2023 14:21:07.791128,"(4.4, 5.5, 5.516129032258064)","(5.0, 5.7, 5.532272727272727)","(13.0, 16.5, 16.075)","(7.0, 9.4, 9.322388059701494)","(11.0, 15.5, 14.891304347826086)","(3.1, 3.9, 3.87)","(7.0, 8.2, 8.255072463768116)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.33333333333333)"
05-01-2023 14:21:09.120483,"(4.4, 5.6, 5.516129032258064)","(5.0, 5.6, 5.5255)","(13.0, 16.5, 16.075)","(7.0, 9.4, 9.377777777777776)","(11.0, 15.5, 14.891304347826086)","(3.1, 3.9, 3.87)","(7.0, 8.4, 8.255072463768116)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.5)"
05-01-2023 14:21:10.352509,"(4.4, 5.6, 5.535714285714286)","(5.0, 5.6, 5.5255)","(13.0, 16.5, 16.075)","(7.0, 9.6, 9.377777777777776)","(11.0, 15.5, 14.891304347826086)","(3.1, 3.9, 3.87)","(7.0, 8.4, 8.255072463768116)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.5)"
05-01-2023 14:21:11.551477,"(4.4, 5.6, 5.535714285714286)","(5.0, 5.6, 5.5255)","(13.0, 16.5, 16.075)","(7.0, 9.6, 9.306666666666667)","(11.0, 15.5, 14.8)","(3.1, 3.9, 3.8802631578947366)","(7.0, 8.4, 8.282352941176471)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.5)"
05-01-2023 14:21:12.738181,"(4.4, 5.6, 5.5)","(5.0, 5.6, 5.526960784313726)","(13.0, 16.5, 16.1)","(7.0, 9.6, 9.306666666666667)","(11.0, 15.5, 14.8)","(3.1, 3.9, 3.8802631578947366)","(7.0, 8.4, 8.282352941176471)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.5)"
05-01-2023 14:21:13.942553,"(4.4, 5.6, 5.5)","(5.0, 5.6, 5.526960784313726)","(13.0, 16.5, 16.1)","(7.0, 9.6, 9.306666666666667)","(11.0, 15.5, 14.8)","(3.1, 3.9, 3.8743902439024387)","(7.0, 8.4, 8.282352941176471)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.5)"
05-01-2023 14:21:15.152330,"(4.4, 5.6, 5.532743362831859)","(5.0, 5.6, 5.526960784313726)","(13.0, 16.5, 16.32608695652174)","(7.0, 9.6, 9.344444444444445)","(11.0, 15.5, 14.8)","(3.1, 3.9, 3.8442028985507246)","(7.0, 8.4, 8.270129870129871)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.5)"
05-01-2023 14:21:16.385106,"(4.4, 5.6, 5.532)","(5.0, 5.6, 5.526960784313726)","(13.0, 16.5, 15.96875)","(7.0, 9.4, 9.316666666666666)","(11.0, 15.5, 14.8)","(3.1, 3.85, 3.9339055793991418)","(7.0, 8.4, 8.1625)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.5)"
05-01-2023 14:21:17.654527,"(4.4, 5.6, 5.527272727272727)","(5.0, 5.6, 5.516022099447514)","(13.0, 16.0, 16.112244897959183)","(7.0, 9.4, 9.341176470588236)","(11.0, 15.5, 14.8)","(3.1, 3.95, 3.9339055793991418)","(7.0, 8.2, 8.152941176470588)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.5)"
05-01-2023 14:21:18.973597,"(4.4, 5.6, 5.527272727272727)","(5.0, 5.6, 5.511627906976744)","(13.0, 16.5, 16.112244897959183)","(7.0, 9.4, 9.341176470588236)","(11.0, 15.5, 14.8)","(3.1, 3.95, 3.933617021276596)","(7.0, 8.2, 8.152941176470588)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.5)"
05-01-2023 14:21:20.306927,"(4.4, 5.6, 5.527272727272727)","(5.0, 5.6, 5.511627906976744)","(13.0, 16.5, 16.112244897959183)","(7.0, 9.4, 9.341176470588236)","(11.0, 15.5, 14.8)","(3.1, 3.95, 3.933617021276596)","(7.0, 8.2, 8.152941176470588)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.5)"
05-01-2023 14:21:21.588411,"(4.4, 5.6, 5.527272727272727)","(5.0, 5.6, 5.521649484536082)","(13.0, 16.0, 15.803571428571429)","(7.0, 9.4, 9.341176470588236)","(11.0, 15.5, 14.8)","(3.1, 3.95, 3.933617021276596)","(7.0, 8.2, 8.152941176470588)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.5)"
05-01-2023 14:21:22.728048,"(4.6, 5.7, 5.558536585365854)","(5.0, 5.6, 5.52)","(13.0, 15.5, 15.337209302325581)","(7.0, 9.4, 9.341176470588236)","(11.0, 15.5, 14.961538461538462)","(3.1, 3.95, 3.93025641025641)","(7.0, 8.2, 8.139622641509433)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.5)"
05-01-2023 14:21:23.948536,"(4.6, 5.7, 5.558536585365854)","(5.0, 5.6, 5.519148936170213)","(13.0, 15.5, 15.337209302325581)","(7.0, 9.4, 9.341176470588236)","(11.0, 15.5, 14.961538461538462)","(3.1, 3.95, 3.93025641025641)","(7.0, 8.2, 8.139622641509433)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.5)"
05-01-2023 14:21:25.213746,"(4.6, 5.7, 5.58)","(5.0, 5.6, 5.519148936170213)","(13.0, 15.5, 15.273584905660377)","(7.0, 9.4, 9.256)","(11.0, 15.5, 14.863636363636363)","(3.1, 3.95, 3.9327354260089686)","(7.0, 8.2, 8.154929577464788)","(61.0, 120.0, 115.81395348837209)","(71.0, 110.0, 109.5)"
