,Joan Jet,Big Time Pacman,Chi Lin,Uncle Albert,Redeem A Rapper,Mow Cow
14-12-2022 12:16:39.016119,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7142424242424241)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:39.954844,"(21.0, 250.0, 136.0)","(1.65, 1.95, 1.7292)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:41.043303,"(21.0, 250.0, 136.0)","(1.65, 1.77, 1.7136363636363636)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:42.151625,"(21.0, 250.0, 136.0)","(1.65, 1.96, 1.7252941176470589)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:43.273192,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7252941176470589)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:44.338026,"(21.0, 250.0, 136.0)","(1.65, 1.79, 1.7148484848484848)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:45.261894,"(21.0, 250.0, 136.0)","(1.65, 1.96, 1.7516666666666667)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:46.194800,"(21.0, 250.0, 136.0)","(1.65, 1.95, 1.7292)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:47.177629,"(21.0, 250.0, 136.0)","(1.65, 1.95, 1.7292)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:48.196188,"(21.0, 250.0, 136.0)","(1.65, 1.95, 1.7292)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:49.332360,"(21.0, 250.0, 136.0)","(1.65, 1.95, 1.7292)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:50.402360,"(21.0, 250.0, 136.0)","(1.65, 1.96, 1.7753846153846153)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:51.343035,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7252941176470589)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:52.420714,"(21.0, 250.0, 136.0)","(1.65, 1.77, 1.7244117647058823)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:53.755068,"(21.0, 250.0, 136.0)","(1.65, 1.8, 1.756)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:55.043954,"(21.0, 250.0, 136.0)","(1.65, 1.94, 1.756)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:56.126735,"(21.0, 250.0, 136.0)","(1.65, 1.94, 1.756)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:57.121950,"(21.0, 250.0, 136.0)","(1.65, 1.94, 1.756)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:58.194632,"(21.0, 250.0, 136.0)","(1.65, 1.79, 1.7148484848484848)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:59.311872,"(21.0, 250.0, 136.0)","(1.65, 1.77, 1.7138709677419355)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:00.455055,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7145161290322581)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:01.559535,"(21.0, 250.0, 136.0)","(1.65, 1.93, 1.7466666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 49.25)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:02.586690,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7142424242424241)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:03.500040,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:04.452495,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:05.436627,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:06.457740,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:07.460303,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:08.458604,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:09.462627,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:10.485937,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:11.495635,"(21.0, 250.0, 136.0)","(1.65, 1.93, 1.75125)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:12.457145,"(21.0, 250.0, 108.125)","(1.65, 1.93, 1.75125)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:13.529538,"(21.0, 250.0, 108.125)","(1.65, 1.93, 1.75125)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:14.535368,"(21.0, 250.0, 108.125)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:15.600098,"(21.0, 250.0, 108.125)","(1.65, 1.78, 1.7138888888888888)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:16.517862,"(21.0, 250.0, 108.125)","(1.65, 1.78, 1.738)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:17.397493,"(21.0, 250.0, 108.125)","(1.65, 1.78, 1.738)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:18.454038,"(21.0, 250.0, 108.125)","(1.65, 1.78, 1.738)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:19.467095,"(21.0, 250.0, 108.125)","(1.65, 1.78, 1.738)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:20.544249,"(21.0, 250.0, 108.125)","(1.65, 1.78, 1.738)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:21.688995,"(21.0, 250.0, 108.125)","(1.65, 1.78, 1.75)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:22.727304,"(21.0, 250.0, 108.125)","(1.65, 1.78, 1.75)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:23.797838,"(21.0, 250.0, 108.125)","(1.65, 1.78, 1.75)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:24.780239,"(21.0, 250.0, 108.125)","(1.65, 1.78, 1.75)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:25.834645,"(21.0, 250.0, 108.125)","(1.65, 1.78, 1.75)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:26.970290,"(21.0, 250.0, 108.125)","(1.65, 1.78, 1.7781578947368422)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:28.056684,"(21.0, 260.0, 200.75)","(1.65, 1.92, 1.7227272727272727)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:29.240336,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:30.196833,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:31.095489,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:32.031811,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:32.986074,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:34.004114,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:35.005105,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:35.917752,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:36.798962,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:37.724221,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:38.703089,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7333333333333334)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:39.749560,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7333333333333334)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:17:40.709874,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.666666666666667)"
14-12-2022 12:17:41.661686,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7566666666666666)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:42.639897,"(21.0, 260.0, 200.75)","(1.65, 1.91, 1.8424137931034483)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:43.626414,"(21.0, 260.0, 200.75)","(1.65, 1.9, 1.7522222222222221)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:44.643660,"(21.0, 260.0, 200.75)","(1.65, 1.81, 1.8075)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:45.690350,"(21.0, 260.0, 200.75)","(1.65, 1.79, 1.7194117647058824)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:46.835671,"(21.0, 260.0, 200.75)","(1.65, 1.82, 1.7833333333333334)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:47.897923,"(21.0, 260.0, 200.75)","(1.65, 1.82, 1.7833333333333334)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:48.903427,"(21.0, 260.0, 200.75)","(1.65, 1.82, 1.7833333333333334)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:49.859134,"(21.0, 260.0, 200.75)","(1.65, 1.82, 1.7833333333333334)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:50.943248,"(21.0, 260.0, 200.75)","(1.65, 1.79, 1.7194117647058824)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:51.906895,"(21.0, 260.0, 200.75)","(1.65, 1.81, 1.7217647058823529)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:52.859575,"(21.0, 260.0, 200.75)","(1.65, 1.8, 1.7205882352941175)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:53.827916,"(21.0, 260.0, 200.75)","(1.65, 1.79, 1.7194117647058824)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:54.681315,"(21.0, 260.0, 200.75)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:55.548159,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.718235294117647)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.06)"
14-12-2022 12:17:56.450602,"(21.0, 260.0, 200.75)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:17:57.435364,"(21.0, 260.0, 200.75)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:17:58.443733,"(21.0, 260.0, 200.75)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:17:59.339436,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.718235294117647)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:00.255452,"(21.0, 260.0, 200.75)","(1.65, 1.79, 1.7194117647058824)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:01.156124,"(21.0, 260.0, 200.75)","(1.65, 1.8, 1.7205882352941175)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:02.057590,"(21.0, 260.0, 200.75)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:03.033043,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.718235294117647)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:04.027948,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.718235294117647)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:04.960994,"(21.0, 260.0, 200.75)","(1.65, 1.78, 1.7170588235294117)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:05.878589,"(21.0, 260.0, 200.75)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:06.757825,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:07.659506,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:08.535021,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:09.393573,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:10.352248,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:11.312812,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:12.191784,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:13.105766,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:14.289734,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:15.128152,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:16.108106,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:17.249441,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:18.169356,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:19.131994,"(21.0, 250.0, 108.125)","(1.65, 1.76, 1.7158823529411764)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:20.041862,"(21.0, 250.0, 108.125)","(1.65, 1.77, 1.7170588235294117)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:20.938547,"(21.0, 250.0, 108.125)","(1.65, 1.78, 1.718235294117647)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.0, 10.125)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:21.952663,"(21.0, 250.0, 108.125)","(1.65, 1.79, 1.7194117647058824)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.0, 8.833333333333334)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:22.881805,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.0, 8.833333333333334)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:23.819649,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:24.752865,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 79.89285714285714)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:25.635871,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.5)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:26.534533,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.5)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:27.432703,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 76.0625)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:28.308034,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
