,Seaton Key,Big Ram,Showtime Holly,Pistols At Dawn,Eyes On Meg,Hidden Fury,Calibration
07-12-2022 20:28:26.707664,"(1.6, 2.12, 1.99)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 21.0, 18.857142857142858)","(6.5, 9.8, 8.942857142857143)","(13.0, 30.0, 28.384615384615383)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:28.064097,"(1.6, 2.12, 2.056)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 21.0, 19.25)","(6.5, 9.8, 8.942857142857143)","(13.0, 30.0, 28.384615384615383)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:29.288842,"(1.6, 2.12, 2.073846153846154)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 18.75)","(6.5, 9.8, 8.942857142857143)","(13.0, 30.0, 28.384615384615383)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:30.499589,"(1.6, 2.12, 2.1056410256410256)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 18.75)","(6.5, 9.8, 8.942857142857143)","(13.0, 30.0, 28.384615384615383)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:31.584736,"(1.6, 2.12, 2.1056410256410256)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 18.75)","(6.5, 9.8, 8.942857142857143)","(13.0, 30.0, 28.384615384615383)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:32.596967,"(1.6, 2.12, 2.0963636363636367)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 18.75)","(6.5, 9.8, 8.942857142857143)","(13.0, 30.0, 28.384615384615383)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:33.612541,"(1.6, 2.12, 2.024)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 17.794117647058822)","(6.5, 9.8, 8.942857142857143)","(13.0, 30.0, 28.384615384615383)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:34.833854,"(1.6, 2.12, 2.024)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 17.794117647058822)","(6.5, 9.8, 8.942857142857143)","(13.0, 30.0, 28.384615384615383)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:36.017295,"(1.6, 2.12, 2.024)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 17.794117647058822)","(6.5, 9.8, 8.942857142857143)","(13.0, 30.0, 29.363636363636363)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:37.203891,"(1.6, 2.12, 2.024)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 17.794117647058822)","(6.5, 9.8, 8.942857142857143)","(13.0, 30.0, 29.363636363636363)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:38.307535,"(1.6, 2.12, 2.024)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 17.794117647058822)","(6.5, 9.8, 8.942857142857143)","(13.0, 30.0, 30.333333333333332)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:39.481525,"(1.6, 2.12, 2.024)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 17.794117647058822)","(6.5, 9.8, 8.942857142857143)","(13.0, 34.0, 30.25)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:40.696737,"(1.6, 2.12, 2.024)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 17.794117647058822)","(6.5, 9.8, 8.942857142857143)","(13.0, 34.0, 29.0)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:41.791745,"(1.6, 2.12, 2.024)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 17.794117647058822)","(6.5, 9.8, 8.942857142857143)","(13.0, 34.0, 29.0)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:42.866235,"(1.6, 2.12, 2.024)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 17.794117647058822)","(6.5, 9.8, 8.942857142857143)","(13.0, 34.0, 29.0)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:43.993304,"(1.6, 2.12, 2.024)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 17.794117647058822)","(6.5, 9.8, 8.942857142857143)","(13.0, 34.0, 30.666666666666664)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:44.989341,"(1.6, 2.1, 2.052857142857143)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 17.794117647058822)","(6.5, 9.8, 8.942857142857143)","(13.0, 34.0, 30.666666666666664)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:45.974511,"(1.6, 2.14, 2.0757142857142856)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.29)","(15.0, 20.0, 17.794117647058822)","(6.5, 9.8, 8.942857142857143)","(13.0, 34.0, 30.666666666666664)","(31.0, 180.0, 160.83333333333334)"
07-12-2022 20:28:47.109170,"(1.6, 2.14, 2.065)","(51.0, 250.0, 195.0)","(3.2, 3.35, 3.316666666666667)","(15.0, 20.0, 17.794117647058822)","(6.5, 9.8, 9.061538461538461)","(13.0, 34.0, 30.875)","(31.0, 180.0, 125.0)"
07-12-2022 20:28:48.333084,"(1.6, 1.99, 1.979090909090909)","(51.0, 250.0, 135.71428571428572)","(3.2, 3.35, 3.316666666666667)","(15.0, 20.0, 17.794117647058822)","(6.5, 9.8, 9.282352941176471)","(13.0, 34.0, 30.08695652173913)","(31.0, 180.0, 125.0)"
07-12-2022 20:28:49.550408,"(1.6, 1.99, 1.9825)","(51.0, 250.0, 221.875)","(3.2, 3.45, 3.2629032258064514)","(15.0, 20.0, 18.8)","(6.5, 9.8, 9.066666666666668)","(13.0, 34.0, 30.08695652173913)","(31.0, 180.0, 145.0)"
07-12-2022 20:28:50.584174,"(1.6, 1.99, 1.9825)","(51.0, 240.0, 230.33333333333331)","(3.2, 3.45, 3.2629032258064514)","(15.0, 20.0, 18.8)","(6.5, 9.8, 9.066666666666668)","(13.0, 34.0, 30.08695652173913)","(31.0, 180.0, 145.0)"
07-12-2022 20:28:51.603138,"(1.6, 1.99, 1.977142857142857)","(51.0, 240.0, 230.33333333333331)","(3.2, 3.45, 3.2629032258064514)","(15.0, 20.0, 18.8)","(6.5, 9.8, 9.066666666666668)","(13.0, 34.0, 30.08695652173913)","(31.0, 180.0, 145.0)"
07-12-2022 20:28:52.675463,"(1.6, 1.97, 1.9644444444444444)","(51.0, 240.0, 230.33333333333331)","(3.2, 3.45, 3.3115384615384613)","(15.0, 20.0, 18.24137931034483)","(6.5, 9.8, 9.085714285714287)","(13.0, 34.0, 30.25)","(31.0, 180.0, 152.36842105263156)"
07-12-2022 20:28:53.729048,"(1.6, 2.0, 1.960627450980392)","(51.0, 240.0, 231.94444444444443)","(3.2, 3.45, 3.3533333333333335)","(15.0, 20.0, 18.178571428571427)","(6.5, 9.8, 9.085714285714287)","(13.0, 34.0, 25.9)","(31.0, 180.0, 152.36842105263156)"
07-12-2022 20:28:54.853375,"(1.6, 2.0, 1.9818181818181817)","(51.0, 240.0, 231.94444444444443)","(3.2, 3.45, 3.3533333333333335)","(15.0, 20.0, 18.178571428571427)","(6.5, 9.8, 9.085714285714287)","(13.0, 34.0, 25.9)","(31.0, 180.0, 152.36842105263156)"
07-12-2022 20:28:56.108197,"(1.6, 2.0, 1.9818181818181817)","(51.0, 240.0, 205.0)","(3.2, 3.45, 3.3533333333333335)","(15.0, 20.0, 18.178571428571427)","(6.5, 9.8, 9.085714285714287)","(13.0, 34.0, 25.9)","(31.0, 180.0, 117.5)"
07-12-2022 20:28:57.386715,"(1.6, 2.0, 1.9818050541516246)","(51.0, 240.0, 228.1818181818182)","(3.2, 3.45, 3.3642857142857143)","(15.0, 20.0, 18.178571428571427)","(6.5, 9.8, 9.085714285714287)","(13.0, 34.0, 25.9)","(31.0, 180.0, 143.63636363636363)"
07-12-2022 20:28:58.545037,"(1.6, 2.0, 1.9818050541516246)","(51.0, 240.0, 228.1818181818182)","(3.2, 3.45, 3.45)","(15.0, 20.0, 18.434782608695652)","(6.5, 9.8, 10.75)","(13.0, 34.0, 26.285714285714285)","(31.0, 180.0, 143.63636363636363)"
07-12-2022 20:28:59.693178,"(1.6, 1.9, 1.8900523560209423)","(51.0, 240.0, 207.5)","(3.2, 3.5, 3.5184210526315787)","(15.0, 20.0, 18.434782608695652)","(6.5, 11.5, 10.6)","(13.0, 34.0, 26.285714285714285)","(31.0, 180.0, 143.63636363636363)"
07-12-2022 20:29:01.062980,"(1.6, 1.9, 1.8900523560209423)","(51.0, 240.0, 212.5)","(3.2, 3.65, 3.625)","(15.0, 20.0, 18.434782608695652)","(6.5, 11.0, 10.4)","(13.0, 34.0, 26.285714285714285)","(31.0, 180.0, 143.63636363636363)"
07-12-2022 20:29:02.165292,"(1.6, 1.9, 1.8900523560209423)","(51.0, 240.0, 226.25)","(3.2, 3.6, 3.5875)","(15.0, 20.0, 18.434782608695652)","(6.5, 11.0, 10.4)","(13.0, 34.0, 26.285714285714285)","(31.0, 180.0, 150.0)"
07-12-2022 20:29:03.458850,"(1.6, 1.9, 1.8900523560209423)","(51.0, 250.0, 156.66666666666666)","(3.2, 3.6, 3.5988636363636366)","(15.0, 20.0, 18.5)","(6.5, 11.0, 10.380952380952381)","(13.0, 34.0, 29.5)","(31.0, 180.0, 152.72727272727275)"
07-12-2022 20:29:04.555083,"(1.6, 1.85, 1.8421460176991151)","(51.0, 250.0, 164.44444444444446)","(3.2, 3.6, 3.5988636363636366)","(15.0, 20.0, 18.5)","(6.5, 11.0, 10.066666666666666)","(13.0, 34.0, 26.285714285714285)","(31.0, 180.0, 150.0)"
07-12-2022 20:29:05.615332,"(1.6, 1.85, 1.842081447963801)","(51.0, 250.0, 185.83333333333331)","(3.2, 3.65, 3.6438775510204082)","(15.0, 20.0, 18.434782608695652)","(6.5, 11.0, 10.066666666666666)","(13.0, 34.0, 26.285714285714285)","(31.0, 180.0, 150.0)"
07-12-2022 20:29:06.703003,"(1.6, 1.85, 1.842081447963801)","(51.0, 290.0, 208.1818181818182)","(3.2, 3.65, 3.6438775510204082)","(15.0, 20.0, 18.434782608695652)","(6.5, 11.0, 9.88)","(13.0, 34.0, 26.285714285714285)","(31.0, 180.0, 150.0)"
07-12-2022 20:29:07.678609,"(1.6, 1.85, 1.842081447963801)","(51.0, 280.0, 240.0)","(3.2, 3.85, 3.8125)","(15.0, 20.0, 18.434782608695652)","(6.5, 11.0, 9.88)","(13.0, 34.0, 25.576923076923077)","(31.0, 180.0, 150.0)"
07-12-2022 20:29:08.778222,"(1.6, 1.85, 1.842234762979684)","(51.0, 280.0, 233.33333333333331)","(3.2, 3.85, 3.646875)","(15.0, 20.0, 18.434782608695652)","(6.5, 11.0, 9.88)","(13.0, 40.0, 36.55555555555556)","(31.0, 180.0, 150.0)"
07-12-2022 20:29:09.951559,"(1.6, 1.85, 1.8422602739726028)","(51.0, 280.0, 202.22222222222223)","(3.2, 3.85, 3.5833333333333335)","(15.0, 20.0, 18.434782608695652)","(6.5, 11.0, 9.96)","(13.0, 38.0, 36.7)","(31.0, 180.0, 150.0)"
07-12-2022 20:29:11.128321,"(1.6, 1.85, 1.8423665893271464)","(51.0, 280.0, 202.22222222222223)","(3.2, 3.6, 3.5833333333333335)","(15.0, 20.0, 19.0)","(6.5, 11.0, 9.950000000000001)","(13.0, 38.0, 36.5)","(31.0, 180.0, 150.0)"
07-12-2022 20:29:12.254953,"(1.6, 1.85, 1.842608695652174)","(51.0, 280.0, 202.22222222222223)","(3.2, 3.6, 3.5833333333333335)","(15.0, 20.0, 19.0)","(6.5, 11.0, 9.950000000000001)","(13.0, 38.0, 35.8)","(31.0, 180.0, 150.0)"
07-12-2022 20:29:13.310955,"(1.6, 1.85, 1.842608695652174)","(51.0, 280.0, 202.22222222222223)","(3.2, 3.6, 3.5833333333333335)","(15.0, 20.0, 18.736842105263158)","(6.5, 11.0, 10.222222222222221)","(13.0, 38.0, 36.333333333333336)","(31.0, 180.0, 152.72727272727275)"
07-12-2022 20:29:14.345659,"(1.6, 1.85, 1.8429117647058824)","(51.0, 270.0, 183.33333333333334)","(3.2, 3.65, 3.5519607843137253)","(15.0, 20.0, 18.736842105263158)","(6.5, 11.0, 10.8)","(13.0, 38.0, 30.9)","(31.0, 180.0, 130.0)"
07-12-2022 20:29:15.427845,"(1.6, 1.85, 1.8357142857142859)","(51.0, 260.0, 180.0)","(3.2, 3.65, 3.480434782608696)","(15.0, 24.0, 23.3125)","(6.5, 11.5, 10.9375)","(13.0, 40.0, 29.423076923076923)","(31.0, 180.0, 128.84615384615384)"
07-12-2022 20:29:16.465042,"(1.6, 1.85, 1.8357142857142859)","(51.0, 260.0, 200.0)","(3.2, 3.65, 3.4727272727272727)","(15.0, 24.0, 23.576923076923077)","(6.5, 11.5, 10.833333333333334)","(13.0, 40.0, 31.40625)","(31.0, 180.0, 100.0)"
07-12-2022 20:29:17.492606,"(1.6, 1.85, 1.8357142857142859)","(51.0, 260.0, 200.0)","(3.2, 3.65, 3.5170454545454546)","(15.0, 24.0, 23.3125)","(6.5, 11.0, 10.88888888888889)","(13.0, 40.0, 31.666666666666668)","(31.0, 180.0, 105.625)"
07-12-2022 20:29:18.533900,"(1.6, 1.85, 1.8357142857142859)","(51.0, 260.0, 204.6153846153846)","(3.2, 3.65, 3.5170454545454546)","(15.0, 24.0, 23.38888888888889)","(6.5, 11.0, 10.88888888888889)","(13.0, 40.0, 32.42424242424242)","(31.0, 180.0, 132.5)"
07-12-2022 20:29:19.536090,"(1.6, 1.86, 1.8518181818181818)","(51.0, 260.0, 204.6153846153846)","(3.2, 3.65, 3.5170454545454546)","(15.0, 24.0, 23.38888888888889)","(6.5, 11.0, 10.88888888888889)","(13.0, 40.0, 32.666666666666664)","(31.0, 170.0, 102.5)"
07-12-2022 20:29:20.526925,"(1.6, 1.87, 1.8250000000000002)","(51.0, 260.0, 204.6153846153846)","(3.2, 3.65, 3.5055555555555555)","(15.0, 24.0, 21.642857142857142)","(6.5, 11.0, 10.894736842105264)","(13.0, 40.0, 32.903225806451616)","(31.0, 170.0, 100.35714285714286)"
07-12-2022 20:29:21.518959,"(1.6, 1.87, 1.8250000000000002)","(51.0, 260.0, 204.6153846153846)","(3.2, 3.65, 3.5055555555555555)","(15.0, 23.0, 20.0)","(6.5, 11.0, 10.894736842105264)","(13.0, 40.0, 32.903225806451616)","(31.0, 170.0, 109.0625)"
07-12-2022 20:29:22.633299,"(1.6, 1.87, 1.858888888888889)","(51.0, 260.0, 204.6153846153846)","(3.2, 3.65, 3.5055555555555555)","(15.0, 23.0, 19.4)","(6.5, 11.0, 10.818181818181818)","(13.0, 40.0, 32.903225806451616)","(31.0, 170.0, 121.25)"
07-12-2022 20:29:23.652937,"(1.6, 1.87, 1.858888888888889)","(51.0, 260.0, 204.6153846153846)","(3.2, 3.65, 3.4840425531914896)","(15.0, 23.0, 19.4)","(6.5, 11.0, 10.818181818181818)","(13.0, 40.0, 32.903225806451616)","(31.0, 170.0, 121.25)"
07-12-2022 20:29:24.721504,"(1.6, 1.87, 1.86)","(51.0, 260.0, 204.6153846153846)","(3.2, 3.65, 3.5028301886792454)","(15.0, 23.0, 19.4)","(6.5, 11.0, 10.75)","(13.0, 40.0, 32.903225806451616)","(31.0, 170.0, 121.25)"
07-12-2022 20:29:25.665033,"(1.6, 1.87, 1.86)","(51.0, 260.0, 204.6153846153846)","(3.2, 3.65, 3.501851851851852)","(15.0, 23.0, 19.4)","(6.5, 11.0, 10.75)","(13.0, 40.0, 32.903225806451616)","(31.0, 170.0, 121.25)"
07-12-2022 20:29:26.616533,"(1.6, 1.87, 1.86)","(51.0, 260.0, 204.6153846153846)","(3.2, 3.65, 3.4982758620689656)","(15.0, 22.0, 19.5)","(6.5, 11.0, 10.76)","(13.0, 40.0, 32.34782608695652)","(31.0, 170.0, 121.25)"
07-12-2022 20:29:27.646129,"(1.6, 1.84, 1.8346153846153848)","(51.0, 260.0, 204.6153846153846)","(3.2, 3.65, 3.5205882352941176)","(15.0, 22.0, 19.5)","(6.5, 11.0, 10.657142857142857)","(13.0, 40.0, 32.34782608695652)","(31.0, 170.0, 121.25)"
07-12-2022 20:29:28.773397,"(1.6, 1.87, 1.8540909090909092)","(51.0, 260.0, 204.6153846153846)","(3.2, 3.65, 3.4923076923076923)","(15.0, 22.0, 19.2)","(6.5, 11.0, 10.657142857142857)","(13.0, 40.0, 33.714285714285715)","(31.0, 170.0, 121.25)"
07-12-2022 20:29:29.851311,"(1.6, 1.87, 1.8540909090909092)","(51.0, 260.0, 204.6153846153846)","(3.2, 3.65, 3.4923076923076923)","(15.0, 22.0, 19.2)","(6.5, 11.0, 10.657142857142857)","(13.0, 40.0, 34.5)","(31.0, 170.0, 121.25)"
07-12-2022 20:29:30.895046,"(1.6, 1.89, 1.8684615384615384)","(51.0, 260.0, 204.6153846153846)","(3.2, 3.65, 3.48921568627451)","(15.0, 22.0, 19.05263157894737)","(6.5, 11.0, 10.657142857142857)","(13.0, 40.0, 34.5)","(31.0, 170.0, 114.28571428571429)"
07-12-2022 20:29:31.890834,"(1.6, 1.89, 1.8433333333333333)","(51.0, 260.0, 165.71428571428572)","(3.2, 3.65, 3.48921568627451)","(15.0, 22.0, 19.05263157894737)","(6.5, 11.0, 10.657142857142857)","(13.0, 40.0, 34.5)","(31.0, 170.0, 114.61538461538461)"
07-12-2022 20:29:32.899646,"(1.6, 1.88, 1.859032258064516)","(51.0, 260.0, 165.71428571428572)","(3.2, 3.65, 3.48921568627451)","(15.0, 22.0, 19.05263157894737)","(6.5, 11.0, 10.657142857142857)","(13.0, 40.0, 34.5)","(31.0, 170.0, 114.61538461538461)"
07-12-2022 20:29:33.888275,"(1.6, 1.87, 1.858888888888889)","(51.0, 260.0, 165.71428571428572)","(3.2, 3.6, 3.5580000000000003)","(15.0, 22.0, 19.05263157894737)","(6.5, 11.0, 10.5)","(13.0, 40.0, 34.5)","(31.0, 170.0, 118.57142857142857)"
07-12-2022 20:29:34.847192,"(1.6, 1.86, 1.848888888888889)","(51.0, 260.0, 165.71428571428572)","(3.2, 3.6, 3.5343750000000003)","(15.0, 22.0, 19.34)","(6.5, 11.0, 10.5)","(13.0, 40.0, 34.5)","(31.0, 170.0, 114.61538461538461)"
07-12-2022 20:29:35.838261,"(1.6, 1.86, 1.8453333333333335)","(51.0, 260.0, 168.33333333333334)","(3.2, 3.6, 3.591666666666667)","(15.0, 22.0, 19.229166666666668)","(6.5, 11.0, 10.25)","(13.0, 40.0, 34.5)","(31.0, 170.0, 114.61538461538461)"
07-12-2022 20:29:36.874188,"(1.6, 1.87, 1.8610000000000002)","(51.0, 260.0, 168.33333333333334)","(3.2, 3.55, 3.542307692307692)","(15.0, 22.0, 19.229166666666668)","(6.5, 11.0, 10.25)","(13.0, 40.0, 34.5)","(31.0, 170.0, 114.61538461538461)"
07-12-2022 20:29:37.878326,"(1.6, 1.87, 1.8541176470588236)","(51.0, 260.0, 168.33333333333334)","(3.2, 3.55, 3.542307692307692)","(15.0, 22.0, 19.333333333333332)","(6.5, 11.0, 11.375)","(13.0, 40.0, 36.4)","(31.0, 170.0, 118.57142857142857)"
07-12-2022 20:29:38.892395,"(1.6, 1.88, 1.8699999999999999)","(51.0, 260.0, 168.33333333333334)","(3.2, 3.55, 3.5166666666666666)","(15.0, 22.0, 19.333333333333332)","(6.5, 11.5, 11.421052631578947)","(13.0, 40.0, 36.4)","(31.0, 170.0, 114.61538461538461)"
07-12-2022 20:29:39.918252,"(1.6, 1.87, 1.8657142857142859)","(51.0, 260.0, 168.33333333333334)","(3.2, 3.55, 3.5026315789473683)","(15.0, 22.0, 19.333333333333332)","(6.5, 11.5, 11.421052631578947)","(13.0, 40.0, 35.333333333333336)","(31.0, 170.0, 114.61538461538461)"
07-12-2022 20:29:40.902453,"(1.6, 1.87, 1.860769230769231)","(51.0, 260.0, 168.33333333333334)","(3.2, 3.55, 3.5026315789473683)","(15.0, 22.0, 19.333333333333332)","(6.5, 11.5, 11.421052631578947)","(13.0, 40.0, 36.4)","(31.0, 170.0, 116.25)"
07-12-2022 20:29:41.951107,"(1.6, 1.87, 1.860769230769231)","(51.0, 260.0, 168.33333333333334)","(3.2, 3.55, 3.5)","(15.0, 22.0, 19.333333333333332)","(6.5, 11.5, 11.421052631578947)","(13.0, 40.0, 36.4)","(31.0, 160.0, 114.54545454545455)"
07-12-2022 20:29:43.019487,"(1.6, 1.87, 1.860769230769231)","(51.0, 260.0, 168.33333333333334)","(3.2, 3.55, 3.5)","(15.0, 22.0, 19.333333333333332)","(6.5, 11.5, 11.357142857142858)","(13.0, 40.0, 36.4)","(31.0, 160.0, 116.66666666666667)"
07-12-2022 20:29:44.152241,"(1.6, 1.87, 1.8604)","(51.0, 260.0, 168.33333333333334)","(3.2, 3.55, 3.4857142857142858)","(15.0, 22.0, 19.714285714285715)","(6.5, 11.5, 11.371794871794872)","(13.0, 40.0, 36.4)","(31.0, 150.0, 114.44444444444444)"
07-12-2022 20:29:45.320627,"(1.6, 1.87, 1.8604)","(51.0, 260.0, 168.33333333333334)","(3.2, 3.55, 3.4857142857142858)","(15.0, 22.0, 20.0)","(6.5, 11.5, 11.433333333333334)","(13.0, 40.0, 35.333333333333336)","(31.0, 150.0, 114.44444444444444)"
07-12-2022 20:29:46.432259,"(1.6, 1.87, 1.8604)","(51.0, 260.0, 168.33333333333334)","(3.2, 3.55, 3.4763157894736842)","(15.0, 22.0, 20.08)","(6.5, 11.5, 11.411764705882353)","(13.0, 40.0, 36.4)","(31.0, 150.0, 114.44444444444444)"
07-12-2022 20:29:47.425087,"(1.6, 1.82, 1.8157142857142858)","(51.0, 260.0, 168.33333333333334)","(3.2, 3.6, 3.5)","(15.0, 22.0, 20.08)","(6.5, 12.0, 11.411764705882353)","(13.0, 40.0, 36.4)","(31.0, 150.0, 114.44444444444444)"
07-12-2022 20:29:48.364620,"(1.6, 1.82, 1.8127272727272727)","(51.0, 260.0, 168.33333333333334)","(3.2, 3.6, 3.544736842105263)","(15.0, 22.0, 20.08)","(6.5, 12.0, 11.545454545454545)","(13.0, 40.0, 40.4)","(31.0, 150.0, 116.66666666666667)"
07-12-2022 20:29:49.350022,"(1.6, 1.83, 1.8101538461538462)","(51.0, 280.0, 166.25)","(3.2, 3.6, 3.4894736842105263)","(15.0, 22.0, 20.125)","(6.5, 12.0, 11.631578947368421)","(13.0, 50.0, 40.0)","(31.0, 150.0, 116.66666666666667)"
07-12-2022 20:29:50.378148,"(1.6, 1.83, 1.8235714285714286)","(51.0, 280.0, 193.33333333333334)","(3.2, 3.6, 3.5125)","(15.0, 22.0, 20.125)","(6.5, 12.0, 11.631578947368421)","(13.0, 48.0, 40.0)","(31.0, 150.0, 130.0)"
07-12-2022 20:29:51.480631,"(1.6, 1.83, 1.82)","(51.0, 280.0, 193.33333333333334)","(3.2, 3.6, 3.508695652173913)","(15.0, 22.0, 20.125)","(6.5, 12.0, 11.631578947368421)","(13.0, 48.0, 37.0)","(31.0, 150.0, 130.0)"
07-12-2022 20:29:52.539132,"(1.6, 1.84, 1.8187272727272727)","(51.0, 280.0, 193.33333333333334)","(3.2, 3.6, 3.508695652173913)","(15.0, 22.0, 20.125)","(6.5, 12.0, 11.631578947368421)","(13.0, 42.0, 38.0)","(31.0, 150.0, 130.0)"
07-12-2022 20:29:53.505961,"(1.6, 1.84, 1.8187272727272727)","(51.0, 280.0, 193.33333333333334)","(3.2, 3.6, 3.508695652173913)","(15.0, 22.0, 20.125)","(6.5, 12.0, 11.631578947368421)","(13.0, 42.0, 38.0)","(31.0, 150.0, 130.0)"
07-12-2022 20:29:54.490988,"(1.6, 1.84, 1.8264516129032258)","(51.0, 280.0, 193.33333333333334)","(3.2, 3.55, 3.5142857142857142)","(15.0, 22.0, 20.125)","(6.5, 12.0, 11.631578947368421)","(13.0, 42.0, 38.0)","(31.0, 150.0, 130.0)"
07-12-2022 20:29:55.535603,"(1.6, 1.8, 1.7822784810126582)","(51.0, 280.0, 193.33333333333334)","(3.2, 3.65, 3.5994252873563215)","(15.0, 22.0, 20.821428571428573)","(6.5, 12.0, 11.583333333333334)","(13.0, 42.0, 38.0)","(31.0, 150.0, 130.0)"
07-12-2022 20:29:56.481520,"(1.6, 1.79, 1.7810000000000001)","(51.0, 280.0, 193.33333333333334)","(3.2, 3.65, 3.5994252873563215)","(15.0, 22.0, 20.821428571428573)","(6.5, 12.0, 11.583333333333334)","(13.0, 42.0, 38.0)","(31.0, 150.0, 130.0)"
07-12-2022 20:29:57.529414,"(1.6, 1.79, 1.7810000000000001)","(51.0, 280.0, 193.33333333333334)","(3.2, 3.65, 3.6021739130434782)","(15.0, 22.0, 20.821428571428573)","(6.5, 12.0, 11.655172413793103)","(13.0, 42.0, 38.72727272727273)","(31.0, 150.0, 130.0)"
07-12-2022 20:29:58.514350,"(1.6, 1.79, 1.781111111111111)","(51.0, 280.0, 193.33333333333334)","(3.2, 3.65, 3.6021739130434782)","(15.0, 22.0, 20.821428571428573)","(6.5, 12.0, 11.678571428571429)","(13.0, 42.0, 39.142857142857146)","(31.0, 150.0, 130.0)"
07-12-2022 20:29:59.560387,"(1.6, 1.8, 1.783720930232558)","(51.0, 280.0, 193.33333333333334)","(3.2, 3.65, 3.6018072289156624)","(15.0, 22.0, 20.428571428571427)","(6.5, 12.0, 11.666666666666666)","(13.0, 42.0, 39.142857142857146)","(31.0, 150.0, 130.0)"
07-12-2022 20:30:00.638794,"(1.6, 1.8, 1.783720930232558)","(51.0, 280.0, 193.33333333333334)","(3.2, 3.65, 3.6018072289156624)","(15.0, 22.0, 20.428571428571427)","(6.5, 12.0, 11.653846153846153)","(13.0, 42.0, 35.333333333333336)","(31.0, 150.0, 130.0)"
07-12-2022 20:30:01.705950,"(1.65, 1.81, 1.7983333333333333)","(51.0, 280.0, 193.33333333333334)","(3.1, 3.65, 3.568181818181818)","(16.0, 22.0, 19.818181818181817)","(6.5, 12.0, 11.548387096774194)","(13.0, 42.0, 35.333333333333336)","(31.0, 150.0, 143.33333333333334)"
07-12-2022 20:30:02.848377,"(1.65, 1.81, 1.7983333333333333)","(51.0, 280.0, 242.85714285714286)","(3.1, 3.65, 3.568181818181818)","(16.0, 22.0, 19.818181818181817)","(6.5, 12.0, 11.485714285714286)","(13.0, 42.0, 36.285714285714285)","(31.0, 150.0, 144.28571428571428)"
07-12-2022 20:30:03.961020,"(1.65, 1.81, 1.8004)","(51.0, 280.0, 247.5)","(3.1, 3.65, 3.568181818181818)","(16.0, 22.0, 19.818181818181817)","(6.5, 12.0, 11.485714285714286)","(13.0, 42.0, 38.92307692307692)","(31.0, 150.0, 135.0)"
07-12-2022 20:30:05.046045,"(1.65, 1.81, 1.8004)","(51.0, 280.0, 247.5)","(3.1, 3.65, 3.568181818181818)","(16.0, 22.0, 19.818181818181817)","(6.5, 12.0, 11.485714285714286)","(13.0, 42.0, 38.92307692307692)","(31.0, 150.0, 135.0)"
07-12-2022 20:30:06.065549,"(1.65, 1.81, 1.8004)","(51.0, 280.0, 247.5)","(3.1, 3.65, 3.568181818181818)","(16.0, 22.0, 19.818181818181817)","(6.5, 12.0, 11.485714285714286)","(13.0, 42.0, 38.266666666666666)","(31.0, 150.0, 135.0)"
