,Seaton Key,Big Ram,Showtime Holly,Pistols At Dawn,Eyes On Meg,Hidden Fury,Calibration
07-12-2022 20:21:25.646981,"(1.6, 2.14, 1.868)","(51.0, 440.0, 266.6666666666667)","(3.2, 4.4, 3.64)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:26.668726,"(1.6, 2.14, 1.868)","(51.0, 440.0, 266.6666666666667)","(3.2, 4.3, 3.64)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:27.785001,"(1.6, 2.14, 1.868)","(51.0, 440.0, 266.6666666666667)","(3.2, 4.3, 3.64)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:28.839963,"(1.6, 2.14, 1.868)","(51.0, 440.0, 266.6666666666667)","(3.2, 4.3, 3.353846153846154)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:29.998660,"(1.6, 2.14, 1.868)","(51.0, 440.0, 266.6666666666667)","(3.2, 4.2, 3.353846153846154)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:31.157705,"(1.6, 2.14, 1.868)","(51.0, 440.0, 266.6666666666667)","(3.2, 4.2, 3.353846153846154)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:32.402211,"(1.6, 2.26, 1.8306666666666667)","(51.0, 440.0, 266.6666666666667)","(3.2, 4.2, 3.353846153846154)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:33.577502,"(1.6, 2.22, 1.8373333333333335)","(51.0, 440.0, 266.6666666666667)","(3.2, 4.2, 3.353846153846154)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:34.721079,"(1.6, 2.22, 1.8373333333333335)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.2, 3.353846153846154)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:35.858419,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.2, 3.353846153846154)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:36.924679,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.2, 3.353846153846154)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:38.069415,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.2, 3.353846153846154)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:39.202546,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.2, 3.3230769230769233)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:40.442365,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.0, 3.3230769230769233)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:41.610403,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.0, 3.3230769230769233)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:42.801057,"(1.6, 2.24, 1.9286206896551725)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.0, 3.3230769230769233)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:44.049874,"(1.6, 2.24, 1.9286206896551725)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.0, 3.3230769230769233)","(14.0, 34.0, 17.75)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:45.176731,"(1.6, 2.24, 1.9286206896551725)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.0, 3.3230769230769233)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:46.408014,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.0, 3.3230769230769233)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:47.539916,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.0, 3.3230769230769233)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:48.764973,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.0, 3.6333333333333333)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:49.924168,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.0, 3.6333333333333333)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:51.099354,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 4.0, 3.6566666666666667)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:52.249410,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:53.373679,"(1.6, 2.24, 1.9286206896551725)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:54.630262,"(1.6, 2.24, 1.9663636363636365)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:55.815415,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:57.073141,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 97.21428571428571)"
07-12-2022 20:21:58.306726,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 220.0, 158.28571428571428)"
07-12-2022 20:21:59.462661,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 210.0, 158.28571428571428)"
07-12-2022 20:22:00.614076,"(1.6, 2.22, 1.9590909090909092)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 210.0, 158.28571428571428)"
07-12-2022 20:22:01.799031,"(1.6, 2.26, 1.91)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 210.0, 158.28571428571428)"
07-12-2022 20:22:03.148293,"(1.6, 2.24, 1.9286206896551725)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 210.0, 158.28571428571428)"
07-12-2022 20:22:04.707507,"(1.6, 2.24, 1.9466666666666668)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:06.318214,"(1.6, 2.22, 1.8466666666666667)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:07.975832,"(1.6, 2.22, 1.8466666666666667)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:09.350905,"(1.6, 2.22, 1.908888888888889)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:10.549720,"(1.6, 2.22, 1.908888888888889)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:11.957950,"(1.6, 2.28, 1.93)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:13.200074,"(1.6, 2.26, 1.93)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.62)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:14.505762,"(1.6, 2.24, 1.9133333333333333)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:15.696352,"(1.6, 2.24, 1.9211111111111112)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:16.928798,"(1.6, 2.24, 1.9211111111111112)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.0)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:18.064309,"(1.6, 2.24, 1.9211111111111112)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 19.454545454545453)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 30.35)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:19.228418,"(1.6, 2.24, 1.9211111111111112)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 20.666666666666668)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 30.35)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:20.363753,"(1.6, 2.24, 1.9211111111111112)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:21.501607,"(1.6, 2.24, 1.9211111111111112)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:22.908433,"(1.6, 2.24, 1.9211111111111112)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:25.273441,"(1.6, 2.22, 1.9166666666666667)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:26.534167,"(1.6, 2.22, 1.908888888888889)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:27.700506,"(1.6, 2.22, 1.908888888888889)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:29.000424,"(1.6, 2.22, 1.908888888888889)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:30.296839,"(1.6, 2.22, 1.908888888888889)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:31.652272,"(1.6, 2.22, 1.908888888888889)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:32.866505,"(1.6, 2.22, 1.908888888888889)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:34.107930,"(1.6, 2.24, 1.925)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:35.259519,"(1.6, 2.24, 1.9325)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:36.313453,"(1.6, 2.22, 1.9166666666666667)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:37.406391,"(1.6, 2.22, 1.9166666666666667)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3071428571428574)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 173.8)"
07-12-2022 20:22:38.691293,"(1.6, 2.22, 1.87)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.5375)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 210.0, 157.8)"
07-12-2022 20:22:39.873094,"(1.6, 2.22, 1.856)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.5375)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 190.0, 157.8)"
07-12-2022 20:22:41.097127,"(1.6, 2.22, 1.856)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.4785714285714286)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 190.0, 109.47058823529412)"
07-12-2022 20:22:42.267412,"(1.6, 2.26, 1.8448275862068966)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.95, 3.3000000000000003)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:22:43.472331,"(1.6, 2.24, 1.8615384615384616)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.9, 3.3000000000000003)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.25)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:22:44.692419,"(1.6, 2.22, 1.856)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.9, 3.3000000000000003)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 8.581818181818182)","(13.0, 32.0, 30.35)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:22:45.906966,"(1.6, 2.22, 1.856)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.9, 3.3000000000000003)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:22:47.168353,"(1.6, 2.22, 1.856)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.9, 3.3000000000000003)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:22:48.339815,"(1.6, 2.02, 1.8571428571428572)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.9, 3.3000000000000003)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:22:49.470495,"(1.6, 2.02, 1.8571428571428572)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.9, 3.3000000000000003)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.733333333333334)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:22:50.601198,"(1.6, 2.02, 1.8571428571428572)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.9, 3.3000000000000003)","(14.0, 34.0, 17.11111111111111)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:22:51.844452,"(1.6, 2.26, 1.8448275862068966)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.9, 3.3)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:22:53.076846,"(1.6, 2.22, 1.856)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.9, 3.4)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:22:54.252452,"(1.6, 2.22, 1.856)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 34.0, 20.666666666666668)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:22:55.381987,"(1.6, 2.22, 1.856)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:22:56.500363,"(1.6, 2.22, 1.856)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:22:57.604772,"(1.6, 2.22, 1.856)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:22:58.772596,"(1.6, 2.28, 1.8455172413793104)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:00.003904,"(1.6, 2.28, 1.8455172413793104)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.715)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:01.193966,"(1.6, 2.26, 1.863076923076923)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.715)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:02.404001,"(1.6, 2.24, 1.8573333333333335)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:03.845174,"(1.6, 2.24, 1.8573333333333335)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:05.027508,"(1.6, 2.24, 1.8573333333333335)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7)","(14.0, 34.0, 20.666666666666668)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:06.348598,"(1.6, 2.24, 1.8573333333333335)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7)","(14.0, 34.0, 16.22222222222222)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:07.483180,"(1.6, 2.22, 1.8529411764705883)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:08.717648,"(1.6, 2.22, 1.9286666666666668)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:10.046562,"(1.6, 2.2, 1.9213333333333333)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 8.466666666666667)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:11.302748,"(1.6, 2.2, 1.9213333333333333)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 8.466666666666667)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:12.520104,"(1.6, 2.2, 1.9213333333333333)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 8.466666666666667)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:13.766878,"(1.6, 2.0, 1.8575)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 8.466666666666667)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:14.901434,"(1.6, 2.0, 1.865)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 8.466666666666667)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:16.074031,"(1.6, 2.0, 1.8542857142857143)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 8.466666666666667)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
07-12-2022 20:23:17.285850,"(1.6, 2.0, 1.8542857142857143)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 8.466666666666667)","(13.0, 32.0, 24.5)","(31.0, 200.0, 109.47058823529412)"
