,Lions Tooth,Taspinaro,Coronation Veronic,Saxon Mist,Labby Rock,Techno Awards,Another Prediction,Baheera,Punk Princess
07-12-2022 20:38:30.935015,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.666666666666668)","(6.5, 10.5, 10.242857142857142)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.525)","(61.0, 110.0, 105.71428571428571)","(51.0, 80.0, 77.91666666666667)","(4.8, 6.6, 6.326086956521739)","(5.0, 5.6, 5.48)"
07-12-2022 20:38:32.411822,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.666666666666668)","(6.5, 10.5, 10.288235294117648)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.525)","(61.0, 110.0, 105.71428571428571)","(51.0, 80.0, 77.91666666666667)","(4.8, 6.6, 6.326086956521739)","(5.0, 5.6, 5.4714285714285715)"
07-12-2022 20:38:33.884205,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.666666666666668)","(6.5, 10.5, 10.3)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.525)","(61.0, 110.0, 105.71428571428571)","(51.0, 80.0, 77.91666666666667)","(4.8, 6.6, 6.326086956521739)","(5.0, 5.6, 5.4714285714285715)"
07-12-2022 20:38:35.300891,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.666666666666668)","(6.5, 10.5, 10.288235294117648)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.530526315789473)","(61.0, 110.0, 105.71428571428571)","(51.0, 80.0, 77.91666666666667)","(4.8, 6.6, 6.403125)","(5.0, 5.6, 5.4714285714285715)"
07-12-2022 20:38:36.603376,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.666666666666668)","(6.5, 10.5, 10.288235294117648)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.530526315789473)","(61.0, 110.0, 105.71428571428571)","(51.0, 80.0, 77.91666666666667)","(4.8, 6.6, 6.24)","(5.0, 5.6, 5.4714285714285715)"
07-12-2022 20:38:38.051340,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.666666666666668)","(6.5, 10.5, 10.242857142857142)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.530526315789473)","(61.0, 110.0, 105.71428571428571)","(51.0, 80.0, 77.91666666666667)","(4.8, 6.6, 6.24)","(5.0, 5.6, 5.4714285714285715)"
07-12-2022 20:38:39.500623,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.666666666666668)","(6.5, 10.5, 10.242857142857142)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.530526315789473)","(61.0, 110.0, 108.88888888888889)","(51.0, 80.0, 77.91666666666667)","(4.8, 6.6, 6.24)","(5.0, 5.6, 5.4714285714285715)"
07-12-2022 20:38:40.959862,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.666666666666668)","(6.5, 10.5, 10.242857142857142)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.530526315789473)","(61.0, 120.0, 114.23076923076923)","(51.0, 80.0, 77.91666666666667)","(4.8, 6.6, 6.24)","(5.0, 5.6, 5.4714285714285715)"
07-12-2022 20:38:43.272117,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.666666666666668)","(6.5, 10.5, 10.242857142857142)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.530526315789473)","(61.0, 120.0, 114.23076923076923)","(51.0, 80.0, 77.91666666666667)","(4.8, 6.6, 6.24)","(5.0, 5.6, 5.4714285714285715)"
07-12-2022 20:38:44.966740,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.266666666666666)","(6.5, 10.5, 10.242857142857142)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.530526315789473)","(61.0, 120.0, 114.23076923076923)","(51.0, 80.0, 77.91666666666667)","(4.8, 6.6, 6.24)","(5.0, 5.6, 5.4714285714285715)"
07-12-2022 20:38:46.604120,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.0, 17.694444444444443)","(6.5, 10.5, 10.242857142857142)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.530526315789473)","(61.0, 120.0, 114.23076923076923)","(51.0, 80.0, 77.91666666666667)","(4.8, 6.6, 6.24)","(5.0, 5.6, 5.4714285714285715)"
07-12-2022 20:38:48.237755,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.0, 17.64516129032258)","(6.5, 10.5, 10.242857142857142)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.530526315789473)","(61.0, 120.0, 114.23076923076923)","(51.0, 80.0, 77.91666666666667)","(4.8, 6.6, 6.24)","(5.0, 5.6, 5.4714285714285715)"
07-12-2022 20:38:50.226093,"(4.2, 5.0, 4.881081081081081)","(16.0, 18.0, 17.576923076923077)","(6.5, 10.5, 10.242857142857142)","(5.0, 7.0, 6.733333333333333)","(6.5, 8.6, 8.509090909090908)","(61.0, 120.0, 114.23076923076923)","(51.0, 80.0, 77.91666666666667)","(4.8, 6.6, 6.3)","(5.0, 5.6, 5.4714285714285715)"
07-12-2022 20:38:51.625832,"(4.2, 5.0, 4.881081081081081)","(16.0, 18.0, 17.235294117647058)","(6.5, 10.5, 10.18888888888889)","(5.0, 7.0, 6.92)","(6.5, 8.6, 8.512621359223301)","(61.0, 120.0, 114.23076923076923)","(51.0, 80.0, 77.91666666666667)","(4.8, 6.6, 6.3)","(5.0, 5.6, 5.230769230769231)"
07-12-2022 20:38:53.108888,"(4.2, 5.0, 4.881081081081081)","(16.0, 18.0, 17.235294117647058)","(6.5, 10.5, 10.18888888888889)","(5.0, 7.0, 6.925)","(6.5, 8.6, 8.253846153846153)","(61.0, 120.0, 109.28571428571429)","(51.0, 80.0, 76.875)","(4.8, 6.6, 6.3)","(5.0, 5.3, 5.206666666666666)"
07-12-2022 20:38:54.531541,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.0, 17.235294117647058)","(6.5, 10.5, 10.18888888888889)","(5.0, 7.0, 6.925)","(6.5, 8.6, 8.253846153846153)","(61.0, 120.0, 109.28571428571429)","(51.0, 80.0, 76.875)","(4.8, 6.6, 6.3)","(5.0, 5.3, 5.206666666666666)"
07-12-2022 20:38:55.941638,"(4.2, 5.0, 4.945161290322581)","(16.0, 18.0, 17.103448275862068)","(6.5, 10.5, 10.18888888888889)","(5.0, 7.0, 6.9)","(6.5, 8.6, 8.275)","(61.0, 120.0, 109.28571428571429)","(51.0, 80.0, 76.875)","(4.8, 6.6, 6.3)","(5.0, 5.3, 5.3500000000000005)"
07-12-2022 20:38:57.372501,"(4.2, 5.1, 4.958823529411765)","(16.0, 18.0, 19.4)","(6.5, 10.5, 10.18888888888889)","(5.0, 7.0, 6.9)","(6.5, 8.6, 8.275)","(61.0, 120.0, 101.25)","(51.0, 80.0, 76.875)","(4.8, 6.6, 6.3)","(5.0, 5.4, 5.3500000000000005)"
07-12-2022 20:38:58.738176,"(4.2, 5.1, 4.958823529411765)","(16.0, 20.0, 19.642857142857142)","(6.5, 10.5, 10.18888888888889)","(5.0, 7.0, 6.9)","(6.5, 8.6, 8.275)","(61.0, 120.0, 102.5)","(51.0, 80.0, 76.875)","(4.8, 6.6, 6.3)","(5.0, 5.4, 5.3500000000000005)"
07-12-2022 20:39:00.110699,"(4.2, 5.1, 4.954285714285714)","(16.0, 20.0, 19.642857142857142)","(6.5, 10.5, 10.18888888888889)","(5.0, 7.0, 6.835)","(6.5, 8.6, 8.275)","(61.0, 110.0, 106.66666666666667)","(51.0, 80.0, 76.875)","(4.8, 6.6, 6.3)","(5.0, 5.4, 5.3500000000000005)"
07-12-2022 20:39:01.482622,"(4.2, 5.1, 4.954285714285714)","(16.0, 20.0, 19.642857142857142)","(6.5, 10.5, 10.18888888888889)","(5.0, 7.0, 6.835)","(6.5, 8.6, 8.275)","(61.0, 120.0, 106.66666666666667)","(51.0, 80.0, 76.875)","(4.8, 6.6, 6.3)","(5.0, 5.4, 5.3500000000000005)"
07-12-2022 20:39:03.201307,"(4.2, 5.1, 4.96875)","(16.0, 20.0, 19.414893617021278)","(6.5, 10.5, 10.18888888888889)","(5.0, 7.0, 6.929411764705883)","(6.5, 8.6, 8.275)","(61.0, 120.0, 100.0)","(51.0, 80.0, 87.5)","(4.8, 6.6, 6.3)","(5.0, 5.4, 5.3500000000000005)"
07-12-2022 20:39:04.598479,"(4.2, 5.1, 4.96875)","(16.0, 19.5, 19.414893617021278)","(6.5, 10.5, 10.18888888888889)","(5.0, 7.0, 6.929411764705883)","(6.5, 8.6, 8.275)","(61.0, 120.0, 100.0)","(51.0, 95.0, 91.25)","(4.8, 6.6, 6.3)","(5.0, 5.4, 5.3500000000000005)"
07-12-2022 20:39:06.143281,"(4.2, 5.1, 4.867924528301887)","(16.0, 19.5, 19.083333333333332)","(6.5, 10.5, 10.18888888888889)","(5.0, 7.0, 6.9609756097560975)","(6.5, 8.6, 8.45142857142857)","(61.0, 120.0, 100.0)","(51.0, 95.0, 83.33333333333333)","(4.8, 6.6, 6.3)","(5.0, 5.4, 5.3500000000000005)"
07-12-2022 20:39:07.475804,"(4.2, 5.0, 4.867924528301887)","(16.0, 19.5, 19.083333333333332)","(6.5, 10.5, 10.18888888888889)","(5.0, 7.0, 6.914893617021277)","(6.5, 8.6, 8.45142857142857)","(61.0, 120.0, 100.0)","(51.0, 90.0, 83.33333333333333)","(4.8, 6.6, 6.3)","(5.0, 5.4, 5.3500000000000005)"
07-12-2022 20:39:08.775929,"(4.2, 5.0, 4.867924528301887)","(16.0, 19.5, 19.282608695652172)","(6.5, 10.5, 10.4)","(5.0, 7.2, 7.072340425531915)","(6.5, 8.6, 8.45142857142857)","(61.0, 120.0, 100.0)","(51.0, 90.0, 75.0)","(4.8, 6.6, 6.3)","(5.0, 5.4, 5.3500000000000005)"
07-12-2022 20:39:10.323885,"(4.2, 5.0, 4.867924528301887)","(16.0, 19.5, 19.33695652173913)","(6.5, 11.0, 10.372727272727273)","(5.0, 7.2, 7.128571428571429)","(6.5, 8.6, 8.45142857142857)","(61.0, 120.0, 108.75)","(51.0, 85.0, 67.85714285714286)","(4.8, 6.6, 6.3)","(5.0, 5.4, 5.453846153846154)"
07-12-2022 20:39:11.761119,"(4.2, 5.0, 4.867924528301887)","(16.0, 19.5, 19.295454545454547)","(6.5, 10.5, 10.372727272727273)","(5.0, 7.2, 7.0625)","(6.5, 8.6, 8.45142857142857)","(61.0, 120.0, 108.75)","(51.0, 75.0, 64.28571428571429)","(4.8, 6.6, 6.3)","(5.0, 5.5, 5.4)"
07-12-2022 20:39:12.968782,"(4.2, 5.0, 4.867924528301887)","(16.0, 19.5, 19.295454545454547)","(6.5, 10.5, 10.372727272727273)","(5.0, 7.2, 7.0625)","(6.5, 8.6, 8.45142857142857)","(61.0, 120.0, 108.75)","(51.0, 70.0, 59.09090909090909)","(4.8, 6.6, 6.3)","(5.0, 5.5, 5.4)"
07-12-2022 20:39:14.184774,"(4.2, 5.0, 4.867924528301887)","(16.0, 19.5, 19.153846153846153)","(6.5, 11.0, 10.372727272727273)","(5.0, 7.2, 7.0625)","(6.5, 8.6, 8.45142857142857)","(61.0, 120.0, 108.75)","(51.0, 70.0, 59.09090909090909)","(4.8, 6.6, 6.3)","(5.0, 5.5, 5.409090909090909)"
07-12-2022 20:39:15.381187,"(4.2, 5.0, 4.867924528301887)","(16.0, 19.5, 19.153846153846153)","(6.5, 10.5, 10.372727272727273)","(5.0, 7.2, 7.1414634146341465)","(6.5, 8.6, 8.45142857142857)","(61.0, 120.0, 108.75)","(51.0, 70.0, 59.09090909090909)","(4.8, 6.6, 6.3)","(5.0, 5.5, 5.409090909090909)"
07-12-2022 20:39:16.649258,"(4.2, 5.0, 4.9125)","(16.0, 19.5, 19.153846153846153)","(6.5, 10.5, 10.372727272727273)","(5.0, 7.2, 7.1414634146341465)","(6.5, 8.6, 8.45142857142857)","(61.0, 120.0, 108.75)","(51.0, 70.0, 59.09090909090909)","(4.8, 6.6, 6.3)","(5.0, 5.5, 5.409090909090909)"
07-12-2022 20:39:17.869444,"(4.2, 5.0, 4.9125)","(16.0, 19.5, 19.153846153846153)","(6.5, 10.5, 10.372727272727273)","(5.0, 7.2, 7.1414634146341465)","(6.5, 8.6, 8.45142857142857)","(61.0, 120.0, 108.75)","(51.0, 70.0, 59.09090909090909)","(4.8, 6.6, 6.3)","(5.0, 5.5, 5.409090909090909)"
07-12-2022 20:39:19.065214,"(4.2, 5.0, 4.9125)","(16.0, 19.5, 19.153846153846153)","(6.5, 10.5, 10.372727272727273)","(5.0, 7.2, 7.1414634146341465)","(6.5, 8.6, 8.45142857142857)","(61.0, 120.0, 108.75)","(51.0, 70.0, 59.09090909090909)","(4.8, 6.6, 6.3)","(5.0, 5.5, 5.409090909090909)"
07-12-2022 20:39:20.320157,"(4.2, 5.0, 4.9125)","(16.0, 19.5, 19.153846153846153)","(6.5, 10.5, 10.475)","(5.0, 7.2, 7.1414634146341465)","(6.5, 8.6, 8.45142857142857)","(61.0, 120.0, 108.75)","(51.0, 70.0, 59.09090909090909)","(4.8, 6.6, 6.3)","(5.0, 5.5, 5.409090909090909)"
07-12-2022 20:39:21.605571,"(4.2, 5.0, 4.9125)","(16.0, 19.5, 19.153846153846153)","(6.5, 11.0, 10.475)","(5.0, 7.2, 7.1414634146341465)","(6.5, 8.6, 8.45142857142857)","(61.0, 120.0, 108.75)","(51.0, 70.0, 59.09090909090909)","(4.8, 6.6, 6.3)","(5.0, 5.5, 5.409090909090909)"
07-12-2022 20:39:23.554219,"(4.2, 5.0, 4.9125)","(16.0, 19.5, 19.153846153846153)","(6.5, 11.0, 10.33529411764706)","(5.0, 7.2, 7.1414634146341465)","(6.5, 8.6, 8.505263157894737)","(61.0, 120.0, 108.75)","(51.0, 70.0, 59.09090909090909)","(4.8, 6.6, 6.3999999999999995)","(5.0, 5.5, 5.409090909090909)"
07-12-2022 20:39:25.161172,"(4.2, 5.0, 4.9125)","(16.0, 19.5, 19.153846153846153)","(6.5, 10.5, 10.33529411764706)","(5.0, 7.2, 7.1414634146341465)","(6.5, 8.6, 8.505263157894737)","(61.0, 120.0, 108.75)","(51.0, 70.0, 59.09090909090909)","(4.8, 6.6, 6.445714285714286)","(5.0, 5.5, 5.366666666666666)"
07-12-2022 20:39:26.625090,"(4.2, 5.0, 4.9125)","(16.0, 19.5, 19.153846153846153)","(6.5, 10.5, 10.4)","(5.0, 7.2, 7.1466666666666665)","(6.5, 8.6, 8.505263157894737)","(61.0, 120.0, 108.75)","(51.0, 70.0, 62.5)","(4.8, 6.6, 6.346666666666667)","(5.0, 5.5, 5.359999999999999)"
07-12-2022 20:39:28.275059,"(4.2, 5.0, 4.9125)","(16.0, 19.5, 19.153846153846153)","(6.5, 10.5, 10.372727272727273)","(5.0, 7.2, 7.1)","(6.5, 8.6, 8.505263157894737)","(61.0, 120.0, 108.75)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.346666666666667)","(5.0, 5.5, 5.359999999999999)"
07-12-2022 20:39:29.841186,"(4.2, 5.0, 4.9125)","(16.0, 19.5, 19.153846153846153)","(6.5, 10.5, 10.372727272727273)","(5.0, 7.2, 7.1)","(6.5, 8.6, 8.505263157894737)","(61.0, 120.0, 108.75)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.346666666666667)","(5.0, 5.5, 5.359999999999999)"
07-12-2022 20:39:31.213291,"(4.2, 5.0, 4.928571428571429)","(16.0, 19.5, 19.53846153846154)","(6.5, 10.5, 10.372727272727273)","(5.0, 7.2, 7.08)","(6.5, 8.6, 8.505263157894737)","(61.0, 120.0, 108.75)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.346666666666667)","(5.0, 5.5, 5.222727272727273)"
07-12-2022 20:39:32.674193,"(4.2, 5.0, 4.928571428571429)","(16.0, 20.0, 19.176470588235293)","(6.5, 10.5, 10.475)","(5.0, 7.2, 7.08)","(6.5, 8.6, 8.505263157894737)","(61.0, 120.0, 108.75)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.346666666666667)","(5.0, 5.4, 5.16)"
07-12-2022 20:39:34.257806,"(4.2, 5.0, 4.928571428571429)","(16.0, 20.0, 19.176470588235293)","(6.5, 11.0, 10.34)","(5.0, 7.2, 7.129411764705883)","(6.5, 8.6, 8.505263157894737)","(61.0, 120.0, 108.75)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.346666666666667)","(5.0, 5.4, 5.16)"
07-12-2022 20:39:35.492709,"(4.2, 5.0, 4.928571428571429)","(16.0, 20.0, 19.666666666666668)","(6.5, 11.0, 10.63076923076923)","(5.0, 7.2, 7.266666666666667)","(6.5, 8.6, 8.476190476190476)","(61.0, 120.0, 108.75)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.346666666666667)","(5.0, 5.4, 5.147058823529411)"
07-12-2022 20:39:36.848443,"(4.2, 5.0, 4.928571428571429)","(16.0, 19.5, 18.666666666666668)","(6.5, 11.0, 10.666666666666666)","(5.0, 7.4, 7.266666666666667)","(6.5, 8.6, 8.476190476190476)","(61.0, 120.0, 108.75)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.346666666666667)","(5.0, 5.3, 5.147058823529411)"
07-12-2022 20:39:38.220654,"(4.2, 5.0, 4.928571428571429)","(16.0, 19.5, 18.6)","(6.5, 11.0, 10.406666666666666)","(5.0, 7.4, 7.45)","(6.5, 8.6, 8.476190476190476)","(61.0, 120.0, 105.0)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.346666666666667)","(5.0, 5.3, 5.1499999999999995)"
07-12-2022 20:39:39.639652,"(4.2, 5.0, 4.95)","(16.0, 19.5, 18.6)","(6.5, 10.5, 10.406666666666666)","(5.0, 7.8, 7.5200000000000005)","(6.5, 8.6, 8.476190476190476)","(61.0, 120.0, 105.0)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.346666666666667)","(5.0, 5.3, 5.1499999999999995)"
07-12-2022 20:39:41.003419,"(4.2, 5.0, 4.95)","(16.0, 19.5, 18.6)","(6.5, 10.5, 10.406666666666666)","(5.0, 8.6, 7.6000000000000005)","(6.5, 8.6, 8.476190476190476)","(61.0, 120.0, 105.0)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.346666666666667)","(5.0, 5.3, 5.1499999999999995)"
07-12-2022 20:39:42.387158,"(4.2, 5.0, 4.928571428571429)","(16.0, 19.5, 18.6)","(6.5, 10.5, 10.406666666666666)","(5.0, 8.4, 7.6)","(6.5, 8.6, 8.476190476190476)","(61.0, 120.0, 105.0)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.346666666666667)","(5.0, 5.3, 5.1499999999999995)"
07-12-2022 20:39:43.749935,"(4.2, 5.0, 4.928571428571429)","(16.0, 19.5, 18.75)","(6.5, 10.5, 10.406666666666666)","(5.0, 8.2, 7.6)","(6.5, 8.6, 8.476190476190476)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.338461538461539)","(5.0, 5.3, 5.1625)"
07-12-2022 20:39:45.073547,"(4.2, 5.0, 4.928571428571429)","(16.0, 19.5, 18.75)","(6.5, 10.5, 10.621052631578948)","(5.0, 8.2, 7.5200000000000005)","(6.5, 8.6, 8.476190476190476)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.338461538461539)","(5.0, 5.3, 5.033333333333333)"
07-12-2022 20:39:46.460045,"(4.2, 5.0, 4.928571428571429)","(16.0, 19.5, 18.75)","(6.5, 11.0, 10.406666666666666)","(5.0, 8.0, 7.5600000000000005)","(6.5, 8.6, 8.476190476190476)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.338461538461539)","(5.0, 5.1, 4.983333333333333)"
07-12-2022 20:39:47.796942,"(4.2, 5.0, 4.95)","(16.0, 19.5, 18.75)","(6.5, 10.5, 10.406666666666666)","(5.0, 8.2, 7.5600000000000005)","(6.5, 8.6, 8.352380952380951)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.338461538461539)","(5.0, 5.1, 4.990909090909091)"
07-12-2022 20:39:49.173799,"(4.2, 5.1, 4.958823529411765)","(16.0, 19.5, 18.75)","(6.5, 10.5, 10.621052631578948)","(5.0, 8.2, 7.488888888888889)","(6.5, 8.6, 8.326315789473684)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.338461538461539)","(5.0, 5.1, 5.0)"
07-12-2022 20:39:50.518418,"(4.2, 5.1, 4.958823529411765)","(16.0, 19.5, 18.75)","(6.5, 11.0, 10.621052631578948)","(5.0, 8.2, 7.488888888888889)","(6.5, 8.6, 8.326315789473684)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.4, 6.425806451612903)","(5.0, 5.1, 5.0)"
07-12-2022 20:39:51.896034,"(4.2, 5.1, 4.954285714285714)","(16.0, 19.5, 18.75)","(6.5, 11.0, 10.406666666666666)","(5.0, 8.2, 7.488888888888889)","(6.5, 8.6, 8.326315789473684)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.6, 6.425806451612903)","(5.0, 5.1, 5.0)"
07-12-2022 20:39:53.198473,"(4.2, 5.1, 4.954285714285714)","(16.0, 19.5, 18.75)","(6.5, 10.5, 10.406666666666666)","(5.0, 8.2, 7.488888888888889)","(6.5, 8.6, 8.326315789473684)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.6, 6.425806451612903)","(5.0, 5.1, 5.011111111111111)"
07-12-2022 20:39:54.558184,"(4.2, 5.1, 4.954285714285714)","(16.0, 19.5, 18.75)","(6.5, 10.5, 10.406666666666666)","(5.0, 8.2, 7.488888888888889)","(6.5, 8.6, 8.326315789473684)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.6, 6.425806451612903)","(5.0, 5.1, 5.011111111111111)"
07-12-2022 20:39:55.945227,"(4.2, 5.1, 4.954285714285714)","(16.0, 19.5, 18.75)","(6.5, 10.5, 10.406666666666666)","(5.0, 8.2, 7.488888888888889)","(6.5, 8.6, 8.326315789473684)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.6, 6.425806451612903)","(5.0, 5.1, 5.025)"
07-12-2022 20:39:57.302172,"(4.2, 5.1, 4.954285714285714)","(16.0, 19.5, 22.0)","(6.5, 10.5, 10.406666666666666)","(5.0, 8.2, 7.488888888888889)","(6.5, 8.6, 8.326315789473684)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.6, 6.377142857142857)","(5.0, 5.1, 4.966666666666667)"
07-12-2022 20:39:58.729032,"(4.2, 5.1, 4.954285714285714)","(16.0, 23.0, 21.5)","(6.5, 10.5, 10.406666666666666)","(5.0, 8.2, 7.488888888888889)","(6.5, 8.6, 8.326315789473684)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.6, 6.377142857142857)","(5.0, 5.1, 4.966666666666667)"
07-12-2022 20:40:00.182164,"(4.2, 5.1, 4.954285714285714)","(16.0, 23.0, 19.653846153846153)","(6.5, 10.5, 10.621052631578948)","(5.0, 8.2, 7.628571428571428)","(6.5, 8.6, 8.326315789473684)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.6, 6.377142857142857)","(5.0, 5.1, 4.9941176470588236)"
07-12-2022 20:40:01.509083,"(4.2, 5.1, 4.954285714285714)","(16.0, 21.0, 19.653846153846153)","(6.5, 11.0, 10.621052631578948)","(5.0, 8.2, 7.628571428571428)","(6.5, 8.6, 8.326315789473684)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.6, 6.377142857142857)","(5.0, 5.1, 4.9941176470588236)"
07-12-2022 20:40:02.845863,"(4.2, 5.1, 4.954285714285714)","(15.0, 21.0, 19.666666666666668)","(6.5, 10.5, 10.406666666666666)","(5.0, 8.0, 7.92)","(6.5, 8.6, 8.34)","(61.0, 120.0, 110.0)","(51.0, 65.0, 62.5)","(4.8, 6.6, 6.370588235294117)","(5.0, 5.1, 4.812264150943396)"
07-12-2022 20:40:04.266190,"(4.2, 5.1, 4.954285714285714)","(15.0, 22.0, 18.736842105263158)","(6.5, 10.5, 9.871428571428572)","(5.0, 8.0, 8.585714285714285)","(6.5, 8.6, 8.773684210526316)","(61.0, 120.0, 110.0)","(51.0, 65.0, 64.54545454545455)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.9, 4.806097560975609)"
07-12-2022 20:40:05.702409,"(4.2, 5.0, 4.826086956521739)","(15.0, 20.0, 18.736842105263158)","(6.5, 10.0, 9.871428571428572)","(5.0, 8.6, 8.531818181818181)","(6.5, 8.8, 8.755)","(61.0, 120.0, 110.0)","(51.0, 65.0, 64.44444444444444)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.9, 4.806097560975609)"
07-12-2022 20:40:07.030461,"(4.2, 5.0, 4.840909090909091)","(15.0, 20.0, 18.736842105263158)","(6.5, 10.0, 9.892307692307693)","(5.0, 8.6, 8.418181818181818)","(6.5, 8.8, 8.755)","(61.0, 120.0, 110.0)","(51.0, 65.0, 64.44444444444444)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.9, 4.806097560975609)"
07-12-2022 20:40:08.328765,"(4.2, 5.0, 4.840909090909091)","(15.0, 20.0, 18.736842105263158)","(6.5, 10.0, 9.892307692307693)","(5.0, 8.4, 8.0)","(6.5, 8.8, 8.755)","(61.0, 120.0, 110.0)","(51.0, 65.0, 64.44444444444444)","(4.8, 6.6, 6.359999999999999)","(5.0, 4.9, 4.806097560975609)"
07-12-2022 20:40:09.634311,"(4.2, 5.0, 4.840909090909091)","(15.0, 20.0, 18.736842105263158)","(6.5, 10.0, 9.892307692307693)","(5.0, 8.4, 8.0)","(6.5, 8.8, 8.75)","(61.0, 120.0, 110.0)","(51.0, 65.0, 64.44444444444444)","(4.8, 6.6, 6.359999999999999)","(5.0, 4.9, 4.806024096385542)"
07-12-2022 20:40:11.013988,"(4.2, 5.0, 4.840909090909091)","(15.0, 19.5, 19.166666666666668)","(6.5, 10.0, 9.892307692307693)","(5.0, 8.4, 8.044444444444444)","(6.5, 8.8, 8.749367088607595)","(61.0, 120.0, 110.0)","(51.0, 65.0, 69.0)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.9, 4.806024096385542)"
07-12-2022 20:40:12.364978,"(4.2, 5.0, 4.840909090909091)","(15.0, 19.5, 18.857142857142858)","(6.5, 10.0, 9.892307692307693)","(5.0, 8.4, 8.044444444444444)","(6.5, 8.8, 8.749367088607595)","(61.0, 120.0, 110.0)","(51.0, 70.0, 74.11764705882354)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.9, 4.806024096385542)"
07-12-2022 20:40:13.698842,"(4.2, 5.0, 4.840909090909091)","(15.0, 19.5, 18.857142857142858)","(6.5, 10.0, 9.866666666666667)","(5.0, 8.4, 8.044444444444444)","(6.5, 8.8, 8.75294117647059)","(61.0, 120.0, 98.33333333333333)","(51.0, 80.0, 74.11764705882354)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.9, 4.806097560975609)"
07-12-2022 20:40:15.037351,"(4.2, 5.0, 4.840909090909091)","(15.0, 19.5, 18.5)","(6.5, 10.0, 9.866666666666667)","(5.0, 8.4, 8.044444444444444)","(6.5, 8.8, 8.75294117647059)","(61.0, 100.0, 98.33333333333333)","(51.0, 80.0, 73.33333333333333)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.9, 4.806097560975609)"
