,Writing Unexpected,Insider Trader,Devil Racer,Summer In Siam,Hide Your Heart,Enduring Night,No Impediment,Super Vino,Star Mission,Tip Top Timing,Westgrove
08-01-2023 15:25:15.553177,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.4, 4.271428571428571)","(7.0, 9.0, 8.881481481481481)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.0, 16.5)","(11.0, 16.5, 15.75)","(4.0, 4.9, 4.880000000000001)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 17.166666666666668)"
08-01-2023 15:25:16.715659,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.4, 4.271428571428571)","(7.0, 9.0, 8.881481481481481)","(31.0, 100.0, 57.33333333333333)","(11.0, 17.5, 16.5)","(11.0, 16.5, 15.75)","(4.0, 4.9, 4.8500000000000005)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 17.166666666666668)"
08-01-2023 15:25:17.917695,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.4, 4.271428571428571)","(7.0, 9.0, 8.881481481481481)","(31.0, 100.0, 57.33333333333333)","(11.0, 17.5, 16.5)","(11.0, 16.5, 15.75)","(4.0, 4.9, 4.8500000000000005)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 16.25)"
08-01-2023 15:25:19.089887,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.4, 4.271428571428571)","(7.0, 9.0, 8.881481481481481)","(31.0, 100.0, 57.33333333333333)","(11.0, 17.5, 16.5)","(11.0, 16.5, 15.75)","(4.0, 4.9, 4.8500000000000005)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.0, 16.25)"
08-01-2023 15:25:20.253325,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.4, 4.346153846153846)","(7.0, 9.0, 8.881481481481481)","(31.0, 100.0, 57.33333333333333)","(11.0, 17.5, 16.5)","(11.0, 16.5, 15.75)","(4.0, 4.9, 4.8500000000000005)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.0, 16.25)"
08-01-2023 15:25:21.388926,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.346153846153846)","(7.0, 9.0, 8.881481481481481)","(31.0, 100.0, 57.33333333333333)","(11.0, 17.5, 16.5)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.872727272727273)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.0, 16.25)"
08-01-2023 15:25:22.573278,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.346153846153846)","(7.0, 9.0, 8.881481481481481)","(31.0, 100.0, 57.33333333333333)","(11.0, 17.5, 16.5)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.8500000000000005)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.0, 16.25)"
08-01-2023 15:25:23.791262,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.881481481481481)","(31.0, 100.0, 57.33333333333333)","(11.0, 17.5, 16.5)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.875)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.0, 16.25)"
08-01-2023 15:25:24.965634,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.881481481481481)","(31.0, 100.0, 57.33333333333333)","(11.0, 17.5, 16.5)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.880000000000001)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.0, 16.25)"
08-01-2023 15:25:26.156352,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.9375)","(31.0, 100.0, 57.33333333333333)","(11.0, 17.5, 16.5)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.880000000000001)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.0, 16.25)"
08-01-2023 15:25:27.330607,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.9375)","(31.0, 100.0, 57.33333333333333)","(11.0, 17.5, 16.5)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.825)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.0, 16.25)"
08-01-2023 15:25:28.520810,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.9375)","(31.0, 100.0, 57.33333333333333)","(11.0, 17.5, 17.5)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.87)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.0, 17.045454545454547)"
08-01-2023 15:25:29.686006,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.9375)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 17.5)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.87)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.0, 18.5)"
08-01-2023 15:25:30.815602,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.9375)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 17.5)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.87)","(7.5, 9.4, 8.926315789473685)","(14.0, 19.5, 17.875)"
08-01-2023 15:25:32.019366,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.9375)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 18.375)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.875)","(7.5, 9.4, 8.926315789473685)","(14.0, 19.0, 19.81818181818182)"
08-01-2023 15:25:33.226274,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.860869565217392)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 18.375)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.862500000000001)","(7.5, 9.4, 8.926315789473685)","(14.0, 21.0, 18.625)"
08-01-2023 15:25:34.408434,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.860869565217392)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 18.375)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.862500000000001)","(7.5, 9.4, 8.926315789473685)","(14.0, 20.0, 18.625)"
08-01-2023 15:25:35.582968,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.860869565217392)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 18.375)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.862500000000001)","(7.5, 9.4, 8.926315789473685)","(14.0, 20.0, 18.625)"
08-01-2023 15:25:36.745107,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.860869565217392)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 18.375)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.862500000000001)","(7.5, 9.4, 8.926315789473685)","(14.0, 20.0, 18.625)"
08-01-2023 15:25:37.873524,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.860869565217392)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 18.375)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.862500000000001)","(7.5, 9.4, 8.926315789473685)","(14.0, 20.0, 18.625)"
08-01-2023 15:25:39.035587,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.860869565217392)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 18.375)","(11.0, 16.5, 15.666666666666666)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.926315789473685)","(14.0, 20.0, 18.625)"
08-01-2023 15:25:40.216688,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.907692307692308)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 18.208333333333332)","(11.0, 16.5, 15.928571428571429)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.926315789473685)","(14.0, 20.0, 18.625)"
08-01-2023 15:25:41.405741,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.907692307692308)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 18.208333333333332)","(11.0, 16.5, 15.928571428571429)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.926315789473685)","(14.0, 20.0, 17.0)"
08-01-2023 15:25:42.621505,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 8.907692307692308)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 18.208333333333332)","(11.0, 16.5, 16.192307692307693)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.926315789473685)","(14.0, 20.0, 17.0)"
08-01-2023 15:25:43.801346,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.0, 9.054545454545455)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 18.208333333333332)","(11.0, 16.5, 16.192307692307693)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.926315789473685)","(14.0, 20.0, 17.0)"
08-01-2023 15:25:44.982338,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.2, 9.054545454545455)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 18.208333333333332)","(11.0, 16.5, 16.192307692307693)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.926315789473685)","(14.0, 20.0, 17.0)"
08-01-2023 15:25:46.163594,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.2, 9.054545454545455)","(31.0, 100.0, 57.33333333333333)","(11.0, 18.5, 18.208333333333332)","(11.0, 16.5, 16.192307692307693)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.926315789473685)","(14.0, 20.0, 17.0)"
08-01-2023 15:25:47.330179,"(41.0, 80.0, 57.333333333333336)","(31.0, 48.0, 46.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.375)","(7.0, 9.2, 9.054545454545455)","(31.0, 100.0, 88.92307692307692)","(11.0, 18.5, 18.208333333333332)","(11.0, 16.5, 19.785714285714285)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.9)","(14.0, 20.0, 17.0)"
08-01-2023 15:25:48.496545,"(41.0, 80.0, 72.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 9.054545454545455)","(31.0, 100.0, 88.92307692307692)","(11.0, 18.5, 18.208333333333332)","(11.0, 21.0, 19.785714285714285)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.9)","(14.0, 20.0, 17.0)"
08-01-2023 15:25:49.710528,"(41.0, 80.0, 72.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 9.054545454545455)","(31.0, 100.0, 88.92307692307692)","(11.0, 18.5, 18.208333333333332)","(11.0, 21.0, 19.785714285714285)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.9)","(14.0, 20.0, 17.0)"
08-01-2023 15:25:50.912738,"(41.0, 80.0, 72.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.955555555555556)","(31.0, 100.0, 64.5)","(11.0, 18.5, 17.53846153846154)","(11.0, 21.0, 19.785714285714285)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.990909090909092)","(14.0, 20.0, 17.25)"
08-01-2023 15:25:52.096103,"(41.0, 80.0, 61.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.955555555555556)","(31.0, 100.0, 64.5)","(11.0, 18.0, 17.115384615384617)","(11.0, 21.0, 19.785714285714285)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.990909090909092)","(14.0, 19.5, 17.0)"
08-01-2023 15:25:53.325750,"(41.0, 80.0, 62.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.955555555555556)","(31.0, 100.0, 64.5)","(11.0, 17.5, 17.115384615384617)","(11.0, 21.0, 19.785714285714285)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.990909090909092)","(14.0, 19.0, 17.0)"
08-01-2023 15:25:54.475415,"(41.0, 80.0, 62.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.955555555555556)","(31.0, 100.0, 64.5)","(11.0, 17.5, 17.115384615384617)","(11.0, 21.0, 19.785714285714285)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.990909090909092)","(14.0, 19.0, 17.0)"
08-01-2023 15:25:55.660264,"(41.0, 80.0, 62.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.955555555555556)","(31.0, 100.0, 64.5)","(11.0, 17.5, 17.115384615384617)","(11.0, 21.0, 19.785714285714285)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.990909090909092)","(14.0, 19.0, 17.0)"
08-01-2023 15:25:56.798126,"(41.0, 80.0, 62.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.955555555555556)","(31.0, 100.0, 64.5)","(11.0, 17.5, 16.944444444444443)","(11.0, 21.0, 19.785714285714285)","(4.0, 4.9, 4.86)","(7.5, 9.4, 8.990909090909092)","(14.0, 19.0, 17.0)"
08-01-2023 15:25:57.985687,"(41.0, 80.0, 62.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.833333333333334)","(31.0, 100.0, 64.5)","(11.0, 17.5, 16.944444444444443)","(11.0, 21.0, 19.785714285714285)","(4.0, 4.9, 4.86)","(7.5, 9.4, 9.100000000000001)","(14.0, 19.0, 17.0)"
08-01-2023 15:25:59.194004,"(41.0, 80.0, 62.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.833333333333334)","(31.0, 100.0, 64.5)","(11.0, 17.5, 16.785714285714285)","(11.0, 21.0, 17.0)","(4.0, 4.9, 4.857142857142858)","(7.5, 9.4, 8.9)","(14.0, 19.0, 16.142857142857142)"
08-01-2023 15:26:00.370029,"(41.0, 80.0, 62.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.833333333333334)","(31.0, 100.0, 64.5)","(11.0, 17.5, 16.785714285714285)","(11.0, 21.0, 17.0)","(4.0, 4.9, 4.857142857142858)","(7.5, 9.4, 8.9)","(14.0, 19.0, 16.142857142857142)"
08-01-2023 15:26:01.548452,"(41.0, 80.0, 62.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.88)","(31.0, 100.0, 64.5)","(11.0, 17.5, 16.785714285714285)","(11.0, 21.0, 17.0)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.9)","(14.0, 19.0, 16.142857142857142)"
08-01-2023 15:26:02.749508,"(41.0, 80.0, 62.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.88)","(31.0, 100.0, 64.5)","(11.0, 17.5, 16.785714285714285)","(11.0, 21.0, 17.0)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.9)","(14.0, 19.0, 17.333333333333332)"
08-01-2023 15:26:03.920949,"(41.0, 80.0, 62.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.88)","(31.0, 100.0, 64.5)","(11.0, 17.5, 16.785714285714285)","(11.0, 21.0, 16.5)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.9)","(14.0, 18.5, 16.75)"
08-01-2023 15:26:05.051243,"(41.0, 80.0, 62.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.88)","(31.0, 100.0, 64.5)","(11.0, 17.5, 16.785714285714285)","(11.0, 20.0, 16.5)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.9)","(14.0, 18.5, 16.75)"
08-01-2023 15:26:06.223814,"(41.0, 80.0, 62.0)","(31.0, 50.0, 46.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.88)","(31.0, 100.0, 64.5)","(11.0, 17.5, 16.785714285714285)","(11.0, 20.0, 16.25)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.9)","(14.0, 18.5, 16.166666666666668)"
08-01-2023 15:26:07.427595,"(41.0, 75.0, 64.66666666666667)","(31.0, 50.0, 47.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.82857142857143)","(31.0, 95.0, 78.5)","(11.0, 17.5, 15.892857142857142)","(11.0, 19.5, 16.25)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.5, 16.4)"
08-01-2023 15:26:08.620258,"(41.0, 75.0, 64.66666666666667)","(31.0, 65.0, 58.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.82857142857143)","(31.0, 95.0, 78.5)","(11.0, 17.5, 15.892857142857142)","(11.0, 19.5, 16.0)","(4.0, 4.9, 4.887804878048781)","(7.5, 9.4, 8.878260869565217)","(14.0, 18.5, 16.4)"
08-01-2023 15:26:09.775418,"(41.0, 70.0, 57.0)","(31.0, 60.0, 52.0)","(10.0, 13.5, 12.9)","(3.6, 4.5, 4.346153846153846)","(7.0, 9.2, 8.81904761904762)","(31.0, 95.0, 78.5)","(11.0, 17.5, 15.892857142857142)","(11.0, 19.0, 15.0)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.5, 16.4)"
08-01-2023 15:26:10.980366,"(41.0, 70.0, 57.0)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.81904761904762)","(31.0, 95.0, 78.5)","(11.0, 17.5, 15.892857142857142)","(11.0, 19.0, 16.333333333333332)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.5, 16.4)"
08-01-2023 15:26:12.179097,"(41.0, 70.0, 57.0)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.84)","(31.0, 95.0, 78.5)","(11.0, 17.5, 15.892857142857142)","(11.0, 18.0, 14.666666666666666)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.5, 16.25)"
08-01-2023 15:26:13.346359,"(41.0, 70.0, 57.0)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.84)","(31.0, 95.0, 78.5)","(11.0, 17.5, 15.892857142857142)","(11.0, 18.0, 14.666666666666666)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.5, 16.25)"
08-01-2023 15:26:14.469380,"(41.0, 70.0, 57.0)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.857142857142858)","(31.0, 95.0, 78.5)","(11.0, 17.5, 13.375)","(11.0, 18.0, 15.25)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.5, 16.25)"
08-01-2023 15:26:15.593535,"(41.0, 70.0, 57.0)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.857142857142858)","(31.0, 95.0, 78.5)","(11.0, 17.5, 13.375)","(11.0, 17.5, 15.25)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.5, 16.25)"
08-01-2023 15:26:16.802553,"(41.0, 70.0, 57.0)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.857142857142858)","(31.0, 95.0, 78.5)","(11.0, 17.0, 15.166666666666666)","(11.0, 17.0, 15.772727272727273)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 18.0, 16.0)"
08-01-2023 15:26:18.019878,"(41.0, 70.0, 61.33333333333333)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.857142857142858)","(31.0, 95.0, 69.0)","(11.0, 16.5, 15.5)","(11.0, 16.5, 15.772727272727273)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 15.5)"
08-01-2023 15:26:19.183736,"(41.0, 70.0, 61.33333333333333)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 9.2, 8.933333333333334)","(31.0, 95.0, 84.16666666666667)","(11.0, 16.5, 15.5)","(11.0, 16.5, 15.772727272727273)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 16.40909090909091)"
08-01-2023 15:26:20.350468,"(41.0, 70.0, 61.33333333333333)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 10.0, 8.933333333333334)","(31.0, 95.0, 84.16666666666667)","(11.0, 16.5, 14.5)","(11.0, 16.5, 15.176470588235293)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 16.40909090909091)"
08-01-2023 15:26:21.550853,"(41.0, 70.0, 61.33333333333333)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 10.0, 8.88)","(31.0, 95.0, 87.3529411764706)","(11.0, 16.5, 14.5)","(11.0, 16.0, 15.625)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 16.40909090909091)"
08-01-2023 15:26:22.708163,"(41.0, 70.0, 61.33333333333333)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 10.0, 8.88)","(31.0, 95.0, 82.0)","(11.0, 16.5, 14.5)","(11.0, 16.0, 15.333333333333332)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 16.3)"
08-01-2023 15:26:23.867554,"(41.0, 70.0, 61.33333333333333)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 10.0, 8.88)","(31.0, 95.0, 82.0)","(11.0, 16.5, 14.5)","(11.0, 16.0, 15.333333333333332)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 16.3)"
08-01-2023 15:26:25.038491,"(41.0, 70.0, 61.33333333333333)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 10.0, 8.88)","(31.0, 95.0, 82.0)","(11.0, 16.5, 14.5)","(11.0, 16.0, 14.05)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 16.3)"
08-01-2023 15:26:26.253760,"(41.0, 70.0, 61.33333333333333)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 10.0, 9.100000000000001)","(31.0, 95.0, 82.0)","(11.0, 16.5, 14.5)","(11.0, 16.0, 14.235294117647058)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 16.3)"
08-01-2023 15:26:27.478114,"(41.0, 70.0, 61.33333333333333)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 10.0, 9.100000000000001)","(31.0, 95.0, 82.0)","(11.0, 16.5, 14.5)","(11.0, 16.0, 14.666666666666666)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 16.3)"
08-01-2023 15:26:28.631726,"(41.0, 70.0, 61.33333333333333)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 10.0, 9.100000000000001)","(31.0, 95.0, 82.0)","(11.0, 16.5, 14.5)","(11.0, 15.5, 14.666666666666666)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 16.3)"
08-01-2023 15:26:29.789895,"(41.0, 70.0, 63.14285714285714)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 10.0, 9.100000000000001)","(31.0, 95.0, 82.0)","(11.0, 16.5, 14.5)","(11.0, 15.5, 14.666666666666666)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 16.3)"
08-01-2023 15:26:30.977702,"(41.0, 70.0, 63.14285714285714)","(31.0, 60.0, 52.0)","(10.0, 13.5, 13.0)","(3.6, 4.5, 4.375)","(7.0, 10.0, 8.984615384615385)","(31.0, 95.0, 82.0)","(11.0, 16.5, 14.5)","(11.0, 15.5, 13.714285714285714)","(4.0, 4.9, 4.82)","(7.5, 9.4, 8.926315789473685)","(14.0, 17.5, 15.884615384615385)"
