,Lucky Jim,Agent Starling,Madrigal Nz,Certainlycallitin,As She Says,Mullum Doc,Dont Fear For Me,Jakki Mun,Major Rumble
05-01-2023 12:41:50.882385,"(5.0, 7.2, 6.514285714285714)","(71.0, 120.0, 113.33333333333334)","(1.6, 99999, 99990)","(51.0, 150.0, 124.28571428571429)","(13.0, 18.5, 18.1)","(13.0, 25.0, 19.9)","(31.0, 110.0, 67.22222222222223)","(5.0, 11.0, 9.833333333333332)","(16.0, 26.0, 24.0)"
05-01-2023 12:41:52.264174,"(5.0, 7.0, 6.85)","(71.0, 120.0, 113.33333333333334)","(1.6, 99999, 99990)","(51.0, 150.0, 124.28571428571429)","(13.0, 18.5, 18.1)","(13.0, 25.0, 19.9)","(31.0, 110.0, 67.22222222222223)","(5.0, 11.0, 9.833333333333332)","(16.0, 26.0, 24.0)"
05-01-2023 12:41:53.477045,"(5.0, 7.0, 6.85)","(71.0, 120.0, 113.33333333333334)","(1.6, 99999, 99990)","(51.0, 150.0, 124.28571428571429)","(13.0, 18.5, 18.1)","(13.0, 25.0, 19.9)","(31.0, 110.0, 67.22222222222223)","(5.0, 11.0, 8.833333333333334)","(16.0, 26.0, 24.0)"
05-01-2023 12:41:54.621184,"(5.0, 7.0, 6.85)","(71.0, 120.0, 113.33333333333334)","(1.6, 99999, 99990)","(51.0, 150.0, 124.28571428571429)","(13.0, 18.5, 18.136363636363637)","(13.0, 25.0, 19.9)","(31.0, 110.0, 67.22222222222223)","(5.0, 11.0, 8.6)","(16.0, 26.0, 24.0)"
05-01-2023 12:41:55.925160,"(5.0, 7.0, 6.85)","(71.0, 120.0, 113.33333333333334)","(1.6, 99999, 99990)","(51.0, 150.0, 124.28571428571429)","(13.0, 18.5, 18.136363636363637)","(13.0, 25.0, 19.9)","(31.0, 110.0, 67.22222222222223)","(5.0, 11.0, 9.23157894736842)","(16.0, 26.0, 24.0)"
05-01-2023 12:41:57.143230,"(5.0, 7.2, 6.773333333333333)","(71.0, 120.0, 113.33333333333334)","(1.6, 99999, 99990)","(51.0, 150.0, 124.28571428571429)","(13.0, 18.5, 18.136363636363637)","(13.0, 25.0, 19.9)","(31.0, 110.0, 67.22222222222223)","(5.0, 11.0, 9.23157894736842)","(16.0, 26.0, 24.0)"
05-01-2023 12:41:58.463812,"(5.0, 7.2, 6.773333333333333)","(71.0, 120.0, 113.33333333333334)","(1.6, 99999, 99990)","(51.0, 150.0, 124.28571428571429)","(13.0, 18.5, 18.136363636363637)","(13.0, 25.0, 19.9)","(31.0, 110.0, 67.22222222222223)","(5.0, 11.0, 9.23157894736842)","(16.0, 26.0, 24.0)"
05-01-2023 12:41:59.765140,"(5.0, 7.2, 6.773333333333333)","(71.0, 130.0, 119.0909090909091)","(1.6, 99999, 99990)","(51.0, 150.0, 124.28571428571429)","(13.0, 18.5, 18.136363636363637)","(13.0, 25.0, 19.9)","(31.0, 110.0, 82.5)","(5.0, 11.0, 9.23157894736842)","(16.0, 26.0, 24.0)"
05-01-2023 12:42:01.088301,"(5.0, 7.2, 6.773333333333333)","(71.0, 130.0, 119.0909090909091)","(1.6, 99999, 99990)","(51.0, 150.0, 124.28571428571429)","(13.0, 18.5, 18.136363636363637)","(13.0, 25.0, 20.75)","(31.0, 110.0, 82.5)","(5.0, 11.0, 9.133333333333333)","(16.0, 26.0, 34.0)"
05-01-2023 12:42:02.471864,"(5.0, 7.2, 6.707692307692308)","(71.0, 130.0, 119.0909090909091)","(1.6, 99999, 99990)","(51.0, 150.0, 121.66666666666666)","(13.0, 25.0, 18.18181818181818)","(13.0, 25.0, 23.125)","(31.0, 110.0, 96.25)","(5.0, 11.0, 9.399999999999999)","(16.0, 40.0, 32.75)"
05-01-2023 12:42:03.845819,"(5.0, 7.0, 6.6000000000000005)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 150.0, 131.11111111111111)","(13.0, 22.0, 19.0)","(13.0, 24.0, 21.75)","(31.0, 110.0, 76.66666666666667)","(5.0, 11.0, 9.399999999999999)","(16.0, 36.0, 26.9)"
05-01-2023 12:42:05.299347,"(5.0, 7.0, 6.85)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 150.0, 131.11111111111111)","(13.0, 21.0, 19.0)","(13.0, 26.0, 21.25)","(31.0, 110.0, 76.66666666666667)","(5.0, 11.0, 8.68888888888889)","(16.0, 36.0, 29.0)"
05-01-2023 12:42:06.958195,"(5.0, 7.0, 6.85)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 150.0, 131.11111111111111)","(13.0, 19.5, 19.1)","(13.0, 25.0, 20.75)","(31.0, 110.0, 76.66666666666667)","(5.0, 11.0, 8.68888888888889)","(16.0, 32.0, 30.857142857142858)"
05-01-2023 12:42:08.471852,"(5.0, 7.0, 6.742857142857143)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 150.0, 131.11111111111111)","(13.0, 20.0, 19.1)","(13.0, 24.0, 19.333333333333332)","(31.0, 110.0, 76.66666666666667)","(5.0, 11.0, 8.68888888888889)","(16.0, 32.0, 28.5)"
05-01-2023 12:42:09.887950,"(5.0, 7.2, 6.5600000000000005)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 150.0, 131.11111111111111)","(13.0, 20.0, 19.1)","(13.0, 23.0, 19.333333333333332)","(31.0, 110.0, 76.66666666666667)","(5.0, 11.0, 8.68888888888889)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:11.196852,"(5.0, 7.2, 6.72)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 150.0, 131.11111111111111)","(13.0, 20.0, 18.7)","(13.0, 23.0, 19.333333333333332)","(31.0, 110.0, 76.66666666666667)","(5.0, 11.0, 8.68888888888889)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:12.566279,"(5.0, 7.2, 6.72)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 150.0, 131.11111111111111)","(13.0, 19.5, 19.9)","(13.0, 23.0, 19.333333333333332)","(31.0, 110.0, 76.66666666666667)","(5.0, 11.0, 8.68888888888889)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:13.871760,"(5.0, 7.2, 6.72)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 150.0, 129.28571428571428)","(13.0, 21.0, 21.5)","(13.0, 23.0, 19.333333333333332)","(31.0, 110.0, 76.66666666666667)","(5.0, 11.0, 8.68888888888889)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:15.155995,"(5.0, 7.2, 6.72)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 140.0, 100.0)","(13.0, 23.0, 20.083333333333332)","(13.0, 23.0, 19.333333333333332)","(31.0, 110.0, 76.66666666666667)","(5.0, 11.0, 8.68888888888889)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:16.428844,"(5.0, 7.2, 6.72)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 120.0, 100.0)","(13.0, 21.0, 18.8125)","(13.0, 23.0, 21.0)","(31.0, 110.0, 76.66666666666667)","(5.0, 11.0, 10.384615384615385)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:17.627638,"(5.0, 7.2, 6.9)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 120.0, 107.5)","(13.0, 21.0, 17.25)","(13.0, 23.0, 20.8)","(31.0, 110.0, 85.0)","(5.0, 11.0, 8.72)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:18.836266,"(5.0, 7.2, 7.0600000000000005)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 120.0, 102.0)","(13.0, 21.0, 18.5)","(14.0, 23.0, 21.77777777777778)","(31.0, 110.0, 97.5)","(5.0, 10.0, 9.012500000000001)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:20.173703,"(5.0, 7.2, 6.733333333333333)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 120.0, 110.0)","(13.0, 21.0, 19.57142857142857)","(14.0, 23.0, 21.77777777777778)","(31.0, 110.0, 97.5)","(5.0, 9.8, 10.2375)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:21.591733,"(5.0, 7.2, 6.8769230769230765)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 120.0, 93.33333333333333)","(13.0, 21.0, 19.57142857142857)","(14.0, 23.0, 21.77777777777778)","(31.0, 110.0, 97.5)","(5.0, 10.5, 10.2375)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:22.998420,"(5.0, 7.2, 6.733333333333333)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 120.0, 108.57142857142857)","(13.0, 21.0, 19.57142857142857)","(14.0, 23.0, 21.77777777777778)","(31.0, 110.0, 97.5)","(5.0, 10.5, 9.216666666666667)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:24.366905,"(5.0, 7.2, 7.066666666666666)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 120.0, 106.0)","(13.0, 21.0, 18.81818181818182)","(14.0, 23.0, 21.75)","(31.0, 110.0, 80.0)","(5.0, 10.5, 9.591304347826087)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:25.732451,"(5.0, 7.2, 7.066666666666666)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 21.0, 18.81818181818182)","(14.0, 23.0, 23.0)","(31.0, 110.0, 80.0)","(5.0, 10.5, 9.591304347826087)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:27.095503,"(5.0, 7.2, 7.066666666666666)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 21.0, 18.81818181818182)","(14.0, 26.0, 22.11111111111111)","(31.0, 110.0, 80.0)","(5.0, 10.5, 9.60952380952381)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:28.362686,"(5.0, 7.2, 7.066666666666666)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 21.0, 18.81818181818182)","(14.0, 25.0, 22.11111111111111)","(31.0, 110.0, 80.0)","(5.0, 10.5, 9.60952380952381)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:29.710050,"(5.0, 7.2, 7.066666666666666)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 21.0, 18.375)","(14.0, 25.0, 21.0)","(31.0, 110.0, 90.0)","(5.0, 10.5, 9.8)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:30.933609,"(5.0, 7.2, 7.133333333333334)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 21.0, 19.0)","(14.0, 25.0, 22.176470588235293)","(31.0, 110.0, 98.57142857142857)","(5.0, 10.0, 9.657142857142857)","(16.0, 32.0, 28.4)"
05-01-2023 12:42:32.186206,"(5.0, 7.4, 7.166666666666667)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 21.0, 18.6)","(14.0, 25.0, 22.8)","(31.0, 110.0, 86.66666666666667)","(5.0, 10.0, 9.6)","(16.0, 32.0, 31.0)"
05-01-2023 12:42:33.536615,"(5.0, 7.4, 7.088888888888889)","(71.0, 130.0, 122.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 23.0, 19.875)","(14.0, 25.0, 23.692307692307693)","(31.0, 110.0, 86.66666666666667)","(5.0, 10.0, 9.833333333333334)","(16.0, 36.0, 31.0)"
05-01-2023 12:42:34.827669,"(5.0, 7.4, 7.088888888888889)","(71.0, 130.0, 118.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 23.0, 21.3125)","(14.0, 26.0, 23.5)","(31.0, 110.0, 86.66666666666667)","(5.0, 10.0, 9.6)","(16.0, 36.0, 31.714285714285715)"
05-01-2023 12:42:36.118550,"(5.0, 7.4, 7.088888888888889)","(71.0, 130.0, 103.75)","(1.6, 99999, 99990)","(51.0, 120.0, 100.0)","(13.0, 23.0, 21.772727272727273)","(14.0, 26.0, 25.444444444444443)","(31.0, 110.0, 86.66666666666667)","(5.0, 10.0, 9.854545454545454)","(16.0, 36.0, 31.714285714285715)"
05-01-2023 12:42:37.332326,"(5.0, 7.4, 7.088888888888889)","(71.0, 130.0, 103.75)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 23.0, 21.5)","(14.0, 26.0, 25.2)","(31.0, 110.0, 86.66666666666667)","(5.0, 10.0, 9.68)","(16.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:38.534756,"(5.0, 7.4, 7.088888888888889)","(71.0, 130.0, 103.75)","(1.6, 99999, 99990)","(51.0, 120.0, 100.0)","(13.0, 23.0, 20.0)","(14.0, 26.0, 25.0)","(31.0, 110.0, 86.66666666666667)","(5.0, 10.0, 9.833333333333334)","(16.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:39.687240,"(5.0, 7.6, 7.109090909090909)","(71.0, 130.0, 103.75)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 23.0, 21.25)","(14.0, 26.0, 25.4)","(31.0, 110.0, 86.66666666666667)","(5.0, 10.0, 9.6)","(16.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:40.903715,"(5.0, 7.6, 7.171428571428572)","(71.0, 130.0, 118.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 22.0, 20.0)","(14.0, 26.0, 22.5)","(31.0, 110.0, 86.66666666666667)","(5.0, 10.0, 9.6)","(16.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:42.101144,"(5.0, 8.0, 7.4)","(71.0, 130.0, 118.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 22.0, 20.90909090909091)","(14.0, 25.0, 24.75)","(31.0, 110.0, 86.66666666666667)","(5.0, 10.0, 9.6)","(16.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:43.281220,"(5.0, 7.8, 7.65)","(71.0, 130.0, 118.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 22.0, 20.6875)","(14.0, 26.0, 24.75)","(31.0, 110.0, 86.66666666666667)","(5.0, 10.0, 9.6)","(16.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:44.452878,"(5.0, 8.0, 7.557894736842106)","(71.0, 130.0, 118.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 22.0, 20.6875)","(14.0, 26.0, 24.75)","(31.0, 110.0, 96.66666666666667)","(5.0, 10.0, 9.6)","(16.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:45.578309,"(5.0, 8.0, 7.557894736842106)","(71.0, 130.0, 118.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 22.0, 20.125)","(14.0, 26.0, 23.22222222222222)","(31.0, 110.0, 86.66666666666667)","(5.0, 10.0, 9.6)","(17.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:46.691199,"(5.5, 8.0, 7.557894736842106)","(71.0, 130.0, 118.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 21.0, 20.125)","(14.0, 26.0, 23.22222222222222)","(31.0, 110.0, 86.66666666666667)","(5.0, 10.0, 9.6)","(17.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:47.925989,"(5.5, 8.2, 7.707692307692308)","(71.0, 130.0, 119.0909090909091)","(1.6, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 21.0, 19.25)","(14.0, 26.0, 23.22222222222222)","(31.0, 110.0, 86.66666666666667)","(5.0, 10.0, 9.6)","(17.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:49.251265,"(5.5, 8.2, 7.8)","(71.0, 130.0, 119.0909090909091)","(1.6, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 21.0, 19.25)","(14.0, 26.0, 23.22222222222222)","(31.0, 110.0, 96.0)","(5.0, 10.0, 9.6)","(17.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:50.544843,"(5.5, 8.2, 7.8)","(71.0, 130.0, 118.0)","(1.6, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 21.0, 19.25)","(14.0, 26.0, 23.22222222222222)","(31.0, 110.0, 100.0)","(5.0, 10.0, 9.6)","(17.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:51.856859,"(5.5, 8.2, 7.8)","(71.0, 130.0, 118.0)","(1.6, 99999, 99990)","(51.0, 120.0, 100.0)","(13.0, 21.0, 23.333333333333332)","(14.0, 26.0, 24.666666666666668)","(31.0, 110.0, 100.0)","(5.0, 10.0, 9.485714285714286)","(17.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:53.136271,"(5.5, 8.2, 7.823529411764706)","(71.0, 130.0, 118.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 23.0, 21.3125)","(14.0, 26.0, 24.666666666666668)","(31.0, 110.0, 100.0)","(5.0, 12.0, 9.675)","(17.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:54.516984,"(5.5, 8.2, 7.707692307692308)","(71.0, 130.0, 118.0)","(1.6, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 23.0, 20.6)","(14.0, 26.0, 24.666666666666668)","(41.0, 110.0, 100.0)","(5.5, 10.5, 9.675)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:55.875922,"(5.5, 8.2, 7.823529411764706)","(71.0, 130.0, 118.0)","(1.55, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 23.0, 21.0)","(14.0, 26.0, 25.428571428571427)","(41.0, 110.0, 100.0)","(5.5, 10.5, 9.675)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:57.299412,"(5.5, 8.2, 7.823529411764706)","(71.0, 130.0, 118.0)","(1.55, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 22.0, 19.5)","(14.0, 26.0, 25.428571428571427)","(41.0, 110.0, 100.0)","(5.5, 10.5, 10.1)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:58.699015,"(5.5, 8.2, 7.823529411764706)","(71.0, 130.0, 115.0)","(1.55, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 22.0, 19.5)","(14.0, 26.0, 25.428571428571427)","(41.0, 110.0, 92.5)","(5.5, 11.5, 9.75)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:42:59.983070,"(5.5, 8.2, 7.823529411764706)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 22.0, 19.5)","(14.0, 26.0, 25.428571428571427)","(41.0, 110.0, 92.5)","(5.5, 11.5, 9.75)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:01.195854,"(5.5, 8.2, 7.823529411764706)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 22.0, 19.5)","(14.0, 26.0, 25.428571428571427)","(41.0, 110.0, 92.5)","(5.5, 11.5, 9.75)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:02.404697,"(5.5, 8.2, 7.823529411764706)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 22.0, 19.5)","(14.0, 26.0, 25.428571428571427)","(41.0, 110.0, 83.33333333333333)","(5.5, 11.5, 9.766666666666667)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:03.601644,"(5.5, 8.2, 7.707692307692308)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 22.0, 19.5)","(14.0, 26.0, 25.428571428571427)","(41.0, 110.0, 90.0)","(5.5, 10.5, 9.933333333333334)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:04.920248,"(5.5, 8.2, 7.823529411764706)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 22.0, 19.5)","(14.0, 26.0, 25.428571428571427)","(41.0, 110.0, 90.0)","(5.5, 11.0, 10.2)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:06.174592,"(5.5, 8.2, 7.823529411764706)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 22.0, 19.75)","(14.0, 26.0, 25.2)","(41.0, 110.0, 90.0)","(5.5, 11.0, 10.2)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:07.412089,"(5.5, 8.2, 7.823529411764706)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 22.0, 20.5)","(14.0, 26.0, 25.2)","(41.0, 110.0, 90.0)","(5.5, 11.0, 10.64)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:08.630055,"(5.5, 8.2, 7.823529411764706)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 22.0, 20.5)","(14.0, 26.0, 25.2)","(41.0, 110.0, 90.0)","(5.5, 11.0, 10.64)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:09.894673,"(5.5, 8.2, 7.823529411764706)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 112.22222222222223)","(13.0, 22.0, 20.5)","(14.0, 26.0, 25.5)","(41.0, 100.0, 86.42857142857143)","(5.5, 11.0, 10.280000000000001)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:11.159494,"(5.5, 8.2, 7.823529411764706)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 21.0, 20.5)","(14.0, 26.0, 25.5)","(41.0, 95.0, 86.42857142857143)","(5.5, 11.0, 10.8625)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:12.460813,"(5.5, 8.2, 7.742857142857143)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 21.0, 20.5)","(14.0, 26.0, 25.5)","(41.0, 95.0, 85.0)","(5.5, 11.5, 10.225000000000001)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:13.658396,"(5.5, 8.2, 7.763636363636364)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 23.0, 19.875)","(14.0, 26.0, 23.0)","(41.0, 100.0, 80.0)","(5.5, 11.5, 10.100000000000001)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:14.858772,"(5.5, 8.2, 7.844444444444444)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 23.0, 21.772727272727273)","(14.0, 26.0, 23.22222222222222)","(41.0, 100.0, 85.0)","(5.5, 11.0, 10.366666666666667)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:16.066948,"(5.5, 8.2, 7.763636363636364)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 23.0, 21.8)","(14.0, 26.0, 23.22222222222222)","(41.0, 100.0, 85.0)","(5.5, 11.5, 10.86111111111111)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:17.222742,"(5.5, 8.2, 7.763636363636364)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 23.0, 21.0)","(14.0, 26.0, 23.22222222222222)","(41.0, 100.0, 85.0)","(5.5, 11.5, 10.786666666666667)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:18.499495,"(5.5, 8.2, 7.844444444444444)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 22.0, 19.857142857142858)","(14.0, 26.0, 23.22222222222222)","(41.0, 100.0, 85.0)","(5.5, 11.0, 11.014285714285714)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:19.743313,"(5.5, 8.2, 7.844444444444444)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.63636363636363)","(13.0, 22.0, 19.22222222222222)","(14.0, 26.0, 23.22222222222222)","(41.0, 100.0, 77.0)","(5.5, 11.5, 11.014285714285714)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:20.972191,"(5.5, 8.2, 7.844444444444444)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 100.0)","(13.0, 22.0, 19.75)","(14.0, 26.0, 23.22222222222222)","(41.0, 95.0, 81.66666666666666)","(5.5, 11.5, 10.933333333333334)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:22.237140,"(5.5, 8.4, 8.15)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 100.0)","(13.0, 22.0, 20.392857142857142)","(14.0, 26.0, 23.22222222222222)","(41.0, 90.0, 71.25)","(5.5, 11.5, 10.5)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:23.481805,"(5.5, 8.4, 8.133333333333333)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 100.0)","(13.0, 22.0, 20.875)","(14.0, 26.0, 23.22222222222222)","(41.0, 90.0, 70.0)","(5.5, 11.0, 10.5)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:24.616210,"(5.5, 8.4, 8.295652173913044)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 100.0)","(13.0, 22.0, 20.6875)","(14.0, 26.0, 23.22222222222222)","(41.0, 85.0, 73.0)","(5.5, 11.0, 10.5)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:25.749506,"(5.5, 8.4, 8.295652173913044)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 113.0)","(13.0, 22.0, 18.625)","(14.0, 26.0, 23.22222222222222)","(41.0, 85.0, 90.0)","(5.5, 11.5, 10.333333333333334)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:26.973646,"(5.5, 8.4, 8.295652173913044)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 112.5)","(13.0, 22.0, 19.875)","(14.0, 26.0, 23.22222222222222)","(41.0, 95.0, 80.0)","(5.5, 11.0, 10.333333333333334)","(18.0, 36.0, 32.666666666666664)"
05-01-2023 12:43:28.198036,"(5.5, 8.4, 8.295652173913044)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 110.0)","(13.0, 21.0, 19.5)","(14.0, 26.0, 23.22222222222222)","(41.0, 95.0, 70.0)","(5.5, 11.0, 10.25)","(18.0, 36.0, 41.0)"
05-01-2023 12:43:29.477214,"(5.5, 8.4, 8.295652173913044)","(71.0, 130.0, 121.0)","(1.55, 99999, 99990)","(51.0, 120.0, 110.0)","(13.0, 21.0, 20.38888888888889)","(14.0, 26.0, 23.22222222222222)","(41.0, 95.0, 63.0)","(5.5, 10.5, 10.25)","(18.0, 50.0, 41.0)"
05-01-2023 12:43:30.792517,"(5.5, 8.4, 8.295652173913044)","(71.0, 130.0, 110.55555555555556)","(1.55, 99999, 99990)","(51.0, 120.0, 108.33333333333333)","(13.0, 24.0, 20.5)","(14.0, 26.0, 24.214285714285715)","(41.0, 95.0, 67.5)","(5.5, 10.5, 10.5)","(18.0, 48.0, 41.77777777777778)"
