,Lensman,I Am Richenuff,Harderthantherest,Exalted Dennis,Foxtrot Bravo,Garratt Road,Costaway,Blazing Zone,Jeddalet,Wicked Redoutes
05-01-2023 15:15:52.857342,"(3.7, 4.4, 4.250684931506849)","(5.0, 7.0, 6.9725)","(3.9, 4.8, 4.767647058823529)","(10.0, 13.0, 12.208333333333334)","(11.0, 14.5, 14.214285714285714)","(6.0, 7.0, 6.96)","(19.0, 25.0, 23.526315789473685)","(20.0, 29.0, 30.0)","(26.0, 48.0, 40.72727272727273)","(31.0, 46.0, 45.14285714285714)"
05-01-2023 15:15:54.505902,"(3.7, 4.4, 4.250684931506849)","(5.0, 7.0, 7.026229508196721)","(3.9, 4.8, 4.768571428571429)","(10.0, 13.0, 12.208333333333334)","(11.0, 14.5, 14.194444444444445)","(6.0, 7.0, 6.96)","(19.0, 25.0, 23.782608695652172)","(20.0, 34.0, 30.75)","(26.0, 48.0, 40.72727272727273)","(31.0, 46.0, 45.14285714285714)"
05-01-2023 15:15:55.896039,"(3.7, 4.4, 4.26218487394958)","(5.0, 7.2, 7.009009009009009)","(3.9, 4.8, 4.768571428571429)","(10.0, 13.0, 12.208333333333334)","(11.0, 14.5, 14.194444444444445)","(6.0, 7.0, 6.955555555555556)","(19.0, 25.0, 23.782608695652172)","(20.0, 32.0, 29.25)","(26.0, 48.0, 40.72727272727273)","(31.0, 46.0, 54.76190476190476)"
05-01-2023 15:15:57.210328,"(3.7, 4.4, 4.26218487394958)","(5.0, 7.2, 7.009009009009009)","(3.9, 4.8, 4.735294117647059)","(10.0, 13.0, 12.296296296296296)","(11.0, 14.5, 14.228395061728396)","(6.0, 7.0, 6.955555555555556)","(19.0, 25.0, 23.782608695652172)","(20.0, 30.0, 29.454545454545453)","(26.0, 48.0, 40.72727272727273)","(31.0, 60.0, 54.54545454545455)"
05-01-2023 15:15:58.623345,"(3.7, 4.4, 4.26218487394958)","(5.0, 7.2, 7.009009009009009)","(3.9, 4.8, 4.735294117647059)","(10.0, 13.0, 12.296296296296296)","(11.0, 14.5, 14.228395061728396)","(6.0, 7.0, 6.955555555555556)","(19.0, 25.0, 22.583333333333332)","(20.0, 30.0, 28.636363636363637)","(26.0, 48.0, 43.55555555555556)","(31.0, 60.0, 54.54545454545455)"
05-01-2023 15:16:00.044258,"(3.7, 4.4, 4.26218487394958)","(5.0, 7.2, 7.009009009009009)","(3.9, 4.8, 4.7620689655172415)","(10.0, 13.0, 12.296296296296296)","(11.0, 14.5, 14.228395061728396)","(6.0, 7.0, 6.955555555555556)","(19.0, 23.0, 22.466666666666665)","(20.0, 29.0, 28.636363636363637)","(26.0, 48.0, 43.55555555555556)","(31.0, 60.0, 53.333333333333336)"
05-01-2023 15:16:01.472075,"(3.7, 4.4, 4.256140350877193)","(5.0, 7.2, 7.034375)","(3.9, 4.8, 4.7620689655172415)","(10.0, 13.0, 11.8)","(11.0, 14.5, 14.14516129032258)","(6.0, 7.0, 7.182857142857143)","(19.0, 23.0, 23.444444444444443)","(20.0, 29.0, 30.705882352941178)","(26.0, 48.0, 43.55555555555556)","(31.0, 55.0, 52.631578947368425)"
05-01-2023 15:16:02.885512,"(3.7, 4.4, 4.2718750000000005)","(5.0, 7.2, 7.034375)","(3.9, 4.8, 4.7620689655172415)","(10.0, 12.0, 11.941176470588236)","(11.0, 14.5, 14.166666666666666)","(6.0, 7.4, 7.182857142857143)","(19.0, 25.0, 23.666666666666668)","(20.0, 34.0, 31.846153846153847)","(26.0, 48.0, 43.55555555555556)","(31.0, 55.0, 52.0)"
05-01-2023 15:16:04.236059,"(3.7, 4.4, 4.27244094488189)","(5.0, 7.2, 7.036065573770492)","(3.9, 4.8, 4.7620689655172415)","(10.0, 12.0, 11.916666666666666)","(11.0, 14.5, 14.306122448979592)","(6.0, 7.4, 7.266666666666667)","(19.0, 25.0, 23.666666666666668)","(20.0, 34.0, 29.6)","(26.0, 48.0, 43.2)","(31.0, 55.0, 46.666666666666664)"
05-01-2023 15:16:05.601804,"(3.7, 4.4, 4.27244094488189)","(5.0, 7.2, 7.036065573770492)","(3.9, 4.8, 4.763934426229508)","(10.0, 12.0, 11.916666666666666)","(11.0, 14.5, 14.306122448979592)","(6.0, 7.4, 7.266666666666667)","(19.0, 25.0, 23.666666666666668)","(20.0, 30.0, 29.714285714285715)","(26.0, 44.0, 43.2)","(31.0, 50.0, 46.666666666666664)"
05-01-2023 15:16:06.968411,"(3.7, 4.4, 4.27244094488189)","(5.0, 7.2, 7.036065573770492)","(3.9, 4.8, 4.763934426229508)","(10.0, 12.0, 12.05)","(11.0, 14.5, 14.208333333333334)","(6.0, 7.4, 7.266666666666667)","(19.0, 25.0, 22.70967741935484)","(20.0, 30.0, 31.5)","(26.0, 44.0, 43.2)","(31.0, 50.0, 46.666666666666664)"
05-01-2023 15:16:08.415627,"(3.7, 4.4, 4.27244094488189)","(5.0, 7.2, 7.084705882352941)","(3.9, 4.8, 4.752173913043478)","(10.0, 13.0, 11.902985074626866)","(11.0, 14.5, 14.161290322580646)","(6.0, 7.4, 7.206060606060606)","(19.0, 24.0, 22.88888888888889)","(20.0, 32.0, 34.0)","(26.0, 44.0, 38.92307692307692)","(31.0, 50.0, 46.0)"
05-01-2023 15:16:09.777500,"(3.7, 4.4, 4.2791044776119405)","(5.0, 7.2, 6.8734177215189876)","(3.9, 4.8, 4.752173913043478)","(10.0, 12.0, 11.909090909090908)","(11.0, 14.5, 14.161290322580646)","(6.0, 7.4, 7.206060606060606)","(19.0, 24.0, 23.333333333333332)","(20.0, 36.0, 33.333333333333336)","(26.0, 42.0, 42.0)","(31.0, 50.0, 45.0)"
05-01-2023 15:16:11.162763,"(3.7, 4.4, 4.2791044776119405)","(5.0, 7.0, 6.8734177215189876)","(3.9, 4.8, 4.738888888888889)","(10.0, 12.0, 11.942622950819672)","(11.0, 14.5, 14.2)","(6.0, 7.4, 7.206060606060606)","(19.0, 24.0, 23.333333333333332)","(20.0, 36.0, 34.666666666666664)","(26.0, 44.0, 41.77777777777778)","(31.0, 50.0, 45.0)"
05-01-2023 15:16:12.412471,"(3.7, 4.4, 4.2791044776119405)","(5.0, 7.0, 6.883870967741935)","(3.9, 4.8, 4.747619047619048)","(10.0, 12.0, 13.705882352941176)","(11.0, 14.5, 14.2)","(6.0, 7.4, 7.206060606060606)","(19.0, 24.0, 23.333333333333332)","(20.0, 36.0, 32.61538461538461)","(26.0, 44.0, 41.77777777777778)","(31.0, 50.0, 45.0)"
05-01-2023 15:16:13.704881,"(3.7, 4.4, 4.27244094488189)","(5.0, 7.2, 6.725806451612903)","(3.9, 4.8, 4.747619047619048)","(10.0, 14.5, 13.18)","(11.0, 14.5, 14.2)","(6.0, 7.4, 6.929411764705883)","(19.0, 24.0, 23.333333333333332)","(20.0, 36.0, 32.73684210526316)","(26.0, 44.0, 40.22222222222222)","(31.0, 50.0, 45.0)"
05-01-2023 15:16:15.151281,"(3.7, 4.4, 4.27244094488189)","(5.0, 7.2, 6.7611940298507465)","(3.9, 4.8, 4.747619047619048)","(10.0, 14.5, 13.18)","(11.0, 14.5, 14.2)","(6.0, 7.0, 6.929411764705883)","(19.0, 24.0, 24.9)","(20.0, 34.0, 32.73684210526316)","(26.0, 42.0, 40.22222222222222)","(31.0, 50.0, 45.0)"
05-01-2023 15:16:16.518602,"(3.7, 4.4, 4.27244094488189)","(5.0, 7.2, 6.7521126760563375)","(3.9, 4.8, 4.790909090909091)","(10.0, 13.5, 13.1)","(11.0, 14.5, 14.195652173913043)","(6.0, 7.0, 6.929411764705883)","(19.0, 27.0, 24.9)","(20.0, 34.0, 32.73684210526316)","(26.0, 42.0, 40.22222222222222)","(31.0, 50.0, 45.0)"
05-01-2023 15:16:17.802886,"(3.7, 4.4, 4.27244094488189)","(5.0, 7.2, 6.7521126760563375)","(3.9, 4.8, 4.790909090909091)","(10.0, 13.5, 13.055555555555555)","(11.0, 14.5, 14.195652173913043)","(6.0, 7.0, 6.918918918918918)","(19.0, 27.0, 24.9)","(20.0, 34.0, 33.294117647058826)","(26.0, 44.0, 41.77777777777778)","(31.0, 50.0, 45.0)"
05-01-2023 15:16:19.168933,"(3.7, 4.4, 4.27244094488189)","(5.0, 7.2, 6.7521126760563375)","(3.9, 4.8, 4.790909090909091)","(10.0, 13.5, 13.055555555555555)","(11.0, 14.5, 14.195652173913043)","(6.0, 7.0, 6.918918918918918)","(19.0, 27.0, 24.9)","(20.0, 34.0, 33.294117647058826)","(26.0, 44.0, 41.77777777777778)","(31.0, 50.0, 45.0)"
05-01-2023 15:16:20.508922,"(3.7, 4.4, 4.27244094488189)","(5.0, 7.2, 6.888235294117647)","(3.9, 4.8, 4.790909090909091)","(10.0, 13.5, 12.928571428571429)","(11.0, 14.5, 14.195652173913043)","(6.0, 7.0, 6.917808219178082)","(19.0, 27.0, 24.9)","(20.0, 34.0, 33.294117647058826)","(26.0, 44.0, 41.77777777777778)","(31.0, 50.0, 45.0)"
05-01-2023 15:16:21.802426,"(3.7, 4.4, 4.267213114754099)","(5.0, 7.2, 6.931645569620253)","(3.9, 4.8, 4.790909090909091)","(10.0, 13.5, 12.73076923076923)","(11.0, 14.5, 14.155737704918034)","(6.0, 7.0, 6.917808219178082)","(19.0, 27.0, 24.9)","(20.0, 34.0, 32.57142857142857)","(26.0, 44.0, 41.77777777777778)","(31.0, 50.0, 45.0)"
05-01-2023 15:16:23.008929,"(3.7, 4.4, 4.267213114754099)","(5.0, 7.2, 6.950588235294117)","(3.9, 4.8, 4.790909090909091)","(10.0, 13.5, 12.428571428571429)","(11.0, 14.5, 14.155737704918034)","(6.0, 7.0, 6.917808219178082)","(19.0, 27.0, 26.0)","(20.0, 34.0, 32.57142857142857)","(26.0, 44.0, 37.888888888888886)","(31.0, 50.0, 45.2)"
05-01-2023 15:16:24.244163,"(3.7, 4.4, 4.2763358778625955)","(5.0, 7.2, 6.941463414634146)","(3.9, 4.8, 4.795454545454545)","(10.0, 13.0, 12.5)","(11.0, 14.5, 14.216216216216216)","(6.0, 7.0, 6.8125)","(19.0, 27.0, 26.0)","(20.0, 34.0, 32.57142857142857)","(26.0, 44.0, 37.888888888888886)","(31.0, 50.0, 45.03448275862069)"
05-01-2023 15:16:25.511175,"(3.7, 4.4, 4.2763358778625955)","(5.0, 7.2, 6.941463414634146)","(3.9, 4.8, 4.796969696969697)","(10.0, 13.0, 12.5)","(11.0, 14.5, 14.216216216216216)","(6.0, 7.0, 6.8125)","(19.0, 27.0, 26.0)","(20.0, 34.0, 32.57142857142857)","(26.0, 44.0, 39.21739130434783)","(31.0, 50.0, 44.0)"
05-01-2023 15:16:26.842041,"(3.7, 4.4, 4.2763358778625955)","(5.0, 7.2, 6.941463414634146)","(3.9, 4.8, 4.796969696969697)","(10.0, 13.5, 12.666666666666666)","(11.0, 14.5, 14.216216216216216)","(6.0, 7.0, 6.8125)","(19.0, 27.0, 26.0)","(20.0, 34.0, 33.0)","(26.0, 44.0, 39.21739130434783)","(31.0, 48.0, 44.0)"
05-01-2023 15:16:28.207743,"(3.7, 4.4, 4.2763358778625955)","(5.0, 7.2, 6.941463414634146)","(3.9, 4.8, 4.796969696969697)","(10.0, 13.0, 12.666666666666666)","(11.0, 14.5, 14.227272727272727)","(6.0, 7.0, 6.8125)","(19.0, 27.0, 26.0)","(20.0, 34.0, 33.0)","(26.0, 44.0, 39.21739130434783)","(31.0, 48.0, 40.827586206896555)"
05-01-2023 15:16:29.582943,"(3.7, 4.4, 4.2763358778625955)","(5.0, 7.2, 6.941463414634146)","(3.9, 4.8, 4.796153846153846)","(10.0, 13.0, 12.428571428571429)","(11.0, 14.5, 14.227272727272727)","(6.0, 7.0, 6.8125)","(19.0, 27.0, 26.0)","(20.0, 34.0, 33.0)","(26.0, 44.0, 39.21739130434783)","(31.0, 48.0, 41.88235294117647)"
05-01-2023 15:16:30.917836,"(3.7, 4.4, 4.267213114754099)","(5.0, 7.2, 7.1)","(3.9, 4.8, 4.796153846153846)","(10.0, 13.5, 12.666666666666666)","(11.0, 14.5, 14.227272727272727)","(6.0, 7.0, 6.8125)","(19.0, 27.0, 26.0)","(20.0, 34.0, 32.0)","(26.0, 44.0, 39.21739130434783)","(31.0, 48.0, 41.88235294117647)"
05-01-2023 15:16:32.286477,"(3.7, 4.4, 4.267213114754099)","(5.0, 6.8, 6.7894736842105265)","(3.9, 4.8, 4.796153846153846)","(10.0, 13.0, 12.666666666666666)","(11.0, 14.5, 14.227272727272727)","(6.0, 7.0, 6.8125)","(19.0, 27.0, 26.0)","(20.0, 34.0, 32.0)","(26.0, 44.0, 39.21739130434783)","(31.0, 48.0, 41.88235294117647)"
05-01-2023 15:16:33.601319,"(3.7, 4.4, 4.267213114754099)","(5.0, 6.8, 6.7894736842105265)","(3.9, 4.8, 4.796153846153846)","(10.0, 13.0, 12.428571428571429)","(11.0, 14.5, 14.227272727272727)","(6.0, 7.0, 6.8125)","(19.0, 27.0, 26.0)","(20.0, 34.0, 32.333333333333336)","(26.0, 44.0, 39.21739130434783)","(31.0, 48.0, 41.88235294117647)"
05-01-2023 15:16:34.963767,"(3.7, 4.3, 4.262121212121212)","(5.0, 6.8, 6.7894736842105265)","(3.9, 4.8, 4.796153846153846)","(10.0, 13.5, 12.75)","(11.0, 14.5, 14.223684210526315)","(6.0, 7.0, 6.8125)","(19.0, 27.0, 26.0)","(20.0, 34.0, 32.333333333333336)","(26.0, 44.0, 39.21739130434783)","(31.0, 48.0, 41.88235294117647)"
05-01-2023 15:16:36.361075,"(3.7, 4.3, 4.262121212121212)","(5.0, 6.8, 6.888235294117647)","(3.9, 4.8, 4.73)","(10.0, 13.0, 12.692307692307692)","(11.0, 14.5, 14.223684210526315)","(6.0, 7.0, 6.8125)","(19.0, 27.0, 26.0)","(20.0, 34.0, 32.333333333333336)","(26.0, 44.0, 39.925925925925924)","(31.0, 48.0, 41.88235294117647)"
05-01-2023 15:16:37.720165,"(3.7, 4.3, 4.262121212121212)","(5.0, 7.2, 6.888235294117647)","(3.9, 4.8, 4.73)","(10.0, 13.0, 12.692307692307692)","(11.0, 14.5, 14.223684210526315)","(6.0, 7.0, 6.8125)","(19.0, 27.0, 26.0)","(20.0, 34.0, 32.333333333333336)","(26.0, 44.0, 41.0)","(31.0, 48.0, 42.666666666666664)"
05-01-2023 15:16:39.006333,"(3.7, 4.3, 4.273214285714285)","(5.5, 7.2, 6.888235294117647)","(4.0, 4.8, 4.718840579710145)","(10.0, 13.0, 12.710526315789474)","(11.0, 14.5, 14.223684210526315)","(6.0, 7.0, 6.8125)","(20.0, 27.0, 26.0)","(21.0, 34.0, 32.333333333333336)","(26.0, 46.0, 42.285714285714285)","(31.0, 48.0, 42.666666666666664)"
05-01-2023 15:16:40.317105,"(3.7, 4.3, 4.275409836065574)","(5.5, 7.2, 6.888235294117647)","(4.0, 4.8, 4.718840579710145)","(10.0, 13.5, 12.710526315789474)","(11.0, 14.5, 14.223684210526315)","(6.0, 7.0, 6.8125)","(20.0, 27.0, 26.0)","(21.0, 34.0, 32.333333333333336)","(26.0, 48.0, 42.285714285714285)","(31.0, 48.0, 42.666666666666664)"
05-01-2023 15:16:41.665450,"(3.7, 4.3, 4.275409836065574)","(5.5, 7.2, 6.888235294117647)","(4.0, 4.8, 4.718840579710145)","(10.0, 13.5, 12.391304347826086)","(11.0, 14.5, 14.223684210526315)","(6.0, 7.0, 6.8125)","(20.0, 27.0, 26.0)","(21.0, 34.0, 32.333333333333336)","(26.0, 48.0, 42.285714285714285)","(31.0, 48.0, 45.87755102040816)"
05-01-2023 15:16:43.013817,"(3.7, 4.3, 4.280769230769231)","(5.5, 7.2, 6.888235294117647)","(4.0, 4.8, 4.718840579710145)","(10.0, 13.0, 12.166666666666666)","(11.0, 14.5, 14.223684210526315)","(6.0, 7.0, 6.8125)","(20.0, 27.0, 26.0)","(21.0, 34.0, 33.0)","(26.0, 48.0, 42.285714285714285)","(31.0, 48.0, 46.0377358490566)"
05-01-2023 15:16:44.340525,"(3.7, 4.3, 4.285714285714286)","(5.5, 7.2, 6.888235294117647)","(4.0, 4.8, 4.718840579710145)","(10.0, 13.0, 12.095238095238095)","(11.0, 14.5, 14.223684210526315)","(6.0, 7.0, 6.8125)","(20.0, 27.0, 26.0)","(21.0, 34.0, 33.0)","(26.0, 48.0, 43.0)","(31.0, 48.0, 46.0377358490566)"
05-01-2023 15:16:45.658605,"(3.7, 4.3, 4.285714285714286)","(5.5, 7.2, 6.888235294117647)","(4.0, 4.8, 4.718840579710145)","(10.0, 13.0, 12.095238095238095)","(11.0, 14.5, 14.223684210526315)","(6.0, 7.0, 6.8125)","(20.0, 27.0, 26.0)","(21.0, 34.0, 33.0)","(26.0, 48.0, 44.42857142857143)","(31.0, 48.0, 46.0377358490566)"
05-01-2023 15:16:46.981846,"(3.7, 4.3, 4.285714285714286)","(5.5, 7.2, 6.888235294117647)","(4.0, 4.8, 4.718840579710145)","(10.0, 13.0, 12.095238095238095)","(11.0, 14.5, 14.223684210526315)","(6.0, 7.0, 6.8125)","(20.0, 27.0, 26.0)","(21.0, 34.0, 33.0)","(26.0, 48.0, 44.42857142857143)","(31.0, 48.0, 46.0377358490566)"
05-01-2023 15:16:48.263850,"(3.7, 4.3, 4.285714285714286)","(5.5, 7.2, 6.888235294117647)","(4.0, 4.8, 4.718840579710145)","(10.0, 13.0, 12.095238095238095)","(11.0, 14.5, 14.223684210526315)","(6.0, 7.0, 6.8125)","(20.0, 27.0, 26.0)","(21.0, 34.0, 33.25)","(26.0, 55.0, 49.333333333333336)","(31.0, 48.0, 46.0377358490566)"
05-01-2023 15:16:49.577711,"(3.7, 4.4, 4.315277777777777)","(5.5, 7.2, 6.888235294117647)","(4.0, 4.8, 4.718840579710145)","(10.0, 13.0, 12.095238095238095)","(11.0, 14.5, 14.255813953488373)","(6.0, 6.6, 6.456603773584906)","(20.0, 27.0, 26.0)","(21.0, 34.0, 33.25)","(26.0, 50.0, 47.75)","(31.0, 48.0, 46.0377358490566)"
05-01-2023 15:16:50.945145,"(3.7, 4.4, 4.314666666666667)","(5.5, 7.2, 6.921739130434783)","(4.0, 4.8, 4.718840579710145)","(10.0, 13.0, 12.095238095238095)","(11.0, 14.5, 14.255813953488373)","(6.0, 6.6, 6.4051282051282055)","(20.0, 27.0, 26.0)","(21.0, 34.0, 33.25)","(26.0, 50.0, 47.75)","(31.0, 48.0, 46.0377358490566)"
05-01-2023 15:16:52.309253,"(3.7, 4.4, 4.314666666666667)","(5.5, 7.2, 6.93125)","(4.0, 4.8, 4.696610169491525)","(10.0, 13.0, 12.4375)","(11.0, 14.5, 14.274725274725276)","(6.0, 6.6, 6.149315068493151)","(20.0, 27.0, 26.25)","(21.0, 34.0, 33.25)","(26.0, 50.0, 43.90909090909091)","(31.0, 48.0, 42.54545454545455)"
05-01-2023 15:16:53.642665,"(3.7, 4.6, 4.447619047619048)","(5.5, 7.2, 6.961111111111111)","(4.0, 4.7, 4.683333333333334)","(10.0, 13.0, 12.55)","(11.0, 14.5, 14.294117647058824)","(6.0, 6.2, 6.187755102040817)","(20.0, 27.0, 26.142857142857142)","(21.0, 34.0, 32.0)","(26.0, 48.0, 40.8)","(31.0, 44.0, 42.5)"
05-01-2023 15:16:55.009750,"(3.7, 4.7, 4.617808219178082)","(5.5, 7.2, 7.018947368421053)","(4.0, 4.7, 4.683333333333334)","(10.0, 13.0, 12.55)","(11.0, 14.5, 14.294117647058824)","(6.0, 6.2, 6.187755102040817)","(20.0, 27.0, 26.142857142857142)","(21.0, 34.0, 32.57142857142857)","(26.0, 48.0, 43.2)","(31.0, 44.0, 42.5)"
05-01-2023 15:16:56.368137,"(3.7, 4.7, 4.616049382716049)","(5.5, 7.2, 7.020833333333333)","(4.0, 4.7, 4.697183098591549)","(10.0, 13.0, 12.55)","(11.0, 14.5, 14.294117647058824)","(6.0, 6.2, 6.187755102040817)","(20.0, 27.0, 26.142857142857142)","(21.0, 34.0, 32.75)","(26.0, 48.0, 44.869565217391305)","(31.0, 44.0, 43.2)"
05-01-2023 15:16:57.714013,"(3.7, 4.7, 4.616049382716049)","(5.5, 7.2, 7.020833333333333)","(4.0, 4.7, 4.697183098591549)","(10.0, 13.0, 12.55)","(11.0, 14.5, 14.294117647058824)","(6.0, 6.2, 6.56875)","(20.0, 27.0, 26.142857142857142)","(21.0, 34.0, 33.0)","(26.0, 48.0, 44.869565217391305)","(31.0, 44.0, 42.90909090909091)"
05-01-2023 15:16:59.029501,"(3.7, 4.7, 4.616049382716049)","(5.5, 7.2, 7.020833333333333)","(4.0, 4.6, 4.523076923076923)","(10.0, 13.0, 12.55)","(11.0, 14.5, 14.294117647058824)","(6.0, 6.6, 6.567123287671232)","(20.0, 27.0, 26.142857142857142)","(21.0, 34.0, 33.0)","(26.0, 48.0, 44.869565217391305)","(31.0, 44.0, 42.90909090909091)"
05-01-2023 15:17:00.345108,"(3.7, 4.7, 4.616049382716049)","(5.5, 7.2, 7.020833333333333)","(4.2, 4.6, 4.516352201257861)","(10.0, 13.0, 12.48076923076923)","(11.0, 14.5, 14.278481012658228)","(6.0, 6.6, 6.582222222222222)","(20.0, 27.0, 26.142857142857142)","(21.0, 34.0, 33.0)","(26.0, 48.0, 44.869565217391305)","(31.0, 44.0, 42.90909090909091)"
05-01-2023 15:17:01.684048,"(3.7, 4.7, 4.616049382716049)","(5.5, 7.2, 7.036)","(4.2, 4.6, 4.516352201257861)","(10.0, 13.0, 12.19)","(11.0, 14.5, 14.278481012658228)","(6.0, 6.6, 6.576470588235294)","(20.0, 27.0, 26.142857142857142)","(21.0, 34.0, 33.0)","(26.0, 48.0, 49.130434782608695)","(31.0, 44.0, 42.90909090909091)"
05-01-2023 15:17:03.037964,"(3.7, 4.7, 4.61625)","(5.5, 7.2, 7.025531914893617)","(4.2, 4.6, 4.450675675675676)","(10.0, 13.0, 12.19)","(11.0, 14.5, 14.278481012658228)","(6.0, 6.6, 6.576470588235294)","(20.0, 27.0, 26.142857142857142)","(21.0, 34.0, 33.0)","(26.0, 55.0, 47.77777777777778)","(31.0, 44.0, 42.90909090909091)"
05-01-2023 15:17:04.337923,"(3.7, 4.7, 4.61625)","(5.5, 7.2, 7.1911764705882355)","(4.2, 4.5, 4.441129032258065)","(10.0, 13.0, 12.351851851851851)","(11.0, 14.5, 14.253521126760564)","(6.0, 6.6, 6.574999999999999)","(20.0, 27.0, 26.25)","(21.0, 34.0, 33.0)","(26.0, 50.0, 48.75)","(31.0, 44.0, 42.8)"
05-01-2023 15:17:05.648927,"(3.7, 4.7, 4.630208333333333)","(5.5, 7.2, 7.571428571428571)","(4.2, 4.5, 4.4170454545454545)","(10.0, 12.5, 12.351851851851851)","(11.0, 14.5, 14.253521126760564)","(6.0, 6.6, 6.574999999999999)","(20.0, 27.0, 26.75)","(21.0, 34.0, 33.142857142857146)","(26.0, 50.0, 49.0)","(31.0, 44.0, 42.8)"
05-01-2023 15:17:07.013126,"(3.7, 4.7, 4.630208333333333)","(5.5, 7.8, 7.4941176470588236)","(4.2, 4.5, 4.412295081967214)","(10.0, 12.5, 12.351851851851851)","(11.0, 14.5, 14.253521126760564)","(6.0, 6.6, 6.569230769230769)","(20.0, 29.0, 26.75)","(21.0, 34.0, 33.142857142857146)","(26.0, 50.0, 48.82352941176471)","(31.0, 44.0, 42.8)"
05-01-2023 15:17:08.360833,"(3.7, 4.7, 4.630208333333333)","(5.5, 7.8, 7.4941176470588236)","(4.2, 4.5, 4.424647887323944)","(10.0, 12.5, 12.289473684210526)","(11.0, 14.5, 14.253521126760564)","(6.0, 6.6, 6.569230769230769)","(20.0, 29.0, 27.384615384615383)","(21.0, 34.0, 33.142857142857146)","(26.0, 50.0, 50.04761904761905)","(31.0, 44.0, 42.8)"
05-01-2023 15:17:09.683968,"(3.7, 4.7, 4.633333333333333)","(5.5, 7.8, 7.4941176470588236)","(4.2, 4.5, 4.475806451612903)","(10.0, 13.0, 12.382352941176471)","(11.0, 14.5, 13.845238095238095)","(6.0, 6.6, 6.569230769230769)","(20.0, 32.0, 28.0)","(21.0, 34.0, 33.142857142857146)","(26.0, 55.0, 48.5)","(31.0, 44.0, 42.8)"
05-01-2023 15:17:11.036974,"(3.7, 4.7, 4.6482758620689655)","(5.5, 7.8, 7.4879999999999995)","(4.2, 4.5, 4.4573170731707314)","(10.0, 12.5, 12.382352941176471)","(11.0, 14.0, 13.845238095238095)","(6.0, 6.6, 6.569230769230769)","(20.0, 30.0, 29.2)","(21.0, 34.0, 33.142857142857146)","(26.0, 50.0, 50.04761904761905)","(31.0, 44.0, 42.8)"
05-01-2023 15:17:12.375819,"(3.7, 4.9, 4.766666666666667)","(5.5, 7.8, 7.4879999999999995)","(4.2, 4.6, 4.4573170731707314)","(10.0, 12.5, 12.289473684210526)","(11.0, 14.0, 13.75438596491228)","(6.0, 6.6, 6.569230769230769)","(20.0, 30.0, 27.0)","(21.0, 34.0, 33.142857142857146)","(26.0, 55.0, 47.77777777777778)","(31.0, 44.0, 42.8)"
05-01-2023 15:17:13.706335,"(3.7, 4.9, 4.766666666666667)","(5.5, 7.8, 7.4879999999999995)","(4.2, 4.6, 4.4573170731707314)","(10.0, 13.0, 12.382352941176471)","(11.0, 14.0, 13.75438596491228)","(6.0, 6.6, 6.611428571428571)","(20.0, 29.0, 27.25)","(21.0, 34.0, 33.142857142857146)","(26.0, 50.0, 48.93333333333334)","(31.0, 44.0, 42.8)"
05-01-2023 15:17:15.059531,"(3.7, 4.9, 4.757894736842105)","(5.5, 7.8, 7.4879999999999995)","(4.2, 4.6, 4.4573170731707314)","(10.0, 12.5, 12.382352941176471)","(11.0, 14.0, 14.039473684210526)","(6.0, 7.0, 6.611428571428571)","(20.0, 28.0, 27.142857142857142)","(21.0, 34.0, 33.142857142857146)","(26.0, 50.0, 47.2)","(31.0, 44.0, 43.30769230769231)"
05-01-2023 15:17:16.425166,"(3.7, 4.9, 4.72)","(5.5, 7.8, 7.7272727272727275)","(4.2, 4.6, 4.510687022900763)","(10.0, 12.5, 12.724489795918368)","(11.0, 14.5, 14.142857142857142)","(6.0, 7.0, 6.3578947368421055)","(20.0, 28.0, 26.428571428571427)","(21.0, 34.0, 33.333333333333336)","(26.0, 50.0, 44.6)","(31.0, 44.0, 42.285714285714285)"
05-01-2023 15:17:17.750089,"(3.7, 4.6, 4.510031347962382)","(5.5, 7.8, 7.778947368421052)","(4.2, 4.6, 4.510687022900763)","(10.0, 13.0, 12.653846153846153)","(11.0, 14.5, 14.142857142857142)","(6.0, 6.4, 6.3578947368421055)","(20.0, 27.0, 26.428571428571427)","(21.0, 34.0, 33.333333333333336)","(26.0, 48.0, 43.565217391304344)","(31.0, 44.0, 42.285714285714285)"
05-01-2023 15:17:19.000008,"(3.7, 4.6, 4.510031347962382)","(5.5, 7.8, 7.778947368421052)","(4.2, 4.6, 4.510687022900763)","(10.0, 13.0, 12.653846153846153)","(11.0, 14.5, 14.142857142857142)","(6.0, 6.4, 6.3578947368421055)","(20.0, 27.0, 26.25)","(21.0, 34.0, 33.333333333333336)","(26.0, 48.0, 42.705882352941174)","(31.0, 44.0, 42.285714285714285)"
05-01-2023 15:17:20.278763,"(3.7, 4.6, 4.505280528052805)","(5.5, 7.8, 7.778947368421052)","(4.2, 4.6, 4.510687022900763)","(10.0, 13.0, 12.653846153846153)","(11.0, 14.5, 14.142857142857142)","(6.0, 6.4, 6.353846153846154)","(20.0, 27.0, 26.076923076923077)","(21.0, 34.0, 33.333333333333336)","(26.0, 48.0, 42.705882352941174)","(31.0, 44.0, 42.285714285714285)"
