,Alaskan Storm,Allonsy,Dominion Dancer,Frankly Rosie,Subculture,Tempestarii,World War Two,Mississippi Maggie,Pierroma,Reo
08-01-2023 13:41:39.037339,"(2.9, 3.5, 3.3875)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(16.0, 23.0, 21.5)","(5.5, 7.0, 6.828571428571428)","(101.0, 360.0, 246.66666666666666)","(3.0, 3.6, 3.5040983606557377)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.9, 4.736363636363636)"
08-01-2023 13:41:40.278676,"(2.9, 3.5, 3.3875)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(16.0, 23.0, 22.076923076923077)","(5.5, 7.0, 6.828571428571428)","(101.0, 360.0, 275.0)","(3.0, 3.6, 3.5040983606557377)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.9, 4.736363636363636)"
08-01-2023 13:41:41.526746,"(2.9, 3.5, 3.419642857142857)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(16.0, 23.0, 22.076923076923077)","(5.5, 7.0, 6.828571428571428)","(101.0, 360.0, 275.0)","(3.0, 3.6, 3.5040983606557377)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.9, 4.72)"
08-01-2023 13:41:42.797927,"(2.9, 3.5, 3.4296875)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.66666666666667)","(16.0, 23.0, 22.076923076923077)","(5.5, 7.0, 6.828571428571428)","(101.0, 360.0, 275.0)","(3.0, 3.6, 3.5040983606557377)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.9, 4.72)"
08-01-2023 13:41:44.050723,"(2.9, 3.5, 3.425)","(81.0, 210.0, 180.0)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.66666666666667)","(16.0, 23.0, 22.076923076923077)","(5.5, 7.0, 6.828571428571428)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.6, 3.5040983606557377)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.9, 4.72)"
08-01-2023 13:41:45.359417,"(2.9, 3.5, 3.425)","(81.0, 210.0, 180.0)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.66666666666667)","(16.0, 23.0, 21.5)","(5.5, 7.0, 6.723076923076923)","(101.0, 360.0, 275.0)","(3.0, 3.6, 3.5040983606557377)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.9, 4.72)"
08-01-2023 13:41:46.594203,"(2.9, 3.5, 3.425)","(81.0, 210.0, 180.0)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.66666666666667)","(16.0, 23.0, 21.333333333333332)","(5.5, 7.0, 6.723076923076923)","(101.0, 360.0, 275.0)","(3.0, 3.6, 3.57)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.9, 4.752380952380952)"
08-01-2023 13:41:47.784655,"(2.9, 3.5, 3.432142857142857)","(81.0, 210.0, 180.0)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.66666666666667)","(16.0, 22.0, 21.5)","(5.5, 7.0, 6.723076923076923)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.65, 3.574324324324324)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.752380952380952)"
08-01-2023 13:41:49.009176,"(2.9, 3.5, 3.432142857142857)","(81.0, 210.0, 180.0)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.66666666666667)","(16.0, 22.0, 21.5)","(5.5, 7.0, 6.723076923076923)","(101.0, 360.0, 246.66666666666666)","(3.0, 3.65, 3.574324324324324)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.752380952380952)"
08-01-2023 13:41:50.173597,"(2.9, 3.5, 3.432142857142857)","(81.0, 210.0, 180.0)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.66666666666667)","(16.0, 22.0, 21.5)","(5.5, 7.0, 6.723076923076923)","(101.0, 360.0, 246.66666666666666)","(3.0, 3.65, 3.574324324324324)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.752380952380952)"
08-01-2023 13:41:51.371533,"(2.9, 3.55, 3.475)","(81.0, 210.0, 180.0)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.66666666666667)","(16.0, 22.0, 21.5)","(5.5, 7.0, 6.723076923076923)","(101.0, 360.0, 246.66666666666666)","(3.0, 3.65, 3.574324324324324)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.752380952380952)"
08-01-2023 13:41:52.566678,"(2.9, 3.55, 3.475)","(81.0, 210.0, 180.0)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.66666666666667)","(16.0, 22.0, 21.342105263157894)","(5.5, 7.0, 6.723076923076923)","(101.0, 360.0, 246.66666666666666)","(3.0, 3.65, 3.574324324324324)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.752380952380952)"
08-01-2023 13:41:53.782883,"(2.9, 3.6, 3.531578947368421)","(81.0, 210.0, 196.66666666666666)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.66666666666667)","(16.0, 22.0, 21.342105263157894)","(5.5, 7.0, 6.723076923076923)","(101.0, 360.0, 246.66666666666666)","(3.0, 3.65, 3.5652173913043477)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.752380952380952)"
08-01-2023 13:41:55.043390,"(2.9, 3.6, 3.5272727272727273)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.66666666666667)","(16.0, 22.0, 20.214285714285715)","(5.5, 7.0, 6.723076923076923)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.6, 3.5652173913043477)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.752380952380952)"
08-01-2023 13:41:56.321539,"(2.9, 3.6, 3.533333333333333)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.66666666666667)","(16.0, 22.0, 20.214285714285715)","(5.5, 7.0, 6.676190476190476)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.6, 3.5652173913043477)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.76)"
08-01-2023 13:41:57.584744,"(2.9, 3.6, 3.5500000000000003)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.66666666666667)","(16.0, 22.0, 20.214285714285715)","(5.5, 7.0, 6.676190476190476)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.6, 3.557894736842105)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.76)"
08-01-2023 13:41:58.932354,"(2.9, 3.6, 3.5307692307692307)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.66666666666667)","(16.0, 22.0, 20.214285714285715)","(5.5, 7.0, 6.676190476190476)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.6, 3.5785714285714287)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.76)"
08-01-2023 13:42:00.211689,"(2.9, 3.6, 3.5307692307692307)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.0)","(16.0, 22.0, 20.214285714285715)","(5.5, 7.0, 6.676190476190476)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.6, 3.5785714285714287)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.76)"
08-01-2023 13:42:01.459437,"(2.9, 3.55, 3.515)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.0)","(16.0, 22.0, 20.0)","(5.5, 7.0, 6.676190476190476)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.6, 3.5785714285714287)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.76)"
08-01-2023 13:42:02.669255,"(2.9, 3.55, 3.515)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.0)","(16.0, 22.0, 20.571428571428573)","(5.5, 7.0, 6.676190476190476)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.6, 3.5785714285714287)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.76)"
08-01-2023 13:42:03.997031,"(2.9, 3.55, 3.5277777777777777)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.0)","(16.0, 22.0, 20.571428571428573)","(5.5, 7.0, 6.676190476190476)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.6, 3.5785714285714287)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.676923076923076)"
08-01-2023 13:42:05.230507,"(2.9, 3.55, 3.520833333333333)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.0)","(16.0, 22.0, 20.38235294117647)","(5.5, 7.0, 6.676190476190476)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.6, 3.5892857142857144)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.676923076923076)"
08-01-2023 13:42:06.559885,"(2.9, 3.55, 3.519230769230769)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.0)","(16.0, 22.0, 20.38235294117647)","(5.5, 7.0, 6.716666666666667)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.6, 3.5892857142857144)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.697560975609756)"
08-01-2023 13:42:07.941078,"(2.9, 3.55, 3.519230769230769)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.0)","(16.0, 22.0, 20.38235294117647)","(5.5, 7.0, 6.716666666666667)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.6, 3.5892857142857144)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.697560975609756)"
08-01-2023 13:42:09.160050,"(2.9, 3.55, 3.519230769230769)","(81.0, 210.0, 180.0)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 106.0)","(16.0, 22.0, 20.38235294117647)","(5.5, 7.0, 6.716666666666667)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.6, 3.5892857142857144)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.686486486486486)"
08-01-2023 13:42:10.404136,"(2.9, 3.55, 3.519230769230769)","(81.0, 210.0, 190.0)","(71.0, 200.0, 193.33333333333334)","(61.0, 130.0, 110.0)","(16.0, 22.0, 20.870967741935484)","(5.5, 7.0, 6.716666666666667)","(101.0, 360.0, 260.0)","(3.0, 3.6, 3.58125)","(81.0, 230.0, 210.0)","(3.7, 4.8, 4.609756097560975)"
08-01-2023 13:42:11.614943,"(2.9, 3.55, 3.5285714285714285)","(81.0, 230.0, 200.0)","(71.0, 200.0, 193.33333333333334)","(61.0, 130.0, 120.0)","(16.0, 22.0, 20.842105263157894)","(5.5, 7.0, 6.716666666666667)","(101.0, 360.0, 260.0)","(3.0, 3.6, 3.58125)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.609756097560975)"
08-01-2023 13:42:12.775305,"(2.9, 3.55, 3.5285714285714285)","(81.0, 230.0, 200.0)","(71.0, 200.0, 193.33333333333334)","(61.0, 130.0, 120.0)","(16.0, 21.0, 20.842105263157894)","(5.5, 7.0, 6.716666666666667)","(101.0, 360.0, 266.6666666666667)","(3.0, 3.6, 3.58125)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.609756097560975)"
08-01-2023 13:42:13.943515,"(2.9, 3.55, 3.5285714285714285)","(81.0, 230.0, 200.0)","(71.0, 200.0, 193.33333333333334)","(61.0, 130.0, 120.0)","(15.0, 21.0, 20.88235294117647)","(5.5, 7.0, 6.804651162790697)","(101.0, 380.0, 263.3333333333333)","(3.0, 3.6, 3.58125)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.609756097560975)"
08-01-2023 13:42:15.116268,"(2.9, 3.55, 3.5285714285714285)","(81.0, 230.0, 200.0)","(71.0, 200.0, 193.33333333333334)","(61.0, 130.0, 120.0)","(15.0, 21.0, 20.75)","(5.5, 7.0, 6.7299999999999995)","(101.0, 370.0, 256.6666666666667)","(3.0, 3.6, 3.58125)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.609756097560975)"
08-01-2023 13:42:16.361637,"(2.9, 3.55, 3.5285714285714285)","(81.0, 230.0, 200.0)","(71.0, 200.0, 193.33333333333334)","(61.0, 130.0, 120.0)","(15.0, 21.0, 20.75)","(5.5, 6.8, 6.7299999999999995)","(101.0, 370.0, 256.6666666666667)","(3.0, 3.6, 3.58125)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.609756097560975)"
08-01-2023 13:42:17.607124,"(2.9, 3.55, 3.5464285714285713)","(81.0, 230.0, 200.0)","(71.0, 200.0, 193.33333333333334)","(61.0, 130.0, 120.0)","(15.0, 21.0, 20.75)","(5.5, 6.8, 6.7299999999999995)","(101.0, 370.0, 256.6666666666667)","(3.0, 3.6, 3.58125)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.609756097560975)"
08-01-2023 13:42:18.899168,"(2.9, 3.55, 3.5464285714285713)","(81.0, 230.0, 200.0)","(71.0, 200.0, 193.33333333333334)","(61.0, 130.0, 121.42857142857143)","(15.0, 21.0, 20.75)","(5.5, 6.8, 6.7299999999999995)","(101.0, 370.0, 256.6666666666667)","(3.0, 3.6, 3.585714285714286)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.624489795918367)"
08-01-2023 13:42:20.189746,"(2.9, 3.55, 3.5416666666666665)","(81.0, 230.0, 200.0)","(71.0, 200.0, 193.33333333333334)","(61.0, 130.0, 121.42857142857143)","(15.0, 21.0, 20.75)","(5.5, 6.8, 6.676923076923076)","(101.0, 370.0, 256.6666666666667)","(3.0, 3.6, 3.585714285714286)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.624489795918367)"
08-01-2023 13:42:21.428660,"(2.9, 3.55, 3.5416666666666665)","(81.0, 230.0, 200.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 121.42857142857143)","(15.0, 21.0, 21.5)","(5.5, 6.8, 6.676923076923076)","(101.0, 370.0, 256.6666666666667)","(3.0, 3.6, 3.585714285714286)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.607407407407407)"
08-01-2023 13:42:22.657519,"(2.9, 3.55, 3.5227272727272725)","(81.0, 230.0, 200.0)","(71.0, 200.0, 170.0)","(61.0, 130.0, 121.42857142857143)","(15.0, 22.0, 21.8)","(5.5, 6.8, 6.676923076923076)","(101.0, 370.0, 256.6666666666667)","(3.0, 3.6, 3.585714285714286)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.6056603773584905)"
08-01-2023 13:42:23.892397,"(2.9, 3.55, 3.5227272727272725)","(81.0, 230.0, 200.0)","(71.0, 190.0, 170.0)","(61.0, 130.0, 121.42857142857143)","(15.0, 22.0, 21.8)","(5.5, 6.8, 6.631578947368421)","(101.0, 370.0, 234.0)","(3.0, 3.6, 3.5846153846153848)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.6056603773584905)"
08-01-2023 13:42:25.108071,"(2.9, 3.55, 3.5227272727272725)","(81.0, 230.0, 200.0)","(71.0, 190.0, 170.0)","(61.0, 130.0, 120.0)","(15.0, 22.0, 21.636363636363637)","(5.5, 6.8, 6.699999999999999)","(101.0, 370.0, 234.0)","(3.0, 3.6, 3.58)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.6056603773584905)"
08-01-2023 13:42:26.337803,"(2.9, 3.55, 3.5458333333333334)","(81.0, 230.0, 200.0)","(71.0, 190.0, 175.0)","(61.0, 130.0, 121.42857142857143)","(15.0, 22.0, 20.666666666666668)","(5.5, 6.8, 6.705882352941177)","(101.0, 370.0, 234.0)","(3.0, 3.6, 3.605769230769231)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.579310344827586)"
08-01-2023 13:42:27.576375,"(2.9, 3.55, 3.5458333333333334)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 121.42857142857143)","(15.0, 22.0, 21.72222222222222)","(5.5, 7.0, 6.705882352941177)","(101.0, 370.0, 234.0)","(3.0, 3.65, 3.605769230769231)","(81.0, 230.0, 210.0)","(3.7, 4.6, 4.576923076923077)"
08-01-2023 13:42:28.876732,"(2.9, 3.55, 3.5458333333333334)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 121.42857142857143)","(15.0, 22.0, 21.72222222222222)","(5.5, 7.0, 6.638297872340425)","(101.0, 370.0, 234.0)","(3.0, 3.65, 3.6173076923076923)","(81.0, 230.0, 210.0)","(3.7, 4.6, 4.5701754385964914)"
08-01-2023 13:42:30.114120,"(2.9, 3.6, 3.5304347826086957)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 175.0)","(61.0, 130.0, 121.42857142857143)","(15.0, 22.0, 21.6)","(5.5, 6.8, 6.446153846153846)","(101.0, 370.0, 234.0)","(3.0, 3.65, 3.6173076923076923)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:31.413743,"(2.9, 3.6, 3.57)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 121.42857142857143)","(15.0, 23.0, 20.2)","(5.5, 6.6, 6.446153846153846)","(101.0, 370.0, 253.33333333333334)","(3.0, 3.65, 3.6173076923076923)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:32.679671,"(2.9, 3.6, 3.57)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 121.42857142857143)","(15.0, 23.0, 20.2)","(5.5, 6.6, 6.446153846153846)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.65, 3.6173076923076923)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:33.890454,"(2.9, 3.6, 3.57)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 121.42857142857143)","(15.0, 23.0, 21.545454545454547)","(5.5, 6.6, 6.446153846153846)","(101.0, 350.0, 270.0)","(3.0, 3.65, 3.61304347826087)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:35.133200,"(2.9, 3.6, 3.57)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 20.4375)","(5.5, 6.6, 6.446153846153846)","(101.0, 340.0, 232.0)","(3.0, 3.65, 3.61304347826087)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:36.316381,"(2.9, 3.6, 3.57)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 20.4375)","(5.5, 6.6, 6.446153846153846)","(101.0, 360.0, 232.0)","(3.0, 3.65, 3.6166666666666667)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:37.484069,"(2.9, 3.55, 3.488095238095238)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 21.583333333333332)","(5.5, 6.6, 6.446153846153846)","(101.0, 360.0, 232.0)","(3.0, 3.65, 3.6184210526315788)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:38.645734,"(2.9, 3.55, 3.47972972972973)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 21.5)","(5.5, 6.6, 6.495081967213115)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.65, 3.672222222222222)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.578688524590164)"
08-01-2023 13:42:39.810135,"(2.9, 3.5, 3.490740740740741)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 21.5)","(5.5, 6.6, 6.4896551724137925)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.7, 3.683333333333333)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:41.059937,"(2.9, 3.5, 3.490740740740741)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 21.5)","(5.5, 6.6, 6.4896551724137925)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.75, 3.7)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:42.355094,"(2.9, 3.5, 3.490740740740741)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 21.5)","(5.5, 6.6, 6.4896551724137925)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.75, 3.7)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:43.607097,"(2.9, 3.5, 3.490740740740741)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 21.5)","(5.5, 6.6, 6.454545454545455)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.75, 3.7)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:44.864954,"(2.9, 3.5, 3.4733333333333336)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 21.5)","(5.5, 6.6, 6.454545454545455)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.75, 3.7)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:46.128383,"(2.9, 3.5, 3.485)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 21.5)","(5.5, 6.6, 6.454545454545455)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.75, 3.7)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:47.362658,"(2.9, 3.5, 3.485)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 21.5)","(5.5, 6.6, 6.454545454545455)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.75, 3.7)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:48.599686,"(2.9, 3.5, 3.4863636363636363)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 21.5)","(5.5, 6.6, 6.5058823529411764)","(101.0, 360.0, 253.33333333333334)","(3.0, 3.75, 3.625)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:49.771653,"(2.9, 3.55, 3.506140350877193)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 21.5)","(5.5, 6.6, 6.5)","(101.0, 360.0, 260.0)","(3.0, 3.65, 3.696153846153846)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.5701754385964914)"
08-01-2023 13:42:51.069626,"(2.9, 3.55, 3.475)","(81.0, 230.0, 206.0)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 21.5)","(5.5, 6.6, 6.5)","(101.0, 360.0, 226.66666666666669)","(3.0, 3.75, 3.734090909090909)","(81.0, 230.0, 210.0)","(3.7, 4.7, 4.637931034482759)"
08-01-2023 13:42:52.302009,"(2.9, 3.55, 3.4863636363636363)","(81.0, 220.0, 182.5)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 21.5)","(5.5, 6.6, 6.5)","(101.0, 360.0, 226.66666666666669)","(3.0, 3.75, 3.734090909090909)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.653846153846154)"
08-01-2023 13:42:53.520631,"(2.9, 3.55, 3.4863636363636363)","(81.0, 220.0, 182.5)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 21.5)","(5.5, 6.6, 6.5)","(101.0, 360.0, 226.66666666666669)","(3.0, 3.75, 3.734090909090909)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.653846153846154)"
08-01-2023 13:42:54.763070,"(2.9, 3.55, 3.4863636363636363)","(81.0, 220.0, 182.5)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 20.958333333333332)","(5.5, 6.6, 6.5)","(101.0, 360.0, 220.0)","(3.0, 3.75, 3.734090909090909)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.653846153846154)"
08-01-2023 13:42:56.097412,"(2.9, 3.55, 3.4863636363636363)","(81.0, 220.0, 182.5)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 20.958333333333332)","(5.5, 6.6, 6.5)","(101.0, 360.0, 226.66666666666669)","(3.0, 3.75, 3.734090909090909)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.653846153846154)"
08-01-2023 13:42:57.330008,"(2.9, 3.55, 3.4863636363636363)","(81.0, 220.0, 182.5)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 20.958333333333332)","(5.5, 6.6, 6.5)","(101.0, 360.0, 260.0)","(3.0, 3.75, 3.734090909090909)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.653846153846154)"
08-01-2023 13:42:58.542827,"(2.9, 3.55, 3.4863636363636363)","(81.0, 220.0, 182.5)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 22.0, 20.666666666666668)","(5.5, 6.6, 6.482352941176471)","(101.0, 360.0, 226.66666666666669)","(3.0, 3.75, 3.720833333333333)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.653846153846154)"
08-01-2023 13:42:59.843433,"(2.9, 3.55, 3.502173913043478)","(81.0, 220.0, 182.5)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 21.0, 20.785714285714285)","(5.5, 6.6, 6.5)","(101.0, 360.0, 260.0)","(3.0, 3.75, 3.7192307692307693)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.675675675675675)"
08-01-2023 13:43:01.071170,"(2.9, 3.5, 3.491056910569106)","(81.0, 220.0, 182.5)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 21.0, 20.785714285714285)","(5.5, 6.6, 6.5)","(101.0, 360.0, 250.0)","(3.0, 3.75, 3.7192307692307693)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.684848484848485)"
08-01-2023 13:43:02.298217,"(2.9, 3.5, 3.491056910569106)","(81.0, 220.0, 182.5)","(71.0, 200.0, 175.0)","(61.0, 130.0, 118.0)","(15.0, 21.0, 20.785714285714285)","(5.5, 6.6, 6.5)","(101.0, 340.0, 216.66666666666666)","(3.0, 3.75, 3.7192307692307693)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.684848484848485)"
