,Brave But Crackers,Listen To Maurice,Lord Of Penno,Statesmanship,Swiss Time,Devgru,Gift Of Oratory,Matildasvain,Rio De Sombras,Mrs Bull,Vino Corona
06-01-2023 13:24:41.393985,"(8.0, 9.8, 9.444444444444445)","(3.6, 4.0, 3.9696969696969697)","(19.0, 38.0, 31.77777777777778)","(21.0, 29.0, 27.933333333333334)","(101.0, 510.0, 336.6666666666667)","(7.0, 11.5, 10.983333333333333)","(5.5, 7.4, 7.227027027027027)","(71.0, 160.0, 145.71428571428572)","(101.0, 270.0, 266.25)","(5.0, 6.2, 6.1)","(5.0, 6.2, 6.066666666666666)"
06-01-2023 13:24:42.721490,"(8.0, 9.8, 9.67878787878788)","(3.6, 4.0, 3.9696969696969697)","(19.0, 38.0, 31.77777777777778)","(21.0, 29.0, 27.933333333333334)","(101.0, 510.0, 336.6666666666667)","(7.0, 11.0, 10.982608695652173)","(5.5, 7.4, 7.227027027027027)","(71.0, 160.0, 145.71428571428572)","(101.0, 270.0, 266.25)","(5.0, 6.2, 6.1)","(5.0, 6.2, 6.066666666666666)"
06-01-2023 13:24:44.072986,"(8.0, 9.8, 9.342857142857143)","(3.6, 4.0, 3.9696969696969697)","(19.0, 38.0, 31.77777777777778)","(21.0, 29.0, 27.933333333333334)","(101.0, 510.0, 336.6666666666667)","(7.0, 11.0, 10.982608695652173)","(5.5, 7.4, 7.179310344827586)","(71.0, 160.0, 145.71428571428572)","(101.0, 270.0, 266.25)","(5.0, 6.2, 6.1)","(5.0, 6.2, 6.066666666666666)"
06-01-2023 13:24:45.540864,"(8.0, 9.8, 9.342857142857143)","(3.6, 4.0, 3.9696969696969697)","(19.0, 38.0, 31.77777777777778)","(21.0, 29.0, 27.933333333333334)","(101.0, 510.0, 336.6666666666667)","(7.0, 11.0, 10.916666666666666)","(5.5, 7.4, 7.179310344827586)","(71.0, 160.0, 145.71428571428572)","(101.0, 270.0, 266.25)","(5.0, 6.2, 6.1)","(5.0, 6.2, 6.066666666666666)"
06-01-2023 13:24:46.949213,"(8.0, 9.8, 9.342857142857143)","(3.6, 4.0, 3.9696969696969697)","(19.0, 38.0, 31.77777777777778)","(21.0, 29.0, 27.933333333333334)","(101.0, 510.0, 336.6666666666667)","(7.0, 11.0, 10.923076923076923)","(5.5, 7.4, 7.179310344827586)","(71.0, 160.0, 145.71428571428572)","(101.0, 270.0, 266.25)","(5.0, 6.2, 6.1)","(5.0, 6.2, 6.066666666666666)"
06-01-2023 13:24:48.407967,"(8.0, 9.8, 9.342857142857143)","(3.6, 4.0, 3.9696969696969697)","(19.0, 38.0, 31.77777777777778)","(21.0, 29.0, 28.647058823529413)","(101.0, 510.0, 336.6666666666667)","(7.0, 11.0, 11.285714285714286)","(5.5, 7.4, 7.179310344827586)","(71.0, 160.0, 145.71428571428572)","(101.0, 270.0, 282.17391304347825)","(5.0, 6.2, 6.1)","(5.0, 6.2, 6.066666666666666)"
06-01-2023 13:24:49.878561,"(8.0, 9.8, 9.342857142857143)","(3.6, 4.0, 3.9696969696969697)","(19.0, 38.0, 31.77777777777778)","(21.0, 29.0, 28.647058823529413)","(101.0, 510.0, 333.3333333333333)","(7.0, 11.5, 11.25)","(5.5, 7.4, 7.179310344827586)","(71.0, 160.0, 145.71428571428572)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 6.1571428571428575)","(5.0, 6.2, 6.066666666666666)"
06-01-2023 13:24:51.769601,"(8.0, 9.8, 9.342857142857143)","(3.6, 4.0, 3.9642857142857144)","(19.0, 38.0, 31.77777777777778)","(21.0, 29.0, 28.647058823529413)","(101.0, 500.0, 333.3333333333333)","(7.0, 11.5, 11.25)","(5.5, 7.4, 7.179310344827586)","(71.0, 160.0, 145.71428571428572)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 6.1571428571428575)","(5.0, 6.2, 6.066666666666666)"
06-01-2023 13:24:53.427203,"(8.0, 9.8, 9.342857142857143)","(3.6, 4.0, 3.9642857142857144)","(19.0, 38.0, 31.523809523809526)","(21.0, 29.0, 28.647058823529413)","(101.0, 500.0, 330.0)","(7.0, 11.5, 11.25)","(5.5, 7.4, 7.179310344827586)","(71.0, 160.0, 145.71428571428572)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 6.169811320754717)","(5.0, 6.2, 6.066666666666666)"
06-01-2023 13:24:55.103351,"(8.0, 9.8, 9.342857142857143)","(3.6, 4.0, 3.9642857142857144)","(19.0, 38.0, 31.77777777777778)","(21.0, 29.0, 28.5)","(101.0, 490.0, 330.0)","(7.0, 11.5, 11.2)","(5.5, 7.4, 6.844444444444444)","(71.0, 160.0, 145.71428571428572)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 6.0875)","(5.0, 6.2, 6.066666666666666)"
06-01-2023 13:24:56.458338,"(8.0, 9.8, 9.342857142857143)","(3.6, 4.0, 3.9642857142857144)","(19.0, 38.0, 31.77777777777778)","(21.0, 29.0, 28.5)","(101.0, 490.0, 336.6666666666667)","(7.0, 11.5, 10.9)","(5.5, 7.2, 6.85)","(71.0, 160.0, 145.71428571428572)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 6.048648648648649)","(5.0, 6.2, 6.066666666666666)"
06-01-2023 13:24:57.761691,"(8.0, 9.8, 9.342857142857143)","(3.6, 4.0, 3.9672131147540983)","(19.0, 38.0, 31.77777777777778)","(21.0, 29.0, 28.5)","(101.0, 490.0, 330.0)","(7.0, 11.5, 10.9)","(5.5, 7.0, 6.85)","(71.0, 160.0, 145.71428571428572)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 6.048648648648649)","(5.0, 6.2, 6.066666666666666)"
06-01-2023 13:24:59.164491,"(8.0, 9.8, 9.342857142857143)","(3.6, 4.0, 3.9672131147540983)","(19.0, 38.0, 31.77777777777778)","(21.0, 29.0, 28.5)","(101.0, 490.0, 330.0)","(7.0, 11.5, 10.9)","(5.5, 7.0, 6.85)","(71.0, 160.0, 145.71428571428572)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 6.048648648648649)","(5.0, 6.2, 6.066666666666666)"
06-01-2023 13:25:00.595909,"(8.0, 9.8, 9.342857142857143)","(3.6, 4.0, 3.9672131147540983)","(19.0, 38.0, 31.77777777777778)","(21.0, 29.0, 28.5)","(101.0, 490.0, 330.0)","(7.0, 11.5, 10.9)","(5.5, 7.0, 6.85)","(71.0, 160.0, 145.71428571428572)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 6.048648648648649)","(5.0, 6.2, 5.982608695652174)"
06-01-2023 13:25:01.997785,"(8.0, 9.0, 8.952380952380953)","(3.6, 4.0, 3.9672131147540983)","(19.0, 38.0, 31.77777777777778)","(21.0, 29.0, 29.25)","(101.0, 490.0, 370.0)","(7.0, 11.5, 11.227272727272727)","(5.5, 7.0, 6.9)","(71.0, 160.0, 145.71428571428572)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 5.92)","(5.0, 6.2, 5.866666666666666)"
06-01-2023 13:25:03.400843,"(8.0, 9.8, 9.342857142857143)","(3.6, 4.0, 3.96875)","(19.0, 38.0, 31.77777777777778)","(21.0, 32.0, 27.76923076923077)","(101.0, 490.0, 424.2857142857143)","(7.0, 11.5, 11.115384615384615)","(5.5, 7.0, 6.9)","(71.0, 160.0, 145.71428571428572)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 5.92)","(5.0, 6.2, 5.6043010752688165)"
06-01-2023 13:25:04.985215,"(8.0, 9.8, 9.757142857142858)","(3.6, 4.0, 3.963592233009709)","(19.0, 38.0, 35.35294117647059)","(21.0, 32.0, 29.0)","(101.0, 490.0, 424.2857142857143)","(7.0, 11.5, 10.614285714285714)","(5.5, 7.0, 6.9)","(71.0, 160.0, 150.0)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 5.978947368421053)","(5.0, 5.7, 5.623255813953488)"
06-01-2023 13:25:06.534524,"(8.0, 9.8, 9.666666666666668)","(3.6, 4.0, 3.9626315789473687)","(19.0, 38.0, 35.567567567567565)","(21.0, 32.0, 27.714285714285715)","(101.0, 490.0, 330.0)","(7.0, 11.0, 10.61111111111111)","(5.5, 7.0, 6.9)","(71.0, 160.0, 148.57142857142858)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 5.978947368421053)","(5.0, 5.7, 5.623255813953488)"
06-01-2023 13:25:08.056992,"(8.0, 9.8, 9.666666666666668)","(3.6, 4.0, 4.037313432835821)","(19.0, 38.0, 35.567567567567565)","(21.0, 32.0, 29.23076923076923)","(101.0, 490.0, 330.0)","(7.0, 11.0, 10.66)","(5.5, 7.0, 6.866666666666666)","(71.0, 160.0, 145.0)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 6.226666666666667)","(5.0, 5.7, 5.623255813953488)"
06-01-2023 13:25:09.473114,"(8.0, 9.6, 9.364705882352942)","(3.6, 4.1, 3.9629629629629632)","(19.0, 38.0, 35.63157894736842)","(21.0, 32.0, 28.53846153846154)","(101.0, 490.0, 330.0)","(7.0, 11.0, 10.825)","(5.5, 7.2, 6.866666666666666)","(71.0, 160.0, 145.0)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.4, 5.9185185185185185)","(5.0, 5.7, 5.623255813953488)"
06-01-2023 13:25:10.936871,"(8.0, 9.6, 9.223529411764707)","(3.6, 4.0, 3.9722222222222223)","(19.0, 38.0, 35.35294117647059)","(21.0, 32.0, 29.23076923076923)","(101.0, 490.0, 330.0)","(7.0, 11.0, 10.928571428571429)","(5.5, 7.2, 6.866666666666666)","(71.0, 160.0, 150.0)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.4, 6.034782608695652)","(5.0, 5.7, 5.608333333333333)"
06-01-2023 13:25:12.359393,"(8.0, 9.4, 9.223529411764707)","(3.6, 4.0, 3.9761904761904763)","(19.0, 38.0, 34.8421052631579)","(21.0, 32.0, 28.666666666666668)","(101.0, 490.0, 336.6666666666667)","(7.0, 11.0, 11.375)","(5.5, 7.2, 7.0181818181818185)","(71.0, 160.0, 194.0)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.4, 6.029629629629629)","(5.0, 5.7, 5.608333333333333)"
06-01-2023 13:25:13.868300,"(8.0, 9.4, 9.257142857142858)","(3.6, 4.0, 3.9761904761904763)","(19.0, 38.0, 34.8421052631579)","(21.0, 32.0, 28.666666666666668)","(101.0, 490.0, 432.5)","(7.0, 11.5, 11.375)","(5.5, 7.2, 7.0181818181818185)","(71.0, 210.0, 165.55555555555554)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.4, 6.029629629629629)","(5.0, 5.7, 5.608333333333333)"
06-01-2023 13:25:15.209485,"(8.0, 9.4, 9.257142857142858)","(3.6, 4.0, 3.9761904761904763)","(19.0, 38.0, 34.888888888888886)","(21.0, 32.0, 28.615384615384617)","(101.0, 490.0, 432.5)","(7.0, 11.5, 11.428571428571429)","(5.5, 7.2, 7.0181818181818185)","(71.0, 210.0, 165.55555555555554)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.4, 6.029629629629629)","(5.0, 5.7, 5.64235807860262)"
06-01-2023 13:25:16.618633,"(8.0, 9.4, 9.076923076923077)","(3.6, 4.0, 3.9761904761904763)","(19.0, 38.0, 34.888888888888886)","(21.0, 32.0, 28.615384615384617)","(101.0, 490.0, 336.6666666666667)","(7.0, 11.5, 11.428571428571429)","(5.5, 7.2, 7.0181818181818185)","(71.0, 210.0, 165.55555555555554)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.4, 6.029629629629629)","(5.0, 5.7, 5.64235807860262)"
06-01-2023 13:25:18.146965,"(8.0, 9.4, 9.076923076923077)","(3.6, 4.0, 3.978048780487805)","(19.0, 38.0, 34.689655172413794)","(21.0, 32.0, 28.5)","(101.0, 490.0, 336.6666666666667)","(7.0, 11.5, 11.428571428571429)","(5.5, 7.2, 7.0181818181818185)","(71.0, 210.0, 152.85714285714286)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.4, 6.029629629629629)","(5.0, 5.7, 5.646774193548387)"
06-01-2023 13:25:19.811776,"(8.0, 9.4, 9.076923076923077)","(3.6, 4.0, 3.978048780487805)","(19.0, 38.0, 34.689655172413794)","(21.0, 32.0, 28.11111111111111)","(101.0, 490.0, 432.5)","(7.0, 11.5, 11.4)","(5.5, 7.2, 7.0181818181818185)","(71.0, 210.0, 152.85714285714286)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 6.057142857142857)","(5.0, 5.9, 5.893513513513514)"
06-01-2023 13:25:21.518207,"(8.0, 9.4, 9.076923076923077)","(3.6, 4.0, 3.98)","(19.0, 38.0, 34.689655172413794)","(21.0, 32.0, 28.5)","(101.0, 490.0, 432.5)","(7.0, 12.0, 11.4)","(5.5, 7.2, 7.0181818181818185)","(71.0, 210.0, 152.85714285714286)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 6.057142857142857)","(5.0, 6.0, 5.85)"
06-01-2023 13:25:23.318150,"(8.0, 9.4, 9.076923076923077)","(3.6, 4.0, 3.98)","(19.0, 38.0, 34.689655172413794)","(21.0, 32.0, 28.5)","(101.0, 490.0, 432.5)","(7.0, 12.0, 11.4)","(5.5, 7.2, 7.0181818181818185)","(71.0, 210.0, 160.0)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 6.158333333333333)","(5.0, 6.0, 5.85)"
06-01-2023 13:25:25.033388,"(8.0, 9.4, 9.076923076923077)","(3.6, 4.0, 3.9794117647058824)","(19.0, 38.0, 34.689655172413794)","(21.0, 32.0, 28.5)","(101.0, 490.0, 336.6666666666667)","(7.0, 12.0, 11.4)","(5.5, 7.2, 6.927272727272727)","(71.0, 210.0, 152.85714285714286)","(101.0, 290.0, 282.17391304347825)","(5.0, 6.2, 6.158333333333333)","(5.0, 6.0, 5.925)"
06-01-2023 13:25:26.611942,"(8.0, 9.4, 9.16)","(3.6, 4.0, 3.9794117647058824)","(19.0, 38.0, 34.689655172413794)","(21.0, 32.0, 28.11111111111111)","(101.0, 490.0, 336.6666666666667)","(7.0, 12.0, 11.1)","(5.5, 7.2, 6.927272727272727)","(71.0, 200.0, 165.0)","(101.0, 280.0, 278.2352941176471)","(5.0, 6.2, 6.158333333333333)","(5.0, 6.0, 5.925)"
06-01-2023 13:25:28.022421,"(8.0, 9.4, 9.16)","(3.6, 4.0, 3.981818181818182)","(19.0, 38.0, 32.434782608695656)","(21.0, 32.0, 28.5)","(101.0, 490.0, 336.6666666666667)","(7.0, 12.0, 11.1)","(5.5, 7.2, 6.927272727272727)","(71.0, 200.0, 160.0)","(101.0, 280.0, 278.2352941176471)","(5.0, 6.2, 6.158333333333333)","(5.0, 6.0, 5.84375)"
06-01-2023 13:25:29.380123,"(8.0, 9.4, 9.16)","(3.6, 4.0, 3.981818181818182)","(19.0, 38.0, 28.666666666666668)","(21.0, 32.0, 28.615384615384617)","(101.0, 490.0, 432.5)","(7.0, 12.0, 11.125)","(5.5, 7.2, 6.927272727272727)","(71.0, 190.0, 160.0)","(101.0, 280.0, 278.2352941176471)","(5.0, 6.2, 6.158333333333333)","(5.0, 5.9, 5.84375)"
06-01-2023 13:25:30.801011,"(8.0, 9.4, 9.142857142857142)","(3.6, 4.1, 4.013684210526316)","(19.0, 38.0, 29.6)","(21.0, 32.0, 28.666666666666668)","(101.0, 490.0, 336.6666666666667)","(7.0, 11.5, 11.1)","(5.5, 7.2, 6.927272727272727)","(71.0, 190.0, 160.0)","(101.0, 280.0, 278.2352941176471)","(5.0, 6.2, 6.158333333333333)","(5.0, 5.9, 5.865384615384616)"
06-01-2023 13:25:32.208762,"(8.0, 9.2, 9.193548387096774)","(3.6, 4.1, 4.013684210526316)","(19.0, 36.0, 30.17391304347826)","(21.0, 32.0, 28.2)","(101.0, 490.0, 336.6666666666667)","(7.0, 11.5, 11.1)","(5.5, 7.2, 6.927272727272727)","(71.0, 190.0, 160.0)","(101.0, 280.0, 278.2352941176471)","(5.0, 6.2, 6.158333333333333)","(5.0, 5.9, 5.875)"
06-01-2023 13:25:33.627790,"(8.0, 9.2, 9.1)","(3.6, 4.1, 4.013684210526316)","(19.0, 38.0, 28.454545454545453)","(21.0, 30.0, 28.2)","(101.0, 490.0, 336.6666666666667)","(7.0, 11.5, 11.083333333333334)","(5.5, 7.2, 6.927272727272727)","(71.0, 190.0, 160.0)","(101.0, 280.0, 278.2352941176471)","(5.0, 6.2, 5.9375)","(5.0, 5.9, 5.875)"
06-01-2023 13:25:34.971287,"(8.0, 9.2, 9.1)","(3.6, 4.1, 4.048101265822785)","(19.0, 38.0, 28.454545454545453)","(21.0, 30.0, 28.2)","(101.0, 490.0, 336.6666666666667)","(7.0, 11.5, 11.083333333333334)","(5.5, 7.2, 6.927272727272727)","(71.0, 190.0, 160.0)","(101.0, 280.0, 278.2352941176471)","(5.0, 6.2, 6.038461538461538)","(5.0, 5.9, 5.875)"
06-01-2023 13:25:36.393668,"(8.0, 9.2, 9.1)","(3.6, 4.1, 4.052777777777777)","(19.0, 38.0, 28.454545454545453)","(21.0, 30.0, 28.2)","(101.0, 490.0, 333.3333333333333)","(7.0, 11.5, 11.083333333333334)","(5.5, 7.2, 6.927272727272727)","(71.0, 190.0, 160.0)","(101.0, 280.0, 278.2352941176471)","(5.0, 6.2, 6.038461538461538)","(5.0, 5.9, 5.875)"
06-01-2023 13:25:37.768105,"(8.0, 9.2, 9.193684210526316)","(3.6, 4.1, 4.06046511627907)","(19.0, 38.0, 33.0)","(21.0, 30.0, 28.5)","(101.0, 480.0, 330.0)","(7.0, 11.5, 11.272727272727273)","(5.5, 7.2, 7.133333333333334)","(71.0, 190.0, 166.0)","(101.0, 280.0, 278.2352941176471)","(5.0, 6.2, 6.1000000000000005)","(5.0, 5.9, 5.880000000000001)"
06-01-2023 13:25:39.432024,"(8.0, 9.2, 9.194059405940592)","(3.6, 4.1, 4.058024691358025)","(19.0, 36.0, 31.333333333333332)","(21.0, 30.0, 29.647058823529413)","(101.0, 470.0, 417.5)","(7.5, 11.5, 11.272727272727273)","(5.5, 7.2, 7.133333333333334)","(71.0, 190.0, 166.0)","(101.0, 280.0, 272.5)","(5.0, 6.2, 6.1045454545454545)","(5.0, 5.9, 5.880000000000001)"
06-01-2023 13:25:40.805929,"(8.0, 9.2, 9.194059405940592)","(3.6, 4.1, 4.058024691358025)","(19.0, 36.0, 31.333333333333332)","(21.0, 32.0, 29.0)","(101.0, 470.0, 330.0)","(7.5, 11.5, 11.272727272727273)","(5.5, 7.2, 6.833333333333333)","(71.0, 190.0, 166.0)","(101.0, 280.0, 272.5)","(5.0, 6.2, 6.122222222222223)","(5.0, 5.9, 5.880000000000001)"
06-01-2023 13:25:42.221551,"(8.0, 9.2, 9.193103448275862)","(3.6, 4.1, 4.052112676056338)","(19.0, 36.0, 31.333333333333332)","(21.0, 32.0, 29.0)","(101.0, 470.0, 330.0)","(7.5, 11.5, 11.3)","(5.5, 7.0, 6.833333333333333)","(71.0, 190.0, 166.0)","(101.0, 280.0, 272.5)","(5.0, 6.2, 6.11764705882353)","(5.0, 5.9, 5.864)"
06-01-2023 13:25:43.848675,"(8.0, 9.2, 9.193103448275862)","(3.6, 4.1, 4.048484848484848)","(19.0, 36.0, 31.333333333333332)","(21.0, 32.0, 29.0)","(101.0, 470.0, 417.5)","(7.5, 11.5, 11.3)","(5.5, 7.0, 6.833333333333333)","(71.0, 190.0, 166.0)","(101.0, 280.0, 272.5)","(5.0, 6.2, 6.11764705882353)","(5.0, 5.9, 5.864)"
06-01-2023 13:25:45.323179,"(8.0, 9.2, 9.179775280898875)","(3.6, 4.1, 4.048484848484848)","(19.0, 36.0, 31.09090909090909)","(21.0, 32.0, 29.0)","(101.0, 470.0, 330.0)","(7.5, 11.5, 11.214285714285714)","(5.5, 7.0, 6.833333333333333)","(71.0, 190.0, 166.0)","(101.0, 280.0, 272.5)","(5.0, 6.2, 6.11764705882353)","(5.0, 5.9, 5.882352941176471)"
06-01-2023 13:25:46.954120,"(8.0, 9.2, 9.179775280898875)","(3.6, 4.1, 4.048484848484848)","(19.0, 36.0, 31.09090909090909)","(21.0, 32.0, 29.0)","(101.0, 470.0, 330.0)","(7.5, 11.5, 11.233333333333333)","(5.5, 7.0, 6.833333333333333)","(71.0, 190.0, 166.0)","(101.0, 280.0, 272.5)","(5.0, 6.2, 6.11764705882353)","(5.0, 5.9, 5.832258064516129)"
06-01-2023 13:25:48.480249,"(8.0, 9.2, 9.179775280898875)","(3.6, 4.1, 4.048484848484848)","(19.0, 36.0, 29.76923076923077)","(21.0, 32.0, 28.347826086956523)","(101.0, 470.0, 330.0)","(7.5, 11.5, 11.233333333333333)","(5.5, 7.0, 6.833333333333333)","(71.0, 190.0, 160.0)","(101.0, 280.0, 272.5)","(5.0, 6.2, 6.11764705882353)","(5.0, 5.9, 5.918918918918919)"
06-01-2023 13:25:49.798138,"(8.0, 9.2, 9.160869565217391)","(3.6, 4.1, 4.042)","(19.0, 36.0, 30.5)","(21.0, 32.0, 28.347826086956523)","(101.0, 470.0, 417.5)","(7.5, 11.5, 11.136363636363637)","(5.5, 7.0, 6.833333333333333)","(71.0, 190.0, 160.0)","(101.0, 280.0, 283.3333333333333)","(5.0, 6.2, 6.072727272727273)","(5.0, 6.0, 5.930232558139535)"
06-01-2023 13:25:51.071318,"(8.0, 9.2, 9.162105263157894)","(3.6, 4.1, 4.042)","(19.0, 34.0, 30.5)","(21.0, 32.0, 28.347826086956523)","(101.0, 470.0, 417.5)","(7.5, 11.5, 11.136363636363637)","(5.5, 7.0, 6.833333333333333)","(71.0, 190.0, 160.0)","(101.0, 290.0, 283.3333333333333)","(5.0, 6.2, 6.072727272727273)","(5.0, 6.0, 5.930232558139535)"
06-01-2023 13:25:52.379514,"(8.0, 9.2, 9.162105263157894)","(3.6, 4.1, 4.042)","(19.0, 34.0, 29.0)","(21.0, 32.0, 28.347826086956523)","(101.0, 470.0, 330.0)","(7.5, 11.5, 11.136363636363637)","(5.5, 7.0, 6.833333333333333)","(71.0, 190.0, 160.0)","(101.0, 290.0, 283.3333333333333)","(5.0, 6.2, 6.072727272727273)","(5.0, 6.0, 5.9375)"
06-01-2023 13:25:53.704965,"(8.0, 9.2, 9.162105263157894)","(3.6, 4.1, 4.039583333333333)","(19.0, 34.0, 29.0)","(21.0, 32.0, 28.347826086956523)","(101.0, 470.0, 330.0)","(7.5, 11.5, 11.166666666666666)","(5.5, 7.0, 6.818181818181818)","(71.0, 190.0, 160.0)","(101.0, 290.0, 283.3333333333333)","(5.0, 6.2, 6.092307692307692)","(5.0, 6.0, 5.846153846153846)"
06-01-2023 13:25:55.090684,"(8.0, 9.2, 8.857142857142858)","(3.6, 4.1, 4.023684210526316)","(19.0, 34.0, 28.0)","(21.0, 32.0, 29.083333333333332)","(101.0, 470.0, 330.0)","(7.5, 11.5, 11.25)","(5.5, 7.0, 6.818181818181818)","(71.0, 190.0, 160.0)","(101.0, 290.0, 283.3333333333333)","(5.0, 6.2, 6.092307692307692)","(5.0, 6.0, 5.846153846153846)"
06-01-2023 13:25:56.501659,"(8.0, 9.2, 8.857142857142858)","(3.6, 4.1, 4.023684210526316)","(19.0, 32.0, 28.0)","(21.0, 32.0, 29.083333333333332)","(101.0, 470.0, 330.0)","(7.5, 11.5, 11.25)","(5.5, 7.0, 6.818181818181818)","(71.0, 190.0, 160.0)","(101.0, 290.0, 283.3333333333333)","(5.0, 6.2, 6.092307692307692)","(5.0, 6.0, 5.846153846153846)"
06-01-2023 13:25:57.962311,"(8.0, 9.2, 8.857142857142858)","(3.6, 4.1, 4.023684210526316)","(19.0, 32.0, 28.0)","(21.0, 32.0, 29.083333333333332)","(101.0, 470.0, 417.5)","(7.5, 11.5, 11.266666666666667)","(5.5, 7.0, 6.818181818181818)","(71.0, 190.0, 160.0)","(101.0, 290.0, 283.3333333333333)","(5.0, 6.2, 6.092307692307692)","(5.0, 6.0, 5.931034482758621)"
06-01-2023 13:25:59.400864,"(8.0, 9.2, 8.857142857142858)","(3.6, 4.1, 4.023684210526316)","(19.0, 32.0, 28.0)","(21.0, 32.0, 29.083333333333332)","(101.0, 470.0, 330.0)","(7.5, 11.5, 11.266666666666667)","(5.5, 7.0, 6.818181818181818)","(71.0, 190.0, 160.0)","(101.0, 290.0, 283.3333333333333)","(5.0, 6.2, 6.092307692307692)","(5.0, 6.0, 5.948717948717949)"
06-01-2023 13:26:00.833506,"(8.0, 9.2, 8.857142857142858)","(3.6, 4.1, 4.023684210526316)","(19.0, 32.0, 28.0)","(21.0, 32.0, 29.083333333333332)","(101.0, 470.0, 330.0)","(7.5, 11.5, 11.266666666666667)","(5.5, 7.0, 6.818181818181818)","(71.0, 190.0, 160.0)","(101.0, 290.0, 283.3333333333333)","(5.0, 6.2, 6.092307692307692)","(5.0, 6.0, 5.948717948717949)"
06-01-2023 13:26:02.272214,"(8.0, 9.2, 9.056521739130433)","(3.6, 4.1, 4.023684210526316)","(19.0, 32.0, 29.0)","(21.0, 32.0, 29.2)","(101.0, 470.0, 417.5)","(7.5, 11.5, 11.340909090909092)","(5.5, 7.0, 6.818181818181818)","(71.0, 190.0, 166.0)","(101.0, 290.0, 284.0)","(5.0, 6.2, 6.133333333333334)","(5.0, 6.0, 5.861538461538461)"
06-01-2023 13:26:03.669379,"(8.0, 9.2, 8.99622641509434)","(3.6, 4.1, 4.039583333333333)","(19.0, 32.0, 31.714285714285715)","(21.0, 32.0, 29.846153846153847)","(101.0, 470.0, 330.0)","(7.5, 11.5, 11.452054794520548)","(5.5, 7.0, 6.818181818181818)","(71.0, 190.0, 166.0)","(101.0, 290.0, 283.3333333333333)","(5.0, 6.2, 6.133333333333334)","(5.0, 6.0, 5.861538461538461)"
06-01-2023 13:26:05.040596,"(8.0, 9.2, 8.989473684210527)","(3.6, 4.1, 4.039583333333333)","(19.0, 32.0, 31.714285714285715)","(21.0, 32.0, 29.846153846153847)","(101.0, 470.0, 330.0)","(7.5, 11.5, 11.452054794520548)","(5.5, 7.0, 6.894736842105263)","(71.0, 190.0, 166.0)","(101.0, 290.0, 283.3333333333333)","(5.0, 6.2, 6.133333333333334)","(5.0, 6.0, 5.645833333333333)"
06-01-2023 13:26:06.356583,"(8.0, 9.6, 8.989473684210527)","(3.6, 4.1, 4.039583333333333)","(20.0, 32.0, 31.333333333333332)","(21.0, 32.0, 29.846153846153847)","(101.0, 470.0, 414.0)","(7.5, 11.5, 11.452054794520548)","(5.5, 7.0, 6.894736842105263)","(71.0, 190.0, 178.88888888888889)","(101.0, 290.0, 302.5)","(5.0, 6.2, 6.133333333333334)","(5.0, 5.7, 5.645833333333333)"
06-01-2023 13:26:07.687871,"(8.0, 9.6, 9.025)","(3.6, 4.1, 4.039583333333333)","(20.0, 32.0, 31.5)","(21.0, 32.0, 29.846153846153847)","(101.0, 470.0, 414.0)","(7.5, 11.5, 11.452054794520548)","(5.5, 7.0, 6.894736842105263)","(71.0, 190.0, 178.88888888888889)","(101.0, 310.0, 302.5)","(5.0, 6.2, 6.133333333333334)","(5.0, 5.7, 5.645833333333333)"
06-01-2023 13:26:09.102924,"(8.0, 9.6, 9.178947368421053)","(3.6, 4.1, 4.032558139534884)","(20.0, 32.0, 31.5)","(21.0, 32.0, 29.846153846153847)","(101.0, 470.0, 414.0)","(7.5, 11.5, 11.88)","(5.5, 7.0, 6.894736842105263)","(71.0, 190.0, 181.66666666666669)","(101.0, 310.0, 302.5)","(5.0, 6.2, 6.133333333333334)","(5.0, 5.7, 5.667391304347826)"
