,Rich Devil,Always Barney,Mr Banner,Trial By Combat,Spooky Ethics,Next Of Kinloch,Prince Majestic,Greek Warrior
09-01-2023 15:00:56.302104,"(5.0, 6.6, 5.993333333333333)","(51.0, 280.0, 130.0)","(7.5, 17.0, 12.9375)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 11.028571428571428)","(21.0, 120.0, 83.6)"
09-01-2023 15:00:57.469968,"(5.0, 6.6, 5.76)","(51.0, 280.0, 130.0)","(7.5, 17.0, 12.9375)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 11.028571428571428)","(21.0, 120.0, 82.0)"
09-01-2023 15:00:58.677990,"(5.0, 6.6, 6.109999999999999)","(51.0, 280.0, 130.0)","(7.5, 17.0, 12.9375)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 11.028571428571428)","(21.0, 120.0, 82.0)"
09-01-2023 15:00:59.876919,"(5.0, 6.6, 6.109999999999999)","(51.0, 280.0, 130.0)","(7.5, 17.0, 12.9375)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 11.028571428571428)","(21.0, 120.0, 82.0)"
09-01-2023 15:01:01.045683,"(5.0, 6.6, 6.109999999999999)","(51.0, 280.0, 130.0)","(7.5, 17.0, 12.9375)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 11.028571428571428)","(21.0, 120.0, 82.0)"
09-01-2023 15:01:02.200449,"(5.0, 6.6, 6.109999999999999)","(51.0, 280.0, 130.0)","(7.5, 17.0, 12.9375)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 11.028571428571428)","(21.0, 120.0, 82.0)"
09-01-2023 15:01:03.305960,"(5.0, 6.6, 6.109999999999999)","(51.0, 280.0, 130.0)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 11.028571428571428)","(21.0, 120.0, 82.0)"
09-01-2023 15:01:04.411453,"(5.0, 6.6, 6.109999999999999)","(51.0, 280.0, 130.0)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 11.028571428571428)","(21.0, 120.0, 82.0)"
09-01-2023 15:01:05.515086,"(5.0, 6.6, 6.109999999999999)","(51.0, 280.0, 130.0)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 11.028571428571428)","(21.0, 120.0, 82.0)"
09-01-2023 15:01:06.700682,"(5.0, 6.6, 6.109999999999999)","(51.0, 280.0, 130.0)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 11.028571428571428)","(21.0, 120.0, 82.0)"
09-01-2023 15:01:07.893987,"(5.0, 6.6, 6.109999999999999)","(51.0, 280.0, 130.0)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 11.028571428571428)","(21.0, 120.0, 82.0)"
09-01-2023 15:01:09.060344,"(5.0, 6.6, 6.109999999999999)","(51.0, 280.0, 100.0)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 120.0, 82.0)"
09-01-2023 15:01:10.186247,"(5.0, 6.6, 6.109999999999999)","(51.0, 280.0, 100.0)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 120.0, 82.0)"
09-01-2023 15:01:11.291855,"(5.0, 6.6, 6.109999999999999)","(51.0, 270.0, 126.66666666666667)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 120.0, 62.5)"
09-01-2023 15:01:12.440513,"(5.0, 6.6, 6.109999999999999)","(51.0, 260.0, 89.16666666666666)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 100.0, 50.0)"
09-01-2023 15:01:13.599377,"(5.0, 6.6, 6.109999999999999)","(51.0, 250.0, 147.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 100.0, 45.45454545454545)"
09-01-2023 15:01:14.735717,"(5.0, 6.4, 6.11764705882353)","(51.0, 240.0, 147.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 100.0, 57.14285714285714)"
09-01-2023 15:01:15.897469,"(5.0, 6.4, 6.11764705882353)","(51.0, 240.0, 147.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 100.0, 46.18181818181819)"
09-01-2023 15:01:17.049844,"(5.0, 6.4, 6.11764705882353)","(51.0, 240.0, 107.85714285714286)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 100.0, 46.18181818181819)"
09-01-2023 15:01:18.207725,"(5.0, 6.4, 6.11764705882353)","(51.0, 230.0, 142.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 100.0, 68.42105263157895)"
09-01-2023 15:01:19.293975,"(5.0, 6.4, 6.11764705882353)","(51.0, 230.0, 142.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 100.0, 68.42105263157895)"
09-01-2023 15:01:20.300795,"(5.0, 6.4, 6.11764705882353)","(51.0, 230.0, 142.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 100.0, 68.42105263157895)"
09-01-2023 15:01:21.403853,"(5.0, 6.4, 6.11764705882353)","(51.0, 230.0, 142.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 100.0, 68.42105263157895)"
09-01-2023 15:01:22.571222,"(5.0, 6.4, 6.11764705882353)","(51.0, 230.0, 142.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 100.0, 68.42105263157895)"
09-01-2023 15:01:23.795018,"(5.0, 6.4, 6.11764705882353)","(51.0, 230.0, 142.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 100.0, 68.42105263157895)"
09-01-2023 15:01:24.956446,"(5.0, 6.4, 6.11764705882353)","(51.0, 230.0, 142.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 100.0, 73.52941176470588)"
09-01-2023 15:01:26.122770,"(5.0, 6.4, 6.11764705882353)","(51.0, 230.0, 142.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 100.0, 105.38461538461539)"
09-01-2023 15:01:27.261455,"(5.0, 6.4, 6.11764705882353)","(51.0, 230.0, 142.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.814285714285713)","(21.0, 120.0, 105.38461538461539)"
09-01-2023 15:01:28.401378,"(5.0, 6.4, 6.11764705882353)","(51.0, 230.0, 142.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.372727272727273)","(21.0, 120.0, 105.38461538461539)"
09-01-2023 15:01:29.562022,"(5.0, 6.4, 6.11764705882353)","(51.0, 230.0, 142.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.372727272727273)","(21.0, 120.0, 105.38461538461539)"
09-01-2023 15:01:30.759766,"(5.0, 6.4, 6.11764705882353)","(51.0, 230.0, 142.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.372727272727273)","(21.0, 120.0, 105.38461538461539)"
09-01-2023 15:01:31.923568,"(5.0, 6.4, 6.11764705882353)","(51.0, 230.0, 142.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.372727272727273)","(21.0, 120.0, 105.38461538461539)"
09-01-2023 15:01:33.217948,"(5.0, 6.4, 6.11764705882353)","(51.0, 230.0, 110.0)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.372727272727273)","(21.0, 120.0, 105.38461538461539)"
09-01-2023 15:01:34.538313,"(5.0, 6.4, 6.11764705882353)","(51.0, 220.0, 110.0)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 9.372727272727273)","(21.0, 120.0, 105.38461538461539)"
09-01-2023 15:01:35.648284,"(5.0, 6.4, 6.11764705882353)","(51.0, 220.0, 110.0)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 12.0, 10.314285714285715)","(21.0, 120.0, 105.38461538461539)"
09-01-2023 15:01:37.010826,"(5.0, 6.4, 6.11764705882353)","(51.0, 220.0, 110.0)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 11.0, 10.314285714285715)","(21.0, 120.0, 105.38461538461539)"
09-01-2023 15:01:38.218389,"(5.0, 6.4, 6.11764705882353)","(51.0, 220.0, 110.0)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 11.0, 10.314285714285715)","(21.0, 120.0, 93.14285714285714)"
09-01-2023 15:01:39.443362,"(5.0, 6.2, 5.964705882352941)","(51.0, 220.0, 110.0)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 11.0, 10.314285714285715)","(21.0, 120.0, 82.80000000000001)"
09-01-2023 15:01:40.647851,"(5.0, 6.2, 5.964705882352941)","(51.0, 220.0, 110.0)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 11.0, 10.314285714285715)","(21.0, 120.0, 82.80000000000001)"
09-01-2023 15:01:41.877184,"(5.0, 6.2, 5.964705882352941)","(51.0, 220.0, 137.5)","(7.5, 17.0, 14.291666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 11.0, 10.314285714285715)","(21.0, 120.0, 82.80000000000001)"
09-01-2023 15:01:43.101104,"(5.0, 6.2, 5.964705882352941)","(51.0, 220.0, 137.5)","(7.5, 17.0, 15.555555555555555)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 11.0, 10.314285714285715)","(21.0, 120.0, 82.80000000000001)"
09-01-2023 15:01:44.284666,"(5.0, 6.2, 5.964705882352941)","(51.0, 220.0, 137.5)","(7.5, 17.0, 15.0)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 11.0, 10.314285714285715)","(21.0, 120.0, 58.125)"
09-01-2023 15:01:45.375306,"(5.0, 8.2, 7.057142857142857)","(51.0, 220.0, 137.5)","(7.5, 17.0, 15.0)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 11.0, 10.314285714285715)","(21.0, 110.0, 70.8)"
09-01-2023 15:01:46.447775,"(5.0, 8.0, 6.457142857142857)","(51.0, 220.0, 137.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 11.0, 10.314285714285715)","(21.0, 100.0, 70.8)"
09-01-2023 15:01:47.602475,"(5.0, 7.8, 5.9818181818181815)","(51.0, 220.0, 137.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.414285714285715)","(7.0, 11.0, 9.907692307692308)","(21.0, 100.0, 70.8)"
09-01-2023 15:01:48.739409,"(5.0, 7.8, 5.9818181818181815)","(51.0, 220.0, 137.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.8, 4.2555555555555555)","(7.0, 12.0, 11.028571428571428)","(21.0, 100.0, 70.8)"
09-01-2023 15:01:49.891148,"(5.0, 7.8, 5.9818181818181815)","(51.0, 220.0, 137.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.028571428571428)","(21.0, 100.0, 70.8)"
09-01-2023 15:01:51.035680,"(5.0, 7.8, 5.9818181818181815)","(51.0, 220.0, 137.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.028571428571428)","(21.0, 100.0, 70.8)"
09-01-2023 15:01:52.129290,"(5.0, 7.2, 6.4399999999999995)","(51.0, 220.0, 137.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.028571428571428)","(21.0, 100.0, 70.8)"
09-01-2023 15:01:53.228408,"(5.0, 7.6, 6.285714285714286)","(51.0, 220.0, 137.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.028571428571428)","(21.0, 100.0, 70.8)"
09-01-2023 15:01:54.316277,"(5.0, 7.6, 6.285714285714286)","(51.0, 220.0, 137.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.028571428571428)","(21.0, 100.0, 70.8)"
09-01-2023 15:01:55.426127,"(5.0, 7.6, 6.285714285714286)","(51.0, 220.0, 137.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.028571428571428)","(21.0, 100.0, 70.8)"
09-01-2023 15:01:56.638116,"(5.0, 7.6, 6.285714285714286)","(51.0, 260.0, 123.33333333333333)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.028571428571428)","(21.0, 100.0, 70.8)"
09-01-2023 15:01:57.774732,"(5.0, 7.6, 6.285714285714286)","(51.0, 260.0, 157.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.028571428571428)","(21.0, 100.0, 70.8)"
09-01-2023 15:01:58.868237,"(5.0, 7.6, 6.285714285714286)","(51.0, 260.0, 157.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.15)","(21.0, 100.0, 70.8)"
09-01-2023 15:01:59.960664,"(5.0, 7.6, 6.285714285714286)","(51.0, 260.0, 157.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.15)","(21.0, 100.0, 70.8)"
09-01-2023 15:02:00.981385,"(5.0, 7.6, 6.285714285714286)","(51.0, 260.0, 157.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.15)","(21.0, 100.0, 70.8)"
09-01-2023 15:02:01.997359,"(5.0, 7.6, 6.285714285714286)","(51.0, 260.0, 157.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.15)","(21.0, 100.0, 70.8)"
09-01-2023 15:02:03.030697,"(5.0, 7.6, 6.285714285714286)","(51.0, 260.0, 157.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.15)","(21.0, 100.0, 70.8)"
09-01-2023 15:02:04.080794,"(5.0, 7.6, 6.285714285714286)","(51.0, 260.0, 157.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.15)","(21.0, 100.0, 79.42857142857143)"
09-01-2023 15:02:05.150689,"(5.0, 7.6, 6.285714285714286)","(51.0, 260.0, 157.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.15)","(21.0, 100.0, 79.42857142857143)"
09-01-2023 15:02:06.265116,"(5.0, 7.6, 6.285714285714286)","(51.0, 260.0, 157.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.15)","(21.0, 100.0, 79.42857142857143)"
09-01-2023 15:02:07.375756,"(5.0, 7.6, 6.285714285714286)","(51.0, 260.0, 157.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.15)","(21.0, 100.0, 79.42857142857143)"
09-01-2023 15:02:08.472513,"(5.0, 7.6, 6.285714285714286)","(51.0, 260.0, 157.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.15)","(21.0, 100.0, 79.42857142857143)"
09-01-2023 15:02:09.518075,"(5.0, 7.6, 6.285714285714286)","(51.0, 260.0, 157.5)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 119.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.15)","(21.0, 100.0, 71.6)"
09-01-2023 15:02:10.623818,"(5.0, 7.6, 6.285714285714286)","(51.0, 260.0, 126.66666666666667)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 64.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 4.2555555555555555)","(7.0, 12.0, 11.15)","(21.0, 100.0, 53.33333333333333)"
09-01-2023 15:02:11.787855,"(5.0, 7.6, 6.449999999999999)","(51.0, 260.0, 126.66666666666667)","(7.5, 16.5, 14.666666666666666)","(41.0, 290.0, 64.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 11.15)","(21.0, 100.0, 53.33333333333333)"
09-01-2023 15:02:13.048093,"(5.0, 7.6, 6.763636363636364)","(51.0, 260.0, 126.66666666666667)","(7.5, 17.0, 11.892857142857142)","(41.0, 290.0, 64.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 9.866666666666667)","(21.0, 100.0, 53.33333333333333)"
09-01-2023 15:02:14.224954,"(5.0, 7.6, 6.763636363636364)","(51.0, 260.0, 126.66666666666667)","(7.5, 17.0, 11.892857142857142)","(41.0, 290.0, 64.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 10.0)","(21.0, 100.0, 54.66666666666667)"
09-01-2023 15:02:15.324707,"(5.0, 7.6, 5.92)","(51.0, 260.0, 126.66666666666667)","(7.5, 17.0, 11.892857142857142)","(41.0, 290.0, 64.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 10.0)","(21.0, 100.0, 54.66666666666667)"
09-01-2023 15:02:16.433794,"(5.0, 7.6, 6.55)","(51.0, 260.0, 126.66666666666667)","(7.5, 17.0, 11.892857142857142)","(41.0, 290.0, 64.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 10.0)","(21.0, 100.0, 54.66666666666667)"
09-01-2023 15:02:17.472064,"(5.0, 7.6, 6.55)","(51.0, 260.0, 126.66666666666667)","(7.5, 17.0, 11.892857142857142)","(41.0, 290.0, 64.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 10.0)","(21.0, 100.0, 54.66666666666667)"
09-01-2023 15:02:18.499628,"(5.0, 7.6, 6.55)","(51.0, 260.0, 126.66666666666667)","(7.5, 17.0, 11.892857142857142)","(41.0, 290.0, 64.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 10.0)","(21.0, 100.0, 54.66666666666667)"
09-01-2023 15:02:19.602672,"(5.0, 7.6, 6.55)","(51.0, 260.0, 126.66666666666667)","(7.5, 17.0, 11.892857142857142)","(41.0, 290.0, 64.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 10.0)","(21.0, 100.0, 54.66666666666667)"
09-01-2023 15:02:20.639117,"(5.0, 7.6, 6.55)","(51.0, 260.0, 126.66666666666667)","(7.5, 17.0, 11.892857142857142)","(41.0, 290.0, 64.5)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 10.0)","(21.0, 100.0, 54.66666666666667)"
09-01-2023 15:02:21.734057,"(5.0, 7.6, 6.55)","(51.0, 260.0, 100.0)","(7.5, 17.0, 12.0)","(41.0, 290.0, 60.4)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 10.0)","(21.0, 100.0, 38.8)"
09-01-2023 15:02:22.721174,"(5.0, 7.6, 6.933333333333333)","(51.0, 260.0, 100.0)","(7.5, 17.0, 12.0)","(41.0, 290.0, 60.4)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 9.428571428571429)","(21.0, 100.0, 38.44444444444444)"
09-01-2023 15:02:23.787518,"(5.0, 6.8, 6.066666666666666)","(51.0, 250.0, 79.0)","(7.5, 16.0, 12.0625)","(41.0, 290.0, 60.4)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 9.428571428571429)","(21.0, 90.0, 38.44444444444444)"
09-01-2023 15:02:24.918982,"(5.0, 6.8, 6.02)","(51.0, 250.0, 87.14285714285714)","(7.5, 16.0, 12.0625)","(41.0, 290.0, 60.4)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 9.428571428571429)","(21.0, 90.0, 36.833333333333336)"
09-01-2023 15:02:25.977868,"(5.0, 6.8, 6.066666666666666)","(51.0, 240.0, 120.0)","(7.5, 16.0, 12.0625)","(41.0, 290.0, 60.4)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 9.428571428571429)","(21.0, 90.0, 36.833333333333336)"
09-01-2023 15:02:27.057797,"(5.0, 6.8, 5.685714285714286)","(51.0, 230.0, 94.0)","(7.5, 16.0, 12.0625)","(41.0, 290.0, 60.4)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 9.428571428571429)","(21.0, 90.0, 42.6)"
09-01-2023 15:02:28.116214,"(5.0, 6.8, 6.285714285714286)","(51.0, 220.0, 113.33333333333334)","(7.5, 16.0, 12.0625)","(41.0, 290.0, 60.4)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 9.428571428571429)","(21.0, 85.0, 36.07692307692308)"
09-01-2023 15:02:29.242791,"(5.0, 6.8, 5.685714285714286)","(51.0, 220.0, 86.66666666666667)","(7.5, 16.0, 12.0625)","(41.0, 290.0, 60.4)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 9.428571428571429)","(21.0, 85.0, 36.07692307692308)"
09-01-2023 15:02:30.530398,"(5.0, 6.8, 6.685714285714286)","(51.0, 220.0, 77.77777777777777)","(7.5, 16.0, 13.0)","(41.0, 290.0, 103.0)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 10.0)","(21.0, 85.0, 36.07692307692308)"
09-01-2023 15:02:31.625471,"(5.0, 8.0, 7.2)","(51.0, 220.0, 77.77777777777777)","(7.5, 16.0, 13.0)","(41.0, 280.0, 103.0)","(2.3, 3.55, 2.646)","(3.2, 4.9, 3.7800000000000002)","(7.0, 12.0, 10.0)","(21.0, 85.0, 36.07692307692308)"
