,Rich Devil,Always Barney,Mr Banner,Trial By Combat,Spooky Ethics,Next Of Kinloch,Prince Majestic,Greek Warrior
09-01-2023 14:49:35.362611,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 163.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:36.515821,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 163.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:37.615092,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 163.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:38.711270,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 163.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:39.800734,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 163.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:40.909280,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:42.091379,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:43.283541,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:44.461593,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:45.586463,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:46.687616,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:47.835964,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:49.028776,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:50.209731,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:51.383483,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:52.478450,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:53.589837,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:54.691656,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:55.894340,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:57.057507,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.6)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:58.214679,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 15.218181818181819)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:49:59.341465,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:00.416213,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:01.576262,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:02.788319,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:04.041711,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:05.297570,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:06.546792,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:07.737070,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:08.858277,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:10.068068,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:11.223106,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:12.471153,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:13.638872,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:14.794884,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:15.932253,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:17.053208,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:18.192936,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:19.337416,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 150.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:20.429155,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 165.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:21.575380,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 165.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:22.757405,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 165.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:23.974570,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 165.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:25.226916,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 165.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:26.413615,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 165.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:27.553647,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 165.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:28.534679,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 165.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:29.615624,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 165.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:30.697024,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 163.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:31.875756,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:32.986020,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:34.100672,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:35.180726,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:36.220102,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:37.291412,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:38.439782,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:39.574790,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:40.738765,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:41.823370,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:42.926939,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:44.097107,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:45.266052,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:46.385358,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:47.545059,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:48.716955,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:49.898395,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:50.908803,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:51.953604,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:53.169771,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:54.387678,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:55.590129,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:56.814776,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:57.982867,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:50:59.126913,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:51:00.126839,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:51:01.249733,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:51:02.420897,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:51:03.566625,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:51:04.699376,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:51:05.818347,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
09-01-2023 14:51:06.854762,"(5.0, 11.0, 6.928571428571429)","(51.0, 330.0, 100.83333333333334)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 199.28571428571428)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 13.5, 11.333333333333332)","(21.0, 130.0, 78.0)"
