,Know Malice,Goldstar Hoot,Homebush Cinder,Impressive Charm,Ruidosa,Brendon Baxter,Freds Grey Way,Libelle
09-01-2023 12:20:45.024533,"(4.2, 5.0, 4.7267326732673265)","(4.2, 5.2, 4.876190476190476)","(8.0, 9.6, 9.142857142857142)","(16.0, 60.0, 56.44444444444444)","(3.8, 4.6, 4.348837209302325)","(5.0, 9.8, 9.72)","(21.0, 150.0, 90.0)","(6.5, 9.8, 9.0)"
09-01-2023 12:20:46.096879,"(4.2, 5.0, 4.7267326732673265)","(4.2, 5.2, 4.859999999999999)","(8.0, 9.6, 9.142857142857142)","(16.0, 60.0, 57.09090909090909)","(3.8, 4.6, 4.348837209302325)","(5.0, 9.8, 9.72)","(21.0, 150.0, 90.0)","(6.5, 9.8, 9.345454545454546)"
09-01-2023 12:20:47.180491,"(4.2, 5.0, 4.7267326732673265)","(4.2, 5.2, 4.859999999999999)","(8.0, 9.6, 9.142857142857142)","(16.0, 60.0, 58.476190476190474)","(3.8, 4.6, 4.348837209302325)","(5.0, 9.8, 9.72)","(21.0, 150.0, 90.0)","(6.5, 9.8, 9.345454545454546)"
09-01-2023 12:20:48.260341,"(4.2, 5.0, 4.7267326732673265)","(4.2, 5.2, 4.859999999999999)","(8.0, 9.6, 9.142857142857142)","(16.0, 60.0, 44.5)","(3.8, 4.6, 4.348837209302325)","(5.0, 9.8, 9.72)","(21.0, 150.0, 70.0)","(6.5, 9.8, 9.345454545454546)"
09-01-2023 12:20:49.293301,"(4.2, 5.0, 4.7267326732673265)","(4.2, 5.2, 4.852173913043478)","(8.0, 9.6, 9.142857142857142)","(16.0, 60.0, 55.57142857142857)","(3.8, 4.6, 4.348837209302325)","(5.0, 9.8, 9.72)","(21.0, 150.0, 70.0)","(6.5, 9.8, 9.345454545454546)"
09-01-2023 12:20:50.352977,"(4.0, 5.0, 4.7267326732673265)","(4.2, 5.1, 4.7444444444444445)","(8.0, 9.6, 9.142857142857142)","(16.0, 60.0, 56.55555555555556)","(3.8, 4.6, 4.306666666666667)","(5.0, 9.8, 9.72)","(26.0, 150.0, 70.0)","(6.5, 9.8, 9.266666666666667)"
09-01-2023 12:20:51.422230,"(4.0, 5.0, 4.7267326732673265)","(4.2, 5.1, 4.721052631578948)","(8.0, 9.6, 9.142857142857142)","(16.0, 60.0, 57.272727272727266)","(3.8, 4.6, 4.320754716981132)","(5.0, 9.8, 9.72)","(26.0, 150.0, 42.22222222222222)","(6.5, 9.8, 9.3)"
09-01-2023 12:20:52.487127,"(4.0, 5.0, 4.7267326732673265)","(4.2, 5.0, 4.88)","(8.0, 9.6, 9.142857142857142)","(16.0, 60.0, 57.272727272727266)","(3.8, 4.6, 4.29795918367347)","(5.0, 9.8, 9.72)","(26.0, 140.0, 42.22222222222222)","(6.5, 9.8, 9.5)"
09-01-2023 12:20:53.562644,"(4.0, 5.0, 4.7267326732673265)","(4.2, 5.0, 4.933333333333334)","(8.0, 9.6, 9.142857142857142)","(16.0, 60.0, 71.66666666666667)","(3.8, 4.6, 4.123529411764705)","(5.0, 9.8, 10.040000000000001)","(26.0, 140.0, 42.22222222222222)","(6.5, 9.8, 9.5)"
09-01-2023 12:20:54.632001,"(4.0, 5.0, 4.7267326732673265)","(4.2, 5.0, 4.7)","(8.0, 9.6, 9.142857142857142)","(16.0, 80.0, 71.66666666666667)","(3.7, 4.5, 4.123529411764705)","(5.5, 11.0, 10.3)","(21.0, 140.0, 42.22222222222222)","(7.0, 9.8, 9.285714285714285)"
09-01-2023 12:20:55.662988,"(4.0, 5.0, 4.7267326732673265)","(4.2, 5.0, 4.7)","(8.0, 9.6, 9.142857142857142)","(16.0, 80.0, 71.66666666666667)","(3.7, 4.5, 4.123529411764705)","(5.5, 11.0, 9.92)","(21.0, 140.0, 42.22222222222222)","(7.0, 9.8, 9.285714285714285)"
09-01-2023 12:20:56.752178,"(4.0, 5.0, 4.7267326732673265)","(4.2, 5.0, 4.7)","(8.0, 9.6, 9.142857142857142)","(16.0, 80.0, 71.66666666666667)","(3.7, 4.4, 4.11764705882353)","(5.5, 11.0, 10.384615384615385)","(21.0, 140.0, 42.22222222222222)","(7.0, 9.8, 9.285714285714285)"
09-01-2023 12:20:57.818574,"(4.0, 5.0, 4.7267326732673265)","(4.2, 5.0, 4.7)","(8.0, 9.6, 9.142857142857142)","(16.0, 80.0, 75.45454545454547)","(3.7, 4.4, 4.11764705882353)","(5.5, 11.0, 10.454545454545455)","(21.0, 140.0, 42.22222222222222)","(7.0, 9.8, 9.285714285714285)"
09-01-2023 12:20:58.847527,"(4.0, 5.0, 4.7267326732673265)","(4.2, 5.0, 4.7)","(8.0, 9.6, 9.1)","(16.0, 80.0, 75.45454545454547)","(3.7, 4.4, 4.11764705882353)","(5.5, 11.5, 10.58)","(21.0, 140.0, 42.22222222222222)","(7.0, 9.8, 9.285714285714285)"
09-01-2023 12:20:59.894049,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.9, 4.800000000000001)","(8.0, 9.6, 9.1)","(16.0, 80.0, 75.45454545454547)","(3.7, 4.4, 4.11764705882353)","(5.5, 11.5, 11.020833333333334)","(21.0, 140.0, 42.22222222222222)","(7.0, 9.8, 9.285714285714285)"
09-01-2023 12:21:00.903737,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.9, 4.766666666666667)","(8.0, 9.6, 9.1)","(16.0, 80.0, 75.45454545454547)","(3.7, 4.4, 4.008333333333334)","(5.5, 11.5, 11.023809523809524)","(21.0, 140.0, 42.22222222222222)","(7.0, 9.8, 9.285714285714285)"
09-01-2023 12:21:01.938172,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.9, 4.766666666666667)","(8.0, 9.6, 9.142857142857142)","(16.0, 80.0, 75.45454545454547)","(3.7, 4.3, 4.05)","(5.5, 11.5, 11.058823529411764)","(21.0, 140.0, 42.22222222222222)","(7.0, 9.8, 9.285714285714285)"
09-01-2023 12:21:02.987606,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.9, 4.671428571428572)","(8.0, 9.6, 9.142857142857142)","(16.0, 80.0, 75.45454545454547)","(3.7, 4.3, 4.05)","(5.5, 11.5, 11.03125)","(21.0, 140.0, 42.22222222222222)","(7.0, 9.8, 10.391666666666666)"
09-01-2023 12:21:04.020901,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.9, 4.671428571428572)","(8.0, 9.6, 9.1)","(16.0, 100.0, 93.63636363636363)","(3.7, 4.3, 4.0)","(5.5, 11.5, 11.058823529411764)","(21.0, 140.0, 42.22222222222222)","(7.0, 10.5, 10.975)"
09-01-2023 12:21:05.057639,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.9, 4.671428571428572)","(8.0, 9.6, 9.1)","(16.0, 100.0, 93.63636363636363)","(3.7, 4.1, 4.004411764705882)","(5.5, 11.5, 11.03125)","(21.0, 140.0, 42.22222222222222)","(7.0, 11.5, 10.975)"
09-01-2023 12:21:06.126929,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.9, 4.671428571428572)","(8.0, 9.6, 8.910344827586208)","(16.0, 100.0, 93.63636363636363)","(3.7, 4.1, 4.004411764705882)","(5.5, 11.5, 11.03125)","(21.0, 140.0, 42.22222222222222)","(7.0, 11.5, 10.075)"
09-01-2023 12:21:07.192302,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.9, 4.671428571428572)","(8.0, 9.6, 9.082758620689654)","(16.0, 100.0, 87.14285714285714)","(3.7, 4.1, 4.004411764705882)","(5.5, 11.5, 11.058823529411764)","(21.0, 140.0, 46.66666666666667)","(7.0, 11.5, 10.744444444444445)"
09-01-2023 12:21:08.247842,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.9, 4.671428571428572)","(8.0, 9.6, 9.158823529411764)","(16.0, 110.0, 87.14285714285714)","(3.7, 4.1, 4.004411764705882)","(5.5, 11.5, 11.03125)","(21.0, 130.0, 46.66666666666667)","(7.0, 11.5, 10.933333333333334)"
09-01-2023 12:21:09.344361,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.8, 4.711764705882353)","(8.0, 9.6, 9.158823529411764)","(16.0, 110.0, 87.14285714285714)","(3.7, 4.1, 4.004411764705882)","(5.5, 11.5, 11.058823529411764)","(21.0, 130.0, 46.66666666666667)","(7.0, 11.5, 10.744444444444445)"
09-01-2023 12:21:10.386213,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.8, 4.711764705882353)","(8.0, 9.6, 9.158823529411764)","(16.0, 110.0, 87.14285714285714)","(3.7, 4.1, 3.9693181818181817)","(5.5, 11.5, 11.03125)","(21.0, 130.0, 46.66666666666667)","(7.0, 11.5, 10.744444444444445)"
09-01-2023 12:21:11.464801,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.8, 4.711764705882353)","(8.0, 9.6, 9.158823529411764)","(16.0, 110.0, 87.14285714285714)","(3.7, 4.1, 3.976)","(5.5, 11.5, 11.058823529411764)","(21.0, 130.0, 50.0)","(7.0, 11.5, 11.142105263157895)"
09-01-2023 12:21:12.517730,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.8, 4.711764705882353)","(8.0, 9.6, 9.22962962962963)","(18.0, 110.0, 87.14285714285714)","(3.7, 4.0, 3.973913043478261)","(6.0, 11.5, 11.03125)","(21.0, 150.0, 50.0)","(7.0, 11.5, 11.142105263157895)"
09-01-2023 12:21:13.550176,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.8, 4.6125)","(8.0, 9.6, 9.22962962962963)","(18.0, 110.0, 87.14285714285714)","(3.7, 4.0, 3.9291666666666667)","(6.0, 11.5, 11.03125)","(21.0, 150.0, 50.0)","(7.0, 11.5, 11.142105263157895)"
09-01-2023 12:21:14.616751,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.8, 4.6125)","(8.0, 9.6, 9.27741935483871)","(18.0, 110.0, 87.14285714285714)","(3.7, 4.0, 3.9291666666666667)","(6.0, 11.5, 11.058823529411764)","(21.0, 150.0, 50.0)","(7.0, 11.5, 11.142105263157895)"
09-01-2023 12:21:15.635370,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.8, 4.6125)","(8.0, 9.6, 9.27741935483871)","(19.0, 110.0, 83.33333333333333)","(3.6, 4.0, 3.9119565217391306)","(6.0, 11.5, 11.03125)","(21.0, 150.0, 50.0)","(7.0, 11.5, 10.642857142857142)"
09-01-2023 12:21:16.621037,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.8, 4.6125)","(8.0, 9.6, 9.27741935483871)","(19.0, 100.0, 76.66666666666667)","(3.6, 4.0, 3.9035714285714285)","(6.0, 11.5, 11.058823529411764)","(21.0, 150.0, 50.0)","(7.0, 11.5, 11.0)"
09-01-2023 12:21:17.627751,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.8, 4.581818181818182)","(8.0, 9.6, 9.27741935483871)","(19.0, 100.0, 76.66666666666667)","(3.6, 4.0, 3.9035714285714285)","(6.0, 11.5, 11.03125)","(21.0, 150.0, 42.22222222222222)","(7.0, 11.5, 11.0)"
09-01-2023 12:21:18.678263,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.8, 4.6125)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 74.0)","(3.6, 4.0, 3.9035714285714285)","(6.0, 11.5, 11.058823529411764)","(21.0, 140.0, 52.0)","(7.0, 11.5, 11.0)"
09-01-2023 12:21:19.723789,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.8, 4.6125)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 84.5)","(3.6, 4.0, 3.893269230769231)","(6.0, 11.5, 11.03125)","(21.0, 140.0, 52.0)","(7.0, 11.5, 11.214285714285714)"
09-01-2023 12:21:20.799697,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.8, 4.6125)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 84.5)","(3.6, 4.0, 3.893269230769231)","(6.0, 11.5, 11.03125)","(21.0, 140.0, 52.0)","(7.0, 11.5, 12.1)"
09-01-2023 12:21:21.866406,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.8, 4.675)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 84.5)","(3.6, 4.0, 3.893269230769231)","(6.0, 11.5, 11.058823529411764)","(21.0, 140.0, 52.0)","(7.0, 13.0, 12.4)"
09-01-2023 12:21:22.911998,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.8, 4.466666666666667)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 84.5)","(3.6, 4.0, 3.893269230769231)","(6.0, 11.5, 11.03125)","(21.0, 140.0, 52.0)","(7.0, 13.0, 12.75)"
09-01-2023 12:21:23.996941,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.7, 4.607692307692307)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 84.5)","(3.6, 4.0, 3.893269230769231)","(6.0, 11.5, 11.058823529411764)","(21.0, 140.0, 52.0)","(7.0, 13.0, 12.75)"
09-01-2023 12:21:25.082551,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.7, 4.5875)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 84.5)","(3.6, 4.0, 3.893269230769231)","(6.0, 11.5, 11.03125)","(21.0, 140.0, 52.0)","(7.0, 13.0, 12.75)"
09-01-2023 12:21:26.159195,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.7, 4.5875)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 88.22222222222223)","(3.6, 4.0, 3.9115384615384614)","(6.0, 11.5, 11.03125)","(21.0, 140.0, 52.0)","(7.0, 13.0, 12.85)"
09-01-2023 12:21:27.238796,"(4.0, 5.0, 4.7267326732673265)","(4.2, 4.7, 4.5875)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 88.0)","(3.6, 4.0, 3.9115384615384614)","(6.0, 11.5, 11.058823529411764)","(21.0, 140.0, 52.0)","(7.5, 13.0, 12.85)"
09-01-2023 12:21:28.290316,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.7, 4.5875)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 88.0)","(3.6, 4.0, 3.9115384615384614)","(6.0, 11.5, 11.03125)","(21.0, 140.0, 52.0)","(7.5, 13.0, 12.85)"
09-01-2023 12:21:29.295434,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.7, 4.5875)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 88.0)","(3.6, 4.0, 3.9115384615384614)","(6.0, 11.5, 11.03125)","(21.0, 140.0, 52.0)","(7.5, 13.0, 12.925)"
09-01-2023 12:21:30.285974,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.7, 4.5875)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 88.0)","(3.6, 4.0, 3.9115384615384614)","(6.0, 11.5, 11.058823529411764)","(21.0, 140.0, 52.0)","(7.5, 13.0, 12.90625)"
09-01-2023 12:21:31.299590,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.7, 4.5875)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 88.0)","(3.6, 4.0, 3.9115384615384614)","(6.0, 11.5, 11.03125)","(21.0, 140.0, 52.0)","(7.5, 13.0, 12.90625)"
09-01-2023 12:21:32.325708,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.7, 4.5875)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 88.0)","(3.6, 4.0, 3.9115384615384614)","(6.0, 11.5, 11.058823529411764)","(21.0, 140.0, 52.5)","(7.5, 13.0, 12.833333333333334)"
09-01-2023 12:21:33.447235,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.7, 4.5875)","(8.0, 9.6, 9.27741935483871)","(19.0, 95.0, 74.54545454545455)","(3.6, 4.0, 3.9115384615384614)","(6.0, 11.5, 11.03125)","(21.0, 120.0, 52.5)","(7.5, 13.0, 12.4375)"
09-01-2023 12:21:34.579064,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.7, 4.5875)","(8.0, 9.6, 9.27741935483871)","(19.0, 110.0, 98.85714285714286)","(3.6, 4.0, 3.9158536585365855)","(6.0, 11.5, 11.058823529411764)","(21.0, 120.0, 48.0)","(7.5, 13.0, 12.4375)"
09-01-2023 12:21:35.668251,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.7, 4.5875)","(8.0, 9.6, 9.27741935483871)","(19.0, 110.0, 98.85714285714286)","(3.6, 4.0, 3.9158536585365855)","(6.0, 11.5, 11.03125)","(21.0, 120.0, 48.0)","(7.5, 13.0, 12.4375)"
09-01-2023 12:21:36.751794,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.6, 4.565384615384615)","(8.0, 9.6, 9.27741935483871)","(19.0, 110.0, 98.85714285714286)","(3.6, 4.0, 3.9158536585365855)","(6.0, 11.5, 11.03125)","(21.0, 120.0, 48.0)","(7.5, 13.0, 12.653846153846153)"
09-01-2023 12:21:37.878944,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.6, 4.566666666666666)","(8.0, 9.6, 9.27741935483871)","(19.0, 110.0, 98.85714285714286)","(3.6, 4.0, 3.8466666666666667)","(6.0, 11.5, 11.058823529411764)","(21.0, 120.0, 41.25)","(7.5, 13.0, 12.4375)"
09-01-2023 12:21:38.995642,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.6, 4.566666666666666)","(8.0, 9.6, 9.27741935483871)","(19.0, 110.0, 98.85714285714286)","(3.6, 4.0, 3.7604166666666665)","(6.0, 11.5, 11.03125)","(21.0, 120.0, 41.25)","(7.5, 13.0, 12.4375)"
09-01-2023 12:21:40.073713,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.6, 4.566666666666666)","(8.0, 9.6, 9.27741935483871)","(19.0, 110.0, 98.85714285714286)","(3.6, 4.0, 3.825)","(6.0, 11.5, 11.058823529411764)","(21.0, 120.0, 41.25)","(7.5, 13.0, 12.4375)"
09-01-2023 12:21:41.171831,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.6, 4.566666666666666)","(8.0, 9.6, 9.27741935483871)","(19.0, 110.0, 98.85714285714286)","(3.6, 3.95, 3.7961538461538464)","(6.0, 11.5, 11.058823529411764)","(21.0, 120.0, 41.25)","(7.5, 13.0, 12.653846153846153)"
09-01-2023 12:21:42.238330,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.6, 4.566666666666666)","(8.0, 9.6, 9.27741935483871)","(19.0, 110.0, 98.85714285714286)","(3.6, 3.95, 3.7961538461538464)","(6.0, 11.5, 11.03125)","(21.0, 120.0, 41.25)","(7.5, 13.0, 12.653846153846153)"
09-01-2023 12:21:43.292677,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.6, 4.566666666666666)","(8.0, 9.6, 9.27741935483871)","(19.0, 110.0, 98.85714285714286)","(3.6, 3.95, 3.769444444444445)","(6.0, 11.5, 11.058823529411764)","(21.0, 120.0, 30.333333333333332)","(7.5, 13.0, 12.8)"
09-01-2023 12:21:44.340169,"(4.0, 5.0, 4.7267326732673265)","(3.9, 4.6, 4.566666666666666)","(8.0, 9.6, 9.27741935483871)","(19.0, 110.0, 98.85714285714286)","(3.6, 3.95, 3.769444444444445)","(6.0, 11.5, 11.03125)","(21.0, 42.0, 30.324324324324323)","(7.5, 13.0, 12.71875)"
09-01-2023 12:21:45.438600,"(4.0, 5.0, 4.7620689655172415)","(3.9, 4.6, 4.566666666666666)","(8.0, 9.6, 9.27741935483871)","(19.0, 110.0, 98.85714285714286)","(3.6, 3.95, 3.769444444444445)","(6.0, 11.5, 10.617647058823529)","(21.0, 42.0, 30.333333333333332)","(7.5, 13.0, 12.8)"
09-01-2023 12:21:46.615573,"(4.0, 5.0, 4.7620689655172415)","(3.9, 4.6, 4.566666666666666)","(8.0, 9.6, 9.27741935483871)","(19.0, 110.0, 98.85714285714286)","(3.6, 3.95, 3.769444444444445)","(6.0, 11.5, 10.785714285714286)","(21.0, 42.0, 30.333333333333332)","(7.5, 13.0, 12.8)"
09-01-2023 12:21:47.648373,"(4.0, 5.0, 4.7620689655172415)","(3.9, 4.6, 4.566666666666666)","(8.0, 9.6, 9.27741935483871)","(19.0, 110.0, 72.0)","(3.6, 3.95, 3.7806451612903227)","(6.0, 11.5, 10.785714285714286)","(21.0, 42.0, 30.324324324324323)","(7.5, 13.0, 12.958333333333334)"
09-01-2023 12:21:48.668767,"(4.0, 5.0, 4.91)","(3.9, 4.6, 4.566666666666666)","(8.0, 10.5, 10.314285714285713)","(19.0, 110.0, 72.0)","(3.6, 3.95, 3.7806451612903227)","(6.0, 11.5, 10.785714285714286)","(21.0, 42.0, 30.324324324324323)","(7.5, 14.0, 12.59375)"
09-01-2023 12:21:49.666729,"(4.0, 5.3, 5.2)","(4.0, 4.6, 4.560869565217391)","(8.0, 11.0, 10.357142857142858)","(20.0, 110.0, 91.0)","(3.5, 3.95, 3.7806451612903227)","(6.0, 11.5, 10.785714285714286)","(21.0, 42.0, 35.0)","(8.0, 14.0, 12.59375)"
09-01-2023 12:21:50.685025,"(4.0, 5.3, 5.265909090909091)","(4.0, 4.6, 4.560869565217391)","(8.0, 11.0, 10.357142857142858)","(20.0, 110.0, 66.57142857142857)","(3.5, 3.95, 3.74)","(6.0, 11.5, 10.785714285714286)","(21.0, 40.0, 28.666666666666668)","(8.0, 14.0, 12.59375)"
09-01-2023 12:21:51.790723,"(4.0, 5.3, 5.263414634146342)","(4.0, 4.6, 4.560869565217391)","(8.0, 11.0, 10.357142857142858)","(20.0, 110.0, 62.5)","(3.5, 3.95, 3.7750000000000004)","(6.0, 11.5, 10.785714285714286)","(21.0, 40.0, 23.73913043478261)","(8.0, 14.0, 12.59375)"
09-01-2023 12:21:52.875741,"(4.0, 5.3, 5.263414634146342)","(4.0, 4.6, 4.560869565217391)","(8.0, 11.0, 10.357142857142858)","(20.0, 110.0, 62.5)","(3.5, 3.95, 3.7113636363636364)","(6.0, 11.5, 10.6)","(21.0, 40.0, 24.875)","(8.0, 14.0, 12.26923076923077)"
09-01-2023 12:21:54.039824,"(4.0, 6.0, 5.45)","(4.0, 4.6, 4.560869565217391)","(8.0, 11.0, 10.357142857142858)","(20.0, 110.0, 62.5)","(3.5, 3.95, 3.7113636363636364)","(6.0, 11.5, 10.6)","(21.0, 38.0, 26.0)","(8.0, 14.0, 12.26923076923077)"
09-01-2023 12:21:55.235279,"(4.0, 6.0, 5.620689655172414)","(4.0, 4.6, 4.560869565217391)","(8.0, 11.0, 10.357142857142858)","(20.0, 110.0, 62.5)","(3.5, 3.95, 3.7113636363636364)","(6.0, 11.5, 10.6)","(21.0, 38.0, 26.0)","(8.0, 14.0, 12.26923076923077)"
09-01-2023 12:21:56.311932,"(4.0, 6.0, 5.615384615384615)","(4.0, 4.6, 4.560869565217391)","(8.0, 11.0, 10.25)","(20.0, 110.0, 62.5)","(3.5, 3.95, 3.7113636363636364)","(6.0, 11.5, 10.6)","(21.0, 38.0, 26.0)","(8.0, 14.0, 12.26923076923077)"
09-01-2023 12:21:57.445442,"(4.0, 6.0, 5.67741935483871)","(4.0, 4.6, 4.560869565217391)","(8.0, 11.0, 10.333333333333334)","(20.0, 110.0, 62.5)","(3.5, 3.95, 3.7666666666666666)","(6.0, 11.5, 10.6)","(21.0, 38.0, 26.0)","(8.0, 14.0, 12.26923076923077)"
09-01-2023 12:21:58.617829,"(4.0, 6.0, 5.7560975609756095)","(4.0, 4.6, 4.483333333333333)","(8.0, 11.0, 10.5)","(20.0, 110.0, 91.0)","(3.5, 3.9, 3.8047619047619046)","(6.0, 11.5, 10.6)","(21.0, 38.0, 24.666666666666668)","(8.0, 14.0, 12.26923076923077)"
09-01-2023 12:21:59.714364,"(4.0, 6.0, 5.803921568627451)","(4.0, 4.6, 4.472727272727273)","(8.0, 11.0, 10.5)","(20.0, 110.0, 91.0)","(3.5, 3.9, 3.8047619047619046)","(6.0, 11.5, 10.6)","(21.0, 38.0, 24.0)","(8.0, 14.0, 12.26923076923077)"
09-01-2023 12:22:00.809304,"(4.0, 6.0, 5.803921568627451)","(4.0, 4.6, 4.472727272727273)","(8.0, 11.0, 10.5)","(20.0, 110.0, 91.0)","(3.5, 3.9, 3.8047619047619046)","(6.0, 11.5, 10.6)","(21.0, 38.0, 26.25)","(8.0, 14.0, 12.26923076923077)"
09-01-2023 12:22:02.053646,"(4.0, 6.0, 5.64)","(4.0, 4.6, 4.472727272727273)","(8.0, 11.0, 10.5)","(20.0, 110.0, 91.0)","(3.5, 3.9, 3.8047619047619046)","(6.0, 11.5, 10.6)","(21.0, 36.0, 24.083333333333332)","(8.0, 14.0, 12.26923076923077)"
09-01-2023 12:22:03.243251,"(4.0, 6.0, 5.894117647058824)","(4.0, 4.6, 4.472727272727273)","(8.0, 11.0, 10.5)","(20.0, 110.0, 72.0)","(3.5, 3.9, 3.8047619047619046)","(6.0, 11.5, 10.6)","(21.0, 36.0, 24.75)","(8.0, 14.0, 12.26923076923077)"
09-01-2023 12:22:04.475926,"(4.0, 6.0, 5.733333333333333)","(4.0, 4.6, 4.472727272727273)","(8.0, 11.0, 10.0)","(20.0, 110.0, 72.0)","(3.5, 3.9, 3.783333333333333)","(6.0, 11.5, 10.6)","(21.0, 36.0, 24.75)","(8.0, 14.0, 12.26923076923077)"
09-01-2023 12:22:05.753415,"(4.0, 6.0, 5.84)","(4.0, 4.6, 4.472727272727273)","(8.0, 11.0, 10.0)","(20.0, 110.0, 72.0)","(3.5, 3.9, 3.783333333333333)","(6.0, 11.5, 10.6)","(21.0, 36.0, 24.75)","(8.0, 14.0, 12.5)"
09-01-2023 12:22:06.884270,"(4.0, 6.0, 5.8933333333333335)","(4.0, 4.6, 4.472727272727273)","(8.0, 11.0, 10.0)","(20.0, 110.0, 72.0)","(3.5, 3.9, 3.783333333333333)","(6.0, 11.5, 10.6)","(21.0, 36.0, 23.8125)","(8.0, 14.0, 12.5)"
09-01-2023 12:22:08.034230,"(4.0, 6.0, 5.883333333333333)","(4.0, 4.6, 4.496296296296296)","(8.0, 11.0, 10.0)","(20.0, 110.0, 72.0)","(3.5, 3.9, 3.842857142857143)","(6.0, 11.5, 10.6)","(21.0, 36.0, 30.75)","(8.0, 14.0, 12.5)"
09-01-2023 12:22:09.206034,"(4.0, 6.0, 5.7)","(4.0, 4.6, 4.496296296296296)","(8.0, 11.0, 10.0)","(20.0, 110.0, 72.0)","(3.5, 3.9, 3.8)","(6.0, 11.5, 10.6)","(21.0, 34.0, 31.5)","(8.0, 14.0, 12.5)"
09-01-2023 12:22:10.365612,"(4.0, 6.0, 5.905263157894737)","(4.0, 4.6, 4.567441860465116)","(8.0, 11.0, 10.0)","(20.0, 110.0, 72.0)","(3.5, 3.9, 3.8047619047619046)","(6.0, 11.5, 10.6)","(21.0, 34.0, 31.5)","(8.0, 14.0, 12.5)"
09-01-2023 12:22:11.531768,"(4.2, 6.0, 5.905263157894737)","(4.0, 4.6, 4.567441860465116)","(8.0, 11.0, 10.0)","(20.0, 110.0, 72.0)","(3.5, 3.9, 3.8263157894736843)","(6.0, 11.5, 10.2)","(21.0, 34.0, 31.5)","(8.0, 14.0, 12.5)"
09-01-2023 12:22:12.663506,"(4.2, 6.0, 5.911764705882353)","(4.0, 4.7, 4.627272727272727)","(8.0, 11.0, 10.0)","(20.0, 110.0, 72.0)","(3.5, 3.9, 3.8263157894736843)","(6.0, 11.0, 10.236363636363636)","(21.0, 34.0, 31.5)","(8.0, 14.0, 11.954545454545455)"
