,Forward Step,Nut Butter Jam,Strum The Banjo,Aquata,Will She Stay,Confound
11-01-2023 13:34:04.531647,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:05.477554,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:06.360146,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:07.249424,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:08.229225,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:09.134627,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:10.337231,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:11.232142,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:12.244510,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:13.448106,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:14.494371,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:15.466111,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:16.392156,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:17.383040,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:18.373475,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:19.333017,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:20.266089,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:21.147671,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:22.061509,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.695238095238095)"
11-01-2023 13:34:23.067702,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:24.029762,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:24.958440,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:25.852093,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:26.793036,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 47.42857142857143)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:27.838950,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 59.0)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:28.788977,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 59.0)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:29.687576,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 59.0)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:30.851919,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 59.0)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:31.760798,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 59.0)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:32.715074,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 59.0)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:33.727176,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 59.0)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:34.716213,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 59.0)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:35.899330,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 59.0)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:36.913233,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 59.0)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:37.936256,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 59.0)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:39.078918,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 59.0)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:40.056781,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:40.919524,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:41.831082,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.785714285714285)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:42.791681,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.333333333333332)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:43.681423,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.333333333333332)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:44.655359,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.333333333333332)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:45.695921,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.733333333333334)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:46.646098,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.733333333333334)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:47.653418,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.0, 16.733333333333334)","(2.8, 4.0, 3.205)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:48.661179,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 15.214285714285714)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:49.550892,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 15.214285714285714)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:50.519070,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 15.214285714285714)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:51.557711,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.357142857142858)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:52.576699,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.357142857142858)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:53.540625,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.357142857142858)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:54.424041,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.657894736842106)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:55.350521,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.657894736842106)","(2.8, 4.0, 3.229090909090909)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:56.387118,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 15.5)","(2.8, 4.0, 3.152)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:57.603499,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 15.5)","(2.8, 4.0, 3.152)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:58.724702,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.333333333333332)","(2.8, 4.0, 3.152)","(7.5, 12.0, 11.68)"
11-01-2023 13:34:59.794652,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.333333333333332)","(2.8, 4.0, 3.152)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:00.857205,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.333333333333332)","(2.8, 4.0, 3.152)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:01.950721,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.333333333333332)","(2.8, 4.0, 3.152)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:02.949532,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.333333333333332)","(2.8, 4.0, 3.152)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:03.880178,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 15.944444444444445)","(2.8, 4.0, 3.152)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:04.940168,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 15.785714285714285)","(2.8, 4.0, 3.0782608695652174)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:05.958598,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 15.785714285714285)","(2.8, 4.0, 3.0782608695652174)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:07.047283,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 15.785714285714285)","(2.8, 4.0, 3.0782608695652174)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:08.003682,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.3)","(2.8, 4.0, 3.0283333333333333)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:08.947102,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.3)","(2.8, 4.0, 3.0283333333333333)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:10.009359,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.3)","(2.8, 4.0, 3.0283333333333333)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:11.083142,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.3)","(2.8, 4.0, 3.0283333333333333)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:12.065187,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.3)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:13.054956,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:13.948820,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:14.987909,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:15.960263,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:16.849903,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:17.826009,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:18.840293,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:19.907587,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:20.852375,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:21.778221,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:22.816145,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 11.68)"
11-01-2023 13:35:23.868657,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 11.418181818181818)"
11-01-2023 13:35:24.901133,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 10.72)"
11-01-2023 13:35:25.842720,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:26.757260,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.062307692307692)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:27.788752,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.7228915662650603)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:28.794760,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.7228915662650603)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:29.790762,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 4.0, 3.4148648648648647)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:30.705031,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.4148648648648647)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:31.658891,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.4148648648648647)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:32.703769,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.2051724137931035)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:33.761953,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.2051724137931035)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:34.756875,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.2051724137931035)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:35.694383,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.4362962962962964)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:36.628618,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.4362962962962964)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:37.645062,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.4362962962962964)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:38.697524,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.4165384615384617)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:39.623992,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.4165384615384617)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:40.615770,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.4165384615384617)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:41.635952,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.4165384615384617)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:42.672756,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.4165384615384617)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:43.754908,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.4165384615384617)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:44.802049,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.95, 3.8015625)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:45.764817,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.9, 3.5585714285714287)","(7.5, 12.0, 10.464)"
11-01-2023 13:35:46.727689,"(3.9, 5.6, 5.122641509433962)","(31.0, 80.0, 60.61538461538461)","(3.0, 3.85, 3.5944444444444446)","(7.0, 17.5, 16.0)","(2.8, 3.85, 3.325833333333333)","(7.5, 12.0, 10.464)"
