,Adonis Kick,Princeton Award,Almsgiver,Abreed,Vadaboy,Flame Of Venice,Light Up The Moon,Mr Mischief,Allaboutattitude
04-01-2023 14:32:34.375552,"(7.5, 8.8, 8.766666666666667)","(3.7, 4.2, 4.169655172413793)","(15.0, 21.0, 20.133333333333333)","(8.5, 10.5, 10.10304054054054)","(3.2, 3.75, 3.7689300411522635)","(5.5, 7.2, 6.97239263803681)","(17.0, 25.0, 24.73913043478261)","(21.0, 32.0, 29.34285714285714)","(51.0, 90.0, 85.0)"
04-01-2023 14:32:35.590288,"(7.5, 8.8, 8.684444444444445)","(3.7, 4.2, 4.169655172413793)","(15.0, 21.0, 20.25)","(8.5, 10.5, 10.126391096979333)","(3.2, 3.8, 3.7686234817813764)","(5.5, 7.0, 6.971698113207547)","(17.0, 25.0, 24.73913043478261)","(21.0, 32.0, 29.34285714285714)","(51.0, 90.0, 85.0)"
04-01-2023 14:32:36.822282,"(7.5, 8.8, 8.663291139240506)","(3.7, 4.2, 4.177834179357022)","(15.0, 21.0, 20.25)","(8.5, 10.5, 10.482876712328768)","(3.2, 3.8, 3.7684959349593496)","(5.5, 7.0, 6.963963963963964)","(17.0, 25.0, 24.73913043478261)","(21.0, 32.0, 29.764705882352942)","(51.0, 90.0, 87.85714285714286)"
04-01-2023 14:32:38.037617,"(7.5, 8.6, 8.55921052631579)","(3.7, 4.2, 4.173248407643312)","(15.0, 21.0, 20.25)","(8.5, 10.5, 10.446064139941692)","(3.2, 3.8, 3.781578947368421)","(5.5, 7.0, 6.963963963963964)","(17.0, 25.0, 24.75)","(21.0, 30.0, 30.03125)","(51.0, 90.0, 87.85714285714286)"
04-01-2023 14:32:39.199310,"(7.5, 8.8, 8.63960396039604)","(3.7, 4.2, 4.16353591160221)","(15.0, 21.0, 20.25)","(8.5, 10.5, 10.548245614035087)","(3.2, 3.8, 3.7624060150375938)","(5.5, 7.0, 6.970957095709571)","(17.0, 25.0, 24.714285714285715)","(21.0, 32.0, 29.916666666666668)","(51.0, 90.0, 87.85714285714286)"
04-01-2023 14:32:40.339184,"(7.5, 9.0, 8.66797385620915)","(3.7, 4.2, 4.161904761904762)","(15.0, 21.0, 20.157894736842106)","(8.5, 11.0, 10.407794676806084)","(3.2, 3.8, 3.763095238095238)","(5.5, 7.0, 6.969444444444444)","(17.0, 25.0, 24.714285714285715)","(21.0, 32.0, 29.916666666666668)","(51.0, 90.0, 87.58620689655173)"
04-01-2023 14:32:41.515894,"(7.5, 8.8, 8.768253968253969)","(3.7, 4.2, 4.161146496815286)","(15.0, 21.0, 20.789473684210527)","(8.5, 10.5, 10.172602739726027)","(3.2, 3.8, 3.6936855670103093)","(5.5, 7.0, 7.056666666666667)","(17.0, 25.0, 25.074626865671643)","(21.0, 32.0, 30.170731707317074)","(51.0, 90.0, 91.81818181818181)"
04-01-2023 14:32:42.685058,"(7.5, 8.6, 8.575)","(3.7, 4.3, 4.212437185929648)","(15.0, 21.0, 20.789473684210527)","(8.5, 10.5, 10.12828947368421)","(3.2, 3.7, 3.6923913043478263)","(5.5, 7.2, 7.056666666666667)","(17.0, 26.0, 25.074626865671643)","(21.0, 32.0, 30.170731707317074)","(51.0, 95.0, 89.28571428571429)"
04-01-2023 14:32:43.851861,"(7.5, 8.6, 8.568421052631578)","(3.7, 4.3, 4.212437185929648)","(15.0, 21.0, 20.789473684210527)","(8.5, 10.5, 10.12828947368421)","(3.2, 3.7, 3.6923913043478263)","(5.5, 7.2, 7.056666666666667)","(17.0, 26.0, 25.074626865671643)","(21.0, 32.0, 29.951219512195124)","(51.0, 90.0, 89.28571428571429)"
04-01-2023 14:32:44.993383,"(7.5, 8.6, 8.570422535211268)","(3.7, 4.3, 4.212437185929648)","(15.0, 21.0, 20.789473684210527)","(8.5, 10.5, 10.12828947368421)","(3.2, 3.7, 3.6915254237288138)","(5.5, 7.2, 7.056666666666667)","(17.0, 26.0, 25.074626865671643)","(21.0, 32.0, 30.026315789473685)","(51.0, 90.0, 89.28571428571429)"
04-01-2023 14:32:46.098211,"(7.5, 8.6, 8.589312977099237)","(3.7, 4.3, 4.182362869198312)","(15.0, 21.0, 20.77777777777778)","(8.5, 10.5, 10.023876404494382)","(3.2, 3.7, 3.691638795986622)","(5.5, 7.2, 7.1328000000000005)","(17.0, 26.0, 24.96969696969697)","(21.0, 32.0, 27.875)","(51.0, 90.0, 89.375)"
04-01-2023 14:32:47.207885,"(7.5, 8.6, 8.592248062015504)","(3.7, 4.3, 4.1816736401673635)","(15.0, 21.0, 20.8)","(8.5, 10.5, 10.05511811023622)","(3.2, 3.7, 3.691638795986622)","(5.5, 7.2, 7.1328000000000005)","(17.0, 26.0, 24.96969696969697)","(21.0, 29.0, 27.823529411764707)","(51.0, 90.0, 89.375)"
04-01-2023 14:32:48.331924,"(7.5, 8.6, 8.592248062015504)","(3.7, 4.2, 4.197005988023952)","(15.0, 21.0, 20.8)","(8.5, 10.5, 10.048780487804878)","(3.2, 3.7, 3.692753623188406)","(5.5, 7.2, 7.1328000000000005)","(17.0, 26.0, 25.0)","(21.0, 28.0, 27.869565217391305)","(51.0, 90.0, 89.375)"
04-01-2023 14:32:49.421014,"(7.5, 8.8, 8.741176470588236)","(3.7, 4.2, 4.197252747252747)","(15.0, 21.0, 20.833333333333332)","(8.5, 10.5, 10.048780487804878)","(3.2, 3.7, 3.692753623188406)","(5.5, 7.2, 7.191752577319588)","(17.0, 26.0, 24.89855072463768)","(21.0, 28.0, 27.869565217391305)","(51.0, 90.0, 88.82352941176471)"
04-01-2023 14:32:50.671590,"(7.5, 8.8, 8.725)","(3.7, 4.2, 4.191868512110727)","(15.0, 21.0, 20.8)","(8.5, 10.5, 10.046228710462287)","(3.2, 3.7, 3.6909420289855075)","(5.5, 7.2, 7.191752577319588)","(17.0, 26.0, 24.84931506849315)","(21.0, 28.0, 27.833333333333332)","(51.0, 90.0, 88.82352941176471)"
04-01-2023 14:32:51.902500,"(7.5, 8.8, 8.725)","(3.7, 4.3, 4.20548128342246)","(15.0, 21.0, 20.8)","(8.5, 10.5, 10.046228710462287)","(3.2, 3.7, 3.698917748917749)","(5.5, 7.2, 7.163157894736842)","(17.0, 26.0, 24.84931506849315)","(21.0, 28.0, 26.583333333333332)","(51.0, 90.0, 88.82352941176471)"
04-01-2023 14:32:53.408288,"(7.5, 8.8, 8.672972972972973)","(3.7, 4.3, 4.23109756097561)","(15.0, 21.0, 20.761904761904763)","(8.5, 10.5, 10.046228710462287)","(3.2, 3.7, 3.698109243697479)","(5.5, 7.2, 7.189795918367347)","(17.0, 26.0, 24.84931506849315)","(21.0, 27.0, 25.542857142857144)","(51.0, 90.0, 88.82352941176471)"
04-01-2023 14:32:54.658855,"(7.5, 8.8, 8.659701492537314)","(3.7, 4.3, 4.23109756097561)","(15.0, 21.0, 20.761904761904763)","(8.5, 10.5, 10.065727699530516)","(3.2, 3.7, 3.710714285714286)","(5.5, 7.2, 7.161739130434783)","(17.0, 26.0, 24.84931506849315)","(21.0, 26.0, 24.5)","(51.0, 90.0, 88.82352941176471)"
04-01-2023 14:32:55.936430,"(7.5, 8.8, 8.659701492537314)","(3.7, 4.3, 4.231481481481482)","(15.0, 21.0, 20.761904761904763)","(8.5, 10.5, 10.084905660377359)","(3.2, 3.75, 3.705538922155689)","(5.5, 7.2, 7.208866995073892)","(17.0, 26.0, 24.84931506849315)","(21.0, 25.0, 24.11111111111111)","(51.0, 90.0, 88.82352941176471)"
04-01-2023 14:32:57.150801,"(7.5, 8.8, 8.671111111111111)","(3.7, 4.3, 4.231481481481482)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.099088838268793)","(3.2, 3.75, 3.6901754385964916)","(5.5, 7.4, 7.206829268292683)","(17.0, 26.0, 24.84931506849315)","(21.0, 25.0, 24.21951219512195)","(51.0, 90.0, 88.82352941176471)"
04-01-2023 14:32:58.327646,"(7.5, 8.8, 8.666666666666666)","(3.7, 4.3, 4.231481481481482)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.099088838268793)","(3.2, 3.7, 3.6901754385964916)","(5.5, 7.4, 7.2357894736842105)","(17.0, 26.0, 24.84931506849315)","(21.0, 25.0, 23.96153846153846)","(51.0, 90.0, 88.82352941176471)"
04-01-2023 14:32:59.578923,"(7.5, 8.8, 8.666666666666666)","(3.7, 4.3, 4.227133479212254)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.107142857142858)","(3.2, 3.7, 3.643063063063063)","(5.5, 7.4, 7.325)","(17.0, 26.0, 25.0561797752809)","(21.0, 25.0, 24.06382978723404)","(51.0, 90.0, 88.82352941176471)"
04-01-2023 14:33:00.738204,"(7.5, 8.8, 8.676923076923076)","(3.7, 4.3, 4.227133479212254)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.107142857142858)","(3.2, 3.65, 3.648223350253807)","(5.5, 7.4, 7.325)","(17.0, 26.0, 25.093023255813954)","(21.0, 25.0, 24.514285714285712)","(51.0, 90.0, 88.57142857142857)"
04-01-2023 14:33:01.825964,"(7.5, 8.8, 8.665934065934065)","(3.7, 4.3, 4.227133479212254)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.107142857142858)","(3.2, 3.65, 3.648223350253807)","(5.5, 7.4, 7.337254901960785)","(17.0, 26.0, 25.0561797752809)","(21.0, 26.0, 24.678571428571427)","(51.0, 90.0, 88.4)"
04-01-2023 14:33:03.018276,"(7.5, 8.8, 8.630555555555555)","(3.7, 4.3, 4.227843986998916)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.120772946859903)","(3.2, 3.65, 3.6479411764705882)","(5.5, 7.4, 7.355555555555556)","(17.0, 26.0, 25.066666666666666)","(21.0, 25.0, 26.02857142857143)","(51.0, 90.0, 87.5)"
04-01-2023 14:33:04.138893,"(7.5, 8.6, 8.573214285714286)","(3.7, 4.3, 4.227843986998916)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.120772946859903)","(3.2, 3.65, 3.649574468085106)","(5.5, 7.4, 7.368316831683169)","(17.0, 26.0, 25.071428571428573)","(21.0, 27.0, 26.129032258064516)","(51.0, 90.0, 87.5)"
04-01-2023 14:33:05.269235,"(7.5, 8.8, 8.604395604395604)","(3.7, 4.3, 4.227369542066028)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.120772946859903)","(3.2, 3.65, 3.649574468085106)","(5.5, 7.4, 7.368316831683169)","(17.0, 26.0, 25.071428571428573)","(21.0, 27.0, 26.11764705882353)","(51.0, 90.0, 87.5)"
04-01-2023 14:33:06.685789,"(7.5, 8.8, 8.604395604395604)","(3.7, 4.3, 4.227369542066028)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.138121546961326)","(3.2, 3.65, 3.6325165562913906)","(5.5, 7.4, 7.438150289017341)","(17.0, 26.0, 24.423076923076923)","(21.0, 27.0, 26.032258064516128)","(51.0, 90.0, 87.5)"
04-01-2023 14:33:07.850298,"(7.5, 8.8, 8.641777777777778)","(3.7, 4.3, 4.227369542066028)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.164556962025316)","(3.2, 3.65, 3.6323162274618586)","(5.5, 7.6, 7.407792207792208)","(17.0, 25.0, 24.423076923076923)","(21.0, 27.0, 25.974358974358974)","(51.0, 90.0, 87.5)"
04-01-2023 14:33:09.055156,"(7.5, 8.6, 8.578064516129032)","(3.7, 4.3, 4.219766081871345)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.164556962025316)","(3.2, 3.65, 3.6323162274618586)","(5.5, 7.6, 7.412658227848101)","(17.0, 25.0, 24.423076923076923)","(21.0, 26.0, 26.9)","(51.0, 90.0, 87.5)"
04-01-2023 14:33:10.263789,"(7.5, 8.6, 8.57875)","(3.7, 4.3, 4.219766081871345)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.164556962025316)","(3.2, 3.65, 3.6323162274618586)","(5.5, 7.6, 7.432768361581921)","(17.0, 25.0, 24.423076923076923)","(21.0, 27.0, 26.41176470588235)","(51.0, 90.0, 87.5)"
04-01-2023 14:33:11.404805,"(7.5, 8.6, 8.57875)","(3.7, 4.3, 4.219766081871345)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.164556962025316)","(3.2, 3.65, 3.6323162274618586)","(5.5, 7.6, 7.432768361581921)","(17.0, 25.0, 24.423076923076923)","(21.0, 27.0, 26.41176470588235)","(51.0, 90.0, 88.0952380952381)"
04-01-2023 14:33:12.633137,"(7.5, 8.6, 8.57875)","(3.7, 4.3, 4.219766081871345)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.272532188841202)","(3.2, 3.65, 3.634828101644245)","(5.5, 7.6, 7.432768361581921)","(17.0, 25.0, 24.423076923076923)","(21.0, 27.0, 26.333333333333332)","(51.0, 90.0, 88.0952380952381)"
04-01-2023 14:33:13.753677,"(7.5, 8.6, 8.57875)","(3.7, 4.3, 4.218912529550828)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.272532188841202)","(3.2, 3.65, 3.634715821812596)","(5.5, 7.6, 7.432768361581921)","(17.0, 25.0, 24.423076923076923)","(21.0, 27.0, 26.48148148148148)","(51.0, 90.0, 88.0952380952381)"
04-01-2023 14:33:14.879815,"(7.5, 8.6, 8.580346820809249)","(3.7, 4.3, 4.218527315914489)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.286140089418778)","(3.2, 3.65, 3.6362947658402205)","(5.5, 7.6, 7.412658227848101)","(17.0, 25.0, 24.423076923076923)","(21.0, 27.0, 26.928571428571427)","(51.0, 90.0, 88.0952380952381)"
04-01-2023 14:33:16.056643,"(7.5, 8.6, 8.580346820809249)","(3.7, 4.3, 4.2159313725490195)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.286140089418778)","(3.2, 3.65, 3.6426375404530744)","(5.5, 7.6, 7.412658227848101)","(17.0, 25.0, 24.423076923076923)","(21.0, 27.0, 26.928571428571427)","(51.0, 90.0, 88.0952380952381)"
04-01-2023 14:33:17.196796,"(7.5, 8.6, 8.580346820809249)","(3.7, 4.3, 4.2159313725490195)","(15.0, 21.0, 20.695652173913043)","(8.5, 10.5, 10.286140089418778)","(3.2, 3.65, 3.6426375404530744)","(5.5, 7.6, 7.411320754716981)","(17.0, 25.0, 24.423076923076923)","(21.0, 27.0, 26.928571428571427)","(51.0, 90.0, 88.0952380952381)"
04-01-2023 14:33:18.340401,"(7.5, 8.8, 8.617301038062283)","(3.7, 4.3, 4.2159313725490195)","(15.0, 21.0, 20.79310344827586)","(8.5, 10.5, 10.29500756429652)","(3.2, 3.65, 3.662121212121212)","(5.5, 7.6, 7.259574468085106)","(17.0, 25.0, 24.423076923076923)","(21.0, 27.0, 26.928571428571427)","(51.0, 90.0, 88.0952380952381)"
04-01-2023 14:33:19.533511,"(7.5, 8.8, 8.610752688172044)","(3.7, 4.3, 4.226709401709401)","(15.0, 21.0, 20.79310344827586)","(8.5, 10.5, 10.324538258575197)","(3.2, 3.7, 3.6602473498233214)","(5.5, 7.4, 7.169014084507042)","(17.0, 25.0, 24.423076923076923)","(21.0, 27.0, 27.473684210526315)","(51.0, 90.0, 88.0952380952381)"
04-01-2023 14:33:20.751289,"(7.5, 8.8, 8.687659574468086)","(3.7, 4.3, 4.229393627954779)","(15.0, 21.0, 20.90625)","(8.5, 10.5, 10.347916666666666)","(3.2, 3.7, 3.6544534412955465)","(5.5, 7.2, 7.12875)","(17.0, 25.0, 24.423076923076923)","(21.0, 28.0, 27.666666666666668)","(51.0, 90.0, 88.0952380952381)"
04-01-2023 14:33:22.036075,"(7.5, 8.8, 8.708127208480565)","(3.7, 4.3, 4.229979035639413)","(15.0, 21.0, 20.90625)","(8.5, 10.5, 10.347916666666666)","(3.2, 3.7, 3.6544534412955465)","(5.5, 7.2, 7.12875)","(17.0, 25.0, 24.423076923076923)","(21.0, 28.0, 27.77777777777778)","(51.0, 90.0, 88.0952380952381)"
04-01-2023 14:33:23.184929,"(7.5, 8.8, 8.706474820143885)","(3.7, 4.3, 4.229979035639413)","(15.0, 21.0, 20.90625)","(8.5, 10.5, 10.351825842696629)","(3.2, 3.7, 3.662686567164179)","(5.5, 7.2, 7.256209150326797)","(17.0, 25.0, 24.53125)","(21.0, 28.0, 27.677419354838708)","(51.0, 90.0, 91.53846153846153)"
04-01-2023 14:33:24.333417,"(7.5, 9.0, 8.828444444444445)","(3.7, 4.2, 4.161976369495166)","(15.0, 21.0, 20.90625)","(8.5, 10.5, 10.351825842696629)","(3.2, 3.7, 3.662686567164179)","(5.5, 7.4, 7.188888888888889)","(17.0, 25.0, 24.53125)","(21.0, 29.0, 27.80952380952381)","(51.0, 95.0, 91.53846153846153)"
04-01-2023 14:33:25.591581,"(7.5, 9.0, 8.829493087557605)","(3.7, 4.2, 4.161563517915309)","(15.0, 21.0, 20.90625)","(8.5, 10.5, 10.371641791044777)","(3.2, 3.7, 3.662686567164179)","(5.5, 7.2, 7.253703703703704)","(17.0, 25.0, 24.53125)","(21.0, 28.0, 27.80952380952381)","(51.0, 95.0, 91.53846153846153)"
04-01-2023 14:33:27.169902,"(7.5, 9.0, 8.829493087557605)","(3.7, 4.2, 4.161563517915309)","(15.0, 21.0, 20.90625)","(8.5, 10.5, 10.371641791044777)","(3.2, 3.7, 3.662686567164179)","(5.5, 7.4, 7.254377880184332)","(17.0, 25.0, 24.25)","(21.0, 28.0, 27.764705882352942)","(51.0, 95.0, 91.53846153846153)"
04-01-2023 14:33:28.634031,"(7.5, 8.8, 8.572619047619048)","(3.7, 4.3, 4.285922330097088)","(15.0, 21.0, 20.5)","(8.5, 10.5, 10.35828488372093)","(3.2, 3.65, 3.6611420612813372)","(5.5, 7.4, 7.142196531791908)","(17.0, 25.0, 23.894117647058824)","(20.0, 28.0, 25.513274336283185)","(51.0, 95.0, 86.25)"
04-01-2023 14:33:29.872217,"(7.5, 8.6, 8.572619047619048)","(3.7, 4.3, 4.285922330097088)","(15.0, 21.0, 20.5)","(8.5, 10.5, 10.35828488372093)","(3.2, 3.7, 3.6611420612813372)","(5.5, 7.2, 7.148192771084338)","(17.0, 24.0, 23.81111111111111)","(20.0, 26.0, 25.78082191780822)","(51.0, 90.0, 86.25)"
04-01-2023 14:33:31.104767,"(7.5, 8.6, 8.573863636363637)","(3.7, 4.4, 4.309903381642512)","(15.0, 21.0, 20.25)","(8.5, 10.5, 10.343314763231199)","(3.2, 3.7, 3.649289772727273)","(5.5, 7.2, 7.164897959183674)","(17.0, 24.0, 24.09375)","(20.0, 26.0, 25.804878048780488)","(51.0, 90.0, 86.25)"
04-01-2023 14:33:32.317608,"(7.5, 8.6, 8.54232558139535)","(3.7, 4.4, 4.327348643006263)","(15.0, 22.0, 20.87719298245614)","(8.5, 10.5, 10.343314763231199)","(3.2, 3.65, 3.6731296101159114)","(5.5, 7.2, 7.164897959183674)","(17.0, 25.0, 24.244444444444444)","(20.0, 26.0, 25.804878048780488)","(51.0, 90.0, 86.25)"
04-01-2023 14:33:33.504713,"(7.5, 8.6, 8.533649289099525)","(3.7, 4.4, 4.327348643006263)","(15.0, 22.0, 20.87719298245614)","(8.5, 10.5, 10.339064649243467)","(3.2, 3.7, 3.6657509157509156)","(5.5, 7.2, 7.1463768115942035)","(17.0, 25.0, 24.244444444444444)","(20.0, 26.0, 25.804878048780488)","(51.0, 90.0, 85.71428571428571)"
04-01-2023 14:33:34.737090,"(7.5, 8.6, 8.537037037037036)","(3.7, 4.4, 4.326991150442478)","(15.0, 22.0, 20.87719298245614)","(8.5, 10.5, 10.341430499325236)","(3.2, 3.7, 3.6657509157509156)","(5.5, 7.2, 7.112432432432432)","(17.0, 25.0, 24.244444444444444)","(20.0, 26.0, 25.804878048780488)","(51.0, 90.0, 85.71428571428571)"
04-01-2023 14:33:36.160269,"(7.5, 8.6, 8.464462809917356)","(3.7, 4.4, 4.341901408450704)","(15.0, 22.0, 20.87719298245614)","(8.5, 10.5, 10.341430499325236)","(3.2, 3.7, 3.673705722070845)","(5.5, 7.2, 7.112432432432432)","(17.0, 25.0, 24.244444444444444)","(20.0, 26.0, 25.804878048780488)","(51.0, 90.0, 85.71428571428571)"
04-01-2023 14:33:37.391437,"(7.5, 8.6, 8.464462809917356)","(3.7, 4.4, 4.341901408450704)","(15.0, 22.0, 20.48076923076923)","(8.5, 10.5, 10.43189368770764)","(3.2, 3.7, 3.692241379310345)","(5.5, 7.2, 7.1107526881720435)","(17.0, 25.0, 24.244444444444444)","(20.0, 26.0, 25.80246913580247)","(51.0, 90.0, 85.16129032258064)"
04-01-2023 14:33:38.837253,"(7.5, 8.6, 8.534545454545455)","(3.7, 4.4, 4.34406779661017)","(15.0, 21.0, 20.470588235294116)","(8.5, 10.5, 10.371681415929203)","(3.2, 3.7, 3.697568093385214)","(5.5, 7.2, 7.109782608695652)","(17.0, 25.0, 24.403508771929825)","(20.0, 26.0, 25.80246913580247)","(51.0, 90.0, 85.16129032258064)"
04-01-2023 14:33:40.302220,"(7.5, 8.4, 8.37410071942446)","(3.7, 4.4, 4.34561403508772)","(15.0, 21.0, 20.129032258064516)","(8.5, 10.5, 10.371681415929203)","(3.2, 3.7, 3.709862385321101)","(5.5, 7.2, 7.117821782178218)","(17.0, 25.0, 24.398230088495573)","(20.0, 26.0, 25.810126582278482)","(51.0, 90.0, 85.16129032258064)"
04-01-2023 14:33:41.705026,"(7.5, 8.4, 8.263043478260869)","(3.7, 4.4, 4.34561403508772)","(15.0, 21.0, 20.22222222222222)","(8.5, 10.5, 10.371681415929203)","(3.2, 3.75, 3.713991769547325)","(5.5, 7.2, 7.1190243902439025)","(17.0, 25.0, 24.442622950819672)","(20.0, 26.0, 25.807692307692307)","(51.0, 90.0, 86.15384615384616)"
04-01-2023 14:33:43.062416,"(7.5, 8.4, 8.259793814432989)","(3.7, 4.4, 4.345518453427065)","(15.0, 21.0, 20.22222222222222)","(8.5, 10.5, 10.498876404494382)","(3.2, 3.75, 3.7046632124352334)","(5.5, 7.2, 7.144107744107744)","(17.0, 25.0, 24.408)","(20.0, 26.0, 25.807692307692307)","(51.0, 90.0, 86.15384615384616)"
04-01-2023 14:33:44.562758,"(7.5, 8.4, 8.259793814432989)","(3.7, 4.4, 4.348160535117057)","(15.0, 21.0, 20.11764705882353)","(8.5, 10.5, 10.498876404494382)","(3.2, 3.75, 3.725614366729679)","(5.5, 7.2, 7.08)","(17.0, 25.0, 24.442622950819672)","(20.0, 26.0, 25.807692307692307)","(51.0, 90.0, 86.15384615384616)"
04-01-2023 14:33:45.894638,"(7.5, 8.4, 8.267441860465116)","(3.7, 4.4, 4.348160535117057)","(15.0, 21.0, 20.129032258064516)","(8.5, 10.5, 10.4375)","(3.2, 3.75, 3.731188118811881)","(5.5, 7.2, 6.984615384615385)","(17.0, 25.0, 24.442622950819672)","(20.0, 26.0, 25.863013698630137)","(51.0, 90.0, 86.15384615384616)"
04-01-2023 14:33:47.399630,"(7.5, 8.4, 8.251162790697673)","(3.7, 4.4, 4.347278911564626)","(15.0, 21.0, 20.129032258064516)","(8.5, 10.5, 10.4375)","(3.2, 3.75, 3.726923076923077)","(5.5, 7.0, 7.051256281407035)","(17.0, 25.0, 24.442622950819672)","(20.0, 26.0, 25.88)","(51.0, 90.0, 85.23809523809524)"
04-01-2023 14:33:49.310990,"(7.5, 8.4, 8.236363636363636)","(3.7, 4.4, 4.255056179775281)","(15.0, 21.0, 20.11764705882353)","(8.5, 10.5, 10.478982300884956)","(3.2, 3.75, 3.8267857142857142)","(5.5, 7.2, 7.028888888888889)","(17.0, 25.0, 24.227272727272727)","(20.0, 26.0, 24.72340425531915)","(51.0, 90.0, 85.23809523809524)"
04-01-2023 14:33:51.249719,"(7.5, 8.4, 8.250746268656716)","(3.7, 4.3, 4.17774762550882)","(15.0, 21.0, 20.22222222222222)","(8.5, 10.5, 10.46822033898305)","(3.2, 3.9, 3.8991150442477873)","(5.5, 7.0, 6.970186335403727)","(17.0, 25.0, 24.425531914893618)","(20.0, 25.0, 24.771428571428572)","(51.0, 90.0, 85.45454545454545)"
04-01-2023 14:33:52.618055,"(7.5, 8.4, 8.250746268656716)","(3.7, 4.2, 4.17774762550882)","(15.0, 21.0, 20.22222222222222)","(8.5, 10.5, 10.468879668049793)","(3.2, 3.9, 3.913157894736842)","(5.5, 7.0, 6.990816326530612)","(17.0, 25.0, 24.510204081632654)","(20.0, 25.0, 24.794871794871796)","(51.0, 90.0, 86.29629629629629)"
04-01-2023 14:33:53.933726,"(7.5, 8.4, 8.374468085106383)","(3.7, 4.1, 4.099122807017544)","(15.0, 21.0, 20.404255319148938)","(8.5, 10.5, 10.73397823458283)","(3.2, 3.95, 3.948453608247423)","(5.5, 7.0, 6.958222222222222)","(17.0, 25.0, 24.510204081632654)","(20.0, 25.0, 24.794871794871796)","(51.0, 90.0, 86.29629629629629)"
04-01-2023 14:33:55.266319,"(7.5, 8.4, 8.203846153846154)","(3.7, 4.1, 4.083012259194396)","(15.0, 21.0, 20.404255319148938)","(8.5, 11.0, 10.73397823458283)","(3.2, 3.95, 3.9426056338028173)","(5.5, 7.0, 6.960995850622407)","(17.0, 25.0, 24.547169811320753)","(20.0, 25.0, 24.928571428571427)","(51.0, 90.0, 86.42857142857143)"
04-01-2023 14:33:56.566301,"(7.5, 8.2, 8.196097560975609)","(3.8, 4.1, 4.092592592592593)","(16.0, 21.0, 20.470588235294116)","(9.0, 11.0, 10.73715651135006)","(3.3, 3.95, 3.9426056338028173)","(6.0, 7.0, 6.969230769230769)","(18.0, 25.0, 24.53846153846154)","(20.0, 25.0, 25.060606060606062)","(61.0, 90.0, 86.42857142857143)"
04-01-2023 14:33:57.867005,"(7.5, 8.2, 8.196460176991149)","(3.8, 4.1, 4.092592592592593)","(16.0, 21.0, 20.470588235294116)","(9.0, 11.0, 10.73715651135006)","(3.3, 3.95, 3.9426056338028173)","(6.0, 7.0, 6.974634146341463)","(18.0, 25.0, 24.593220338983052)","(20.0, 26.0, 25.176470588235293)","(61.0, 90.0, 86.875)"
04-01-2023 14:33:59.130594,"(7.5, 8.4, 8.3)","(3.8, 3.95, 3.942007434944238)","(16.0, 21.0, 20.589285714285715)","(9.0, 11.0, 10.738675958188153)","(3.3, 4.0, 3.9709390862944165)","(6.0, 7.0, 6.974634146341463)","(18.0, 25.0, 24.593220338983052)","(20.0, 26.0, 25.176470588235293)","(61.0, 90.0, 86.875)"
04-01-2023 14:34:00.442836,"(7.5, 8.4, 8.3)","(3.7, 4.0, 3.9594972067039107)","(16.0, 21.0, 20.589285714285715)","(9.0, 11.0, 10.740802675585284)","(3.3, 4.0, 3.978930817610063)","(6.0, 7.0, 6.974634146341463)","(18.0, 25.0, 24.263157894736842)","(20.0, 26.0, 25.647058823529413)","(61.0, 90.0, 86.81818181818181)"
04-01-2023 14:34:01.725856,"(7.5, 8.4, 8.316030534351144)","(3.7, 4.0, 3.95939226519337)","(16.0, 21.0, 20.4125)","(9.0, 11.0, 10.667381974248928)","(3.3, 4.0, 3.9813519813519815)","(6.0, 7.0, 6.986315789473684)","(18.0, 25.0, 24.274509803921568)","(20.0, 26.0, 25.928571428571427)","(61.0, 90.0, 86.81818181818181)"
04-01-2023 14:34:02.980256,"(7.5, 8.4, 8.331868131868132)","(3.7, 4.0, 3.9859223300970874)","(16.0, 22.0, 21.136363636363637)","(9.0, 11.0, 10.565217391304348)","(3.3, 4.0, 4.226829268292683)","(6.0, 7.0, 6.893922651933702)","(18.0, 25.0, 23.846153846153847)","(20.0, 26.0, 24.941176470588236)","(61.0, 90.0, 85.33333333333333)"
