,Wheres Our Money,Iam The Joker,Remember Bubbles,Yellow Bow,Blissfull Identity,Power To Bolt,Diesel Don,Shes So Brave,Carramar Kasiano,The Ringmaster
05-01-2023 12:59:31.610169,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 70.0)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:32.820384,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:33.994921,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:35.201590,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:36.468755,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:37.852088,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:39.260725,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:40.547200,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:41.845717,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:43.056687,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:44.335983,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:45.799815,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:47.146363,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:48.446667,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:49.712343,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:51.049354,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:52.402993,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:53.782988,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:55.313822,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:56.699224,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:58.095930,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 12:59:59.450685,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 13:00:00.812810,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 72.28571428571428)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 13:00:02.067559,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 110.0, 95.83333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.933333333333334)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 168.0)"
05-01-2023 13:00:03.364157,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 172.85714285714286)","(31.0, 110.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.0, 10.175)","(7.5, 12.0, 9.27142857142857)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:04.633201,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 210.0, 110.0)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.5, 10.175)","(7.5, 11.5, 9.27142857142857)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:06.053586,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 210.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.5, 12.45)","(7.5, 11.5, 10.54)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:07.386142,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 15.183333333333334)","(7.5, 12.5, 10.54)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:08.643361,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 15.183333333333334)","(7.5, 12.5, 10.54)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:09.961090,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.5, 14.350000000000001)","(7.5, 11.5, 10.525)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:11.398651,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.17142857142857)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:12.707541,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.17142857142857)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:14.007538,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.17142857142857)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:15.412126,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.17142857142857)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:16.856849,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 11.9)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:18.131829,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 12.44)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:19.443391,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.228571428571428)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:20.948556,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.228571428571428)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:22.280949,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.228571428571428)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:23.659724,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.228571428571428)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:25.137916,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.228571428571428)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:26.407077,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.228571428571428)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:27.648090,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.228571428571428)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:29.028102,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.228571428571428)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:30.444123,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.228571428571428)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:31.698431,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.228571428571428)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:32.962383,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.228571428571428)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:34.388700,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.45)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:35.838487,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.45)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:37.223098,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.45)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:38.651781,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.45)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:39.939746,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.45)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:41.266543,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:42.584346,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 99.33333333333334)"
05-01-2023 13:00:43.929540,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 61.0)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.759999999999998)","(61.0, 220.0, 171.42857142857142)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 210.0, 92.66666666666666)"
05-01-2023 13:00:45.190257,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 63.6)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.84)","(61.0, 200.0, 170.0)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 190.0, 92.66666666666666)"
05-01-2023 13:00:46.475155,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 63.6)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.84)","(61.0, 200.0, 170.0)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 190.0, 64.85714285714286)"
05-01-2023 13:00:47.743584,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 63.6)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.84)","(61.0, 200.0, 170.0)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 190.0, 89.33333333333334)"
05-01-2023 13:00:49.017197,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 63.6)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.84)","(61.0, 200.0, 170.0)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 180.0, 86.0)"
05-01-2023 13:00:50.514890,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 63.6)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.84)","(61.0, 200.0, 170.0)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 170.0, 86.0)"
05-01-2023 13:00:51.862677,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 63.6)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.84)","(61.0, 200.0, 170.0)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 170.0, 82.66666666666666)"
05-01-2023 13:00:53.353108,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 63.6)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.84)","(61.0, 200.0, 170.0)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 160.0, 82.66666666666666)"
05-01-2023 13:00:54.723925,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 63.6)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.84)","(61.0, 200.0, 170.0)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 160.0, 82.66666666666666)"
05-01-2023 13:00:55.932532,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 63.6)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.84)","(61.0, 200.0, 170.0)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 160.0, 82.66666666666666)"
05-01-2023 13:00:57.176364,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 63.6)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.84)","(61.0, 200.0, 170.0)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 160.0, 82.66666666666666)"
05-01-2023 13:00:58.476709,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 63.6)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.84)","(61.0, 200.0, 170.0)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 160.0, 82.66666666666666)"
05-01-2023 13:00:59.747702,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 63.6)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.84)","(61.0, 200.0, 170.0)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 160.0, 82.66666666666666)"
05-01-2023 13:01:01.061919,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 63.6)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.84)","(61.0, 200.0, 170.0)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 160.0, 82.66666666666666)"
05-01-2023 13:01:02.445302,"(1.9, 3.65, 2.5166666666666666)","(26.0, 100.0, 63.6)","(71.0, 200.0, 106.66666666666666)","(31.0, 100.0, 51.33333333333333)","(11.0, 25.0, 18.84)","(61.0, 200.0, 170.0)","(10.0, 15.0, 13.966666666666667)","(7.5, 11.0, 9.64)","(2.8, 5.3, 3.236)","(51.0, 160.0, 82.66666666666666)"
