,Bedford Estate,Never Dance,Skinny Dip,Attrition,Brazen Kingdom,Cryptic Clue,Hurricane Ketut,Memphis Shadow,Mirroring,Think Rock,Normandy Belle
11-01-2023 15:11:09.890915,"(16.0, 19.5, 19.370689655172413)","(31.0, 65.0, 64.04761904761905)","(18.0, 22.0, 21.564356435643564)","(3.0, 3.5, 3.473878787878788)","(3.6, 3.75, 3.696641791044776)","(31.0, 38.0, 36.758620689655174)","(10.0, 12.0, 11.428899082568808)","(9.0, 15.0, 14.89795918367347)","(21.0, 40.0, 38.88)","(21.0, 29.0, 28.77777777777778)","(10.0, 11.5, 11.29718875502008)"
11-01-2023 15:11:11.402046,"(16.0, 19.5, 19.377717391304348)","(31.0, 65.0, 64.5945945945946)","(18.0, 22.0, 21.483050847457626)","(3.0, 3.5, 3.479622641509434)","(3.6, 3.75, 3.715996908809892)","(31.0, 38.0, 37.54761904761905)","(10.0, 11.5, 11.784431137724551)","(9.0, 15.0, 15.429824561403509)","(21.0, 40.0, 39.48148148148148)","(21.0, 29.0, 28.82758620689655)","(10.0, 11.5, 11.319391634980988)"
11-01-2023 15:11:12.951888,"(16.0, 19.5, 19.771186440677965)","(31.0, 70.0, 66.20689655172414)","(18.0, 22.0, 21.464912280701753)","(3.0, 3.5, 3.476900866217517)","(3.6, 3.75, 3.7114285714285717)","(31.0, 38.0, 37.49333333333333)","(10.0, 12.0, 12.328282828282829)","(9.0, 15.5, 15.42156862745098)","(21.0, 40.0, 37.76923076923077)","(21.0, 29.0, 28.734177215189874)","(10.0, 11.5, 11.304526748971194)"
11-01-2023 15:11:14.421322,"(16.0, 20.0, 19.737864077669904)","(31.0, 70.0, 66.20689655172414)","(18.0, 22.0, 21.464912280701753)","(3.0, 3.5, 3.476900866217517)","(3.6, 3.75, 3.7125000000000004)","(31.0, 38.0, 37.49333333333333)","(10.0, 12.5, 12.328282828282829)","(9.0, 15.5, 15.41304347826087)","(21.0, 38.0, 37.76923076923077)","(21.0, 29.0, 28.734177215189874)","(10.0, 11.5, 11.28968253968254)"
11-01-2023 15:11:15.926839,"(16.0, 19.5, 19.44055944055944)","(31.0, 65.0, 64.86842105263158)","(18.0, 22.0, 21.464912280701753)","(3.0, 3.5, 3.476900866217517)","(3.6, 3.75, 3.7141509433962265)","(31.0, 38.0, 37.49333333333333)","(10.0, 12.5, 12.25)","(9.0, 15.5, 15.402439024390244)","(21.0, 38.0, 37.76923076923077)","(21.0, 29.0, 28.734177215189874)","(10.0, 11.5, 11.28968253968254)"
11-01-2023 15:11:17.482519,"(16.0, 19.5, 19.39622641509434)","(31.0, 65.0, 64.86842105263158)","(18.0, 22.0, 21.440366972477065)","(3.0, 3.5, 3.4779779779779783)","(3.6, 3.75, 3.7129893238434164)","(31.0, 38.0, 37.49333333333333)","(10.0, 12.5, 12.2)","(9.0, 15.5, 15.402439024390244)","(21.0, 38.0, 37.76923076923077)","(21.0, 29.0, 28.866071428571427)","(10.0, 11.5, 11.28968253968254)"
11-01-2023 15:11:18.973007,"(16.0, 19.5, 19.392156862745097)","(31.0, 65.0, 64.86842105263158)","(18.0, 22.0, 21.440366972477065)","(3.0, 3.5, 3.478702807357212)","(3.6, 3.75, 3.723404255319149)","(31.0, 38.0, 37.49333333333333)","(10.0, 12.5, 11.931159420289855)","(9.0, 15.5, 15.465909090909092)","(21.0, 38.0, 37.86666666666667)","(21.0, 29.0, 28.866071428571427)","(10.0, 11.5, 11.302238805970148)"
11-01-2023 15:11:20.415694,"(16.0, 19.5, 19.392156862745097)","(31.0, 65.0, 63.52272727272727)","(18.0, 22.0, 21.440366972477065)","(3.0, 3.5, 3.478702807357212)","(3.6, 3.75, 3.723404255319149)","(31.0, 38.0, 37.49333333333333)","(10.0, 12.0, 11.897260273972602)","(9.0, 15.5, 15.465909090909092)","(21.0, 38.0, 37.84)","(21.0, 29.0, 28.866071428571427)","(10.0, 11.5, 11.302238805970148)"
11-01-2023 15:11:21.837058,"(16.0, 19.5, 19.392156862745097)","(31.0, 65.0, 63.52272727272727)","(18.0, 22.0, 21.488095238095237)","(3.0, 3.5, 3.478702807357212)","(3.6, 3.75, 3.72544731610338)","(31.0, 38.0, 37.49333333333333)","(10.0, 12.0, 12.11046511627907)","(9.0, 15.5, 15.455882352941176)","(21.0, 38.0, 37.84)","(21.0, 29.0, 28.889908256880734)","(10.0, 11.5, 11.302238805970148)"
11-01-2023 15:11:23.248161,"(16.0, 19.5, 19.47345132743363)","(31.0, 65.0, 62.87037037037037)","(18.0, 22.0, 21.629213483146067)","(3.0, 3.5, 3.4803153611393696)","(3.6, 3.75, 3.727105263157895)","(31.0, 38.0, 37.49333333333333)","(10.0, 12.5, 11.891472868217054)","(10.0, 15.5, 15.455882352941176)","(21.0, 38.0, 37.84)","(21.0, 29.0, 28.889908256880734)","(10.0, 11.5, 11.302238805970148)"
11-01-2023 15:11:24.720565,"(16.0, 19.5, 19.47345132743363)","(31.0, 65.0, 62.87037037037037)","(18.0, 22.0, 21.629213483146067)","(3.1, 3.5, 3.4803153611393696)","(3.5, 3.75, 3.721727019498607)","(31.0, 38.0, 37.49333333333333)","(10.0, 12.0, 11.76865671641791)","(10.0, 15.5, 15.411290322580646)","(21.0, 38.0, 39.666666666666664)","(21.0, 29.0, 28.492385786802032)","(10.0, 11.5, 11.302238805970148)"
11-01-2023 15:11:25.980341,"(16.0, 19.5, 19.477443609022558)","(31.0, 70.0, 67.65625)","(18.0, 22.0, 21.696)","(3.1, 3.5, 3.479332042594385)","(3.5, 3.75, 3.7244618395303326)","(31.0, 38.0, 37.27272727272727)","(10.0, 12.0, 11.76865671641791)","(10.0, 15.5, 15.411290322580646)","(21.0, 40.0, 39.73913043478261)","(21.0, 29.0, 28.492385786802032)","(10.0, 11.5, 11.292727272727273)"
11-01-2023 15:11:27.239550,"(16.0, 20.0, 19.716101694915253)","(31.0, 70.0, 67.65625)","(18.0, 22.0, 21.696)","(3.1, 3.5, 3.4786389413988656)","(3.5, 3.75, 3.728344671201814)","(31.0, 38.0, 37.27272727272727)","(10.0, 12.0, 11.76865671641791)","(10.0, 15.5, 15.411290322580646)","(21.0, 40.0, 39.73913043478261)","(21.0, 29.0, 28.492385786802032)","(10.0, 11.5, 11.254746835443038)"
11-01-2023 15:11:28.498291,"(16.0, 20.0, 19.785714285714285)","(31.0, 70.0, 67.32142857142857)","(18.0, 22.0, 21.696)","(3.1, 3.5, 3.4786389413988656)","(3.5, 3.75, 3.763959390862944)","(31.0, 38.0, 37.27272727272727)","(10.0, 12.0, 11.652173913043478)","(10.0, 15.5, 14.725)","(21.0, 40.0, 39.73913043478261)","(21.0, 29.0, 28.492385786802032)","(10.0, 11.5, 11.160087719298245)"
11-01-2023 15:11:29.867705,"(16.0, 20.0, 19.785714285714285)","(31.0, 70.0, 68.02631578947368)","(18.0, 22.0, 21.696)","(3.1, 3.5, 3.4789398280802293)","(3.5, 3.8, 3.7636655948553055)","(31.0, 38.0, 37.27272727272727)","(10.0, 12.0, 11.7)","(10.0, 15.0, 14.431372549019608)","(21.0, 40.0, 39.37931034482759)","(21.0, 29.0, 28.492385786802032)","(10.0, 11.5, 10.913793103448276)"
11-01-2023 15:11:31.327370,"(16.0, 20.0, 19.757425742574256)","(31.0, 70.0, 67.88732394366197)","(18.0, 22.0, 21.63809523809524)","(3.1, 3.5, 3.4789398280802293)","(3.5, 3.8, 3.734814814814815)","(31.0, 38.0, 37.20987654320987)","(10.0, 12.0, 11.705202312138729)","(10.0, 14.5, 14.431372549019608)","(21.0, 42.0, 39.333333333333336)","(21.0, 29.0, 28.492385786802032)","(10.0, 11.0, 10.879446640316205)"
11-01-2023 15:11:32.836530,"(16.0, 20.0, 19.757425742574256)","(31.0, 70.0, 68.0)","(18.0, 22.0, 21.709923664122137)","(3.1, 3.5, 3.4789398280802293)","(3.5, 3.8, 3.742616033755274)","(31.0, 38.0, 37.20987654320987)","(10.0, 12.0, 11.705202312138729)","(10.0, 14.5, 14.431372549019608)","(21.0, 42.0, 39.37931034482759)","(21.0, 29.0, 28.492385786802032)","(10.0, 11.0, 11.019444444444444)"
11-01-2023 15:11:34.228962,"(16.0, 20.0, 19.820987654320987)","(31.0, 70.0, 68.0)","(18.0, 22.0, 21.691056910569106)","(3.1, 3.5, 3.475441329179647)","(3.5, 3.8, 3.7876433121019106)","(31.0, 38.0, 37.24050632911393)","(10.0, 12.0, 11.677966101694915)","(10.0, 14.5, 13.974025974025974)","(21.0, 42.0, 39.37931034482759)","(21.0, 29.0, 28.492385786802032)","(10.0, 11.5, 11.061538461538461)"
11-01-2023 15:11:35.604997,"(16.0, 20.0, 19.89097744360902)","(31.0, 70.0, 66.38888888888889)","(18.0, 22.0, 21.945054945054945)","(3.1, 3.5, 3.475450689289502)","(3.5, 3.8, 3.7903041825095056)","(31.0, 38.0, 37.24050632911393)","(10.0, 12.0, 11.673076923076923)","(10.0, 14.0, 13.956989247311828)","(21.0, 42.0, 39.37931034482759)","(21.0, 29.0, 28.5)","(10.0, 11.5, 11.0669099756691)"
11-01-2023 15:11:37.026374,"(16.0, 20.0, 19.832608695652173)","(31.0, 70.0, 68.91304347826087)","(18.0, 22.0, 21.81132075471698)","(3.1, 3.5, 3.475)","(3.5, 3.8, 3.792927631578947)","(31.0, 38.0, 37.24050632911393)","(10.0, 12.0, 11.673076923076923)","(10.0, 14.0, 14.222222222222221)","(21.0, 42.0, 39.37931034482759)","(21.0, 29.0, 28.5)","(10.0, 11.5, 11.126050420168067)"
11-01-2023 15:11:38.367607,"(16.0, 21.0, 20.244725738396625)","(31.0, 70.0, 68.91304347826087)","(18.0, 22.0, 21.677165354330707)","(3.1, 3.5, 3.475)","(3.5, 3.8, 3.799022556390977)","(31.0, 38.0, 37.24050632911393)","(10.0, 12.0, 11.714673913043478)","(10.0, 14.5, 14.11744966442953)","(21.0, 42.0, 39.509433962264154)","(21.0, 29.0, 28.492385786802032)","(10.0, 11.5, 11.230103806228374)"
11-01-2023 15:11:39.697839,"(16.0, 21.0, 20.244725738396625)","(31.0, 70.0, 67.90322580645162)","(18.0, 22.0, 21.677165354330707)","(3.1, 3.5, 3.476084812623274)","(3.5, 3.8, 3.779235197368421)","(31.0, 38.0, 37.24050632911393)","(10.0, 12.0, 11.702898550724637)","(10.0, 14.5, 13.930379746835444)","(21.0, 42.0, 39.509433962264154)","(21.0, 29.0, 28.492385786802032)","(10.0, 11.5, 11.200310559006212)"
11-01-2023 15:11:41.059481,"(16.0, 21.0, 20.244725738396625)","(31.0, 70.0, 67.1951219512195)","(18.0, 22.0, 21.606451612903225)","(3.1, 3.5, 3.476084812623274)","(3.5, 3.8, 3.7477272727272726)","(31.0, 38.0, 37.24050632911393)","(10.0, 12.0, 11.518382352941176)","(10.0, 14.0, 14.008620689655173)","(21.0, 42.0, 37.265306122448976)","(21.0, 29.0, 28.492385786802032)","(10.0, 11.5, 11.223495702005732)"
11-01-2023 15:11:42.405466,"(16.0, 21.0, 20.228448275862068)","(31.0, 70.0, 67.1951219512195)","(18.0, 22.0, 21.681159420289855)","(3.1, 3.5, 3.4780829596412555)","(3.5, 3.75, 3.7358361774744027)","(31.0, 38.0, 37.24050632911393)","(10.0, 12.0, 11.621428571428572)","(10.0, 14.5, 14.101398601398602)","(21.0, 38.0, 37.1063829787234)","(21.0, 29.0, 28.48989898989899)","(10.0, 11.5, 11.23076923076923)"
11-01-2023 15:11:43.685471,"(16.0, 21.0, 20.228448275862068)","(31.0, 70.0, 67.5609756097561)","(18.0, 22.0, 21.782894736842106)","(3.1, 3.5, 3.4812564366632337)","(3.5, 3.75, 3.675314465408805)","(31.0, 38.0, 37.34782608695652)","(10.0, 12.0, 11.6328125)","(10.0, 14.5, 14.093023255813954)","(21.0, 38.0, 37.234042553191486)","(21.0, 29.0, 28.537037037037038)","(10.0, 11.5, 11.309116809116809)"
11-01-2023 15:11:45.127568,"(16.0, 21.0, 20.43344709897611)","(31.0, 70.0, 67.82608695652173)","(18.0, 22.0, 22.364341085271317)","(3.1, 3.5, 3.4809693877551022)","(3.5, 3.7, 3.6742307692307694)","(31.0, 38.0, 37.40909090909091)","(10.0, 12.0, 11.702970297029703)","(10.0, 14.5, 14.132075471698114)","(21.0, 38.0, 38.23076923076923)","(21.0, 29.0, 28.537037037037038)","(10.0, 11.5, 11.631578947368421)"
11-01-2023 15:11:46.368432,"(16.0, 21.0, 20.43344709897611)","(31.0, 70.0, 67.82608695652173)","(18.0, 23.0, 22.193877551020407)","(3.1, 3.5, 3.4809693877551022)","(3.5, 3.7, 3.6807194244604315)","(31.0, 38.0, 37.40909090909091)","(10.0, 12.0, 11.592783505154639)","(10.0, 14.5, 13.929487179487179)","(21.0, 40.0, 38.23076923076923)","(21.0, 29.0, 28.537037037037038)","(10.0, 12.0, 11.785714285714286)"
11-01-2023 15:11:47.569994,"(16.0, 21.0, 19.995967741935484)","(31.0, 70.0, 67.82608695652173)","(18.0, 23.0, 22.193877551020407)","(3.1, 3.5, 3.480656565656566)","(3.5, 3.7, 3.6705414012738853)","(31.0, 38.0, 37.40909090909091)","(10.0, 12.0, 11.627358490566039)","(10.0, 14.0, 13.929487179487179)","(21.0, 40.0, 38.3859649122807)","(21.0, 29.0, 28.534562211981566)","(10.0, 12.0, 11.80110497237569)"
11-01-2023 15:11:48.829677,"(16.0, 21.0, 20.011904761904763)","(31.0, 70.0, 67.82608695652173)","(18.0, 23.0, 22.193877551020407)","(3.1, 3.5, 3.480656565656566)","(3.5, 3.7, 3.6371752165223183)","(31.0, 38.0, 37.36585365853659)","(10.0, 12.0, 11.632352941176471)","(10.0, 14.0, 13.913793103448276)","(21.0, 40.0, 38.3859649122807)","(21.0, 29.0, 28.542056074766354)","(10.0, 12.0, 11.771144278606965)"
11-01-2023 15:11:50.102444,"(16.0, 21.0, 19.995967741935484)","(31.0, 70.0, 67.82608695652173)","(18.0, 23.0, 22.28181818181818)","(3.1, 3.5, 3.4779264214046823)","(3.5, 3.65, 3.636688079942898)","(31.0, 38.0, 37.373493975903614)","(10.0, 12.0, 11.632352941176471)","(10.0, 14.5, 13.87037037037037)","(21.0, 40.0, 38.4)","(21.0, 29.0, 28.544600938967136)","(10.0, 12.0, 11.725118483412322)"
11-01-2023 15:11:51.680378,"(16.0, 21.0, 20.087912087912088)","(31.0, 70.0, 68.0392156862745)","(18.0, 23.0, 22.32089552238806)","(3.1, 3.5, 3.477384780278671)","(3.5, 3.65, 3.6409895414320195)","(31.0, 38.0, 37.373493975903614)","(10.0, 12.0, 11.612021857923498)","(10.0, 14.5, 13.933333333333334)","(21.0, 40.0, 38.18181818181818)","(21.0, 29.0, 28.537037037037038)","(10.0, 12.0, 11.725118483412322)"
11-01-2023 15:11:52.992171,"(16.0, 21.0, 20.087912087912088)","(31.0, 70.0, 68.0392156862745)","(18.0, 23.0, 22.32089552238806)","(3.1, 3.5, 3.4772138228941687)","(3.5, 3.65, 3.642834890965732)","(31.0, 38.0, 37.333333333333336)","(10.0, 12.0, 11.660287081339712)","(10.0, 14.5, 13.975308641975309)","(21.0, 40.0, 38.18181818181818)","(21.0, 29.0, 28.537037037037038)","(10.0, 12.0, 11.741071428571429)"
11-01-2023 15:11:54.313863,"(16.0, 21.0, 20.06741573033708)","(31.0, 70.0, 67.82608695652173)","(18.0, 23.0, 22.294117647058822)","(3.1, 3.5, 3.4791295746785362)","(3.5, 3.65, 3.643685464654488)","(31.0, 38.0, 37.333333333333336)","(10.0, 12.0, 11.660287081339712)","(10.0, 14.5, 13.905263157894737)","(21.0, 40.0, 38.827586206896555)","(21.0, 29.0, 28.537037037037038)","(10.0, 12.0, 11.736363636363636)"
11-01-2023 15:11:55.568236,"(16.0, 20.0, 19.959183673469386)","(31.0, 70.0, 67.65306122448979)","(18.0, 23.0, 22.294117647058822)","(3.1, 3.5, 3.4791295746785362)","(3.5, 3.65, 3.649194991055456)","(31.0, 38.0, 37.26829268292683)","(10.0, 12.0, 11.660287081339712)","(10.0, 14.0, 14.04054054054054)","(21.0, 40.0, 39.13333333333333)","(21.0, 29.0, 28.537037037037038)","(10.0, 12.0, 11.736363636363636)"
11-01-2023 15:11:56.849409,"(17.0, 21.0, 20.056818181818183)","(31.0, 70.0, 67.65306122448979)","(18.0, 23.0, 22.294117647058822)","(3.1, 3.5, 3.4800817160367723)","(3.5, 3.65, 3.6365033621517773)","(31.0, 38.0, 37.26829268292683)","(10.0, 12.0, 11.854166666666666)","(11.0, 14.5, 13.78735632183908)","(21.0, 40.0, 39.13333333333333)","(21.0, 29.0, 28.537037037037038)","(10.0, 12.0, 11.736363636363636)"
11-01-2023 15:11:58.244491,"(17.0, 21.0, 20.056818181818183)","(31.0, 70.0, 67.65306122448979)","(18.0, 23.0, 22.267175572519083)","(3.1, 3.5, 3.4815648445873526)","(3.5, 3.65, 3.6049701789264414)","(31.0, 38.0, 37.26829268292683)","(10.0, 12.0, 12.163793103448276)","(11.0, 14.0, 13.790960451977401)","(21.0, 40.0, 39.13333333333333)","(21.0, 29.0, 28.5260663507109)","(10.0, 12.0, 11.779467680608365)"
11-01-2023 15:11:59.607873,"(17.0, 21.0, 20.02734375)","(31.0, 70.0, 68.0392156862745)","(18.0, 23.0, 22.261194029850746)","(3.1, 3.5, 3.504993429697766)","(3.5, 3.65, 3.5657467532467533)","(31.0, 38.0, 37.333333333333336)","(10.0, 12.5, 12.163793103448276)","(11.0, 14.0, 13.789772727272727)","(21.0, 40.0, 39.13333333333333)","(21.0, 29.0, 28.5260663507109)","(10.0, 12.0, 11.873096446700508)"
11-01-2023 15:12:00.904595,"(17.0, 21.0, 19.97530864197531)","(41.0, 70.0, 68.0392156862745)","(18.0, 23.0, 22.53846153846154)","(3.1, 3.55, 3.498097631012204)","(3.5, 3.6, 3.5506521739130434)","(31.0, 38.0, 37.275862068965516)","(10.0, 12.5, 12.154867256637168)","(11.0, 14.0, 13.789772727272727)","(21.0, 40.0, 39.13333333333333)","(21.0, 29.0, 28.596774193548388)","(10.0, 12.0, 12.142307692307693)"
11-01-2023 15:12:02.142793,"(17.0, 21.0, 19.97530864197531)","(41.0, 70.0, 67.82608695652173)","(18.0, 23.0, 22.127962085308056)","(3.1, 3.55, 3.497532656023222)","(3.5, 3.6, 3.5687898089171974)","(31.0, 38.0, 37.275862068965516)","(10.0, 12.5, 12.292553191489361)","(11.0, 14.0, 13.762820512820513)","(21.0, 40.0, 39.13333333333333)","(21.0, 29.0, 28.60655737704918)","(10.0, 12.5, 12.142307692307693)"
11-01-2023 15:12:03.411792,"(17.0, 21.0, 19.97530864197531)","(41.0, 70.0, 67.82608695652173)","(18.0, 23.0, 22.615384615384617)","(3.1, 3.55, 3.49300134589502)","(3.5, 3.6, 3.5618040089086858)","(31.0, 38.0, 37.275862068965516)","(10.0, 12.5, 12.290178571428571)","(11.0, 14.0, 13.706349206349206)","(21.0, 40.0, 39.03703703703704)","(21.0, 29.0, 28.60655737704918)","(10.0, 12.5, 12.142307692307693)"
11-01-2023 15:12:04.632603,"(17.0, 21.0, 20.007968127490038)","(41.0, 70.0, 67.82608695652173)","(18.0, 23.0, 22.705882352941178)","(3.1, 3.5, 3.5037616229923922)","(3.5, 3.6, 3.5525352112676054)","(31.0, 38.0, 37.193548387096776)","(10.0, 12.5, 12.298283261802576)","(11.0, 14.0, 13.583333333333334)","(21.0, 40.0, 39.03703703703704)","(21.0, 29.0, 28.578125)","(10.0, 12.5, 12.171328671328672)"
11-01-2023 15:12:05.869820,"(17.0, 21.0, 20.007968127490038)","(41.0, 70.0, 67.55319148936171)","(18.0, 23.0, 22.705882352941178)","(3.1, 3.55, 3.5037616229923922)","(3.5, 3.6, 3.556941431670282)","(31.0, 38.0, 37.193548387096776)","(10.0, 12.5, 12.298283261802576)","(11.0, 14.0, 13.625)","(21.0, 40.0, 39.03703703703704)","(21.0, 29.0, 28.578125)","(10.0, 12.5, 12.171328671328672)"
11-01-2023 15:12:07.112545,"(17.0, 21.0, 20.007968127490038)","(41.0, 70.0, 67.55319148936171)","(18.0, 23.0, 22.48)","(3.1, 3.55, 3.503271812080537)","(3.5, 3.6, 3.574773413897281)","(31.0, 38.0, 37.275862068965516)","(10.0, 12.5, 11.460725075528702)","(11.0, 14.0, 13.649532710280374)","(21.0, 40.0, 39.03703703703704)","(21.0, 29.0, 28.592964824120603)","(10.0, 12.5, 12.232954545454545)"
11-01-2023 15:12:08.344040,"(17.0, 21.0, 20.023529411764706)","(41.0, 70.0, 67.72727272727273)","(18.0, 23.0, 22.48)","(3.1, 3.55, 3.5098765432098764)","(3.5, 3.6, 3.574773413897281)","(31.0, 38.0, 37.193548387096776)","(10.0, 11.5, 11.646216768916155)","(11.0, 14.0, 13.576530612244898)","(21.0, 40.0, 39.03703703703704)","(21.0, 29.0, 28.578125)","(10.0, 12.5, 12.325581395348838)"
11-01-2023 15:12:09.586960,"(17.0, 21.0, 20.023529411764706)","(41.0, 70.0, 67.72727272727273)","(18.0, 23.0, 22.48)","(3.1, 3.55, 3.514032697547684)","(3.5, 3.55, 3.5377777777777775)","(31.0, 38.0, 37.275862068965516)","(10.0, 12.0, 11.583841463414634)","(11.0, 14.0, 13.567708333333334)","(21.0, 40.0, 39.03703703703704)","(21.0, 29.0, 28.592964824120603)","(10.0, 12.5, 12.402366863905325)"
11-01-2023 15:12:10.868292,"(17.0, 21.0, 20.029239766081872)","(41.0, 70.0, 67.72727272727273)","(18.0, 23.0, 22.51063829787234)","(3.1, 3.55, 3.474786324786325)","(3.5, 3.55, 3.543956043956044)","(31.0, 38.0, 37.275862068965516)","(10.0, 12.0, 11.728991596638656)","(11.0, 14.0, 13.542372881355933)","(21.0, 40.0, 39.03703703703704)","(21.0, 29.0, 28.61139896373057)","(10.0, 12.5, 12.420704845814978)"
11-01-2023 15:12:12.152858,"(17.0, 21.0, 20.029239766081872)","(41.0, 70.0, 67.72727272727273)","(18.0, 23.0, 22.51063829787234)","(3.1, 3.55, 3.485643564356436)","(3.5, 3.55, 3.548544520547945)","(31.0, 38.0, 37.275862068965516)","(10.0, 12.0, 11.606060606060606)","(11.0, 14.0, 13.559782608695652)","(21.0, 40.0, 39.03703703703704)","(21.0, 29.0, 28.670454545454547)","(10.0, 12.5, 12.397727272727273)"
11-01-2023 15:12:13.618145,"(17.0, 21.0, 20.029239766081872)","(41.0, 70.0, 68.75)","(18.0, 23.0, 22.782608695652172)","(3.0, 3.5, 3.51660777385159)","(3.3, 3.55, 3.552620967741935)","(31.0, 38.0, 37.275862068965516)","(10.0, 12.0, 11.606060606060606)","(11.0, 14.0, 13.559782608695652)","(26.0, 40.0, 39.03703703703704)","(21.0, 29.0, 28.666666666666668)","(10.0, 12.5, 12.325531914893617)"
11-01-2023 15:12:14.964738,"(17.0, 21.0, 20.029239766081872)","(41.0, 70.0, 70.17241379310344)","(18.0, 23.0, 23.833333333333332)","(3.0, 3.55, 3.517301038062284)","(3.3, 3.6, 3.5632716049382713)","(31.0, 38.0, 37.193548387096776)","(10.0, 12.0, 11.59032258064516)","(11.0, 14.0, 13.58673469387755)","(26.0, 40.0, 39.03703703703704)","(21.0, 29.0, 28.592964824120603)","(10.0, 12.5, 11.933333333333334)"
11-01-2023 15:12:16.578067,"(17.0, 21.0, 20.2)","(41.0, 75.0, 71.1842105263158)","(19.0, 24.0, 23.854545454545455)","(3.1, 3.55, 3.5154894671623294)","(3.3, 3.6, 3.572196261682243)","(31.0, 38.0, 37.193548387096776)","(10.0, 12.0, 11.521857923497267)","(11.0, 14.0, 13.678571428571429)","(26.0, 40.0, 39.03703703703704)","(21.0, 29.0, 28.602040816326532)","(10.0, 12.0, 11.93193717277487)"
11-01-2023 15:12:18.159849,"(17.0, 21.0, 20.2)","(41.0, 75.0, 71.46341463414635)","(19.0, 24.0, 23.92156862745098)","(3.1, 3.55, 3.522632158590308)","(3.3, 3.6, 3.576341948310139)","(31.0, 38.0, 37.31506849315068)","(10.0, 12.0, 11.706260032102728)","(11.0, 14.0, 13.676991150442477)","(26.0, 40.0, 39.03703703703704)","(21.0, 29.0, 28.602040816326532)","(10.0, 12.0, 11.93193717277487)"
11-01-2023 15:12:19.625182,"(17.0, 21.0, 20.2)","(41.0, 75.0, 71.84782608695652)","(19.0, 24.0, 23.82456140350877)","(3.1, 3.55, 3.5248362445414845)","(3.3, 3.6, 3.567833333333333)","(31.0, 38.0, 37.391304347826086)","(10.0, 12.0, 11.5078125)","(11.0, 14.0, 13.703252032520325)","(26.0, 40.0, 39.03703703703704)","(21.0, 29.0, 28.592964824120603)","(10.0, 12.0, 11.93193717277487)"
11-01-2023 15:12:20.996796,"(17.0, 21.0, 20.1924882629108)","(41.0, 75.0, 71.84782608695652)","(19.0, 24.0, 23.82456140350877)","(3.1, 3.55, 3.504120879120879)","(3.4, 3.6, 3.577286356821589)","(31.0, 38.0, 37.31506849315068)","(10.0, 12.0, 11.645114942528735)","(11.0, 14.0, 13.5990990990991)","(26.0, 40.0, 39.57377049180328)","(21.0, 29.0, 28.544117647058822)","(10.0, 12.0, 11.902439024390244)"
11-01-2023 15:12:22.308990,"(17.0, 21.0, 20.13131313131313)","(41.0, 85.0, 83.47826086956522)","(19.0, 24.0, 23.82456140350877)","(3.1, 3.55, 3.4937597503900157)","(3.4, 3.6, 3.581231003039514)","(31.0, 38.0, 37.26470588235294)","(10.0, 12.0, 11.645114942528735)","(11.0, 14.0, 13.5990990990991)","(26.0, 42.0, 39.57377049180328)","(21.0, 29.0, 28.544117647058822)","(10.0, 12.0, 11.93193717277487)"
11-01-2023 15:12:23.619271,"(17.0, 21.0, 20.13131313131313)","(41.0, 85.0, 84.0)","(19.0, 24.0, 24.365079365079364)","(3.1, 3.5, 3.485057471264368)","(3.3, 3.6, 3.5813262195121953)","(31.0, 38.0, 36.74782608695652)","(10.0, 12.0, 11.657320872274143)","(11.0, 14.0, 13.5990990990991)","(26.0, 42.0, 39.57377049180328)","(21.0, 29.0, 28.544117647058822)","(10.0, 12.0, 11.920918367346939)"
11-01-2023 15:12:24.982944,"(17.0, 21.0, 20.183431952662723)","(41.0, 85.0, 84.0)","(19.0, 25.0, 24.323076923076922)","(3.1, 3.5, 3.4656994047619047)","(3.3, 3.6, 3.61981351981352)","(31.0, 38.0, 36.72268907563025)","(10.0, 12.0, 11.698630136986301)","(11.0, 14.0, 13.5990990990991)","(26.0, 42.0, 39.57377049180328)","(21.0, 29.0, 28.544117647058822)","(10.0, 12.0, 11.724315068493151)"
11-01-2023 15:12:26.303723,"(17.0, 21.0, 20.183431952662723)","(41.0, 85.0, 98.63636363636364)","(19.0, 25.0, 24.681159420289855)","(3.1, 3.5, 3.4779126213592235)","(3.3, 3.65, 3.579693741677763)","(31.0, 38.0, 36.74782608695652)","(10.0, 12.0, 11.695259593679458)","(11.0, 14.0, 12.684126984126983)","(26.0, 42.0, 40.3)","(21.0, 29.0, 28.55778894472362)","(10.0, 12.0, 11.762626262626263)"
11-01-2023 15:12:27.774526,"(17.0, 21.0, 20.244444444444444)","(41.0, 100.0, 130.5)","(19.0, 25.0, 24.681159420289855)","(3.1, 3.5, 3.4817560975609756)","(3.3, 3.6, 3.573430321592649)","(31.0, 38.0, 36.758620689655174)","(10.0, 12.0, 11.697986577181208)","(11.0, 13.0, 12.664983164983164)","(26.0, 42.0, 40.69230769230769)","(21.0, 29.0, 28.5678391959799)","(10.0, 12.0, 11.75236593059937)"
