,Judge Jujon,Oyster Stride,The Sportz Star,The Irish Eagle,Chainlinc,King Of Trumps Nz,Whataboyjack
12-01-2023 14:39:34.535132,"(5.0, 8.2, 7.729411764705882)","(31.0, 85.0, 78.33333333333333)","(19.0, 32.0, 28.0)","(6.5, 8.2, 8.1)","(2.7, 3.9, 3.49375)","(14.0, 99999, 99990)","(2.5, 2.88, 2.7646153846153845)"
12-01-2023 14:39:35.645529,"(5.0, 8.2, 7.729411764705882)","(31.0, 85.0, 78.33333333333333)","(19.0, 32.0, 28.0)","(6.5, 8.2, 8.03076923076923)","(2.7, 3.9, 3.49375)","(14.0, 99999, 99990)","(2.5, 2.88, 2.7646153846153845)"
12-01-2023 14:39:36.755989,"(5.0, 8.2, 7.729411764705882)","(31.0, 85.0, 78.33333333333333)","(19.0, 32.0, 28.0)","(6.5, 8.4, 8.036363636363637)","(2.7, 3.9, 3.49375)","(14.0, 99999, 99990)","(2.5, 2.88, 2.7)"
12-01-2023 14:39:37.798510,"(5.0, 8.2, 7.729411764705882)","(31.0, 85.0, 78.33333333333333)","(19.0, 32.0, 28.0)","(6.5, 8.4, 8.036363636363637)","(2.7, 3.9, 3.49375)","(14.0, 99999, 99990)","(2.5, 2.88, 2.689090909090909)"
12-01-2023 14:39:38.826965,"(5.5, 8.2, 7.729411764705882)","(31.0, 85.0, 78.33333333333333)","(20.0, 32.0, 28.0)","(6.0, 8.4, 8.036363636363637)","(2.6, 3.9, 3.49375)","(13.0, 99999, 99990)","(2.45, 2.88, 2.689090909090909)"
12-01-2023 14:39:39.979490,"(5.5, 8.2, 7.729411764705882)","(31.0, 85.0, 78.33333333333333)","(20.0, 32.0, 28.0)","(6.0, 8.4, 8.036363636363637)","(2.6, 3.9, 3.49375)","(13.0, 99999, 99990)","(2.45, 2.88, 2.689090909090909)"
12-01-2023 14:39:41.139112,"(5.5, 8.2, 7.729411764705882)","(31.0, 85.0, 78.33333333333333)","(20.0, 32.0, 28.0)","(6.0, 8.4, 8.036363636363637)","(2.6, 3.9, 3.49375)","(13.0, 99999, 99990)","(2.45, 2.88, 2.689090909090909)"
12-01-2023 14:39:42.225867,"(5.5, 8.2, 7.729411764705882)","(31.0, 85.0, 78.33333333333333)","(20.0, 32.0, 28.0)","(6.0, 8.4, 8.036363636363637)","(2.6, 3.9, 3.6291666666666664)","(13.0, 99999, 99990)","(2.45, 2.88, 2.7533333333333334)"
12-01-2023 14:39:43.331689,"(5.5, 8.2, 7.729411764705882)","(31.0, 85.0, 78.33333333333333)","(20.0, 32.0, 28.0)","(6.0, 8.4, 8.036363636363637)","(2.6, 3.9, 3.6291666666666664)","(13.0, 99999, 99990)","(2.45, 2.84, 2.717142857142857)"
12-01-2023 14:39:44.327200,"(5.5, 8.2, 7.729411764705882)","(31.0, 85.0, 78.33333333333333)","(20.0, 32.0, 28.0)","(6.0, 8.4, 8.036363636363637)","(2.6, 3.9, 3.6291666666666664)","(13.0, 99999, 99990)","(2.45, 2.82, 2.728235294117647)"
12-01-2023 14:39:45.369764,"(5.5, 8.2, 7.96)","(31.0, 85.0, 78.33333333333333)","(20.0, 42.0, 31.0)","(6.0, 8.4, 7.325)","(2.6, 3.9, 3.36875)","(13.0, 99999, 99990)","(2.45, 2.82, 2.80375)"
12-01-2023 14:39:46.507371,"(5.5, 8.8, 8.177777777777779)","(31.0, 85.0, 80.0)","(20.0, 40.0, 32.0)","(6.0, 8.2, 7.325)","(2.6, 3.9, 3.2333333333333334)","(13.0, 99999, 99990)","(2.45, 2.82, 2.7)"
12-01-2023 14:39:47.552773,"(5.5, 8.6, 8.49090909090909)","(31.0, 85.0, 80.0)","(20.0, 38.0, 32.0)","(6.0, 8.2, 7.466666666666667)","(2.6, 3.9, 3.4555555555555557)","(13.0, 99999, 99990)","(2.45, 2.82, 2.66)"
12-01-2023 14:39:48.614827,"(5.5, 8.6, 8.49090909090909)","(31.0, 85.0, 80.0)","(19.0, 36.0, 30.0)","(6.0, 8.0, 7.4)","(2.7, 3.9, 3.4)","(13.0, 99999, 99990)","(2.4, 2.82, 2.66)"
12-01-2023 14:39:49.566789,"(5.5, 8.6, 8.49090909090909)","(31.0, 85.0, 80.0)","(19.0, 34.0, 31.5)","(6.0, 8.0, 7.4)","(2.7, 3.9, 3.3285714285714287)","(13.0, 99999, 99990)","(2.4, 2.82, 2.7)"
12-01-2023 14:39:50.685766,"(5.5, 8.6, 8.49090909090909)","(31.0, 85.0, 80.0)","(19.0, 34.0, 29.714285714285715)","(6.0, 8.0, 7.466666666666667)","(2.7, 3.9, 3.207692307692308)","(13.0, 99999, 99990)","(2.4, 2.82, 2.7)"
12-01-2023 14:39:51.853436,"(5.5, 8.6, 8.2)","(31.0, 85.0, 80.0)","(19.0, 34.0, 29.714285714285715)","(6.0, 8.0, 7.466666666666667)","(2.7, 3.8, 3.207692307692308)","(13.0, 99999, 99990)","(2.4, 2.82, 2.7)"
12-01-2023 14:39:53.029793,"(5.5, 8.8, 8.100000000000001)","(31.0, 85.0, 80.0)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.0, 7.533333333333333)","(2.7, 3.75, 3.4)","(13.0, 99999, 99990)","(2.4, 2.82, 2.7)"
12-01-2023 14:39:54.123187,"(5.5, 8.6, 8.323076923076924)","(31.0, 85.0, 80.0)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.2, 7.253333333333334)","(2.7, 3.65, 3.2333333333333334)","(13.0, 99999, 99990)","(2.4, 2.82, 2.7)"
12-01-2023 14:39:55.144802,"(5.5, 8.6, 8.323076923076924)","(31.0, 85.0, 80.0)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.0, 7.533333333333333)","(2.7, 3.65, 3.191666666666667)","(13.0, 99999, 99990)","(2.4, 2.82, 2.7)"
12-01-2023 14:39:56.280872,"(5.5, 8.6, 8.323076923076924)","(31.0, 85.0, 80.0)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.2, 7.25)","(2.7, 3.65, 3.191666666666667)","(13.0, 99999, 99990)","(2.4, 2.82, 2.7)"
12-01-2023 14:39:57.358293,"(5.5, 8.6, 8.323076923076924)","(31.0, 85.0, 80.0)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.2, 7.733333333333333)","(2.7, 3.65, 3.111904761904762)","(13.0, 99999, 99990)","(2.4, 2.82, 2.8183333333333334)"
12-01-2023 14:39:58.409917,"(5.5, 8.6, 8.36)","(31.0, 85.0, 80.0)","(19.0, 32.0, 27.333333333333332)","(6.0, 8.0, 7.36)","(2.7, 3.15, 3.577272727272727)","(13.0, 99999, 99990)","(2.4, 2.82, 2.7)"
12-01-2023 14:39:59.422343,"(5.5, 8.6, 8.323076923076924)","(31.0, 85.0, 80.0)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.0, 7.36)","(2.7, 3.6, 3.5295454545454543)","(13.0, 99999, 99990)","(2.4, 2.82, 2.7)"
12-01-2023 14:40:00.507610,"(5.5, 8.6, 8.323076923076924)","(31.0, 85.0, 80.0)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.0, 7.257142857142857)","(2.7, 3.55, 3.4521739130434783)","(13.0, 99999, 99990)","(2.4, 2.82, 2.7)"
12-01-2023 14:40:01.567613,"(5.5, 8.6, 8.4)","(31.0, 85.0, 80.0)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.0, 7.257142857142857)","(2.7, 3.55, 3.7157894736842105)","(13.0, 99999, 99990)","(2.4, 2.82, 2.7)"
12-01-2023 14:40:02.630010,"(5.5, 8.6, 8.4)","(31.0, 85.0, 80.0)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.0, 7.725)","(2.7, 3.75, 3.6)","(13.0, 99999, 99990)","(2.4, 2.82, 2.615)"
12-01-2023 14:40:03.794828,"(5.5, 8.6, 8.4)","(31.0, 85.0, 80.55555555555556)","(19.0, 32.0, 29.333333333333332)","(6.0, 7.8, 7.725)","(2.7, 3.75, 3.405263157894737)","(13.0, 99999, 99990)","(2.4, 2.72, 2.6836363636363636)"
12-01-2023 14:40:04.856567,"(5.5, 8.6, 8.4)","(31.0, 85.0, 80.55555555555556)","(19.0, 32.0, 29.333333333333332)","(6.0, 7.8, 7.494736842105263)","(2.7, 3.7, 3.5)","(13.0, 99999, 99990)","(2.4, 2.72, 2.768333333333333)"
12-01-2023 14:40:05.903720,"(5.5, 8.8, 8.566666666666666)","(31.0, 85.0, 80.55555555555556)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.0, 7.494736842105263)","(2.7, 3.65, 3.3125)","(13.0, 99999, 99990)","(2.4, 2.78, 2.7706666666666666)"
12-01-2023 14:40:06.937384,"(5.5, 8.6, 8.45)","(31.0, 85.0, 80.55555555555556)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.0, 7.494736842105263)","(2.7, 3.65, 3.4045454545454548)","(13.0, 99999, 99990)","(2.4, 2.78, 2.7706666666666666)"
12-01-2023 14:40:08.076233,"(5.5, 8.8, 8.4)","(31.0, 85.0, 80.55555555555556)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.0, 7.494736842105263)","(2.7, 3.65, 3.3125)","(13.0, 99999, 99990)","(2.4, 2.78, 2.7706666666666666)"
12-01-2023 14:40:09.210323,"(5.5, 8.8, 8.533333333333333)","(41.0, 85.0, 80.55555555555556)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.0, 7.494736842105263)","(2.7, 3.65, 3.3125)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7706666666666666)"
12-01-2023 14:40:10.225987,"(6.0, 8.8, 8.55)","(41.0, 85.0, 80.55555555555556)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.0, 7.494736842105263)","(2.7, 3.65, 3.3125)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7706666666666666)"
12-01-2023 14:40:11.273355,"(6.0, 8.8, 8.633333333333335)","(41.0, 85.0, 80.55555555555556)","(19.0, 32.0, 29.333333333333332)","(6.0, 8.0, 7.666666666666666)","(2.7, 3.65, 3.3125)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7706666666666666)"
12-01-2023 14:40:12.419560,"(6.0, 9.2, 8.5)","(41.0, 85.0, 80.55555555555556)","(19.0, 32.0, 29.333333333333332)","(6.0, 7.8, 7.666666666666666)","(2.7, 3.65, 3.3125)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7706666666666666)"
12-01-2023 14:40:13.478728,"(6.0, 9.2, 8.674999999999999)","(41.0, 85.0, 80.55555555555556)","(19.0, 32.0, 29.333333333333332)","(6.0, 7.8, 7.666666666666666)","(2.7, 3.65, 3.3125)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7488888888888887)"
12-01-2023 14:40:14.632344,"(6.0, 9.0, 8.6)","(41.0, 85.0, 80.55555555555556)","(19.0, 32.0, 29.333333333333332)","(6.0, 7.8, 7.523076923076923)","(2.7, 3.65, 3.3125)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7488888888888887)"
12-01-2023 14:40:15.742046,"(6.0, 9.0, 8.6)","(41.0, 85.0, 80.55555555555556)","(19.0, 32.0, 27.555555555555557)","(6.0, 7.8, 7.55)","(2.7, 3.65, 3.3125)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7153846153846155)"
12-01-2023 14:40:16.789138,"(6.0, 9.0, 8.6)","(41.0, 85.0, 75.0)","(19.0, 32.0, 27.555555555555557)","(6.0, 8.0, 7.573333333333333)","(2.7, 3.65, 3.5214285714285714)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7153846153846155)"
12-01-2023 14:40:17.884006,"(6.0, 9.0, 8.6)","(41.0, 85.0, 72.5)","(19.0, 32.0, 27.555555555555557)","(6.0, 8.0, 7.573333333333333)","(2.7, 3.65, 3.5214285714285714)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7153846153846155)"
12-01-2023 14:40:18.928798,"(6.0, 9.0, 8.6)","(41.0, 85.0, 72.5)","(19.0, 32.0, 29.0)","(6.0, 8.0, 7.573333333333333)","(2.7, 3.65, 3.5214285714285714)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7153846153846155)"
12-01-2023 14:40:20.072438,"(6.0, 9.0, 8.6)","(41.0, 85.0, 72.5)","(19.0, 32.0, 34.75)","(6.0, 8.0, 6.81)","(2.7, 3.65, 3.5272727272727273)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7153846153846155)"
12-01-2023 14:40:21.178031,"(6.0, 9.0, 8.6)","(41.0, 85.0, 72.5)","(19.0, 40.0, 34.75)","(6.0, 7.2, 7.253333333333333)","(2.7, 3.65, 3.525)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7488888888888887)"
12-01-2023 14:40:22.354752,"(6.0, 9.0, 8.6)","(41.0, 85.0, 75.0)","(19.0, 38.0, 33.38461538461539)","(6.0, 8.0, 7.65)","(2.7, 3.65, 3.525)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7488888888888887)"
12-01-2023 14:40:23.507892,"(6.0, 9.0, 8.6)","(41.0, 85.0, 77.5)","(19.0, 38.0, 35.6)","(6.0, 7.8, 7.4399999999999995)","(2.7, 3.65, 3.525)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7488888888888887)"
12-01-2023 14:40:24.723814,"(6.0, 9.0, 8.6)","(41.0, 95.0, 90.83333333333334)","(19.0, 36.0, 29.625)","(6.0, 7.8, 7.4399999999999995)","(2.7, 3.65, 3.525)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7488888888888887)"
12-01-2023 14:40:25.899260,"(6.0, 9.0, 8.6)","(41.0, 95.0, 82.5)","(19.0, 34.0, 29.625)","(6.0, 7.8, 7.4399999999999995)","(2.7, 3.65, 3.5375)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7488888888888887)"
12-01-2023 14:40:27.080341,"(6.0, 8.2, 7.973913043478261)","(41.0, 95.0, 82.5)","(19.0, 34.0, 32.44444444444444)","(6.0, 7.8, 7.05)","(2.7, 3.65, 3.5375)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7488888888888887)"
12-01-2023 14:40:28.379844,"(6.0, 8.2, 7.9263157894736835)","(41.0, 95.0, 82.5)","(20.0, 34.0, 32.44444444444444)","(6.0, 7.8, 7.425)","(2.7, 3.65, 3.5375)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7488888888888887)"
12-01-2023 14:40:29.535305,"(6.0, 8.2, 7.973913043478261)","(41.0, 95.0, 78.33333333333333)","(20.0, 34.0, 32.44444444444444)","(6.0, 7.8, 7.425)","(2.7, 3.65, 3.389473684210526)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7488888888888887)"
12-01-2023 14:40:30.760929,"(6.0, 8.2, 7.973913043478261)","(41.0, 75.0, 71.66666666666667)","(20.0, 34.0, 32.44444444444444)","(6.0, 7.8, 7.425)","(2.7, 3.65, 3.389473684210526)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7488888888888887)"
12-01-2023 14:40:31.871558,"(6.0, 8.2, 7.973913043478261)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 32.44444444444444)","(6.0, 7.8, 7.758139534883721)","(2.7, 3.65, 3.3714285714285714)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7488888888888887)"
12-01-2023 14:40:33.049687,"(6.0, 8.2, 7.973913043478261)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 32.44444444444444)","(6.0, 7.8, 7.345454545454546)","(2.7, 3.65, 3.3646341463414635)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7488888888888887)"
12-01-2023 14:40:34.238887,"(6.0, 8.2, 7.973913043478261)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 32.44444444444444)","(6.0, 8.0, 7.368421052631579)","(2.7, 3.65, 3.3575)","(14.0, 99999, 99990)","(2.35, 2.78, 2.752)"
12-01-2023 14:40:35.316115,"(6.0, 8.2, 7.973913043478261)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 32.44444444444444)","(6.0, 8.0, 7.2)","(2.7, 3.65, 3.2648148148148146)","(14.0, 99999, 99990)","(2.35, 2.78, 2.752)"
12-01-2023 14:40:36.421573,"(6.0, 8.2, 7.973913043478261)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 31.9)","(6.0, 7.6, 7.133333333333333)","(2.7, 3.65, 3.2913793103448277)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7199999999999998)"
12-01-2023 14:40:37.526361,"(6.0, 8.2, 8.05945945945946)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 31.9)","(6.0, 7.6, 7.181818181818182)","(2.7, 3.65, 3.3714285714285714)","(14.0, 99999, 99990)","(2.35, 2.78, 2.690909090909091)"
12-01-2023 14:40:38.652755,"(6.0, 8.2, 8.05945945945946)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 31.9)","(6.0, 8.0, 7.1)","(2.7, 3.65, 3.3963414634146343)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7199999999999998)"
12-01-2023 14:40:39.779305,"(6.0, 8.2, 8.05945945945946)","(41.0, 75.0, 67.63157894736842)","(20.0, 34.0, 31.9)","(6.0, 7.6, 6.319999999999999)","(2.7, 3.65, 3.5088235294117647)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7342857142857144)"
12-01-2023 14:40:41.124351,"(6.0, 8.2, 7.863157894736842)","(41.0, 75.0, 68.0)","(20.0, 34.0, 32.0)","(6.0, 6.6, 6.490909090909091)","(2.7, 3.65, 3.4546728971962617)","(14.0, 99999, 99990)","(2.35, 2.78, 2.7704347826086955)"
12-01-2023 14:40:42.433524,"(6.0, 8.2, 8.031578947368422)","(41.0, 75.0, 68.0)","(20.0, 34.0, 33.375)","(6.0, 6.6, 6.426666666666667)","(2.7, 3.5, 3.3048780487804876)","(14.0, 99999, 99990)","(2.35, 2.78, 2.79)"
12-01-2023 14:40:43.671514,"(6.0, 8.2, 8.12)","(41.0, 75.0, 67.63157894736842)","(20.0, 34.0, 33.375)","(6.0, 6.8, 6.333333333333333)","(2.7, 3.5, 3.3518518518518516)","(14.0, 99999, 99990)","(2.35, 2.84, 2.7555555555555555)"
12-01-2023 14:40:45.080324,"(6.0, 8.2, 8.12)","(41.0, 75.0, 67.63157894736842)","(20.0, 34.0, 33.111111111111114)","(6.0, 6.8, 6.45)","(2.7, 3.5, 3.318181818181818)","(14.0, 99999, 99990)","(2.35, 2.88, 2.7555555555555555)"
12-01-2023 14:40:46.351696,"(6.0, 8.2, 8.12)","(41.0, 75.0, 67.63157894736842)","(20.0, 34.0, 31.09090909090909)","(6.0, 6.8, 6.45)","(2.7, 3.5, 3.3227272727272728)","(14.0, 99999, 99990)","(2.35, 2.88, 2.754)"
12-01-2023 14:40:47.724066,"(6.0, 8.2, 8.12)","(41.0, 75.0, 67.63157894736842)","(20.0, 34.0, 31.09090909090909)","(6.0, 6.8, 6.38)","(2.7, 3.5, 3.3227272727272728)","(14.0, 99999, 99990)","(2.35, 2.88, 2.754)"
12-01-2023 14:40:49.009935,"(6.0, 8.2, 8.107692307692307)","(41.0, 75.0, 67.63157894736842)","(20.0, 34.0, 31.333333333333332)","(6.0, 6.8, 6.38)","(2.7, 3.5, 3.3186046511627905)","(14.0, 99999, 99990)","(2.35, 2.88, 2.754)"
12-01-2023 14:40:50.250553,"(6.0, 8.2, 8.107692307692307)","(41.0, 75.0, 67.63157894736842)","(20.0, 34.0, 28.4)","(6.0, 6.8, 6.38)","(2.7, 3.5, 3.319047619047619)","(14.0, 99999, 99990)","(2.35, 2.88, 2.754)"
12-01-2023 14:40:51.420120,"(6.0, 8.2, 8.107692307692307)","(41.0, 75.0, 67.63157894736842)","(20.0, 34.0, 28.4)","(6.0, 6.8, 6.38)","(2.7, 3.5, 3.319047619047619)","(14.0, 99999, 99990)","(2.35, 2.88, 2.754)"
12-01-2023 14:40:52.553046,"(6.0, 8.2, 8.107692307692307)","(41.0, 75.0, 67.63157894736842)","(20.0, 34.0, 30.88888888888889)","(6.0, 6.8, 6.629729729729729)","(2.7, 3.5, 3.319512195121951)","(14.0, 99999, 99990)","(2.35, 2.88, 2.7555555555555555)"
12-01-2023 14:40:53.776543,"(6.0, 8.2, 8.107692307692307)","(41.0, 75.0, 67.63157894736842)","(20.0, 34.0, 30.615384615384617)","(6.0, 6.8, 6.614705882352941)","(2.7, 3.5, 3.319512195121951)","(14.0, 99999, 99990)","(2.35, 2.88, 2.7575000000000003)"
12-01-2023 14:40:54.871970,"(6.0, 8.2, 8.12)","(41.0, 75.0, 67.63157894736842)","(20.0, 36.0, 30.235294117647058)","(6.0, 6.8, 6.4)","(2.7, 3.5, 3.319512195121951)","(14.0, 99999, 99990)","(2.35, 2.88, 2.7711111111111113)"
12-01-2023 14:40:55.918791,"(6.0, 8.2, 8.09090909090909)","(41.0, 75.0, 67.63157894736842)","(20.0, 36.0, 30.235294117647058)","(6.0, 6.8, 6.4)","(2.7, 3.5, 3.3890000000000002)","(15.0, 99999, 99990)","(2.35, 2.88, 2.827058823529412)"
12-01-2023 14:40:56.966169,"(6.0, 8.2, 8.094736842105263)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 30.615384615384617)","(6.0, 6.8, 6.4)","(2.7, 3.5, 3.3646341463414635)","(15.0, 99999, 99990)","(2.35, 2.88, 2.8345454545454545)"
12-01-2023 14:40:58.043950,"(6.0, 8.2, 8.094736842105263)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 31.384615384615383)","(6.0, 6.8, 6.22608695652174)","(2.7, 3.5, 3.315)","(15.0, 99999, 99990)","(2.35, 2.86, 2.836)"
12-01-2023 14:40:59.184559,"(6.0, 8.2, 8.113043478260868)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 32.470588235294116)","(6.0, 6.8, 6.345454545454546)","(2.7, 3.5, 3.3911764705882352)","(15.0, 99999, 99990)","(2.35, 2.86, 2.84)"
12-01-2023 14:41:00.453230,"(6.0, 8.2, 8.113043478260868)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 31.384615384615383)","(6.0, 7.0, 6.275)","(2.7, 3.5, 3.3646341463414635)","(15.0, 99999, 99990)","(2.35, 2.86, 2.84)"
12-01-2023 14:41:01.694295,"(6.0, 8.2, 8.113043478260868)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 30.0)","(6.0, 6.8, 6.26)","(2.7, 3.5, 3.54)","(15.0, 99999, 99990)","(2.35, 2.86, 2.813846153846154)"
12-01-2023 14:41:02.860005,"(6.0, 8.4, 8.35135135135135)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 29.36842105263158)","(5.5, 6.8, 6.26)","(2.7, 3.6, 3.54)","(15.0, 99999, 99990)","(2.35, 2.86, 2.82)"
12-01-2023 14:41:03.933174,"(6.0, 8.4, 8.35135135135135)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 30.52173913043478)","(5.5, 6.8, 6.26)","(2.7, 3.6, 3.54)","(15.0, 99999, 99990)","(2.35, 2.86, 2.82)"
12-01-2023 14:41:04.999218,"(6.0, 8.4, 8.35135135135135)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 31.263157894736842)","(5.5, 6.8, 6.1689655172413795)","(2.7, 3.6, 3.54)","(15.0, 99999, 99990)","(2.35, 2.86, 2.808)"
12-01-2023 14:41:06.183164,"(6.0, 8.4, 8.35135135135135)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 31.263157894736842)","(5.5, 6.2, 6.1)","(2.7, 3.6, 3.54)","(15.0, 99999, 99990)","(2.35, 2.88, 2.8266666666666667)"
12-01-2023 14:41:07.342131,"(6.0, 8.4, 8.35135135135135)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 31.263157894736842)","(5.5, 6.2, 6.1)","(2.7, 3.6, 3.54)","(15.0, 99999, 99990)","(2.35, 2.86, 2.804444444444444)"
12-01-2023 14:41:08.463711,"(6.0, 8.4, 8.35135135135135)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 31.263157894736842)","(5.5, 6.2, 6.1)","(2.7, 3.6, 3.54)","(15.0, 99999, 99990)","(2.35, 2.86, 2.804444444444444)"
12-01-2023 14:41:09.569771,"(6.0, 8.4, 8.35135135135135)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 31.263157894736842)","(5.5, 6.2, 6.136842105263158)","(2.7, 3.6, 3.54)","(15.0, 99999, 99990)","(2.35, 2.86, 2.8266666666666667)"
12-01-2023 14:41:10.639920,"(6.0, 8.4, 8.35135135135135)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 31.263157894736842)","(5.5, 6.2, 6.20625)","(2.7, 3.6, 3.5272727272727273)","(15.0, 99999, 99990)","(2.35, 2.86, 2.8)"
12-01-2023 14:41:11.677844,"(6.0, 8.4, 8.364705882352942)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 30.681818181818183)","(5.5, 6.8, 6.18235294117647)","(2.7, 3.65, 3.5625)","(15.0, 99999, 99990)","(2.35, 2.88, 2.8)"
12-01-2023 14:41:12.756738,"(6.0, 8.6, 8.586206896551724)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 30.681818181818183)","(5.5, 6.8, 6.073076923076924)","(2.7, 3.65, 3.58)","(15.0, 99999, 99990)","(2.35, 2.88, 2.7555555555555555)"
12-01-2023 14:41:13.869780,"(6.0, 8.6, 8.586666666666666)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 30.681818181818183)","(5.5, 6.8, 6.425)","(2.7, 3.8, 3.4727272727272727)","(15.0, 99999, 99990)","(2.35, 2.88, 2.77)"
12-01-2023 14:41:15.001506,"(6.0, 8.6, 8.587878787878788)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 30.681818181818183)","(5.5, 6.6, 6.279999999999999)","(2.7, 3.6, 3.597916666666667)","(15.0, 99999, 99990)","(2.35, 2.86, 2.8000000000000003)"
12-01-2023 14:41:16.016430,"(6.0, 8.6, 8.587878787878788)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 30.681818181818183)","(5.5, 6.6, 6.2)","(2.7, 3.6, 3.588461538461538)","(15.0, 99999, 99990)","(2.35, 2.88, 2.8000000000000003)"
12-01-2023 14:41:17.066724,"(6.0, 8.6, 8.587878787878788)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 31.5)","(5.5, 6.6, 6.2)","(2.7, 3.8, 3.6333333333333333)","(15.0, 99999, 99990)","(2.35, 2.88, 2.7866666666666666)"
12-01-2023 14:41:18.221809,"(6.0, 8.6, 8.587878787878788)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 31.5)","(5.5, 6.6, 6.2)","(2.7, 3.8, 3.672727272727273)","(15.0, 99999, 99990)","(2.35, 2.88, 2.7866666666666666)"
12-01-2023 14:41:19.316818,"(6.0, 8.6, 8.587878787878788)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 30.571428571428573)","(5.5, 6.6, 5.828571428571428)","(2.7, 3.8, 3.67)","(15.0, 99999, 99990)","(2.35, 2.88, 2.7866666666666666)"
12-01-2023 14:41:20.419684,"(6.0, 8.6, 8.587878787878788)","(41.0, 75.0, 67.77777777777777)","(20.0, 32.0, 30.214285714285715)","(5.5, 6.0, 6.223529411764706)","(2.7, 3.8, 3.7156249999999997)","(15.0, 99999, 99990)","(2.35, 2.88, 2.7866666666666666)"
12-01-2023 14:41:21.416172,"(6.0, 8.6, 8.533333333333333)","(41.0, 75.0, 67.77777777777777)","(20.0, 32.0, 30.214285714285715)","(5.5, 6.6, 6.223529411764706)","(2.7, 3.8, 3.7156249999999997)","(15.0, 99999, 99990)","(2.35, 2.88, 2.7866666666666666)"
