,Diamond Chipper,Ohoka Torey,Goldstar Linda,Aramoana,Money Bags,Maisey,Culvie Bun,Homebush Honey
08-12-2022 13:10:11.554958,"(4.8, 6.2, 5.952941176470588)","(13.0, 14.5, 12.617647058823529)","(2.4, 3.2, 3.05)","(7.0, 8.2, 7.635820895522388)","(5.5, 8.2, 8.129411764705882)","(12.0, 18.0, 17.666666666666668)","(13.0, 16.5, 14.592307692307692)","(13.0, 30.0, 29.833333333333332)"
08-12-2022 13:10:12.772252,"(4.8, 6.2, 5.99)","(13.0, 14.5, 12.617647058823529)","(2.4, 3.2, 2.9269230769230767)","(7.0, 8.2, 7.635820895522388)","(5.5, 8.2, 8.129411764705882)","(12.0, 18.0, 17.666666666666668)","(13.0, 16.5, 14.592307692307692)","(13.0, 30.0, 29.833333333333332)"
08-12-2022 13:10:14.100673,"(4.8, 6.2, 6.076470588235294)","(13.0, 14.0, 12.0)","(2.4, 3.25, 2.9269230769230767)","(7.0, 8.2, 7.635820895522388)","(5.5, 8.2, 8.41081081081081)","(12.0, 18.0, 17.666666666666668)","(13.0, 16.5, 15.0625)","(13.0, 30.0, 29.84)"
08-12-2022 13:10:15.344693,"(4.8, 6.2, 6.076470588235294)","(13.0, 13.5, 11.81578947368421)","(2.4, 3.25, 2.925)","(7.0, 8.2, 7.635820895522388)","(5.5, 8.6, 8.35)","(12.0, 18.0, 17.714285714285715)","(13.0, 16.0, 14.65)","(13.0, 30.0, 31.307692307692307)"
08-12-2022 13:10:16.684735,"(4.8, 6.2, 6.076470588235294)","(13.0, 13.5, 13.034883720930232)","(2.4, 3.2, 3.025)","(7.0, 8.2, 7.635820895522388)","(5.5, 8.6, 8.35)","(12.0, 18.0, 17.666666666666668)","(13.0, 16.0, 14.59)","(13.0, 32.0, 31.423076923076923)"
08-12-2022 13:10:17.896374,"(4.8, 6.2, 6.076470588235294)","(13.0, 13.5, 13.04054054054054)","(2.4, 3.15, 2.911363636363636)","(7.0, 8.2, 7.635820895522388)","(5.5, 8.6, 8.35)","(12.0, 18.0, 17.666666666666668)","(13.0, 16.0, 14.575)","(13.0, 32.0, 30.184615384615384)"
08-12-2022 13:10:19.141127,"(4.8, 6.2, 6.076470588235294)","(13.0, 13.5, 13.04054054054054)","(2.4, 3.15, 2.911363636363636)","(7.0, 8.2, 7.635820895522388)","(5.5, 8.6, 8.35)","(12.0, 18.0, 17.666666666666668)","(13.0, 16.0, 14.575)","(13.0, 36.0, 30.807692307692307)"
08-12-2022 13:10:20.262511,"(4.8, 6.2, 5.99)","(13.0, 13.5, 13.04054054054054)","(2.4, 3.15, 2.911363636363636)","(7.0, 8.2, 7.635820895522388)","(5.5, 8.6, 8.305882352941177)","(12.0, 18.0, 17.666666666666668)","(13.0, 16.0, 14.575)","(13.0, 36.0, 28.333333333333332)"
08-12-2022 13:10:21.362776,"(4.8, 6.2, 5.818181818181818)","(13.0, 13.5, 13.083333333333334)","(2.4, 3.1, 3.046666666666667)","(7.0, 8.0, 7.88)","(5.5, 8.4, 8.31578947368421)","(12.0, 18.0, 17.428571428571427)","(13.0, 16.0, 14.575)","(13.0, 36.0, 28.64)"
08-12-2022 13:10:22.441960,"(4.8, 6.2, 5.876923076923077)","(13.0, 14.0, 13.6)","(2.4, 3.1, 2.988)","(7.0, 8.0, 7.646153846153846)","(5.5, 8.4, 8.24)","(12.0, 17.5, 16.5)","(13.0, 16.0, 15.136363636363637)","(13.0, 36.0, 30.742857142857144)"
08-12-2022 13:10:23.687963,"(4.8, 6.2, 5.771428571428571)","(13.0, 15.5, 14.73076923076923)","(2.4, 3.05, 3.02)","(7.0, 7.8, 7.7)","(5.5, 8.4, 8.24)","(12.0, 17.5, 16.46875)","(13.0, 15.5, 14.833333333333334)","(13.0, 36.0, 30.742857142857144)"
08-12-2022 13:10:25.004626,"(4.8, 6.2, 5.847058823529411)","(13.0, 15.5, 14.75)","(2.4, 3.05, 3.02)","(7.0, 7.8, 7.514285714285714)","(5.5, 8.4, 8.331428571428571)","(12.0, 17.5, 16.46875)","(13.0, 15.5, 14.833333333333334)","(13.0, 36.0, 30.865671641791046)"
08-12-2022 13:10:26.185411,"(4.8, 6.2, 5.788235294117647)","(13.0, 15.5, 14.75)","(2.4, 3.05, 3.02)","(7.0, 7.8, 7.457142857142857)","(5.5, 8.4, 8.314285714285715)","(12.0, 17.5, 16.46875)","(13.0, 15.5, 14.833333333333334)","(13.0, 36.0, 30.865671641791046)"
08-12-2022 13:10:27.513160,"(4.8, 6.2, 5.788235294117647)","(13.0, 15.5, 14.75)","(2.4, 3.05, 3.02)","(7.0, 7.8, 7.457142857142857)","(5.5, 8.4, 8.25)","(12.0, 17.5, 16.535714285714285)","(13.0, 15.5, 14.576923076923077)","(13.0, 36.0, 31.375)"
08-12-2022 13:10:28.719124,"(4.8, 6.2, 5.788235294117647)","(13.0, 15.5, 14.75)","(2.4, 3.05, 3.02)","(7.0, 7.8, 7.4363636363636365)","(5.5, 8.4, 8.25)","(12.0, 17.5, 16.535714285714285)","(13.0, 15.5, 14.576923076923077)","(13.0, 34.0, 31.846153846153847)"
08-12-2022 13:10:29.895190,"(4.8, 6.2, 5.788235294117647)","(13.0, 15.5, 14.75)","(2.4, 3.05, 3.02)","(7.0, 7.8, 7.4363636363636365)","(5.5, 8.4, 8.25)","(12.0, 17.5, 16.535714285714285)","(13.0, 15.5, 14.55084745762712)","(13.0, 32.0, 31.846153846153847)"
08-12-2022 13:10:31.250533,"(4.8, 6.2, 5.788235294117647)","(13.0, 15.5, 14.75)","(2.4, 3.05, 3.02)","(7.0, 7.8, 7.4363636363636365)","(5.5, 8.4, 8.046153846153846)","(12.0, 17.5, 16.535714285714285)","(13.0, 15.5, 14.55084745762712)","(13.0, 32.0, 31.85185185185185)"
08-12-2022 13:10:32.445981,"(4.8, 6.2, 5.788235294117647)","(13.0, 15.5, 15.25)","(2.4, 3.05, 3.0283333333333333)","(7.0, 7.8, 7.483333333333333)","(5.5, 8.2, 8.077551020408162)","(12.0, 17.5, 16.535714285714285)","(13.0, 15.5, 14.55084745762712)","(13.0, 32.0, 30.773333333333333)"
08-12-2022 13:10:33.633246,"(4.8, 6.2, 5.95)","(13.0, 15.5, 15.25)","(2.4, 3.05, 3.0366666666666666)","(7.0, 7.6, 7.483333333333333)","(5.5, 8.2, 8.077551020408162)","(12.0, 17.5, 16.3)","(13.0, 15.5, 14.55084745762712)","(13.0, 32.0, 30.773333333333333)"
08-12-2022 13:10:34.738152,"(4.8, 6.2, 5.754838709677419)","(13.0, 15.5, 15.0)","(2.4, 3.05, 3.0366666666666666)","(7.0, 7.6, 7.43125)","(5.5, 8.2, 8.077551020408162)","(12.0, 16.5, 15.944444444444445)","(13.0, 15.5, 14.543478260869565)","(13.0, 32.0, 31.014492753623188)"
08-12-2022 13:10:35.867130,"(4.8, 6.2, 5.754838709677419)","(13.0, 15.5, 15.0)","(2.4, 3.05, 3.0012499999999998)","(7.0, 7.6, 7.416129032258064)","(5.5, 8.2, 8.077551020408162)","(12.0, 16.5, 15.807692307692308)","(13.0, 15.5, 16.140350877192983)","(13.0, 32.0, 35.252747252747255)"
08-12-2022 13:10:36.967602,"(4.8, 6.2, 5.754838709677419)","(13.0, 15.5, 15.0)","(2.4, 3.05, 3.0012499999999998)","(7.0, 7.6, 7.416129032258064)","(5.5, 8.2, 8.066666666666666)","(12.0, 16.5, 15.807692307692308)","(13.0, 18.0, 16.262295081967213)","(13.0, 38.0, 35.252747252747255)"
08-12-2022 13:10:38.093695,"(4.8, 6.4, 5.831578947368421)","(13.0, 15.5, 14.75)","(2.4, 3.05, 3.0012499999999998)","(7.0, 7.6, 7.416129032258064)","(5.5, 8.2, 8.066666666666666)","(12.0, 16.5, 12.625)","(13.0, 18.0, 16.262295081967213)","(13.0, 38.0, 35.252747252747255)"
08-12-2022 13:10:39.273384,"(4.8, 6.2, 6.095000000000001)","(13.0, 15.5, 14.75)","(2.4, 3.05, 2.972)","(7.0, 7.6, 7.416129032258064)","(5.5, 8.2, 8.066666666666666)","(12.0, 16.0, 12.884615384615385)","(13.0, 18.0, 16.037037037037038)","(13.0, 38.0, 35.252747252747255)"
08-12-2022 13:10:40.525841,"(4.8, 6.4, 6.3500000000000005)","(13.0, 15.0, 14.714285714285714)","(2.4, 3.05, 2.972)","(7.0, 7.6, 7.416129032258064)","(5.5, 8.2, 8.066666666666666)","(12.0, 16.0, 13.5)","(13.0, 18.0, 16.037037037037038)","(13.0, 38.0, 35.252747252747255)"
08-12-2022 13:10:41.671344,"(4.8, 6.4, 6.066666666666666)","(13.0, 16.0, 15.375)","(2.4, 3.05, 2.972)","(7.0, 7.6, 7.416129032258064)","(5.5, 8.2, 8.066666666666666)","(12.0, 15.0, 13.105263157894736)","(13.0, 18.0, 16.543956043956044)","(13.0, 38.0, 35.096774193548384)"
08-12-2022 13:10:42.853827,"(4.8, 6.4, 6.066666666666666)","(12.0, 16.0, 15.0625)","(2.4, 3.05, 2.989333333333333)","(7.0, 7.6, 6.975342465753425)","(5.5, 8.2, 8.066666666666666)","(12.0, 15.0, 13.05)","(13.0, 18.0, 16.140350877192983)","(14.0, 38.0, 35.096774193548384)"
08-12-2022 13:10:44.067723,"(4.8, 6.4, 5.95)","(12.0, 16.0, 15.0625)","(2.4, 3.05, 2.989333333333333)","(7.0, 7.6, 6.992)","(5.5, 8.2, 8.066666666666666)","(12.0, 15.0, 13.05)","(13.0, 18.0, 16.140350877192983)","(14.0, 38.0, 35.096774193548384)"
08-12-2022 13:10:45.255435,"(4.8, 6.4, 6.066666666666666)","(12.0, 16.0, 14.444444444444445)","(2.4, 3.05, 2.989333333333333)","(7.0, 7.6, 7.266666666666667)","(5.5, 8.2, 8.066666666666666)","(12.0, 15.0, 13.458333333333334)","(13.0, 18.0, 16.140350877192983)","(14.0, 38.0, 32.5)"
08-12-2022 13:10:46.420362,"(4.8, 6.4, 6.092307692307692)","(12.0, 16.0, 14.444444444444445)","(2.4, 3.05, 2.989333333333333)","(7.0, 7.4, 7.290909090909091)","(5.5, 8.2, 8.066666666666666)","(12.0, 14.5, 13.357142857142858)","(13.0, 18.0, 16.140350877192983)","(14.0, 36.0, 30.75)"
08-12-2022 13:10:47.697031,"(4.8, 6.4, 6.011111111111111)","(12.0, 16.0, 14.571428571428571)","(2.4, 3.05, 3.0029787234042553)","(7.0, 7.4, 7.2153846153846155)","(5.5, 8.2, 8.075)","(12.0, 14.0, 13.2)","(13.0, 18.0, 16.140350877192983)","(14.0, 36.0, 30.657894736842106)"
08-12-2022 13:10:49.031012,"(4.8, 6.4, 6.066666666666666)","(12.0, 16.0, 14.444444444444445)","(2.4, 3.05, 3.0240449438202246)","(7.0, 7.4, 7.034782608695652)","(5.5, 8.2, 8.075)","(11.0, 14.0, 13.2)","(13.0, 18.0, 16.140350877192983)","(14.0, 36.0, 32.559322033898304)"
08-12-2022 13:10:50.396756,"(4.6, 6.4, 6.122222222222223)","(12.0, 16.0, 14.75)","(2.45, 3.05, 3.0254255319148933)","(6.5, 7.4, 6.944)","(5.5, 8.2, 8.075)","(11.0, 14.0, 13.2)","(13.0, 18.0, 16.545454545454547)","(14.0, 36.0, 33.47222222222222)"
08-12-2022 13:10:51.761219,"(4.6, 6.4, 6.050000000000001)","(12.0, 15.5, 15.1)","(2.45, 3.05, 3.030315789473684)","(6.5, 7.4, 6.944)","(5.5, 8.2, 8.075)","(11.0, 14.0, 13.2)","(13.0, 17.5, 16.11764705882353)","(14.0, 36.0, 33.78048780487805)"
08-12-2022 13:10:53.200017,"(4.6, 6.4, 6.1)","(12.0, 15.5, 15.1)","(2.45, 3.05, 3.0753846153846154)","(6.5, 7.4, 6.944)","(5.5, 8.2, 8.075)","(11.0, 14.0, 13.375)","(13.0, 17.5, 16.11764705882353)","(14.0, 36.0, 33.43037974683544)"
08-12-2022 13:10:54.488114,"(4.6, 6.4, 6.2125)","(12.0, 15.5, 13.928571428571429)","(2.45, 3.1, 3.081935483870968)","(6.5, 7.4, 6.944)","(5.5, 8.2, 8.075)","(11.0, 14.0, 13.2)","(13.0, 17.5, 16.11764705882353)","(14.0, 36.0, 33.60526315789474)"
08-12-2022 13:10:55.774964,"(4.6, 6.4, 6.1692307692307695)","(12.0, 15.5, 13.928571428571429)","(2.45, 3.1, 3.081935483870968)","(6.5, 7.4, 6.9270588235294115)","(5.5, 8.2, 8.075)","(11.0, 14.0, 13.2)","(13.0, 17.5, 16.11764705882353)","(14.0, 36.0, 33.883720930232556)"
08-12-2022 13:10:57.091419,"(4.6, 6.4, 6.1692307692307695)","(12.0, 15.5, 13.928571428571429)","(2.45, 3.1, 3.0784615384615384)","(6.5, 7.4, 6.9270588235294115)","(5.5, 8.2, 8.075)","(11.0, 14.0, 13.2)","(13.0, 17.5, 16.11764705882353)","(14.0, 36.0, 33.883720930232556)"
08-12-2022 13:10:58.311115,"(4.6, 6.4, 6.1692307692307695)","(12.0, 15.5, 13.928571428571429)","(2.45, 3.1, 3.0784615384615384)","(6.5, 7.4, 6.9270588235294115)","(5.5, 8.2, 8.075)","(11.0, 14.0, 13.0)","(13.0, 17.5, 16.03125)","(14.0, 36.0, 30.88235294117647)"
08-12-2022 13:10:59.501492,"(4.6, 6.4, 6.147368421052632)","(12.0, 15.0, 13.846153846153847)","(2.45, 3.1, 3.0784615384615384)","(6.5, 7.4, 6.9270588235294115)","(5.5, 8.2, 8.075)","(11.0, 14.0, 12.875)","(13.0, 17.5, 16.4438202247191)","(14.0, 36.0, 30.967741935483872)"
08-12-2022 13:11:00.798924,"(4.6, 6.4, 6.147368421052632)","(12.0, 15.0, 13.846153846153847)","(2.45, 3.1, 3.0784615384615384)","(6.5, 7.4, 6.9270588235294115)","(5.5, 8.2, 8.075)","(11.0, 14.0, 11.115384615384615)","(13.0, 17.5, 16.4438202247191)","(14.0, 36.0, 33.0)"
08-12-2022 13:11:01.985533,"(4.6, 6.4, 6.191666666666667)","(12.0, 15.0, 13.846153846153847)","(2.45, 3.1, 3.0784615384615384)","(6.5, 7.4, 6.935)","(5.5, 8.2, 8.075)","(11.0, 12.5, 10.74)","(13.0, 17.5, 16.15714285714286)","(14.0, 36.0, 34.285714285714285)"
08-12-2022 13:11:03.121821,"(4.6, 6.4, 6.307407407407408)","(12.0, 15.0, 13.846153846153847)","(2.45, 3.1, 3.0844444444444443)","(6.5, 7.4, 6.935)","(5.5, 8.2, 8.075)","(11.0, 12.5, 11.136363636363637)","(13.0, 17.5, 16.23015873015873)","(14.0, 36.0, 34.333333333333336)"
08-12-2022 13:11:04.244869,"(4.6, 6.4, 6.15)","(12.0, 15.0, 13.846153846153847)","(2.45, 3.1, 3.0784615384615384)","(6.5, 7.4, 6.935)","(5.5, 8.2, 8.066666666666666)","(11.0, 11.5, 11.115384615384615)","(13.0, 17.5, 16.23015873015873)","(14.0, 36.0, 34.333333333333336)"
08-12-2022 13:11:05.359444,"(4.6, 6.6, 6.54)","(12.0, 15.0, 13.541666666666666)","(2.45, 3.15, 3.148111111111111)","(6.5, 7.4, 6.9575)","(5.5, 8.2, 8.066666666666666)","(11.0, 12.5, 11.051724137931034)","(13.0, 17.5, 16.25409836065574)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:06.556673,"(4.6, 6.6, 6.54)","(12.0, 15.0, 13.541666666666666)","(2.45, 3.15, 3.148111111111111)","(6.5, 7.4, 6.94025974025974)","(5.5, 8.2, 8.066666666666666)","(11.0, 12.5, 11.051724137931034)","(13.0, 17.5, 16.32758620689655)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:07.707008,"(4.6, 6.6, 6.54)","(12.0, 15.0, 13.541666666666666)","(2.45, 3.15, 3.1470588235294117)","(6.5, 7.4, 6.94025974025974)","(5.5, 8.2, 8.066666666666666)","(11.0, 12.5, 10.416666666666666)","(13.0, 17.5, 16.32758620689655)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:08.876799,"(4.6, 6.6, 6.5249999999999995)","(12.0, 15.0, 13.541666666666666)","(2.45, 3.15, 3.1475409836065573)","(6.5, 7.4, 6.94025974025974)","(5.5, 8.2, 8.066666666666666)","(11.0, 12.5, 10.606060606060606)","(13.0, 17.5, 16.385245901639344)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:10.088250,"(4.6, 6.6, 6.364285714285714)","(12.0, 14.5, 14.318181818181818)","(2.45, 3.65, 3.4405555555555556)","(6.5, 7.4, 6.9575)","(5.5, 8.2, 8.066666666666666)","(11.0, 12.5, 11.0)","(13.0, 17.5, 16.32758620689655)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:11.226431,"(4.6, 6.6, 6.524528301886792)","(12.0, 13.0, 12.0)","(2.45, 3.6, 3.3115384615384613)","(6.5, 7.4, 6.908333333333333)","(5.5, 8.2, 8.066666666666666)","(11.0, 12.0, 10.76923076923077)","(13.0, 17.5, 16.157894736842106)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:12.481323,"(4.6, 6.6, 6.3)","(12.0, 13.0, 12.076923076923077)","(2.45, 3.5, 3.3333333333333335)","(6.5, 7.4, 7.236111111111112)","(5.5, 8.2, 8.066666666666666)","(11.0, 12.0, 10.666666666666666)","(13.0, 17.5, 16.157894736842106)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:13.547087,"(4.6, 6.6, 6.311999999999999)","(12.0, 13.0, 11.875)","(2.45, 3.5, 3.3333333333333335)","(6.5, 7.4, 7.236111111111112)","(5.5, 8.2, 8.066666666666666)","(11.0, 12.0, 10.666666666666666)","(13.0, 17.5, 16.04494382022472)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:14.666009,"(4.6, 6.6, 6.405405405405405)","(12.0, 13.0, 12.181818181818182)","(2.45, 3.5, 3.277777777777778)","(6.5, 7.4, 7.236111111111112)","(5.5, 8.2, 8.066666666666666)","(11.0, 12.0, 10.666666666666666)","(13.0, 17.0, 16.04494382022472)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:15.869208,"(4.6, 6.6, 6.449999999999999)","(12.0, 13.0, 12.181818181818182)","(2.45, 3.5, 3.277777777777778)","(6.5, 7.4, 7.236111111111112)","(5.5, 8.2, 8.066666666666666)","(11.0, 12.0, 10.666666666666666)","(13.0, 17.0, 16.04494382022472)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:17.045730,"(4.6, 6.6, 6.321739130434782)","(12.0, 13.0, 12.0)","(2.45, 3.5, 3.277777777777778)","(6.5, 7.4, 7.236111111111112)","(5.5, 8.2, 8.066666666666666)","(11.0, 12.0, 10.666666666666666)","(13.0, 17.0, 16.04494382022472)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:18.249738,"(4.6, 6.6, 6.321739130434782)","(12.0, 13.0, 12.25)","(2.45, 3.5, 3.3458333333333337)","(6.5, 7.4, 7.236111111111112)","(5.5, 8.2, 8.066666666666666)","(11.0, 12.0, 10.416666666666666)","(13.0, 17.0, 16.04494382022472)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:19.436821,"(4.6, 6.6, 6.075)","(12.0, 13.0, 12.779411764705882)","(2.45, 3.45, 3.23)","(6.5, 7.4, 7.236111111111112)","(5.5, 8.2, 8.066666666666666)","(11.0, 12.0, 11.31578947368421)","(13.0, 17.0, 16.04494382022472)","(14.0, 36.0, 34.33734939759036)"
08-12-2022 13:11:20.625731,"(4.6, 6.6, 6.075)","(12.0, 13.0, 12.863636363636363)","(2.45, 3.45, 3.3289473684210527)","(6.5, 7.4, 7.236111111111112)","(5.5, 8.2, 8.066666666666666)","(11.0, 11.5, 11.31578947368421)","(13.0, 17.0, 16.04494382022472)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:21.874311,"(4.6, 6.6, 6.241025641025641)","(12.0, 13.0, 12.452380952380953)","(2.45, 3.35, 3.3048192771084337)","(6.5, 7.4, 7.236111111111112)","(5.5, 8.2, 8.066666666666666)","(11.0, 11.5, 11.2)","(13.0, 17.0, 16.04494382022472)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:23.017372,"(4.6, 6.6, 6.117241379310345)","(12.0, 13.0, 12.473684210526315)","(2.45, 3.35, 3.303571428571429)","(6.5, 7.4, 7.236111111111112)","(5.5, 8.2, 8.066666666666666)","(11.0, 11.5, 11.2)","(13.0, 17.0, 16.04494382022472)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:24.158261,"(4.6, 6.6, 6.090909090909091)","(12.0, 13.0, 12.557692307692308)","(2.45, 3.35, 3.2125)","(6.5, 7.4, 7.236111111111112)","(5.5, 8.2, 8.066666666666666)","(11.0, 11.5, 11.2)","(13.0, 17.0, 16.04494382022472)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:25.320500,"(4.6, 6.4, 6.2214285714285715)","(12.0, 13.0, 12.548387096774194)","(2.45, 3.35, 3.219230769230769)","(6.5, 7.4, 7.014285714285714)","(5.5, 8.2, 7.847058823529411)","(11.0, 11.5, 11.2)","(13.0, 17.0, 16.04494382022472)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:26.371921,"(4.6, 6.4, 6.233333333333333)","(12.0, 13.0, 12.548387096774194)","(2.45, 3.3, 3.219230769230769)","(6.5, 7.2, 6.96)","(5.5, 8.2, 7.847058823529411)","(11.0, 11.5, 11.2)","(13.0, 17.0, 16.04494382022472)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:27.470039,"(4.6, 6.4, 6.233333333333333)","(12.0, 13.0, 12.548387096774194)","(2.45, 3.3, 3.219230769230769)","(6.5, 7.2, 6.964705882352941)","(5.5, 8.2, 7.6)","(11.0, 11.5, 11.2)","(13.0, 17.0, 16.04494382022472)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:28.689780,"(4.6, 6.4, 6.280952380952382)","(12.0, 13.0, 12.557692307692308)","(2.45, 3.3, 3.147222222222222)","(6.5, 7.2, 6.937704918032787)","(5.5, 8.0, 7.542857142857143)","(11.0, 11.5, 11.2)","(13.0, 17.0, 16.0561797752809)","(14.0, 36.0, 34.5)"
08-12-2022 13:11:30.128445,"(4.6, 6.6, 6.266666666666667)","(11.0, 13.0, 12.565217391304348)","(2.45, 3.3, 3.19)","(6.5, 7.2, 6.937704918032787)","(5.5, 8.0, 7.72)","(11.0, 11.5, 11.071428571428571)","(13.0, 17.0, 16.0561797752809)","(14.0, 36.0, 32.19047619047619)"
08-12-2022 13:11:31.649559,"(4.6, 6.6, 6.163636363636363)","(11.0, 13.0, 12.565217391304348)","(2.45, 3.3, 3.26)","(6.5, 7.2, 6.937704918032787)","(5.5, 8.0, 7.72)","(11.0, 11.5, 11.071428571428571)","(13.0, 17.0, 16.0561797752809)","(14.0, 36.0, 34.0)"
08-12-2022 13:11:33.058505,"(4.6, 6.6, 6.163636363636363)","(11.0, 13.0, 12.548387096774194)","(2.45, 3.3, 3.202941176470588)","(6.5, 7.2, 7.084057971014492)","(5.5, 8.0, 7.618181818181818)","(11.0, 11.5, 11.428571428571429)","(13.0, 17.0, 16.0561797752809)","(15.0, 36.0, 34.4)"
08-12-2022 13:11:34.431009,"(4.6, 6.6, 6.163636363636363)","(11.0, 13.0, 12.548387096774194)","(2.45, 3.3, 3.227272727272727)","(6.5, 7.2, 7.088888888888889)","(5.5, 8.0, 7.666666666666667)","(11.0, 11.5, 11.428571428571429)","(13.0, 17.0, 15.666666666666666)","(15.0, 36.0, 34.666666666666664)"
08-12-2022 13:11:35.710678,"(4.6, 6.6, 6.163636363636363)","(11.0, 13.0, 12.615384615384615)","(2.45, 3.3, 3.227272727272727)","(6.5, 7.2, 7.088888888888889)","(5.5, 7.8, 7.666666666666667)","(11.0, 11.5, 11.428571428571429)","(13.0, 16.0, 15.156862745098039)","(15.0, 36.0, 33.967213114754095)"
08-12-2022 13:11:36.990582,"(4.6, 6.6, 6.163636363636363)","(11.0, 13.0, 12.615384615384615)","(2.45, 3.3, 3.2444444444444445)","(6.5, 7.0, 6.636363636363636)","(5.5, 7.8, 7.666666666666667)","(11.0, 12.0, 11.615384615384615)","(13.0, 17.0, 16.875)","(15.0, 34.0, 34.96296296296296)"
08-12-2022 13:11:38.223842,"(4.6, 6.6, 6.09)","(11.0, 13.0, 12.615384615384615)","(2.45, 3.3, 3.2444444444444445)","(6.5, 7.0, 6.636363636363636)","(5.5, 7.8, 7.666666666666667)","(11.0, 12.0, 11.642857142857142)","(13.0, 18.0, 16.714285714285715)","(15.0, 36.0, 34.96296296296296)"
08-12-2022 13:11:39.422533,"(4.6, 6.6, 6.09)","(11.0, 13.0, 12.615384615384615)","(2.45, 3.3, 3.2444444444444445)","(6.5, 7.0, 6.636363636363636)","(5.5, 7.8, 7.666666666666667)","(11.0, 12.0, 11.722222222222221)","(13.0, 18.0, 16.714285714285715)","(15.0, 36.0, 34.96296296296296)"
08-12-2022 13:11:40.593007,"(4.6, 6.6, 6.09)","(11.0, 13.0, 12.615384615384615)","(2.45, 3.3, 3.2444444444444445)","(6.5, 7.0, 6.636363636363636)","(5.5, 7.8, 7.666666666666667)","(11.0, 12.0, 11.722222222222221)","(13.0, 18.0, 17.0)","(15.0, 36.0, 34.96296296296296)"
08-12-2022 13:11:41.787611,"(4.8, 6.6, 6.075)","(11.0, 13.0, 12.615384615384615)","(2.5, 3.3, 3.2444444444444445)","(6.5, 7.0, 6.636363636363636)","(5.5, 7.8, 7.666666666666667)","(10.0, 12.0, 11.722222222222221)","(13.0, 18.0, 17.0)","(17.0, 36.0, 34.96296296296296)"
08-12-2022 13:11:42.949004,"(4.8, 6.6, 6.25)","(11.0, 13.0, 12.615384615384615)","(2.5, 3.3, 3.2444444444444445)","(6.5, 7.0, 6.636363636363636)","(5.5, 7.8, 7.666666666666667)","(10.0, 12.0, 11.38888888888889)","(13.0, 18.0, 16.6875)","(17.0, 36.0, 34.96296296296296)"
08-12-2022 13:11:44.162905,"(4.8, 6.4, 6.260869565217392)","(11.0, 13.0, 12.615384615384615)","(2.5, 3.3, 3.2444444444444445)","(6.5, 7.0, 6.624)","(5.5, 7.8, 7.666666666666667)","(10.0, 11.5, 11.357142857142858)","(13.0, 18.0, 16.6875)","(17.0, 36.0, 34.96296296296296)"
08-12-2022 13:11:45.417836,"(4.8, 6.4, 6.260869565217392)","(11.0, 13.0, 12.615384615384615)","(2.5, 3.3, 3.2444444444444445)","(6.5, 7.0, 6.620689655172414)","(5.5, 7.8, 7.666666666666667)","(10.0, 11.5, 10.9375)","(13.0, 18.0, 17.125)","(17.0, 36.0, 39.5)"
08-12-2022 13:11:46.737057,"(4.8, 6.4, 6.300000000000001)","(11.0, 13.0, 12.615384615384615)","(2.5, 3.3, 3.2444444444444445)","(6.5, 7.0, 6.624)","(5.5, 7.8, 7.666666666666667)","(10.0, 11.0, 10.909090909090908)","(13.0, 18.0, 17.125)","(17.0, 40.0, 39.38461538461539)"
08-12-2022 13:11:47.976555,"(4.8, 6.4, 6.300000000000001)","(11.0, 13.0, 12.583333333333334)","(2.5, 3.3, 3.2444444444444445)","(6.5, 7.0, 6.624)","(5.5, 7.8, 7.628571428571428)","(10.0, 11.0, 10.68421052631579)","(13.0, 18.0, 17.125)","(17.0, 40.0, 39.38461538461539)"
08-12-2022 13:11:49.179379,"(4.8, 6.4, 6.300000000000001)","(11.0, 13.0, 12.583333333333334)","(2.5, 3.3, 3.263888888888889)","(6.5, 7.0, 6.62)","(5.5, 7.8, 7.48)","(10.0, 11.0, 10.68421052631579)","(13.0, 18.0, 17.125)","(17.0, 40.0, 39.868852459016395)"
08-12-2022 13:11:50.418913,"(4.8, 6.4, 6.15)","(11.0, 13.0, 12.583333333333334)","(2.5, 3.35, 3.3857142857142857)","(6.5, 6.8, 6.62)","(5.5, 7.8, 7.433333333333334)","(10.0, 11.0, 10.565217391304348)","(13.0, 18.0, 17.125)","(17.0, 40.0, 38.8)"
