,Dayseas Trudie,Mayfair Fantasy,Got No Torque,Meg Bee,Heres Caza,Me And You,Calla Sue,Miss Sassy
04-01-2023 14:56:03.065237,"(91.0, 200.0, 183.33333333333334)","(2.9, 3.35, 3.3375)","(2.9, 3.3, 3.2035714285714283)","(11.0, 15.0, 14.833333333333334)","(3.8, 5.1, 4.84235294117647)","(17.0, 99999, 99990)","(15.0, 23.0, 20.571428571428573)","(20.0, 29.0, 27.8)"
04-01-2023 14:56:04.144775,"(91.0, 200.0, 165.0)","(2.9, 3.4, 3.321428571428571)","(2.9, 3.25, 3.2423076923076923)","(11.0, 15.0, 14.891304347826086)","(3.8, 5.0, 4.830927835051546)","(17.0, 99999, 99990)","(15.0, 24.0, 22.76923076923077)","(20.0, 29.0, 27.8)"
04-01-2023 14:56:05.157283,"(91.0, 200.0, 165.0)","(2.9, 3.4, 3.336507936507936)","(2.9, 3.25, 3.2423076923076923)","(11.0, 15.0, 14.891304347826086)","(3.8, 5.0, 4.833707865168539)","(17.0, 99999, 99990)","(15.0, 24.0, 23.142857142857142)","(20.0, 29.0, 27.8)"
04-01-2023 14:56:06.268837,"(91.0, 200.0, 183.33333333333334)","(2.9, 3.4, 3.3523809523809525)","(2.9, 3.25, 3.206)","(11.0, 15.0, 14.80952380952381)","(3.8, 5.0, 4.817283950617284)","(17.0, 99999, 99990)","(14.0, 24.0, 23.0)","(20.0, 29.0, 27.8)"
04-01-2023 14:56:07.369547,"(91.0, 200.0, 180.0)","(2.9, 3.4, 3.325)","(2.9, 3.25, 3.206)","(11.0, 15.0, 14.825)","(3.8, 5.0, 4.821739130434782)","(17.0, 99999, 99990)","(14.0, 24.0, 23.4)","(20.0, 29.0, 27.8)"
04-01-2023 14:56:08.467576,"(91.0, 200.0, 174.54545454545453)","(2.9, 3.4, 3.3037735849056604)","(2.9, 3.25, 3.216666666666667)","(11.0, 15.0, 14.921875)","(3.8, 5.0, 4.901204819277109)","(17.0, 99999, 99990)","(14.0, 24.0, 23.53846153846154)","(20.0, 29.0, 27.8)"
04-01-2023 14:56:09.543579,"(91.0, 200.0, 181.33333333333334)","(2.9, 3.4, 3.3135593220338984)","(2.9, 3.25, 3.205357142857143)","(11.0, 15.0, 14.982142857142858)","(3.9, 5.0, 4.901149425287357)","(17.0, 99999, 99990)","(14.0, 24.0, 23.4)","(20.0, 29.0, 27.8)"
04-01-2023 14:56:10.564652,"(91.0, 200.0, 181.33333333333334)","(2.9, 3.45, 3.401530612244898)","(2.9, 3.25, 3.1890243902439024)","(11.0, 15.0, 14.982142857142858)","(3.9, 5.0, 4.901204819277109)","(17.0, 99999, 99990)","(14.0, 24.0, 23.4)","(20.0, 29.0, 27.285714285714285)"
04-01-2023 14:56:11.624785,"(91.0, 200.0, 181.33333333333334)","(2.9, 3.4, 3.3485294117647055)","(2.9, 3.25, 3.139090909090909)","(11.0, 15.0, 15.323529411764707)","(3.9, 5.0, 4.913333333333334)","(17.0, 99999, 99990)","(14.0, 24.0, 23.55)","(20.0, 29.0, 27.25)"
04-01-2023 14:56:12.728469,"(91.0, 200.0, 188.88888888888889)","(2.9, 3.45, 3.367021276595745)","(2.9, 3.15, 3.139090909090909)","(11.0, 15.5, 15.142857142857142)","(3.9, 5.0, 4.912162162162162)","(17.0, 99999, 99990)","(14.0, 24.0, 25.428571428571427)","(20.0, 29.0, 27.666666666666668)"
04-01-2023 14:56:14.109491,"(91.0, 200.0, 190.9090909090909)","(2.9, 3.45, 3.366346153846154)","(2.9, 3.15, 3.1171641791044773)","(11.0, 15.5, 15.115384615384615)","(3.9, 5.0, 4.912162162162162)","(17.0, 99999, 99990)","(14.0, 26.0, 24.833333333333332)","(20.0, 29.0, 28.6)"
04-01-2023 14:56:15.217543,"(91.0, 200.0, 190.9090909090909)","(2.9, 3.45, 3.366346153846154)","(2.9, 3.15, 3.1171641791044773)","(11.0, 15.5, 14.880952380952381)","(3.9, 5.0, 4.917721518987342)","(17.0, 99999, 99990)","(14.0, 26.0, 23.428571428571427)","(20.0, 29.0, 28.333333333333332)"
04-01-2023 14:56:16.315160,"(91.0, 200.0, 190.9090909090909)","(2.9, 3.45, 3.3723214285714285)","(2.9, 3.15, 3.070588235294118)","(11.0, 16.5, 15.921052631578947)","(3.9, 5.0, 4.912162162162162)","(17.0, 99999, 99990)","(14.0, 26.0, 23.333333333333332)","(20.0, 29.0, 28.333333333333332)"
04-01-2023 14:56:17.668020,"(91.0, 200.0, 190.9090909090909)","(2.9, 3.45, 3.3703252032520328)","(2.9, 3.1, 3.072222222222222)","(11.0, 16.0, 15.925)","(3.9, 5.0, 4.901515151515152)","(17.0, 99999, 99990)","(14.0, 26.0, 23.6)","(20.0, 29.0, 28.428571428571427)"
04-01-2023 14:56:19.182120,"(91.0, 200.0, 187.5)","(2.9, 3.45, 3.356666666666667)","(2.9, 3.1, 3.046511627906977)","(11.0, 16.0, 15.911764705882353)","(3.9, 5.0, 4.9071428571428575)","(17.0, 99999, 99990)","(14.0, 26.0, 23.6)","(20.0, 29.0, 28.5)"
04-01-2023 14:56:20.248395,"(91.0, 200.0, 187.5)","(2.9, 3.45, 3.356666666666667)","(2.9, 3.1, 3.046511627906977)","(11.0, 16.0, 15.911764705882353)","(3.9, 5.0, 4.90945945945946)","(17.0, 99999, 99990)","(14.0, 26.0, 24.857142857142858)","(20.0, 29.0, 28.666666666666668)"
04-01-2023 14:56:21.445194,"(91.0, 200.0, 187.5)","(2.9, 3.45, 3.3666666666666667)","(2.9, 3.1, 3.0573770491803276)","(11.0, 16.0, 16.22222222222222)","(3.9, 5.0, 4.805)","(17.0, 99999, 99990)","(14.0, 26.0, 24.333333333333332)","(20.0, 29.0, 28.692307692307693)"
04-01-2023 14:56:22.576241,"(91.0, 200.0, 187.5)","(2.9, 3.45, 3.37)","(2.8, 3.1, 3.0535714285714284)","(11.0, 17.0, 16.456521739130434)","(4.0, 5.0, 4.821505376344086)","(17.0, 99999, 99990)","(14.0, 26.0, 25.444444444444443)","(20.0, 29.0, 28.692307692307693)"
04-01-2023 14:56:23.768895,"(91.0, 200.0, 181.53846153846155)","(2.9, 3.45, 3.3666666666666667)","(2.8, 3.1, 3.0566666666666666)","(11.0, 16.5, 16.444444444444443)","(4.0, 5.0, 4.824390243902439)","(17.0, 99999, 99990)","(14.0, 26.0, 25.444444444444443)","(20.0, 29.0, 28.0)"
04-01-2023 14:56:24.963304,"(91.0, 200.0, 176.0)","(2.9, 3.45, 3.368348623853211)","(2.8, 3.1, 3.0566666666666666)","(11.0, 16.5, 15.722222222222221)","(4.0, 5.0, 4.824390243902439)","(17.0, 99999, 99990)","(14.0, 26.0, 25.035714285714285)","(20.0, 29.0, 27.166666666666668)"
04-01-2023 14:56:26.223195,"(91.0, 200.0, 176.0)","(2.9, 3.45, 3.404591836734694)","(2.8, 3.1, 3.0566666666666666)","(11.0, 16.0, 15.807692307692308)","(4.0, 5.0, 4.824390243902439)","(17.0, 99999, 99990)","(14.0, 26.0, 25.035714285714285)","(20.0, 29.0, 26.642857142857142)"
04-01-2023 14:56:27.437839,"(91.0, 200.0, 182.85714285714286)","(2.9, 3.45, 3.4021505376344083)","(2.8, 3.1, 3.057272727272727)","(11.0, 16.0, 15.6875)","(4.0, 5.0, 4.8265060240963855)","(17.0, 99999, 99990)","(14.0, 26.0, 24.92)","(20.0, 29.0, 26.642857142857142)"
04-01-2023 14:56:28.721345,"(91.0, 200.0, 176.0)","(2.9, 3.45, 3.4)","(2.8, 3.1, 3.0523255813953485)","(11.0, 16.0, 15.913793103448276)","(4.0, 5.0, 4.842666666666666)","(17.0, 99999, 99990)","(14.0, 26.0, 25.129032258064516)","(20.0, 29.0, 27.105263157894736)"
04-01-2023 14:56:29.933734,"(91.0, 200.0, 182.85714285714286)","(2.9, 3.4, 3.375)","(2.8, 3.1, 3.0523255813953485)","(11.0, 16.0, 15.913793103448276)","(4.0, 5.0, 4.841975308641975)","(17.0, 99999, 99990)","(14.0, 26.0, 25.18181818181818)","(20.0, 29.0, 27.434782608695652)"
04-01-2023 14:56:31.147402,"(91.0, 200.0, 182.85714285714286)","(2.9, 3.4, 3.391489361702128)","(2.8, 3.1, 3.0445544554455446)","(11.0, 17.0, 16.441860465116278)","(4.0, 5.0, 4.841975308641975)","(17.0, 99999, 99990)","(14.0, 26.0, 25.4)","(20.0, 29.0, 26.181818181818183)"
04-01-2023 14:56:32.282787,"(91.0, 200.0, 182.85714285714286)","(2.9, 3.45, 3.3652380952380954)","(2.8, 3.1, 3.0557971014492753)","(11.0, 17.0, 16.620689655172413)","(4.0, 5.0, 4.847887323943662)","(17.0, 99999, 99990)","(14.0, 26.0, 25.4)","(20.0, 28.0, 26.181818181818183)"
04-01-2023 14:56:33.437854,"(91.0, 200.0, 182.85714285714286)","(2.9, 3.45, 3.3652380952380954)","(2.8, 3.1, 3.0557971014492753)","(11.0, 17.0, 16.620689655172413)","(4.0, 5.0, 4.847887323943662)","(17.0, 99999, 99990)","(14.0, 26.0, 25.4)","(20.0, 28.0, 26.181818181818183)"
04-01-2023 14:56:34.704932,"(91.0, 200.0, 182.85714285714286)","(2.9, 3.4, 3.370967741935484)","(2.8, 3.1, 3.0551612903225807)","(11.0, 17.0, 16.76923076923077)","(4.0, 5.0, 4.90609756097561)","(17.0, 99999, 99990)","(14.0, 26.0, 25.272727272727273)","(20.0, 28.0, 26.46153846153846)"
04-01-2023 14:56:35.971489,"(91.0, 200.0, 182.85714285714286)","(2.9, 3.35, 3.31025)","(2.8, 3.05, 3.0429032258064517)","(11.0, 16.5, 16.44)","(4.0, 5.0, 5.116129032258065)","(17.0, 99999, 99990)","(14.0, 26.0, 25.17241379310345)","(20.0, 28.0, 26.333333333333332)"
04-01-2023 14:56:37.188323,"(91.0, 200.0, 176.0)","(2.9, 3.35, 3.30561797752809)","(2.7, 3.1, 3.052285714285714)","(12.0, 16.5, 16.44)","(4.0, 5.3, 5.13103448275862)","(17.0, 99999, 99990)","(14.0, 26.0, 25.0)","(20.0, 28.0, 26.181818181818183)"
04-01-2023 14:56:38.408842,"(91.0, 200.0, 176.0)","(2.9, 3.35, 3.303550295857988)","(2.7, 3.1, 3.052366863905325)","(12.0, 16.5, 16.35)","(4.0, 5.3, 5.2234375)","(17.0, 99999, 99990)","(14.0, 26.0, 24.82608695652174)","(20.0, 28.0, 26.181818181818183)"
04-01-2023 14:56:39.667003,"(91.0, 200.0, 185.88235294117646)","(2.9, 3.3, 3.2982558139534883)","(2.7, 3.1, 3.017142857142857)","(12.0, 16.5, 16.285714285714285)","(4.0, 5.3, 5.225)","(17.0, 99999, 99990)","(14.0, 26.0, 25.0)","(20.0, 28.0, 26.75)"
04-01-2023 14:56:40.927028,"(91.0, 200.0, 185.88235294117646)","(2.9, 3.3, 3.2736111111111112)","(2.7, 3.05, 3.017142857142857)","(12.0, 16.5, 16.285714285714285)","(4.0, 5.3, 5.209090909090909)","(17.0, 99999, 99990)","(14.0, 26.0, 25.384615384615383)","(20.0, 27.0, 26.833333333333332)"
04-01-2023 14:56:42.142270,"(91.0, 200.0, 186.66666666666666)","(2.9, 3.35, 3.335593220338983)","(2.7, 3.05, 3.011290322580645)","(12.0, 16.5, 16.73076923076923)","(4.0, 5.3, 5.1119047619047615)","(17.0, 99999, 99990)","(14.0, 26.0, 25.8)","(20.0, 27.0, 26.571428571428573)"
04-01-2023 14:56:43.279913,"(91.0, 200.0, 186.66666666666666)","(2.9, 3.35, 3.318181818181818)","(2.7, 3.05, 3.011904761904762)","(12.0, 17.0, 16.73076923076923)","(4.0, 5.2, 5.127272727272727)","(17.0, 99999, 99990)","(14.0, 26.0, 26.0)","(20.0, 28.0, 27.09090909090909)"
04-01-2023 14:56:44.468993,"(91.0, 200.0, 186.66666666666666)","(2.9, 3.3, 3.261458333333333)","(2.7, 3.05, 3.0321739130434784)","(12.0, 17.0, 16.58823529411765)","(4.0, 5.2, 5.247368421052632)","(17.0, 99999, 99990)","(14.0, 27.0, 26.11111111111111)","(20.0, 28.0, 26.88888888888889)"
04-01-2023 14:56:45.705447,"(91.0, 200.0, 185.88235294117646)","(2.9, 3.3, 3.2971518987341772)","(2.7, 3.1, 3.0635135135135134)","(12.0, 17.0, 16.266666666666666)","(4.0, 5.3, 5.2615384615384615)","(17.0, 99999, 99990)","(14.0, 27.0, 25.545454545454547)","(20.0, 28.0, 26.666666666666668)"
04-01-2023 14:56:46.871948,"(91.0, 200.0, 185.88235294117646)","(2.9, 3.25, 3.241)","(2.7, 3.1, 3.016867469879518)","(12.0, 16.5, 16.28125)","(4.0, 5.3, 5.322727272727272)","(17.0, 99999, 99990)","(14.0, 26.0, 25.545454545454547)","(20.0, 28.0, 26.263157894736842)"
04-01-2023 14:56:48.022350,"(91.0, 200.0, 176.0)","(2.9, 3.25, 3.2432835820895525)","(2.7, 3.05, 3.016867469879518)","(12.0, 16.5, 16.696969696969695)","(4.0, 5.5, 5.34)","(17.0, 99999, 99990)","(14.0, 26.0, 26.9)","(20.0, 27.0, 25.571428571428573)"
04-01-2023 14:56:49.101700,"(91.0, 200.0, 174.28571428571428)","(2.9, 3.3, 3.2320261437908497)","(2.7, 3.05, 2.984268292682927)","(12.0, 17.0, 16.666666666666668)","(4.0, 5.5, 5.34516129032258)","(17.0, 99999, 99990)","(14.0, 27.0, 26.9)","(20.0, 26.0, 25.666666666666668)"
04-01-2023 14:56:50.255936,"(91.0, 200.0, 174.28571428571428)","(2.9, 3.25, 3.237142857142857)","(2.7, 3.05, 3.0050632911392405)","(12.0, 17.0, 16.676470588235293)","(4.0, 5.5, 5.351851851851852)","(17.0, 99999, 99990)","(14.0, 27.0, 26.77777777777778)","(20.0, 26.0, 25.727272727272727)"
04-01-2023 14:56:51.434420,"(91.0, 200.0, 174.28571428571428)","(2.9, 3.25, 3.2375)","(2.7, 3.05, 2.996969696969697)","(12.0, 17.0, 16.5)","(4.0, 5.5, 5.404761904761905)","(17.0, 99999, 99990)","(14.0, 27.0, 26.81818181818182)","(20.0, 27.0, 25.571428571428573)"
04-01-2023 14:56:52.588394,"(91.0, 200.0, 181.53846153846155)","(2.9, 3.25, 3.2245283018867923)","(2.7, 3.05, 3.0053030303030304)","(12.0, 17.0, 16.454545454545453)","(4.0, 5.5, 5.402222222222222)","(17.0, 99999, 99990)","(14.0, 27.0, 26.846153846153847)","(20.0, 27.0, 25.434782608695652)"
04-01-2023 14:56:53.691270,"(91.0, 200.0, 177.5)","(2.9, 3.25, 3.2308695652173913)","(2.7, 3.05, 3.0111842105263156)","(12.0, 17.0, 16.454545454545453)","(4.0, 5.5, 5.361538461538461)","(17.0, 99999, 99990)","(14.0, 27.0, 26.41176470588235)","(20.0, 27.0, 26.36842105263158)"
04-01-2023 14:56:54.786141,"(91.0, 200.0, 184.0)","(2.9, 3.25, 3.2285714285714286)","(2.7, 3.05, 3.006173913043478)","(12.0, 16.5, 16.08108108108108)","(4.0, 5.5, 5.545945945945946)","(17.0, 99999, 99990)","(14.0, 27.0, 26.75)","(20.0, 27.0, 26.647058823529413)"
04-01-2023 14:56:55.926980,"(91.0, 200.0, 184.0)","(2.9, 3.25, 3.238888888888889)","(2.7, 3.05, 3.004109589041096)","(12.0, 17.0, 16.3)","(4.0, 5.7, 5.555555555555555)","(17.0, 99999, 99990)","(14.0, 27.0, 26.85185185185185)","(20.0, 27.0, 26.77777777777778)"
04-01-2023 14:56:57.034949,"(91.0, 200.0, 184.0)","(2.9, 3.3, 3.262962962962963)","(2.7, 3.05, 2.9960919540229884)","(12.0, 16.5, 16.3)","(4.0, 5.6, 5.542857142857143)","(17.0, 99999, 99990)","(14.0, 27.0, 26.866666666666667)","(20.0, 27.0, 26.77777777777778)"
04-01-2023 14:56:58.107464,"(91.0, 200.0, 180.0)","(2.9, 3.3, 3.2634146341463413)","(2.7, 3.05, 2.9905813953488374)","(12.0, 16.5, 16.242857142857144)","(4.0, 5.6, 5.483333333333333)","(17.0, 99999, 99990)","(14.0, 27.0, 26.11111111111111)","(20.0, 27.0, 26.714285714285715)"
04-01-2023 14:56:59.184506,"(91.0, 200.0, 180.0)","(2.8, 3.35, 3.332065217391304)","(2.7, 3.0, 2.98)","(12.0, 16.5, 16.026315789473685)","(4.0, 5.6, 5.49375)","(17.0, 99999, 99990)","(14.0, 27.0, 25.428571428571427)","(20.0, 27.0, 26.714285714285715)"
04-01-2023 14:57:00.243250,"(91.0, 200.0, 180.0)","(2.8, 3.35, 3.333529411764706)","(2.7, 3.0, 2.9892307692307694)","(12.0, 16.5, 15.9)","(4.0, 5.5, 5.4625)","(17.0, 99999, 99990)","(14.0, 26.0, 23.75)","(20.0, 27.0, 26.7)"
04-01-2023 14:57:01.319505,"(91.0, 200.0, 180.0)","(2.8, 3.35, 3.32445652173913)","(2.7, 3.05, 3.04025)","(12.0, 16.5, 15.865384615384615)","(4.0, 5.5, 5.459090909090909)","(17.0, 99999, 99990)","(15.0, 26.0, 24.41176470588235)","(20.0, 27.0, 26.17241379310345)"
04-01-2023 14:57:02.469881,"(91.0, 200.0, 175.45454545454547)","(2.8, 3.35, 3.32445652173913)","(2.7, 3.05, 3.0401015228426393)","(12.0, 16.5, 15.806451612903226)","(4.0, 5.5, 5.45)","(17.0, 99999, 99990)","(15.0, 25.0, 24.57894736842105)","(20.0, 27.0, 26.17241379310345)"
04-01-2023 14:57:03.619928,"(91.0, 200.0, 175.45454545454547)","(2.8, 3.35, 3.324175824175824)","(2.7, 3.05, 3.0459183673469385)","(12.0, 16.5, 15.765625)","(4.0, 5.5, 5.490909090909091)","(17.0, 99999, 99990)","(15.0, 25.0, 24.2)","(20.0, 27.0, 26.133333333333333)"
04-01-2023 14:57:04.755588,"(91.0, 200.0, 175.45454545454547)","(2.8, 3.35, 3.3285714285714287)","(2.6, 3.05, 3.0459183673469385)","(13.0, 16.5, 15.675438596491228)","(4.2, 5.6, 5.457894736842105)","(16.0, 99999, 99990)","(15.0, 25.0, 24.2)","(20.0, 27.0, 26.133333333333333)"
04-01-2023 14:57:05.879677,"(91.0, 200.0, 175.45454545454547)","(2.8, 3.35, 3.3255813953488373)","(2.6, 3.1, 3.0745033112582782)","(13.0, 16.5, 15.716666666666667)","(4.2, 5.5, 5.354716981132076)","(16.0, 99999, 99990)","(15.0, 25.0, 24.304347826086957)","(20.0, 27.0, 26.214285714285715)"
04-01-2023 14:57:07.063184,"(91.0, 190.0, 172.22222222222223)","(2.8, 3.35, 3.3328358208955224)","(2.6, 3.1, 3.0752351097178683)","(13.0, 16.5, 15.776923076923078)","(4.2, 5.4, 5.208)","(16.0, 99999, 99990)","(15.0, 25.0, 24.2)","(20.0, 27.0, 26.94736842105263)"
04-01-2023 14:57:08.231580,"(91.0, 190.0, 172.22222222222223)","(2.8, 3.35, 3.340666666666667)","(2.6, 3.1, 3.0573333333333332)","(13.0, 16.5, 15.76984126984127)","(4.2, 5.4, 5.288461538461538)","(16.0, 99999, 99990)","(15.0, 25.0, 24.11111111111111)","(20.0, 28.0, 27.09090909090909)"
04-01-2023 14:57:09.381012,"(91.0, 190.0, 172.22222222222223)","(2.8, 3.35, 3.342957746478873)","(2.6, 3.1, 3.0573333333333332)","(13.0, 16.5, 15.76984126984127)","(4.2, 5.4, 5.385714285714286)","(16.0, 99999, 99990)","(15.0, 25.0, 24.0)","(20.0, 28.0, 27.333333333333332)"
04-01-2023 14:57:10.465315,"(91.0, 190.0, 172.22222222222223)","(2.8, 3.35, 3.2983870967741935)","(2.6, 3.1, 3.0885714285714285)","(13.0, 16.5, 15.733333333333333)","(4.2, 5.4, 5.375675675675676)","(16.0, 99999, 99990)","(15.0, 25.0, 24.058823529411764)","(20.0, 28.0, 27.379310344827587)"
04-01-2023 14:57:11.602947,"(91.0, 190.0, 173.33333333333334)","(2.8, 3.35, 3.269607843137255)","(2.6, 3.1, 3.0885714285714285)","(13.0, 16.5, 15.733333333333333)","(4.2, 5.5, 5.4624999999999995)","(16.0, 99999, 99990)","(15.0, 25.0, 24.058823529411764)","(20.0, 28.0, 27.379310344827587)"
04-01-2023 14:57:12.773903,"(91.0, 200.0, 173.75)","(2.8, 3.3, 3.2432835820895525)","(2.6, 3.1, 3.069444444444444)","(13.0, 16.5, 15.75)","(4.2, 5.6, 5.800000000000001)","(16.0, 99999, 99990)","(15.0, 25.0, 23.933333333333334)","(20.0, 28.0, 27.379310344827587)"
04-01-2023 14:57:13.906884,"(91.0, 200.0, 173.75)","(2.8, 3.25, 3.2432835820895525)","(2.6, 3.1, 3.0634615384615382)","(13.0, 16.0, 15.613636363636363)","(4.2, 5.9, 5.794117647058823)","(16.0, 99999, 99990)","(15.0, 25.0, 23.545454545454547)","(20.0, 28.0, 27.333333333333332)"
04-01-2023 14:57:15.023647,"(91.0, 200.0, 173.75)","(2.8, 3.3, 3.239130434782609)","(2.6, 3.1, 3.0931818181818183)","(13.0, 16.0, 15.482142857142858)","(4.2, 5.9, 5.826530612244898)","(16.0, 99999, 99990)","(15.0, 25.0, 23.76923076923077)","(20.0, 28.0, 27.333333333333332)"
04-01-2023 14:57:16.175092,"(91.0, 200.0, 173.75)","(2.8, 3.3, 3.239130434782609)","(2.6, 3.1, 3.040084388185654)","(13.0, 15.5, 15.482142857142858)","(4.2, 5.9, 5.8769230769230765)","(16.0, 99999, 99990)","(15.0, 25.0, 23.76923076923077)","(20.0, 28.0, 27.333333333333332)"
04-01-2023 14:57:17.349844,"(91.0, 200.0, 173.75)","(2.8, 3.3, 3.239130434782609)","(2.6, 3.05, 3.0384615384615383)","(13.0, 15.5, 15.416666666666666)","(4.2, 6.0, 5.924444444444444)","(16.0, 99999, 99990)","(15.0, 25.0, 23.545454545454547)","(20.0, 28.0, 27.379310344827587)"
04-01-2023 14:57:18.448703,"(91.0, 200.0, 173.75)","(2.8, 3.3, 3.25)","(2.6, 3.05, 3.0376984126984126)","(13.0, 16.0, 15.44)","(4.2, 6.0, 5.879310344827586)","(16.0, 99999, 99990)","(15.0, 25.0, 23.76923076923077)","(20.0, 28.0, 27.379310344827587)"
04-01-2023 14:57:19.565823,"(91.0, 200.0, 173.75)","(2.8, 3.3, 3.25)","(2.6, 3.05, 3.0367521367521366)","(13.0, 16.0, 15.44)","(4.2, 6.0, 5.879310344827586)","(16.0, 99999, 99990)","(15.0, 25.0, 23.76923076923077)","(20.0, 28.0, 27.379310344827587)"
04-01-2023 14:57:20.900561,"(91.0, 200.0, 173.75)","(2.8, 3.3, 3.276086956521739)","(2.6, 3.05, 3.035983263598326)","(13.0, 16.0, 15.5)","(4.4, 6.0, 5.805555555555555)","(16.0, 99999, 99990)","(15.0, 25.0, 23.76923076923077)","(20.0, 28.0, 27.333333333333332)"
04-01-2023 14:57:22.373580,"(91.0, 200.0, 173.75)","(2.8, 3.3, 3.263333333333333)","(2.6, 3.05, 3.0364016736401673)","(13.0, 16.0, 15.471698113207546)","(4.4, 6.0, 5.8742857142857146)","(16.0, 99999, 99990)","(15.0, 25.0, 23.545454545454547)","(20.0, 28.0, 27.333333333333332)"
04-01-2023 14:57:23.680704,"(91.0, 200.0, 173.75)","(2.8, 3.3, 3.263333333333333)","(2.6, 3.05, 3.0330729166666663)","(13.0, 16.0, 15.478260869565217)","(4.4, 6.2, 5.927272727272727)","(16.0, 99999, 99990)","(15.0, 25.0, 24.11111111111111)","(20.0, 28.0, 27.379310344827587)"
04-01-2023 14:57:24.941277,"(91.0, 200.0, 173.75)","(2.8, 3.3, 3.2636363636363637)","(2.6, 3.05, 3.0364942528735632)","(13.0, 15.5, 15.478260869565217)","(4.4, 6.0, 5.927272727272727)","(16.0, 99999, 99990)","(15.0, 25.0, 24.11111111111111)","(20.0, 28.0, 27.379310344827587)"
04-01-2023 14:57:26.278884,"(91.0, 200.0, 173.75)","(2.8, 3.3, 3.2636363636363637)","(2.6, 3.05, 3.04)","(13.0, 15.5, 15.71875)","(4.4, 6.0, 5.873469387755102)","(16.0, 99999, 99990)","(15.0, 25.0, 24.0)","(20.0, 28.0, 27.379310344827587)"
04-01-2023 14:57:27.588377,"(91.0, 200.0, 173.75)","(2.8, 3.3, 3.270909090909091)","(2.6, 3.05, 3.0422360248447204)","(13.0, 16.0, 15.416666666666666)","(4.4, 6.0, 5.873469387755102)","(16.0, 99999, 99990)","(15.0, 25.0, 24.0)","(20.0, 28.0, 27.333333333333332)"
04-01-2023 14:57:28.743962,"(91.0, 200.0, 173.75)","(2.8, 3.3, 3.270909090909091)","(2.6, 3.05, 3.0422360248447204)","(13.0, 15.5, 15.421875)","(4.4, 6.0, 5.855813953488372)","(16.0, 99999, 99990)","(15.0, 25.0, 24.11111111111111)","(20.0, 28.0, 26.666666666666668)"
04-01-2023 14:57:29.932812,"(91.0, 200.0, 173.75)","(2.8, 3.3, 3.270909090909091)","(2.6, 3.05, 3.0422360248447204)","(13.0, 15.5, 15.407407407407407)","(4.4, 6.0, 5.933333333333334)","(16.0, 99999, 99990)","(15.0, 25.0, 24.058823529411764)","(20.0, 28.0, 26.6)"
04-01-2023 14:57:31.162327,"(91.0, 200.0, 176.66666666666666)","(2.8, 3.3, 3.2819444444444446)","(2.6, 3.05, 3.0382022471910113)","(13.0, 15.5, 15.791666666666666)","(4.4, 6.0, 5.9185185185185185)","(16.0, 99999, 99990)","(15.0, 25.0, 23.714285714285715)","(20.0, 27.0, 26.5)"
04-01-2023 14:57:32.361903,"(91.0, 200.0, 176.66666666666666)","(2.8, 3.35, 3.3037735849056604)","(2.6, 3.05, 3.0382022471910113)","(13.0, 16.0, 15.791666666666666)","(4.4, 6.0, 5.9523809523809526)","(16.0, 99999, 99990)","(15.0, 24.0, 23.09090909090909)","(20.0, 27.0, 26.5)"
04-01-2023 14:57:33.481777,"(91.0, 200.0, 176.66666666666666)","(2.8, 3.35, 3.3037735849056604)","(2.6, 3.05, 3.0382022471910113)","(13.0, 16.0, 15.807692307692308)","(4.4, 6.0, 5.968421052631579)","(16.0, 99999, 99990)","(15.0, 24.0, 23.285714285714285)","(20.0, 27.0, 26.6)"
04-01-2023 14:57:34.643358,"(91.0, 200.0, 176.66666666666666)","(2.8, 3.35, 3.3037735849056604)","(2.6, 3.0, 2.998181818181818)","(13.0, 16.0, 15.807692307692308)","(4.4, 6.0, 5.9625)","(16.0, 99999, 99990)","(15.0, 24.0, 23.166666666666668)","(20.0, 27.0, 26.6)"
04-01-2023 14:57:35.894912,"(91.0, 200.0, 176.66666666666666)","(2.8, 3.35, 3.3075757575757576)","(2.6, 3.0, 2.9848275862068965)","(13.0, 16.0, 15.807692307692308)","(4.4, 6.0, 5.9625)","(16.0, 99999, 99990)","(15.0, 24.0, 23.25)","(20.0, 27.0, 26.48)"
04-01-2023 14:57:37.169574,"(91.0, 200.0, 176.66666666666666)","(2.8, 3.35, 3.3133333333333335)","(2.6, 3.0, 2.9848275862068965)","(13.0, 16.0, 15.722222222222221)","(4.4, 6.0, 5.9625)","(16.0, 99999, 99990)","(15.0, 24.0, 23.5)","(20.0, 28.0, 25.72)"
04-01-2023 14:57:38.319809,"(91.0, 200.0, 176.66666666666666)","(2.8, 3.35, 3.3133333333333335)","(2.6, 3.0, 2.9848275862068965)","(13.0, 16.0, 15.791666666666666)","(4.4, 6.0, 5.979591836734694)","(16.0, 99999, 99990)","(15.0, 24.0, 22.857142857142858)","(20.0, 28.0, 26.0)"
04-01-2023 14:57:39.486762,"(91.0, 200.0, 173.75)","(2.8, 3.35, 3.3173267326732674)","(2.6, 3.0, 3.013478260869565)","(13.0, 16.0, 15.625)","(4.4, 6.2, 5.992307692307692)","(16.0, 99999, 99990)","(15.0, 24.0, 22.133333333333333)","(20.0, 27.0, 25.8)"
