,Debs Baby,White Snake,Sketchy Zara,Walking On Fire,White Ticket,Super Keen,Kaidee Dixie,Arrogant Suzy
12-01-2023 17:01:18.878322,"(18.0, 29.0, 26.692307692307693)","(3.9, 5.2, 5.089473684210526)","(21.0, 32.0, 29.333333333333332)","(31.0, 80.0, 66.875)","(21.0, 40.0, 33.77777777777778)","(1.35, 1.65, 1.629)","(10.0, 12.5, 11.272727272727273)","(101.0, 360.0, 273.3333333333333)"
12-01-2023 17:01:19.987842,"(18.0, 29.0, 27.46153846153846)","(3.9, 5.2, 5.089473684210526)","(21.0, 32.0, 29.333333333333332)","(31.0, 80.0, 66.875)","(21.0, 40.0, 33.77777777777778)","(1.35, 1.65, 1.6264285714285716)","(10.0, 12.5, 11.272727272727273)","(101.0, 360.0, 273.3333333333333)"
12-01-2023 17:01:21.075083,"(18.0, 29.0, 27.46153846153846)","(3.9, 5.2, 5.089473684210526)","(21.0, 32.0, 29.23076923076923)","(31.0, 80.0, 66.875)","(21.0, 40.0, 33.77777777777778)","(1.35, 1.65, 1.638)","(10.0, 12.5, 11.272727272727273)","(101.0, 360.0, 280.0)"
12-01-2023 17:01:22.183881,"(18.0, 29.0, 27.46153846153846)","(3.9, 5.2, 5.089473684210526)","(21.0, 32.0, 29.23076923076923)","(31.0, 80.0, 66.875)","(21.0, 40.0, 33.77777777777778)","(1.35, 1.65, 1.638)","(10.0, 12.5, 11.272727272727273)","(101.0, 360.0, 280.0)"
12-01-2023 17:01:23.460671,"(18.0, 29.0, 27.444444444444443)","(3.9, 5.2, 5.089473684210526)","(21.0, 32.0, 29.333333333333332)","(31.0, 80.0, 66.875)","(21.0, 40.0, 33.77777777777778)","(1.35, 1.65, 1.638)","(10.0, 12.5, 11.272727272727273)","(101.0, 360.0, 280.0)"
12-01-2023 17:01:24.708280,"(18.0, 29.0, 27.444444444444443)","(3.9, 5.2, 5.089473684210526)","(21.0, 32.0, 29.23076923076923)","(31.0, 80.0, 66.875)","(21.0, 40.0, 34.0)","(1.35, 1.65, 1.638)","(10.0, 12.5, 11.375)","(101.0, 360.0, 280.0)"
12-01-2023 17:01:25.823048,"(18.0, 29.0, 24.96153846153846)","(3.9, 5.2, 5.089473684210526)","(21.0, 32.0, 29.23076923076923)","(31.0, 80.0, 68.33333333333333)","(21.0, 40.0, 34.0)","(1.35, 1.65, 1.629)","(10.0, 12.5, 11.272727272727273)","(101.0, 360.0, 246.66666666666666)"
12-01-2023 17:01:26.822798,"(18.0, 29.0, 24.96153846153846)","(3.9, 5.2, 5.089473684210526)","(21.0, 32.0, 29.333333333333332)","(31.0, 80.0, 68.33333333333333)","(21.0, 40.0, 34.0)","(1.35, 1.65, 1.633846153846154)","(10.0, 12.5, 11.272727272727273)","(101.0, 360.0, 246.66666666666666)"
12-01-2023 17:01:27.899803,"(18.0, 29.0, 24.96153846153846)","(3.9, 5.2, 5.089473684210526)","(21.0, 32.0, 29.24)","(31.0, 80.0, 68.33333333333333)","(21.0, 40.0, 33.77777777777778)","(1.35, 1.65, 1.621904761904762)","(10.0, 12.5, 11.272727272727273)","(101.0, 360.0, 246.66666666666666)"
12-01-2023 17:01:29.025704,"(18.0, 28.0, 26.46153846153846)","(3.9, 5.2, 5.092307692307692)","(21.0, 32.0, 29.346153846153847)","(31.0, 80.0, 68.33333333333333)","(21.0, 40.0, 33.77777777777778)","(1.35, 1.66, 1.633846153846154)","(10.0, 12.5, 11.272727272727273)","(101.0, 360.0, 246.66666666666666)"
12-01-2023 17:01:30.133614,"(18.0, 28.0, 26.46153846153846)","(3.9, 5.2, 5.092307692307692)","(21.0, 32.0, 29.346153846153847)","(31.0, 80.0, 68.33333333333333)","(21.0, 40.0, 33.77777777777778)","(1.35, 1.65, 1.6425)","(10.0, 12.5, 11.272727272727273)","(101.0, 360.0, 246.66666666666666)"
12-01-2023 17:01:31.260624,"(18.0, 28.0, 26.46153846153846)","(3.9, 5.2, 5.092307692307692)","(21.0, 32.0, 29.24)","(31.0, 80.0, 68.33333333333333)","(21.0, 40.0, 33.77777777777778)","(1.35, 1.65, 1.6425)","(10.0, 12.5, 11.272727272727273)","(101.0, 360.0, 246.66666666666666)"
12-01-2023 17:01:32.462830,"(18.0, 28.0, 26.46153846153846)","(3.9, 5.2, 5.092307692307692)","(21.0, 32.0, 29.333333333333332)","(31.0, 80.0, 68.33333333333333)","(21.0, 40.0, 33.77777777777778)","(1.35, 1.65, 1.633846153846154)","(10.0, 12.5, 11.272727272727273)","(101.0, 360.0, 246.66666666666666)"
12-01-2023 17:01:33.644512,"(18.0, 28.0, 26.46153846153846)","(3.9, 5.2, 5.092307692307692)","(21.0, 32.0, 29.24)","(31.0, 80.0, 68.33333333333333)","(21.0, 40.0, 33.77777777777778)","(1.35, 1.65, 1.6425)","(10.0, 12.5, 11.272727272727273)","(101.0, 360.0, 246.66666666666666)"
12-01-2023 17:01:35.031470,"(18.0, 28.0, 24.8)","(3.9, 5.2, 5.092307692307692)","(21.0, 32.0, 29.346153846153847)","(31.0, 80.0, 72.5)","(21.0, 40.0, 34.0)","(1.35, 1.65, 1.6383333333333334)","(10.0, 12.5, 11.266666666666667)","(101.0, 360.0, 240.0)"
12-01-2023 17:01:36.183688,"(18.0, 28.0, 24.8)","(3.9, 5.2, 5.092307692307692)","(21.0, 32.0, 29.346153846153847)","(31.0, 80.0, 72.5)","(21.0, 40.0, 34.0)","(1.35, 1.65, 1.6383333333333334)","(10.0, 12.5, 11.266666666666667)","(101.0, 360.0, 246.66666666666666)"
12-01-2023 17:01:37.209428,"(18.0, 28.0, 26.333333333333332)","(3.9, 5.2, 5.092307692307692)","(21.0, 32.0, 29.346153846153847)","(31.0, 80.0, 72.5)","(21.0, 40.0, 34.0)","(1.35, 1.65, 1.6453846153846152)","(10.0, 12.5, 11.266666666666667)","(101.0, 360.0, 246.66666666666666)"
12-01-2023 17:01:38.362466,"(18.0, 28.0, 26.4)","(3.9, 5.2, 5.092307692307692)","(21.0, 32.0, 29.24)","(31.0, 80.0, 72.5)","(21.0, 40.0, 33.6)","(1.35, 1.65, 1.6474698795180722)","(10.0, 12.5, 11.444444444444445)","(101.0, 360.0, 246.66666666666666)"
12-01-2023 17:01:39.522718,"(18.0, 28.0, 26.4)","(3.9, 5.2, 5.092307692307692)","(21.0, 32.0, 29.346153846153847)","(31.0, 80.0, 68.75)","(21.0, 40.0, 34.810810810810814)","(1.35, 1.65, 1.6474698795180722)","(10.0, 12.0, 11.36111111111111)","(101.0, 360.0, 323.3333333333333)"
12-01-2023 17:01:40.715938,"(18.0, 28.0, 26.4)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.7)","(31.0, 80.0, 71.42857142857143)","(21.0, 40.0, 34.810810810810814)","(1.35, 1.65, 1.6459090909090908)","(10.0, 12.0, 11.08)","(101.0, 360.0, 305.0)"
12-01-2023 17:01:41.917479,"(18.0, 28.0, 26.666666666666668)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.346153846153847)","(31.0, 80.0, 68.75)","(21.0, 40.0, 34.810810810810814)","(1.35, 1.65, 1.6459090909090908)","(10.0, 12.0, 11.159090909090908)","(101.0, 360.0, 293.3333333333333)"
12-01-2023 17:01:42.990412,"(18.0, 28.0, 25.142857142857142)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.346153846153847)","(31.0, 80.0, 65.0)","(21.0, 40.0, 34.810810810810814)","(1.35, 1.65, 1.6459090909090908)","(10.0, 12.0, 11.08108108108108)","(101.0, 360.0, 320.0)"
12-01-2023 17:01:44.032296,"(18.0, 28.0, 24.363636363636363)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.346153846153847)","(31.0, 80.0, 68.0)","(21.0, 40.0, 34.810810810810814)","(1.35, 1.65, 1.6459090909090908)","(10.0, 12.0, 11.08108108108108)","(101.0, 360.0, 300.0)"
12-01-2023 17:01:45.143114,"(18.0, 28.0, 24.52173913043478)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.7)","(31.0, 80.0, 72.5)","(21.0, 40.0, 34.810810810810814)","(1.35, 1.65, 1.6474698795180722)","(10.0, 12.0, 11.19047619047619)","(101.0, 360.0, 315.0)"
12-01-2023 17:01:46.278721,"(18.0, 28.0, 26.620689655172413)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.346153846153847)","(31.0, 80.0, 75.71428571428572)","(21.0, 40.0, 34.810810810810814)","(1.35, 1.65, 1.649230769230769)","(10.0, 12.0, 11.08108108108108)","(101.0, 360.0, 324.0)"
12-01-2023 17:01:47.470237,"(18.0, 28.0, 26.4)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.24)","(31.0, 80.0, 68.0)","(21.0, 40.0, 34.810810810810814)","(1.35, 1.65, 1.6459090909090908)","(10.0, 12.0, 11.19047619047619)","(101.0, 360.0, 324.0)"
12-01-2023 17:01:48.612076,"(18.0, 28.0, 26.666666666666668)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.346153846153847)","(31.0, 80.0, 68.0)","(21.0, 40.0, 34.810810810810814)","(1.35, 1.65, 1.6459090909090908)","(10.0, 12.0, 11.177777777777777)","(101.0, 360.0, 315.0)"
12-01-2023 17:01:49.781022,"(18.0, 28.0, 26.666666666666668)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.774193548387096)","(31.0, 80.0, 68.0)","(21.0, 40.0, 34.810810810810814)","(1.35, 1.65, 1.6459090909090908)","(10.0, 12.0, 11.08108108108108)","(101.0, 360.0, 300.0)"
12-01-2023 17:01:51.096941,"(18.0, 28.0, 26.4)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.24)","(31.0, 80.0, 75.71428571428572)","(21.0, 40.0, 34.810810810810814)","(1.35, 1.65, 1.649230769230769)","(10.0, 12.0, 11.19047619047619)","(101.0, 360.0, 315.0)"
12-01-2023 17:01:52.123983,"(18.0, 28.0, 24.363636363636363)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.24)","(31.0, 80.0, 75.71428571428572)","(21.0, 40.0, 34.810810810810814)","(1.35, 1.65, 1.6459090909090908)","(10.0, 12.0, 11.08108108108108)","(101.0, 360.0, 324.0)"
12-01-2023 17:01:53.364053,"(18.0, 28.0, 25.142857142857142)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.774193548387096)","(31.0, 80.0, 68.0)","(21.0, 40.0, 34.810810810810814)","(1.35, 1.65, 1.6459090909090908)","(10.0, 12.0, 11.08108108108108)","(101.0, 360.0, 300.0)"
12-01-2023 17:01:54.438363,"(18.0, 28.0, 26.333333333333332)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.24)","(31.0, 80.0, 68.0)","(21.0, 40.0, 34.810810810810814)","(1.35, 1.65, 1.6459090909090908)","(10.0, 12.0, 11.177777777777777)","(101.0, 360.0, 315.0)"
12-01-2023 17:01:55.771898,"(18.0, 28.0, 26.4)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.7)","(31.0, 80.0, 72.5)","(21.0, 40.0, 34.18181818181818)","(1.35, 1.65, 1.6488607594936708)","(10.0, 12.0, 11.08108108108108)","(101.0, 360.0, 324.0)"
12-01-2023 17:01:56.861382,"(18.0, 28.0, 26.666666666666668)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.7)","(31.0, 80.0, 72.5)","(21.0, 40.0, 34.18181818181818)","(1.35, 1.65, 1.64561797752809)","(10.0, 12.0, 11.08108108108108)","(101.0, 360.0, 315.0)"
12-01-2023 17:01:58.022455,"(18.0, 28.0, 26.666666666666668)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.7)","(31.0, 80.0, 68.0)","(21.0, 40.0, 33.945945945945944)","(1.35, 1.65, 1.64561797752809)","(10.0, 12.0, 11.08108108108108)","(101.0, 360.0, 315.0)"
12-01-2023 17:01:59.449877,"(18.0, 28.0, 26.4)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.774193548387096)","(31.0, 80.0, 68.0)","(21.0, 40.0, 35.2)","(1.35, 1.65, 1.6458064516129032)","(10.0, 12.0, 11.073170731707316)","(101.0, 360.0, 324.0)"
12-01-2023 17:02:00.601906,"(18.0, 28.0, 26.46153846153846)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.7)","(31.0, 80.0, 75.71428571428572)","(21.0, 40.0, 35.2)","(1.35, 1.65, 1.648235294117647)","(10.0, 12.0, 11.08108108108108)","(101.0, 360.0, 293.3333333333333)"
12-01-2023 17:02:01.830213,"(18.0, 28.0, 24.363636363636363)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.7)","(31.0, 80.0, 75.71428571428572)","(21.0, 40.0, 35.2)","(1.35, 1.65, 1.648235294117647)","(10.0, 12.0, 11.08108108108108)","(101.0, 360.0, 293.3333333333333)"
12-01-2023 17:02:03.073032,"(18.0, 28.0, 24.363636363636363)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.7)","(31.0, 80.0, 75.71428571428572)","(21.0, 40.0, 35.2)","(1.35, 1.65, 1.648235294117647)","(10.0, 12.0, 11.170731707317072)","(101.0, 360.0, 306.6666666666667)"
12-01-2023 17:02:04.100240,"(18.0, 28.0, 26.333333333333332)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.24)","(31.0, 80.0, 68.0)","(21.0, 40.0, 35.2)","(1.35, 1.66, 1.635609756097561)","(10.0, 12.0, 11.170731707317072)","(101.0, 360.0, 306.6666666666667)"
12-01-2023 17:02:05.133993,"(18.0, 28.0, 26.333333333333332)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.24)","(31.0, 80.0, 68.0)","(21.0, 40.0, 35.2)","(1.35, 1.66, 1.635609756097561)","(10.0, 12.0, 11.170731707317072)","(101.0, 360.0, 306.6666666666667)"
12-01-2023 17:02:06.191159,"(18.0, 28.0, 26.333333333333332)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.24)","(31.0, 80.0, 68.0)","(21.0, 40.0, 35.2)","(1.35, 1.66, 1.635609756097561)","(10.0, 12.0, 11.170731707317072)","(101.0, 360.0, 306.6666666666667)"
12-01-2023 17:02:07.538353,"(18.0, 28.0, 26.095238095238095)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.24)","(31.0, 80.0, 68.0)","(21.0, 40.0, 35.2)","(1.35, 1.66, 1.6451006711409395)","(10.0, 11.5, 11.096774193548388)","(101.0, 360.0, 306.6666666666667)"
12-01-2023 17:02:08.777775,"(18.0, 28.0, 24.52173913043478)","(3.9, 5.2, 5.1045454545454545)","(21.0, 32.0, 29.7)","(31.0, 80.0, 74.0)","(21.0, 40.0, 35.2)","(1.35, 1.66, 1.6405882352941175)","(10.0, 11.5, 11.08108108108108)","(101.0, 360.0, 306.6666666666667)"
12-01-2023 17:02:09.940440,"(18.0, 28.0, 25.076923076923077)","(3.9, 5.2, 5.135294117647059)","(21.0, 32.0, 29.774193548387096)","(31.0, 80.0, 72.5)","(21.0, 40.0, 35.53488372093023)","(1.35, 1.66, 1.631829268292683)","(10.0, 11.5, 11.015625)","(101.0, 360.0, 306.6666666666667)"
12-01-2023 17:02:11.020108,"(18.0, 28.0, 26.272727272727273)","(3.9, 5.3, 5.2875)","(21.0, 32.0, 29.774193548387096)","(31.0, 85.0, 71.36363636363636)","(21.0, 40.0, 35.31707317073171)","(1.35, 1.66, 1.6323529411764706)","(10.0, 11.5, 11.017857142857142)","(101.0, 360.0, 313.3333333333333)"
12-01-2023 17:02:12.111237,"(18.0, 28.0, 26.416666666666668)","(3.9, 5.5, 5.4)","(21.0, 32.0, 29.7)","(31.0, 85.0, 71.36363636363636)","(21.0, 40.0, 35.31707317073171)","(1.35, 1.65, 1.6418181818181818)","(10.0, 11.5, 11.017857142857142)","(101.0, 360.0, 313.3333333333333)"
12-01-2023 17:02:13.185570,"(18.0, 28.0, 26.689655172413794)","(3.9, 5.5, 5.309523809523809)","(21.0, 32.0, 29.346153846153847)","(31.0, 85.0, 75.625)","(21.0, 40.0, 35.31707317073171)","(1.35, 1.65, 1.6320000000000001)","(10.0, 11.5, 11.017857142857142)","(101.0, 360.0, 313.3333333333333)"
12-01-2023 17:02:14.250660,"(18.0, 28.0, 26.416666666666668)","(3.9, 5.5, 5.34)","(21.0, 32.0, 29.774193548387096)","(31.0, 85.0, 75.625)","(21.0, 40.0, 35.31707317073171)","(1.35, 1.65, 1.6320000000000001)","(10.0, 11.5, 11.017857142857142)","(101.0, 360.0, 313.3333333333333)"
12-01-2023 17:02:15.443124,"(18.0, 28.0, 26.689655172413794)","(3.9, 5.5, 5.428571428571429)","(21.0, 32.0, 29.36)","(31.0, 85.0, 75.625)","(21.0, 40.0, 35.4)","(1.35, 1.65, 1.6254545454545455)","(10.0, 11.5, 11.02)","(101.0, 360.0, 313.3333333333333)"
12-01-2023 17:02:16.447607,"(18.0, 28.0, 26.714285714285715)","(3.9, 5.6, 5.3)","(21.0, 32.0, 29.36)","(31.0, 85.0, 75.625)","(21.0, 40.0, 35.4)","(1.35, 1.63, 1.622857142857143)","(9.0, 11.5, 10.642857142857142)","(101.0, 360.0, 313.3333333333333)"
12-01-2023 17:02:17.562707,"(18.0, 28.0, 25.75)","(3.9, 5.6, 5.51578947368421)","(21.0, 32.0, 29.36)","(31.0, 85.0, 67.85714285714286)","(21.0, 40.0, 35.09090909090909)","(1.35, 1.63, 1.622857142857143)","(9.0, 11.5, 10.833333333333334)","(101.0, 360.0, 313.3333333333333)"
12-01-2023 17:02:18.643779,"(18.0, 28.0, 26.0)","(3.9, 5.6, 5.51578947368421)","(21.0, 32.0, 29.36)","(31.0, 85.0, 67.85714285714286)","(21.0, 40.0, 35.4)","(1.35, 1.63, 1.6166666666666667)","(9.0, 11.5, 11.025)","(101.0, 360.0, 313.3333333333333)"
12-01-2023 17:02:19.728241,"(18.0, 28.0, 26.363636363636363)","(3.9, 5.5, 5.322222222222222)","(21.0, 32.0, 29.36)","(31.0, 85.0, 67.85714285714286)","(21.0, 40.0, 35.4)","(1.35, 1.62, 1.6164583333333333)","(9.0, 11.5, 11.025)","(101.0, 360.0, 313.3333333333333)"
12-01-2023 17:02:20.962049,"(19.0, 28.0, 26.714285714285715)","(4.0, 5.5, 5.34)","(21.0, 32.0, 29.642857142857142)","(31.0, 85.0, 77.5)","(21.0, 40.0, 35.09090909090909)","(1.4, 1.62, 1.6307142857142858)","(10.0, 11.5, 11.025)","(101.0, 360.0, 313.3333333333333)"
12-01-2023 17:02:22.159126,"(19.0, 28.0, 26.714285714285715)","(4.0, 5.5, 5.35)","(21.0, 32.0, 29.36)","(31.0, 85.0, 77.94117647058823)","(21.0, 40.0, 35.09090909090909)","(1.4, 1.64, 1.6307142857142858)","(10.0, 11.5, 11.025)","(101.0, 360.0, 313.3333333333333)"
12-01-2023 17:02:23.350960,"(19.0, 28.0, 26.75862068965517)","(4.0, 5.5, 5.385714285714286)","(21.0, 32.0, 29.36)","(31.0, 85.0, 72.14285714285714)","(21.0, 40.0, 35.09090909090909)","(1.4, 1.64, 1.6307142857142858)","(10.0, 11.5, 11.025)","(101.0, 360.0, 313.3333333333333)"
12-01-2023 17:02:24.540359,"(19.0, 28.0, 26.75862068965517)","(4.0, 5.5, 5.385714285714286)","(21.0, 32.0, 29.580645161290324)","(31.0, 85.0, 72.14285714285714)","(21.0, 40.0, 35.09090909090909)","(1.4, 1.64, 1.6285106382978722)","(10.0, 11.5, 11.95)","(101.0, 360.0, 313.3333333333333)"
12-01-2023 17:02:25.543970,"(19.0, 28.0, 26.105263157894736)","(4.0, 5.5, 5.385714285714286)","(21.0, 32.0, 29.580645161290324)","(31.0, 85.0, 72.14285714285714)","(21.0, 40.0, 35.09090909090909)","(1.4, 1.64, 1.6312195121951218)","(10.0, 12.0, 11.882352941176471)","(101.0, 360.0, 313.3333333333333)"
12-01-2023 17:02:26.709267,"(19.0, 28.0, 26.75862068965517)","(4.0, 5.5, 5.33125)","(21.0, 32.0, 29.310344827586206)","(31.0, 85.0, 72.14285714285714)","(21.0, 40.0, 35.09090909090909)","(1.4, 1.63, 1.6125806451612903)","(10.0, 12.0, 11.880952380952381)","(101.0, 360.0, 295.0)"
12-01-2023 17:02:28.082418,"(19.0, 28.0, 26.75862068965517)","(4.0, 5.5, 5.305)","(21.0, 32.0, 29.36)","(31.0, 85.0, 73.75)","(21.0, 40.0, 34.46153846153846)","(1.4, 1.63, 1.606122448979592)","(10.0, 12.0, 11.66326530612245)","(101.0, 360.0, 266.6666666666667)"
12-01-2023 17:02:29.322274,"(19.0, 28.0, 27.5)","(4.0, 5.5, 5.408333333333333)","(21.0, 32.0, 29.36)","(31.0, 85.0, 78.07692307692308)","(21.0, 40.0, 34.46153846153846)","(1.4, 1.61, 1.606122448979592)","(10.0, 12.5, 11.686440677966102)","(101.0, 360.0, 316.6666666666667)"
12-01-2023 17:02:30.610468,"(19.0, 34.0, 31.2)","(4.0, 5.5, 5.408333333333333)","(21.0, 32.0, 29.36)","(31.0, 85.0, 67.85714285714286)","(21.0, 40.0, 34.46153846153846)","(1.4, 1.61, 1.6027777777777779)","(10.0, 12.5, 11.689655172413794)","(101.0, 360.0, 266.6666666666667)"
12-01-2023 17:02:31.938266,"(19.0, 34.0, 30.620689655172413)","(4.0, 5.5, 5.412)","(21.0, 32.0, 29.642857142857142)","(31.0, 85.0, 77.5)","(21.0, 40.0, 34.46153846153846)","(1.4, 1.61, 1.6021739130434784)","(10.0, 12.5, 11.689655172413794)","(101.0, 360.0, 273.3333333333333)"
12-01-2023 17:02:33.064498,"(19.0, 34.0, 29.5)","(4.0, 5.5, 5.412)","(21.0, 32.0, 29.642857142857142)","(31.0, 85.0, 72.14285714285714)","(21.0, 40.0, 35.40425531914894)","(1.4, 1.61, 1.6021739130434784)","(10.0, 12.5, 11.689655172413794)","(101.0, 360.0, 273.3333333333333)"
12-01-2023 17:02:34.224209,"(19.0, 32.0, 31.714285714285715)","(4.0, 5.5, 5.412)","(21.0, 32.0, 29.36)","(31.0, 85.0, 72.14285714285714)","(21.0, 40.0, 35.40425531914894)","(1.4, 1.61, 1.6021739130434784)","(10.0, 12.5, 11.689655172413794)","(101.0, 360.0, 320.0)"
12-01-2023 17:02:35.386544,"(19.0, 32.0, 30.666666666666668)","(4.0, 5.5, 5.412)","(21.0, 32.0, 29.642857142857142)","(31.0, 85.0, 72.14285714285714)","(21.0, 40.0, 35.40425531914894)","(1.4, 1.61, 1.6033333333333335)","(10.0, 12.5, 11.7)","(101.0, 360.0, 320.0)"
12-01-2023 17:02:36.541979,"(19.0, 32.0, 29.666666666666668)","(4.0, 5.5, 5.412)","(21.0, 32.0, 29.642857142857142)","(31.0, 85.0, 72.14285714285714)","(21.0, 40.0, 35.40425531914894)","(1.4, 1.61, 1.6096296296296297)","(10.0, 12.5, 11.7)","(101.0, 360.0, 334.5454545454545)"
12-01-2023 17:02:37.698464,"(19.0, 32.0, 30.666666666666668)","(4.0, 5.5, 5.412)","(21.0, 32.0, 29.36)","(31.0, 85.0, 72.14285714285714)","(21.0, 40.0, 35.40425531914894)","(1.4, 1.62, 1.5903010752688174)","(10.0, 12.5, 11.689655172413794)","(101.0, 360.0, 334.5454545454545)"
12-01-2023 17:02:38.754835,"(19.0, 32.0, 30.285714285714285)","(4.0, 5.5, 5.412)","(21.0, 32.0, 29.36)","(31.0, 85.0, 72.14285714285714)","(21.0, 40.0, 35.40425531914894)","(1.4, 1.6, 1.5903010752688174)","(10.0, 12.5, 11.689655172413794)","(101.0, 360.0, 334.5454545454545)"
12-01-2023 17:02:39.933430,"(19.0, 32.0, 31.0)","(4.0, 5.5, 5.415384615384616)","(21.0, 32.0, 29.642857142857142)","(31.0, 85.0, 73.75)","(21.0, 40.0, 35.40425531914894)","(1.4, 1.59, 1.5883333333333334)","(10.0, 12.5, 11.703389830508474)","(101.0, 360.0, 334.5454545454545)"
12-01-2023 17:02:41.260955,"(19.0, 32.0, 30.0)","(4.0, 5.5, 5.43125)","(21.0, 32.0, 29.36)","(31.0, 85.0, 81.53846153846153)","(21.0, 40.0, 35.61904761904762)","(1.4, 1.59, 1.5890588235294119)","(10.0, 12.5, 12.042553191489361)","(101.0, 360.0, 273.3333333333333)"
12-01-2023 17:02:42.393070,"(19.0, 32.0, 31.25)","(4.0, 5.5, 5.421428571428572)","(21.0, 32.0, 30.482758620689655)","(31.0, 85.0, 81.53846153846153)","(21.0, 40.0, 36.714285714285715)","(1.4, 1.59, 1.5890588235294119)","(10.0, 12.5, 12.042553191489361)","(101.0, 360.0, 273.3333333333333)"
12-01-2023 17:02:43.656456,"(19.0, 32.0, 31.25)","(4.0, 5.5, 5.436)","(21.0, 32.0, 30.666666666666668)","(31.0, 85.0, 82.5)","(21.0, 40.0, 36.85)","(1.4, 1.59, 1.5603809523809524)","(10.0, 12.5, 12.09375)","(101.0, 360.0, 273.3333333333333)"
12-01-2023 17:02:44.808140,"(19.0, 32.0, 31.714285714285715)","(4.2, 5.6, 5.466666666666667)","(21.0, 32.0, 30.689655172413794)","(31.0, 85.0, 82.5)","(21.0, 40.0, 36.4)","(1.4, 1.59, 1.58375)","(10.0, 12.5, 12.047619047619047)","(101.0, 360.0, 273.3333333333333)"
12-01-2023 17:02:46.016447,"(19.0, 32.0, 31.46666666666667)","(4.2, 5.6, 5.466666666666667)","(21.0, 32.0, 30.689655172413794)","(31.0, 85.0, 82.5)","(21.0, 40.0, 36.4)","(1.4, 1.6, 1.5817857142857144)","(10.0, 12.5, 12.085106382978724)","(101.0, 360.0, 273.3333333333333)"
12-01-2023 17:02:47.128923,"(19.0, 32.0, 31.714285714285715)","(4.2, 5.6, 5.533333333333333)","(21.0, 32.0, 30.19047619047619)","(31.0, 85.0, 78.33333333333333)","(21.0, 40.0, 37.45454545454545)","(1.35, 1.6, 1.5823076923076924)","(10.0, 12.5, 11.777777777777779)","(101.0, 360.0, 273.3333333333333)"
12-01-2023 17:02:48.108173,"(20.0, 32.0, 31.142857142857142)","(4.2, 5.6, 5.545454545454545)","(21.0, 32.0, 30.48)","(31.0, 85.0, 78.33333333333333)","(21.0, 40.0, 37.45454545454545)","(1.35, 1.59, 1.5823076923076924)","(10.0, 12.5, 11.777777777777779)","(101.0, 360.0, 273.3333333333333)"
12-01-2023 17:02:49.196741,"(20.0, 32.0, 31.714285714285715)","(4.2, 5.6, 5.54)","(21.0, 32.0, 30.347826086956523)","(31.0, 85.0, 78.33333333333333)","(21.0, 40.0, 37.45454545454545)","(1.35, 1.59, 1.5853333333333335)","(10.0, 12.5, 11.767857142857142)","(101.0, 360.0, 273.3333333333333)"
12-01-2023 17:02:50.436025,"(20.0, 32.0, 31.714285714285715)","(4.2, 5.6, 5.4875)","(21.0, 32.0, 30.272727272727273)","(31.0, 85.0, 78.33333333333333)","(21.0, 40.0, 37.45454545454545)","(1.35, 1.59, 1.5971428571428572)","(10.0, 12.5, 11.711538461538462)","(101.0, 360.0, 273.3333333333333)"
12-01-2023 17:02:51.589232,"(20.0, 32.0, 31.714285714285715)","(4.2, 5.5, 5.4875)","(21.0, 32.0, 30.272727272727273)","(31.0, 85.0, 78.33333333333333)","(21.0, 40.0, 37.45454545454545)","(1.35, 1.61, 1.5706010928961749)","(10.0, 12.5, 11.724137931034482)","(101.0, 360.0, 273.3333333333333)"
