,Watching You Dream,Testarudo,The Black Assassin,Crime Dont Pay,Jaccka Lucas Nz,Dream Copy,Dressed In Gold Nz,Flashlight Dancer,Western Ron
09-01-2023 16:38:32.635427,"(101.0, 220.0, 196.66666666666666)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.8, 1.7766666666666666)"
09-01-2023 16:38:33.828186,"(101.0, 220.0, 196.66666666666666)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.8, 1.7766666666666666)"
09-01-2023 16:38:35.040858,"(101.0, 220.0, 196.66666666666666)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.8, 1.7766666666666666)"
09-01-2023 16:38:36.239585,"(101.0, 220.0, 196.66666666666666)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.8, 1.7766666666666666)"
09-01-2023 16:38:37.376651,"(101.0, 220.0, 196.66666666666666)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.8, 1.77)"
09-01-2023 16:38:38.566432,"(101.0, 220.0, 196.66666666666666)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.79, 1.77)"
09-01-2023 16:38:39.721524,"(101.0, 220.0, 196.66666666666666)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.79, 1.77)"
09-01-2023 16:38:40.848782,"(101.0, 220.0, 196.66666666666666)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.79, 1.77)"
09-01-2023 16:38:41.964787,"(101.0, 220.0, 196.66666666666666)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.79, 1.77)"
09-01-2023 16:38:43.080517,"(101.0, 220.0, 196.66666666666666)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.79, 1.77)"
09-01-2023 16:38:44.194032,"(101.0, 220.0, 196.66666666666666)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.79, 1.77)"
09-01-2023 16:38:45.381335,"(101.0, 220.0, 152.5)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.79, 1.77)"
09-01-2023 16:38:46.496761,"(101.0, 220.0, 152.5)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 50.57142857142857)","(1.7, 1.79, 1.7627272727272727)"
09-01-2023 16:38:47.663846,"(101.0, 220.0, 152.5)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 44.82352941176471)","(1.7, 2.0, 1.7633333333333334)"
09-01-2023 16:38:48.853786,"(101.0, 220.0, 152.5)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 34.791666666666664)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.78, 1.7622222222222221)"
09-01-2023 16:38:50.073306,"(101.0, 220.0, 152.5)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.78, 1.7622222222222221)"
09-01-2023 16:38:51.297839,"(101.0, 220.0, 152.5)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.78, 1.7622222222222221)"
09-01-2023 16:38:52.483885,"(101.0, 220.0, 152.5)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.78, 1.7622222222222221)"
09-01-2023 16:38:53.738181,"(101.0, 220.0, 152.5)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.78, 1.7622222222222221)"
09-01-2023 16:38:54.925561,"(101.0, 220.0, 152.5)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.78, 1.7622222222222221)"
09-01-2023 16:38:56.082935,"(101.0, 220.0, 152.5)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.78, 1.7622222222222221)"
09-01-2023 16:38:57.218029,"(101.0, 220.0, 152.5)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.78, 1.7622222222222221)"
09-01-2023 16:38:58.299590,"(101.0, 220.0, 152.5)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.78, 1.7606349206349206)"
09-01-2023 16:38:59.398030,"(101.0, 220.0, 152.5)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 2.0, 1.7606349206349206)"
09-01-2023 16:39:00.502153,"(101.0, 220.0, 152.5)","(101.0, 220.0, 192.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 2.0, 1.7606349206349206)"
09-01-2023 16:39:01.600178,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 2.0, 1.7606349206349206)"
09-01-2023 16:39:02.770159,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 2.0, 1.7606349206349206)"
09-01-2023 16:39:03.974337,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 2.0, 1.7606349206349206)"
09-01-2023 16:39:05.134708,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 2.0, 1.7606349206349206)"
09-01-2023 16:39:06.321031,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 2.0, 1.7606349206349206)"
09-01-2023 16:39:07.576757,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 2.0, 1.7606349206349206)"
09-01-2023 16:39:08.777409,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 2.0, 1.782857142857143)"
09-01-2023 16:39:09.973473,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.98, 1.782857142857143)"
09-01-2023 16:39:11.226125,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.98, 1.782857142857143)"
09-01-2023 16:39:12.462648,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.98, 1.782857142857143)"
09-01-2023 16:39:13.614946,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.98, 1.782857142857143)"
09-01-2023 16:39:14.665893,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.98, 1.782857142857143)"
09-01-2023 16:39:15.817299,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.98, 1.782857142857143)"
09-01-2023 16:39:17.194173,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.98, 1.782857142857143)"
09-01-2023 16:39:18.625890,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.98, 1.782857142857143)"
09-01-2023 16:39:19.904142,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.98, 1.8677777777777778)"
09-01-2023 16:39:21.122446,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.97, 1.8677777777777778)"
09-01-2023 16:39:22.419441,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.97, 1.8677777777777778)"
09-01-2023 16:39:23.794019,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.97, 1.8677777777777778)"
09-01-2023 16:39:25.073505,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.97, 1.8677777777777778)"
09-01-2023 16:39:26.262651,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.97, 1.8677777777777778)"
09-01-2023 16:39:27.488043,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.97, 1.8677777777777778)"
09-01-2023 16:39:28.655090,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.97, 1.8677777777777778)"
09-01-2023 16:39:29.791927,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.97, 1.8622222222222222)"
09-01-2023 16:39:31.051193,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.96, 1.8622222222222222)"
09-01-2023 16:39:32.259760,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.96, 1.8622222222222222)"
09-01-2023 16:39:33.473088,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.96, 1.8622222222222222)"
09-01-2023 16:39:34.789976,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.96, 1.8622222222222222)"
09-01-2023 16:39:36.256288,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.96, 1.8622222222222222)"
09-01-2023 16:39:37.723579,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.96, 1.8622222222222222)"
09-01-2023 16:39:39.114975,"(101.0, 220.0, 152.5)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.96, 1.8622222222222222)"
09-01-2023 16:39:40.540941,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.96, 1.8566666666666667)"
09-01-2023 16:39:41.999950,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.0, 99999, 99990)","(18.0, 75.0, 24.15)","(1.7, 1.95, 1.8566666666666667)"
09-01-2023 16:39:43.386357,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.95, 1.8566666666666667)"
09-01-2023 16:39:44.714686,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 210.0, 64.22222222222223)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.95, 1.8566666666666667)"
09-01-2023 16:39:45.993788,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 210.0, 68.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.95, 1.8566666666666667)"
09-01-2023 16:39:47.198719,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 200.0, 94.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.95, 1.8566666666666667)"
09-01-2023 16:39:48.396334,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 94.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.95, 1.8566666666666667)"
09-01-2023 16:39:49.704740,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 94.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.95, 1.8566666666666667)"
09-01-2023 16:39:51.041719,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 94.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.95, 1.8511111111111112)"
09-01-2023 16:39:52.350757,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 70.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.94, 1.8511111111111112)"
09-01-2023 16:39:53.712094,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.94, 1.8511111111111112)"
09-01-2023 16:39:55.010558,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.94, 1.8511111111111112)"
09-01-2023 16:39:56.334679,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.94, 1.8511111111111112)"
09-01-2023 16:39:57.597793,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.94, 1.8511111111111112)"
09-01-2023 16:39:58.839499,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.94, 1.8511111111111112)"
09-01-2023 16:40:00.010746,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.94, 1.8511111111111112)"
09-01-2023 16:40:01.224053,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.94, 1.8455555555555556)"
09-01-2023 16:40:02.502339,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.93, 1.8455555555555556)"
09-01-2023 16:40:03.719422,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.93, 1.8455555555555556)"
09-01-2023 16:40:05.045660,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.93, 1.8455555555555556)"
09-01-2023 16:40:06.399849,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.93, 1.8455555555555556)"
09-01-2023 16:40:07.704492,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.93, 1.8455555555555556)"
09-01-2023 16:40:09.053350,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.93, 1.8455555555555556)"
09-01-2023 16:40:10.353545,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.93, 1.8455555555555556)"
09-01-2023 16:40:11.676272,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.93, 1.8399999999999999)"
09-01-2023 16:40:12.954323,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.92, 1.8399999999999999)"
