,Watching You Dream,Testarudo,The Black Assassin,Crime Dont Pay,Jaccka Lucas Nz,Dream Copy,Dressed In Gold Nz,Flashlight Dancer,Western Ron
09-01-2023 16:47:32.733276,"(101.0, 220.0, 130.0)","(101.0, 100.0, 94.16666666666666)","(41.0, 90.0, 69.0)","(14.0, 26.0, 23.46153846153846)","(21.0, 99999, 99990)","(81.0, 100.0, 95.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.25)","(1.7, 2.1, 2.0407407407407407)"
09-01-2023 16:47:34.100618,"(101.0, 220.0, 130.0)","(101.0, 100.0, 94.16666666666666)","(41.0, 90.0, 69.0)","(14.0, 26.0, 23.46153846153846)","(21.0, 99999, 99990)","(81.0, 100.0, 95.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.25)","(1.7, 2.1, 2.051764705882353)"
09-01-2023 16:47:35.455065,"(101.0, 220.0, 130.0)","(101.0, 100.0, 94.16666666666666)","(41.0, 90.0, 69.0)","(14.0, 26.0, 23.46153846153846)","(21.0, 99999, 99990)","(81.0, 100.0, 95.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.25)","(1.7, 2.08, 2.051764705882353)"
09-01-2023 16:47:36.616670,"(101.0, 220.0, 130.0)","(101.0, 100.0, 94.16666666666666)","(41.0, 90.0, 69.0)","(14.0, 26.0, 23.46153846153846)","(21.0, 99999, 99990)","(81.0, 100.0, 95.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.25)","(1.7, 2.08, 2.051764705882353)"
09-01-2023 16:47:37.860721,"(101.0, 220.0, 130.0)","(101.0, 100.0, 94.16666666666666)","(41.0, 90.0, 69.0)","(14.0, 26.0, 23.46153846153846)","(21.0, 99999, 99990)","(81.0, 100.0, 95.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.25)","(1.7, 2.08, 2.051764705882353)"
09-01-2023 16:47:39.088772,"(101.0, 200.0, 126.66666666666666)","(101.0, 100.0, 93.0)","(41.0, 170.0, 78.5)","(14.0, 26.0, 24.0)","(21.0, 99999, 99990)","(81.0, 100.0, 95.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.25)","(1.7, 2.08, 2.051764705882353)"
09-01-2023 16:47:40.464582,"(101.0, 200.0, 126.66666666666666)","(101.0, 100.0, 93.0)","(41.0, 160.0, 64.0)","(14.0, 26.0, 23.285714285714285)","(21.0, 99999, 99990)","(81.0, 100.0, 95.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.25)","(1.7, 2.08, 2.051764705882353)"
09-01-2023 16:47:41.720090,"(101.0, 200.0, 126.66666666666666)","(101.0, 100.0, 93.0)","(41.0, 150.0, 78.66666666666667)","(14.0, 24.0, 23.285714285714285)","(21.0, 99999, 99990)","(81.0, 100.0, 95.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.25)","(1.7, 2.08, 2.051764705882353)"
09-01-2023 16:47:43.116824,"(101.0, 190.0, 123.33333333333334)","(101.0, 100.0, 93.0)","(41.0, 140.0, 76.66666666666667)","(14.0, 24.0, 23.285714285714285)","(21.0, 99999, 99990)","(81.0, 100.0, 95.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.25)","(1.7, 2.08, 2.046315789473684)"
09-01-2023 16:47:44.419249,"(101.0, 190.0, 123.33333333333334)","(101.0, 100.0, 93.0)","(41.0, 130.0, 76.66666666666667)","(14.0, 24.0, 23.285714285714285)","(21.0, 99999, 99990)","(81.0, 100.0, 95.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.0)","(1.7, 2.08, 2.046315789473684)"
09-01-2023 16:47:45.641224,"(101.0, 170.0, 130.0)","(101.0, 100.0, 93.0)","(41.0, 130.0, 63.333333333333336)","(14.0, 24.0, 23.285714285714285)","(21.0, 99999, 99990)","(81.0, 100.0, 95.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.285714285714285)","(1.7, 2.08, 2.065777777777778)"
09-01-2023 16:47:46.991449,"(101.0, 170.0, 130.0)","(101.0, 100.0, 93.0)","(41.0, 120.0, 85.0)","(14.0, 40.0, 25.25)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.666666666666664)","(1.7, 2.08, 2.0688)"
09-01-2023 16:47:48.330830,"(101.0, 170.0, 130.0)","(101.0, 100.0, 93.0)","(41.0, 120.0, 85.0)","(14.0, 26.0, 25.25)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.666666666666664)","(1.7, 2.08, 2.0688)"
09-01-2023 16:47:49.507298,"(101.0, 170.0, 130.0)","(101.0, 100.0, 93.0)","(41.0, 120.0, 85.0)","(14.0, 26.0, 25.25)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.666666666666664)","(1.7, 2.08, 2.0688)"
09-01-2023 16:47:50.725353,"(101.0, 170.0, 130.0)","(101.0, 100.0, 93.0)","(41.0, 120.0, 73.33333333333333)","(14.0, 26.0, 25.25)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.666666666666664)","(1.7, 2.08, 2.0688)"
09-01-2023 16:47:51.959834,"(101.0, 170.0, 130.0)","(101.0, 100.0, 93.0)","(41.0, 120.0, 73.33333333333333)","(14.0, 26.0, 23.5)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 48.666666666666664)","(1.7, 2.08, 2.074074074074074)"
09-01-2023 16:47:53.314441,"(101.0, 170.0, 130.0)","(101.0, 100.0, 93.0)","(41.0, 110.0, 70.0)","(14.0, 26.0, 21.76923076923077)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 49.333333333333336)","(1.7, 2.08, 2.074074074074074)"
09-01-2023 16:47:54.734820,"(101.0, 170.0, 130.0)","(101.0, 100.0, 93.0)","(41.0, 110.0, 70.0)","(14.0, 25.0, 21.76923076923077)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 55.0, 45.2)","(1.7, 2.08, 2.0754716981132075)"
09-01-2023 16:47:56.157456,"(101.0, 170.0, 130.0)","(101.0, 100.0, 93.0)","(41.0, 110.0, 70.0)","(14.0, 25.0, 21.76923076923077)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 45.285714285714285)","(1.7, 2.08, 2.0934782608695652)"
09-01-2023 16:47:57.611726,"(101.0, 170.0, 130.0)","(101.0, 100.0, 93.0)","(41.0, 110.0, 65.0)","(14.0, 23.0, 18.95)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 55.0, 45.2)","(1.7, 2.1, 2.0934782608695652)"
09-01-2023 16:47:59.013869,"(101.0, 160.0, 110.0)","(101.0, 100.0, 93.0)","(41.0, 110.0, 65.0)","(14.0, 23.0, 19.2)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 45.285714285714285)","(1.7, 2.1, 2.0934782608695652)"
09-01-2023 16:48:00.461903,"(101.0, 150.0, 117.5)","(101.0, 100.0, 93.0)","(41.0, 110.0, 65.0)","(14.0, 22.0, 19.333333333333332)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 55.0, 45.285714285714285)","(1.7, 2.1, 2.0934782608695652)"
09-01-2023 16:48:01.776210,"(101.0, 150.0, 101.25)","(101.0, 100.0, 93.0)","(41.0, 110.0, 65.0)","(14.0, 21.0, 19.333333333333332)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 55.0, 45.2)","(1.7, 2.1, 2.0931818181818183)"
09-01-2023 16:48:03.073691,"(101.0, 140.0, 112.5)","(101.0, 100.0, 74.0)","(41.0, 110.0, 65.0)","(14.0, 25.0, 19.8)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 45.285714285714285)","(1.7, 2.1, 2.0931818181818183)"
09-01-2023 16:48:04.411518,"(101.0, 140.0, 112.5)","(101.0, 130.0, 103.33333333333334)","(41.0, 110.0, 65.0)","(14.0, 23.0, 21.0)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 55.0, 45.2)","(1.7, 2.1, 2.0993939393939396)"
09-01-2023 16:48:05.713870,"(101.0, 140.0, 112.5)","(101.0, 130.0, 103.33333333333334)","(41.0, 100.0, 77.5)","(14.0, 22.0, 19.083333333333332)","(21.0, 99999, 99990)","(81.0, 100.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 45.2)","(1.7, 2.16, 2.1100000000000003)"
09-01-2023 16:48:06.931858,"(101.0, 150.0, 106.66666666666667)","(101.0, 130.0, 120.0)","(41.0, 100.0, 77.5)","(14.0, 22.0, 19.083333333333332)","(21.0, 99999, 99990)","(81.0, 110.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 45.2)","(1.7, 2.14, 2.1142857142857143)"
09-01-2023 16:48:08.217382,"(101.0, 150.0, 106.66666666666667)","(101.0, 130.0, 92.5)","(41.0, 95.0, 68.33333333333333)","(14.0, 22.0, 20.25)","(21.0, 99999, 99990)","(81.0, 110.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 45.2)","(1.7, 2.14, 2.1142857142857143)"
09-01-2023 16:48:09.587624,"(101.0, 150.0, 106.66666666666667)","(101.0, 130.0, 92.5)","(41.0, 120.0, 77.5)","(14.0, 22.0, 20.25)","(21.0, 99999, 99990)","(81.0, 110.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 45.2)","(1.7, 2.14, 2.1142857142857143)"
09-01-2023 16:48:10.940313,"(101.0, 150.0, 106.66666666666667)","(101.0, 130.0, 92.5)","(41.0, 100.0, 77.5)","(14.0, 22.0, 20.25)","(21.0, 99999, 99990)","(81.0, 110.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 45.2)","(1.7, 2.14, 2.1175)"
09-01-2023 16:48:12.274378,"(101.0, 150.0, 106.66666666666667)","(101.0, 130.0, 92.5)","(41.0, 100.0, 68.33333333333333)","(14.0, 22.0, 20.25)","(21.0, 99999, 99990)","(81.0, 110.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 45.2)","(1.7, 2.14, 2.1175)"
09-01-2023 16:48:13.589485,"(101.0, 150.0, 106.66666666666667)","(101.0, 130.0, 92.5)","(41.0, 95.0, 68.33333333333333)","(14.0, 22.0, 20.25)","(21.0, 99999, 99990)","(81.0, 110.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 45.2)","(1.7, 2.14, 2.1236363636363635)"
09-01-2023 16:48:14.883393,"(101.0, 150.0, 106.66666666666667)","(101.0, 130.0, 92.5)","(41.0, 95.0, 68.33333333333333)","(14.0, 22.0, 20.25)","(21.0, 99999, 99990)","(81.0, 110.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 45.2)","(1.7, 2.14, 2.09)"
09-01-2023 16:48:16.276745,"(101.0, 150.0, 106.66666666666667)","(101.0, 130.0, 92.5)","(41.0, 95.0, 68.33333333333333)","(14.0, 22.0, 19.8125)","(21.0, 99999, 99990)","(81.0, 110.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 45.2)","(1.7, 2.14, 2.09)"
09-01-2023 16:48:17.615194,"(101.0, 150.0, 106.66666666666667)","(101.0, 130.0, 160.0)","(41.0, 95.0, 75.0)","(14.0, 22.0, 20.153846153846153)","(21.0, 99999, 99990)","(81.0, 110.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 47.142857142857146)","(1.7, 2.14, 2.09)"
09-01-2023 16:48:18.879603,"(101.0, 150.0, 110.0)","(101.0, 190.0, 160.0)","(41.0, 95.0, 75.0)","(14.0, 22.0, 20.153846153846153)","(21.0, 99999, 99990)","(81.0, 110.0, 90.0)","(2.05, 99999, 99990)","(17.0, 50.0, 47.142857142857146)","(1.7, 2.14, 2.09)"
09-01-2023 16:48:20.092326,"(101.0, 150.0, 110.0)","(101.0, 180.0, 146.66666666666666)","(41.0, 90.0, 78.33333333333333)","(14.0, 22.0, 20.11764705882353)","(21.0, 99999, 99990)","(81.0, 110.0, 80.0)","(2.05, 99999, 99990)","(17.0, 55.0, 49.375)","(1.7, 2.14, 2.09)"
09-01-2023 16:48:21.451567,"(101.0, 150.0, 110.0)","(101.0, 180.0, 150.0)","(41.0, 90.0, 75.0)","(14.0, 22.0, 20.11764705882353)","(21.0, 99999, 99990)","(81.0, 100.0, 92.5)","(2.05, 99999, 99990)","(17.0, 50.0, 47.5)","(1.7, 2.14, 2.09)"
09-01-2023 16:48:22.814704,"(101.0, 140.0, 106.66666666666667)","(101.0, 170.0, 136.66666666666666)","(41.0, 80.0, 65.0)","(14.0, 22.0, 20.11764705882353)","(21.0, 99999, 99990)","(81.0, 100.0, 92.5)","(2.05, 99999, 99990)","(17.0, 50.0, 47.5)","(1.7, 2.14, 2.09)"
09-01-2023 16:48:24.114442,"(101.0, 130.0, 103.33333333333333)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 22.0, 20.0)","(21.0, 99999, 99990)","(81.0, 100.0, 92.5)","(2.05, 99999, 99990)","(17.0, 50.0, 48.0)","(1.7, 2.14, 2.130625)"
09-01-2023 16:48:25.337596,"(101.0, 130.0, 103.33333333333333)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 22.0, 16.0)","(21.0, 99999, 99990)","(81.0, 100.0, 92.5)","(2.05, 99999, 99990)","(17.0, 50.0, 48.0)","(1.7, 2.14, 2.130625)"
09-01-2023 16:48:26.608036,"(101.0, 130.0, 103.33333333333333)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 22.0, 17.0)","(21.0, 99999, 99990)","(81.0, 100.0, 92.5)","(2.05, 99999, 99990)","(17.0, 50.0, 48.0)","(1.7, 2.14, 2.130625)"
09-01-2023 16:48:27.910147,"(101.0, 130.0, 103.33333333333333)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 19.5, 18.71875)","(21.0, 99999, 99990)","(81.0, 100.0, 92.5)","(2.05, 99999, 99990)","(17.0, 50.0, 48.0)","(1.7, 2.14, 2.130625)"
09-01-2023 16:48:29.225906,"(101.0, 130.0, 103.33333333333333)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 19.0, 17.25)","(21.0, 99999, 99990)","(81.0, 100.0, 94.0)","(2.05, 99999, 99990)","(17.0, 50.0, 50.90909090909091)","(1.7, 2.14, 2.130625)"
09-01-2023 16:48:30.567432,"(101.0, 130.0, 103.33333333333333)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 18.0, 17.375)","(21.0, 99999, 99990)","(81.0, 110.0, 94.0)","(2.05, 99999, 99990)","(17.0, 55.0, 50.90909090909091)","(1.7, 2.14, 2.130625)"
09-01-2023 16:48:31.937497,"(101.0, 130.0, 103.33333333333333)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 18.0, 17.375)","(21.0, 99999, 99990)","(81.0, 110.0, 94.0)","(2.05, 99999, 99990)","(17.0, 55.0, 50.90909090909091)","(1.7, 2.14, 2.1133333333333333)"
09-01-2023 16:48:33.333089,"(101.0, 130.0, 103.33333333333333)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 18.0, 17.375)","(21.0, 99999, 99990)","(81.0, 110.0, 94.0)","(2.05, 99999, 99990)","(17.0, 55.0, 50.90909090909091)","(1.7, 2.14, 2.1133333333333333)"
09-01-2023 16:48:34.763147,"(101.0, 180.0, 120.0)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 18.0, 21.833333333333336)","(21.0, 99999, 99990)","(81.0, 110.0, 100.0)","(2.05, 99999, 99990)","(17.0, 55.0, 50.90909090909091)","(1.7, 2.14, 2.1133333333333333)"
09-01-2023 16:48:36.097074,"(101.0, 170.0, 116.66666666666667)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 25.0, 20.964285714285715)","(21.0, 99999, 99990)","(81.0, 110.0, 100.0)","(2.05, 99999, 99990)","(17.0, 55.0, 50.90909090909091)","(1.7, 2.14, 2.1133333333333333)"
09-01-2023 16:48:37.462188,"(101.0, 160.0, 113.33333333333333)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 24.0, 20.81818181818182)","(21.0, 99999, 99990)","(81.0, 110.0, 100.0)","(2.05, 99999, 99990)","(17.0, 55.0, 50.90909090909091)","(1.7, 2.14, 2.1133333333333333)"
09-01-2023 16:48:38.805129,"(101.0, 160.0, 125.0)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 22.0, 19.181818181818183)","(21.0, 99999, 99990)","(81.0, 110.0, 100.0)","(2.05, 99999, 99990)","(17.0, 55.0, 50.90909090909091)","(1.7, 2.14, 2.1133333333333333)"
09-01-2023 16:48:40.074777,"(101.0, 170.0, 130.0)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 20.0, 18.57142857142857)","(21.0, 99999, 99990)","(81.0, 110.0, 100.0)","(2.05, 99999, 99990)","(18.0, 55.0, 50.90909090909091)","(1.7, 2.14, 2.1133333333333333)"
09-01-2023 16:48:41.328653,"(101.0, 170.0, 130.0)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 19.0, 18.57142857142857)","(21.0, 99999, 99990)","(81.0, 110.0, 100.0)","(2.05, 99999, 99990)","(18.0, 55.0, 50.90909090909091)","(1.7, 2.14, 2.1133333333333333)"
09-01-2023 16:48:42.558251,"(101.0, 180.0, 120.0)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 19.0, 24.842105263157894)","(21.0, 99999, 99990)","(81.0, 110.0, 100.0)","(2.05, 99999, 99990)","(18.0, 55.0, 50.90909090909091)","(1.7, 2.14, 2.1133333333333333)"
09-01-2023 16:48:43.799985,"(101.0, 180.0, 120.0)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 30.0, 24.842105263157894)","(21.0, 99999, 99990)","(81.0, 110.0, 100.0)","(2.05, 99999, 99990)","(18.0, 55.0, 45.25)","(1.7, 2.14, 2.1341463414634148)"
09-01-2023 16:48:45.095317,"(101.0, 170.0, 130.0)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 27.0, 25.42857142857143)","(21.0, 99999, 99990)","(81.0, 110.0, 100.0)","(2.05, 99999, 99990)","(18.0, 55.0, 45.25)","(1.7, 2.14, 2.1341463414634148)"
09-01-2023 16:48:46.414059,"(101.0, 150.0, 110.0)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 24.0, 23.384615384615387)","(21.0, 99999, 99990)","(81.0, 110.0, 100.0)","(2.05, 99999, 99990)","(18.0, 55.0, 48.5)","(1.7, 2.14, 2.1341463414634148)"
09-01-2023 16:48:47.666596,"(101.0, 150.0, 110.0)","(101.0, 170.0, 141.42857142857142)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.142857142857142)","(21.0, 99999, 99990)","(81.0, 110.0, 100.0)","(2.05, 99999, 99990)","(18.0, 55.0, 45.9)","(1.7, 2.14, 2.1341463414634148)"
09-01-2023 16:48:49.083774,"(101.0, 150.0, 105.0)","(101.0, 170.0, 140.0)","(41.0, 75.0, 61.666666666666664)","(14.0, 22.0, 18.76923076923077)","(21.0, 99999, 99990)","(81.0, 110.0, 100.0)","(2.05, 99999, 99990)","(18.0, 55.0, 45.9)","(1.7, 2.18, 2.1)"
09-01-2023 16:48:50.489599,"(101.0, 140.0, 115.0)","(101.0, 170.0, 140.0)","(41.0, 70.0, 61.666666666666664)","(14.0, 19.0, 18.142857142857142)","(21.0, 99999, 99990)","(81.0, 110.0, 100.0)","(2.05, 99999, 99990)","(18.0, 55.0, 48.5)","(1.7, 2.18, 2.1)"
09-01-2023 16:48:51.878784,"(101.0, 140.0, 123.33333333333334)","(101.0, 170.0, 140.0)","(41.0, 65.0, 70.66666666666667)","(14.0, 18.5, 18.142857142857142)","(21.0, 99999, 99990)","(81.0, 110.0, 100.0)","(2.05, 99999, 99990)","(18.0, 55.0, 48.5)","(1.7, 2.18, 2.1)"
09-01-2023 16:48:53.219688,"(101.0, 140.0, 123.33333333333334)","(101.0, 170.0, 140.0)","(41.0, 120.0, 62.33333333333333)","(14.0, 18.5, 17.5)","(21.0, 99999, 99990)","(81.0, 110.0, 80.0)","(2.05, 99999, 99990)","(18.0, 55.0, 48.5)","(1.7, 2.18, 2.1094117647058823)"
09-01-2023 16:48:54.558331,"(101.0, 160.0, 118.0)","(101.0, 170.0, 140.0)","(41.0, 95.0, 50.375)","(14.0, 18.5, 16.94736842105263)","(21.0, 99999, 99990)","(81.0, 110.0, 80.0)","(2.05, 99999, 99990)","(18.0, 55.0, 45.9)","(1.7, 2.18, 2.1094117647058823)"
09-01-2023 16:48:55.909780,"(101.0, 160.0, 118.0)","(101.0, 170.0, 143.33333333333334)","(41.0, 95.0, 49.857142857142854)","(14.0, 18.0, 17.8)","(21.0, 99999, 99990)","(81.0, 110.0, 80.0)","(2.05, 99999, 99990)","(18.0, 55.0, 45.9)","(1.7, 2.18, 2.1094117647058823)"
09-01-2023 16:48:57.144449,"(101.0, 160.0, 118.0)","(101.0, 150.0, 143.33333333333334)","(41.0, 85.0, 53.0)","(14.0, 18.0, 16.857142857142858)","(21.0, 99999, 99990)","(81.0, 110.0, 80.0)","(2.05, 99999, 99990)","(18.0, 55.0, 48.0)","(1.7, 2.18, 2.1094117647058823)"
09-01-2023 16:48:58.712655,"(101.0, 160.0, 118.0)","(101.0, 150.0, 143.33333333333334)","(41.0, 80.0, 48.0)","(14.0, 18.0, 17.0)","(21.0, 99999, 99990)","(81.0, 110.0, 80.0)","(2.05, 99999, 99990)","(18.0, 50.0, 48.0)","(1.7, 2.18, 2.1094117647058823)"
09-01-2023 16:49:00.260341,"(101.0, 160.0, 118.0)","(101.0, 150.0, 160.0)","(41.0, 80.0, 48.0)","(14.0, 18.0, 16.857142857142858)","(21.0, 99999, 99990)","(81.0, 110.0, 80.0)","(2.05, 99999, 99990)","(18.0, 50.0, 48.0)","(1.7, 2.18, 2.1094117647058823)"
09-01-2023 16:49:01.722516,"(101.0, 160.0, 118.0)","(101.0, 220.0, 160.0)","(41.0, 80.0, 48.0)","(14.0, 17.0, 16.857142857142858)","(21.0, 99999, 99990)","(81.0, 110.0, 80.0)","(2.05, 99999, 99990)","(18.0, 50.0, 48.0)","(1.7, 2.18, 2.1094117647058823)"
09-01-2023 16:49:03.199608,"(101.0, 160.0, 118.0)","(101.0, 220.0, 148.0)","(41.0, 80.0, 48.0)","(14.0, 17.0, 16.77777777777778)","(21.0, 99999, 99990)","(81.0, 110.0, 80.0)","(2.05, 99999, 99990)","(18.0, 55.0, 45.25)","(1.7, 2.18, 2.152093023255814)"
09-01-2023 16:49:04.674929,"(101.0, 160.0, 118.0)","(101.0, 220.0, 156.66666666666666)","(41.0, 80.0, 57.0)","(14.0, 17.0, 16.77777777777778)","(21.0, 99999, 99990)","(81.0, 110.0, 80.0)","(2.05, 99999, 99990)","(18.0, 55.0, 48.0)","(1.7, 2.18, 2.152093023255814)"
09-01-2023 16:49:06.159556,"(101.0, 160.0, 118.0)","(101.0, 210.0, 156.66666666666666)","(41.0, 70.0, 57.0)","(14.0, 17.0, 16.77777777777778)","(21.0, 99999, 99990)","(81.0, 110.0, 80.0)","(2.05, 99999, 99990)","(18.0, 50.0, 48.0)","(1.7, 2.18, 2.152093023255814)"
09-01-2023 16:49:07.492160,"(101.0, 160.0, 118.0)","(101.0, 210.0, 156.66666666666666)","(41.0, 70.0, 57.0)","(14.0, 17.0, 16.77777777777778)","(21.0, 99999, 99990)","(81.0, 110.0, 80.0)","(2.05, 99999, 99990)","(18.0, 50.0, 48.0)","(1.7, 2.18, 2.152093023255814)"
09-01-2023 16:49:08.881276,"(101.0, 160.0, 125.0)","(101.0, 230.0, 196.66666666666669)","(41.0, 120.0, 69.33333333333333)","(14.0, 17.0, 16.77777777777778)","(21.0, 99999, 99990)","(81.0, 110.0, 102.0)","(2.05, 99999, 99990)","(18.0, 50.0, 48.0)","(1.7, 2.18, 2.1673684210526316)"
09-01-2023 16:49:10.207096,"(101.0, 160.0, 125.0)","(101.0, 220.0, 175.0)","(41.0, 110.0, 55.2)","(14.0, 17.0, 16.77777777777778)","(21.0, 99999, 99990)","(81.0, 110.0, 102.0)","(2.05, 99999, 99990)","(18.0, 50.0, 48.0)","(1.7, 2.18, 2.1673684210526316)"
09-01-2023 16:49:11.591314,"(101.0, 160.0, 125.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 61.0)","(14.0, 17.0, 16.77777777777778)","(21.0, 99999, 99990)","(81.0, 110.0, 102.0)","(2.05, 99999, 99990)","(18.0, 50.0, 49.8)","(1.7, 2.18, 2.1673684210526316)"
09-01-2023 16:49:12.975063,"(101.0, 160.0, 125.0)","(101.0, 220.0, 175.0)","(41.0, 95.0, 52.2)","(14.0, 17.0, 16.77777777777778)","(21.0, 99999, 99990)","(81.0, 110.0, 102.0)","(2.05, 99999, 99990)","(18.0, 55.0, 51.857142857142854)","(1.7, 2.18, 2.1593103448275865)"
09-01-2023 16:49:14.400190,"(101.0, 160.0, 125.0)","(101.0, 220.0, 175.0)","(41.0, 85.0, 52.2)","(14.0, 17.0, 16.77777777777778)","(21.0, 99999, 99990)","(81.0, 110.0, 102.0)","(2.05, 99999, 99990)","(18.0, 55.0, 52.25)","(1.7, 2.18, 2.1593103448275865)"
09-01-2023 16:49:15.772027,"(101.0, 160.0, 125.0)","(101.0, 220.0, 175.0)","(41.0, 55.0, 49.5)","(14.0, 17.0, 16.666666666666668)","(21.0, 99999, 99990)","(81.0, 110.0, 102.0)","(2.05, 99999, 99990)","(18.0, 55.0, 52.25)","(1.7, 2.18, 2.1593103448275865)"
09-01-2023 16:49:17.212964,"(101.0, 160.0, 125.0)","(101.0, 220.0, 175.0)","(41.0, 120.0, 51.333333333333336)","(14.0, 17.0, 16.666666666666668)","(21.0, 99999, 99990)","(81.0, 110.0, 102.0)","(2.05, 99999, 99990)","(18.0, 55.0, 52.25)","(1.7, 2.18, 2.1593103448275865)"
09-01-2023 16:49:18.616184,"(101.0, 160.0, 125.0)","(101.0, 220.0, 175.0)","(41.0, 110.0, 74.6)","(14.0, 17.0, 16.666666666666668)","(21.0, 99999, 99990)","(81.0, 110.0, 86.66666666666667)","(2.05, 99999, 99990)","(18.0, 55.0, 52.25)","(1.7, 2.18, 2.1593103448275865)"
09-01-2023 16:49:19.982587,"(101.0, 160.0, 125.0)","(101.0, 220.0, 170.0)","(41.0, 95.0, 64.5)","(14.0, 17.0, 16.666666666666668)","(21.0, 99999, 99990)","(81.0, 110.0, 86.66666666666667)","(2.05, 99999, 99990)","(18.0, 55.0, 52.25)","(1.7, 2.18, 2.1544680851063833)"
09-01-2023 16:49:21.373673,"(101.0, 160.0, 125.0)","(101.0, 210.0, 170.0)","(41.0, 85.0, 64.5)","(14.0, 17.0, 16.666666666666668)","(21.0, 99999, 99990)","(81.0, 110.0, 86.66666666666667)","(2.05, 99999, 99990)","(18.0, 55.0, 52.25)","(1.7, 2.18, 2.1544680851063833)"
