,Gold On Black,But It Pours,Be My Express,Cosmic Franky,Lucky Bundy,Key Bon,Sketchy In By,Never Forgotten
04-01-2023 12:38:22.192081,"(1.9, 2.3, 2.25)","(10.0, 22.0, 21.32)","(21.0, 50.0, 26.0)","(3.9, 5.4, 4.9)","(20.0, 48.0, 31.578947368421055)","(13.0, 48.0, 35.2)","(6.0, 11.5, 9.594117647058823)","(10.0, 30.0, 25.0)"
04-01-2023 12:38:23.329170,"(1.9, 2.3, 2.25)","(10.0, 22.0, 21.32)","(21.0, 50.0, 26.0)","(3.9, 5.3, 5.142857142857143)","(20.0, 48.0, 31.578947368421055)","(13.0, 48.0, 35.2)","(6.0, 11.5, 9.594117647058823)","(10.0, 30.0, 25.0)"
04-01-2023 12:38:24.474368,"(1.9, 2.3, 2.25)","(10.0, 22.0, 21.32)","(21.0, 50.0, 28.4)","(3.9, 5.4, 5.142857142857143)","(20.0, 48.0, 31.578947368421055)","(13.0, 48.0, 35.2)","(6.0, 11.5, 9.594117647058823)","(10.0, 30.0, 25.0)"
04-01-2023 12:38:25.634577,"(1.9, 2.3, 2.1153846153846154)","(10.0, 22.0, 21.32)","(21.0, 50.0, 40.54545454545455)","(3.9, 5.4, 5.142857142857143)","(20.0, 48.0, 31.578947368421055)","(13.0, 48.0, 35.2)","(6.0, 11.5, 9.594117647058823)","(10.0, 30.0, 25.0)"
04-01-2023 12:38:26.791638,"(1.9, 2.3, 2.1153846153846154)","(10.0, 22.0, 21.32)","(21.0, 50.0, 40.54545454545455)","(3.9, 5.4, 5.142857142857143)","(20.0, 48.0, 31.578947368421055)","(13.0, 48.0, 35.2)","(6.0, 11.5, 9.594117647058823)","(10.0, 30.0, 25.0)"
04-01-2023 12:38:27.962164,"(1.9, 2.3, 2.0244444444444443)","(10.0, 22.0, 21.32)","(21.0, 50.0, 40.54545454545455)","(3.9, 5.4, 4.533333333333333)","(20.0, 48.0, 31.578947368421055)","(13.0, 48.0, 35.2)","(6.0, 11.5, 9.594117647058823)","(10.0, 30.0, 26.0)"
04-01-2023 12:38:29.083969,"(1.9, 2.3, 2.1153846153846154)","(10.0, 22.0, 21.32)","(21.0, 50.0, 40.54545454545455)","(3.9, 5.4, 4.533333333333333)","(20.0, 48.0, 31.578947368421055)","(13.0, 48.0, 29.5)","(6.0, 11.5, 9.4875)","(10.0, 30.0, 26.0)"
04-01-2023 12:38:30.173621,"(1.9, 2.3, 2.1153846153846154)","(10.0, 22.0, 21.32)","(21.0, 50.0, 40.54545454545455)","(3.9, 5.4, 4.62)","(20.0, 48.0, 31.578947368421055)","(13.0, 34.0, 40.0)","(6.0, 11.0, 9.4875)","(10.0, 30.0, 25.5)"
04-01-2023 12:38:31.266102,"(1.9, 2.3, 2.1153846153846154)","(10.0, 22.0, 21.32)","(21.0, 50.0, 40.54545454545455)","(3.9, 5.4, 4.62)","(20.0, 48.0, 31.578947368421055)","(13.0, 48.0, 28.272727272727273)","(6.0, 11.0, 9.207407407407407)","(10.0, 29.0, 25.5)"
04-01-2023 12:38:32.333978,"(1.9, 2.3, 2.1153846153846154)","(10.0, 22.0, 21.32)","(21.0, 50.0, 40.54545454545455)","(3.9, 5.4, 4.533333333333333)","(20.0, 48.0, 31.578947368421055)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.696296296296296)","(10.0, 29.0, 25.5)"
04-01-2023 12:38:33.414045,"(1.9, 2.3, 2.096363636363636)","(10.0, 22.0, 21.32)","(21.0, 50.0, 40.54545454545455)","(3.9, 5.3, 4.2673469387755105)","(20.0, 48.0, 28.0)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.696296296296296)","(10.0, 29.0, 25.5)"
04-01-2023 12:38:34.499065,"(1.9, 2.3, 2.096363636363636)","(10.0, 22.0, 18.8)","(21.0, 50.0, 31.81818181818182)","(3.9, 5.3, 4.2673469387755105)","(20.0, 48.0, 28.0)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.696296296296296)","(10.0, 29.0, 26.0)"
04-01-2023 12:38:35.589368,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 18.8)","(21.0, 50.0, 31.81818181818182)","(3.9, 5.3, 4.2384615384615385)","(20.0, 48.0, 28.0)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.933333333333334)","(10.0, 28.0, 26.0)"
04-01-2023 12:38:36.716082,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 18.8)","(21.0, 50.0, 31.81818181818182)","(3.9, 5.3, 4.2384615384615385)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.933333333333334)","(10.0, 28.0, 26.0)"
04-01-2023 12:38:37.815867,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 19.0)","(21.0, 50.0, 32.54545454545455)","(3.9, 5.3, 4.2384615384615385)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.933333333333334)","(10.0, 28.0, 26.0)"
04-01-2023 12:38:38.988614,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 19.0)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.2384615384615385)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 8.818181818181818)","(10.0, 28.0, 26.0)"
04-01-2023 12:38:40.157548,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 21.25)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.2384615384615385)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 8.818181818181818)","(10.0, 28.0, 26.0)"
04-01-2023 12:38:41.331374,"(1.9, 2.3, 2.0818181818181816)","(10.0, 22.0, 21.25)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.2673469387755105)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.909090909090908)","(10.0, 28.0, 27.166666666666668)"
04-01-2023 12:38:42.503353,"(1.9, 2.3, 2.1276923076923078)","(10.0, 22.0, 21.25)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.2384615384615385)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.909090909090908)","(10.0, 28.0, 27.166666666666668)"
04-01-2023 12:38:43.817658,"(1.9, 2.3, 2.1276923076923078)","(10.0, 22.0, 21.25)","(21.0, 50.0, 37.2)","(3.9, 5.2, 5.0)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.909090909090908)","(10.0, 28.0, 27.166666666666668)"
04-01-2023 12:38:45.011024,"(1.9, 2.3, 2.1276923076923078)","(10.0, 22.0, 21.25)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.578431372549019)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.909090909090908)","(10.0, 28.0, 25.333333333333332)"
04-01-2023 12:38:46.182437,"(1.9, 2.3, 2.1276923076923078)","(10.0, 22.0, 19.2)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.586956521739131)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.333333333333332)"
04-01-2023 12:38:47.345378,"(1.9, 2.3, 2.1276923076923078)","(10.0, 22.0, 19.2)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.586956521739131)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.333333333333332)"
04-01-2023 12:38:48.534445,"(1.9, 2.3, 2.1276923076923078)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.586956521739131)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.333333333333332)"
04-01-2023 12:38:49.756246,"(1.9, 2.3, 2.1523076923076925)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.408695652173913)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.333333333333332)"
04-01-2023 12:38:50.916166,"(1.9, 2.3, 2.1523076923076925)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.408695652173913)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.333333333333332)"
04-01-2023 12:38:52.029964,"(1.9, 2.3, 2.1523076923076925)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.633333333333334)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.333333333333332)"
04-01-2023 12:38:53.149651,"(1.9, 2.3, 2.1523076923076925)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 4.9, 4.633333333333334)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.5)","(10.0, 28.0, 25.333333333333332)"
04-01-2023 12:38:54.223570,"(1.9, 2.3, 2.1523076923076925)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 4.9, 4.633333333333334)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.909090909090908)","(10.0, 28.0, 26.833333333333336)"
04-01-2023 12:38:55.258277,"(1.9, 2.3, 2.1523076923076925)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 4.9, 4.26)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.909090909090908)","(10.0, 28.0, 26.833333333333336)"
04-01-2023 12:38:56.266147,"(1.9, 2.3, 2.0244444444444443)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 4.9, 4.26)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.909090909090908)","(10.0, 28.0, 26.833333333333336)"
04-01-2023 12:38:57.341822,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 4.9, 4.58)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.909090909090908)","(10.0, 28.0, 26.833333333333336)"
04-01-2023 12:38:58.430678,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 4.9, 4.58)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.909090909090908)","(10.0, 28.0, 26.833333333333336)"
04-01-2023 12:38:59.546704,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 4.9, 4.58)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.909090909090908)","(10.0, 28.0, 26.833333333333336)"
04-01-2023 12:39:00.646370,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 4.9, 4.2531914893617015)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.933333333333334)","(10.0, 28.0, 26.833333333333336)"
04-01-2023 12:39:01.754914,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.2531914893617015)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.933333333333334)","(10.0, 28.0, 26.833333333333336)"
04-01-2023 12:39:02.802406,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.2531914893617015)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.933333333333334)","(10.0, 28.0, 26.833333333333336)"
04-01-2023 12:39:03.866020,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.497826086956522)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.933333333333334)","(10.0, 28.0, 26.833333333333336)"
04-01-2023 12:39:04.943269,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.497826086956522)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.933333333333334)","(10.0, 28.0, 26.833333333333336)"
04-01-2023 12:39:05.954019,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.497826086956522)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.933333333333334)","(10.0, 28.0, 26.833333333333336)"
04-01-2023 12:39:07.046626,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.497826086956522)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 26.4)"
04-01-2023 12:39:08.191156,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.497826086956522)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.666666666666668)"
04-01-2023 12:39:09.341364,"(1.9, 2.3, 2.1228571428571428)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.128571428571428)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.666666666666668)"
04-01-2023 12:39:10.537925,"(1.9, 2.3, 2.14)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.2531914893617015)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.666666666666668)"
04-01-2023 12:39:11.888883,"(1.9, 2.3, 2.14)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.2531914893617015)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.666666666666668)"
04-01-2023 12:39:13.214018,"(1.9, 2.3, 2.14)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.2531914893617015)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.666666666666668)"
04-01-2023 12:39:14.485900,"(1.9, 2.3, 2.14)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 37.2)","(3.9, 5.3, 4.496078431372549)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 28.272727272727273)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.666666666666668)"
04-01-2023 12:39:15.685601,"(1.9, 2.3, 2.1254545454545455)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 38.0)","(3.9, 5.3, 4.5115384615384615)","(20.0, 48.0, 31.333333333333332)","(13.0, 34.0, 30.11764705882353)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.666666666666668)"
04-01-2023 12:39:16.878592,"(1.9, 2.3, 2.14)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 38.0)","(3.9, 5.3, 4.676086956521739)","(20.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.666666666666668)"
04-01-2023 12:39:18.070377,"(1.9, 2.3, 2.1646153846153844)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 38.0)","(3.9, 5.3, 4.933333333333334)","(20.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 9.533333333333333)","(10.0, 28.0, 25.0)"
04-01-2023 12:39:19.226143,"(1.9, 2.3, 2.1646153846153844)","(10.0, 22.0, 21.391304347826086)","(21.0, 50.0, 38.0)","(3.9, 5.2, 4.666666666666666)","(20.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 9.533333333333333)","(10.0, 27.0, 25.0)"
04-01-2023 12:39:20.344494,"(1.9, 2.3, 2.1646153846153844)","(10.0, 22.0, 21.458333333333332)","(21.0, 50.0, 38.0)","(3.9, 5.2, 4.711111111111111)","(20.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 7.0)","(10.0, 27.0, 25.75)"
04-01-2023 12:39:21.422923,"(1.9, 2.3, 2.1646153846153844)","(10.0, 22.0, 21.458333333333332)","(21.0, 50.0, 38.0)","(3.9, 5.2, 4.711111111111111)","(20.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 8.333333333333334)","(10.0, 27.0, 25.75)"
04-01-2023 12:39:22.512540,"(1.9, 2.3, 2.1646153846153844)","(10.0, 22.0, 21.458333333333332)","(21.0, 50.0, 38.0)","(3.9, 5.2, 4.191666666666666)","(20.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 8.647058823529411)","(10.0, 27.0, 25.166666666666668)"
04-01-2023 12:39:23.664264,"(1.9, 2.3, 2.1646153846153844)","(10.0, 22.0, 21.458333333333332)","(21.0, 50.0, 38.0)","(3.9, 5.2, 4.711111111111111)","(20.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 8.647058823529411)","(10.0, 28.0, 25.166666666666668)"
04-01-2023 12:39:24.799829,"(1.9, 2.3, 2.1646153846153844)","(10.0, 22.0, 21.458333333333332)","(21.0, 50.0, 38.0)","(3.9, 5.2, 4.711111111111111)","(20.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 9.823529411764707)","(10.0, 28.0, 25.166666666666668)"
04-01-2023 12:39:25.978562,"(1.9, 2.3, 2.1646153846153844)","(10.0, 22.0, 21.458333333333332)","(21.0, 50.0, 38.0)","(3.9, 5.2, 4.711111111111111)","(20.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 9.823529411764707)","(10.0, 28.0, 25.166666666666668)"
04-01-2023 12:39:27.153130,"(1.9, 2.3, 2.1646153846153844)","(10.0, 22.0, 21.458333333333332)","(21.0, 50.0, 38.0)","(3.9, 5.2, 4.711111111111111)","(20.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 9.823529411764707)","(10.0, 28.0, 25.166666666666668)"
04-01-2023 12:39:28.485111,"(1.9, 2.3, 2.1646153846153844)","(10.0, 22.0, 21.458333333333332)","(21.0, 50.0, 38.0)","(3.9, 5.2, 4.711111111111111)","(20.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 8.733333333333333)","(10.0, 28.0, 25.166666666666668)"
04-01-2023 12:39:29.823369,"(1.9, 2.3, 2.124)","(10.0, 22.0, 21.458333333333332)","(21.0, 50.0, 38.0)","(3.9, 5.2, 4.711111111111111)","(20.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 9.827586206896552)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:31.212916,"(1.9, 2.3, 2.052)","(10.0, 22.0, 21.458333333333332)","(21.0, 50.0, 38.0)","(3.9, 5.2, 4.877777777777777)","(20.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 8.333333333333334)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:32.552955,"(1.9, 2.3, 2.14)","(10.0, 22.0, 22.375)","(21.0, 50.0, 38.0)","(3.9, 5.1, 4.433333333333333)","(20.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 8.333333333333334)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:33.946587,"(1.9, 2.3, 2.14)","(10.0, 23.0, 21.25)","(21.0, 50.0, 38.0)","(4.0, 5.1, 4.433333333333333)","(21.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 8.333333333333334)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:35.138271,"(1.9, 2.3, 2.14)","(10.0, 23.0, 21.25)","(21.0, 50.0, 38.0)","(4.0, 5.1, 4.877777777777777)","(21.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 8.866666666666667)","(10.0, 28.0, 24.8)"
04-01-2023 12:39:36.319948,"(1.9, 2.3, 2.14)","(10.0, 23.0, 20.6)","(21.0, 50.0, 38.0)","(4.0, 5.1, 4.877777777777777)","(21.0, 48.0, 31.333333333333332)","(13.0, 32.0, 26.434782608695652)","(6.0, 11.0, 8.866666666666667)","(10.0, 28.0, 24.8)"
04-01-2023 12:39:37.507896,"(1.9, 2.3, 2.14)","(10.0, 23.0, 20.6)","(21.0, 50.0, 38.0)","(4.0, 5.1, 4.658139534883721)","(21.0, 48.0, 31.333333333333332)","(13.0, 32.0, 28.352941176470587)","(6.0, 11.0, 9.814814814814815)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:38.627406,"(1.9, 2.3, 2.1153846153846154)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.1, 4.658139534883721)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 28.352941176470587)","(6.0, 11.0, 9.814814814814815)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:39.773276,"(1.9, 2.3, 2.1153846153846154)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.1, 4.6641025641025635)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 28.352941176470587)","(6.0, 11.0, 9.814814814814815)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:40.903262,"(1.9, 2.3, 2.1153846153846154)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.1, 4.6961538461538455)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 25.130434782608695)","(6.0, 11.0, 9.814814814814815)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:42.020639,"(1.9, 2.3, 2.1153846153846154)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.1, 4.5346153846153845)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 25.130434782608695)","(6.0, 11.0, 9.133333333333333)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:43.169200,"(1.9, 2.3, 2.1153846153846154)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.1, 4.5346153846153845)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 25.130434782608695)","(6.0, 11.0, 9.782608695652174)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:44.340046,"(1.9, 2.3, 2.1153846153846154)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.1, 4.5346153846153845)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 25.130434782608695)","(6.0, 11.0, 9.782608695652174)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:45.492047,"(1.9, 2.3, 2.14)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.1, 4.5346153846153845)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 25.130434782608695)","(6.0, 11.0, 9.782608695652174)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:46.604606,"(1.9, 2.3, 2.14)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.1, 4.5346153846153845)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 25.130434782608695)","(6.0, 11.0, 9.782608695652174)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:47.747683,"(1.9, 2.3, 2.14)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.1, 4.5346153846153845)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 25.130434782608695)","(6.0, 11.0, 9.782608695652174)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:48.846369,"(1.9, 2.3, 2.14)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.1, 4.8125)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 25.130434782608695)","(6.0, 11.0, 9.666666666666666)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:49.937377,"(1.9, 2.3, 2.14)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.0, 4.8125)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 25.130434782608695)","(6.0, 11.0, 9.666666666666666)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:51.089774,"(1.9, 2.3, 2.14)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.0, 4.8125)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 25.130434782608695)","(6.0, 11.0, 9.666666666666666)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:52.214208,"(1.9, 2.3, 2.1276923076923078)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.0, 4.8125)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 25.130434782608695)","(6.0, 11.0, 9.666666666666666)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:53.342094,"(1.9, 2.3, 2.1276923076923078)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.0, 4.8125)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 25.130434782608695)","(6.0, 11.0, 9.666666666666666)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:54.469929,"(1.9, 2.3, 2.1276923076923078)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.0, 4.8125)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 25.130434782608695)","(6.0, 11.0, 9.666666666666666)","(10.0, 28.0, 22.333333333333332)"
04-01-2023 12:39:55.621890,"(1.9, 2.3, 2.1276923076923078)","(10.0, 23.0, 22.4)","(21.0, 50.0, 38.0)","(4.0, 5.0, 4.7)","(21.0, 48.0, 31.333333333333332)","(13.0, 30.0, 25.130434782608695)","(6.0, 11.0, 7.909090909090909)","(10.0, 28.0, 25.166666666666668)"
