,Night Boss,Shanghai Candy,Freedom Rider,Purple Shirt,Political Decision,Missionsninetynine,Late In The Game
15-12-2022 13:00:23.660496,"(8.0, 8.8, 8.425)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.6, 4.4399999999999995)","(10.0, 13.0, 11.89655172413793)","(26.0, 48.0, 44.0)","(3.9, 5.7, 5.635135135135135)","(2.8, 3.3, 3.28)"
15-12-2022 13:00:25.003151,"(8.0, 8.8, 8.425)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.6, 4.4399999999999995)","(10.0, 13.0, 11.89655172413793)","(26.0, 48.0, 44.0)","(3.9, 5.7, 5.635135135135135)","(2.8, 3.3, 3.28)"
15-12-2022 13:00:26.473815,"(8.0, 8.8, 8.425)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.6, 4.4399999999999995)","(10.0, 13.0, 11.89655172413793)","(26.0, 48.0, 44.0)","(3.9, 5.7, 5.635135135135135)","(2.8, 3.3, 3.28)"
15-12-2022 13:00:27.937863,"(8.0, 8.8, 8.425)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.6, 4.4399999999999995)","(10.0, 13.0, 12.3)","(26.0, 48.0, 44.0)","(3.9, 5.7, 5.635135135135135)","(2.8, 3.3, 3.28)"
15-12-2022 13:00:29.176675,"(8.0, 8.8, 8.425)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.6, 4.4399999999999995)","(10.0, 12.5, 12.3)","(26.0, 48.0, 44.0)","(3.9, 5.7, 5.635135135135135)","(2.8, 3.3, 3.28)"
15-12-2022 13:00:30.234217,"(8.0, 8.8, 8.425)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.6, 4.4399999999999995)","(10.0, 12.5, 12.3)","(26.0, 48.0, 44.0)","(3.9, 5.7, 5.635135135135135)","(2.8, 3.3, 3.28)"
15-12-2022 13:00:31.317564,"(8.0, 8.6, 8.527272727272727)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.6, 4.328571428571428)","(10.0, 12.5, 12.3)","(26.0, 48.0, 44.0)","(3.9, 5.7, 5.635135135135135)","(2.8, 3.3, 3.28)"
15-12-2022 13:00:32.560142,"(8.0, 8.6, 8.527272727272727)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.8, 4.328571428571428)","(10.0, 12.5, 12.3)","(26.0, 48.0, 44.0)","(3.9, 5.7, 5.635135135135135)","(2.8, 3.3, 3.28)"
15-12-2022 13:00:33.758368,"(8.0, 8.6, 8.527272727272727)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.8, 4.328571428571428)","(10.0, 12.5, 12.3)","(26.0, 48.0, 44.0)","(3.9, 5.7, 5.635135135135135)","(2.8, 3.3, 3.28)"
15-12-2022 13:00:34.926819,"(8.0, 8.6, 8.527272727272727)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.8, 4.328571428571428)","(10.0, 12.5, 12.3)","(26.0, 48.0, 44.0)","(3.9, 5.7, 5.635135135135135)","(2.8, 3.3, 3.28)"
15-12-2022 13:00:36.128146,"(8.0, 8.6, 8.527272727272727)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.8, 4.328571428571428)","(10.0, 12.5, 12.3)","(26.0, 48.0, 44.0)","(3.9, 5.7, 5.635135135135135)","(2.8, 3.3, 3.28)"
15-12-2022 13:00:37.280971,"(8.0, 8.6, 8.527272727272727)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.8, 4.328571428571428)","(10.0, 12.5, 12.3)","(26.0, 48.0, 44.0)","(3.9, 5.7, 5.635135135135135)","(2.8, 3.3, 3.28)"
15-12-2022 13:00:38.474149,"(8.0, 8.6, 8.540740740740741)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.7, 4.5)","(10.0, 12.5, 11.89655172413793)","(26.0, 48.0, 44.0)","(3.9, 5.7, 5.7)","(2.8, 3.3, 3.215)"
15-12-2022 13:00:39.581818,"(8.0, 8.6, 8.540740740740741)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.7, 4.5)","(10.0, 13.0, 11.89655172413793)","(26.0, 48.0, 44.0)","(3.9, 5.8, 5.794736842105263)","(2.8, 3.3, 3.215)"
15-12-2022 13:00:40.790770,"(8.0, 8.6, 8.540740740740741)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.7, 4.4399999999999995)","(10.0, 13.0, 12.3)","(26.0, 48.0, 44.0)","(3.9, 5.9, 5.71578947368421)","(2.8, 3.3, 3.215)"
15-12-2022 13:00:42.011830,"(8.0, 9.0, 8.388235294117647)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.6, 4.4399999999999995)","(10.0, 12.5, 12.3)","(26.0, 48.0, 44.0)","(4.0, 5.8, 5.71578947368421)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:43.163840,"(8.0, 9.0, 8.388235294117647)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.6, 4.4399999999999995)","(10.0, 12.5, 12.3)","(26.0, 48.0, 44.0)","(4.0, 5.8, 5.71578947368421)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:44.323310,"(8.0, 9.0, 8.212121212121213)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.6, 4.4399999999999995)","(10.0, 12.5, 12.3)","(26.0, 48.0, 44.0)","(4.0, 5.8, 5.71578947368421)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:45.554211,"(8.0, 9.0, 8.212121212121213)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.6, 4.4399999999999995)","(10.0, 12.5, 12.3)","(26.0, 48.0, 44.0)","(4.0, 5.8, 5.71578947368421)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:46.639723,"(8.0, 9.0, 8.212121212121213)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.6, 4.4399999999999995)","(10.0, 12.5, 12.3)","(26.0, 48.0, 44.0)","(4.0, 5.8, 5.71578947368421)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:47.688838,"(8.0, 9.0, 8.212121212121213)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.6, 4.4399999999999995)","(10.0, 12.5, 11.928571428571429)","(26.0, 48.0, 44.0)","(4.0, 5.8, 5.633333333333334)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:48.766640,"(8.0, 9.0, 8.257142857142856)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.6, 4.4399999999999995)","(10.0, 12.5, 11.409090909090908)","(26.0, 48.0, 44.0)","(4.0, 5.9, 5.633333333333334)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:49.884142,"(8.0, 9.0, 8.257142857142856)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.6, 4.4399999999999995)","(10.0, 12.5, 11.409090909090908)","(26.0, 48.0, 44.0)","(4.0, 5.9, 5.633333333333334)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:51.019254,"(8.0, 9.0, 8.257142857142856)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.6, 4.4399999999999995)","(10.0, 12.5, 11.409090909090908)","(26.0, 48.0, 44.0)","(4.0, 5.9, 5.633333333333334)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:52.178048,"(8.0, 9.0, 8.257142857142856)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.6, 4.266666666666667)","(10.0, 12.5, 11.5)","(26.0, 48.0, 44.0)","(4.0, 5.9, 5.633333333333334)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:53.329203,"(8.0, 9.0, 8.257142857142856)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.8, 4.266666666666667)","(10.0, 12.5, 11.5)","(26.0, 48.0, 44.0)","(4.0, 5.9, 5.633333333333334)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:54.427611,"(8.0, 9.0, 8.257142857142856)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.8, 4.328571428571428)","(10.0, 12.5, 11.5)","(26.0, 48.0, 44.0)","(4.0, 5.9, 5.633333333333334)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:55.373363,"(8.0, 9.0, 8.257142857142856)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.8, 4.328571428571428)","(10.0, 12.5, 11.5)","(26.0, 48.0, 44.0)","(4.0, 5.9, 5.633333333333334)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:56.480639,"(8.0, 9.0, 8.257142857142856)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.8, 4.328571428571428)","(10.0, 12.5, 11.5)","(26.0, 48.0, 44.0)","(4.0, 5.9, 5.766666666666667)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:57.575943,"(8.0, 9.0, 8.257142857142856)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.8, 4.328571428571428)","(10.0, 12.5, 11.5)","(26.0, 48.0, 44.0)","(4.0, 5.9, 5.766666666666667)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:58.700949,"(8.0, 9.0, 8.257142857142856)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.7, 4.5)","(10.0, 12.5, 11.5)","(26.0, 48.0, 44.0)","(4.0, 5.9, 5.766666666666667)","(2.9, 3.3, 3.215)"
15-12-2022 13:00:59.824492,"(8.0, 9.0, 8.257142857142856)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.7, 4.5)","(10.0, 12.5, 11.5)","(26.0, 48.0, 44.0)","(4.0, 5.9, 5.766666666666667)","(2.9, 3.3, 3.215)"
15-12-2022 13:01:00.979675,"(8.0, 9.0, 8.257142857142856)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.7, 4.5)","(10.0, 12.5, 11.5)","(26.0, 48.0, 44.0)","(4.0, 5.9, 5.766666666666667)","(2.9, 3.3, 3.215)"
15-12-2022 13:01:02.043702,"(8.0, 9.0, 8.257142857142856)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.7, 4.5)","(10.0, 12.5, 11.5)","(26.0, 48.0, 44.0)","(4.0, 5.9, 5.766666666666667)","(2.9, 3.3, 3.215)"
15-12-2022 13:01:03.216914,"(8.0, 9.0, 8.257142857142856)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.7, 4.5)","(10.0, 12.5, 11.857142857142858)","(26.0, 48.0, 46.0)","(4.0, 5.9, 5.766666666666667)","(2.9, 3.3, 3.1785714285714284)"
15-12-2022 13:01:04.597871,"(8.0, 9.0, 8.233333333333333)","(15.0, 27.0, 24.875)","(3.7, 4.7, 4.5)","(10.0, 12.5, 11.807692307692308)","(26.0, 48.0, 46.0)","(4.0, 5.9, 5.766666666666667)","(2.9, 3.3, 3.1785714285714284)"
15-12-2022 13:01:05.810543,"(8.0, 9.0, 8.233333333333333)","(15.0, 27.0, 24.875)","(3.7, 4.7, 4.5)","(10.0, 12.5, 11.857142857142858)","(26.0, 48.0, 46.0)","(4.0, 5.9, 5.766666666666667)","(2.9, 3.3, 3.1785714285714284)"
15-12-2022 13:01:07.001508,"(8.0, 9.0, 8.233333333333333)","(15.0, 27.0, 24.875)","(3.7, 4.7, 4.5)","(10.0, 12.5, 11.857142857142858)","(26.0, 48.0, 46.0)","(4.0, 5.9, 5.766666666666667)","(2.9, 3.3, 3.1785714285714284)"
15-12-2022 13:01:08.131753,"(8.0, 9.0, 8.233333333333333)","(15.0, 27.0, 24.875)","(3.7, 4.7, 4.5)","(10.0, 12.5, 11.857142857142858)","(26.0, 48.0, 46.0)","(4.0, 5.9, 5.74)","(2.9, 3.3, 3.1785714285714284)"
15-12-2022 13:01:09.415010,"(8.0, 9.0, 8.313432835820896)","(15.0, 27.0, 24.875)","(3.7, 4.7, 4.5)","(10.0, 12.5, 11.857142857142858)","(26.0, 48.0, 46.0)","(4.0, 5.9, 5.74)","(2.9, 3.3, 3.1666666666666665)"
15-12-2022 13:01:10.615574,"(8.0, 9.0, 8.233333333333333)","(15.0, 27.0, 23.444444444444443)","(3.7, 4.7, 4.5)","(10.0, 12.5, 11.857142857142858)","(26.0, 48.0, 46.0)","(4.0, 5.9, 5.74)","(2.9, 3.3, 3.1666666666666665)"
15-12-2022 13:01:11.892190,"(8.0, 9.0, 8.233333333333333)","(15.0, 27.0, 23.444444444444443)","(3.7, 4.7, 4.4399999999999995)","(10.0, 12.5, 11.857142857142858)","(26.0, 48.0, 46.0)","(4.0, 5.9, 5.74)","(2.9, 3.3, 3.138235294117647)"
15-12-2022 13:01:13.324153,"(8.0, 9.0, 8.233333333333333)","(15.0, 27.0, 22.0)","(3.7, 4.6, 4.546666666666666)","(10.0, 12.5, 11.857142857142858)","(26.0, 48.0, 46.0)","(4.0, 5.9, 5.74)","(2.9, 3.3, 3.103571428571428)"
15-12-2022 13:01:14.499002,"(8.0, 9.0, 8.14)","(15.0, 27.0, 22.0)","(3.7, 4.6, 4.546666666666666)","(10.0, 12.5, 12.178571428571429)","(26.0, 48.0, 47.04761904761905)","(4.0, 5.9, 5.74)","(2.9, 3.3, 3.103571428571428)"
15-12-2022 13:01:15.728070,"(8.0, 9.0, 8.14)","(15.0, 27.0, 22.0)","(3.7, 4.6, 4.56)","(10.0, 12.5, 12.178571428571429)","(26.0, 48.0, 47.04761904761905)","(4.0, 5.9, 5.74)","(2.9, 3.3, 3.103571428571428)"
15-12-2022 13:01:16.839973,"(8.0, 9.0, 8.14)","(15.0, 27.0, 22.0)","(3.7, 4.6, 4.56)","(10.0, 12.5, 12.178571428571429)","(26.0, 48.0, 47.04761904761905)","(4.0, 5.9, 5.74)","(2.9, 3.3, 3.103571428571428)"
15-12-2022 13:01:17.984102,"(8.0, 9.0, 8.14)","(15.0, 27.0, 22.0)","(3.7, 4.6, 4.56)","(10.0, 12.5, 12.178571428571429)","(26.0, 48.0, 47.04761904761905)","(4.0, 5.9, 5.74)","(2.9, 3.3, 3.060869565217391)"
15-12-2022 13:01:19.175801,"(8.0, 8.8, 8.177777777777777)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.8, 4.575)","(10.0, 12.5, 12.178571428571429)","(26.0, 48.0, 44.2)","(4.0, 5.9, 5.74)","(2.9, 3.3, 3.060869565217391)"
15-12-2022 13:01:20.255385,"(8.0, 8.8, 8.22857142857143)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.8, 4.575)","(10.0, 12.5, 12.178571428571429)","(26.0, 48.0, 44.2)","(4.0, 5.9, 5.74)","(2.9, 3.3, 3.060869565217391)"
15-12-2022 13:01:21.347905,"(8.0, 8.8, 8.355555555555556)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.8, 4.656521739130435)","(10.0, 12.5, 12.178571428571429)","(26.0, 48.0, 44.2)","(4.0, 5.9, 5.74)","(2.9, 3.3, 3.060869565217391)"
15-12-2022 13:01:22.422532,"(8.0, 8.8, 8.355555555555556)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.8, 4.656521739130435)","(10.0, 12.5, 11.6)","(26.0, 48.0, 44.2)","(4.0, 5.9, 5.74)","(2.8, 3.3, 3.060869565217391)"
15-12-2022 13:01:23.610037,"(8.0, 8.8, 8.355555555555556)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.8, 4.656521739130435)","(10.0, 12.0, 11.875)","(26.0, 48.0, 46.099999999999994)","(4.0, 5.9, 5.74)","(2.8, 3.3, 3.1390243902439026)"
15-12-2022 13:01:24.829262,"(8.0, 8.8, 8.16)","(15.0, 27.0, 23.444444444444443)","(3.7, 4.8, 4.5)","(10.0, 12.0, 11.875)","(26.0, 48.0, 46.099999999999994)","(4.0, 5.9, 5.74)","(2.8, 3.3, 3.1390243902439026)"
15-12-2022 13:01:25.988627,"(8.0, 8.8, 8.16)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.875)","(26.0, 48.0, 46.099999999999994)","(4.0, 5.9, 5.74)","(2.8, 3.3, 3.1390243902439026)"
15-12-2022 13:01:27.104623,"(8.0, 8.8, 8.16)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.875)","(26.0, 48.0, 46.099999999999994)","(4.0, 5.9, 5.74)","(2.8, 3.3, 3.1390243902439026)"
15-12-2022 13:01:28.316353,"(8.0, 8.8, 8.16)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.875)","(26.0, 48.0, 46.099999999999994)","(4.0, 5.9, 5.74)","(2.8, 3.3, 3.1390243902439026)"
15-12-2022 13:01:29.428001,"(8.0, 8.8, 8.16)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.875)","(26.0, 48.0, 46.099999999999994)","(4.0, 5.9, 5.74)","(2.8, 3.3, 3.1390243902439026)"
15-12-2022 13:01:30.431375,"(8.0, 8.8, 8.16)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.875)","(26.0, 48.0, 46.099999999999994)","(4.0, 5.9, 5.74)","(2.8, 3.3, 3.1390243902439026)"
15-12-2022 13:01:31.494589,"(8.0, 8.8, 8.16)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.875)","(26.0, 48.0, 46.099999999999994)","(4.0, 5.9, 5.74)","(2.8, 3.3, 3.1390243902439026)"
15-12-2022 13:01:32.519107,"(8.0, 8.8, 8.16)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.875)","(26.0, 48.0, 44.2)","(4.0, 5.9, 5.74)","(2.7, 3.3, 3.1390243902439026)"
15-12-2022 13:01:33.568251,"(8.0, 8.8, 8.355555555555556)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.6)","(26.0, 48.0, 44.2)","(4.0, 5.9, 5.74)","(2.7, 3.3, 3.1390243902439026)"
15-12-2022 13:01:34.683675,"(8.0, 8.8, 8.145454545454546)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.8)","(26.0, 48.0, 46.8125)","(4.0, 5.9, 5.74)","(2.7, 3.3, 3.087096774193548)"
15-12-2022 13:01:35.749523,"(8.0, 8.8, 8.145454545454546)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.8)","(26.0, 48.0, 46.8125)","(4.0, 5.9, 5.74)","(2.7, 3.3, 3.087096774193548)"
15-12-2022 13:01:36.811085,"(8.0, 8.8, 8.145454545454546)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.8)","(26.0, 48.0, 46.8125)","(4.0, 5.9, 5.74)","(2.7, 3.3, 3.087096774193548)"
15-12-2022 13:01:37.808584,"(8.0, 8.8, 8.145454545454546)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.8)","(26.0, 48.0, 46.8125)","(4.0, 5.9, 5.74)","(2.7, 3.3, 3.087096774193548)"
15-12-2022 13:01:38.906541,"(8.0, 8.8, 8.145454545454546)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.8)","(26.0, 48.0, 46.8125)","(4.0, 5.9, 5.74)","(2.7, 3.3, 3.087096774193548)"
15-12-2022 13:01:39.932252,"(8.0, 8.8, 8.145454545454546)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.8)","(26.0, 48.0, 46.8125)","(4.0, 5.9, 5.74)","(2.7, 3.3, 3.087096774193548)"
15-12-2022 13:01:41.016236,"(8.0, 8.8, 8.145454545454546)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.8)","(26.0, 48.0, 46.8125)","(4.0, 5.9, 5.74)","(2.7, 3.3, 3.087096774193548)"
15-12-2022 13:01:42.120848,"(8.0, 8.8, 8.145454545454546)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.8)","(26.0, 48.0, 46.8125)","(4.0, 5.9, 5.74)","(2.7, 3.3, 3.087096774193548)"
15-12-2022 13:01:43.229753,"(8.0, 8.8, 8.145454545454546)","(15.0, 27.0, 23.22222222222222)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.91304347826087)","(26.0, 48.0, 47.13636363636364)","(4.0, 5.9, 5.74)","(2.7, 3.3, 3.087096774193548)"
15-12-2022 13:01:44.239486,"(8.0, 8.8, 8.13913043478261)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.7, 4.5)","(10.0, 12.0, 11.91304347826087)","(26.0, 48.0, 47.13636363636364)","(4.0, 5.9, 5.74)","(2.7, 3.3, 3.087096774193548)"
15-12-2022 13:01:45.255088,"(8.0, 8.8, 8.13913043478261)","(15.0, 27.0, 21.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.91304347826087)","(26.0, 48.0, 47.13636363636364)","(4.0, 5.9, 5.74)","(2.7, 3.3, 3.173076923076923)"
15-12-2022 13:01:46.252073,"(8.0, 8.8, 8.13913043478261)","(15.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.91304347826087)","(26.0, 48.0, 47.13636363636364)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:01:47.272020,"(8.0, 8.8, 8.13913043478261)","(15.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.91304347826087)","(26.0, 48.0, 47.13636363636364)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:01:48.313376,"(8.0, 8.8, 8.13913043478261)","(15.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.91304347826087)","(26.0, 48.0, 47.13636363636364)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:01:49.334048,"(8.0, 8.8, 8.064)","(15.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.91304347826087)","(26.0, 48.0, 47.13636363636364)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:01:50.318164,"(8.0, 8.8, 8.058181818181819)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.91304347826087)","(26.0, 48.0, 47.13636363636364)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:01:51.268744,"(8.0, 8.8, 8.064)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.91304347826087)","(26.0, 48.0, 47.13636363636364)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:01:52.283941,"(8.0, 8.8, 8.064)","(15.0, 27.0, 22.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.91304347826087)","(26.0, 48.0, 47.13636363636364)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:01:53.320708,"(8.0, 8.8, 8.103225806451613)","(15.0, 27.0, 24.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.8125)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:01:54.393654,"(8.0, 8.8, 8.062745098039215)","(15.0, 27.0, 25.333333333333336)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.8)","(26.0, 48.0, 46.8125)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:01:55.421214,"(8.0, 8.8, 8.062745098039215)","(15.0, 27.0, 25.333333333333336)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.8)","(26.0, 48.0, 46.8125)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:01:56.421863,"(8.0, 8.8, 8.062745098039215)","(15.0, 27.0, 25.333333333333336)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.8)","(26.0, 48.0, 46.8125)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:01:57.477552,"(8.0, 8.8, 8.062745098039215)","(15.0, 27.0, 25.333333333333336)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.8)","(26.0, 48.0, 46.8125)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:01:58.517563,"(8.0, 8.8, 8.062745098039215)","(15.0, 27.0, 25.333333333333336)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.8)","(26.0, 48.0, 46.8125)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:01:59.600487,"(8.0, 8.8, 8.062745098039215)","(15.0, 27.0, 25.333333333333336)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.8)","(26.0, 48.0, 45.0)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:00.716641,"(8.0, 8.8, 8.062745098039215)","(15.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.8)","(26.0, 48.0, 45.0)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:01.802213,"(8.0, 8.8, 8.062745098039215)","(15.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.8)","(26.0, 48.0, 45.0)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:02.891712,"(8.0, 8.8, 8.062745098039215)","(15.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.8)","(26.0, 48.0, 46.5)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:03.945568,"(8.0, 8.8, 8.068085106382979)","(15.0, 27.0, 24.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.866666666666667)","(26.0, 48.0, 46.5)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:04.968271,"(8.0, 8.8, 8.068085106382979)","(15.0, 27.0, 24.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.866666666666667)","(26.0, 48.0, 46.5)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:05.935527,"(8.0, 8.8, 8.068085106382979)","(15.0, 27.0, 24.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.866666666666667)","(26.0, 48.0, 46.5)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:06.953887,"(8.0, 8.8, 8.068085106382979)","(15.0, 27.0, 24.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.866666666666667)","(26.0, 48.0, 46.5)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:07.985872,"(8.0, 8.8, 8.068085106382979)","(15.0, 27.0, 24.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.866666666666667)","(26.0, 48.0, 46.5)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:09.039181,"(8.0, 8.8, 8.068085106382979)","(15.0, 27.0, 24.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.866666666666667)","(26.0, 48.0, 46.5)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:10.132339,"(8.0, 8.8, 8.068085106382979)","(15.0, 27.0, 24.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.866666666666667)","(26.0, 48.0, 46.5)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
