,Its Cleo,Hendy,Feel The Magic,Thatll Do Neo,Jimmy The Singer,Cashmere Kaos,Mortons Jilliby,Nine Nine
08-01-2023 13:31:16.727008,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.42)","(9.0, 17.0, 12.68)","(8.5, 19.5, 16.75)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.17142857142857)","(5.5, 8.2, 7.0)","(4.0, 7.0, 5.2)"
08-01-2023 13:31:17.856163,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.42)","(9.0, 17.0, 12.68)","(8.5, 19.5, 16.75)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.17142857142857)","(5.5, 8.2, 7.0)","(4.0, 7.0, 5.2)"
08-01-2023 13:31:18.977356,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.42)","(9.0, 17.0, 12.68)","(8.5, 19.5, 16.75)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.17142857142857)","(5.5, 8.2, 7.0)","(4.0, 7.0, 5.2)"
08-01-2023 13:31:20.107805,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.42)","(9.0, 17.0, 12.68)","(8.5, 19.5, 16.75)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.17142857142857)","(5.5, 8.2, 7.0)","(4.0, 7.0, 5.2)"
08-01-2023 13:31:21.276722,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.428571428571429)","(9.0, 17.0, 12.68)","(8.5, 19.5, 16.75)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.17142857142857)","(5.5, 8.2, 7.0)","(4.0, 7.0, 4.942857142857142)"
08-01-2023 13:31:22.384045,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.428571428571429)","(9.0, 17.0, 12.68)","(8.5, 19.5, 16.75)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.17142857142857)","(5.5, 8.2, 7.799999999999999)","(4.0, 7.0, 5.036363636363636)"
08-01-2023 13:31:23.379653,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.428571428571429)","(9.0, 17.0, 12.68)","(8.5, 19.5, 16.75)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.17142857142857)","(5.5, 8.2, 7.799999999999999)","(4.0, 7.0, 5.036363636363636)"
08-01-2023 13:31:24.411809,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.428571428571429)","(9.0, 17.0, 12.68)","(8.5, 19.5, 16.75)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.17142857142857)","(5.5, 8.2, 7.799999999999999)","(4.0, 7.0, 5.036363636363636)"
08-01-2023 13:31:25.485801,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.428571428571429)","(9.0, 17.0, 12.68)","(8.5, 18.0, 16.0)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.17142857142857)","(5.5, 8.2, 7.799999999999999)","(4.0, 7.0, 5.036363636363636)"
08-01-2023 13:31:26.575784,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.428571428571429)","(9.0, 17.0, 12.68)","(8.5, 18.0, 16.0)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.17142857142857)","(5.5, 8.2, 7.799999999999999)","(4.0, 7.0, 5.036363636363636)"
08-01-2023 13:31:27.582132,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.428571428571429)","(9.0, 17.0, 12.68)","(8.5, 18.0, 16.0)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.17142857142857)","(5.5, 8.2, 7.799999999999999)","(4.0, 7.0, 5.036363636363636)"
08-01-2023 13:31:28.561169,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.428571428571429)","(9.0, 17.0, 12.68)","(8.5, 18.0, 16.0)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.17142857142857)","(5.5, 8.2, 7.799999999999999)","(4.0, 7.0, 5.036363636363636)"
08-01-2023 13:31:29.565221,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.428571428571429)","(9.0, 17.0, 12.68)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:30.663017,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:31.740420,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:32.865981,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:33.998336,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:35.150245,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:36.241127,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:37.326365,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:38.438153,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:39.594025,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:40.722919,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:41.819361,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:42.911275,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:43.978427,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:45.072380,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:46.259431,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 11.600000000000001)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.121739130434783)"
08-01-2023 13:31:47.444523,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 14.533333333333333)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 5.165217391304347)"
08-01-2023 13:31:48.651742,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 12.125)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:31:49.874927,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 12.125)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:31:51.027546,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 12.125)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:31:52.140766,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 12.125)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:31:53.170821,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 12.125)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:31:54.237230,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 12.125)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:31:55.314676,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 12.125)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:31:56.392603,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 12.125)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:31:57.403998,"(31.0, 230.0, 131.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 12.125)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:31:58.463621,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 13.4)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:31:59.525962,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 12.125)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:00.596254,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 12.125)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:01.662656,"(31.0, 190.0, 111.0)","(3.6, 4.5, 4.025)","(9.0, 17.0, 12.125)","(8.5, 18.0, 16.0)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:02.664024,"(31.0, 190.0, 113.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 12.125)","(8.5, 18.0, 17.416666666666668)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:03.668554,"(31.0, 190.0, 113.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 12.125)","(8.5, 18.0, 17.5)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:04.752324,"(31.0, 190.0, 113.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 12.125)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:05.898134,"(31.0, 190.0, 113.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 12.125)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:07.045586,"(31.0, 190.0, 113.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 12.125)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:08.186901,"(31.0, 190.0, 113.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 12.125)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:09.262409,"(31.0, 190.0, 113.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 12.125)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:10.298919,"(31.0, 190.0, 159.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:11.372966,"(31.0, 190.0, 159.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:12.480519,"(31.0, 190.0, 159.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:13.608245,"(31.0, 190.0, 159.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:14.765150,"(31.0, 190.0, 159.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:15.838300,"(31.0, 190.0, 159.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:16.950245,"(31.0, 190.0, 159.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:18.112096,"(31.0, 190.0, 159.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:19.236418,"(31.0, 190.0, 159.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:20.419587,"(31.0, 190.0, 159.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:21.594960,"(31.0, 230.0, 191.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:22.741408,"(31.0, 230.0, 191.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:23.910276,"(31.0, 230.0, 191.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:25.007820,"(31.0, 230.0, 191.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 5.165217391304347)"
08-01-2023 13:32:26.043206,"(31.0, 230.0, 191.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.2, 6.6)"
08-01-2023 13:32:27.112670,"(31.0, 230.0, 191.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.6)"
08-01-2023 13:32:28.184892,"(31.0, 230.0, 191.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.6)"
08-01-2023 13:32:29.300008,"(31.0, 230.0, 191.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.6)"
08-01-2023 13:32:30.449798,"(31.0, 230.0, 191.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.6)"
08-01-2023 13:32:31.601929,"(31.0, 230.0, 191.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.6)"
08-01-2023 13:32:32.607593,"(31.0, 230.0, 191.2)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.6)"
08-01-2023 13:32:33.617406,"(31.0, 230.0, 198.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.6)"
08-01-2023 13:32:34.691890,"(31.0, 230.0, 135.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.6)"
08-01-2023 13:32:35.735743,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.68181818181818)","(4.2, 7.0, 6.58)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.6)"
08-01-2023 13:32:36.823109,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.61111111111111)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
08-01-2023 13:32:37.890075,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.61111111111111)","(4.2, 7.0, 6.3)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
08-01-2023 13:32:38.969883,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.61111111111111)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
08-01-2023 13:32:40.039695,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.61111111111111)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
08-01-2023 13:32:41.116102,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.61111111111111)","(4.2, 7.0, 5.95)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
08-01-2023 13:32:42.231556,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.61111111111111)","(4.2, 7.0, 5.74)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
08-01-2023 13:32:43.302805,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.61111111111111)","(4.2, 7.0, 5.32)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
08-01-2023 13:32:44.404492,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 17.61111111111111)","(4.2, 7.0, 5.32)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
08-01-2023 13:32:45.507617,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 18.0, 19.142857142857142)","(4.2, 7.0, 5.32)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
08-01-2023 13:32:46.578808,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 21.0, 15.857142857142858)","(4.2, 7.0, 5.32)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
08-01-2023 13:32:47.731054,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 21.0, 15.857142857142858)","(4.2, 7.0, 5.32)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
08-01-2023 13:32:48.876403,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 21.0, 15.857142857142858)","(4.2, 7.0, 5.32)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
08-01-2023 13:32:50.122629,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 21.0, 15.857142857142858)","(4.2, 7.0, 5.32)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
08-01-2023 13:32:51.316350,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 21.0, 15.857142857142858)","(4.2, 7.0, 5.32)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
08-01-2023 13:32:52.375928,"(31.0, 230.0, 192.0)","(3.6, 4.5, 4.05)","(9.0, 17.0, 13.4)","(8.5, 21.0, 15.857142857142858)","(4.2, 7.0, 5.32)","(8.5, 11.5, 11.2125)","(5.5, 8.2, 7.857142857142857)","(4.0, 7.0, 6.314285714285714)"
