,Skip The Bull,Ice Bar,Rey O Reyes,Ingreido,Earthquakedirector,Tweet This,Feisty Kitten,Lunar Image,Suleman
06-01-2023 13:38:10.000770,"(26.0, 50.0, 46.769230769230774)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 12.5, 12.071428571428571)","(31.0, 65.0, 63.714285714285715)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.900000000000006)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:11.198503,"(26.0, 50.0, 46.769230769230774)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 12.5, 12.071428571428571)","(31.0, 65.0, 63.714285714285715)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.900000000000006)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:12.322363,"(26.0, 50.0, 46.769230769230774)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 12.5, 12.071428571428571)","(31.0, 65.0, 63.714285714285715)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.900000000000006)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:13.484974,"(26.0, 50.0, 46.769230769230774)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 12.5, 12.071428571428571)","(31.0, 65.0, 63.714285714285715)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.900000000000006)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:14.726703,"(26.0, 50.0, 46.769230769230774)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 12.5, 12.071428571428571)","(31.0, 65.0, 63.714285714285715)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.900000000000006)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:15.865268,"(26.0, 50.0, 46.769230769230774)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 12.5, 12.071428571428571)","(31.0, 65.0, 63.714285714285715)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.900000000000006)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:17.067686,"(26.0, 50.0, 46.769230769230774)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 12.5, 12.818181818181818)","(31.0, 65.0, 63.41176470588235)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.5)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:18.310150,"(26.0, 50.0, 46.18181818181819)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 63.41176470588235)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.5)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:19.607832,"(26.0, 50.0, 46.18181818181819)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.41176470588235)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.5)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:20.804419,"(26.0, 50.0, 46.18181818181819)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.41176470588235)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.5)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:21.998043,"(26.0, 50.0, 46.18181818181819)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.41176470588235)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.5)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:23.171301,"(26.0, 50.0, 46.18181818181819)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 63.41176470588235)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.5)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:24.281118,"(26.0, 50.0, 46.18181818181819)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 63.41176470588235)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.5)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:25.403087,"(26.0, 50.0, 46.18181818181819)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 63.41176470588235)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.5)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:26.678952,"(26.0, 50.0, 46.18181818181819)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.2, 4.9)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 63.3125)","(4.6, 7.0, 6.5600000000000005)","(41.0, 150.0, 137.0)","(31.0, 65.0, 64.04545454545455)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:27.968649,"(26.0, 50.0, 47.0)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.1, 4.85)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 63.3125)","(4.6, 7.0, 6.472727272727273)","(41.0, 150.0, 137.0)","(31.0, 65.0, 64.04545454545455)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:29.169294,"(26.0, 50.0, 47.0)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.1, 4.85)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 63.3125)","(4.6, 7.0, 6.542105263157895)","(41.0, 150.0, 137.0)","(31.0, 65.0, 64.04545454545455)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:30.373416,"(26.0, 50.0, 47.0)","(6.5, 9.8, 9.654545454545454)","(4.6, 5.1, 4.918181818181818)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.3125)","(4.6, 7.0, 6.629787234042554)","(41.0, 150.0, 137.0)","(31.0, 65.0, 64.04545454545455)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:31.574013,"(26.0, 50.0, 47.0)","(6.5, 12.0, 11.076923076923077)","(4.6, 5.1, 4.863636363636363)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.3125)","(4.6, 7.0, 6.629787234042554)","(41.0, 150.0, 137.0)","(31.0, 65.0, 64.04545454545455)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:32.663756,"(26.0, 50.0, 47.0)","(6.5, 12.0, 11.076923076923077)","(4.6, 5.0, 4.863636363636363)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.3125)","(4.6, 7.0, 6.629787234042554)","(41.0, 150.0, 137.0)","(31.0, 65.0, 64.04545454545455)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:33.735566,"(26.0, 50.0, 47.0)","(6.5, 12.0, 11.076923076923077)","(4.6, 5.0, 4.863636363636363)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 63.3125)","(4.6, 7.0, 6.629787234042554)","(41.0, 150.0, 137.0)","(31.0, 65.0, 64.04545454545455)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:35.035434,"(26.0, 50.0, 47.0)","(6.5, 12.0, 10.173913043478262)","(4.6, 5.0, 4.863636363636363)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 63.3125)","(4.6, 7.0, 6.629787234042554)","(41.0, 150.0, 137.0)","(31.0, 65.0, 64.04545454545455)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:36.212054,"(26.0, 50.0, 47.0)","(7.0, 12.0, 10.1)","(4.4, 5.0, 4.863636363636363)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 56.0)","(4.8, 7.0, 6.629787234042554)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 58.0)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:37.442315,"(26.0, 50.0, 39.5)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.911764705882353)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.82608695652174)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 143.5)","(31.0, 65.0, 64.0)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:38.645535,"(26.0, 50.0, 47.900000000000006)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.911764705882353)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.82608695652174)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 143.5)","(31.0, 65.0, 64.0)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:39.808049,"(26.0, 50.0, 47.900000000000006)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.82608695652174)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 143.5)","(31.0, 65.0, 64.0)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:40.898311,"(26.0, 50.0, 47.900000000000006)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.82608695652174)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 143.5)","(31.0, 65.0, 64.0)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:42.016016,"(26.0, 50.0, 47.900000000000006)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.82608695652174)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 143.5)","(31.0, 65.0, 64.0)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:43.158590,"(26.0, 50.0, 47.900000000000006)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.82608695652174)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 143.5)","(31.0, 65.0, 64.0)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:44.325162,"(26.0, 50.0, 47.900000000000006)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.82608695652174)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 143.5)","(31.0, 65.0, 64.0)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:45.774273,"(26.0, 50.0, 47.900000000000006)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.82608695652174)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 143.5)","(31.0, 65.0, 64.0)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:46.973269,"(26.0, 50.0, 47.900000000000006)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 56.0)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 58.0)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:48.317139,"(26.0, 50.0, 39.5)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 56.0)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 58.0)","(2.1, 2.72, 2.708)"
06-01-2023 13:38:49.464017,"(26.0, 50.0, 39.5)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 56.0)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 58.0)","(2.1, 2.72, 2.7295238095238097)"
06-01-2023 13:38:50.622381,"(26.0, 50.0, 39.5)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 56.0)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 58.0)","(2.1, 2.74, 2.7303225806451614)"
06-01-2023 13:38:52.060272,"(26.0, 50.0, 39.5)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 56.0)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 58.0)","(2.1, 2.74, 2.7303225806451614)"
06-01-2023 13:38:53.280658,"(26.0, 50.0, 39.5)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 56.0)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 58.0)","(2.1, 2.74, 2.7303225806451614)"
06-01-2023 13:38:54.377114,"(26.0, 50.0, 39.5)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.818181818181818)","(31.0, 65.0, 56.0)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 58.0)","(2.1, 2.74, 2.7303225806451614)"
06-01-2023 13:38:55.460808,"(26.0, 50.0, 39.5)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.818181818181818)","(26.0, 65.0, 56.0)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 58.0)","(2.1, 2.74, 2.7303225806451614)"
06-01-2023 13:38:56.548103,"(26.0, 50.0, 39.5)","(7.0, 11.0, 10.1)","(4.4, 5.0, 4.833333333333333)","(9.0, 13.0, 12.818181818181818)","(26.0, 65.0, 61.625)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.375)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:38:57.657657,"(26.0, 50.0, 45.333333333333336)","(7.0, 11.0, 10.1)","(4.4, 5.7, 5.728571428571429)","(9.0, 13.0, 12.666666666666666)","(26.0, 65.0, 61.625)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.375)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:38:58.787798,"(26.0, 55.0, 42.0)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.728571428571429)","(9.0, 13.0, 12.666666666666666)","(26.0, 65.0, 61.625)","(4.8, 7.0, 6.6000000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.375)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:38:59.892519,"(26.0, 55.0, 42.0)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.46)","(9.0, 13.0, 12.666666666666666)","(26.0, 65.0, 61.625)","(4.8, 7.0, 6.6000000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.375)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:39:00.991353,"(26.0, 55.0, 42.0)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.730769230769231)","(9.0, 13.0, 12.666666666666666)","(26.0, 65.0, 61.625)","(4.8, 7.0, 6.6000000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.375)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:39:02.119980,"(26.0, 55.0, 42.0)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.730769230769231)","(9.0, 13.0, 12.666666666666666)","(26.0, 65.0, 61.625)","(4.8, 7.0, 6.6000000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.375)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:39:03.265356,"(26.0, 55.0, 42.0)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.680000000000001)","(9.0, 13.0, 12.666666666666666)","(26.0, 65.0, 61.625)","(4.8, 7.0, 6.6000000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.375)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:39:04.365230,"(26.0, 55.0, 42.0)","(7.0, 11.0, 10.1)","(4.4, 6.0, 5.5600000000000005)","(9.0, 13.0, 12.666666666666666)","(26.0, 65.0, 61.625)","(4.8, 7.0, 6.6000000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.375)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:39:05.662079,"(26.0, 55.0, 42.0)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.7)","(9.0, 13.0, 12.666666666666666)","(26.0, 65.0, 61.625)","(4.8, 7.0, 6.6000000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 62.375)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:39:06.937708,"(26.0, 55.0, 42.0)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.7)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 7.0, 6.6000000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:39:08.108368,"(26.0, 55.0, 45.421052631578945)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.7)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 7.0, 6.6000000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:39:09.460584,"(26.0, 55.0, 45.421052631578945)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.777777777777779)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 7.0, 6.6000000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:39:10.813701,"(26.0, 55.0, 45.421052631578945)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.777777777777779)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 7.0, 6.6000000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:39:12.147917,"(26.0, 55.0, 45.421052631578945)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.777777777777779)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 7.0, 6.6000000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:39:13.399660,"(26.0, 55.0, 45.421052631578945)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.777777777777779)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 7.0, 6.6000000000000005)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:39:14.701304,"(26.0, 55.0, 45.421052631578945)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.777777777777779)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:39:15.925828,"(26.0, 55.0, 45.421052631578945)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.777777777777779)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.1, 2.74, 2.7233333333333336)"
06-01-2023 13:39:17.067018,"(26.0, 55.0, 45.421052631578945)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.777777777777779)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.09090909090909)","(2.15, 2.74, 2.7233333333333336)"
06-01-2023 13:39:18.274764,"(26.0, 55.0, 47.416666666666664)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.777777777777779)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 7.0, 6.542105263157895)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.09090909090909)","(2.15, 2.74, 2.7233333333333336)"
06-01-2023 13:39:19.512692,"(26.0, 55.0, 47.416666666666664)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.777777777777779)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 7.0, 6.637499999999999)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.09090909090909)","(2.15, 2.74, 2.7233333333333336)"
06-01-2023 13:39:20.751004,"(26.0, 55.0, 47.416666666666664)","(7.0, 11.0, 10.1)","(4.4, 5.8, 5.688888888888888)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 7.0, 6.637499999999999)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.09090909090909)","(2.15, 2.74, 2.7233333333333336)"
06-01-2023 13:39:21.847384,"(26.0, 55.0, 47.416666666666664)","(7.0, 11.0, 10.1)","(4.4, 5.8, 5.688888888888888)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 7.0, 6.571428571428571)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.09090909090909)","(2.15, 2.74, 2.7233333333333336)"
06-01-2023 13:39:23.112874,"(26.0, 55.0, 47.416666666666664)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.777777777777779)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 6.8, 6.571428571428571)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.09090909090909)","(2.15, 2.74, 2.7233333333333336)"
06-01-2023 13:39:24.357141,"(26.0, 55.0, 47.416666666666664)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.777777777777779)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 6.8, 6.64)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.09090909090909)","(2.15, 2.74, 2.7233333333333336)"
06-01-2023 13:39:25.673182,"(26.0, 55.0, 47.416666666666664)","(7.0, 11.0, 10.1)","(4.4, 5.9, 5.777777777777779)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 62.0)","(4.8, 6.8, 6.7368421052631575)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.09090909090909)","(2.15, 2.74, 2.7233333333333336)"
06-01-2023 13:39:26.851486,"(26.0, 55.0, 47.416666666666664)","(7.0, 11.0, 10.1)","(4.4, 5.8, 5.688888888888888)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.77272727272727)","(4.8, 6.8, 6.661904761904761)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.15, 2.74, 2.7139130434782612)"
06-01-2023 13:39:28.063149,"(26.0, 55.0, 47.72)","(7.0, 11.0, 10.1)","(4.4, 5.8, 5.688888888888888)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.77272727272727)","(4.8, 6.8, 6.661904761904761)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.15, 2.74, 2.7139130434782612)"
06-01-2023 13:39:29.305332,"(26.0, 55.0, 47.72)","(7.0, 11.0, 10.1)","(4.4, 5.8, 5.688888888888888)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.77272727272727)","(4.8, 6.8, 6.661904761904761)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.15, 2.74, 2.7139130434782612)"
06-01-2023 13:39:30.474234,"(26.0, 55.0, 47.72)","(7.0, 11.0, 10.1)","(4.4, 5.8, 5.688888888888888)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.77272727272727)","(4.8, 6.8, 6.661904761904761)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.15, 2.74, 2.7139130434782612)"
06-01-2023 13:39:31.674827,"(26.0, 55.0, 47.72)","(7.0, 11.0, 10.1)","(4.4, 5.8, 5.688888888888888)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.77272727272727)","(4.8, 6.8, 6.661904761904761)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.15, 2.74, 2.7139130434782612)"
06-01-2023 13:39:32.885824,"(26.0, 55.0, 47.72)","(7.0, 11.0, 10.1)","(4.4, 5.8, 5.688888888888888)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.77272727272727)","(4.8, 6.8, 6.661904761904761)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.15, 2.74, 2.7139130434782612)"
06-01-2023 13:39:34.099363,"(26.0, 55.0, 47.72)","(7.0, 11.0, 10.1)","(4.4, 5.8, 5.688888888888888)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.77272727272727)","(4.8, 6.8, 6.661904761904761)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.15, 2.74, 2.7303225806451614)"
06-01-2023 13:39:35.317784,"(26.0, 55.0, 47.72)","(7.0, 11.0, 10.1)","(4.4, 5.8, 5.688888888888888)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.77272727272727)","(4.8, 6.8, 6.661904761904761)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.38461538461539)","(2.15, 2.74, 2.7303225806451614)"
06-01-2023 13:39:36.557877,"(26.0, 55.0, 47.72)","(7.0, 11.0, 10.1)","(4.4, 5.8, 5.688888888888888)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 56.0)","(4.8, 6.8, 6.661904761904761)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 58.0)","(2.15, 2.74, 2.7303225806451614)"
06-01-2023 13:39:37.834345,"(26.0, 55.0, 34.77777777777778)","(7.0, 11.0, 10.1)","(4.4, 5.8, 5.688888888888888)","(9.0, 13.0, 12.666666666666666)","(31.0, 65.0, 63.82608695652174)","(4.8, 6.8, 6.661904761904761)","(41.0, 150.0, 115.33333333333333)","(31.0, 65.0, 63.833333333333336)","(2.15, 2.74, 2.7233333333333336)"
