,Avvertimento,Blazing Sunrise,Dissonance,Lady Tabloid,Discreet Miss,Cider Bite,Spritely Emily,Talent Award
08-01-2023 13:42:29.125803,"(12.0, 15.5, 15.271428571428572)","(10.0, 14.0, 13.363636363636363)","(26.0, 50.0, 49.81818181818182)","(1.9, 2.14, 2.1270879120879123)","(5.0, 6.4, 6.162962962962963)","(9.0, 11.0, 10.936170212765957)","(7.5, 9.6, 9.076923076923077)","(91.0, 200.0, 197.3913043478261)"
08-01-2023 13:42:30.238929,"(12.0, 15.5, 15.271428571428572)","(10.0, 14.0, 13.363636363636363)","(26.0, 50.0, 49.81818181818182)","(1.9, 2.14, 2.125538461538462)","(5.0, 6.4, 6.133333333333334)","(9.0, 11.0, 10.936170212765957)","(7.5, 9.4, 9.074074074074074)","(91.0, 200.0, 197.3913043478261)"
08-01-2023 13:42:31.402749,"(12.0, 15.5, 15.271428571428572)","(10.0, 14.5, 13.629032258064516)","(26.0, 50.0, 55.416666666666664)","(1.9, 2.14, 2.125538461538462)","(5.0, 6.4, 6.08)","(9.0, 11.0, 10.936170212765957)","(7.5, 9.4, 9.074074074074074)","(91.0, 200.0, 197.3913043478261)"
08-01-2023 13:42:32.552638,"(12.0, 15.5, 15.271428571428572)","(10.0, 14.5, 13.807692307692308)","(26.0, 60.0, 55.416666666666664)","(1.9, 2.14, 2.125538461538462)","(5.0, 6.4, 6.095238095238095)","(9.0, 11.0, 10.936170212765957)","(7.5, 9.4, 9.074074074074074)","(91.0, 200.0, 197.3913043478261)"
08-01-2023 13:42:33.597042,"(12.0, 15.5, 15.271428571428572)","(10.0, 14.5, 13.807692307692308)","(26.0, 60.0, 56.22857142857143)","(1.9, 2.14, 2.1377528089887643)","(5.0, 6.4, 6.095238095238095)","(9.0, 11.0, 10.936170212765957)","(7.5, 9.4, 9.074074074074074)","(91.0, 200.0, 197.3913043478261)"
08-01-2023 13:42:34.721213,"(12.0, 15.5, 15.271428571428572)","(10.0, 14.5, 13.807692307692308)","(26.0, 60.0, 50.25)","(1.9, 2.12, 2.119006211180124)","(5.0, 6.4, 6.095238095238095)","(9.0, 11.0, 10.936170212765957)","(7.5, 9.4, 9.074074074074074)","(91.0, 200.0, 197.3913043478261)"
08-01-2023 13:42:35.788148,"(12.0, 15.5, 15.271428571428572)","(10.0, 14.5, 13.807692307692308)","(26.0, 60.0, 50.25)","(1.9, 2.12, 2.1145023696682466)","(5.0, 6.4, 6.074074074074074)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.4, 9.074074074074074)","(91.0, 200.0, 197.3913043478261)"
08-01-2023 13:42:36.869265,"(12.0, 15.5, 15.271428571428572)","(10.0, 14.5, 13.807692307692308)","(26.0, 60.0, 50.25)","(1.9, 2.12, 2.113304347826087)","(5.0, 6.4, 6.074074074074074)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.4, 9.074074074074074)","(91.0, 200.0, 197.3913043478261)"
08-01-2023 13:42:37.984611,"(12.0, 15.5, 15.271428571428572)","(10.0, 14.5, 13.629032258064516)","(26.0, 60.0, 50.25)","(1.9, 2.12, 2.115276073619632)","(5.0, 6.4, 6.074074074074074)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.4, 9.074074074074074)","(91.0, 200.0, 197.3913043478261)"
08-01-2023 13:42:39.085026,"(12.0, 15.5, 15.34)","(10.0, 14.5, 13.629032258064516)","(26.0, 60.0, 50.8235294117647)","(1.9, 2.12, 2.1134594594594596)","(5.0, 6.4, 6.074074074074074)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.4, 9.074074074074074)","(91.0, 200.0, 197.3913043478261)"
08-01-2023 13:42:40.120874,"(12.0, 15.5, 15.34)","(10.0, 14.5, 13.629032258064516)","(26.0, 60.0, 49.888888888888886)","(1.9, 2.12, 2.1134594594594596)","(5.0, 6.4, 6.1755102040816325)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.4, 8.988235294117647)","(91.0, 200.0, 197.3913043478261)"
08-01-2023 13:42:41.262842,"(12.0, 16.5, 15.625)","(10.0, 14.5, 13.629032258064516)","(26.0, 60.0, 51.294117647058826)","(1.9, 2.12, 2.1129914529914533)","(5.0, 6.4, 6.1755102040816325)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.6, 8.903225806451614)","(91.0, 200.0, 197.3913043478261)"
08-01-2023 13:42:42.436989,"(12.0, 16.5, 15.9)","(10.0, 14.5, 13.629032258064516)","(26.0, 55.0, 51.294117647058826)","(1.9, 2.12, 2.1129914529914533)","(5.0, 6.4, 6.1755102040816325)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.6, 8.903225806451614)","(91.0, 200.0, 197.3913043478261)"
08-01-2023 13:42:43.565097,"(12.0, 16.5, 15.545454545454545)","(10.0, 14.5, 13.629032258064516)","(26.0, 55.0, 51.294117647058826)","(1.9, 2.12, 2.1169516728624536)","(5.0, 6.4, 6.203571428571429)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.6, 8.903225806451614)","(91.0, 200.0, 398.2608695652174)"
08-01-2023 13:42:44.708757,"(12.0, 16.5, 15.863636363636363)","(10.0, 14.5, 13.629032258064516)","(26.0, 55.0, 53.97727272727273)","(1.9, 2.12, 2.118095238095238)","(5.0, 6.4, 6.203571428571429)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.6, 8.903225806451614)","(91.0, 410.0, 343.0769230769231)"
08-01-2023 13:42:45.904251,"(12.0, 16.5, 15.863636363636363)","(10.0, 14.5, 13.629032258064516)","(26.0, 55.0, 54.861111111111114)","(1.9, 2.12, 2.1191596638655463)","(5.0, 6.4, 6.203571428571429)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.6, 8.903225806451614)","(91.0, 380.0, 351.53846153846155)"
08-01-2023 13:42:47.015677,"(12.0, 16.5, 15.545454545454545)","(10.0, 14.5, 13.629032258064516)","(26.0, 55.0, 54.861111111111114)","(1.9, 2.12, 2.1191596638655463)","(5.0, 6.4, 6.203571428571429)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.6, 8.903225806451614)","(91.0, 390.0, 351.53846153846155)"
08-01-2023 13:42:48.138950,"(12.0, 16.5, 15.545454545454545)","(10.0, 15.0, 14.045454545454545)","(31.0, 55.0, 54.861111111111114)","(1.9, 2.12, 2.1195945945945946)","(5.0, 6.4, 6.203571428571429)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.6, 8.903225806451614)","(91.0, 390.0, 351.53846153846155)"
08-01-2023 13:42:49.186259,"(12.0, 16.5, 15.545454545454545)","(10.0, 15.0, 14.045454545454545)","(31.0, 55.0, 54.861111111111114)","(1.9, 2.12, 2.1197278911564625)","(5.0, 6.4, 6.19245283018868)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.6, 8.903225806451614)","(91.0, 390.0, 334.61538461538464)"
08-01-2023 13:42:50.249489,"(12.0, 16.5, 15.545454545454545)","(10.0, 15.0, 14.045454545454545)","(31.0, 55.0, 54.88636363636363)","(1.9, 2.12, 2.1197278911564625)","(5.0, 6.4, 6.19245283018868)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.6, 8.903225806451614)","(91.0, 370.0, 323.33333333333337)"
08-01-2023 13:42:51.412235,"(12.0, 16.5, 15.545454545454545)","(10.0, 15.0, 14.045454545454545)","(31.0, 55.0, 56.07142857142857)","(1.9, 2.12, 2.1197278911564625)","(5.0, 6.4, 6.19245283018868)","(9.0, 11.0, 10.928571428571429)","(7.5, 9.6, 8.9)","(91.0, 340.0, 305.0)"
08-01-2023 13:42:52.501308,"(12.0, 16.5, 15.545454545454545)","(10.0, 15.0, 14.045454545454545)","(31.0, 60.0, 58.87755102040816)","(1.9, 2.12, 2.1276045627376425)","(5.0, 6.4, 6.084615384615385)","(9.0, 11.0, 10.88)","(7.5, 9.6, 8.9)","(91.0, 320.0, 286.6666666666667)"
08-01-2023 13:42:53.619128,"(12.0, 17.0, 16.125)","(10.0, 15.0, 14.766666666666667)","(31.0, 60.0, 57.755102040816325)","(1.9, 2.14, 2.1280308880308882)","(5.0, 6.2, 6.084615384615385)","(9.0, 11.0, 10.88)","(7.5, 9.6, 8.9)","(91.0, 300.0, 293.33333333333337)"
08-01-2023 13:42:54.746070,"(12.0, 17.0, 16.076923076923077)","(10.0, 15.0, 14.766666666666667)","(31.0, 60.0, 57.6)","(1.9, 2.14, 2.1279768786127167)","(5.0, 6.2, 6.084615384615385)","(9.0, 11.0, 10.842105263157894)","(7.5, 9.6, 8.9)","(91.0, 300.0, 263.84615384615387)"
08-01-2023 13:42:55.893762,"(12.0, 17.0, 16.076923076923077)","(10.0, 15.5, 14.602564102564102)","(31.0, 60.0, 56.0)","(1.9, 2.14, 2.1105813953488375)","(5.0, 6.2, 6.059375)","(9.0, 11.0, 10.842105263157894)","(7.5, 9.6, 8.9)","(91.0, 280.0, 263.84615384615387)"
08-01-2023 13:42:56.989678,"(12.0, 17.0, 16.076923076923077)","(10.0, 15.5, 14.602564102564102)","(31.0, 60.0, 56.0)","(1.9, 2.14, 2.109240121580547)","(5.0, 6.2, 6.137931034482759)","(9.0, 11.0, 10.842105263157894)","(7.5, 9.6, 8.9)","(91.0, 280.0, 274.16666666666663)"
08-01-2023 13:42:58.096334,"(12.0, 17.0, 16.076923076923077)","(10.0, 15.5, 14.54109589041096)","(31.0, 60.0, 56.0)","(1.9, 2.14, 2.1082758620689654)","(5.0, 6.2, 6.137931034482759)","(9.0, 11.0, 10.842105263157894)","(7.5, 9.6, 8.9)","(91.0, 280.0, 361.4814814814815)"
08-01-2023 13:42:59.224616,"(12.0, 17.0, 16.076923076923077)","(10.0, 15.5, 14.54109589041096)","(31.0, 60.0, 56.0)","(1.9, 2.14, 2.112425068119891)","(5.0, 6.2, 6.137931034482759)","(9.0, 11.0, 10.842105263157894)","(7.5, 9.6, 9.076923076923077)","(91.0, 400.0, 398.75)"
08-01-2023 13:43:00.376497,"(12.0, 17.0, 16.076923076923077)","(10.0, 15.5, 14.54109589041096)","(31.0, 60.0, 56.15384615384615)","(1.9, 2.14, 2.11875)","(5.0, 6.2, 6.121739130434783)","(9.0, 11.0, 10.842105263157894)","(7.5, 9.6, 9.185714285714287)","(91.0, 410.0, 398.75)"
08-01-2023 13:43:01.435938,"(12.0, 17.0, 16.076923076923077)","(10.0, 15.5, 14.54109589041096)","(31.0, 60.0, 56.15384615384615)","(1.9, 2.12, 2.1109543568464733)","(5.0, 6.2, 6.137931034482759)","(9.0, 11.0, 10.934782608695652)","(7.5, 9.4, 8.854901960784314)","(91.0, 410.0, 398.75)"
08-01-2023 13:43:02.546464,"(12.0, 17.0, 16.076923076923077)","(10.0, 15.5, 13.705128205128204)","(31.0, 60.0, 57.22222222222222)","(1.9, 2.14, 2.1109543568464733)","(5.0, 6.2, 6.137931034482759)","(9.0, 11.5, 10.987804878048781)","(7.5, 9.6, 8.933333333333334)","(91.0, 410.0, 398.75)"
08-01-2023 13:43:03.767343,"(12.0, 17.0, 16.863636363636363)","(10.0, 15.0, 13.779069767441861)","(31.0, 60.0, 57.22222222222222)","(1.9, 2.14, 2.1094505494505493)","(5.0, 6.2, 6.137931034482759)","(9.0, 11.5, 10.987804878048781)","(7.5, 9.6, 9.047058823529412)","(91.0, 410.0, 398.75)"
08-01-2023 13:43:04.814767,"(12.0, 17.5, 16.74)","(10.0, 15.0, 13.779069767441861)","(31.0, 60.0, 57.22222222222222)","(1.9, 2.12, 2.1098285714285714)","(5.0, 6.2, 6.135714285714286)","(9.0, 11.5, 10.961538461538462)","(7.5, 9.4, 9.047058823529412)","(91.0, 410.0, 361.15384615384613)"
08-01-2023 13:43:06.006220,"(12.0, 17.5, 16.74137931034483)","(10.0, 14.0, 13.944444444444445)","(31.0, 60.0, 56.15384615384615)","(1.9, 2.12, 2.1103783783783783)","(5.0, 6.2, 6.135714285714286)","(9.0, 11.5, 10.961538461538462)","(7.5, 9.4, 9.047058823529412)","(91.0, 390.0, 360.0)"
08-01-2023 13:43:07.136482,"(12.0, 17.5, 16.74137931034483)","(10.0, 14.0, 13.944444444444445)","(31.0, 60.0, 56.15384615384615)","(1.9, 2.12, 2.111981981981982)","(5.0, 6.2, 6.135714285714286)","(9.0, 11.5, 10.961538461538462)","(7.5, 9.4, 9.047058823529412)","(91.0, 390.0, 343.0769230769231)"
08-01-2023 13:43:08.224100,"(12.0, 17.5, 16.74137931034483)","(10.0, 14.0, 13.833333333333334)","(31.0, 60.0, 56.15384615384615)","(1.9, 2.12, 2.111981981981982)","(5.0, 6.2, 6.032)","(9.0, 11.5, 11.053191489361701)","(7.5, 9.4, 8.870588235294118)","(91.0, 380.0, 235.65217391304347)"
08-01-2023 13:43:09.402423,"(12.0, 17.5, 16.362068965517242)","(11.0, 15.0, 13.541666666666666)","(31.0, 60.0, 56.15384615384615)","(1.85, 2.12, 2.110104166666667)","(5.0, 6.2, 5.902127659574468)","(9.0, 11.5, 11.053191489361701)","(7.5, 9.4, 8.986206896551725)","(101.0, 240.0, 235.65217391304347)"
08-01-2023 13:43:10.511330,"(12.0, 17.5, 16.362068965517242)","(11.0, 15.0, 14.2)","(31.0, 60.0, 56.15384615384615)","(1.85, 2.12, 2.1069863013698633)","(5.0, 6.2, 5.841025641025641)","(9.0, 11.5, 11.053191489361701)","(7.5, 9.4, 8.986206896551725)","(101.0, 240.0, 235.65217391304347)"
08-01-2023 13:43:11.546344,"(12.0, 17.0, 16.38235294117647)","(11.0, 15.0, 14.2)","(31.0, 55.0, 54.8780487804878)","(1.85, 2.12, 2.1069863013698633)","(5.0, 6.2, 5.85)","(9.0, 11.5, 11.10377358490566)","(7.5, 9.4, 8.986206896551725)","(101.0, 240.0, 235.65217391304347)"
08-01-2023 13:43:12.664221,"(13.0, 17.0, 16.38235294117647)","(11.0, 15.0, 13.864864864864865)","(31.0, 55.0, 53.75)","(1.85, 2.12, 2.106896551724138)","(5.0, 6.2, 5.826666666666666)","(9.0, 11.5, 11.10377358490566)","(7.5, 9.4, 8.986206896551725)","(101.0, 240.0, 235.65217391304347)"
08-01-2023 13:43:13.863185,"(13.0, 17.0, 16.38235294117647)","(11.0, 15.0, 13.864864864864865)","(31.0, 60.0, 52.30769230769231)","(1.85, 2.12, 2.1099470899470902)","(5.0, 6.2, 5.788235294117647)","(9.0, 11.5, 11.10377358490566)","(7.5, 9.4, 9.066666666666666)","(101.0, 240.0, 235.65217391304347)"
08-01-2023 13:43:14.951209,"(13.0, 17.0, 16.3)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.30769230769231)","(1.85, 2.12, 2.1099470899470902)","(5.0, 6.2, 5.788235294117647)","(9.0, 11.5, 11.10377358490566)","(7.5, 9.4, 9.066666666666666)","(101.0, 240.0, 222.5)"
08-01-2023 13:43:15.924814,"(13.0, 17.0, 16.3)","(10.0, 14.0, 13.597826086956522)","(31.0, 55.0, 50.9375)","(1.85, 2.12, 2.1099470899470902)","(5.0, 6.2, 5.788235294117647)","(9.0, 11.5, 11.10377358490566)","(7.5, 9.4, 9.066666666666666)","(101.0, 240.0, 214.0)"
08-01-2023 13:43:16.989192,"(13.0, 17.0, 16.3)","(10.0, 14.0, 13.597826086956522)","(31.0, 55.0, 48.93333333333333)","(1.85, 2.12, 2.103425414364641)","(5.0, 6.2, 5.88)","(9.0, 11.5, 11.180851063829786)","(7.5, 9.4, 9.066666666666666)","(101.0, 230.0, 214.0)"
08-01-2023 13:43:18.083635,"(13.0, 17.0, 16.3)","(10.0, 14.0, 13.5375)","(31.0, 55.0, 48.93333333333333)","(1.85, 2.12, 2.103425414364641)","(5.0, 6.2, 6.035)","(9.0, 11.5, 11.180851063829786)","(7.5, 9.4, 9.066666666666666)","(101.0, 230.0, 225.0)"
08-01-2023 13:43:19.281368,"(13.0, 17.0, 16.928571428571427)","(11.0, 14.0, 13.5375)","(31.0, 55.0, 48.93333333333333)","(1.9, 2.12, 2.0923976608187136)","(5.0, 6.2, 5.969767441860466)","(9.0, 11.5, 11.180851063829786)","(7.5, 9.4, 9.066666666666666)","(101.0, 230.0, 234.16666666666666)"
08-01-2023 13:43:20.474886,"(13.0, 17.0, 16.95)","(11.0, 14.0, 13.5375)","(31.0, 55.0, 48.93333333333333)","(1.9, 2.1, 2.0646808510638297)","(5.0, 6.2, 5.99375)","(9.0, 11.5, 11.180851063829786)","(7.5, 9.4, 9.066666666666666)","(101.0, 240.0, 234.16666666666666)"
08-01-2023 13:43:21.615325,"(13.0, 17.0, 16.966666666666665)","(11.0, 14.0, 13.5375)","(31.0, 55.0, 48.93333333333333)","(1.9, 2.08, 2.0658577405857743)","(5.0, 6.2, 6.089655172413793)","(9.0, 11.5, 11.105263157894736)","(7.5, 9.4, 9.043243243243243)","(101.0, 240.0, 256.42857142857144)"
08-01-2023 13:43:22.768471,"(13.0, 17.0, 16.25)","(11.0, 14.0, 13.5375)","(31.0, 55.0, 48.93333333333333)","(1.9, 2.08, 2.0718324607329843)","(5.0, 6.2, 6.13)","(9.0, 11.5, 11.2)","(7.5, 9.4, 9.054901960784314)","(101.0, 280.0, 242.5)"
08-01-2023 13:43:23.905159,"(13.0, 17.5, 15.714285714285714)","(11.0, 13.5, 13.328947368421053)","(31.0, 55.0, 50.666666666666664)","(1.9, 2.08, 2.070326797385621)","(5.0, 6.2, 6.13)","(9.0, 11.5, 11.2)","(7.5, 9.4, 9.054901960784314)","(101.0, 280.0, 220.0)"
08-01-2023 13:43:24.996299,"(13.0, 17.0, 16.416666666666668)","(11.0, 13.5, 13.403225806451612)","(31.0, 55.0, 50.666666666666664)","(1.85, 2.08, 2.070326797385621)","(5.0, 6.2, 6.13)","(9.0, 11.5, 11.2)","(7.5, 9.4, 9.054901960784314)","(101.0, 280.0, 220.0)"
08-01-2023 13:43:26.199177,"(13.0, 17.0, 16.416666666666668)","(11.0, 13.5, 13.403225806451612)","(31.0, 55.0, 52.30769230769231)","(1.85, 2.08, 2.0698295454545454)","(5.0, 6.2, 6.153333333333333)","(9.0, 11.5, 11.2)","(7.5, 9.4, 9.054901960784314)","(101.0, 280.0, 220.0)"
08-01-2023 13:43:27.323030,"(13.0, 17.0, 16.5625)","(11.0, 13.5, 13.416666666666666)","(31.0, 60.0, 55.0)","(1.85, 2.08, 2.0698295454545454)","(5.0, 6.2, 6.153333333333333)","(9.0, 11.5, 11.2)","(7.5, 9.4, 9.054901960784314)","(101.0, 280.0, 238.0)"
08-01-2023 13:43:28.468496,"(13.0, 17.0, 16.416666666666668)","(11.0, 13.5, 13.3)","(31.0, 55.0, 54.125)","(1.85, 2.08, 2.069623188405797)","(5.0, 6.2, 6.15483870967742)","(9.0, 11.5, 11.279411764705882)","(7.5, 9.4, 9.054901960784314)","(101.0, 280.0, 227.5)"
08-01-2023 13:43:29.573878,"(13.0, 17.0, 16.416666666666668)","(11.0, 13.5, 13.3)","(31.0, 55.0, 54.125)","(1.85, 2.08, 2.069623188405797)","(5.0, 6.2, 6.15483870967742)","(9.0, 11.5, 11.365384615384615)","(7.5, 9.4, 9.109890109890111)","(101.0, 280.0, 238.0)"
08-01-2023 13:43:30.696012,"(13.0, 17.0, 15.95)","(11.0, 13.5, 13.433333333333334)","(31.0, 55.0, 54.54545454545455)","(1.85, 2.08, 2.0686010362694303)","(5.0, 6.2, 6.15483870967742)","(9.0, 11.5, 11.365384615384615)","(7.5, 9.4, 9.109890109890111)","(101.0, 280.0, 250.0)"
08-01-2023 13:43:31.847798,"(13.0, 17.5, 17.27777777777778)","(11.0, 13.5, 13.433333333333334)","(31.0, 55.0, 54.54545454545455)","(1.85, 2.08, 2.0686010362694303)","(5.0, 6.2, 6.15483870967742)","(9.0, 11.5, 11.347826086956522)","(7.5, 9.4, 9.109890109890111)","(101.0, 280.0, 254.28571428571428)"
08-01-2023 13:43:32.947170,"(13.0, 17.5, 17.0)","(11.0, 13.5, 13.36111111111111)","(31.0, 60.0, 56.666666666666664)","(1.85, 2.08, 2.0686010362694303)","(5.0, 6.2, 6.148148148148148)","(9.0, 11.5, 11.347826086956522)","(7.5, 9.4, 9.103370786516855)","(101.0, 280.0, 254.28571428571428)"
08-01-2023 13:43:34.059185,"(13.0, 17.5, 17.40909090909091)","(11.0, 13.5, 13.36111111111111)","(31.0, 60.0, 56.666666666666664)","(1.85, 2.08, 2.0686010362694303)","(5.0, 6.2, 6.125)","(9.0, 11.5, 11.347826086956522)","(7.5, 9.4, 9.103370786516855)","(101.0, 280.0, 250.0)"
08-01-2023 13:43:35.142409,"(13.0, 17.5, 17.426829268292682)","(11.0, 13.5, 13.028846153846153)","(31.0, 70.0, 59.523809523809526)","(1.85, 2.08, 2.068355091383812)","(5.0, 6.2, 6.301470588235294)","(9.0, 11.5, 11.347826086956522)","(7.5, 9.4, 9.103370786516855)","(101.0, 280.0, 242.5)"
08-01-2023 13:43:36.189510,"(13.0, 17.5, 17.428571428571427)","(11.0, 13.5, 12.973118279569892)","(31.0, 65.0, 61.53846153846153)","(1.85, 2.08, 2.068355091383812)","(5.0, 6.4, 6.205970149253732)","(9.0, 11.5, 11.347826086956522)","(7.5, 9.4, 9.040816326530612)","(101.0, 280.0, 258.57142857142856)"
08-01-2023 13:43:37.273656,"(13.0, 17.5, 17.433333333333334)","(11.0, 13.5, 12.757575757575758)","(31.0, 65.0, 61.53846153846153)","(1.85, 2.08, 2.067906976744186)","(5.0, 6.4, 6.011940298507462)","(9.0, 11.5, 11.347826086956522)","(7.5, 9.4, 9.103370786516855)","(101.0, 280.0, 256.0)"
08-01-2023 13:43:38.416203,"(13.0, 17.5, 17.433333333333334)","(11.0, 13.5, 12.838709677419354)","(31.0, 65.0, 60.0)","(1.85, 2.08, 2.067906976744186)","(5.0, 6.4, 6.011940298507462)","(9.0, 11.5, 11.148148148148149)","(7.5, 9.4, 9.103370786516855)","(101.0, 280.0, 250.0)"
08-01-2023 13:43:39.862948,"(13.0, 17.5, 17.433333333333334)","(11.0, 13.0, 12.903846153846153)","(31.0, 65.0, 62.22222222222222)","(1.85, 2.08, 2.067906976744186)","(5.0, 6.4, 6.011940298507462)","(9.0, 12.0, 11.148148148148149)","(7.5, 9.4, 9.103370786516855)","(101.0, 280.0, 262.85714285714283)"
08-01-2023 13:43:41.061504,"(13.0, 17.5, 17.1)","(11.0, 13.0, 12.903846153846153)","(31.0, 65.0, 62.22222222222222)","(1.85, 2.08, 2.0673170731707318)","(5.0, 6.4, 6.038888888888889)","(9.0, 12.0, 11.148148148148149)","(7.5, 9.4, 9.103370786516855)","(101.0, 280.0, 255.71428571428572)"
08-01-2023 13:43:42.244863,"(13.0, 17.5, 17.1)","(11.0, 13.0, 12.886363636363637)","(31.0, 65.0, 62.22222222222222)","(1.85, 2.08, 2.0681818181818183)","(5.0, 6.4, 6.038888888888889)","(9.0, 12.0, 11.148148148148149)","(7.5, 9.4, 9.085714285714285)","(101.0, 290.0, 257.5)"
08-01-2023 13:43:43.421513,"(13.0, 16.5, 16.486486486486488)","(11.0, 13.0, 12.886363636363637)","(31.0, 65.0, 62.22222222222222)","(1.85, 2.08, 2.0681818181818183)","(5.0, 6.4, 6.038888888888889)","(9.0, 12.0, 11.148148148148149)","(7.5, 9.4, 9.085714285714285)","(101.0, 280.0, 257.5)"
08-01-2023 13:43:44.598877,"(13.0, 16.5, 16.485714285714284)","(11.0, 13.0, 12.886363636363637)","(31.0, 65.0, 62.22222222222222)","(1.85, 2.08, 2.065945945945946)","(5.0, 6.4, 6.0285714285714285)","(9.0, 12.0, 11.148148148148149)","(7.5, 9.4, 9.085714285714285)","(101.0, 280.0, 257.5)"
08-01-2023 13:43:45.881860,"(13.0, 17.5, 17.166666666666668)","(11.0, 13.0, 12.886363636363637)","(31.0, 65.0, 62.22222222222222)","(1.85, 2.08, 2.063225806451613)","(5.0, 6.4, 6.0285714285714285)","(9.0, 12.0, 11.123809523809523)","(7.5, 9.4, 9.085714285714285)","(101.0, 280.0, 257.5)"
08-01-2023 13:43:47.131680,"(13.0, 17.5, 17.166666666666668)","(11.0, 13.0, 12.886363636363637)","(31.0, 65.0, 62.22222222222222)","(1.85, 2.08, 2.0573333333333332)","(5.0, 6.4, 6.057894736842106)","(9.0, 12.0, 11.106796116504855)","(7.5, 9.4, 9.033333333333333)","(101.0, 280.0, 257.5)"
08-01-2023 13:43:48.346304,"(13.0, 17.5, 17.3)","(11.0, 13.0, 12.886363636363637)","(31.0, 65.0, 62.22222222222222)","(1.85, 2.06, 2.06365296803653)","(5.0, 6.4, 6.129411764705883)","(9.0, 12.0, 11.021739130434783)","(7.5, 9.4, 9.040816326530612)","(101.0, 280.0, 257.5)"
08-01-2023 13:43:49.462533,"(13.0, 17.5, 17.3)","(11.0, 13.0, 12.886363636363637)","(31.0, 65.0, 62.22222222222222)","(1.85, 2.08, 2.06365296803653)","(5.0, 6.2, 6.153846153846154)","(9.0, 11.5, 11.021739130434783)","(7.5, 9.4, 9.040816326530612)","(101.0, 280.0, 257.5)"
08-01-2023 13:43:50.544590,"(13.0, 17.5, 17.346153846153847)","(11.0, 12.0, 11.51552795031056)","(31.0, 65.0, 62.22222222222222)","(1.85, 2.08, 2.072888888888889)","(5.0, 6.2, 6.172093023255814)","(9.0, 11.5, 11.14516129032258)","(7.5, 9.4, 9.111475409836066)","(101.0, 280.0, 257.5)"
08-01-2023 13:43:51.631601,"(13.0, 17.5, 17.333333333333332)","(11.0, 12.0, 11.580555555555556)","(31.0, 65.0, 62.22222222222222)","(1.85, 2.08, 2.092)","(5.0, 6.2, 6.172093023255814)","(9.0, 11.5, 11.14516129032258)","(7.5, 9.4, 9.111475409836066)","(101.0, 280.0, 257.5)"
08-01-2023 13:43:52.834196,"(13.0, 17.5, 17.333333333333332)","(11.0, 12.0, 11.587431693989071)","(31.0, 65.0, 60.833333333333336)","(1.85, 2.1, 2.0910835913312695)","(5.0, 6.2, 6.167567567567568)","(9.0, 11.5, 11.173913043478262)","(7.5, 9.4, 9.08)","(101.0, 280.0, 257.5)"
08-01-2023 13:43:54.057493,"(13.0, 17.5, 17.3)","(11.0, 13.5, 12.767857142857142)","(31.0, 65.0, 61.875)","(1.85, 2.1, 2.0911926605504587)","(5.0, 6.2, 6.167567567567568)","(9.0, 12.0, 11.194915254237289)","(7.5, 9.4, 9.074074074074074)","(101.0, 280.0, 257.5)"
08-01-2023 13:43:55.403362,"(13.0, 17.5, 17.3)","(11.0, 13.5, 12.767857142857142)","(31.0, 65.0, 63.46153846153846)","(1.85, 2.1, 2.079233716475096)","(5.0, 6.2, 6.167567567567568)","(9.0, 12.0, 11.194915254237289)","(7.5, 9.4, 9.040816326530612)","(101.0, 280.0, 257.5)"
08-01-2023 13:43:56.627209,"(13.0, 17.5, 17.1)","(11.0, 13.5, 12.767857142857142)","(31.0, 65.0, 63.421052631578945)","(1.85, 2.08, 2.079233716475096)","(5.0, 6.2, 6.167567567567568)","(9.0, 12.0, 11.194915254237289)","(7.5, 9.4, 9.040816326530612)","(101.0, 280.0, 267.14285714285717)"
08-01-2023 13:43:57.764827,"(13.0, 17.5, 17.1)","(11.0, 13.5, 12.767857142857142)","(31.0, 65.0, 58.5)","(1.85, 2.08, 2.0704950495049506)","(5.0, 6.2, 6.167567567567568)","(9.0, 12.0, 11.194915254237289)","(7.5, 9.4, 9.040816326530612)","(101.0, 290.0, 267.14285714285717)"
08-01-2023 13:43:58.859975,"(13.0, 17.5, 17.1)","(11.0, 13.5, 12.827868852459016)","(31.0, 65.0, 58.5)","(1.85, 2.08, 2.077315436241611)","(5.0, 6.2, 6.167567567567568)","(9.0, 12.0, 11.194915254237289)","(7.5, 9.4, 9.040816326530612)","(101.0, 290.0, 267.14285714285717)"
