,Bethencourt,Five Crowns,Momack,Shaka Rock,Galaxy Belle,Awesome Lad,Diva Bella,Showtime Lady,Oakfield Prince,Sonic Tycoon,Burning Need,La Jolie Fille,Ella Te Ama,Izfallingdown,Tornado Light
15-12-2022 15:54:45.226085,"(6.5, 8.6, 8.06282722513089)","(21.0, 27.0, 26.83116883116883)","(11.0, 14.0, 13.514285714285714)","(61.0, 80.0, 79.25)","(7.0, 9.2, 8.984313725490196)","(6.5, 6.8, 6.777849117174959)","(17.0, 21.0, 20.81081081081081)","(12.0, 12.5, 12.38888888888889)","(26.0, 27.0, 26.88888888888889)","(7.0, 8.6, 8.471698113207546)","(10.0, 11.5, 11.055555555555555)","(26.0, 32.0, 30.785714285714285)","(11.0, 14.5, 13.922222222222222)","(81.0, 90.0, 88.72549019607843)","(101.0, 350.0, 346.25)"
15-12-2022 15:54:46.873507,"(6.5, 8.4, 7.925714285714285)","(21.0, 27.0, 26.86111111111111)","(11.0, 14.0, 13.216666666666667)","(61.0, 80.0, 74.28571428571429)","(7.0, 9.2, 9.066666666666666)","(6.5, 6.8, 6.984079601990049)","(17.0, 21.0, 20.805555555555557)","(12.0, 12.5, 12.358024691358025)","(26.0, 26.0, 25.51818181818182)","(7.0, 8.6, 8.507142857142856)","(10.0, 11.5, 11.182926829268293)","(26.0, 32.0, 30.91358024691358)","(11.0, 14.5, 14.08)","(81.0, 90.0, 89.11764705882354)","(101.0, 350.0, 332.72727272727275)"
15-12-2022 15:54:48.607177,"(6.5, 8.0, 7.958282208588957)","(21.0, 27.0, 26.939393939393938)","(12.0, 13.5, 13.128205128205128)","(61.0, 85.0, 78.33333333333333)","(7.0, 9.2, 9.044897959183674)","(6.5, 7.0, 6.913207547169812)","(17.0, 21.0, 20.75)","(11.0, 13.0, 12.821428571428571)","(26.0, 26.0, 25.47)","(7.0, 8.6, 8.507142857142856)","(10.0, 11.5, 10.841772151898734)","(26.0, 32.0, 30.988505747126435)","(11.0, 14.5, 13.975)","(81.0, 90.0, 89.28571428571429)","(101.0, 360.0, 332.72727272727275)"
15-12-2022 15:54:50.264793,"(6.5, 8.0, 7.958282208588957)","(21.0, 27.0, 26.939393939393938)","(12.0, 13.5, 13.128205128205128)","(61.0, 80.0, 77.85714285714286)","(7.0, 9.2, 8.852442159383035)","(6.5, 7.0, 6.941025641025641)","(17.0, 21.0, 20.871794871794872)","(11.0, 13.0, 13.038461538461538)","(26.0, 26.0, 25.396551724137932)","(7.0, 8.6, 8.512849162011173)","(10.0, 11.5, 10.668803418803419)","(26.0, 32.0, 30.97674418604651)","(11.0, 14.5, 13.96551724137931)","(81.0, 90.0, 89.27083333333333)","(101.0, 360.0, 332.72727272727275)"
15-12-2022 15:54:51.910452,"(6.5, 8.0, 7.899415204678363)","(21.0, 27.0, 26.939393939393938)","(12.0, 13.5, 13.06060606060606)","(61.0, 80.0, 77.85714285714286)","(7.0, 9.2, 8.852442159383035)","(6.5, 7.0, 6.941025641025641)","(17.0, 21.0, 20.871794871794872)","(12.0, 13.5, 13.210526315789474)","(26.0, 26.0, 25.474074074074075)","(7.0, 8.6, 8.503703703703703)","(10.0, 11.0, 10.612627986348123)","(26.0, 32.0, 31.10204081632653)","(11.0, 14.0, 13.76086956521739)","(81.0, 90.0, 89.33962264150944)","(101.0, 360.0, 333.9130434782609)"
15-12-2022 15:54:53.616590,"(6.5, 8.0, 7.82125)","(21.0, 27.0, 26.95)","(12.0, 13.5, 13.221153846153847)","(61.0, 80.0, 78.5)","(7.0, 9.0, 8.69375)","(6.5, 7.0, 7.021052631578947)","(17.0, 21.0, 21.227272727272727)","(12.0, 13.5, 13.054054054054054)","(26.0, 26.0, 25.538961038961038)","(7.0, 8.6, 8.528767123287672)","(10.0, 11.0, 10.634615384615385)","(26.0, 32.0, 31.511627906976745)","(11.0, 14.0, 13.865853658536585)","(81.0, 90.0, 89.7)","(101.0, 360.0, 350.6666666666667)"
15-12-2022 15:54:55.254902,"(6.5, 8.0, 7.864114832535885)","(21.0, 28.0, 27.027027027027028)","(12.0, 13.5, 13.24561403508772)","(61.0, 80.0, 78.33333333333333)","(7.0, 9.0, 8.69375)","(6.5, 7.2, 7.021052631578947)","(17.0, 22.0, 21.227272727272727)","(11.0, 13.5, 13.291304347826086)","(21.0, 26.0, 25.538961038961038)","(7.0, 8.6, 8.5752688172043)","(10.0, 11.0, 10.635416666666666)","(26.0, 32.0, 31.31958762886598)","(11.0, 14.0, 13.776649746192893)","(71.0, 90.0, 89.6078431372549)","(101.0, 360.0, 350.6666666666667)"
15-12-2022 15:54:56.934603,"(6.5, 8.0, 7.864761904761905)","(21.0, 28.0, 27.379310344827587)","(12.0, 13.5, 13.224489795918368)","(61.0, 80.0, 78.75)","(7.0, 9.0, 8.723076923076924)","(6.5, 7.2, 7.117073170731707)","(17.0, 22.0, 21.244444444444444)","(12.0, 13.5, 13.291304347826086)","(21.0, 26.0, 25.538961038961038)","(7.0, 8.6, 8.574585635359115)","(10.0, 11.0, 10.544303797468354)","(26.0, 32.0, 31.359223300970875)","(11.0, 14.0, 13.348214285714286)","(71.0, 90.0, 89.80392156862744)","(101.0, 360.0, 350.6666666666667)"
15-12-2022 15:54:58.624967,"(6.5, 8.0, 7.86797385620915)","(21.0, 28.0, 27.41176470588235)","(12.0, 13.5, 13.482758620689655)","(61.0, 80.0, 78.5)","(7.0, 9.0, 8.657142857142857)","(6.5, 7.2, 7.15072463768116)","(17.0, 22.0, 21.43076923076923)","(12.0, 13.5, 13.058823529411764)","(21.0, 26.0, 25.56050955414013)","(7.0, 8.6, 8.561666666666666)","(10.0, 11.0, 10.18716577540107)","(26.0, 32.0, 31.076923076923077)","(11.0, 13.5, 13.42896174863388)","(71.0, 90.0, 89.9)","(101.0, 360.0, 350.6666666666667)"
15-12-2022 15:55:00.248272,"(6.5, 8.0, 7.850704225352112)","(21.0, 28.0, 27.406779661016948)","(12.0, 13.5, 13.480952380952381)","(61.0, 80.0, 78.88888888888889)","(7.0, 9.0, 8.716666666666667)","(6.5, 7.2, 7.321495327102804)","(18.0, 22.0, 21.44943820224719)","(12.0, 13.5, 13.2)","(21.0, 26.0, 25.58682634730539)","(7.0, 8.6, 8.567832167832167)","(10.0, 11.0, 10.352051835853132)","(26.0, 32.0, 31.17808219178082)","(11.0, 13.5, 13.435643564356436)","(81.0, 90.0, 89.90566037735849)","(101.0, 360.0, 350.8333333333333)"
15-12-2022 15:55:01.888260,"(6.5, 8.0, 7.8853333333333335)","(21.0, 28.0, 27.204545454545453)","(12.0, 13.5, 13.480952380952381)","(61.0, 85.0, 78.88888888888889)","(7.0, 9.0, 8.716666666666667)","(6.5, 7.4, 7.321495327102804)","(18.0, 22.0, 21.44943820224719)","(12.0, 13.5, 13.2)","(21.0, 26.0, 25.58682634730539)","(7.0, 8.6, 8.567832167832167)","(10.0, 11.0, 10.352051835853132)","(26.0, 32.0, 31.17808219178082)","(11.0, 13.5, 13.435643564356436)","(81.0, 90.0, 89.90566037735849)","(101.0, 360.0, 350.8333333333333)"
15-12-2022 15:55:03.462442,"(6.5, 7.8, 7.763934426229508)","(21.0, 28.0, 27.52112676056338)","(12.0, 13.5, 13.483193277310924)","(61.0, 80.0, 79.41176470588235)","(7.0, 8.8, 8.711428571428572)","(6.5, 7.4, 7.33225806451613)","(18.0, 22.0, 21.533980582524272)","(12.0, 13.5, 13.311224489795919)","(21.0, 26.0, 25.649425287356323)","(7.0, 8.6, 8.564285714285713)","(10.0, 11.0, 10.383333333333333)","(26.0, 32.0, 30.928571428571427)","(11.0, 13.5, 13.4725)","(81.0, 95.0, 93.28125)","(101.0, 360.0, 350.8333333333333)"
15-12-2022 15:55:05.044391,"(6.5, 7.8, 7.742222222222222)","(21.0, 28.0, 27.55263157894737)","(12.0, 13.5, 13.483333333333333)","(61.0, 80.0, 79.5)","(7.0, 9.0, 8.767857142857142)","(6.5, 7.0, 6.9067357512953365)","(18.0, 22.0, 21.555555555555557)","(12.0, 13.5, 13.34959349593496)","(21.0, 26.0, 25.661290322580644)","(7.0, 8.6, 8.576767676767677)","(10.0, 11.0, 10.531645569620252)","(26.0, 32.0, 31.0625)","(11.0, 13.5, 13.45353982300885)","(71.0, 95.0, 91.94444444444444)","(101.0, 360.0, 351.53846153846155)"
15-12-2022 15:55:06.835899,"(6.5, 7.8, 7.713333333333333)","(21.0, 28.0, 27.569620253164558)","(12.0, 13.5, 13.716981132075471)","(61.0, 80.0, 79.41176470588235)","(7.0, 9.0, 8.725301204819278)","(6.5, 7.0, 6.959433962264151)","(18.0, 22.0, 21.86764705882353)","(12.0, 13.5, 13.409090909090908)","(21.0, 26.0, 25.701570680628272)","(7.0, 8.6, 8.534020618556701)","(10.0, 11.0, 10.307439824945295)","(26.0, 32.0, 31.0)","(11.0, 13.5, 13.572222222222223)","(81.0, 95.0, 89.38775510204081)","(101.0, 360.0, 352.14285714285717)"
15-12-2022 15:55:08.408327,"(6.5, 7.8, 7.670520231213873)","(21.0, 28.0, 27.662790697674417)","(12.0, 14.0, 13.462686567164178)","(61.0, 80.0, 79.41176470588235)","(7.0, 8.8, 8.741176470588234)","(6.5, 7.0, 6.960550458715597)","(18.0, 22.0, 21.608695652173914)","(12.0, 13.5, 13.409090909090908)","(21.0, 26.0, 25.701570680628272)","(7.0, 8.6, 8.534020618556701)","(10.0, 10.5, 10.240582191780822)","(26.0, 32.0, 31.0)","(11.0, 14.0, 13.785276073619633)","(81.0, 90.0, 89.45652173913044)","(101.0, 360.0, 352.14285714285717)"
15-12-2022 15:55:10.176728,"(6.5, 7.8, 7.670520231213873)","(21.0, 28.0, 27.753246753246753)","(12.0, 13.5, 13.445652173913043)","(61.0, 80.0, 79.41176470588235)","(7.0, 9.0, 8.776)","(6.5, 7.0, 6.962445414847162)","(18.0, 22.0, 21.64)","(12.0, 13.5, 13.410344827586206)","(21.0, 26.0, 25.62987012987013)","(7.0, 8.6, 8.520987654320988)","(10.0, 10.5, 10.217877094972067)","(26.0, 32.0, 31.022222222222222)","(11.0, 14.0, 13.778481012658228)","(71.0, 90.0, 89.45652173913044)","(101.0, 360.0, 352.14285714285717)"
15-12-2022 15:55:11.861272,"(6.5, 7.8, 7.665536723163841)","(21.0, 28.0, 27.872340425531913)","(12.0, 13.5, 13.651162790697674)","(61.0, 80.0, 78.33333333333333)","(7.0, 9.0, 8.873469387755103)","(6.5, 7.0, 7.152941176470589)","(18.0, 22.0, 21.821428571428573)","(12.0, 13.5, 13.585271317829458)","(21.0, 26.0, 25.83809523809524)","(7.0, 8.6, 8.537864077669903)","(10.0, 10.5, 10.239690721649485)","(26.0, 32.0, 31.137254901960784)","(11.0, 14.0, 13.758620689655173)","(71.0, 90.0, 89.88095238095238)","(101.0, 360.0, 352.14285714285717)"
15-12-2022 15:55:13.641315,"(6.5, 7.8, 7.691818181818181)","(21.0, 28.0, 27.872340425531913)","(12.0, 14.0, 13.655555555555555)","(61.0, 85.0, 78.23529411764706)","(7.0, 9.0, 8.883333333333333)","(6.5, 7.2, 7.190909090909091)","(18.0, 22.0, 21.833333333333332)","(12.0, 14.0, 13.590909090909092)","(21.0, 26.0, 25.81)","(7.0, 8.6, 8.540186915887851)","(10.0, 10.5, 10.24102564102564)","(26.0, 32.0, 31.153846153846153)","(11.0, 14.0, 13.761904761904763)","(81.0, 90.0, 92.77777777777777)","(101.0, 360.0, 352.14285714285717)"
15-12-2022 15:55:15.240169,"(6.5, 7.8, 7.692511013215859)","(21.0, 28.0, 27.5)","(12.0, 14.0, 13.640350877192983)","(61.0, 85.0, 78.42857142857143)","(7.0, 9.0, 8.848979591836736)","(6.5, 7.2, 7.185858585858586)","(18.0, 22.0, 21.821428571428573)","(12.0, 14.0, 13.505813953488373)","(21.0, 26.0, 25.9010989010989)","(7.0, 8.6, 8.478378378378379)","(10.0, 10.5, 10.24442538593482)","(26.0, 32.0, 30.9375)","(11.0, 14.0, 13.756944444444445)","(81.0, 95.0, 92.77777777777777)","(101.0, 360.0, 352.14285714285717)"
15-12-2022 15:55:16.939800,"(6.5, 7.8, 7.688235294117646)","(21.0, 28.0, 27.53846153846154)","(12.0, 14.0, 13.396396396396396)","(61.0, 85.0, 78.42857142857143)","(7.0, 9.0, 8.770542635658915)","(6.5, 7.2, 7.3728155339805825)","(18.0, 22.0, 21.821428571428573)","(12.0, 14.0, 13.505813953488373)","(21.0, 26.0, 25.9010989010989)","(7.0, 8.6, 8.469565217391304)","(10.0, 10.5, 10.111979166666666)","(26.0, 32.0, 30.9375)","(12.0, 14.0, 13.71774193548387)","(81.0, 95.0, 92.55102040816327)","(101.0, 360.0, 352.14285714285717)"
15-12-2022 15:55:18.567538,"(6.5, 7.6, 7.536842105263158)","(21.0, 28.0, 27.53846153846154)","(12.0, 13.5, 13.403361344537815)","(61.0, 85.0, 78.61111111111111)","(7.0, 9.0, 8.78235294117647)","(6.5, 7.4, 7.376271186440678)","(18.0, 22.0, 21.86842105263158)","(12.0, 14.0, 13.18426103646833)","(21.0, 26.0, 25.90625)","(7.0, 8.6, 8.476315789473684)","(10.0, 10.5, 10.121827411167512)","(26.0, 32.0, 30.98507462686567)","(12.0, 14.0, 13.71830985915493)","(81.0, 95.0, 92.6)","(101.0, 360.0, 352.14285714285717)"
15-12-2022 15:55:20.229232,"(6.5, 7.6, 7.558904109589041)","(21.0, 28.0, 27.647058823529413)","(12.0, 13.5, 13.403361344537815)","(61.0, 85.0, 78.61111111111111)","(7.0, 9.0, 8.793006993006992)","(6.5, 7.4, 7.367058823529412)","(18.0, 22.0, 21.86842105263158)","(12.0, 14.0, 13.19047619047619)","(21.0, 26.0, 25.902173913043477)","(7.0, 8.6, 8.216326530612244)","(10.0, 10.5, 10.157471264367816)","(26.0, 32.0, 30.98507462686567)","(12.0, 14.0, 13.72027972027972)","(71.0, 95.0, 92.6)","(101.0, 360.0, 350.8333333333333)"
15-12-2022 15:55:21.805199,"(6.5, 7.6, 7.55)","(21.0, 28.0, 27.625)","(12.0, 13.5, 13.403361344537815)","(61.0, 85.0, 78.61111111111111)","(7.0, 9.0, 8.793006993006992)","(6.5, 7.4, 7.367058823529412)","(18.0, 22.0, 21.871794871794872)","(12.0, 14.0, 13.193548387096774)","(21.0, 26.0, 25.933333333333334)","(7.0, 8.6, 8.245901639344261)","(10.0, 10.5, 10.193446088794927)","(26.0, 32.0, 31.0)","(12.0, 14.0, 13.976190476190476)","(71.0, 95.0, 99.61538461538461)","(101.0, 360.0, 351.53846153846155)"
15-12-2022 15:55:23.433910,"(6.5, 7.6, 7.493617021276595)","(21.0, 27.0, 26.95)","(12.0, 14.0, 13.623188405797102)","(61.0, 85.0, 78.61111111111111)","(7.0, 9.0, 8.816793893129772)","(6.5, 7.4, 7.361111111111112)","(18.0, 22.0, 21.878048780487806)","(12.0, 14.0, 13.192015209125476)","(21.0, 26.0, 25.939393939393938)","(7.0, 8.6, 8.366666666666667)","(10.0, 10.5, 10.066666666666666)","(26.0, 32.0, 30.953846153846154)","(12.0, 14.5, 13.916666666666666)","(71.0, 110.0, 92.0)","(101.0, 360.0, 351.53846153846155)"
15-12-2022 15:55:25.025471,"(6.5, 7.6, 7.4795180722891565)","(21.0, 27.0, 26.902439024390244)","(12.0, 14.0, 13.572916666666666)","(61.0, 85.0, 78.78378378378379)","(7.0, 9.0, 8.725301204819278)","(6.5, 7.4, 7.361111111111112)","(18.0, 22.0, 21.878048780487806)","(12.0, 14.0, 13.192015209125476)","(21.0, 26.0, 25.939393939393938)","(7.0, 8.4, 8.366666666666667)","(10.0, 10.5, 10.0)","(26.0, 32.0, 31.08108108108108)","(12.0, 14.5, 13.993421052631579)","(71.0, 110.0, 92.0)","(101.0, 360.0, 351.53846153846155)"
15-12-2022 15:55:26.660977,"(6.5, 7.8, 7.695180722891566)","(21.0, 28.0, 26.53793103448276)","(12.0, 14.0, 13.79611650485437)","(61.0, 85.0, 80.47169811320755)","(7.0, 8.6, 8.528947368421052)","(6.5, 7.2, 7.090909090909091)","(18.0, 23.0, 22.91304347826087)","(12.0, 14.0, 13.594405594405595)","(21.0, 27.0, 26.142857142857142)","(7.0, 8.4, 8.389090909090909)","(10.0, 10.0, 10.260330578512397)","(26.0, 32.0, 31.185185185185183)","(11.0, 14.5, 13.66304347826087)","(81.0, 110.0, 91.875)","(101.0, 360.0, 351.53846153846155)"
15-12-2022 15:55:28.243188,"(6.5, 7.8, 7.695180722891566)","(21.0, 28.0, 26.53793103448276)","(12.0, 14.0, 13.36936936936937)","(61.0, 85.0, 79.28571428571429)","(7.0, 8.6, 8.524590163934427)","(6.5, 7.2, 6.987134502923976)","(18.0, 23.0, 22.91111111111111)","(12.0, 14.0, 13.597222222222221)","(21.0, 27.0, 26.2)","(7.0, 8.4, 8.284507042253521)","(10.0, 10.5, 10.258992805755396)","(26.0, 32.0, 31.2)","(11.0, 14.5, 13.704081632653061)","(81.0, 100.0, 91.875)","(101.0, 360.0, 351.53846153846155)"
15-12-2022 15:55:29.830396,"(6.5, 7.8, 7.7054347826086955)","(21.0, 28.0, 26.57718120805369)","(12.0, 13.5, 13.384462151394422)","(61.0, 85.0, 79.8936170212766)","(7.0, 8.6, 8.581249999999999)","(6.5, 7.0, 6.986585365853658)","(18.0, 23.0, 22.869565217391305)","(12.0, 14.0, 13.630573248407643)","(21.0, 27.0, 26.333333333333332)","(7.0, 8.6, 8.417886178861789)","(10.0, 10.5, 10.346330275229358)","(26.0, 32.0, 31.352941176470587)","(12.0, 14.5, 13.885826771653543)","(81.0, 100.0, 95.80645161290323)","(101.0, 360.0, 352.14285714285717)"
15-12-2022 15:55:31.435310,"(6.5, 7.8, 7.640650406504065)","(21.0, 28.0, 26.738095238095237)","(12.0, 13.5, 13.384462151394422)","(61.0, 85.0, 80.10204081632654)","(7.0, 8.6, 8.584615384615384)","(6.5, 7.0, 6.987777777777778)","(18.0, 23.0, 21.741935483870968)","(12.0, 14.0, 13.588652482269504)","(21.0, 27.0, 26.454545454545453)","(7.0, 8.6, 8.44)","(10.0, 10.5, 10.256598240469208)","(26.0, 32.0, 31.352941176470587)","(12.0, 14.5, 13.885826771653543)","(81.0, 100.0, 96.48648648648648)","(101.0, 360.0, 352.14285714285717)"
15-12-2022 15:55:33.063994,"(6.5, 8.0, 7.876119402985075)","(21.0, 28.0, 26.745562130177515)","(12.0, 13.5, 13.388461538461538)","(61.0, 85.0, 80.10204081632654)","(7.0, 8.6, 8.584615384615384)","(6.5, 7.0, 6.989071038251366)","(18.0, 22.0, 21.6734693877551)","(12.0, 14.0, 13.524590163934427)","(21.0, 27.0, 26.555555555555557)","(7.0, 8.6, 8.432876712328767)","(9.5, 10.5, 10.313483146067416)","(26.0, 32.0, 31.428571428571427)","(12.0, 14.5, 13.364035087719298)","(81.0, 100.0, 96.06060606060606)","(101.0, 360.0, 352.6666666666667)"
15-12-2022 15:55:34.667309,"(6.5, 8.0, 7.888524590163934)","(21.0, 28.0, 26.75294117647059)","(12.0, 14.0, 13.710526315789474)","(61.0, 85.0, 80.2)","(7.0, 8.6, 8.58279569892473)","(6.5, 7.0, 6.995604395604396)","(18.0, 22.0, 21.61904761904762)","(12.0, 14.0, 13.40268456375839)","(21.0, 27.0, 23.823529411764707)","(7.0, 8.6, 8.437333333333333)","(9.5, 10.5, 10.15843621399177)","(26.0, 32.0, 31.435897435897434)","(12.0, 13.5, 13.630434782608695)","(81.0, 100.0, 96.06060606060606)","(101.0, 360.0, 352.6666666666667)"
15-12-2022 15:55:36.353194,"(6.5, 8.0, 7.937037037037037)","(21.0, 28.0, 26.80225988700565)","(12.0, 14.0, 13.710526315789474)","(61.0, 85.0, 80.2)","(7.0, 8.6, 8.658064516129032)","(6.5, 7.0, 7.091954022988506)","(18.0, 22.0, 21.833333333333332)","(12.0, 13.5, 13.454545454545455)","(21.0, 24.0, 25.5)","(7.0, 8.6, 8.399999999999999)","(9.5, 10.5, 10.118721461187215)","(26.0, 32.0, 31.761194029850746)","(12.0, 14.5, 13.373853211009175)","(81.0, 100.0, 95.66666666666667)","(101.0, 360.0, 352.6666666666667)"
15-12-2022 15:55:38.064279,"(6.5, 8.0, 7.998561151079136)","(21.0, 28.0, 26.86021505376344)","(12.0, 14.0, 13.780821917808218)","(61.0, 85.0, 80.55555555555556)","(7.0, 8.8, 8.652307692307692)","(6.5, 7.2, 7.130337078651685)","(18.0, 22.0, 21.84375)","(12.0, 13.5, 13.456834532374101)","(21.0, 27.0, 26.142857142857142)","(7.0, 8.6, 8.334782608695651)","(10.0, 10.5, 10.12396694214876)","(26.0, 32.0, 31.771428571428572)","(12.0, 13.5, 13.370967741935484)","(81.0, 100.0, 95.65217391304348)","(101.0, 360.0, 352.6666666666667)"
15-12-2022 15:55:39.725627,"(6.5, 8.2, 8.019130434782609)","(21.0, 28.0, 26.87830687830688)","(12.0, 14.0, 13.838541666666666)","(61.0, 85.0, 80.55555555555556)","(7.0, 8.8, 8.595698924731183)","(6.5, 7.2, 7.126315789473685)","(18.0, 22.0, 21.833333333333332)","(12.0, 13.5, 13.456834532374101)","(21.0, 27.0, 25.666666666666668)","(7.0, 8.6, 8.465441176470588)","(10.0, 10.5, 10.300766283524904)","(26.0, 32.0, 31.771428571428572)","(12.0, 13.5, 13.846153846153847)","(81.0, 100.0, 95.65217391304348)","(101.0, 360.0, 334.0)"
15-12-2022 15:55:41.403466,"(6.5, 8.2, 8.021176470588236)","(21.0, 28.0, 26.87830687830688)","(12.0, 14.0, 13.838541666666666)","(61.0, 85.0, 80.55555555555556)","(7.0, 8.6, 8.595698924731183)","(6.5, 7.2, 7.126315789473685)","(18.0, 22.0, 21.833333333333332)","(12.0, 13.5, 13.456834532374101)","(21.0, 27.0, 25.666666666666668)","(7.0, 8.6, 8.465441176470588)","(10.0, 10.5, 10.300766283524904)","(26.0, 32.0, 31.771428571428572)","(12.0, 14.0, 13.61111111111111)","(81.0, 100.0, 95.11627906976744)","(101.0, 340.0, 335.0)"
15-12-2022 15:55:43.041426,"(6.5, 8.2, 7.852173913043478)","(21.0, 28.0, 26.895833333333332)","(12.0, 14.0, 13.85377358490566)","(61.0, 85.0, 80.71428571428571)","(7.0, 8.6, 8.593798449612402)","(6.5, 7.2, 7.141772151898734)","(18.0, 22.0, 21.86111111111111)","(12.0, 13.5, 13.45973154362416)","(21.0, 27.0, 25.22222222222222)","(7.0, 8.6, 8.165765765765766)","(10.0, 10.5, 10.308823529411764)","(26.0, 32.0, 31.789473684210527)","(12.0, 14.5, 13.958149779735683)","(81.0, 100.0, 95.5)","(101.0, 340.0, 333.3333333333333)"
15-12-2022 15:55:44.784180,"(6.5, 8.0, 7.978571428571429)","(21.0, 24.0, 23.569620253164558)","(12.0, 14.0, 13.819672131147541)","(61.0, 85.0, 80.63636363636364)","(7.0, 8.6, 8.595121951219513)","(6.5, 7.2, 7.341935483870968)","(18.0, 22.0, 21.75)","(12.0, 13.5, 13.43142857142857)","(21.0, 27.0, 26.16)","(7.0, 8.2, 8.165137614678898)","(10.0, 10.5, 10.309121621621621)","(26.0, 32.0, 31.789473684210527)","(12.0, 14.5, 13.568181818181818)","(81.0, 100.0, 95.5)","(101.0, 340.0, 333.3333333333333)"
15-12-2022 15:55:46.371314,"(6.5, 8.0, 7.9399999999999995)","(21.0, 24.0, 23.895522388059703)","(12.0, 14.0, 13.857798165137615)","(61.0, 85.0, 80.63636363636364)","(7.0, 8.6, 8.595121951219513)","(6.5, 7.4, 7.3223529411764705)","(18.0, 22.0, 21.73913043478261)","(12.0, 13.5, 13.368852459016393)","(21.0, 27.0, 25.6)","(7.0, 8.2, 8.377777777777778)","(10.0, 10.5, 10.33085501858736)","(26.0, 32.0, 31.789473684210527)","(11.0, 14.5, 13.835135135135134)","(81.0, 100.0, 95.5)","(101.0, 340.0, 333.3333333333333)"
15-12-2022 15:55:48.071445,"(6.5, 8.0, 7.925)","(21.0, 24.0, 23.21212121212121)","(12.0, 14.0, 13.8125)","(61.0, 85.0, 80.71428571428571)","(7.0, 8.6, 8.595555555555555)","(6.5, 7.6, 7.334831460674157)","(18.0, 22.0, 21.529411764705884)","(12.0, 13.5, 13.362857142857143)","(21.0, 27.0, 25.25)","(7.0, 8.4, 8.521212121212121)","(10.0, 10.5, 10.332720588235293)","(26.0, 32.0, 31.764705882352942)","(12.0, 14.5, 13.523809523809524)","(81.0, 100.0, 94.78260869565217)","(101.0, 340.0, 333.6842105263158)"
15-12-2022 15:55:49.652715,"(6.5, 8.0, 7.925)","(21.0, 24.0, 23.31578947368421)","(12.0, 14.0, 13.836206896551724)","(61.0, 85.0, 80.78947368421052)","(7.0, 8.6, 8.711111111111112)","(6.5, 7.6, 7.364)","(18.0, 22.0, 21.6144578313253)","(12.0, 13.5, 13.368852459016393)","(21.0, 27.0, 25.071428571428573)","(7.0, 8.6, 8.410958904109588)","(10.0, 10.5, 10.307692307692308)","(26.0, 32.0, 31.761194029850746)","(12.0, 14.5, 13.608695652173912)","(81.0, 95.0, 94.8)","(101.0, 340.0, 333.6842105263158)"
15-12-2022 15:55:51.252443,"(6.5, 8.0, 7.9714285714285715)","(21.0, 24.0, 23.413793103448278)","(12.0, 14.0, 13.831858407079647)","(61.0, 85.0, 80.78947368421052)","(7.0, 8.8, 8.689655172413794)","(6.5, 7.6, 7.373076923076923)","(18.0, 22.0, 20.423076923076923)","(12.0, 13.5, 13.304878048780488)","(21.0, 27.0, 24.387096774193548)","(7.0, 8.6, 8.177173913043477)","(10.0, 10.5, 10.312206572769954)","(26.0, 32.0, 31.761194029850746)","(12.0, 14.5, 13.477678571428571)","(81.0, 95.0, 94.8)","(101.0, 340.0, 333.6842105263158)"
15-12-2022 15:55:52.856095,"(6.5, 8.0, 7.9944444444444445)","(21.0, 24.0, 23.575)","(12.0, 14.0, 13.962025316455696)","(61.0, 85.0, 81.0655737704918)","(7.0, 8.8, 8.757894736842106)","(6.5, 7.6, 7.442758620689655)","(18.0, 21.0, 20.605263157894736)","(12.0, 13.5, 13.355140186915888)","(21.0, 27.0, 25.5)","(7.0, 8.2, 8.24155844155844)","(10.0, 10.5, 10.259856630824373)","(26.0, 32.0, 33.0)","(12.0, 13.5, 13.627659574468085)","(81.0, 95.0, 94.8)","(101.0, 340.0, 334.7826086956522)"
15-12-2022 15:55:54.521657,"(6.5, 8.4, 8.257142857142858)","(21.0, 24.0, 23.575)","(12.0, 14.0, 13.962025316455696)","(61.0, 85.0, 81.0655737704918)","(7.0, 8.8, 8.748387096774193)","(6.5, 7.6, 7.334883720930232)","(18.0, 21.0, 20.605263157894736)","(12.0, 13.5, 13.212962962962964)","(21.0, 27.0, 25.5)","(7.0, 8.6, 8.397058823529411)","(10.0, 10.5, 10.259856630824373)","(26.0, 34.0, 32.1)","(12.0, 14.5, 13.523809523809524)","(81.0, 95.0, 95.85365853658537)","(101.0, 340.0, 331.42857142857144)"
15-12-2022 15:55:56.090808,"(6.5, 8.4, 8.23030303030303)","(21.0, 24.0, 23.413793103448278)","(12.0, 14.0, 13.924418604651162)","(61.0, 85.0, 81.0655737704918)","(7.0, 8.8, 8.75844155844156)","(6.5, 7.6, 7.232258064516129)","(18.0, 21.0, 20.605263157894736)","(12.0, 13.5, 12.495283018867925)","(21.0, 27.0, 25.137931034482758)","(7.0, 8.6, 8.275294117647059)","(10.0, 10.5, 10.259856630824373)","(26.0, 34.0, 32.1)","(12.0, 14.5, 13.588888888888889)","(81.0, 100.0, 95.85365853658537)","(101.0, 340.0, 331.42857142857144)"
