,Talkerup Nz,Malinjang,Cheddar Made Beta Nz,Royal Princess,Windy Hill Wally,Mister Artikulate,Charlevoix,Midnight Somewhere,Whostolemypigeon
08-12-2022 14:20:03.053244,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.25)","(11.0, 18.0, 15.8)","(51.0, 100.0, 94.22222222222223)","(4.8, 7.0, 5.609090909090909)","(3.1, 4.6, 4.133333333333333)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:04.247103,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.25)","(11.0, 18.0, 15.8)","(51.0, 100.0, 94.22222222222223)","(4.8, 7.0, 5.609090909090909)","(3.1, 4.6, 4.133333333333333)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:05.410829,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.25)","(11.0, 18.0, 15.8)","(51.0, 100.0, 94.44444444444444)","(4.8, 7.0, 5.609090909090909)","(3.1, 4.6, 4.133333333333333)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:06.488740,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.25)","(11.0, 18.0, 15.8)","(51.0, 100.0, 94.44444444444444)","(4.8, 7.0, 5.609090909090909)","(3.1, 4.6, 4.133333333333333)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:07.572749,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.25)","(11.0, 18.0, 15.8)","(51.0, 100.0, 94.44444444444444)","(4.8, 7.0, 5.609090909090909)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:08.781601,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.25)","(11.0, 18.0, 15.8)","(51.0, 100.0, 95.0)","(4.8, 7.0, 5.609090909090909)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:09.991204,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.25)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 7.0, 5.609090909090909)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:11.212663,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.25)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 7.0, 5.609090909090909)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:12.459255,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.25)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 7.0, 5.609090909090909)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:13.730248,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 7.0, 5.633333333333333)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:14.990078,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:16.284022,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:17.600301,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:18.901572,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:20.232992,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:21.480814,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:22.690848,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:23.953464,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:25.137188,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:26.341165,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:27.491701,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:28.624122,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.09375)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:29.819849,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 95.0)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:31.050839,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 92.5)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:32.270663,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 92.5)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:33.639510,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 6.085714285714285)","(11.0, 18.0, 17.266666666666666)","(51.0, 100.0, 92.5)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:34.992857,"(4.4, 99999, 99990)","(10.0, 17.0, 14.0)","(26.0, 99999, 99990)","(5.0, 7.4, 5.53125)","(11.0, 18.0, 16.88888888888889)","(51.0, 100.0, 92.5)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:36.328525,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.4, 5.53125)","(11.0, 18.0, 16.88888888888889)","(51.0, 100.0, 92.5)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:37.653901,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.4, 5.53125)","(11.0, 18.0, 16.88888888888889)","(51.0, 100.0, 90.0)","(4.8, 6.8, 5.633333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:38.888551,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.4, 5.53125)","(11.0, 18.0, 16.88888888888889)","(51.0, 100.0, 90.0)","(4.8, 6.8, 5.733333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:40.162711,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.4, 5.53125)","(11.0, 18.0, 16.88888888888889)","(51.0, 100.0, 90.0)","(4.8, 6.6, 5.733333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:41.416103,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.4, 5.53125)","(11.0, 18.0, 16.88888888888889)","(51.0, 100.0, 90.0)","(4.8, 6.6, 5.733333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:42.709801,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.4, 6.359999999999999)","(11.0, 18.0, 16.88888888888889)","(51.0, 100.0, 90.0)","(4.8, 6.6, 5.733333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:44.029270,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.2, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 6.6, 5.733333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:45.353523,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 6.6, 5.733333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:46.661387,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 6.6, 5.933333333333334)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:47.922081,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 7.2, 6.06)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:49.143120,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 7.2, 6.06)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:50.406255,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 7.2, 6.06)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:51.637720,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 7.2, 6.06)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:52.883310,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 7.2, 6.06)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:54.151102,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 7.2, 6.06)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:55.399462,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 7.2, 6.06)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:56.662672,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 7.2, 6.06)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:57.935206,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 7.2, 6.06)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:20:59.459917,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 7.2, 6.06)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:01.011675,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 7.2, 6.06)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:02.514999,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 90.0)","(4.8, 7.2, 6.06)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:04.002592,"(4.4, 99999, 99990)","(10.0, 17.0, 15.5)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 94.16666666666666)","(4.8, 7.2, 6.06)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:05.469025,"(4.4, 99999, 99990)","(10.0, 17.0, 16.083333333333332)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 94.16666666666666)","(4.8, 7.2, 5.583333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:06.902565,"(4.4, 99999, 99990)","(10.0, 17.0, 16.083333333333332)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 94.16666666666666)","(4.8, 7.0, 5.583333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:08.224900,"(4.4, 99999, 99990)","(10.0, 17.0, 16.083333333333332)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 94.16666666666666)","(4.8, 7.0, 5.583333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:09.592019,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.11111111111111)","(4.8, 7.0, 5.583333333333333)","(3.1, 4.6, 4.166666666666666)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:10.892316,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.0, 6.06)","(3.1, 4.6, 4.064285714285714)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:12.207996,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.6, 3.6566666666666667)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:13.484510,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.5, 3.6566666666666667)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:14.711912,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.5, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:15.980798,"(4.4, 99999, 99990)","(10.0, 17.0, 16.23076923076923)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:17.222726,"(4.4, 99999, 99990)","(10.0, 17.0, 16.23076923076923)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:18.497559,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:19.814626,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:21.175614,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:22.461125,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:23.720516,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:24.995873,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:26.310644,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:27.617640,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:29.013203,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:30.395601,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:31.710736,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:33.107699,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:34.487285,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:35.894366,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:37.258485,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:38.556761,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:39.835028,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:41.087634,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:42.338458,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:43.561993,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:44.823754,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:46.144272,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
08-12-2022 14:21:47.428623,"(4.4, 99999, 99990)","(10.0, 17.0, 13.666666666666666)","(26.0, 99999, 99990)","(5.0, 7.0, 6.24)","(11.0, 18.0, 15.25)","(51.0, 100.0, 96.5)","(4.8, 7.2, 6.06)","(3.1, 4.4, 4.050000000000001)","(10.0, 11.0, 10.8125)"
