,Venting,Stately Star,Laelaps,Alchian,Sheezabigdeel,Master Of Zerprise,Sports Idol,Raise The Colours,If You Leave,Albanian Eagle,Chattering,Bungalally Babe
06-01-2023 13:58:28.286585,"(13.0, 17.5, 17.120535714285715)","(10.0, 11.5, 11.106060606060606)","(4.2, 5.0, 4.948870056497175)","(7.0, 8.2, 8.052252252252252)","(4.6, 5.3, 5.262962962962963)","(21.0, 32.0, 30.684210526315788)","(19.0, 28.0, 26.533333333333335)","(9.0, 12.5, 12.255813953488373)","(10.0, 11.0, 10.929530201342281)","(10.0, 13.5, 13.094202898550725)","(41.0, 60.0, 58.18181818181818)","(101.0, 230.0, 227.14285714285714)"
06-01-2023 13:58:29.707331,"(13.0, 17.5, 17.120535714285715)","(10.0, 11.5, 11.083333333333334)","(4.2, 5.0, 4.948870056497175)","(7.0, 8.2, 7.975342465753425)","(4.6, 5.3, 5.258041958041958)","(21.0, 32.0, 30.684210526315788)","(19.0, 28.0, 26.533333333333335)","(9.0, 12.5, 12.255813953488373)","(10.0, 11.5, 11.062068965517241)","(10.0, 13.5, 13.094202898550725)","(41.0, 60.0, 58.18181818181818)","(101.0, 230.0, 227.14285714285714)"
06-01-2023 13:58:31.104168,"(13.0, 17.5, 17.120535714285715)","(10.0, 11.5, 11.068965517241379)","(4.2, 5.0, 4.946764705882353)","(7.0, 8.2, 7.96)","(4.6, 5.3, 5.261038961038961)","(21.0, 32.0, 30.470588235294116)","(19.0, 28.0, 26.533333333333335)","(9.0, 12.5, 12.11111111111111)","(10.0, 11.5, 10.754545454545454)","(10.0, 13.5, 13.069230769230769)","(41.0, 60.0, 58.18181818181818)","(101.0, 230.0, 227.14285714285714)"
06-01-2023 13:58:32.522351,"(13.0, 17.5, 17.12130177514793)","(10.0, 11.5, 11.173652694610778)","(4.2, 5.0, 4.946764705882353)","(7.0, 8.2, 7.96)","(4.6, 5.3, 5.261038961038961)","(21.0, 32.0, 30.470588235294116)","(19.0, 28.0, 26.533333333333335)","(9.0, 12.5, 12.11111111111111)","(10.0, 11.0, 10.756756756756756)","(10.0, 13.5, 13.102272727272727)","(41.0, 60.0, 58.18181818181818)","(101.0, 230.0, 227.14285714285714)"
06-01-2023 13:58:33.858339,"(13.0, 17.5, 17.134285714285713)","(10.0, 11.5, 11.150826446280991)","(4.2, 5.0, 4.949861495844876)","(7.0, 8.2, 7.978034682080924)","(4.6, 5.3, 5.2555555555555555)","(21.0, 32.0, 30.72222222222222)","(20.0, 28.0, 26.842105263157894)","(9.0, 12.5, 12.2)","(10.0, 11.0, 10.774647887323944)","(10.0, 13.5, 13.116438356164384)","(41.0, 60.0, 57.58064516129032)","(101.0, 230.0, 227.5)"
06-01-2023 13:58:35.326252,"(13.0, 17.5, 17.134285714285713)","(10.0, 11.5, 11.150826446280991)","(4.2, 5.0, 4.9569620253164555)","(7.0, 8.2, 7.978034682080924)","(4.6, 5.3, 5.2555555555555555)","(21.0, 32.0, 30.72222222222222)","(20.0, 28.0, 26.842105263157894)","(9.0, 12.5, 12.2)","(10.0, 11.0, 10.774647887323944)","(10.0, 13.5, 13.116438356164384)","(41.0, 60.0, 57.11538461538461)","(101.0, 230.0, 227.5)"
06-01-2023 13:58:36.821643,"(13.0, 17.5, 17.16137566137566)","(10.0, 11.5, 11.193840579710145)","(4.2, 5.0, 4.967415730337079)","(7.0, 8.2, 8.026244343891403)","(4.6, 5.3, 5.322666666666667)","(21.0, 32.0, 30.137931034482758)","(20.0, 28.0, 27.352941176470587)","(9.0, 12.5, 12.31081081081081)","(10.0, 11.0, 10.867924528301886)","(10.0, 13.5, 13.192307692307692)","(41.0, 60.0, 57.25)","(101.0, 230.0, 225.0)"
06-01-2023 13:58:38.273969,"(13.0, 17.5, 17.16137566137566)","(10.0, 11.5, 11.193840579710145)","(4.2, 5.0, 4.967415730337079)","(7.0, 8.2, 8.019718309859154)","(4.6, 5.4, 5.306410256410256)","(21.0, 32.0, 30.12121212121212)","(20.0, 28.0, 27.352941176470587)","(9.0, 12.5, 12.31081081081081)","(10.0, 11.0, 10.852631578947369)","(10.0, 13.5, 13.192307692307692)","(41.0, 60.0, 57.63157894736842)","(101.0, 230.0, 226.66666666666666)"
06-01-2023 13:58:39.608808,"(13.0, 17.5, 17.16137566137566)","(10.0, 11.5, 11.172354948805461)","(4.2, 5.0, 4.959731543624161)","(7.0, 8.2, 8.012121212121212)","(4.6, 5.4, 5.318435754189944)","(21.0, 32.0, 30.105263157894736)","(20.0, 28.0, 28.09090909090909)","(9.0, 12.5, 12.269736842105264)","(10.0, 11.0, 10.852631578947369)","(10.0, 13.5, 13.325)","(41.0, 60.0, 57.63157894736842)","(101.0, 230.0, 220.0)"
06-01-2023 13:58:40.968307,"(13.0, 17.5, 17.16137566137566)","(10.0, 11.5, 11.172354948805461)","(4.2, 5.0, 4.959731543624161)","(7.0, 8.2, 8.012121212121212)","(4.6, 5.4, 5.318435754189944)","(21.0, 32.0, 30.105263157894736)","(19.0, 29.0, 27.148936170212767)","(9.0, 12.5, 12.263513513513514)","(10.0, 11.0, 10.841836734693878)","(10.0, 13.5, 13.325)","(41.0, 60.0, 57.63157894736842)","(101.0, 230.0, 220.0)"
06-01-2023 13:58:42.324344,"(13.0, 17.5, 17.16137566137566)","(10.0, 11.5, 11.176767676767676)","(4.2, 5.0, 4.978301886792453)","(7.0, 8.2, 8.033928571428572)","(4.6, 5.4, 5.318435754189944)","(21.0, 32.0, 30.105263157894736)","(19.0, 28.0, 26.823529411764707)","(9.0, 12.5, 12.263513513513514)","(10.0, 11.0, 10.797297297297296)","(10.0, 13.5, 13.105263157894736)","(41.0, 60.0, 57.63157894736842)","(101.0, 230.0, 220.0)"
06-01-2023 13:58:43.761939,"(14.0, 17.5, 17.16223404255319)","(10.0, 11.5, 11.175675675675675)","(4.2, 5.0, 4.977990430622009)","(7.0, 8.2, 8.036190476190477)","(4.6, 5.4, 5.318435754189944)","(21.0, 32.0, 30.095238095238095)","(19.0, 28.0, 26.8)","(9.0, 12.5, 12.263513513513514)","(10.0, 11.0, 10.777777777777779)","(10.0, 13.5, 12.878787878787879)","(41.0, 60.0, 57.567567567567565)","(101.0, 230.0, 220.0)"
06-01-2023 13:58:45.190233,"(14.0, 17.5, 17.135057471264368)","(10.0, 11.5, 11.175084175084175)","(4.2, 5.0, 4.954970760233918)","(7.0, 8.2, 8.049122807017543)","(4.6, 5.4, 5.318435754189944)","(21.0, 32.0, 30.095238095238095)","(19.0, 28.0, 26.894736842105264)","(9.0, 12.5, 12.28125)","(10.0, 11.0, 10.8375)","(10.0, 13.0, 12.878787878787879)","(41.0, 60.0, 57.567567567567565)","(101.0, 230.0, 220.0)"
06-01-2023 13:58:46.589201,"(14.0, 17.5, 17.135057471264368)","(10.0, 11.5, 11.175084175084175)","(4.2, 5.0, 4.953614457831326)","(7.0, 8.2, 8.049122807017543)","(4.6, 5.4, 5.318435754189944)","(21.0, 32.0, 30.095238095238095)","(19.0, 28.0, 26.5)","(9.0, 12.5, 12.28125)","(10.0, 11.0, 10.803370786516854)","(10.0, 13.0, 12.878787878787879)","(41.0, 60.0, 57.26190476190476)","(101.0, 230.0, 220.0)"
06-01-2023 13:58:48.003479,"(14.0, 17.5, 17.135057471264368)","(10.0, 11.5, 11.175084175084175)","(4.2, 5.0, 4.953614457831326)","(7.0, 8.2, 8.049122807017543)","(4.6, 5.4, 5.321363636363636)","(21.0, 32.0, 30.347826086956523)","(19.0, 28.0, 26.6875)","(9.0, 12.5, 11.77450980392157)","(10.0, 11.0, 11.119565217391305)","(10.0, 13.0, 13.086666666666666)","(41.0, 60.0, 57.38636363636363)","(101.0, 230.0, 227.14285714285714)"
06-01-2023 13:58:49.517789,"(14.0, 17.5, 17.147222222222222)","(10.0, 11.5, 11.183823529411764)","(4.2, 5.0, 4.982442748091603)","(7.0, 8.2, 8.064566929133859)","(4.6, 5.4, 5.273160173160173)","(21.0, 32.0, 30.340425531914892)","(19.0, 28.0, 26.785714285714285)","(9.0, 12.0, 11.77450980392157)","(10.0, 11.5, 11.112676056338028)","(10.0, 13.5, 13.086666666666666)","(41.0, 60.0, 57.38636363636363)","(101.0, 230.0, 227.14285714285714)"
06-01-2023 13:58:51.032430,"(14.0, 17.5, 17.147222222222222)","(10.0, 11.5, 11.180357142857142)","(4.2, 5.0, 4.982375478927203)","(7.0, 8.2, 8.064566929133859)","(4.6, 5.3, 5.273160173160173)","(21.0, 32.0, 30.5)","(19.0, 27.0, 26.785714285714285)","(9.0, 12.0, 11.77450980392157)","(10.0, 11.5, 11.110344827586207)","(10.0, 13.5, 13.086666666666666)","(41.0, 60.0, 57.38636363636363)","(101.0, 230.0, 227.14285714285714)"
06-01-2023 13:58:52.494649,"(14.0, 17.5, 17.147222222222222)","(10.0, 11.5, 11.215488215488216)","(4.2, 5.0, 4.975971731448763)","(7.0, 8.2, 8.064566929133859)","(4.6, 5.3, 5.273160173160173)","(21.0, 32.0, 30.5)","(19.0, 27.0, 26.571428571428573)","(9.0, 12.0, 11.77450980392157)","(10.0, 11.5, 11.110344827586207)","(10.0, 13.5, 13.086666666666666)","(41.0, 60.0, 57.38636363636363)","(101.0, 230.0, 227.14285714285714)"
06-01-2023 13:58:54.013628,"(14.0, 17.5, 17.147222222222222)","(10.0, 11.5, 11.222950819672132)","(4.2, 5.0, 4.977408637873754)","(7.0, 8.2, 8.075362318840579)","(4.6, 5.3, 5.273728813559322)","(21.0, 32.0, 30.581818181818182)","(19.0, 27.0, 26.875)","(9.0, 12.0, 11.798245614035087)","(10.0, 11.5, 11.141843971631205)","(10.0, 13.5, 13.094594594594595)","(41.0, 60.0, 57.5)","(101.0, 230.0, 227.14285714285714)"
06-01-2023 13:58:55.539128,"(14.0, 17.5, 17.26241134751773)","(10.0, 11.5, 11.223684210526315)","(4.2, 5.0, 4.97888198757764)","(7.0, 8.2, 8.086092715231787)","(4.6, 5.3, 5.27578125)","(21.0, 32.0, 30.677966101694913)","(19.0, 27.0, 26.88888888888889)","(9.0, 12.0, 11.8130081300813)","(10.0, 11.5, 11.202941176470588)","(10.0, 13.5, 13.11783439490446)","(41.0, 60.0, 57.5)","(101.0, 230.0, 227.14285714285714)"
06-01-2023 13:58:57.151529,"(14.0, 18.5, 18.25862068965517)","(10.0, 11.5, 11.231629392971247)","(4.2, 5.0, 4.971954674220964)","(7.0, 8.2, 8.086092715231787)","(4.6, 5.3, 5.268844221105527)","(21.0, 32.0, 30.677966101694913)","(19.0, 27.0, 26.76923076923077)","(9.0, 12.0, 11.8130081300813)","(10.0, 11.5, 11.167763157894736)","(10.0, 13.5, 13.138418079096045)","(41.0, 60.0, 57.604166666666664)","(101.0, 230.0, 227.5)"
06-01-2023 13:58:58.553843,"(14.0, 18.5, 18.25862068965517)","(10.0, 11.5, 11.231629392971247)","(4.2, 5.0, 4.971954674220964)","(7.0, 8.2, 8.086092715231787)","(4.6, 5.3, 5.268844221105527)","(21.0, 32.0, 30.677966101694913)","(19.0, 27.0, 26.76923076923077)","(9.0, 12.0, 11.8130081300813)","(10.0, 11.5, 11.167682926829269)","(10.0, 13.5, 13.138418079096045)","(41.0, 60.0, 57.604166666666664)","(101.0, 230.0, 227.5)"
06-01-2023 13:58:59.854511,"(14.0, 19.0, 18.517241379310345)","(10.0, 11.5, 11.229299363057326)","(4.2, 5.0, 4.971590909090909)","(7.0, 8.2, 8.085333333333333)","(4.6, 5.3, 5.268527918781726)","(21.0, 32.0, 30.705882352941178)","(19.0, 27.0, 26.823529411764707)","(9.0, 12.0, 11.8130081300813)","(10.0, 11.5, 11.245454545454546)","(10.0, 13.5, 13.138418079096045)","(41.0, 60.0, 57.604166666666664)","(101.0, 230.0, 227.5)"
06-01-2023 13:59:01.400177,"(14.0, 19.5, 18.933333333333334)","(10.0, 11.5, 11.229299363057326)","(4.2, 5.0, 4.971590909090909)","(7.0, 8.2, 8.084563758389262)","(4.6, 5.3, 5.223376623376623)","(21.0, 32.0, 30.548387096774192)","(19.0, 27.0, 26.666666666666668)","(9.0, 12.0, 11.805970149253731)","(10.0, 11.5, 11.113095238095237)","(10.0, 13.5, 13.113636363636363)","(41.0, 60.0, 57.5)","(101.0, 230.0, 227.5)"
06-01-2023 13:59:03.008260,"(14.0, 19.5, 19.11111111111111)","(10.0, 11.5, 11.170846394984325)","(4.2, 5.0, 4.976848874598071)","(7.0, 8.2, 8.084563758389262)","(4.6, 5.3, 5.2053254437869825)","(21.0, 32.0, 30.545454545454547)","(19.0, 27.0, 26.28)","(9.0, 12.0, 11.808823529411764)","(10.0, 11.5, 11.162621359223301)","(10.0, 13.5, 12.982142857142858)","(41.0, 60.0, 57.5)","(101.0, 230.0, 227.5)"
06-01-2023 13:59:04.518250,"(14.0, 19.5, 19.3875)","(10.0, 11.5, 11.186567164179104)","(4.2, 5.0, 4.976699029126213)","(7.0, 8.2, 8.10057803468208)","(4.6, 5.3, 5.186290322580645)","(21.0, 32.0, 30.608695652173914)","(19.0, 27.0, 25.76923076923077)","(9.0, 12.0, 11.834394904458598)","(10.0, 11.5, 11.17824074074074)","(10.0, 13.0, 12.983333333333333)","(41.0, 60.0, 57.254901960784316)","(101.0, 230.0, 227.5)"
06-01-2023 13:59:05.977534,"(14.0, 19.5, 19.439393939393938)","(10.0, 11.5, 11.211538461538462)","(4.2, 5.0, 4.9692082111436955)","(7.0, 8.2, 8.104972375690608)","(4.6, 5.2, 5.189130434782609)","(21.0, 32.0, 30.636363636363637)","(19.0, 26.0, 25.8)","(9.0, 12.0, 11.843373493975903)","(10.0, 11.5, 11.100591715976332)","(10.0, 13.0, 12.984251968503937)","(41.0, 60.0, 57.407407407407405)","(101.0, 230.0, 227.77777777777777)"
06-01-2023 13:59:07.484934,"(14.0, 19.5, 19.439393939393938)","(10.0, 11.5, 11.219251336898395)","(4.2, 5.0, 4.785)","(7.0, 8.2, 8.111340206185567)","(4.6, 5.2, 5.217127071823205)","(21.0, 32.0, 30.714285714285715)","(19.0, 26.0, 25.933333333333334)","(9.0, 12.0, 11.85142857142857)","(10.0, 11.5, 11.120218579234972)","(10.0, 13.0, 13.102150537634408)","(41.0, 60.0, 57.45614035087719)","(101.0, 230.0, 228.0)"
06-01-2023 13:59:09.094118,"(14.0, 19.5, 19.44871794871795)","(10.0, 11.5, 11.207042253521127)","(4.4, 4.8, 4.79054054054054)","(7.0, 8.2, 8.237113402061855)","(4.8, 5.3, 5.225073746312684)","(21.0, 32.0, 30.558441558441558)","(20.0, 26.0, 26.666666666666668)","(10.0, 12.0, 11.842424242424242)","(10.0, 11.5, 11.123595505617978)","(10.0, 13.5, 13.203389830508474)","(51.0, 60.0, 57.45614035087719)","(101.0, 230.0, 228.0)"
06-01-2023 13:59:10.621456,"(14.0, 19.5, 19.45)","(10.0, 11.5, 11.227146814404431)","(4.4, 4.8, 4.684782608695652)","(7.0, 8.4, 8.238834951456312)","(4.8, 5.3, 5.190272373540856)","(21.0, 32.0, 30.714285714285715)","(20.0, 27.0, 27.23076923076923)","(10.0, 12.0, 11.857142857142858)","(10.0, 11.5, 11.200892857142858)","(10.0, 13.5, 13.195121951219512)","(51.0, 60.0, 57.767857142857146)","(101.0, 230.0, 228.1818181818182)"
06-01-2023 13:59:12.093215,"(14.0, 19.5, 19.341666666666665)","(10.0, 11.5, 11.232954545454545)","(4.4, 4.7, 4.6803680981595095)","(7.0, 8.4, 8.331386861313868)","(4.8, 5.2, 5.241803278688525)","(21.0, 32.0, 30.491803278688526)","(20.0, 28.0, 26.058823529411764)","(10.0, 12.0, 12.075471698113208)","(10.0, 11.5, 11.166666666666666)","(10.0, 13.0, 12.85820895522388)","(51.0, 60.0, 57.38461538461539)","(101.0, 230.0, 217.82608695652175)"
06-01-2023 13:59:13.637551,"(14.0, 19.5, 19.366197183098592)","(10.0, 11.5, 11.251978891820581)","(4.4, 4.7, 4.675632183908046)","(7.0, 8.4, 8.296774193548387)","(4.8, 5.3, 5.238028169014084)","(21.0, 32.0, 30.704225352112676)","(20.0, 27.0, 26.515151515151516)","(10.0, 12.5, 12.341772151898734)","(10.0, 11.5, 11.272099447513812)","(10.0, 13.0, 12.82716049382716)","(51.0, 60.0, 57.605633802816904)","(101.0, 230.0, 218.8)"
06-01-2023 13:59:15.233238,"(15.0, 19.5, 19.472727272727273)","(10.0, 11.5, 11.225181598062955)","(4.4, 4.7, 4.675348837209302)","(7.0, 8.4, 8.24313725490196)","(4.8, 5.3, 5.23457249070632)","(21.0, 32.0, 30.704225352112676)","(20.0, 27.0, 26.515151515151516)","(10.0, 12.5, 12.341772151898734)","(10.0, 11.5, 11.268907563025211)","(10.0, 13.0, 12.78076923076923)","(51.0, 60.0, 57.605633802816904)","(101.0, 230.0, 218.8)"
06-01-2023 13:59:16.811285,"(15.0, 19.5, 19.473214285714285)","(10.0, 11.5, 11.225181598062955)","(4.4, 4.7, 4.6996875000000005)","(7.0, 8.4, 8.24313725490196)","(4.8, 5.3, 5.237809187279152)","(21.0, 32.0, 30.704225352112676)","(20.0, 27.0, 26.515151515151516)","(10.0, 12.5, 12.341772151898734)","(10.0, 11.5, 11.268907563025211)","(10.0, 13.0, 12.745989304812834)","(51.0, 60.0, 57.605633802816904)","(101.0, 230.0, 218.8)"
06-01-2023 13:59:18.245848,"(15.0, 19.5, 19.464912280701753)","(10.0, 11.5, 11.200431034482758)","(4.2, 4.7, 4.715827338129497)","(7.0, 8.4, 8.275862068965518)","(4.8, 5.3, 5.214563106796117)","(21.0, 32.0, 30.704225352112676)","(21.0, 27.0, 26.515151515151516)","(10.0, 12.5, 12.341772151898734)","(10.0, 11.5, 11.27652733118971)","(11.0, 13.0, 12.739010989010989)","(51.0, 60.0, 57.605633802816904)","(101.0, 230.0, 218.46153846153845)"
06-01-2023 13:59:19.666315,"(15.0, 19.5, 19.464912280701753)","(10.0, 11.5, 11.200431034482758)","(4.2, 4.8, 4.715827338129497)","(7.0, 8.4, 8.275862068965518)","(4.8, 5.3, 5.171866295264624)","(21.0, 32.0, 30.63888888888889)","(21.0, 27.0, 26.6)","(10.0, 12.5, 12.354651162790697)","(10.0, 11.5, 11.29066265060241)","(11.0, 13.0, 12.748677248677248)","(51.0, 60.0, 57.638888888888886)","(101.0, 230.0, 218.88888888888889)"
06-01-2023 13:59:21.060851,"(15.0, 19.5, 19.467741935483872)","(10.0, 11.5, 11.195175438596491)","(4.2, 4.8, 4.721160409556314)","(7.0, 8.4, 8.315294117647058)","(4.8, 5.2, 5.172252747252747)","(21.0, 32.0, 30.675675675675677)","(21.0, 27.0, 26.6)","(10.0, 12.5, 12.365591397849462)","(10.0, 11.5, 11.354609929078014)","(11.0, 13.0, 12.756410256410255)","(51.0, 60.0, 58.389830508474574)","(101.0, 230.0, 218.88888888888889)"
06-01-2023 13:59:22.452083,"(15.0, 20.0, 19.607142857142858)","(10.0, 11.5, 11.192842942345925)","(4.2, 4.8, 4.714869888475836)","(7.0, 8.4, 8.332911392405062)","(4.8, 5.2, 5.186792452830189)","(21.0, 32.0, 30.743589743589745)","(21.0, 27.0, 25.53448275862069)","(10.0, 12.5, 12.4)","(10.0, 11.5, 11.305263157894737)","(11.0, 13.0, 12.766009852216749)","(51.0, 60.0, 57.8)","(101.0, 230.0, 192.5)"
06-01-2023 13:59:23.957864,"(15.0, 20.0, 19.833333333333332)","(10.0, 11.5, 11.18762088974855)","(4.2, 4.8, 4.714869888475836)","(7.0, 8.4, 8.332911392405062)","(4.8, 5.2, 5.186792452830189)","(21.0, 32.0, 30.743589743589745)","(21.0, 26.0, 25.53448275862069)","(10.0, 12.5, 12.487394957983193)","(10.0, 11.5, 11.305263157894737)","(11.0, 13.0, 12.766009852216749)","(51.0, 60.0, 57.8)","(101.0, 200.0, 193.33333333333334)"
06-01-2023 13:59:25.469469,"(15.0, 20.0, 19.833333333333332)","(10.0, 11.5, 11.177644710578843)","(4.2, 4.8, 4.720955882352941)","(7.0, 8.4, 8.331612903225807)","(4.8, 5.2, 5.16844262295082)","(21.0, 32.0, 30.693333333333335)","(21.0, 26.0, 25.53448275862069)","(10.0, 12.5, 12.487394957983193)","(10.0, 11.5, 11.11986301369863)","(11.0, 13.0, 13.098130841121495)","(51.0, 60.0, 57.8)","(101.0, 200.0, 182.5)"
06-01-2023 13:59:27.150143,"(15.0, 20.0, 19.833333333333332)","(10.0, 11.5, 11.177644710578843)","(4.2, 4.8, 4.734451219512195)","(7.0, 8.4, 8.331612903225807)","(4.8, 5.2, 5.16844262295082)","(21.0, 32.0, 30.886363636363637)","(21.0, 26.0, 25.49206349206349)","(10.0, 12.5, 12.487394957983193)","(10.0, 11.5, 11.189839572192513)","(11.0, 13.5, 13.147368421052631)","(51.0, 60.0, 57.8)","(101.0, 200.0, 183.33333333333334)"
06-01-2023 13:59:28.779976,"(15.0, 20.0, 19.603448275862068)","(10.0, 11.5, 11.180830039525691)","(4.2, 4.8, 4.735164835164835)","(7.0, 8.4, 8.378861788617886)","(4.8, 5.2, 5.1462765957446805)","(21.0, 32.0, 30.91111111111111)","(21.0, 26.0, 25.50769230769231)","(10.0, 12.5, 12.487903225806452)","(10.0, 11.5, 11.13953488372093)","(11.0, 13.5, 13.136752136752136)","(51.0, 60.0, 57.828947368421055)","(101.0, 200.0, 185.71428571428572)"
06-01-2023 13:59:30.316097,"(15.0, 20.0, 19.603448275862068)","(10.0, 11.5, 11.175050301810865)","(4.2, 4.8, 4.745707070707071)","(7.0, 8.4, 8.52156862745098)","(4.8, 5.2, 5.06313725490196)","(21.0, 32.0, 31.02970297029703)","(21.0, 26.0, 25.536231884057973)","(10.0, 12.5, 12.490066225165563)","(10.0, 11.5, 11.168449197860962)","(11.0, 13.5, 13.163793103448276)","(51.0, 60.0, 57.857142857142854)","(101.0, 200.0, 185.71428571428572)"
06-01-2023 13:59:31.926032,"(15.0, 20.0, 19.964285714285715)","(10.0, 11.5, 11.128735632183908)","(4.2, 4.8, 4.752954048140044)","(7.0, 8.8, 8.52156862745098)","(4.8, 5.1, 5.043312101910828)","(21.0, 32.0, 31.02970297029703)","(21.0, 26.0, 25.5)","(10.0, 12.5, 12.490445859872612)","(10.0, 11.5, 11.046979865771812)","(11.0, 13.5, 13.163793103448276)","(51.0, 60.0, 58.125)","(101.0, 200.0, 185.71428571428572)"
06-01-2023 13:59:33.561563,"(15.0, 20.0, 19.964285714285715)","(10.0, 11.5, 10.651351351351352)","(4.2, 4.8, 4.8004087193460485)","(7.0, 8.6, 8.549763033175356)","(4.8, 5.1, 5.031893687707641)","(21.0, 32.0, 31.176470588235293)","(21.0, 26.0, 25.579545454545453)","(10.0, 12.5, 12.489208633093526)","(10.0, 11.5, 11.049418604651162)","(11.0, 13.5, 13.151785714285714)","(51.0, 60.0, 58.125)","(101.0, 200.0, 185.71428571428572)"
06-01-2023 13:59:35.210765,"(15.0, 20.0, 20.427966101694917)","(10.0, 11.0, 10.503597122302159)","(4.2, 4.9, 4.797045454545454)","(7.0, 8.8, 8.592885375494072)","(4.8, 5.1, 4.981052631578947)","(21.0, 32.0, 31.195876288659793)","(21.0, 26.0, 26.458333333333332)","(10.0, 12.5, 12.486754966887418)","(10.0, 11.5, 11.053977272727273)","(11.0, 13.5, 13.188)","(51.0, 60.0, 58.225806451612904)","(101.0, 200.0, 188.88888888888889)"
06-01-2023 13:59:36.690449,"(15.0, 21.0, 20.427966101694917)","(10.0, 11.0, 10.513333333333334)","(4.2, 4.8, 4.780140597539543)","(7.0, 8.8, 8.691463414634146)","(4.8, 5.1, 4.997860962566845)","(21.0, 32.0, 30.19047619047619)","(21.0, 27.0, 26.61764705882353)","(10.0, 12.5, 12.6)","(10.0, 11.5, 11.15990990990991)","(11.0, 13.5, 13.315972222222221)","(51.0, 60.0, 58.29896907216495)","(101.0, 200.0, 190.0)"
06-01-2023 13:59:38.392266,"(15.0, 21.0, 20.32183908045977)","(10.0, 10.5, 10.227941176470589)","(4.2, 4.8, 4.7744)","(7.0, 8.8, 8.748333333333333)","(4.8, 5.0, 4.998048780487805)","(21.0, 32.0, 30.382978723404257)","(21.0, 27.0, 26.4)","(10.0, 13.0, 12.707317073170731)","(10.0, 11.5, 11.08994708994709)","(11.0, 13.5, 13.367424242424242)","(51.0, 60.0, 58.316326530612244)","(101.0, 200.0, 191.11111111111111)"
06-01-2023 13:59:39.939096,"(15.0, 21.0, 20.32183908045977)","(9.0, 10.5, 10.182065217391305)","(4.2, 4.8, 4.777166666666666)","(7.0, 8.8, 8.723611111111111)","(4.6, 5.0, 5.007888040712468)","(21.0, 32.0, 30.48)","(21.0, 27.0, 26.4)","(10.0, 13.0, 12.752212389380531)","(10.0, 11.5, 10.77508650519031)","(11.0, 13.5, 13.297945205479452)","(51.0, 60.0, 58.316326530612244)","(101.0, 200.0, 191.11111111111111)"
06-01-2023 13:59:41.504900,"(15.0, 21.0, 20.358695652173914)","(9.0, 10.5, 10.17741935483871)","(4.2, 4.8, 4.792720306513409)","(7.0, 8.8, 8.747252747252748)","(4.6, 5.1, 5.036666666666666)","(21.0, 32.0, 30.448979591836736)","(21.0, 27.0, 26.454545454545453)","(10.0, 13.0, 12.83984375)","(10.0, 11.0, 10.763803680981596)","(11.0, 13.5, 13.207627118644067)","(51.0, 60.0, 58.35)","(101.0, 200.0, 192.0)"
06-01-2023 13:59:43.168974,"(15.0, 21.0, 19.70967741935484)","(9.0, 10.5, 10.179069767441861)","(4.2, 4.8, 4.7833836858006045)","(7.0, 8.8, 8.782795698924732)","(4.6, 5.1, 5.2105263157894735)","(21.0, 32.0, 30.25531914893617)","(21.0, 27.0, 26.508474576271187)","(10.0, 13.0, 12.888392857142858)","(10.0, 11.0, 10.722222222222221)","(11.0, 13.5, 13.222727272727273)","(51.0, 60.0, 58.35)","(101.0, 200.0, 192.0)"
06-01-2023 13:59:44.846171,"(15.0, 20.0, 19.261904761904763)","(9.0, 10.5, 9.825000000000001)","(4.2, 4.8, 4.797868561278863)","(7.0, 8.8, 8.884615384615385)","(4.6, 5.3, 5.222727272727273)","(21.0, 32.0, 30.6)","(21.0, 27.0, 26.472727272727273)","(10.0, 13.0, 12.888392857142858)","(10.0, 11.0, 10.675)","(11.0, 13.5, 13.275280898876405)","(51.0, 60.0, 58.35)","(101.0, 200.0, 190.9090909090909)"
06-01-2023 13:59:46.344721,"(15.0, 21.0, 20.147058823529413)","(9.0, 10.0, 9.784242424242423)","(4.2, 4.8, 4.838012958963283)","(7.0, 9.0, 8.974545454545455)","(4.8, 5.3, 5.18)","(21.0, 32.0, 30.642857142857142)","(21.0, 27.0, 26.472727272727273)","(10.0, 13.0, 12.888392857142858)","(10.0, 11.0, 10.203125)","(11.0, 13.5, 13.31981981981982)","(51.0, 60.0, 58.35)","(101.0, 200.0, 190.9090909090909)"
06-01-2023 13:59:48.201645,"(15.0, 21.0, 20.07246376811594)","(9.0, 10.0, 9.85873015873016)","(4.2, 4.9, 4.838307349665924)","(7.0, 9.0, 8.952)","(4.8, 5.2, 5.18)","(21.0, 32.0, 30.57894736842105)","(21.0, 26.0, 25.73913043478261)","(10.0, 13.0, 12.865546218487395)","(10.0, 10.5, 10.004)","(11.0, 13.5, 13.381720430107526)","(51.0, 60.0, 58.101851851851855)","(101.0, 200.0, 192.0)"
06-01-2023 13:59:49.728040,"(15.0, 21.0, 20.07246376811594)","(9.0, 10.0, 9.85873015873016)","(4.2, 4.9, 4.857352941176471)","(7.0, 9.0, 8.972413793103449)","(4.8, 5.2, 5.191666666666666)","(21.0, 32.0, 30.54054054054054)","(21.0, 26.0, 25.736263736263737)","(10.0, 13.0, 12.866666666666667)","(10.0, 10.5, 9.850632911392406)","(11.0, 13.5, 13.429752066115702)","(51.0, 60.0, 58.101851851851855)","(101.0, 200.0, 192.0)"
