,Jelignite Jack,Diego Delgado,Fraya,The Tax Cullector,Major Slip Up,Rancho Man,Gabbys Ideal,Hit The Track,Clares Fool,Jet Force
06-01-2023 13:35:15.982603,"(31.0, 99999, 99990)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 48.66666666666667)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:17.384663,"(31.0, 99999, 99990)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 48.66666666666667)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:18.709866,"(31.0, 99999, 99990)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 48.66666666666667)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:19.940041,"(31.0, 99999, 99990)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 48.66666666666667)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:21.163470,"(31.0, 99999, 99990)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 48.66666666666667)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:22.439520,"(31.0, 99999, 99990)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 48.66666666666667)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:23.656031,"(31.0, 99999, 99990)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 48.66666666666667)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:25.023319,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 48.66666666666667)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:26.264519,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 48.66666666666667)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:27.509591,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 48.66666666666667)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:28.805295,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 48.66666666666667)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:30.066491,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:31.488510,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:32.759668,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:33.967192,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:35.122328,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:36.294379,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:37.457340,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:38.608650,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:39.745007,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:40.945091,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:42.209851,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:43.326931,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:44.827703,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:46.136050,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:47.409698,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:48.953505,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:50.347689,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:51.675130,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:53.028281,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:54.355838,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:55.584836,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:56.766597,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:57.969551,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:35:59.200520,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:00.457982,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:01.692351,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:02.912934,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:04.072403,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:05.280727,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 72.57142857142857)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:06.558182,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 72.57142857142857)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:07.879782,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 72.57142857142857)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:09.122157,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 72.57142857142857)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:10.364925,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 72.57142857142857)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:11.670446,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 72.57142857142857)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:12.933202,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 72.57142857142857)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:14.252885,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 72.57142857142857)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:15.539011,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:16.831141,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:18.120717,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:19.333255,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:20.532411,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:21.763629,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:22.984959,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:24.155217,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:25.366895,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:26.624341,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:27.840970,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:29.188138,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:30.456357,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:31.670169,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:32.961709,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:34.243111,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:35.543431,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:36.815063,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:38.067652,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:39.314769,"(31.0, 80.0, 46.0)","(21.0, 48.0, 35.0)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:40.572583,"(31.0, 80.0, 46.0)","(21.0, 48.0, 40.57142857142857)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:41.784908,"(31.0, 80.0, 46.0)","(21.0, 48.0, 40.57142857142857)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:42.942782,"(31.0, 80.0, 46.0)","(21.0, 48.0, 40.57142857142857)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:44.071956,"(31.0, 80.0, 46.0)","(21.0, 48.0, 40.57142857142857)","(2.8, 4.1, 3.4799999999999995)","(2.0, 2.44, 2.19)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
06-01-2023 13:36:45.355104,"(31.0, 80.0, 46.0)","(21.0, 48.0, 40.57142857142857)","(2.8, 4.1, 3.8519999999999994)","(2.0, 2.44, 2.0875)","(21.0, 46.0, 30.0)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 65.2)","(15.0, 29.0, 19.0)"
