,Jelignite Jack,Diego Delgado,Fraya,The Tax Cullector,Major Slip Up,Rancho Man,Gabbys Ideal,Hit The Track,Clares Fool,Jet Force
06-01-2023 13:42:24.566103,"(31.0, 70.0, 55.45454545454545)","(21.0, 48.0, 42.25)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 70.0)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 60.0)","(15.0, 29.0, 26.4)"
06-01-2023 13:42:25.828528,"(31.0, 70.0, 55.45454545454545)","(21.0, 48.0, 42.25)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 70.0)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 60.0)","(15.0, 29.0, 24.0)"
06-01-2023 13:42:26.966989,"(31.0, 70.0, 55.45454545454545)","(21.0, 48.0, 42.25)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 70.0)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 60.0)","(15.0, 29.0, 24.0)"
06-01-2023 13:42:28.120220,"(31.0, 70.0, 55.45454545454545)","(21.0, 48.0, 42.25)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 70.0)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 60.0)","(15.0, 29.0, 24.0)"
06-01-2023 13:42:29.369020,"(31.0, 70.0, 55.45454545454545)","(21.0, 48.0, 42.25)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 70.0)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 60.0)","(15.0, 29.0, 24.0)"
06-01-2023 13:42:30.628590,"(31.0, 70.0, 55.45454545454545)","(21.0, 48.0, 42.25)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 70.0)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 60.0)","(15.0, 29.0, 24.0)"
06-01-2023 13:42:31.877147,"(31.0, 70.0, 55.45454545454545)","(21.0, 48.0, 42.25)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 72.14285714285714)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 60.0)","(15.0, 29.0, 24.0)"
06-01-2023 13:42:33.102174,"(31.0, 70.0, 56.66666666666667)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 77.5)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 54.400000000000006)","(15.0, 29.0, 24.833333333333336)"
06-01-2023 13:42:34.351865,"(31.0, 70.0, 56.66666666666667)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 77.5)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 54.400000000000006)","(15.0, 29.0, 24.833333333333336)"
06-01-2023 13:42:35.729746,"(31.0, 70.0, 56.66666666666667)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 68.6)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 54.400000000000006)","(15.0, 29.0, 24.833333333333336)"
06-01-2023 13:42:37.087419,"(31.0, 70.0, 53.111111111111114)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 68.6)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 54.400000000000006)","(15.0, 29.0, 24.833333333333336)"
06-01-2023 13:42:38.456528,"(31.0, 70.0, 53.111111111111114)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 68.6)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 54.400000000000006)","(15.0, 29.0, 24.833333333333336)"
06-01-2023 13:42:39.780680,"(31.0, 70.0, 53.111111111111114)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 68.6)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 54.400000000000006)","(15.0, 29.0, 24.833333333333336)"
06-01-2023 13:42:41.157586,"(31.0, 70.0, 53.111111111111114)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 75.88888888888889)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:42:42.543650,"(31.0, 70.0, 52.0)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 75.88888888888889)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:42:43.942924,"(31.0, 70.0, 52.0)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.0)","(31.0, 85.0, 75.88888888888889)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:42:45.310482,"(31.0, 70.0, 52.0)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 75.88888888888889)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:42:46.661105,"(31.0, 70.0, 52.0)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 75.88888888888889)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:42:48.128820,"(31.0, 70.0, 52.0)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 75.88888888888889)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:42:49.635668,"(31.0, 70.0, 52.0)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 75.88888888888889)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:42:51.024088,"(31.0, 70.0, 52.0)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 75.88888888888889)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:42:52.415906,"(31.0, 70.0, 52.0)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 75.88888888888889)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:42:53.957140,"(31.0, 70.0, 52.0)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.072)","(2.0, 2.38, 2.3)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 75.88888888888889)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:42:55.428806,"(31.0, 70.0, 52.0)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 76.8)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:42:56.983948,"(31.0, 70.0, 52.0)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 76.8)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:42:58.342929,"(31.0, 70.0, 52.0)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 76.8)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:42:59.722519,"(31.0, 70.0, 54.0)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 76.8)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:01.118709,"(31.0, 70.0, 55.6)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.31)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 76.8)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:02.717654,"(31.0, 70.0, 55.6)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.32)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 76.8)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:04.138084,"(31.0, 70.0, 55.6)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.7800000000000002)","(2.0, 2.38, 2.2849999999999997)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 76.8)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:05.594066,"(31.0, 70.0, 55.6)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.36, 2.3114285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 76.8)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:07.108916,"(31.0, 70.0, 55.6)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3114285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 76.8)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:08.508836,"(31.0, 70.0, 55.6)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 76.8)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:09.994652,"(31.0, 70.0, 55.6)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:11.579145,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 59.0)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:13.117468,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 4.083636363636364)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:14.569755,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:16.011908,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:17.478904,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:18.892924,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:20.298223,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:21.662633,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:23.056127,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:24.488637,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:26.342279,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:27.747132,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:29.313957,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:30.798673,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:32.282267,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:33.757207,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:35.152328,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 39.0)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:36.581549,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:37.972431,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:39.463274,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:42.037808,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.044444444444444)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:47.265723,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.944)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.16)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:48.991025,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.04)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:50.512957,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.944)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.6, 9.200000000000001)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:52.185890,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 9.04)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:54.126958,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 39.0)","(26.0, 55.0, 45.33333333333333)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.6, 9.04)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:55.612925,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.6, 9.04)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:57.067388,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.6, 9.04)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:43:58.729409,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.986666666666667)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.6, 9.04)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:44:00.439398,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 4.2, 3.7366666666666664)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.6, 8.733333333333333)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:44:02.080516,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 3.9, 3.7366666666666664)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.6, 8.733333333333333)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:44:03.781638,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 3.9, 3.7039999999999997)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 8.866666666666667)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:44:05.361096,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 3.9, 3.7366666666666664)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.8, 8.733333333333333)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
06-01-2023 13:44:06.824307,"(31.0, 70.0, 42.8)","(21.0, 48.0, 33.333333333333336)","(2.8, 3.9, 3.7366666666666664)","(2.0, 2.38, 2.3514285714285714)","(21.0, 46.0, 31.333333333333332)","(26.0, 55.0, 35.666666666666664)","(31.0, 85.0, 77.54545454545455)","(6.0, 9.6, 8.733333333333333)","(31.0, 80.0, 53.0)","(15.0, 29.0, 25.0)"
