,Slingshot Roxy,Reality One,Slingshot Penny,Laceby Girl,Rise Again,Crave Calamity,Checkout Chick,Bang On Blue
09-01-2023 18:24:24.482735,"(11.0, 26.0, 25.64814814814815)","(11.0, 19.0, 18.74074074074074)","(26.0, 55.0, 52.75)","(31.0, 55.0, 45.8)","(6.5, 11.0, 10.216)","(2.6, 3.35, 3.283333333333333)","(4.6, 7.4, 7.257142857142857)","(3.1, 3.65, 3.517857142857143)"
09-01-2023 18:24:25.998811,"(11.0, 26.0, 25.64814814814815)","(11.0, 19.0, 18.865384615384617)","(26.0, 55.0, 52.75)","(31.0, 55.0, 45.8)","(6.5, 11.0, 10.2)","(2.6, 3.35, 3.283333333333333)","(4.6, 7.4, 7.257142857142857)","(3.1, 3.65, 3.517857142857143)"
09-01-2023 18:24:27.580433,"(11.0, 26.0, 25.64814814814815)","(11.0, 19.0, 18.517241379310345)","(26.0, 55.0, 52.75)","(31.0, 55.0, 45.8)","(6.5, 10.5, 10.023529411764706)","(2.6, 3.35, 3.283333333333333)","(4.6, 7.4, 7.257142857142857)","(3.1, 3.65, 3.517857142857143)"
09-01-2023 18:24:29.125044,"(11.0, 26.0, 25.64814814814815)","(11.0, 19.0, 18.27777777777778)","(26.0, 55.0, 52.75)","(31.0, 55.0, 45.8)","(6.5, 10.5, 9.959999999999999)","(2.6, 3.35, 3.283333333333333)","(4.6, 7.4, 7.15)","(3.1, 3.65, 3.517857142857143)"
09-01-2023 18:24:30.600637,"(11.0, 26.0, 25.64814814814815)","(11.0, 18.5, 18.27777777777778)","(26.0, 55.0, 54.51219512195122)","(31.0, 55.0, 45.8)","(6.5, 10.5, 9.927272727272728)","(2.6, 3.35, 3.283333333333333)","(4.6, 7.4, 7.263636363636364)","(3.1, 3.65, 3.517857142857143)"
09-01-2023 18:24:32.025537,"(11.0, 26.0, 25.64814814814815)","(11.0, 18.5, 18.74074074074074)","(26.0, 75.0, 63.611111111111114)","(31.0, 55.0, 45.8)","(6.5, 10.5, 9.927272727272728)","(2.6, 3.35, 3.261111111111111)","(4.6, 7.4, 7.263636363636364)","(3.1, 3.65, 3.517857142857143)"
09-01-2023 18:24:33.438000,"(11.0, 26.0, 25.64814814814815)","(11.0, 19.0, 18.74074074074074)","(26.0, 65.0, 57.89473684210526)","(31.0, 55.0, 45.8)","(6.5, 10.5, 9.927272727272728)","(2.6, 3.35, 3.261111111111111)","(4.6, 7.4, 7.30625)","(3.1, 3.65, 3.517857142857143)"
09-01-2023 18:24:34.812919,"(11.0, 26.0, 25.64814814814815)","(11.0, 19.0, 18.27777777777778)","(26.0, 60.0, 57.89473684210526)","(31.0, 55.0, 46.63636363636364)","(6.5, 10.5, 9.927272727272728)","(2.6, 3.35, 3.261111111111111)","(4.6, 7.4, 7.30625)","(3.1, 3.65, 3.517857142857143)"
09-01-2023 18:24:36.230685,"(11.0, 26.0, 25.64814814814815)","(11.0, 18.5, 18.865384615384617)","(31.0, 60.0, 57.89473684210526)","(31.0, 55.0, 45.8)","(6.5, 10.5, 9.927272727272728)","(2.7, 3.35, 3.261111111111111)","(4.6, 7.4, 7.28)","(3.0, 3.65, 3.517857142857143)"
09-01-2023 18:24:37.862363,"(11.0, 26.0, 25.64814814814815)","(11.0, 19.0, 18.74074074074074)","(31.0, 60.0, 68.33333333333334)","(31.0, 55.0, 45.8)","(6.5, 10.5, 9.927272727272728)","(2.7, 3.35, 3.261111111111111)","(4.6, 7.4, 7.28)","(3.0, 3.65, 3.5174418604651163)"
09-01-2023 18:24:39.257919,"(11.0, 26.0, 25.64814814814815)","(11.0, 19.0, 18.32258064516129)","(31.0, 70.0, 73.05555555555556)","(31.0, 55.0, 45.8)","(6.5, 10.5, 9.927272727272728)","(2.7, 3.35, 3.261111111111111)","(4.6, 7.4, 7.28)","(3.0, 3.65, 3.5174418604651163)"
09-01-2023 18:24:40.712347,"(11.0, 26.0, 25.64814814814815)","(11.0, 19.0, 18.32258064516129)","(31.0, 75.0, 73.05555555555556)","(31.0, 55.0, 45.8)","(6.5, 10.5, 9.927272727272728)","(2.7, 3.35, 3.261111111111111)","(4.6, 7.4, 7.28)","(3.0, 3.65, 3.5174418604651163)"
09-01-2023 18:24:42.295289,"(11.0, 26.0, 25.64814814814815)","(11.0, 19.0, 18.32258064516129)","(31.0, 75.0, 73.05555555555556)","(31.0, 55.0, 45.8)","(6.5, 10.5, 9.975)","(2.7, 3.35, 3.27)","(4.6, 7.4, 7.28)","(3.0, 3.6, 3.555555555555556)"
09-01-2023 18:24:43.743169,"(11.0, 26.0, 25.64814814814815)","(11.0, 19.0, 18.32258064516129)","(31.0, 75.0, 73.05555555555556)","(31.0, 55.0, 45.8)","(6.5, 10.5, 9.975)","(2.7, 3.35, 3.2833333333333337)","(4.6, 7.4, 7.28)","(3.0, 3.6, 3.526315789473684)"
09-01-2023 18:24:45.100493,"(11.0, 26.0, 25.64814814814815)","(11.0, 19.0, 18.32258064516129)","(31.0, 75.0, 73.05555555555556)","(31.0, 55.0, 45.8)","(6.5, 10.5, 9.975)","(2.7, 3.35, 3.2833333333333337)","(4.6, 7.4, 7.28)","(3.0, 3.6, 3.5128205128205128)"
09-01-2023 18:24:46.790463,"(11.0, 26.0, 25.64814814814815)","(11.0, 19.0, 18.32258064516129)","(31.0, 75.0, 73.05555555555556)","(31.0, 55.0, 45.8)","(6.5, 10.5, 9.9)","(2.7, 3.35, 3.2833333333333337)","(4.6, 7.4, 7.28)","(3.0, 3.6, 3.5142857142857142)"
09-01-2023 18:24:48.182637,"(11.0, 26.0, 25.64814814814815)","(11.0, 19.0, 18.32258064516129)","(31.0, 75.0, 73.05555555555556)","(31.0, 55.0, 45.8)","(6.5, 10.5, 9.973333333333333)","(2.7, 3.35, 3.2833333333333337)","(4.6, 7.4, 7.415384615384615)","(3.0, 3.6, 3.5128205128205128)"
09-01-2023 18:24:49.614213,"(11.0, 26.0, 23.875)","(11.0, 19.0, 18.32258064516129)","(31.0, 75.0, 73.05555555555556)","(31.0, 55.0, 45.8)","(6.5, 10.0, 9.973333333333333)","(2.7, 3.35, 3.2833333333333337)","(4.6, 7.6, 7.415384615384615)","(3.0, 3.6, 3.5128205128205128)"
09-01-2023 18:24:50.901210,"(11.0, 26.0, 23.875)","(11.0, 19.0, 18.25)","(31.0, 75.0, 71.33333333333333)","(31.0, 55.0, 45.8)","(6.5, 10.0, 9.973333333333333)","(2.7, 3.35, 3.1666666666666665)","(4.6, 7.6, 7.388235294117647)","(3.0, 3.6, 3.5128205128205128)"
09-01-2023 18:24:52.126157,"(11.0, 26.0, 25.392857142857142)","(11.0, 19.0, 18.25)","(31.0, 75.0, 71.125)","(31.0, 55.0, 46.63636363636364)","(6.5, 10.0, 9.76)","(2.7, 3.25, 3.15)","(4.6, 7.6, 7.733333333333333)","(3.0, 3.6, 3.5142857142857142)"
09-01-2023 18:24:53.439551,"(11.0, 26.0, 24.40625)","(11.0, 19.0, 16.375)","(31.0, 75.0, 70.57142857142857)","(31.0, 55.0, 45.8)","(6.5, 10.0, 9.76)","(2.7, 3.25, 3.0666666666666664)","(4.6, 7.8, 7.646153846153846)","(3.0, 3.6, 3.5142857142857142)"
09-01-2023 18:24:54.659027,"(11.0, 26.0, 24.40625)","(11.0, 22.0, 16.375)","(31.0, 75.0, 70.57142857142857)","(31.0, 55.0, 45.8)","(6.5, 10.0, 9.76)","(2.7, 3.25, 3.0972222222222223)","(4.6, 7.8, 7.5777777777777775)","(3.0, 3.6, 3.5142857142857142)"
09-01-2023 18:24:55.968544,"(11.0, 26.0, 24.40625)","(11.0, 21.0, 20.375)","(31.0, 75.0, 70.57142857142857)","(31.0, 55.0, 45.8)","(6.5, 10.0, 9.76)","(2.7, 3.25, 3.1076923076923078)","(4.6, 7.8, 7.5777777777777775)","(3.0, 3.6, 3.5142857142857142)"
09-01-2023 18:24:57.277362,"(11.0, 26.0, 24.40625)","(11.0, 21.0, 20.72222222222222)","(31.0, 75.0, 65.66666666666666)","(31.0, 55.0, 38.2)","(6.5, 10.0, 9.76)","(2.7, 3.2, 3.1515151515151514)","(4.6, 7.8, 7.5777777777777775)","(3.1, 3.6, 3.5142857142857142)"
09-01-2023 18:24:58.656345,"(11.0, 26.0, 24.40625)","(11.0, 21.0, 18.125)","(31.0, 70.0, 54.0)","(31.0, 55.0, 38.064516129032256)","(6.5, 10.0, 9.76)","(2.7, 3.25, 3.1666666666666665)","(4.6, 7.8, 7.5)","(3.1, 3.6, 3.5142857142857142)"
09-01-2023 18:24:59.936753,"(11.0, 26.0, 24.40625)","(11.0, 21.0, 18.125)","(31.0, 70.0, 54.0)","(31.0, 55.0, 38.064516129032256)","(6.5, 10.0, 9.76)","(2.7, 3.25, 3.1666666666666665)","(4.6, 7.8, 7.6)","(3.1, 3.6, 3.5142857142857142)"
09-01-2023 18:25:01.278361,"(11.0, 26.0, 24.40625)","(12.0, 20.0, 18.875)","(31.0, 70.0, 54.0)","(31.0, 55.0, 46.0)","(7.0, 10.0, 9.76)","(2.7, 3.25, 3.140625)","(4.8, 7.8, 7.6)","(3.0, 3.6, 3.5142857142857142)"
09-01-2023 18:25:02.621300,"(11.0, 26.0, 24.40625)","(12.0, 20.0, 18.875)","(31.0, 70.0, 54.0)","(31.0, 48.0, 39.25)","(7.0, 10.0, 9.76)","(2.7, 3.25, 3.1551724137931036)","(4.8, 7.8, 7.753846153846154)","(3.0, 3.6, 3.5142857142857142)"
09-01-2023 18:25:03.916069,"(11.0, 26.0, 24.40625)","(12.0, 20.0, 18.875)","(31.0, 70.0, 54.0)","(31.0, 48.0, 39.25)","(7.0, 10.0, 10.625)","(2.7, 3.25, 3.1486486486486487)","(4.8, 7.8, 7.753846153846154)","(3.0, 3.6, 3.5142857142857142)"
09-01-2023 18:25:05.288648,"(11.0, 26.0, 19.0)","(12.0, 20.0, 18.875)","(31.0, 70.0, 54.0)","(31.0, 48.0, 39.25)","(7.0, 11.0, 10.714285714285714)","(2.7, 3.25, 3.1375)","(4.8, 7.8, 7.753846153846154)","(3.0, 3.6, 3.4840909090909093)"
09-01-2023 18:25:06.675109,"(11.0, 26.0, 19.0)","(12.0, 20.0, 18.42105263157895)","(31.0, 70.0, 54.0)","(31.0, 48.0, 39.25)","(7.0, 11.0, 10.714285714285714)","(2.6, 3.25, 3.1384615384615384)","(5.0, 7.8, 7.753846153846154)","(3.0, 3.6, 3.493478260869565)"
09-01-2023 18:25:07.982907,"(11.0, 26.0, 24.06896551724138)","(12.0, 20.0, 18.42105263157895)","(31.0, 70.0, 54.0)","(31.0, 48.0, 37.111111111111114)","(7.0, 11.0, 10.714285714285714)","(2.6, 3.2, 3.1384615384615384)","(5.0, 7.8, 7.77391304347826)","(3.0, 3.55, 3.4833333333333334)"
09-01-2023 18:25:09.590220,"(11.0, 26.0, 24.564102564102562)","(12.0, 20.0, 18.42105263157895)","(31.0, 70.0, 54.0)","(31.0, 48.0, 37.111111111111114)","(7.0, 11.0, 10.714285714285714)","(2.6, 3.2, 3.1384615384615384)","(5.0, 7.8, 7.771428571428571)","(3.0, 3.55, 3.4833333333333334)"
09-01-2023 18:25:11.090129,"(11.0, 26.0, 24.564102564102562)","(12.0, 20.0, 17.77777777777778)","(31.0, 70.0, 54.0)","(31.0, 48.0, 36.666666666666664)","(7.0, 11.0, 10.714285714285714)","(2.6, 3.2, 3.1384615384615384)","(5.0, 7.8, 7.7)","(3.0, 3.55, 3.475)"
09-01-2023 18:25:12.401047,"(11.0, 25.0, 24.75)","(12.0, 20.0, 17.375)","(31.0, 70.0, 54.0)","(31.0, 46.0, 37.42857142857143)","(7.0, 11.0, 10.714285714285714)","(2.6, 3.2, 3.13125)","(5.0, 7.8, 7.7)","(3.0, 3.55, 3.475)"
09-01-2023 18:25:13.673171,"(11.0, 25.0, 24.352941176470587)","(12.0, 20.0, 17.375)","(31.0, 70.0, 54.0)","(31.0, 46.0, 38.75)","(7.0, 11.0, 10.714285714285714)","(2.6, 3.2, 3.08)","(5.0, 7.8, 7.68)","(3.0, 3.55, 3.475)"
09-01-2023 18:25:15.023192,"(11.0, 26.0, 23.98076923076923)","(12.0, 20.0, 17.375)","(31.0, 70.0, 54.0)","(31.0, 42.0, 36.64705882352941)","(7.0, 11.0, 10.714285714285714)","(2.6, 3.2, 3.08)","(5.0, 7.8, 7.771428571428571)","(3.0, 3.55, 3.477777777777778)"
09-01-2023 18:25:16.349299,"(11.0, 26.0, 23.98076923076923)","(12.0, 20.0, 17.375)","(31.0, 70.0, 54.0)","(31.0, 42.0, 32.391304347826086)","(7.0, 11.0, 10.714285714285714)","(2.6, 3.2, 3.08)","(5.0, 7.8, 7.771428571428571)","(3.0, 3.55, 3.471739130434783)"
09-01-2023 18:25:17.699625,"(11.0, 26.0, 23.98076923076923)","(12.0, 20.0, 17.375)","(31.0, 70.0, 54.0)","(31.0, 42.0, 32.391304347826086)","(7.0, 11.0, 10.714285714285714)","(2.6, 3.2, 3.1454545454545455)","(5.0, 7.8, 7.771428571428571)","(3.0, 3.55, 3.471739130434783)"
09-01-2023 18:25:18.952950,"(11.0, 26.0, 24.541666666666668)","(12.0, 20.0, 17.375)","(31.0, 70.0, 54.0)","(31.0, 42.0, 31.363636363636363)","(7.0, 11.0, 10.714285714285714)","(2.6, 3.2, 3.1454545454545455)","(5.0, 7.8, 7.68)","(2.9, 3.55, 3.471739130434783)"
09-01-2023 18:25:20.213234,"(12.0, 26.0, 24.306451612903224)","(12.0, 20.0, 17.375)","(31.0, 70.0, 54.0)","(31.0, 42.0, 31.363636363636363)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.2, 3.1625)","(5.0, 7.8, 7.68)","(2.9, 3.55, 3.471739130434783)"
09-01-2023 18:25:21.480510,"(12.0, 26.0, 24.5)","(12.0, 20.0, 17.375)","(31.0, 70.0, 59.05263157894737)","(31.0, 42.0, 31.363636363636363)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.2, 3.1625)","(5.0, 7.8, 7.68)","(2.9, 3.55, 3.471739130434783)"
09-01-2023 18:25:22.686643,"(12.0, 26.0, 22.75)","(12.0, 20.0, 17.375)","(31.0, 70.0, 59.05263157894737)","(31.0, 42.0, 31.363636363636363)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.2, 3.1625)","(5.0, 7.8, 7.68)","(2.9, 3.55, 3.471739130434783)"
09-01-2023 18:25:23.905051,"(12.0, 26.0, 24.227272727272727)","(12.0, 20.0, 17.375)","(31.0, 70.0, 59.05263157894737)","(31.0, 42.0, 32.666666666666664)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.2, 3.18125)","(5.0, 7.8, 7.68)","(2.9, 3.55, 3.471739130434783)"
09-01-2023 18:25:25.097845,"(12.0, 26.0, 24.227272727272727)","(12.0, 20.0, 17.375)","(31.0, 70.0, 59.05263157894737)","(31.0, 40.0, 32.666666666666664)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.2, 3.159090909090909)","(5.0, 7.8, 7.771428571428571)","(2.9, 3.55, 3.433333333333333)"
09-01-2023 18:25:26.308717,"(12.0, 26.0, 24.852941176470587)","(12.0, 20.0, 17.375)","(31.0, 70.0, 59.05263157894737)","(31.0, 40.0, 31.357142857142858)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.2, 3.159090909090909)","(5.0, 7.8, 7.771428571428571)","(2.9, 3.5, 3.433333333333333)"
09-01-2023 18:25:27.482551,"(12.0, 26.0, 24.78125)","(12.0, 20.0, 17.375)","(31.0, 70.0, 59.05263157894737)","(31.0, 40.0, 31.357142857142858)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.2, 3.1205882352941177)","(5.0, 7.8, 7.771428571428571)","(2.9, 3.5, 3.433333333333333)"
09-01-2023 18:25:28.703852,"(12.0, 26.0, 24.78125)","(12.0, 20.0, 17.375)","(31.0, 70.0, 59.05263157894737)","(31.0, 40.0, 31.357142857142858)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.2, 3.1375)","(5.0, 7.8, 7.824999999999999)","(2.9, 3.5, 3.2535714285714286)"
09-01-2023 18:25:30.070593,"(12.0, 26.0, 24.78125)","(12.0, 20.0, 17.529411764705884)","(31.0, 70.0, 55.6)","(31.0, 40.0, 32.8)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.2, 3.1375)","(5.0, 8.2, 7.4941176470588236)","(2.9, 3.45, 3.0346153846153845)"
09-01-2023 18:25:31.270739,"(12.0, 26.0, 23.818181818181817)","(12.0, 20.0, 17.9375)","(31.0, 70.0, 55.6)","(31.0, 40.0, 32.8)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.25, 3.1357142857142857)","(5.0, 8.2, 7.4941176470588236)","(2.9, 3.4, 2.996)"
09-01-2023 18:25:32.536520,"(12.0, 26.0, 23.818181818181817)","(12.0, 20.0, 18.363636363636363)","(31.0, 70.0, 55.6)","(31.0, 40.0, 32.8)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.25, 3.1357142857142857)","(5.0, 8.2, 7.5600000000000005)","(2.9, 3.3, 3.1914285714285713)"
09-01-2023 18:25:33.656268,"(12.0, 26.0, 24.857142857142858)","(12.0, 20.0, 18.363636363636363)","(31.0, 70.0, 55.6)","(31.0, 40.0, 32.8)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.25, 3.19)","(5.0, 8.2, 7.88)","(2.9, 3.3, 3.131111111111111)"
09-01-2023 18:25:35.218372,"(12.0, 26.0, 24.857142857142858)","(12.0, 20.0, 18.875)","(31.0, 70.0, 55.6)","(31.0, 40.0, 32.8)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.25, 3.2)","(5.0, 8.2, 7.88)","(2.9, 3.3, 3.0557142857142856)"
09-01-2023 18:25:36.363004,"(12.0, 26.0, 24.857142857142858)","(12.0, 20.0, 18.875)","(31.0, 70.0, 55.6)","(31.0, 40.0, 32.8)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.25, 3.2285714285714286)","(5.0, 8.2, 7.88)","(2.9, 3.3, 3.063478260869565)"
09-01-2023 18:25:37.553279,"(12.0, 26.0, 25.225806451612904)","(12.0, 20.0, 18.875)","(31.0, 70.0, 55.6)","(31.0, 40.0, 32.8)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.25, 3.2642857142857142)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.25, 3.106666666666667)"
09-01-2023 18:25:38.702268,"(12.0, 26.0, 24.0)","(12.0, 20.0, 18.636363636363637)","(31.0, 70.0, 55.6)","(31.0, 40.0, 32.8)","(7.5, 11.0, 10.714285714285714)","(2.6, 3.35, 3.3026315789473686)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.2, 3.106666666666667)"
09-01-2023 18:25:39.902372,"(12.0, 26.0, 24.666666666666668)","(12.0, 20.0, 18.636363636363637)","(31.0, 70.0, 55.6)","(31.0, 40.0, 32.8)","(7.5, 11.0, 10.5)","(2.6, 3.35, 3.1555555555555554)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.2, 3.075555555555556)"
09-01-2023 18:25:41.124199,"(13.0, 26.0, 24.666666666666668)","(13.0, 20.0, 18.636363636363637)","(31.0, 70.0, 55.6)","(31.0, 40.0, 32.8)","(7.5, 11.0, 10.100000000000001)","(2.6, 3.35, 3.228571428571428)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.2, 3.106666666666667)"
09-01-2023 18:25:42.293134,"(13.0, 26.0, 25.375)","(13.0, 20.0, 18.636363636363637)","(31.0, 70.0, 55.6)","(31.0, 40.0, 32.8)","(7.5, 11.0, 10.333333333333334)","(2.6, 3.3, 3.2473684210526312)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.2, 3.0164705882352942)"
09-01-2023 18:25:43.476286,"(13.0, 26.0, 25.11764705882353)","(13.0, 20.0, 18.636363636363637)","(31.0, 70.0, 55.6)","(31.0, 40.0, 32.421052631578945)","(7.5, 11.0, 10.100000000000001)","(2.6, 3.3, 3.2473684210526312)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.2, 3.0672340425531917)"
09-01-2023 18:25:44.564108,"(13.0, 26.0, 25.11764705882353)","(13.0, 20.0, 18.636363636363637)","(31.0, 70.0, 55.6)","(31.0, 40.0, 32.421052631578945)","(7.5, 11.0, 10.100000000000001)","(2.6, 3.3, 3.2473684210526312)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.2, 2.9685714285714284)"
09-01-2023 18:25:45.880638,"(13.0, 26.0, 25.375)","(13.0, 20.0, 18.636363636363637)","(31.0, 70.0, 55.6)","(31.0, 40.0, 32.421052631578945)","(7.5, 11.0, 10.100000000000001)","(2.6, 3.3, 2.9833846153846153)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.2, 3.1052631578947367)"
09-01-2023 18:25:47.208304,"(13.0, 26.0, 25.375)","(13.0, 20.0, 18.636363636363637)","(31.0, 70.0, 56.0)","(31.0, 40.0, 32.421052631578945)","(7.5, 11.0, 10.5)","(2.6, 3.0, 3.1599999999999997)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.2, 2.986666666666667)"
09-01-2023 18:25:48.531789,"(13.0, 28.0, 25.272727272727273)","(13.0, 20.0, 18.636363636363637)","(31.0, 70.0, 62.0)","(31.0, 40.0, 36.516129032258064)","(7.5, 11.0, 10.280000000000001)","(2.6, 3.3, 3.261111111111111)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.2, 2.9817142857142858)"
09-01-2023 18:25:49.678052,"(13.0, 28.0, 26.09090909090909)","(13.0, 20.0, 18.636363636363637)","(31.0, 65.0, 62.0)","(31.0, 40.0, 36.516129032258064)","(7.5, 11.0, 10.742857142857144)","(2.6, 3.3, 3.248529411764706)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.15, 2.983076923076923)"
09-01-2023 18:25:50.901295,"(13.0, 28.0, 26.285714285714285)","(13.0, 20.0, 18.636363636363637)","(31.0, 65.0, 56.666666666666664)","(31.0, 40.0, 36.58181818181818)","(7.5, 11.0, 10.571428571428571)","(2.6, 3.3, 3.1588235294117646)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.15, 2.98725)"
09-01-2023 18:25:52.083047,"(13.0, 28.0, 26.285714285714285)","(13.0, 20.0, 18.636363636363637)","(31.0, 70.0, 60.0)","(31.0, 40.0, 36.58181818181818)","(7.5, 11.0, 10.6)","(2.6, 3.3, 3.1625)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.15, 3.02)"
09-01-2023 18:25:53.279975,"(13.0, 28.0, 26.838709677419356)","(13.0, 20.0, 18.636363636363637)","(31.0, 70.0, 60.0)","(31.0, 40.0, 36.58181818181818)","(7.5, 12.0, 10.777777777777779)","(2.6, 3.3, 3.2666666666666666)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.1, 3.073529411764706)"
09-01-2023 18:25:54.447122,"(13.0, 28.0, 26.838709677419356)","(13.0, 20.0, 18.636363636363637)","(31.0, 70.0, 60.0)","(31.0, 40.0, 36.58181818181818)","(7.5, 12.0, 12.485148514851485)","(2.6, 3.3, 3.2359999999999998)","(5.0, 8.2, 7.953846153846153)","(2.8, 3.1, 3.073529411764706)"
09-01-2023 18:25:55.642383,"(13.0, 28.0, 26.838709677419356)","(13.0, 20.0, 18.636363636363637)","(31.0, 70.0, 60.0)","(31.0, 40.0, 36.58181818181818)","(7.5, 12.5, 12.125)","(2.6, 3.3, 3.0551020408163265)","(5.0, 8.2, 7.4)","(2.8, 3.1, 3.0965517241379312)"
09-01-2023 18:25:56.810563,"(13.0, 28.0, 25.692307692307693)","(13.0, 20.0, 18.181818181818183)","(31.0, 70.0, 60.0)","(31.0, 40.0, 36.58181818181818)","(7.5, 12.5, 12.285714285714286)","(2.6, 3.1, 3.0552083333333333)","(5.0, 8.0, 7.63076923076923)","(2.8, 3.1, 3.0741379310344827)"
09-01-2023 18:25:58.032996,"(13.0, 28.0, 26.235294117647058)","(13.0, 20.0, 18.5)","(31.0, 70.0, 60.0)","(31.0, 40.0, 36.58181818181818)","(7.5, 12.5, 12.285714285714286)","(2.6, 3.1, 3.0552083333333333)","(5.0, 7.8, 7.428571428571429)","(2.8, 3.15, 3.088888888888889)"
09-01-2023 18:25:59.256435,"(13.0, 28.0, 26.5)","(13.0, 20.0, 18.5)","(31.0, 70.0, 60.0)","(31.0, 40.0, 36.58181818181818)","(7.5, 12.5, 12.285714285714286)","(2.6, 3.1, 3.1055555555555556)","(5.0, 8.0, 7.542857142857143)","(2.8, 3.15, 3.0126666666666666)"
09-01-2023 18:26:00.508766,"(13.0, 28.0, 27.0)","(13.0, 20.0, 18.5)","(31.0, 70.0, 60.0)","(31.0, 40.0, 36.58181818181818)","(7.5, 12.5, 12.285714285714286)","(2.6, 3.25, 3.1537037037037035)","(5.0, 8.0, 7.542857142857143)","(2.8, 3.05, 2.9466666666666668)"
09-01-2023 18:26:01.815743,"(13.0, 28.0, 27.0)","(13.0, 20.0, 18.5)","(31.0, 70.0, 60.0)","(31.0, 40.0, 36.58181818181818)","(7.5, 12.5, 12.285714285714286)","(2.6, 3.25, 3.1348484848484848)","(5.0, 8.0, 7.5636363636363635)","(2.8, 2.98, 2.9466666666666668)"
09-01-2023 18:26:03.048596,"(13.0, 28.0, 25.333333333333332)","(13.0, 20.0, 18.08695652173913)","(31.0, 70.0, 63.333333333333336)","(31.0, 40.0, 36.58181818181818)","(7.5, 12.5, 12.285714285714286)","(2.6, 3.25, 3.0833333333333335)","(5.0, 8.0, 7.733333333333333)","(2.8, 2.98, 2.9428571428571426)"
09-01-2023 18:26:04.244765,"(13.0, 28.0, 25.5)","(13.0, 20.0, 18.08695652173913)","(31.0, 70.0, 67.77777777777777)","(31.0, 40.0, 36.58181818181818)","(7.5, 12.5, 12.285714285714286)","(2.6, 3.25, 3.1125000000000003)","(5.0, 8.0, 7.733333333333333)","(2.8, 3.0, 3.02)"
09-01-2023 18:26:05.506046,"(15.0, 28.0, 26.666666666666668)","(13.0, 20.0, 18.08695652173913)","(31.0, 65.0, 63.333333333333336)","(26.0, 40.0, 36.58181818181818)","(8.0, 12.5, 12.285714285714286)","(2.6, 3.2, 3.064285714285714)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.1, 2.997)"
09-01-2023 18:26:06.609185,"(15.0, 28.0, 26.666666666666668)","(13.0, 20.0, 18.08695652173913)","(31.0, 65.0, 63.125)","(26.0, 40.0, 36.91428571428571)","(8.0, 12.5, 12.285714285714286)","(2.6, 3.1, 3.064285714285714)","(5.5, 8.0, 7.644444444444445)","(2.6, 3.15, 3.061111111111111)"
09-01-2023 18:26:07.712775,"(15.0, 28.0, 27.2)","(13.0, 20.0, 18.08695652173913)","(31.0, 65.0, 63.125)","(26.0, 40.0, 36.91428571428571)","(8.0, 12.5, 12.285714285714286)","(2.6, 3.1, 3.068181818181818)","(5.5, 8.0, 7.753846153846154)","(2.6, 3.15, 3.051063829787234)"
09-01-2023 18:26:08.754194,"(15.0, 28.0, 27.2)","(13.0, 20.0, 18.08695652173913)","(31.0, 65.0, 63.125)","(26.0, 40.0, 36.91428571428571)","(8.0, 12.5, 12.5)","(2.6, 3.1, 3.068181818181818)","(5.5, 8.0, 7.709090909090909)","(2.6, 3.15, 3.0375)"
09-01-2023 18:26:09.771157,"(15.0, 28.0, 27.2)","(13.0, 20.0, 18.08695652173913)","(31.0, 65.0, 63.125)","(26.0, 40.0, 36.91428571428571)","(8.0, 13.0, 12.666666666666666)","(2.6, 3.1, 3.0363636363636366)","(5.5, 8.0, 7.709090909090909)","(2.6, 3.15, 3.0689189189189188)"
