,Outlaw Man Nz,Cocora,Ghost Of Time,Village Voice,Hes A Cool Mach,Malibu Jack,Lord Verde Nz,Wyattflynn,Holi Starzzz
07-12-2022 19:39:37.635012,"(1.55, 99999, 99990)","(12.0, 15.0, 14.944444444444445)","(5.5, 6.2, 6.059375)","(61.0, 95.0, 81.66666666666667)","(51.0, 85.0, 78.75)","(15.0, 27.0, 24.6)","(7.5, 99999, 99990)","(26.0, 44.0, 40.666666666666664)","(21.0, 34.0, 31.5)"
07-12-2022 19:39:38.948954,"(1.55, 99999, 99990)","(12.0, 15.0, 14.944444444444445)","(5.5, 6.2, 6.1482758620689655)","(61.0, 95.0, 81.66666666666667)","(51.0, 85.0, 80.0)","(15.0, 27.0, 24.6)","(7.5, 99999, 99990)","(26.0, 44.0, 41.0)","(21.0, 34.0, 32.0)"
07-12-2022 19:39:40.568966,"(1.55, 99999, 99990)","(12.0, 15.5, 15.166666666666666)","(5.5, 6.2, 6.1347826086956525)","(61.0, 95.0, 82.0)","(51.0, 85.0, 80.0)","(15.0, 27.0, 24.6)","(7.5, 99999, 99990)","(26.0, 44.0, 40.57142857142857)","(21.0, 34.0, 31.75)"
07-12-2022 19:39:42.037185,"(1.55, 99999, 99990)","(12.0, 15.0, 14.944444444444445)","(5.5, 6.2, 6.074193548387097)","(61.0, 90.0, 75.0)","(51.0, 85.0, 75.0)","(15.0, 27.0, 25.8)","(7.5, 99999, 99990)","(26.0, 44.0, 40.57142857142857)","(21.0, 34.0, 32.5)"
07-12-2022 19:39:43.607273,"(1.55, 99999, 99990)","(12.0, 15.0, 14.944444444444445)","(5.5, 6.2, 6.074193548387097)","(61.0, 90.0, 75.0)","(51.0, 85.0, 75.0)","(17.0, 27.0, 25.8)","(7.5, 99999, 99990)","(26.0, 44.0, 40.57142857142857)","(21.0, 34.0, 32.5)"
07-12-2022 19:39:45.299460,"(1.55, 99999, 99990)","(12.0, 15.0, 14.9375)","(5.5, 6.2, 6.074193548387097)","(61.0, 90.0, 80.0)","(51.0, 85.0, 75.0)","(17.0, 27.0, 21.666666666666668)","(7.5, 99999, 99990)","(26.0, 44.0, 36.5)","(21.0, 34.0, 32.5)"
07-12-2022 19:39:46.923015,"(1.55, 99999, 99990)","(12.0, 15.0, 14.733333333333333)","(5.5, 6.2, 6.10625)","(61.0, 90.0, 80.0)","(51.0, 85.0, 75.0)","(17.0, 27.0, 24.846153846153847)","(7.5, 99999, 99990)","(26.0, 44.0, 36.5)","(21.0, 34.0, 32.5)"
07-12-2022 19:39:48.530703,"(1.55, 99999, 99990)","(12.0, 15.5, 14.583333333333334)","(5.5, 6.2, 6.0181818181818185)","(61.0, 90.0, 80.0)","(51.0, 85.0, 75.0)","(17.0, 26.0, 24.333333333333332)","(7.5, 99999, 99990)","(26.0, 44.0, 36.5)","(21.0, 34.0, 32.5)"
07-12-2022 19:39:50.083427,"(1.55, 99999, 99990)","(12.0, 16.0, 14.9)","(5.5, 6.2, 6.03)","(61.0, 90.0, 100.0)","(51.0, 85.0, 75.0)","(17.0, 26.0, 24.428571428571427)","(7.5, 99999, 99990)","(26.0, 44.0, 42.0)","(21.0, 34.0, 30.25)"
07-12-2022 19:39:51.655924,"(1.55, 99999, 99990)","(12.0, 16.0, 14.8125)","(5.5, 6.2, 5.968888888888889)","(61.0, 120.0, 94.0)","(51.0, 85.0, 80.0)","(15.0, 25.0, 24.666666666666668)","(7.5, 99999, 99990)","(26.0, 48.0, 45.81818181818181)","(21.0, 34.0, 30.25)"
07-12-2022 19:39:53.219242,"(1.55, 99999, 99990)","(12.0, 16.0, 14.170731707317072)","(5.5, 6.0, 6.066071428571429)","(61.0, 110.0, 95.0)","(51.0, 85.0, 67.5)","(15.0, 25.0, 23.17391304347826)","(7.5, 99999, 99990)","(26.0, 48.0, 34.32142857142857)","(21.0, 34.0, 32.75)"
07-12-2022 19:39:54.800714,"(1.55, 99999, 99990)","(11.0, 14.5, 14.170731707317072)","(5.0, 6.2, 6.078846153846154)","(51.0, 110.0, 78.33333333333333)","(51.0, 85.0, 81.81818181818181)","(15.0, 26.0, 23.11111111111111)","(8.0, 99999, 99990)","(26.0, 36.0, 34.13636363636363)","(21.0, 34.0, 34.0)"
07-12-2022 19:39:56.322517,"(1.55, 99999, 99990)","(11.0, 14.5, 14.1625)","(5.0, 6.2, 6.155555555555556)","(51.0, 95.0, 75.0)","(51.0, 85.0, 76.92307692307693)","(15.0, 26.0, 24.315789473684212)","(8.0, 99999, 99990)","(26.0, 36.0, 29.166666666666668)","(21.0, 36.0, 34.5)"
07-12-2022 19:39:57.755227,"(1.55, 99999, 99990)","(11.0, 14.5, 14.171052631578947)","(5.0, 6.4, 6.144827586206897)","(51.0, 95.0, 77.14285714285714)","(51.0, 85.0, 60.0)","(15.0, 26.0, 23.4)","(8.0, 99999, 99990)","(26.0, 36.0, 30.142857142857142)","(21.0, 36.0, 30.90909090909091)"
07-12-2022 19:39:59.221754,"(1.55, 99999, 99990)","(11.0, 14.5, 14.166666666666666)","(5.0, 6.4, 6.1684210526315795)","(51.0, 95.0, 82.5)","(51.0, 85.0, 68.33333333333333)","(15.0, 26.0, 24.363636363636363)","(8.0, 99999, 99990)","(26.0, 36.0, 30.142857142857142)","(21.0, 36.0, 30.4)"
07-12-2022 19:40:00.671111,"(1.55, 99999, 99990)","(11.0, 14.5, 14.14864864864865)","(5.0, 6.4, 6.147368421052632)","(51.0, 95.0, 82.5)","(51.0, 85.0, 76.92307692307693)","(15.0, 26.0, 24.363636363636363)","(8.0, 99999, 99990)","(26.0, 36.0, 30.166666666666668)","(21.0, 34.0, 31.307692307692307)"
07-12-2022 19:40:02.074941,"(1.55, 99999, 99990)","(11.0, 14.5, 14.13888888888889)","(5.0, 6.4, 6.181818181818182)","(51.0, 95.0, 90.0)","(51.0, 85.0, 76.0)","(15.0, 26.0, 24.666666666666668)","(8.0, 99999, 99990)","(26.0, 36.0, 29.636363636363637)","(21.0, 34.0, 31.09090909090909)"
07-12-2022 19:40:03.419914,"(1.55, 99999, 99990)","(11.0, 14.5, 14.13888888888889)","(5.0, 6.4, 6.176744186046512)","(51.0, 95.0, 86.66666666666667)","(51.0, 80.0, 76.0)","(15.0, 26.0, 24.666666666666668)","(8.0, 99999, 99990)","(26.0, 36.0, 28.558139534883722)","(21.0, 32.0, 31.2)"
07-12-2022 19:40:04.790277,"(1.55, 99999, 99990)","(11.0, 14.5, 13.677083333333334)","(5.0, 6.4, 6.273684210526316)","(51.0, 95.0, 85.0)","(51.0, 80.0, 76.0)","(15.0, 26.0, 26.166666666666668)","(8.0, 99999, 99990)","(26.0, 36.0, 28.571428571428573)","(21.0, 34.0, 28.0)"
07-12-2022 19:40:06.142039,"(1.55, 99999, 99990)","(11.0, 14.5, 13.633333333333333)","(5.0, 6.4, 6.282926829268293)","(51.0, 100.0, 88.75)","(51.0, 80.0, 76.66666666666667)","(15.0, 27.0, 27.0)","(8.0, 99999, 99990)","(26.0, 36.0, 30.19148936170213)","(21.0, 30.0, 29.5)"
07-12-2022 19:40:07.446996,"(1.55, 99999, 99990)","(11.0, 14.5, 13.875)","(5.0, 6.4, 6.315384615384616)","(51.0, 95.0, 88.75)","(51.0, 80.0, 76.66666666666667)","(15.0, 28.0, 27.0)","(8.0, 99999, 99990)","(26.0, 36.0, 30.558139534883722)","(21.0, 30.0, 29.5)"
07-12-2022 19:40:08.783034,"(1.55, 99999, 99990)","(11.0, 14.0, 13.875)","(5.0, 6.4, 6.312)","(51.0, 95.0, 92.5)","(51.0, 80.0, 77.5)","(15.0, 28.0, 27.0)","(8.0, 99999, 99990)","(26.0, 36.0, 30.558139534883722)","(21.0, 30.0, 29.5)"
07-12-2022 19:40:10.205012,"(1.55, 99999, 99990)","(11.0, 14.0, 13.63953488372093)","(5.0, 6.4, 6.4)","(51.0, 95.0, 92.5)","(51.0, 80.0, 77.5)","(15.0, 28.0, 27.166666666666668)","(8.0, 99999, 99990)","(26.0, 36.0, 30.585365853658537)","(21.0, 30.0, 29.5)"
07-12-2022 19:40:11.621512,"(1.55, 99999, 99990)","(11.0, 14.5, 13.63953488372093)","(5.0, 6.6, 6.413333333333333)","(51.0, 95.0, 92.5)","(51.0, 80.0, 76.0)","(15.0, 28.0, 25.5)","(8.0, 99999, 99990)","(26.0, 36.0, 30.585365853658537)","(21.0, 30.0, 29.5)"
07-12-2022 19:40:13.022169,"(1.55, 99999, 99990)","(11.0, 14.5, 13.641176470588235)","(5.0, 6.6, 6.441379310344828)","(51.0, 95.0, 92.5)","(51.0, 80.0, 76.0)","(16.0, 28.0, 26.235294117647058)","(8.0, 99999, 99990)","(26.0, 36.0, 30.585365853658537)","(21.0, 30.0, 31.2)"
07-12-2022 19:40:14.419202,"(1.55, 99999, 99990)","(11.0, 14.5, 13.6875)","(5.0, 6.6, 6.8133333333333335)","(51.0, 95.0, 96.66666666666667)","(51.0, 80.0, 76.66666666666667)","(16.0, 30.0, 23.666666666666668)","(8.0, 99999, 99990)","(26.0, 36.0, 32.11764705882353)","(21.0, 32.0, 31.5)"
07-12-2022 19:40:15.813014,"(1.55, 99999, 99990)","(11.0, 14.5, 13.6875)","(5.0, 7.0, 6.973333333333334)","(51.0, 110.0, 96.66666666666667)","(51.0, 100.0, 72.5)","(16.0, 27.0, 23.0)","(8.0, 99999, 99990)","(26.0, 36.0, 32.1)","(21.0, 36.0, 31.333333333333332)"
07-12-2022 19:40:17.260031,"(1.55, 99999, 99990)","(11.0, 14.5, 13.670454545454545)","(5.0, 7.0, 6.96)","(51.0, 110.0, 96.66666666666667)","(51.0, 95.0, 73.33333333333333)","(16.0, 26.0, 22.571428571428573)","(8.0, 99999, 99990)","(26.0, 36.0, 32.1)","(21.0, 34.0, 31.0)"
07-12-2022 19:40:18.654684,"(1.55, 99999, 99990)","(11.0, 14.5, 13.641176470588235)","(5.0, 7.0, 6.978571428571429)","(51.0, 110.0, 96.66666666666667)","(51.0, 90.0, 73.33333333333333)","(16.0, 26.0, 23.0)","(8.0, 99999, 99990)","(26.0, 36.0, 32.1025641025641)","(21.0, 34.0, 30.8)"
07-12-2022 19:40:20.058724,"(1.55, 99999, 99990)","(11.0, 14.5, 13.630952380952381)","(5.0, 7.0, 6.984415584415585)","(51.0, 110.0, 96.66666666666667)","(51.0, 90.0, 77.5)","(16.0, 25.0, 22.333333333333332)","(8.0, 99999, 99990)","(26.0, 36.0, 32.1025641025641)","(21.0, 34.0, 30.8)"
07-12-2022 19:40:21.442382,"(1.55, 99999, 99990)","(11.0, 14.5, 13.670454545454545)","(5.0, 7.0, 7.15)","(51.0, 110.0, 96.66666666666667)","(51.0, 90.0, 77.5)","(16.0, 25.0, 22.5)","(8.0, 99999, 99990)","(26.0, 36.0, 32.1025641025641)","(21.0, 34.0, 32.44444444444444)"
07-12-2022 19:40:22.889038,"(1.55, 99999, 99990)","(11.0, 14.5, 13.676470588235293)","(5.0, 7.4, 6.579245283018867)","(51.0, 110.0, 96.66666666666667)","(51.0, 90.0, 77.5)","(15.0, 24.0, 23.2)","(8.0, 99999, 99990)","(26.0, 36.0, 32.10526315789474)","(21.0, 34.0, 30.666666666666668)"
07-12-2022 19:40:24.313309,"(1.55, 99999, 99990)","(11.0, 14.5, 13.666666666666666)","(5.0, 6.6, 7.322580645161291)","(51.0, 110.0, 100.0)","(51.0, 90.0, 85.0)","(15.0, 25.0, 23.4)","(8.0, 99999, 99990)","(26.0, 36.0, 32.2)","(21.0, 34.0, 32.5)"
07-12-2022 19:40:26.054549,"(1.55, 99999, 99990)","(11.0, 14.5, 13.666666666666666)","(5.0, 7.4, 7.328)","(51.0, 110.0, 100.0)","(51.0, 90.0, 78.0)","(15.0, 24.0, 23.4)","(8.0, 99999, 99990)","(26.0, 36.0, 32.2)","(21.0, 34.0, 32.666666666666664)"
07-12-2022 19:40:27.505398,"(1.55, 99999, 99990)","(11.0, 14.5, 13.695402298850574)","(5.0, 7.4, 7.34375)","(51.0, 110.0, 102.5)","(51.0, 90.0, 78.0)","(15.0, 24.0, 23.727272727272727)","(8.0, 99999, 99990)","(26.0, 36.0, 32.2)","(21.0, 34.0, 32.666666666666664)"
07-12-2022 19:40:28.944545,"(1.55, 99999, 99990)","(11.0, 14.5, 13.752747252747254)","(5.0, 7.4, 7.336842105263158)","(51.0, 110.0, 92.0)","(51.0, 90.0, 81.42857142857143)","(15.0, 24.0, 24.529411764705884)","(8.0, 99999, 99990)","(26.0, 36.0, 32.55813953488372)","(21.0, 34.0, 33.75)"
07-12-2022 19:40:30.435726,"(1.55, 99999, 99990)","(11.0, 14.5, 13.905940594059405)","(5.0, 7.4, 7.564102564102564)","(51.0, 100.0, 92.0)","(51.0, 90.0, 81.42857142857143)","(15.0, 25.0, 24.529411764705884)","(8.0, 99999, 99990)","(26.0, 36.0, 33.25925925925926)","(21.0, 36.0, 33.0)"
07-12-2022 19:40:31.971112,"(1.55, 99999, 99990)","(11.0, 14.5, 13.905940594059405)","(5.0, 7.6, 7.564102564102564)","(51.0, 100.0, 92.0)","(51.0, 90.0, 84.0)","(16.0, 25.0, 22.714285714285715)","(8.0, 99999, 99990)","(26.0, 36.0, 31.7)","(21.0, 36.0, 33.2)"
07-12-2022 19:40:33.428393,"(1.55, 99999, 99990)","(11.0, 14.5, 14.027272727272727)","(5.0, 7.6, 8.095652173913043)","(51.0, 100.0, 215.0)","(51.0, 90.0, 105.83333333333334)","(16.0, 23.0, 23.625)","(8.0, 99999, 99990)","(26.0, 32.0, 31.76923076923077)","(21.0, 36.0, 33.2)"
07-12-2022 19:40:34.920398,"(1.5, 99999, 99990)","(11.0, 14.5, 11.0)","(5.5, 8.4, 5.64)","(61.0, 260.0, 188.0)","(51.0, 110.0, 87.0)","(16.0, 24.0, 20.75)","(8.5, 99999, 99990)","(26.0, 32.0, 26.875)","(21.0, 36.0, 43.0)"
07-12-2022 19:40:36.413941,"(1.5, 99999, 99990)","(11.0, 14.5, 16.75)","(5.5, 8.2, 6.574999999999999)","(61.0, 260.0, 188.0)","(51.0, 130.0, 87.0)","(16.0, 22.0, 17.833333333333332)","(8.5, 99999, 99990)","(26.0, 40.0, 45.0)","(21.0, 65.0, 21.023316062176164)"
07-12-2022 19:40:37.909978,"(1.5, 99999, 99990)","(11.0, 23.0, 19.875)","(5.5, 12.5, 4.825742574257426)","(61.0, 260.0, 217.2)","(51.0, 130.0, 87.0)","(16.0, 22.0, 17.833333333333332)","(8.5, 99999, 99990)","(26.0, 65.0, 42.5)","(21.0, 30.0, 21.023316062176164)"
07-12-2022 19:40:39.356013,"(1.5, 99999, 99990)","(11.0, 23.0, 19.875)","(5.5, 7.4, 7.022727272727273)","(61.0, 260.0, 229.42857142857144)","(51.0, 130.0, 87.0)","(16.0, 22.0, 21.0)","(8.5, 99999, 99990)","(26.0, 60.0, 42.5)","(21.0, 30.0, 21.023316062176164)"
07-12-2022 19:40:40.805117,"(1.5, 99999, 99990)","(11.0, 23.0, 20.5)","(5.5, 7.2, 12.782524271844661)","(61.0, 260.0, 229.42857142857144)","(51.0, 130.0, 108.5)","(16.0, 25.0, 17.5)","(8.5, 99999, 99990)","(26.0, 60.0, 25.054726368159205)","(21.0, 30.0, 21.023316062176164)"
07-12-2022 19:40:42.218901,"(1.5, 99999, 99990)","(11.0, 23.0, 20.5)","(5.5, 13.0, 12.354285714285716)","(61.0, 260.0, 229.42857142857144)","(51.0, 130.0, 108.5)","(16.0, 20.0, 19.333333333333332)","(8.5, 99999, 99990)","(26.0, 36.0, 25.054726368159205)","(21.0, 30.0, 21.023316062176164)"
07-12-2022 19:40:43.651963,"(1.5, 99999, 99990)","(11.0, 23.0, 20.5)","(5.5, 12.5, 11.906122448979591)","(61.0, 260.0, 229.42857142857144)","(51.0, 130.0, 87.0)","(16.0, 24.0, 17.333333333333332)","(8.5, 99999, 99990)","(26.0, 36.0, 25.054726368159205)","(21.0, 30.0, 21.023316062176164)"
07-12-2022 19:40:45.181567,"(1.5, 99999, 99990)","(11.0, 23.0, 18.833333333333336)","(5.5, 12.0, 11.908000000000001)","(61.0, 260.0, 229.42857142857144)","(51.0, 130.0, 88.0)","(16.0, 19.0, 17.333333333333332)","(8.5, 99999, 99990)","(26.0, 36.0, 25.054726368159205)","(21.0, 30.0, 21.023316062176164)"
