,Serengeti Gold,Lord Of Misrule Nz,Stars Of America,Yarraman Needy,Youroffal,Mistique,Whisky Bandit,Candy Striper,The Waterboy Nz
16-12-2022 12:24:21.660849,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:22.850595,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:24.030307,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:25.171214,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:26.345582,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:27.576243,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:28.795495,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:30.080479,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:31.396398,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:32.794872,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:34.075145,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:35.308367,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:36.599832,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:37.797191,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:39.040725,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:40.190465,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:41.267560,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:42.523262,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:43.822790,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:45.112492,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:46.416146,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:47.794086,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:48.972815,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:50.196181,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:51.483241,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:52.695467,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:53.952072,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 259.44444444444446)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:55.207071,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 233.75)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:56.428528,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 260.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:57.646131,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 260.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:59.040243,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 260.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:00.442475,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 260.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:01.686871,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 260.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:02.985298,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 260.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:04.188201,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 260.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:05.447024,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 260.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:06.699981,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 260.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:07.897709,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 260.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:09.221273,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 260.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:10.492108,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 260.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:11.777849,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 251.11111111111111)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:13.268794,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 251.11111111111111)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:14.669501,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 251.11111111111111)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:15.920794,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 251.11111111111111)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:17.043812,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 251.11111111111111)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:18.172305,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 251.11111111111111)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:19.333983,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 251.11111111111111)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:20.488611,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 251.11111111111111)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:21.620227,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 251.11111111111111)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:22.788314,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 251.11111111111111)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:23.967222,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 251.11111111111111)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:25.165572,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 251.11111111111111)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:26.286976,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:27.380708,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:28.467117,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:29.576957,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:30.658517,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:31.706639,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:32.781068,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:33.977529,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:35.192473,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:36.327848,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:37.463768,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:38.586011,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:39.714589,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:40.806782,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:41.857804,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:42.939391,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:44.027358,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:45.066832,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:46.092631,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:47.128292,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:48.136670,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:49.186287,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:50.233927,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:51.264557,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:52.321713,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:53.374466,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:25:54.490493,"(101.0, 270.0, 243.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 270.0, 241.66666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 270.0, 252.22222222222223)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
