,Serengeti Gold,Lord Of Misrule Nz,Stars Of America,Yarraman Needy,Youroffal,Mistique,Whisky Bandit,Candy Striper,The Waterboy Nz
16-12-2022 12:28:42.243269,"(101.0, 270.0, 246.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.333333333333336)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:28:43.290221,"(101.0, 270.0, 246.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.333333333333336)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:28:44.320732,"(101.0, 270.0, 246.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.333333333333336)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:28:45.411570,"(101.0, 270.0, 246.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.333333333333336)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:28:46.472701,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:28:47.536671,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:28:48.641535,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:28:49.758551,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:28:50.980482,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:28:52.094585,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:28:53.194382,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:28:54.290102,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:28:55.440797,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 131.25)","(2.7, 99999, 99990)"
16-12-2022 12:28:56.549447,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 126.42857142857143)","(2.7, 99999, 99990)"
16-12-2022 12:28:57.623433,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 126.42857142857143)","(2.7, 99999, 99990)"
16-12-2022 12:28:58.686885,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 126.42857142857143)","(2.7, 99999, 99990)"
16-12-2022 12:28:59.735292,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 126.42857142857143)","(2.7, 99999, 99990)"
16-12-2022 12:29:00.793465,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 126.42857142857143)","(2.7, 99999, 99990)"
16-12-2022 12:29:01.869188,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 126.42857142857143)","(2.7, 99999, 99990)"
16-12-2022 12:29:02.935180,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 126.42857142857143)","(2.7, 99999, 99990)"
16-12-2022 12:29:04.002088,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 126.42857142857143)","(2.7, 99999, 99990)"
16-12-2022 12:29:05.120575,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 126.42857142857143)","(2.7, 99999, 99990)"
16-12-2022 12:29:06.287835,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 126.42857142857143)","(2.7, 99999, 99990)"
16-12-2022 12:29:07.396774,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 126.42857142857143)","(2.7, 99999, 99990)"
16-12-2022 12:29:08.468778,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 126.42857142857143)","(2.7, 99999, 99990)"
16-12-2022 12:29:09.565215,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 253.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 126.42857142857143)","(2.7, 99999, 99990)"
16-12-2022 12:29:10.656327,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 246.66666666666666)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:11.697515,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 246.66666666666666)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:12.730606,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 246.66666666666666)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:13.781727,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 246.66666666666666)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:14.834284,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 246.66666666666666)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:15.920583,"(101.0, 270.0, 232.5)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.44444444444446)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:16.993939,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.44444444444446)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:18.030963,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.44444444444446)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:19.085970,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.44444444444446)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:20.154451,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.44444444444446)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:21.244943,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:22.349552,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:23.428904,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:24.562633,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 147.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:25.681857,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 180.0, 126.42857142857142)","(2.7, 99999, 99990)"
16-12-2022 12:29:26.763887,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 170.0, 131.45454545454547)","(2.7, 99999, 99990)"
16-12-2022 12:29:27.872042,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 131.45454545454547)","(2.7, 99999, 99990)"
16-12-2022 12:29:28.902396,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 131.45454545454547)","(2.7, 99999, 99990)"
16-12-2022 12:29:29.956178,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 131.45454545454547)","(2.7, 99999, 99990)"
16-12-2022 12:29:31.018057,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 131.45454545454547)","(2.7, 99999, 99990)"
16-12-2022 12:29:32.087338,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 131.45454545454547)","(2.7, 99999, 99990)"
16-12-2022 12:29:33.153927,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 131.45454545454547)","(2.7, 99999, 99990)"
16-12-2022 12:29:34.241243,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 131.45454545454547)","(2.7, 99999, 99990)"
16-12-2022 12:29:35.353071,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 112.0)","(2.7, 99999, 99990)"
16-12-2022 12:29:36.459009,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:37.558827,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:38.634705,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:39.732807,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:40.814007,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:41.883745,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:42.990172,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:44.074704,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 254.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:45.101134,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 243.33333333333334)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:46.194668,"(101.0, 270.0, 248.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:47.264253,"(101.0, 270.0, 248.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:48.349930,"(101.0, 270.0, 248.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:49.419138,"(101.0, 270.0, 248.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:50.513341,"(101.0, 270.0, 248.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:51.581195,"(101.0, 270.0, 255.55555555555554)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:52.721535,"(101.0, 270.0, 255.55555555555554)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:53.810399,"(101.0, 270.0, 255.55555555555554)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:54.901027,"(101.0, 270.0, 255.55555555555554)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 56.142857142857146)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:55.960767,"(101.0, 270.0, 255.55555555555554)","(1.35, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 65.0, 57.25)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:57.022125,"(101.0, 270.0, 255.55555555555554)","(1.35, 99999, 99990)","(26.0, 40.0, 36.6)","(31.0, 65.0, 57.25)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:58.122870,"(101.0, 270.0, 255.55555555555554)","(1.35, 99999, 99990)","(26.0, 40.0, 36.6)","(31.0, 65.0, 57.25)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:29:59.166908,"(101.0, 270.0, 255.55555555555554)","(1.35, 99999, 99990)","(26.0, 40.0, 36.6)","(31.0, 65.0, 57.25)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:30:00.233126,"(101.0, 270.0, 255.55555555555554)","(1.35, 99999, 99990)","(26.0, 40.0, 36.6)","(31.0, 65.0, 57.25)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 118.33333333333334)","(2.7, 99999, 99990)"
16-12-2022 12:30:01.279122,"(101.0, 270.0, 246.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 36.6)","(31.0, 65.0, 57.25)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 116.66666666666667)","(2.7, 99999, 99990)"
16-12-2022 12:30:02.366206,"(101.0, 270.0, 246.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 31.5)","(31.0, 65.0, 57.25)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 116.66666666666667)","(2.7, 99999, 99990)"
16-12-2022 12:30:03.394804,"(101.0, 270.0, 246.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 31.5)","(31.0, 65.0, 57.25)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 116.66666666666667)","(2.7, 99999, 99990)"
16-12-2022 12:30:04.458131,"(101.0, 270.0, 246.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 31.5)","(31.0, 65.0, 57.25)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 116.66666666666667)","(2.7, 99999, 99990)"
16-12-2022 12:30:05.509823,"(101.0, 270.0, 246.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 29.333333333333332)","(31.0, 65.0, 57.25)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 116.66666666666667)","(2.7, 99999, 99990)"
16-12-2022 12:30:06.589536,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 29.333333333333332)","(31.0, 65.0, 57.25)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 116.66666666666667)","(2.7, 99999, 99990)"
16-12-2022 12:30:07.685151,"(101.0, 270.0, 254.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 29.333333333333332)","(31.0, 65.0, 57.25)","(101.0, 270.0, 245.0)","(13.0, 29.0, 27.5)","(91.0, 270.0, 243.33333333333334)","(41.0, 150.0, 116.66666666666667)","(2.7, 99999, 99990)"
