,Big Time Hugo,Lar Grand Oaks,Wonder Women,Golden Logger,Big Time Bashful,Big Time Noise,Opawa Star
06-01-2023 16:39:06.223022,"(4.2, 5.2, 4.982608695652174)","(6.0, 9.6, 9.066666666666666)","(8.0, 10.5, 10.360714285714286)","(4.0, 5.7, 5.546153846153846)","(4.2, 5.8, 5.774074074074074)","(11.0, 15.5, 13.131578947368421)","(6.0, 9.0, 8.636363636363637)"
06-01-2023 16:39:07.243352,"(4.2, 5.2, 4.982608695652174)","(6.0, 10.0, 9.818181818181818)","(8.0, 10.5, 10.360714285714286)","(4.0, 6.0, 5.72)","(4.2, 5.8, 5.774074074074074)","(11.0, 15.5, 13.131578947368421)","(6.0, 9.0, 8.345454545454546)"
06-01-2023 16:39:08.292664,"(4.2, 5.2, 4.982608695652174)","(6.0, 10.0, 9.25)","(8.0, 10.5, 10.360714285714286)","(4.0, 6.2, 5.672727272727273)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 13.131578947368421)","(6.0, 9.0, 8.55)"
06-01-2023 16:39:09.406719,"(4.2, 5.2, 4.982608695652174)","(6.0, 10.0, 9.25)","(8.0, 10.5, 10.360714285714286)","(4.0, 6.4, 5.816000000000001)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 13.131578947368421)","(6.0, 9.0, 8.55)"
06-01-2023 16:39:10.401679,"(4.2, 5.2, 4.982608695652174)","(6.0, 10.0, 9.25)","(8.0, 10.5, 10.360714285714286)","(4.0, 6.2, 5.816000000000001)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 13.131578947368421)","(6.0, 9.0, 8.03076923076923)"
06-01-2023 16:39:11.378692,"(4.2, 5.2, 4.982608695652174)","(6.0, 10.0, 9.818181818181818)","(8.0, 10.5, 10.360714285714286)","(4.0, 6.2, 5.800000000000001)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 13.131578947368421)","(6.0, 9.0, 8.03076923076923)"
06-01-2023 16:39:12.360328,"(4.2, 5.2, 4.982608695652174)","(6.5, 10.0, 9.333333333333334)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.2, 5.894117647058824)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.409090909090908)","(6.0, 9.0, 8.03076923076923)"
06-01-2023 16:39:13.371396,"(4.2, 5.2, 4.982608695652174)","(6.5, 9.8, 9.636363636363637)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.894117647058824)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 10.717391304347826)","(6.0, 9.0, 7.8)"
06-01-2023 16:39:14.425064,"(4.2, 5.2, 4.982608695652174)","(6.5, 9.8, 9.125)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.832432432432433)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.272)"
06-01-2023 16:39:15.364211,"(4.2, 5.2, 4.982608695652174)","(6.5, 9.8, 9.125)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.832432432432433)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.222222222222222)"
06-01-2023 16:39:16.339142,"(4.2, 5.2, 4.982608695652174)","(6.5, 9.8, 9.694117647058825)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.816129032258065)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.451612903225806)"
06-01-2023 16:39:17.263525,"(4.2, 5.2, 4.982608695652174)","(6.5, 9.8, 9.309090909090909)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.816129032258065)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.451612903225806)"
06-01-2023 16:39:18.386062,"(4.2, 5.2, 4.982608695652174)","(6.5, 9.8, 9.330434782608696)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.828125)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.222222222222222)"
06-01-2023 16:39:19.415836,"(4.2, 5.2, 4.982608695652174)","(6.5, 9.8, 9.700000000000001)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.916666666666667)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.222222222222222)"
06-01-2023 16:39:20.392655,"(4.2, 5.2, 4.982608695652174)","(6.5, 9.8, 9.700000000000001)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.916666666666667)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.451612903225806)"
06-01-2023 16:39:21.392538,"(4.2, 5.2, 4.982608695652174)","(6.5, 9.8, 9.330434782608696)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.916666666666667)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.222222222222222)"
06-01-2023 16:39:22.375921,"(4.2, 5.2, 4.982608695652174)","(6.5, 9.8, 9.700000000000001)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.916666666666667)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.451612903225806)"
06-01-2023 16:39:23.439252,"(4.2, 5.2, 4.723809523809524)","(6.5, 9.8, 9.330434782608696)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.916666666666667)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.222222222222222)"
06-01-2023 16:39:24.483563,"(4.2, 5.2, 4.723809523809524)","(6.5, 9.8, 9.700000000000001)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.916666666666667)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.451612903225806)"
06-01-2023 16:39:25.614882,"(4.2, 5.2, 4.723809523809524)","(6.5, 9.8, 9.330434782608696)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.916666666666667)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.222222222222222)"
06-01-2023 16:39:26.639911,"(4.2, 5.2, 4.8)","(6.5, 9.8, 9.700000000000001)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.916666666666667)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.222222222222222)"
06-01-2023 16:39:27.595850,"(4.2, 5.2, 4.815384615384615)","(6.5, 9.8, 9.700000000000001)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.906976744186046)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.222222222222222)"
06-01-2023 16:39:28.570504,"(4.2, 5.2, 4.866666666666667)","(6.5, 9.8, 9.02)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.906976744186046)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.470588235294118)"
06-01-2023 16:39:29.579616,"(4.2, 5.2, 4.8)","(6.5, 9.8, 9.02)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.906976744186046)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.631578947368421)"
06-01-2023 16:39:30.626871,"(4.2, 5.2, 4.8)","(6.5, 9.8, 9.02)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.906976744186046)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.631578947368421)"
06-01-2023 16:39:31.590515,"(4.2, 5.1, 4.935294117647059)","(6.5, 9.8, 9.02)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.906976744186046)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.631578947368421)"
06-01-2023 16:39:32.538337,"(4.2, 5.1, 4.736363636363636)","(6.5, 9.8, 9.02)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.906976744186046)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.631578947368421)"
06-01-2023 16:39:33.542639,"(4.2, 5.1, 4.736363636363636)","(6.5, 9.8, 9.02)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.906976744186046)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.631578947368421)"
06-01-2023 16:39:34.722138,"(4.2, 5.1, 4.975)","(6.5, 9.8, 9.02)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.906976744186046)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.631578947368421)"
06-01-2023 16:39:35.787839,"(4.2, 5.1, 4.975)","(6.5, 9.8, 9.02)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.906976744186046)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.631578947368421)"
06-01-2023 16:39:36.724712,"(4.2, 5.1, 4.975)","(6.5, 9.6, 9.182608695652174)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.2, 5.906976744186046)","(4.2, 5.8, 5.773076923076923)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.631578947368421)"
06-01-2023 16:39:37.689870,"(4.2, 5.1, 4.975)","(6.5, 9.4, 9.01818181818182)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.0, 5.837837837837838)","(4.2, 5.8, 5.646875)","(11.0, 15.5, 11.26923076923077)","(6.0, 9.0, 7.631578947368421)"
06-01-2023 16:39:38.726382,"(4.2, 5.1, 4.975)","(6.5, 9.4, 9.31764705882353)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.0, 5.837837837837838)","(4.2, 6.0, 5.75)","(11.0, 15.5, 10.717391304347826)","(6.0, 9.0, 7.631578947368421)"
06-01-2023 16:39:39.742237,"(4.2, 5.1, 4.975)","(6.5, 9.4, 9.01818181818182)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.0, 5.837837837837838)","(4.2, 6.0, 6.216666666666667)","(11.0, 15.5, 10.717391304347826)","(6.0, 9.0, 7.631578947368421)"
06-01-2023 16:39:40.837966,"(4.2, 5.1, 4.975)","(6.5, 9.4, 9.31764705882353)","(8.0, 10.0, 9.889655172413793)","(4.2, 6.0, 5.837837837837838)","(4.2, 6.4, 6.066666666666667)","(11.0, 15.5, 10.717391304347826)","(6.0, 9.0, 7.631578947368421)"
06-01-2023 16:39:41.977047,"(4.2, 5.1, 4.975)","(6.5, 9.4, 9.01818181818182)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.837837837837838)","(4.2, 6.4, 6.207142857142857)","(11.0, 15.5, 10.717391304347826)","(6.0, 9.0, 7.631578947368421)"
06-01-2023 16:39:43.025026,"(4.2, 5.1, 4.975)","(6.5, 9.4, 9.31764705882353)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.837837837837838)","(4.2, 6.4, 6.257894736842106)","(11.0, 15.5, 10.717391304347826)","(6.0, 9.0, 7.631578947368421)"
06-01-2023 16:39:44.049322,"(4.2, 5.1, 4.975)","(6.5, 9.4, 9.31764705882353)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.837837837837838)","(4.2, 6.4, 6.16)","(11.0, 15.5, 10.717391304347826)","(6.0, 9.0, 7.911627906976745)"
06-01-2023 16:39:45.119943,"(4.2, 5.1, 4.94375)","(6.5, 9.4, 9.01818181818182)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.837837837837838)","(4.2, 6.4, 6.276470588235295)","(11.0, 15.5, 10.717391304347826)","(6.0, 9.0, 8.004255319148935)"
06-01-2023 16:39:46.105588,"(4.2, 5.1, 4.94375)","(6.5, 9.4, 9.31764705882353)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.837837837837838)","(4.2, 6.4, 6.276470588235295)","(10.0, 15.5, 10.5)","(6.0, 9.0, 8.025)"
06-01-2023 16:39:47.096303,"(4.2, 5.1, 4.94375)","(6.5, 9.4, 9.01818181818182)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.82051282051282)","(4.2, 6.4, 6.275)","(10.0, 15.5, 13.657894736842104)","(6.0, 9.0, 8.444444444444445)"
06-01-2023 16:39:48.056789,"(4.2, 5.1, 4.933333333333333)","(6.5, 9.4, 9.31764705882353)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.815789473684211)","(4.2, 6.4, 6.300000000000001)","(10.0, 15.5, 13.657894736842104)","(6.0, 8.8, 8.32)"
06-01-2023 16:39:49.057414,"(4.2, 5.1, 4.836842105263157)","(6.5, 9.4, 9.272727272727273)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.787878787878788)","(4.4, 6.4, 6.300000000000001)","(10.0, 15.5, 13.657894736842104)","(6.0, 8.8, 8.478260869565217)"
06-01-2023 16:39:50.051752,"(4.2, 5.1, 4.928571428571428)","(6.5, 9.4, 8.875)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.787878787878788)","(4.4, 6.4, 6.300000000000001)","(10.0, 15.5, 13.657894736842104)","(6.0, 8.6, 8.478260869565217)"
06-01-2023 16:39:51.002721,"(4.2, 5.1, 4.928571428571428)","(6.5, 9.4, 9.272727272727273)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.787878787878788)","(4.4, 6.4, 6.300000000000001)","(10.0, 15.5, 13.657894736842104)","(6.0, 8.6, 8.478260869565217)"
06-01-2023 16:39:51.947320,"(4.2, 5.1, 4.6454545454545455)","(6.5, 9.4, 8.875)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.787878787878788)","(4.4, 6.4, 6.300000000000001)","(10.0, 15.5, 13.657894736842104)","(6.0, 8.6, 8.478260869565217)"
06-01-2023 16:39:52.943980,"(4.2, 5.1, 4.6454545454545455)","(6.5, 9.4, 9.272727272727273)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.787878787878788)","(4.4, 6.4, 6.300000000000001)","(10.0, 15.5, 13.657894736842104)","(6.0, 8.6, 8.478260869565217)"
06-01-2023 16:39:53.972836,"(4.2, 5.1, 4.6454545454545455)","(6.5, 9.4, 9.272727272727273)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.787878787878788)","(4.4, 6.4, 6.300000000000001)","(10.0, 15.5, 13.657894736842104)","(6.0, 8.6, 8.536363636363635)"
06-01-2023 16:39:55.110727,"(4.2, 4.6, 4.59)","(6.5, 9.4, 8.875)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.787878787878788)","(4.4, 6.4, 6.357142857142858)","(10.0, 15.5, 13.657894736842104)","(6.0, 8.6, 8.536363636363635)"
06-01-2023 16:39:56.204883,"(4.2, 5.1, 4.859999999999999)","(6.5, 9.4, 9.272727272727273)","(8.0, 10.5, 10.360714285714286)","(4.2, 6.0, 5.787878787878788)","(4.4, 6.4, 6.357142857142858)","(10.0, 15.5, 13.657894736842104)","(6.0, 8.6, 7.9)"
06-01-2023 16:39:57.210353,"(4.2, 5.1, 4.846153846153846)","(6.5, 9.4, 8.608695652173914)","(8.0, 11.5, 11.411538461538463)","(4.2, 6.0, 5.787878787878788)","(4.4, 6.4, 6.357142857142858)","(10.0, 15.5, 13.657894736842104)","(6.0, 8.6, 7.9)"
06-01-2023 16:39:58.271409,"(4.2, 5.1, 4.846153846153846)","(6.5, 9.4, 8.608695652173914)","(8.0, 12.0, 9.8)","(4.2, 6.0, 5.865384615384615)","(4.4, 6.4, 6.1000000000000005)","(10.0, 15.5, 14.347826086956522)","(6.0, 8.6, 7.9)"
06-01-2023 16:39:59.296653,"(4.2, 5.1, 4.846153846153846)","(6.5, 9.4, 8.583333333333334)","(8.0, 11.5, 11.325)","(4.2, 6.4, 6.034375000000001)","(4.4, 6.4, 6.04)","(10.0, 15.0, 11.666666666666666)","(6.0, 8.6, 7.9)"
06-01-2023 16:40:00.333144,"(4.2, 5.1, 4.846153846153846)","(6.5, 9.4, 8.583333333333334)","(8.0, 11.5, 11.325)","(4.2, 6.4, 5.988571428571428)","(4.4, 6.4, 5.875)","(10.0, 15.0, 11.5)","(6.0, 8.6, 7.9)"
06-01-2023 16:40:01.473278,"(4.2, 5.1, 4.846153846153846)","(6.5, 9.4, 8.583333333333334)","(8.0, 11.5, 11.325)","(4.2, 6.4, 5.915625)","(4.4, 6.4, 5.685714285714286)","(10.0, 14.5, 10.270000000000001)","(6.0, 8.6, 7.9)"
06-01-2023 16:40:02.437129,"(4.2, 5.1, 4.88)","(6.5, 9.4, 8.583333333333334)","(8.0, 11.5, 11.325)","(4.2, 6.2, 5.915625)","(4.4, 6.2, 5.685714285714286)","(10.0, 14.5, 10.270000000000001)","(6.0, 8.6, 7.9)"
06-01-2023 16:40:03.393269,"(4.2, 5.1, 4.88)","(6.5, 9.4, 8.583333333333334)","(8.0, 11.5, 11.325)","(4.4, 6.2, 5.915625)","(4.4, 6.2, 5.685714285714286)","(10.0, 14.5, 10.270000000000001)","(6.0, 8.6, 7.9)"
06-01-2023 16:40:04.393495,"(4.2, 5.1, 4.88)","(6.5, 9.4, 8.583333333333334)","(8.0, 11.5, 11.325)","(4.4, 6.2, 5.915625)","(4.4, 6.2, 5.685714285714286)","(10.0, 14.5, 10.270000000000001)","(6.0, 8.6, 7.9)"
06-01-2023 16:40:05.383803,"(4.2, 5.1, 4.88)","(6.5, 9.4, 8.583333333333334)","(8.0, 11.5, 11.325)","(4.4, 6.2, 5.915625)","(4.4, 6.2, 5.685714285714286)","(10.0, 14.5, 10.270000000000001)","(6.0, 8.6, 7.9)"
06-01-2023 16:40:06.393813,"(4.0, 5.1, 4.88)","(6.5, 9.4, 8.583333333333334)","(7.5, 11.5, 11.325)","(4.4, 6.2, 5.915625)","(4.4, 6.2, 5.685714285714286)","(10.0, 14.5, 10.270000000000001)","(6.0, 8.6, 7.9)"
06-01-2023 16:40:07.375849,"(4.0, 5.1, 4.88)","(6.5, 9.4, 8.583333333333334)","(7.5, 11.5, 11.325)","(4.4, 6.2, 5.915625)","(4.4, 6.2, 5.685714285714286)","(10.0, 14.5, 10.270000000000001)","(6.0, 8.6, 7.9)"
06-01-2023 16:40:08.415802,"(4.0, 5.1, 4.88)","(6.5, 9.4, 8.583333333333334)","(7.5, 11.5, 11.325)","(4.4, 6.2, 5.915625)","(4.4, 6.2, 5.685714285714286)","(10.0, 14.5, 10.270000000000001)","(6.0, 8.6, 7.9)"
06-01-2023 16:40:09.396650,"(4.0, 5.1, 4.88)","(6.5, 9.4, 8.583333333333334)","(7.5, 11.5, 11.325)","(4.4, 6.2, 5.915625)","(4.4, 6.2, 5.685714285714286)","(10.0, 14.5, 11.47857142857143)","(6.0, 8.6, 8.165517241379309)"
06-01-2023 16:40:10.434483,"(4.0, 4.8, 4.7214285714285715)","(6.5, 9.0, 8.454545454545455)","(7.5, 12.0, 10.61111111111111)","(4.4, 6.2, 5.811111111111111)","(4.4, 5.7, 5.6000000000000005)","(10.0, 14.5, 12.666666666666666)","(6.0, 8.2, 8.025)"
06-01-2023 16:40:11.525474,"(4.0, 4.8, 4.7214285714285715)","(6.5, 9.0, 8.454545454545455)","(7.5, 12.0, 11.0625)","(4.4, 6.2, 5.811111111111111)","(4.4, 5.7, 5.6000000000000005)","(10.0, 14.0, 11.28)","(6.0, 8.2, 7.8)"
06-01-2023 16:40:12.566633,"(4.0, 4.8, 4.7214285714285715)","(6.5, 9.0, 8.454545454545455)","(7.5, 12.0, 11.0625)","(4.4, 6.2, 5.811111111111111)","(4.4, 5.7, 5.6000000000000005)","(10.0, 14.0, 10.869565217391305)","(6.0, 8.2, 7.666666666666667)"
06-01-2023 16:40:13.615241,"(4.0, 4.8, 4.7214285714285715)","(6.5, 9.0, 8.454545454545455)","(7.5, 12.0, 11.0625)","(4.4, 6.2, 5.811111111111111)","(4.4, 5.7, 5.621052631578948)","(10.0, 13.5, 12.916666666666668)","(6.0, 8.2, 7.666666666666667)"
06-01-2023 16:40:14.590970,"(4.0, 4.8, 4.7214285714285715)","(6.5, 9.0, 8.454545454545455)","(7.5, 12.0, 11.184782608695652)","(4.4, 6.2, 5.811111111111111)","(4.4, 5.7, 5.621052631578948)","(10.0, 13.5, 12.916666666666668)","(6.0, 8.2, 7.666666666666667)"
06-01-2023 16:40:15.596379,"(4.0, 4.8, 4.7214285714285715)","(6.5, 9.0, 8.454545454545455)","(7.5, 12.0, 11.184782608695652)","(4.4, 6.2, 5.811111111111111)","(4.4, 5.7, 5.614285714285715)","(10.0, 13.5, 12.916666666666668)","(6.0, 8.2, 7.666666666666667)"
06-01-2023 16:40:16.546225,"(4.0, 4.8, 4.7214285714285715)","(6.5, 9.0, 8.454545454545455)","(7.5, 12.0, 11.184782608695652)","(4.4, 6.2, 5.811111111111111)","(4.4, 5.7, 5.614285714285715)","(10.0, 13.5, 12.916666666666668)","(6.0, 8.2, 7.666666666666667)"
06-01-2023 16:40:17.577469,"(4.0, 4.8, 4.7214285714285715)","(6.5, 9.0, 8.454545454545455)","(7.5, 12.0, 11.23469387755102)","(4.4, 6.2, 5.811111111111111)","(4.4, 5.7, 5.491304347826087)","(10.0, 13.5, 11.59090909090909)","(6.0, 8.2, 7.8)"
06-01-2023 16:40:18.559495,"(4.0, 4.8, 4.7214285714285715)","(6.5, 9.0, 8.454545454545455)","(7.5, 12.0, 11.364406779661017)","(4.4, 6.2, 5.85)","(4.4, 5.9, 5.612)","(10.0, 13.5, 10.530303030303031)","(6.0, 8.2, 7.8)"
06-01-2023 16:40:19.570758,"(4.0, 4.8, 4.716666666666667)","(6.5, 8.6, 8.545454545454545)","(7.5, 12.0, 11.364406779661017)","(4.4, 6.2, 5.85)","(4.4, 5.8, 5.525806451612903)","(10.0, 13.5, 10.530303030303031)","(6.0, 8.2, 7.8)"
06-01-2023 16:40:20.590444,"(4.0, 4.8, 4.726829268292683)","(6.5, 8.6, 8.272727272727273)","(7.5, 12.0, 11.364406779661017)","(4.4, 6.2, 5.7172413793103445)","(4.4, 5.8, 5.597619047619047)","(10.0, 13.5, 11.25)","(6.0, 8.2, 7.766666666666667)"
06-01-2023 16:40:21.672840,"(4.0, 4.8, 4.657142857142857)","(6.5, 8.6, 8.272727272727273)","(7.5, 12.0, 11.364406779661017)","(4.4, 6.2, 5.591304347826087)","(4.4, 5.8, 5.623809523809524)","(10.0, 13.0, 10.714285714285714)","(6.0, 8.2, 7.766666666666667)"
06-01-2023 16:40:22.731241,"(4.0, 4.8, 4.657142857142857)","(6.5, 8.6, 8.463636363636363)","(7.5, 12.0, 11.364406779661017)","(4.4, 6.2, 5.591304347826087)","(4.4, 5.7, 5.704761904761905)","(10.0, 13.0, 11.944444444444445)","(6.0, 8.2, 7.766666666666667)"
06-01-2023 16:40:23.772586,"(4.0, 4.8, 4.714285714285714)","(6.5, 9.0, 8.607142857142858)","(7.5, 12.0, 11.364406779661017)","(4.4, 6.2, 5.640000000000001)","(4.4, 5.8, 5.731034482758621)","(10.0, 12.5, 11.630434782608695)","(6.0, 8.2, 7.8999999999999995)"
06-01-2023 16:40:24.755129,"(4.0, 4.8, 4.76595744680851)","(6.5, 9.0, 8.37142857142857)","(7.5, 12.0, 11.364406779661017)","(4.4, 6.2, 5.640000000000001)","(4.4, 5.8, 5.731034482758621)","(10.0, 12.5, 11.630434782608695)","(6.0, 8.2, 7.8999999999999995)"
06-01-2023 16:40:25.711456,"(4.0, 4.8, 4.76595744680851)","(6.5, 9.0, 8.37142857142857)","(7.5, 12.0, 11.364406779661017)","(4.4, 6.2, 5.640000000000001)","(4.4, 5.8, 5.731034482758621)","(10.0, 12.5, 11.209677419354838)","(6.0, 8.2, 8.147368421052631)"
06-01-2023 16:40:26.634722,"(4.0, 4.8, 4.7627906976744185)","(6.5, 9.0, 8.37142857142857)","(7.5, 12.0, 11.364406779661017)","(4.4, 6.2, 5.690909090909091)","(4.4, 5.7, 5.398039215686274)","(10.0, 13.0, 11.451612903225806)","(6.0, 8.4, 8.194285714285714)"
06-01-2023 16:40:27.621479,"(4.0, 4.5, 4.485840707964602)","(6.5, 9.0, 8.37142857142857)","(7.5, 12.0, 11.364406779661017)","(4.4, 6.2, 5.4125)","(4.4, 5.7, 5.398039215686274)","(10.0, 13.0, 11.5)","(6.0, 9.2, 8.43)"
06-01-2023 16:40:28.550570,"(4.0, 4.5, 4.487037037037037)","(6.5, 9.0, 8.633333333333333)","(8.0, 12.0, 11.364406779661017)","(4.4, 6.2, 5.4125)","(4.4, 5.7, 5.398039215686274)","(10.0, 12.5, 11.5)","(6.0, 9.2, 8.43)"
06-01-2023 16:40:29.566697,"(4.0, 4.5, 4.485714285714286)","(6.5, 9.0, 8.633333333333333)","(8.0, 12.0, 11.364406779661017)","(4.4, 6.0, 5.638709677419355)","(4.4, 5.7, 5.3652173913043475)","(10.0, 12.5, 10.986842105263158)","(6.0, 9.2, 8.348387096774193)"
06-01-2023 16:40:30.551022,"(4.0, 4.5, 4.4837209302325585)","(6.5, 9.0, 8.706666666666667)","(8.0, 12.0, 11.364406779661017)","(4.4, 6.0, 5.84)","(4.4, 5.8, 5.633333333333334)","(10.0, 12.5, 10.986842105263158)","(6.0, 9.2, 8.4)"
06-01-2023 16:40:31.528996,"(4.0, 4.5, 4.4837209302325585)","(6.5, 9.0, 8.706666666666667)","(8.0, 12.0, 11.364406779661017)","(4.4, 5.9, 5.573333333333333)","(4.4, 5.7, 5.5095238095238095)","(10.0, 12.5, 10.986842105263158)","(6.0, 9.2, 8.4)"
06-01-2023 16:40:32.601009,"(4.0, 4.5, 4.4837209302325585)","(6.5, 9.0, 8.706666666666667)","(8.0, 12.0, 11.775)","(4.4, 5.9, 5.2875000000000005)","(4.4, 5.7, 5.477777777777778)","(10.0, 12.5, 10.986842105263158)","(6.0, 9.2, 8.7)"
06-01-2023 16:40:33.738588,"(4.0, 4.5, 4.475862068965517)","(6.5, 9.0, 8.706666666666667)","(8.0, 12.0, 11.76923076923077)","(4.4, 5.9, 5.449999999999999)","(4.4, 5.7, 5.533333333333333)","(10.0, 12.5, 11.048387096774194)","(6.0, 9.2, 8.678260869565218)"
06-01-2023 16:40:34.802512,"(4.0, 4.5, 4.483018867924528)","(6.5, 9.0, 8.685714285714285)","(8.0, 12.0, 11.76923076923077)","(4.4, 5.8, 5.31)","(4.4, 5.8, 5.575)","(10.0, 12.5, 11.048387096774194)","(6.0, 9.2, 8.678260869565218)"
06-01-2023 16:40:35.811013,"(4.0, 4.5, 4.4852459016393444)","(6.5, 9.2, 8.807142857142857)","(8.0, 12.5, 11.966666666666667)","(4.4, 5.8, 5.31)","(4.4, 5.7, 5.55)","(10.0, 12.5, 11.09375)","(6.0, 9.2, 8.537931034482758)"
06-01-2023 16:40:36.816086,"(4.0, 4.5, 4.473684210526316)","(6.5, 9.2, 8.659459459459459)","(8.0, 12.5, 11.966666666666667)","(4.4, 5.7, 5.3076923076923075)","(4.4, 5.7, 5.55)","(10.0, 12.5, 11.09375)","(6.0, 9.2, 8.421621621621622)"
06-01-2023 16:40:37.833413,"(4.0, 4.5, 4.473684210526316)","(6.5, 9.2, 8.659459459459459)","(8.0, 12.5, 11.966666666666667)","(4.4, 5.7, 5.406451612903226)","(4.4, 5.7, 5.4799999999999995)","(10.0, 12.5, 11.214285714285714)","(6.0, 9.2, 8.623999999999999)"
