,The Milkybar Kid,Duke Of Buckingham,Baltic Coast,Rosovo,Tidal Creek,Karlstad,Lonely Rock
04-01-2023 15:32:01.207121,"(3.6, 4.3, 4.1737327188940085)","(5.0, 6.6, 6.496969696969697)","(6.5, 8.0, 7.834782608695652)","(4.4, 4.6, 4.543661971830986)","(14.0, 16.5, 16.375968992248062)","(4.2, 5.0, 4.9123809523809525)","(101.0, 500.0, 493.3333333333333)"
04-01-2023 15:32:02.321457,"(3.6, 4.3, 4.173226544622425)","(5.0, 6.6, 6.471698113207547)","(6.5, 8.0, 7.834782608695652)","(4.4, 4.6, 4.67755991285403)","(14.0, 16.5, 16.372509960159363)","(4.2, 5.0, 4.9123809523809525)","(101.0, 500.0, 485.0)"
04-01-2023 15:32:03.404682,"(3.6, 4.3, 4.203819444444445)","(5.0, 6.6, 6.45531914893617)","(6.5, 8.0, 7.834782608695652)","(4.4, 4.7, 4.685211267605634)","(14.0, 16.5, 16.371031746031747)","(4.2, 5.0, 4.91604938271605)","(101.0, 500.0, 464.0)"
04-01-2023 15:32:04.579305,"(3.6, 4.3, 4.20578231292517)","(5.0, 6.4, 6.383838383838384)","(6.5, 8.0, 7.826923076923077)","(4.4, 4.7, 4.6821052631578945)","(14.0, 16.5, 16.371031746031747)","(4.2, 5.0, 4.91604938271605)","(101.0, 480.0, 447.2413793103448)"
04-01-2023 15:32:05.692083,"(3.6, 4.3, 4.206296296296297)","(5.0, 6.4, 6.383157894736843)","(6.5, 8.0, 7.826923076923077)","(4.4, 4.7, 4.683601286173634)","(14.0, 16.5, 16.371031746031747)","(4.2, 5.0, 4.856842105263158)","(101.0, 480.0, 447.2413793103448)"
04-01-2023 15:32:06.710603,"(3.6, 4.3, 4.22453531598513)","(5.0, 6.4, 6.385964912280702)","(6.5, 8.0, 7.826923076923077)","(4.4, 4.7, 4.683601286173634)","(14.0, 16.5, 16.37854251012146)","(4.2, 5.0, 4.856842105263158)","(101.0, 480.0, 447.2413793103448)"
04-01-2023 15:32:07.761713,"(3.6, 4.3, 4.224812030075188)","(5.0, 6.4, 6.3696)","(6.5, 8.0, 7.826923076923077)","(4.4, 4.7, 4.78978102189781)","(14.0, 16.5, 16.37704918032787)","(4.2, 5.0, 4.856842105263158)","(101.0, 480.0, 447.2413793103448)"
04-01-2023 15:32:08.716958,"(3.6, 4.3, 4.224812030075188)","(5.0, 6.4, 6.3696)","(6.5, 8.0, 7.865671641791045)","(4.4, 4.8, 4.78978102189781)","(14.0, 16.5, 16.354545454545455)","(4.2, 5.0, 4.765413533834586)","(101.0, 480.0, 447.2413793103448)"
04-01-2023 15:32:09.831477,"(3.6, 4.3, 4.239759036144578)","(5.0, 6.4, 6.3696)","(6.5, 8.0, 7.902380952380952)","(4.4, 4.8, 4.771428571428571)","(14.0, 16.5, 16.367109634551497)","(4.2, 4.8, 4.782914572864321)","(101.0, 480.0, 440.4166666666667)"
04-01-2023 15:32:10.976859,"(3.6, 4.3, 4.25049504950495)","(5.0, 6.6, 6.508108108108108)","(6.5, 8.0, 7.842105263157895)","(4.4, 4.8, 4.797029702970297)","(14.0, 16.5, 16.36254295532646)","(4.2, 4.8, 4.939325842696629)","(101.0, 480.0, 351.7647058823529)"
04-01-2023 15:32:12.183317,"(3.6, 4.3, 4.241860465116279)","(5.0, 6.6, 6.462962962962963)","(6.5, 8.0, 7.7026315789473685)","(4.2, 4.8, 4.788118811881188)","(14.0, 16.5, 16.36254295532646)","(4.2, 5.0, 4.933333333333334)","(101.0, 410.0, 364.44444444444446)"
04-01-2023 15:32:13.501481,"(3.6, 4.3, 4.258461538461538)","(5.0, 6.6, 6.480645161290322)","(6.5, 7.8, 7.7026315789473685)","(4.2, 4.8, 4.788785046728972)","(14.0, 16.5, 16.36254295532646)","(4.2, 5.0, 4.937349397590362)","(101.0, 400.0, 364.44444444444446)"
04-01-2023 15:32:14.723367,"(3.6, 4.3, 4.258461538461538)","(5.0, 6.6, 6.383333333333334)","(6.5, 7.8, 7.724489795918367)","(4.2, 4.8, 4.5986666666666665)","(14.0, 16.5, 16.36254295532646)","(4.2, 5.0, 4.966666666666667)","(101.0, 400.0, 358.3333333333333)"
04-01-2023 15:32:16.025624,"(3.6, 4.3, 4.253448275862069)","(5.0, 6.4, 6.383333333333334)","(6.5, 7.8, 7.735652173913043)","(4.2, 4.6, 4.598876404494382)","(14.0, 16.5, 16.37012987012987)","(4.2, 5.0, 4.973972602739726)","(101.0, 400.0, 370.0)"
04-01-2023 15:32:17.149316,"(3.6, 4.3, 4.255)","(5.0, 6.4, 6.383333333333334)","(6.5, 7.8, 7.723404255319148)","(4.2, 4.6, 4.6323943661971825)","(14.0, 16.5, 16.371335504885995)","(4.2, 5.0, 4.976623376623377)","(101.0, 400.0, 370.0)"
04-01-2023 15:32:18.298777,"(3.6, 4.3, 4.214)","(5.0, 6.4, 6.385106382978724)","(6.5, 7.8, 7.723404255319148)","(4.2, 4.7, 4.637096774193548)","(14.0, 16.5, 16.130841121495326)","(4.2, 5.0, 4.947752808988764)","(101.0, 400.0, 370.0)"
04-01-2023 15:32:19.360582,"(3.6, 4.2, 4.197767857142857)","(5.0, 6.8, 6.795918367346939)","(6.5, 7.8, 7.723404255319148)","(4.2, 4.7, 4.587951807228915)","(14.0, 16.5, 16.110576923076923)","(4.2, 5.0, 4.947752808988764)","(101.0, 400.0, 345.55555555555554)"
04-01-2023 15:32:20.415998,"(3.6, 4.2, 4.198529411764706)","(5.0, 6.8, 6.796756756756756)","(6.5, 7.8, 7.723404255319148)","(4.2, 4.6, 4.570454545454545)","(14.0, 16.5, 16.088461538461537)","(4.2, 5.0, 4.947752808988764)","(101.0, 390.0, 347.14285714285717)"
04-01-2023 15:32:21.404551,"(3.6, 4.2, 4.198529411764706)","(5.0, 7.0, 6.9228915662650605)","(6.5, 7.8, 7.666666666666666)","(4.2, 4.6, 4.571739130434782)","(14.0, 16.5, 16.088461538461537)","(4.2, 5.0, 4.943975903614458)","(101.0, 390.0, 352.5)"
04-01-2023 15:32:22.424643,"(3.6, 4.3, 4.2328125)","(5.0, 7.0, 6.945161290322581)","(6.5, 7.8, 7.608695652173913)","(4.2, 4.6, 4.563888888888888)","(14.0, 16.5, 16.088461538461537)","(4.2, 5.0, 4.943975903614458)","(101.0, 390.0, 352.5)"
04-01-2023 15:32:23.521056,"(3.6, 4.3, 4.2328125)","(5.0, 7.0, 6.97258064516129)","(6.5, 7.8, 7.546341463414635)","(4.2, 4.6, 4.563888888888888)","(14.0, 16.5, 16.088461538461537)","(4.2, 5.0, 4.943975903614458)","(101.0, 390.0, 352.5)"
04-01-2023 15:32:24.618224,"(3.6, 4.3, 4.2328125)","(5.0, 7.0, 6.97258064516129)","(6.5, 7.8, 7.546341463414635)","(4.2, 4.6, 4.563888888888888)","(14.0, 16.5, 16.083333333333332)","(4.2, 5.0, 4.943975903614458)","(101.0, 390.0, 352.5)"
04-01-2023 15:32:25.794170,"(3.6, 4.3, 4.23206106870229)","(5.0, 7.0, 6.995583160800552)","(6.5, 7.8, 7.546341463414635)","(4.2, 4.6, 4.5285714285714285)","(14.0, 16.5, 16.004310344827587)","(4.2, 5.0, 4.945341614906832)","(101.0, 390.0, 352.5)"
04-01-2023 15:32:26.938039,"(3.6, 4.3, 4.22992125984252)","(5.0, 7.0, 6.994765840220386)","(6.5, 7.8, 7.546341463414635)","(4.2, 4.6, 4.45)","(14.0, 16.5, 16.004310344827587)","(4.2, 5.0, 4.9413533834586465)","(101.0, 390.0, 352.5)"
04-01-2023 15:32:28.164089,"(3.6, 4.3, 4.22992125984252)","(5.0, 7.0, 6.995631399317406)","(6.5, 7.8, 7.629508196721311)","(4.2, 4.5, 4.437857142857143)","(14.0, 16.5, 16.028688524590162)","(4.2, 5.0, 4.950925925925926)","(101.0, 390.0, 352.5)"
04-01-2023 15:32:29.432327,"(3.6, 4.3, 4.246825396825397)","(5.0, 7.0, 6.996986301369863)","(6.5, 7.8, 7.629508196721311)","(4.2, 4.5, 4.448275862068965)","(14.0, 16.5, 16.028688524590162)","(4.2, 5.0, 4.957894736842105)","(101.0, 390.0, 352.5)"
04-01-2023 15:32:30.655465,"(3.6, 4.3, 4.240384615384615)","(5.0, 7.0, 6.996986301369863)","(6.5, 7.8, 7.546341463414635)","(4.2, 4.5, 4.448275862068965)","(14.0, 16.5, 16.028688524590162)","(4.2, 5.0, 4.96875)","(101.0, 390.0, 352.5)"
04-01-2023 15:32:31.876581,"(3.6, 4.2, 4.1989106753812635)","(5.0, 7.0, 6.998472222222222)","(6.5, 7.8, 7.655555555555555)","(4.2, 4.5, 4.455882352941177)","(14.0, 16.5, 16.04)","(4.2, 5.0, 4.959183673469388)","(101.0, 390.0, 350.0)"
04-01-2023 15:32:33.022842,"(3.6, 4.3, 4.242056074766356)","(5.0, 7.2, 7.182085561497327)","(6.5, 7.8, 7.655555555555555)","(4.2, 4.5, 4.455882352941177)","(14.0, 16.5, 16.04)","(4.2, 5.0, 4.955555555555556)","(101.0, 380.0, 317.77777777777777)"
04-01-2023 15:32:34.165325,"(3.6, 4.3, 4.236082474226804)","(5.0, 7.2, 7.180559254327563)","(6.5, 7.8, 7.655555555555555)","(4.2, 4.5, 4.477551020408163)","(14.0, 16.5, 16.13607594936709)","(4.2, 5.0, 4.95)","(101.0, 380.0, 324.0)"
04-01-2023 15:32:35.296347,"(3.6, 4.3, 4.236082474226804)","(5.0, 7.2, 7.019753086419753)","(6.5, 7.8, 7.614285714285714)","(4.2, 4.4, 4.383823529411765)","(14.0, 16.5, 16.065040650406505)","(4.2, 5.0, 4.987684729064039)","(101.0, 380.0, 325.0)"
04-01-2023 15:32:36.426140,"(3.6, 4.3, 4.235)","(5.0, 7.2, 7.1)","(6.5, 7.8, 7.61090909090909)","(4.2, 4.4, 4.327111111111111)","(14.0, 16.5, 16.02912621359223)","(4.2, 5.0, 4.995412844036697)","(101.0, 370.0, 340.0)"
04-01-2023 15:32:37.539920,"(3.6, 4.3, 4.217721518987342)","(5.0, 7.2, 7.1537313432835825)","(6.5, 7.8, 7.52987012987013)","(4.2, 4.4, 4.299579831932773)","(14.0, 16.5, 16.21976401179941)","(4.2, 5.0, 4.996744186046512)","(101.0, 360.0, 340.0)"
04-01-2023 15:32:38.589790,"(3.6, 4.3, 4.213333333333334)","(5.0, 7.2, 7.1537313432835825)","(6.5, 7.8, 7.52987012987013)","(4.2, 4.3, 4.323949579831933)","(14.0, 16.5, 16.22533333333333)","(4.2, 5.0, 4.9940639269406395)","(101.0, 360.0, 330.0)"
04-01-2023 15:32:39.624301,"(3.6, 4.3, 4.220634920634921)","(5.0, 7.2, 7.158940397350993)","(6.5, 7.8, 7.508108108108108)","(4.2, 4.4, 4.316355140186916)","(14.0, 16.5, 16.08130081300813)","(4.2, 5.0, 4.99320987654321)","(101.0, 360.0, 461.8181818181818)"
04-01-2023 15:32:40.689878,"(3.6, 4.3, 4.232885906040268)","(5.0, 7.2, 7.185245901639345)","(6.5, 7.8, 7.654054054054054)","(4.2, 4.4, 4.3211453744493395)","(14.0, 16.5, 16.08130081300813)","(4.2, 5.0, 4.99320987654321)","(101.0, 470.0, 420.0)"
04-01-2023 15:32:41.872499,"(3.6, 4.2, 4.19683698296837)","(5.0, 7.2, 7.3855109961190175)","(6.5, 7.8, 7.664516129032258)","(4.2, 4.4, 4.303846153846154)","(14.0, 16.5, 16.325842696629213)","(4.2, 5.0, 4.99320987654321)","(101.0, 470.0, 450.0)"
04-01-2023 15:32:43.075156,"(3.6, 4.3, 4.271929824561403)","(5.0, 7.4, 7.2375)","(6.5, 7.8, 7.66060606060606)","(4.2, 4.4, 4.371134020618557)","(14.0, 16.5, 16.358024691358025)","(4.4, 5.0, 4.99320987654321)","(101.0, 470.0, 424.2857142857143)"
04-01-2023 15:32:44.202280,"(3.6, 4.3, 4.271929824561403)","(6.0, 7.4, 7.308474576271187)","(6.5, 7.8, 7.66060606060606)","(4.2, 4.4, 4.374380165289256)","(14.0, 16.5, 16.36144578313253)","(4.4, 5.0, 4.986585365853658)","(101.0, 470.0, 424.2857142857143)"
04-01-2023 15:32:45.333083,"(3.6, 4.2, 4.186036036036036)","(6.0, 7.4, 7.307563025210085)","(6.5, 7.8, 7.6466666666666665)","(4.2, 4.4, 4.374380165289256)","(14.0, 16.5, 16.369318181818183)","(4.4, 5.0, 4.987777777777778)","(101.0, 470.0, 424.2857142857143)"
04-01-2023 15:32:46.479367,"(3.6, 4.2, 4.188631090487239)","(6.0, 7.4, 7.28030303030303)","(7.0, 7.8, 7.653846153846153)","(4.2, 4.4, 4.161744966442953)","(14.0, 16.5, 16.200657894736842)","(4.4, 5.0, 5.057894736842105)","(101.0, 470.0, 405.0)"
04-01-2023 15:32:47.716445,"(3.6, 4.3, 4.2684931506849315)","(6.0, 7.4, 7.285271317829458)","(7.0, 7.8, 7.690625)","(4.2, 4.2, 4.187096774193549)","(14.0, 16.5, 16.130081300813007)","(4.4, 5.1, 5.052380952380952)","(101.0, 480.0, 413.3333333333333)"
04-01-2023 15:32:48.979449,"(3.6, 4.3, 4.29601226993865)","(6.0, 7.4, 7.279136690647483)","(7.0, 7.8, 7.690625)","(4.2, 4.2, 4.184615384615385)","(14.0, 16.5, 16.130081300813007)","(4.4, 5.1, 5.052380952380952)","(101.0, 480.0, 413.3333333333333)"
04-01-2023 15:32:50.162740,"(3.6, 4.3, 4.298697068403909)","(6.0, 7.4, 7.3779237844940875)","(7.0, 7.8, 7.699999999999999)","(4.2, 4.2, 4.050584795321638)","(14.0, 16.5, 16.264248704663213)","(4.4, 5.1, 5.06)","(101.0, 480.0, 414.3478260869565)"
04-01-2023 15:32:51.344527,"(3.6, 4.3, 4.291666666666666)","(6.0, 7.4, 7.264670658682635)","(7.0, 7.8, 7.699999999999999)","(4.2, 4.1, 4.055623100303952)","(14.0, 16.5, 16.264248704663213)","(4.4, 5.1, 5.066666666666666)","(101.0, 470.0, 414.3478260869565)"
04-01-2023 15:32:52.691594,"(3.6, 4.3, 4.291666666666666)","(6.0, 7.4, 7.264670658682635)","(7.0, 7.8, 7.699999999999999)","(4.2, 4.1, 4.084895833333333)","(14.0, 16.5, 16.257978723404257)","(4.4, 5.1, 5.066666666666666)","(101.0, 470.0, 414.3478260869565)"
04-01-2023 15:32:53.831163,"(3.6, 4.3, 4.286666666666666)","(6.0, 7.4, 7.3862796833773094)","(7.0, 7.8, 7.684507042253521)","(4.2, 4.1, 4.087428571428571)","(14.0, 16.5, 16.258152173913043)","(4.4, 5.1, 5.066666666666666)","(101.0, 470.0, 414.3478260869565)"
04-01-2023 15:32:54.928048,"(3.6, 4.4, 4.323333333333333)","(6.0, 7.4, 7.3862796833773094)","(7.0, 7.8, 7.684507042253521)","(4.2, 4.1, 4.087428571428571)","(14.0, 16.5, 16.201342281879196)","(4.4, 5.1, 5.045945945945946)","(101.0, 470.0, 414.3478260869565)"
04-01-2023 15:32:55.948384,"(3.6, 4.4, 4.335897435897436)","(6.0, 7.4, 7.389634551495017)","(7.0, 7.8, 7.684507042253521)","(4.2, 4.1, 4.169615384615384)","(14.0, 16.5, 16.43913043478261)","(4.4, 5.2, 5.059090909090909)","(101.0, 470.0, 409.3103448275862)"
04-01-2023 15:32:57.029463,"(3.6, 4.4, 4.3375)","(6.0, 7.4, 7.395345653661876)","(7.0, 7.8, 7.633333333333333)","(4.2, 4.3, 4.185858585858586)","(14.0, 16.5, 16.43913043478261)","(4.4, 5.1, 5.029032258064516)","(101.0, 470.0, 409.3103448275862)"
04-01-2023 15:32:58.081028,"(3.6, 4.4, 4.3375)","(6.0, 7.4, 7.3954545454545455)","(7.0, 7.8, 7.633333333333333)","(4.2, 4.3, 4.194708994708995)","(14.0, 16.5, 16.43577981651376)","(4.4, 5.1, 4.9759493670886075)","(101.0, 470.0, 409.3103448275862)"
04-01-2023 15:32:59.114471,"(3.6, 4.4, 4.3375)","(6.0, 7.4, 7.398780487804879)","(7.0, 7.8, 7.633333333333333)","(4.2, 4.2, 4.152100840336135)","(14.0, 16.5, 16.43577981651376)","(4.4, 5.1, 4.987179487179487)","(101.0, 470.0, 409.3103448275862)"
04-01-2023 15:33:00.277099,"(3.6, 4.4, 4.324657534246575)","(6.0, 7.4, 7.575566750629722)","(7.0, 7.8, 7.679411764705882)","(4.2, 4.2, 4.108064516129032)","(14.0, 16.5, 16.43577981651376)","(4.4, 5.0, 4.969924812030075)","(101.0, 470.0, 409.3103448275862)"
04-01-2023 15:33:01.309757,"(3.6, 4.3, 4.225675675675676)","(6.0, 7.6, 7.477987421383648)","(7.0, 7.8, 7.679411764705882)","(4.2, 4.2, 4.128767123287671)","(14.0, 16.5, 16.47029702970297)","(4.4, 5.0, 4.938053097345133)","(101.0, 470.0, 409.3103448275862)"
04-01-2023 15:33:02.462199,"(3.6, 4.3, 4.223611111111111)","(6.0, 7.6, 7.491566265060241)","(7.0, 7.8, 7.679411764705882)","(4.2, 4.2, 4.179651162790698)","(14.0, 16.5, 16.485507246376812)","(4.4, 5.0, 4.942364532019704)","(101.0, 470.0, 409.3103448275862)"
04-01-2023 15:33:03.603630,"(3.6, 4.3, 4.22)","(6.0, 7.6, 7.333333333333333)","(7.0, 7.8, 7.669841269841269)","(4.2, 4.2, 4.177586206896552)","(14.0, 16.5, 16.39644970414201)","(4.4, 5.0, 4.942364532019704)","(101.0, 470.0, 409.3103448275862)"
04-01-2023 15:33:04.760282,"(3.6, 4.3, 4.220348837209302)","(6.0, 7.6, 7.333333333333333)","(7.0, 7.8, 7.710843373493976)","(4.2, 4.2, 4.170454545454546)","(14.0, 16.5, 16.4)","(4.4, 5.0, 4.960986547085202)","(101.0, 470.0, 432.0)"
04-01-2023 15:33:05.946163,"(3.6, 4.3, 4.237777777777778)","(6.0, 7.4, 7.304255319148936)","(7.0, 7.8, 7.68235294117647)","(4.2, 4.2, 4.2309278350515465)","(14.0, 16.5, 16.33816425120773)","(4.4, 5.0, 4.960732984293194)","(101.0, 460.0, 433.3333333333333)"
04-01-2023 15:33:07.066633,"(3.6, 4.3, 4.242307692307692)","(6.0, 7.4, 7.28)","(7.0, 7.8, 7.60313725490196)","(4.2, 4.3, 4.225555555555555)","(14.0, 16.5, 16.412087912087912)","(4.4, 5.0, 4.972549019607843)","(101.0, 460.0, 433.3333333333333)"
04-01-2023 15:33:08.162820,"(3.6, 4.3, 4.252631578947368)","(6.0, 7.4, 7.280898876404494)","(7.0, 8.0, 7.801568627450981)","(4.2, 4.3, 4.224293785310735)","(14.0, 16.5, 16.412087912087912)","(4.4, 5.0, 4.971134020618557)","(101.0, 460.0, 430.0)"
04-01-2023 15:33:09.464997,"(3.6, 4.3, 4.255102040816326)","(6.0, 7.4, 7.279545454545455)","(7.0, 8.0, 7.801568627450981)","(4.2, 4.3, 4.224293785310735)","(14.0, 16.5, 16.412087912087912)","(4.4, 5.0, 4.9585185185185185)","(101.0, 440.0, 426.15384615384613)"
04-01-2023 15:33:11.079802,"(3.6, 4.3, 4.260869565217392)","(6.0, 7.4, 7.277777777777778)","(7.0, 8.0, 7.819014084507042)","(4.2, 4.3, 4.223863636363636)","(14.0, 16.5, 16.298804780876495)","(4.4, 5.0, 4.9585185185185185)","(101.0, 440.0, 426.15384615384613)"
04-01-2023 15:33:12.084052,"(3.6, 4.3, 4.260869565217392)","(6.0, 7.4, 7.276086956521739)","(7.0, 8.0, 7.8167182662538695)","(4.2, 4.3, 4.228)","(14.0, 16.5, 16.298804780876495)","(4.4, 5.0, 4.9585185185185185)","(101.0, 440.0, 426.15384615384613)"
04-01-2023 15:33:13.181259,"(3.6, 4.3, 4.263709677419355)","(6.0, 7.4, 7.276086956521739)","(7.0, 8.0, 7.812790697674418)","(4.2, 4.3, 4.234821428571428)","(14.0, 16.5, 16.298804780876495)","(4.4, 5.0, 4.993406593406593)","(101.0, 440.0, 426.15384615384613)"
04-01-2023 15:33:14.262909,"(3.6, 4.3, 4.263709677419355)","(6.0, 7.4, 7.276086956521739)","(7.0, 8.0, 7.811695906432749)","(4.2, 4.3, 4.240287769784173)","(14.0, 16.5, 16.367105263157896)","(4.4, 5.0, 4.993939393939394)","(101.0, 440.0, 426.15384615384613)"
04-01-2023 15:33:15.328354,"(3.6, 4.3, 4.263709677419355)","(6.0, 7.4, 7.276086956521739)","(7.0, 8.0, 7.811695906432749)","(4.2, 4.3, 4.240287769784173)","(14.0, 16.5, 16.365333333333332)","(4.4, 5.0, 4.993939393939394)","(101.0, 440.0, 426.15384615384613)"
04-01-2023 15:33:16.377988,"(3.6, 4.2, 4.194454072790295)","(6.0, 7.4, 7.279545454545455)","(7.0, 8.0, 7.812987012987013)","(4.2, 4.3, 4.217821782178218)","(14.0, 16.5, 16.36049723756906)","(4.4, 5.0, 4.992405063291139)","(101.0, 440.0, 320.0)"
04-01-2023 15:33:17.445295,"(3.6, 4.2, 4.191493383742912)","(6.0, 7.6, 7.532394366197183)","(7.0, 8.0, 7.629581993569132)","(4.2, 4.3, 4.217821782178218)","(14.0, 16.5, 16.36049723756906)","(4.4, 5.0, 4.992405063291139)","(101.0, 440.0, 312.3076923076923)"
04-01-2023 15:33:18.888313,"(3.7, 4.2, 4.19089068825911)","(6.0, 7.6, 7.529468599033816)","(7.0, 8.0, 7.643343653250773)","(3.8, 4.3, 4.243589743589744)","(14.0, 16.5, 16.350806451612904)","(4.4, 5.0, 4.992405063291139)","(101.0, 430.0, 312.3076923076923)"
04-01-2023 15:33:20.127742,"(3.7, 4.2, 4.19089068825911)","(6.0, 7.6, 7.529468599033816)","(7.0, 8.0, 7.627299703264095)","(3.8, 4.3, 4.244155844155844)","(14.0, 16.5, 16.375)","(4.4, 5.0, 5.028776978417266)","(101.0, 430.0, 320.7142857142857)"
04-01-2023 15:33:21.308244,"(3.7, 4.2, 4.196559139784946)","(6.0, 7.6, 7.529468599033816)","(7.0, 8.0, 7.627299703264095)","(3.8, 4.3, 4.244155844155844)","(14.0, 16.5, 16.33828996282528)","(4.4, 5.1, 5.052403846153846)","(101.0, 430.0, 300.0)"
04-01-2023 15:33:22.564619,"(3.7, 4.2, 4.197608695652174)","(6.0, 7.6, 7.526415094339622)","(7.0, 8.0, 7.608722741433022)","(3.8, 4.3, 4.218867924528302)","(14.0, 16.5, 16.37091988130564)","(4.4, 5.1, 5.05)","(101.0, 420.0, 293.3333333333333)"
04-01-2023 15:33:23.875181,"(3.6, 4.3, 4.2023809523809526)","(6.0, 7.6, 7.526415094339622)","(7.0, 8.0, 7.608722741433022)","(3.8, 4.3, 4.2300813008130085)","(14.0, 16.5, 16.37091988130564)","(4.4, 5.1, 5.054411764705883)","(101.0, 420.0, 313.57142857142856)"
04-01-2023 15:33:25.002129,"(3.6, 4.2, 4.176237623762376)","(6.0, 7.6, 7.526415094339622)","(7.0, 8.0, 7.608722741433022)","(3.8, 4.3, 4.2435294117647056)","(14.0, 16.5, 16.391935483870967)","(4.4, 5.1, 5.053191489361702)","(101.0, 410.0, 323.6363636363636)"
04-01-2023 15:33:26.823168,"(3.6, 4.2, 4.176811594202898)","(6.0, 7.6, 7.51957671957672)","(7.0, 7.6, 7.595)","(3.8, 4.3, 4.248630136986302)","(14.0, 16.5, 16.391935483870967)","(4.4, 5.3, 5.274307304785894)","(101.0, 390.0, 346.6666666666667)"
04-01-2023 15:33:28.428774,"(3.6, 4.2, 4.355992844364938)","(6.0, 7.6, 7.518947368421053)","(7.0, 7.6, 7.594029850746268)","(3.8, 4.3, 4.092282958199356)","(14.0, 16.5, 16.165413533834588)","(4.4, 5.3, 5.2817438692098095)","(101.0, 390.0, 282.0)"
04-01-2023 15:33:29.765492,"(3.6, 4.4, 4.341984732824428)","(6.0, 7.6, 7.521505376344086)","(6.5, 7.6, 7.68235294117647)","(3.8, 4.1, 4.096)","(14.0, 16.5, 16.170542635658915)","(4.4, 5.3, 5.016129032258065)","(101.0, 390.0, 300.0)"
04-01-2023 15:33:31.002882,"(3.6, 4.4, 4.341984732824428)","(6.0, 7.6, 7.521505376344086)","(6.5, 7.8, 7.642857142857142)","(3.8, 4.1, 4.184285714285714)","(14.0, 16.5, 16.170542635658915)","(4.4, 5.3, 5.054330708661417)","(101.0, 390.0, 300.0)"
04-01-2023 15:33:32.238654,"(3.6, 4.4, 4.344525547445255)","(6.0, 7.6, 7.523762376237624)","(6.5, 7.8, 7.594666666666667)","(3.8, 4.2, 4.178023598820059)","(14.0, 16.5, 16.19178082191781)","(4.4, 5.3, 5.131428571428572)","(101.0, 390.0, 276.47058823529414)"
04-01-2023 15:33:33.637601,"(3.6, 4.4, 4.335042735042735)","(6.0, 7.6, 7.516483516483516)","(6.5, 7.8, 7.645090909090909)","(3.8, 4.2, 4.184504792332269)","(14.0, 16.5, 16.186046511627907)","(4.4, 5.2, 5.095833333333333)","(101.0, 380.0, 276.47058823529414)"
04-01-2023 15:33:34.879904,"(3.6, 4.4, 4.353939393939394)","(6.0, 7.6, 7.516483516483516)","(6.5, 8.0, 7.666894197952218)","(3.8, 4.2, 4.173919206236712)","(14.0, 16.5, 16.186046511627907)","(4.4, 5.1, 5.094736842105263)","(101.0, 380.0, 317.5)"
04-01-2023 15:33:36.143765,"(3.6, 4.4, 4.3752941176470594)","(6.0, 7.6, 7.5323529411764705)","(6.5, 8.0, 7.802544529262087)","(3.8, 4.2, 4.173919206236712)","(14.0, 16.5, 16.186046511627907)","(4.4, 5.1, 5.088888888888889)","(101.0, 370.0, 317.5)"
04-01-2023 15:33:37.318626,"(3.6, 4.3, 4.29125)","(6.0, 7.6, 7.53170731707317)","(6.5, 8.0, 7.800579710144928)","(3.8, 4.2, 4.17456279809221)","(14.0, 16.5, 16.177777777777777)","(4.4, 5.1, 5.0375)","(101.0, 370.0, 317.5)"
04-01-2023 15:33:38.583725,"(3.6, 4.3, 4.280448717948718)","(6.0, 7.6, 7.530348258706468)","(6.5, 8.0, 7.800574712643678)","(3.8, 4.2, 4.176069730586371)","(14.0, 16.5, 16.177777777777777)","(4.4, 5.1, 5.074999999999999)","(101.0, 370.0, 317.5)"
04-01-2023 15:33:39.810396,"(3.6, 4.3, 4.280448717948718)","(6.0, 7.6, 7.530348258706468)","(6.5, 8.0, 7.71157894736842)","(3.8, 4.2, 4.193534482758621)","(14.0, 16.5, 16.173423423423422)","(4.4, 5.1, 5.074999999999999)","(101.0, 370.0, 303.3333333333333)"
04-01-2023 15:33:41.438695,"(3.6, 4.3, 4.281754385964912)","(6.0, 7.6, 7.509677419354839)","(6.5, 7.8, 7.71157894736842)","(3.8, 4.2, 4.192982456140351)","(14.0, 16.5, 16.173423423423422)","(4.4, 5.1, 5.074999999999999)","(101.0, 360.0, 303.1578947368421)"
04-01-2023 15:33:42.640947,"(3.6, 4.3, 4.2823321554770315)","(6.0, 7.6, 7.509677419354839)","(6.5, 7.8, 7.71157894736842)","(3.8, 4.2, 4.19816384180791)","(14.0, 16.5, 16.173423423423422)","(4.4, 5.1, 5.027272727272727)","(101.0, 360.0, 305.0)"
04-01-2023 15:33:43.981556,"(3.6, 4.3, 4.2476439790575915)","(6.0, 7.6, 7.5)","(6.5, 7.8, 7.7259740259740255)","(3.8, 4.2, 4.197929936305733)","(14.0, 16.5, 16.173423423423422)","(4.4, 5.2, 5.056)","(101.0, 330.0, 305.0)"
04-01-2023 15:33:45.410295,"(3.6, 4.3, 4.244776119402985)","(6.0, 7.6, 7.4975609756097565)","(6.5, 7.8, 7.699999999999999)","(3.8, 4.2, 4.1858938547486035)","(14.0, 16.5, 16.173423423423422)","(4.4, 5.2, 5.021875)","(101.0, 330.0, 305.0)"
