,Boyd Writer,Bettor Keppel,Don Boston,Im Bruce Almighty,Budding Caesar,Louie The Punter Nz,Alta Equus
11-01-2023 19:02:04.122192,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:05.238069,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:06.242565,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:07.314923,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:08.395284,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:09.507309,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:10.607144,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:11.629225,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:12.620565,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:13.624704,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:14.709973,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:15.788522,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:16.770758,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:17.734334,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:18.771181,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:19.898745,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:21.030098,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:22.213640,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 16.333333333333332)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:23.351812,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 18.55263157894737)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:24.508150,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 18.55263157894737)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:25.493791,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 18.55263157894737)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:26.525294,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 18.55263157894737)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:27.619726,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.9714285714285715)","(3.8, 6.8, 6.22)","(11.0, 19.5, 18.55263157894737)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:28.753845,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.8)","(3.8, 6.8, 4.163636363636363)","(11.0, 19.5, 16.666666666666668)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:29.842274,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.8)","(3.8, 6.8, 5.9)","(11.0, 19.5, 16.666666666666668)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:30.934201,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.8)","(3.8, 6.4, 5.766666666666667)","(11.0, 19.5, 16.666666666666668)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:32.052758,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.8)","(3.8, 6.0, 5.766666666666667)","(11.0, 19.5, 16.666666666666668)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:33.174124,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.8)","(3.8, 6.0, 5.58)","(11.0, 19.5, 16.666666666666668)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:34.327589,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.8)","(3.8, 6.0, 6.06)","(11.0, 19.5, 14.166666666666666)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:35.524640,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.16)","(5.0, 7.2, 6.8)","(3.8, 6.6, 5.9)","(11.0, 19.5, 14.166666666666666)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:36.737111,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.514285714285714)","(5.0, 7.2, 6.8)","(3.8, 6.4, 5.9)","(11.0, 19.5, 14.166666666666666)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:37.871097,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.542857142857143)","(5.0, 7.2, 6.8)","(3.8, 6.4, 5.9)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:38.950073,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.542857142857143)","(5.0, 7.2, 6.8)","(3.8, 6.4, 5.9)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:40.082853,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.542857142857143)","(5.0, 7.2, 6.4399999999999995)","(3.8, 6.4, 5.9)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:41.069361,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.542857142857143)","(5.0, 7.0, 6.4399999999999995)","(3.8, 6.4, 5.9)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:42.220179,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.542857142857143)","(5.0, 7.0, 6.4399999999999995)","(3.8, 6.4, 5.9)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:43.404437,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.542857142857143)","(5.0, 7.0, 6.4399999999999995)","(3.8, 6.4, 5.9)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:44.632710,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.542857142857143)","(5.0, 7.0, 6.4399999999999995)","(3.8, 6.4, 5.9)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:45.732876,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.542857142857143)","(5.0, 7.0, 6.4399999999999995)","(3.8, 6.4, 5.944444444444445)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:46.869440,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.542857142857143)","(5.0, 7.0, 6.4399999999999995)","(3.8, 6.2, 5.944444444444445)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:48.058045,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.542857142857143)","(5.0, 7.0, 6.4399999999999995)","(3.8, 6.2, 5.58)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:49.168012,"(5.5, 10.5, 7.166666666666667)","(4.0, 7.4, 6.542857142857143)","(5.0, 7.0, 6.4399999999999995)","(3.8, 6.0, 5.677777777777778)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:50.320467,"(5.5, 10.5, 8.0)","(4.0, 7.4, 6.65)","(5.0, 7.0, 6.4399999999999995)","(3.8, 5.9, 5.42)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:51.536513,"(5.5, 10.5, 8.0)","(4.0, 7.4, 6.65)","(5.0, 7.0, 6.4399999999999995)","(3.8, 5.8, 5.42)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:52.716747,"(5.5, 10.5, 8.0)","(4.0, 7.4, 6.65)","(5.0, 7.0, 6.4399999999999995)","(3.8, 5.8, 5.42)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:53.921796,"(5.5, 10.5, 8.0)","(4.0, 7.4, 6.65)","(5.0, 7.0, 6.35)","(3.8, 5.8, 5.5)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:55.009466,"(5.5, 10.5, 8.0)","(4.0, 7.4, 6.65)","(5.0, 6.6, 6.35)","(3.8, 5.7, 5.5)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:56.053649,"(5.5, 10.5, 8.0)","(4.0, 7.4, 6.65)","(5.0, 6.6, 6.35)","(3.8, 5.7, 5.26)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:57.142635,"(5.5, 10.5, 8.0)","(4.0, 7.4, 6.65)","(5.0, 6.6, 5.8999999999999995)","(3.8, 5.6, 5.322222222222222)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:58.302832,"(5.5, 10.5, 8.0)","(4.0, 7.4, 6.65)","(5.0, 6.6, 5.8307692307692305)","(3.8, 5.5, 5.322222222222222)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:02:59.513641,"(5.5, 10.5, 8.0)","(4.0, 7.4, 6.65)","(5.0, 6.6, 5.8307692307692305)","(3.8, 5.5, 5.144444444444444)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:00.694072,"(5.5, 10.5, 8.0)","(4.0, 7.4, 6.65)","(5.0, 6.6, 5.8307692307692305)","(3.8, 5.3, 5.144444444444444)","(11.0, 19.5, 17.0)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:01.862716,"(5.5, 10.5, 8.0)","(4.0, 7.4, 6.2)","(5.0, 6.6, 5.8307692307692305)","(3.8, 5.3, 4.94)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:02.899495,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.24)","(5.0, 6.6, 5.8307692307692305)","(3.8, 5.2, 4.94)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:03.992825,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.24)","(5.0, 6.6, 5.8307692307692305)","(3.8, 5.2, 5.45)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:05.126721,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.24)","(5.0, 6.6, 5.8307692307692305)","(3.8, 7.0, 6.22)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:06.268051,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 6.22)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:07.467663,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 6.3)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:09.019751,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.6, 5.9)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:10.307085,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.4, 5.9)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:11.576017,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.2, 5.944444444444445)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:12.791327,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 7.0, 6.477777777777778)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:13.927839,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 6.54)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:15.076032,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 7.2, 5.9)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:16.291399,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.4, 5.9)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:17.776462,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.4, 5.9)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:19.118825,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.4, 5.944444444444445)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:20.293008,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.2, 5.677777777777778)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:21.493237,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 5.9, 5.677777777777778)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:22.666085,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 5.9, 5.677777777777778)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:23.981252,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 5.9, 5.42)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.4)"
11-01-2023 19:03:25.129203,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.6)","(5.0, 6.6, 5.8307692307692305)","(3.8, 5.8, 6.655555555555555)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.9)"
11-01-2023 19:03:26.347155,"(5.5, 10.5, 8.833333333333334)","(4.0, 7.4, 6.933333333333334)","(5.0, 6.6, 5.8307692307692305)","(3.8, 7.0, 5.833333333333333)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.9)"
11-01-2023 19:03:27.454924,"(5.5, 10.5, 8.833333333333334)","(4.0, 5.7, 5.516666666666667)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 5.557142857142857)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 5.9)"
11-01-2023 19:03:28.591293,"(5.5, 10.5, 8.833333333333334)","(4.0, 5.7, 5.516666666666667)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 5.557142857142857)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.2, 6.580357142857142)"
11-01-2023 19:03:29.675320,"(5.5, 10.5, 8.833333333333334)","(4.0, 5.7, 5.5777777777777775)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 5.557142857142857)","(11.0, 19.5, 18.136363636363637)","(7.0, 99999, 99990)","(4.8, 6.6, 5.95)"
11-01-2023 19:03:30.974873,"(5.5, 10.5, 8.833333333333334)","(4.0, 5.7, 5.5777777777777775)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 5.06)","(11.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.2, 5.95)"
11-01-2023 19:03:33.295704,"(5.5, 10.5, 8.833333333333334)","(4.0, 5.7, 5.311111111111112)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 5.06)","(11.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.2, 5.95)"
11-01-2023 19:03:34.562574,"(5.5, 10.5, 8.833333333333334)","(4.0, 5.4, 5.311111111111112)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 5.06)","(11.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.2, 5.95)"
11-01-2023 19:03:35.713457,"(5.5, 10.5, 8.833333333333334)","(4.0, 5.4, 5.311111111111112)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 5.06)","(11.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.2, 5.670588235294117)"
11-01-2023 19:03:36.905183,"(5.5, 10.5, 8.833333333333334)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 5.557142857142857)","(11.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.8, 6.1)"
11-01-2023 19:03:38.071998,"(5.5, 10.5, 8.833333333333334)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 5.557142857142857)","(11.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.4, 6.1)"
11-01-2023 19:03:39.405728,"(5.5, 10.5, 8.833333333333334)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 5.557142857142857)","(11.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.4, 6.1)"
11-01-2023 19:03:40.549513,"(5.5, 10.5, 8.833333333333334)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 5.004761904761905)","(11.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.4, 6.1)"
11-01-2023 19:03:41.848355,"(5.5, 10.5, 8.833333333333334)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 5.004761904761905)","(11.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.4, 6.433333333333333)"
11-01-2023 19:03:43.066974,"(5.5, 9.4, 8.620000000000001)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.8, 6.8, 5.004761904761905)","(12.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.6, 6.0)"
11-01-2023 19:03:44.284748,"(5.5, 10.0, 9.1)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.9, 6.8, 5.004761904761905)","(12.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.4, 5.95)"
11-01-2023 19:03:45.463408,"(5.5, 9.8, 8.366666666666667)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.9, 6.8, 5.004761904761905)","(12.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.2, 5.95)"
11-01-2023 19:03:46.581254,"(5.5, 9.8, 8.366666666666667)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.9, 6.8, 5.004761904761905)","(12.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.2, 5.95)"
11-01-2023 19:03:47.699917,"(5.5, 9.8, 8.366666666666667)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.9, 6.8, 5.004761904761905)","(12.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.2, 6.109090909090909)"
11-01-2023 19:03:48.804647,"(5.5, 9.8, 8.366666666666667)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.9, 6.8, 5.718181818181819)","(12.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.2, 6.0)"
11-01-2023 19:03:49.940213,"(5.5, 9.8, 8.366666666666667)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.9, 6.4, 5.328571428571429)","(12.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.2, 6.0)"
11-01-2023 19:03:50.984597,"(5.5, 9.8, 8.366666666666667)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.9, 6.4, 5.861538461538462)","(12.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.2, 6.188461538461539)"
11-01-2023 19:03:52.208790,"(5.5, 9.8, 8.366666666666667)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.9, 6.2, 5.861538461538462)","(12.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.2, 6.188461538461539)"
11-01-2023 19:03:53.308940,"(5.5, 9.8, 8.366666666666667)","(4.0, 5.4, 5.050000000000001)","(5.0, 6.6, 5.8307692307692305)","(3.9, 6.2, 5.968421052631579)","(12.0, 19.5, 14.833333333333334)","(7.0, 99999, 99990)","(4.8, 6.2, 6.250381679389313)"
11-01-2023 19:03:54.616227,"(5.5, 9.8, 8.366666666666667)","(4.0, 5.4, 4.766666666666667)","(5.0, 6.6, 5.8307692307692305)","(3.9, 6.2, 5.15)","(12.0, 19.5, 14.166666666666666)","(7.0, 99999, 99990)","(4.8, 6.8, 6.250381679389313)"
11-01-2023 19:03:55.858803,"(5.5, 9.8, 8.366666666666667)","(4.0, 5.3, 4.966666666666667)","(5.0, 6.6, 5.8307692307692305)","(3.9, 6.2, 5.25)","(12.0, 19.5, 17.6)","(7.0, 99999, 99990)","(4.8, 6.8, 6.3)"
