,Gutho,Sleepdance,Helens Dream,Johnny Deep,Chilli Moment,Golden Groove,My Moses,Invaness,Angama
05-01-2023 12:31:00.696069,"(31.0, 55.0, 48.875)","(11.0, 16.5, 15.818181818181818)","(7.5, 8.8, 8.582608695652175)","(6.5, 8.0, 7.514285714285714)","(10.0, 25.0, 21.333333333333332)","(2.15, 2.52, 2.437272727272727)","(11.0, 16.5, 15.033333333333333)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:01.880530,"(31.0, 55.0, 48.875)","(11.0, 16.5, 15.0)","(7.5, 8.8, 8.22857142857143)","(6.5, 8.0, 7.514285714285714)","(10.0, 25.0, 21.333333333333332)","(2.15, 2.52, 2.452)","(11.0, 16.5, 15.033333333333333)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:03.092039,"(31.0, 55.0, 45.45454545454545)","(11.0, 16.5, 15.3)","(7.5, 8.8, 8.436363636363637)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.285714285714285)","(2.15, 2.5, 2.46)","(11.0, 16.5, 15.033333333333333)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:04.303071,"(31.0, 55.0, 47.5)","(11.0, 16.5, 15.833333333333334)","(7.5, 8.8, 8.436363636363637)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.285714285714285)","(2.15, 2.5, 2.4914285714285715)","(11.0, 16.5, 15.033333333333333)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:05.530883,"(31.0, 55.0, 43.625)","(11.0, 16.5, 15.833333333333334)","(7.5, 8.8, 8.662068965517243)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.285714285714285)","(2.15, 2.5, 2.4914285714285715)","(11.0, 16.5, 15.033333333333333)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:06.768709,"(31.0, 55.0, 43.625)","(11.0, 16.5, 15.833333333333334)","(7.5, 8.8, 8.662068965517243)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.1875)","(2.15, 2.5, 2.4914285714285715)","(11.0, 16.5, 15.033333333333333)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:08.001732,"(31.0, 55.0, 43.625)","(11.0, 16.5, 15.833333333333334)","(7.5, 8.8, 8.662068965517243)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.625)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.033333333333333)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:09.256511,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.27777777777778)","(7.5, 8.8, 8.466666666666667)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.625)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.033333333333333)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:10.467495,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.27777777777778)","(7.5, 8.8, 8.466666666666667)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.625)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.033333333333333)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:11.664545,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.27777777777778)","(7.5, 8.8, 8.466666666666667)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.625)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.033333333333333)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:12.847176,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.27777777777778)","(7.5, 8.8, 8.466666666666667)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.625)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.033333333333333)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:14.029369,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.27777777777778)","(7.5, 8.8, 8.466666666666667)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.625)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.033333333333333)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:15.215963,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.27777777777778)","(7.5, 8.8, 8.466666666666667)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.625)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.033333333333333)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:16.405819,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.27777777777778)","(7.5, 8.8, 8.466666666666667)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.625)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.033333333333333)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:17.562295,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.27777777777778)","(7.5, 8.8, 8.466666666666667)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.625)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.277777777777779)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:18.714893,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.27777777777778)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.625)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.277777777777779)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:19.900231,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.27777777777778)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.625)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.5)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:21.053654,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.27777777777778)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.891304347826086)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:22.243842,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.27777777777778)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.891304347826086)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:23.461457,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.27777777777778)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.891304347826086)","(6.5, 7.6, 7.228571428571429)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:24.670632,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.27777777777778)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.6, 7.109090909090909)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:25.896350,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.26)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.6, 7.109090909090909)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:27.098771,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.26)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.466666666666667)","(10.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.916666666666666)","(6.5, 7.6, 7.126315789473684)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:28.294167,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 16.227272727272727)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.433333333333334)","(10.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.6, 7.109090909090909)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:29.469259,"(31.0, 55.0, 47.416666666666664)","(11.0, 16.5, 15.857142857142858)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.433333333333334)","(10.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.6, 7.109090909090909)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:30.582752,"(31.0, 55.0, 51.04347826086956)","(11.0, 16.5, 15.857142857142858)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.433333333333334)","(10.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.6, 7.163636363636363)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:31.710728,"(31.0, 55.0, 51.04347826086956)","(11.0, 16.5, 15.857142857142858)","(7.5, 8.8, 8.642105263157895)","(6.5, 8.0, 7.533333333333333)","(10.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.6, 7.223529411764706)","(51.0, 140.0, 100.0)"
05-01-2023 12:31:32.844494,"(31.0, 55.0, 51.04347826086956)","(11.0, 16.5, 15.857142857142858)","(7.5, 8.8, 8.642105263157895)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.16)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:33.942458,"(31.0, 55.0, 51.36)","(11.0, 16.5, 15.857142857142858)","(7.5, 8.8, 8.642105263157895)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.16)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:35.089740,"(31.0, 55.0, 51.36)","(11.0, 16.5, 15.857142857142858)","(7.5, 8.8, 8.642105263157895)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.16)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:36.248911,"(31.0, 55.0, 51.36)","(11.0, 16.5, 15.857142857142858)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.341176470588236)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.916666666666666)","(6.5, 7.4, 7.1692307692307695)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:37.470270,"(31.0, 55.0, 51.36)","(11.0, 16.5, 16.166666666666668)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.341176470588236)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.142857142857143)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:38.630085,"(31.0, 55.0, 51.36)","(11.0, 16.5, 15.857142857142858)","(7.5, 8.8, 8.642105263157895)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.5)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.142857142857143)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:39.790500,"(31.0, 55.0, 51.36)","(11.0, 16.5, 16.166666666666668)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.341176470588236)","(11.0, 25.0, 20.5)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.916666666666666)","(6.5, 7.4, 7.1692307692307695)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:41.008457,"(31.0, 55.0, 51.36)","(11.0, 16.5, 16.166666666666668)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.341176470588236)","(11.0, 25.0, 20.5)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.916666666666666)","(6.5, 7.4, 7.1692307692307695)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:42.220289,"(31.0, 55.0, 51.36)","(11.0, 16.5, 16.166666666666668)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.341176470588236)","(11.0, 25.0, 20.5)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.916666666666666)","(6.5, 7.4, 7.1692307692307695)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:43.453571,"(31.0, 55.0, 51.36)","(11.0, 16.5, 16.166666666666668)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.341176470588236)","(11.0, 25.0, 20.5)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 15.916666666666666)","(6.5, 7.4, 7.1692307692307695)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:44.684119,"(31.0, 55.0, 51.36)","(11.0, 16.5, 16.166666666666668)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.142857142857143)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:45.860339,"(31.0, 55.0, 51.36)","(11.0, 16.5, 15.857142857142858)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.142857142857143)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:46.994896,"(31.0, 55.0, 51.36)","(11.0, 16.5, 15.857142857142858)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.142857142857143)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:48.114510,"(31.0, 55.0, 51.36)","(11.0, 16.5, 15.1875)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.142857142857143)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:49.182674,"(31.0, 55.0, 51.36)","(11.0, 16.5, 15.1875)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.142857142857143)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:50.255120,"(31.0, 55.0, 51.36)","(11.0, 16.5, 15.1875)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.142857142857143)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:51.337904,"(31.0, 55.0, 51.36)","(11.0, 16.5, 15.1875)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.142857142857143)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:52.475445,"(31.0, 55.0, 47.3)","(11.0, 16.5, 15.1875)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.5, 2.4982608695652173)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.184)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:53.613100,"(31.0, 55.0, 47.125)","(11.0, 16.5, 15.1875)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.52, 2.50258064516129)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.184)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:54.744368,"(26.0, 55.0, 47.125)","(11.0, 16.5, 15.1875)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.52, 2.50258064516129)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.184)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:55.911497,"(26.0, 55.0, 47.125)","(11.0, 16.5, 15.1875)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.52, 2.50258064516129)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.184)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:57.050385,"(26.0, 55.0, 48.0)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.52, 2.50258064516129)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.184)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:58.193540,"(26.0, 55.0, 48.0)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.533333333333333)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.52, 2.50258064516129)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.184)","(41.0, 140.0, 100.0)"
05-01-2023 12:31:59.242787,"(26.0, 55.0, 48.0)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.571428571428572)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.52, 2.50258064516129)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.184)","(41.0, 140.0, 100.0)"
05-01-2023 12:32:00.323522,"(26.0, 55.0, 48.0)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.571428571428572)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.52, 2.49)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.184)","(41.0, 140.0, 100.0)"
05-01-2023 12:32:01.392742,"(26.0, 55.0, 48.0)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.571428571428572)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.52, 2.49)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.184)","(41.0, 140.0, 100.0)"
05-01-2023 12:32:02.547321,"(26.0, 55.0, 48.0)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.571428571428572)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.52, 2.49)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.184)","(41.0, 140.0, 100.0)"
05-01-2023 12:32:03.712049,"(26.0, 55.0, 48.0)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.571428571428572)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.52, 2.4825)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.184)","(41.0, 140.0, 100.0)"
05-01-2023 12:32:04.915939,"(26.0, 55.0, 48.0)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.571428571428572)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.52, 2.4825)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.184)","(41.0, 140.0, 100.0)"
05-01-2023 12:32:06.116432,"(26.0, 55.0, 48.0)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.8, 8.6125)","(6.5, 8.0, 7.571428571428572)","(11.0, 25.0, 20.714285714285715)","(2.15, 2.52, 2.4825)","(11.0, 16.5, 16.0)","(6.5, 7.4, 7.184)","(41.0, 140.0, 100.0)"
05-01-2023 12:32:07.334780,"(26.0, 55.0, 48.0)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.8, 8.3375)","(6.5, 8.0, 7.571428571428572)","(11.0, 25.0, 25.5)","(2.15, 2.52, 2.4825)","(11.0, 16.5, 15.375)","(6.5, 7.4, 7.184)","(41.0, 140.0, 120.0)"
05-01-2023 12:32:08.539639,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(11.0, 28.0, 26.2)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.5, 7.4, 7.184)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:09.758138,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(11.0, 27.0, 26.2)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.5, 7.4, 7.184)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:10.977434,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(11.0, 28.0, 25.5)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.5, 7.4, 7.184)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:12.115179,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(11.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.5, 7.4, 7.184)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:13.256409,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(11.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.5, 7.4, 7.184)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:14.381948,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(11.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.5, 7.4, 7.184)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:15.462004,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(11.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.5, 7.4, 7.184)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:16.555794,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(11.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.5, 7.4, 7.184)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:17.698533,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(11.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.5, 7.4, 7.184)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:18.811721,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.5, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(11.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.5, 7.4, 7.184)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:19.942456,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.0, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(12.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.0, 7.4, 7.184)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:21.043669,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.0, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(12.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.0, 7.4, 7.184)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:22.185544,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.0, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(12.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.0, 7.4, 7.184)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:23.356271,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.0, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(12.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.0, 7.4, 7.322857142857143)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:24.518057,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.0, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(12.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.0, 7.4, 7.322857142857143)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:25.650530,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.0, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(12.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.0, 7.4, 7.322857142857143)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:26.869697,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.0, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(12.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.0, 7.4, 7.322857142857143)","(41.0, 140.0, 113.33333333333333)"
05-01-2023 12:32:28.053994,"(26.0, 55.0, 51.5)","(11.0, 16.5, 15.545454545454545)","(7.0, 8.4, 8.3375)","(6.5, 8.0, 7.571428571428572)","(12.0, 28.0, 25.0)","(2.15, 2.52, 2.4825)","(11.0, 15.5, 15.2)","(6.0, 7.4, 7.21123595505618)","(41.0, 140.0, 113.33333333333333)"
