,Hut Six,Spot Of Rum,Fleet Feet Pete,Charming Spirit,Recalibrate
12-01-2023 15:22:01.072086,"(3.1, 4.4, 3.7)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:22:01.990121,"(3.1, 4.4, 3.7)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.742439024390244)"
12-01-2023 15:22:02.899312,"(3.1, 4.4, 3.430769230769231)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.742439024390244)"
12-01-2023 15:22:03.819261,"(3.1, 4.4, 3.430769230769231)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.6925)"
12-01-2023 15:22:04.638908,"(3.1, 4.4, 3.430769230769231)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.6925)"
12-01-2023 15:22:05.466753,"(3.1, 4.3, 3.5083333333333333)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.6925)"
12-01-2023 15:22:06.404762,"(3.1, 4.2, 3.6333333333333333)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.6925)"
12-01-2023 15:22:07.309565,"(3.1, 4.2, 3.4562500000000003)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.6925)"
12-01-2023 15:22:08.277723,"(3.1, 4.2, 3.4444444444444446)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.6925)"
12-01-2023 15:22:09.245107,"(3.1, 4.2, 3.4714285714285715)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.6925)"
12-01-2023 15:22:10.148861,"(3.1, 4.2, 3.4714285714285715)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.6925)"
12-01-2023 15:22:11.066461,"(3.1, 4.2, 3.4714285714285715)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.6925)"
12-01-2023 15:22:12.033682,"(3.1, 4.2, 3.4714285714285715)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.7157142857142857)"
12-01-2023 15:22:12.933110,"(3.1, 4.2, 3.790909090909091)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.7157142857142857)"
12-01-2023 15:22:13.819848,"(3.1, 4.2, 3.790909090909091)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.7157142857142857)"
12-01-2023 15:22:14.742242,"(3.1, 4.2, 3.790909090909091)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.7157142857142857)"
12-01-2023 15:22:15.530862,"(3.1, 4.2, 3.790909090909091)","(41.0, 200.0, 121.0)","(4.4, 9.2, 7.6)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.7157142857142857)"
12-01-2023 15:22:16.507600,"(3.1, 4.2, 3.790909090909091)","(41.0, 200.0, 121.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.7078947368421051)"
12-01-2023 15:22:17.455974,"(3.1, 4.2, 3.790909090909091)","(41.0, 200.0, 121.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.7078947368421051)"
12-01-2023 15:22:18.254155,"(3.1, 4.2, 3.790909090909091)","(41.0, 200.0, 121.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.7078947368421051)"
12-01-2023 15:22:19.168520,"(3.1, 4.2, 3.7750000000000004)","(41.0, 220.0, 59.8)","(4.4, 9.4, 7.32)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.732222222222222)"
12-01-2023 15:22:20.025723,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.732222222222222)"
12-01-2023 15:22:20.873037,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.732222222222222)"
12-01-2023 15:22:21.870116,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.732222222222222)"
12-01-2023 15:22:22.759880,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.732222222222222)"
12-01-2023 15:22:23.640209,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.732222222222222)"
12-01-2023 15:22:24.566133,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.732222222222222)"
12-01-2023 15:22:25.506454,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:26.363822,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 27.11111111111111)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:27.237675,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:28.086711,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:28.966229,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:29.894782,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:30.788113,"(3.1, 4.2, 3.7750000000000004)","(41.0, 220.0, 59.8)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:31.724969,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:32.650620,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:33.587085,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 126.0)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:34.507052,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 168.5)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:35.449716,"(3.1, 4.2, 3.7750000000000004)","(41.0, 210.0, 176.8)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:36.275136,"(3.1, 4.2, 3.9571428571428573)","(41.0, 210.0, 191.55555555555554)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:37.085061,"(3.1, 4.2, 3.9571428571428573)","(41.0, 210.0, 189.25)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:38.018072,"(3.1, 4.2, 3.9571428571428573)","(41.0, 210.0, 189.25)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:38.888809,"(3.1, 4.2, 3.9571428571428573)","(41.0, 210.0, 189.25)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:39.778345,"(3.1, 4.2, 3.9571428571428573)","(41.0, 210.0, 189.25)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:40.726438,"(3.1, 4.2, 3.9571428571428573)","(41.0, 210.0, 189.25)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6785714285714286)"
12-01-2023 15:22:41.707680,"(3.1, 4.2, 3.9571428571428573)","(41.0, 210.0, 189.25)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6842857142857142)"
12-01-2023 15:22:42.592522,"(3.1, 4.1, 3.5500000000000003)","(41.0, 210.0, 189.25)","(4.4, 9.4, 7.32)","(19.0, 60.0, 30.4)","(1.65, 1.73, 1.6842857142857142)"
12-01-2023 15:22:43.504497,"(3.1, 4.1, 3.564705882352941)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6888888888888889)"
12-01-2023 15:22:44.441824,"(3.1, 4.1, 3.564705882352941)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6888888888888889)"
12-01-2023 15:22:45.265230,"(3.1, 4.1, 3.564705882352941)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6888888888888889)"
12-01-2023 15:22:46.123211,"(3.1, 4.1, 3.490625)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.6888888888888889)"
12-01-2023 15:22:46.998383,"(3.1, 4.1, 3.586842105263158)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:22:47.817343,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:22:48.735079,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:22:49.654101,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:22:50.624251,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:22:51.630461,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 191.55555555555554)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:22:52.652820,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:22:53.623168,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:22:54.647964,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:22:55.571610,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:22:56.703684,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:22:57.696258,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:22:58.589841,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:22:59.514452,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:00.528001,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:01.429589,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 189.25)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:02.494498,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 182.66666666666666)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 30.4)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:03.439169,"(3.1, 4.1, 3.676086956521739)","(41.0, 210.0, 182.66666666666666)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 27.625)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:04.271303,"(3.1, 4.1, 3.7629629629629626)","(41.0, 200.0, 105.0)","(4.4, 9.2, 7.199999999999999)","(19.0, 60.0, 27.625)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:05.243234,"(3.1, 4.1, 3.775)","(41.0, 200.0, 108.8)","(4.4, 9.2, 6.95)","(19.0, 55.0, 31.0)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:06.232531,"(3.1, 4.1, 3.893181818181818)","(41.0, 190.0, 177.0909090909091)","(4.4, 9.2, 6.95)","(19.0, 55.0, 33.8)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:07.087313,"(3.1, 4.1, 3.893181818181818)","(41.0, 190.0, 177.0909090909091)","(4.4, 9.2, 6.95)","(19.0, 50.0, 33.8)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:08.051105,"(3.1, 4.1, 3.5366666666666666)","(41.0, 190.0, 120.0)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:08.934389,"(3.1, 4.1, 3.5366666666666666)","(41.0, 190.0, 170.0)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:09.905266,"(3.1, 4.1, 3.5366666666666666)","(41.0, 190.0, 166.66666666666666)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:10.775475,"(3.1, 4.1, 3.5366666666666666)","(41.0, 190.0, 166.66666666666666)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:11.572115,"(3.1, 4.1, 3.5366666666666666)","(41.0, 190.0, 166.66666666666666)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:12.386008,"(3.1, 4.1, 3.5366666666666666)","(41.0, 190.0, 166.66666666666666)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:13.267605,"(3.1, 4.1, 3.5366666666666666)","(41.0, 190.0, 166.66666666666666)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:14.111124,"(3.1, 4.1, 3.53125)","(41.0, 190.0, 166.66666666666666)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:15.017822,"(3.1, 4.1, 3.53125)","(41.0, 190.0, 166.66666666666666)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:15.909696,"(3.1, 4.1, 3.53125)","(41.0, 190.0, 166.66666666666666)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:16.838223,"(3.1, 4.1, 3.53125)","(41.0, 190.0, 166.66666666666666)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:17.711180,"(3.1, 4.1, 3.53125)","(41.0, 190.0, 166.66666666666666)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:18.629344,"(3.1, 4.1, 3.53125)","(41.0, 190.0, 166.66666666666666)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:19.487256,"(3.1, 4.1, 3.53125)","(41.0, 190.0, 166.66666666666666)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:20.364662,"(3.1, 4.1, 3.53125)","(41.0, 190.0, 166.66666666666666)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:21.236174,"(3.1, 4.1, 3.53125)","(41.0, 190.0, 162.0)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:22.141325,"(3.1, 4.1, 3.53125)","(41.0, 190.0, 120.0)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:23.128219,"(3.1, 4.1, 3.53125)","(41.0, 190.0, 120.0)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.66)"
12-01-2023 15:23:24.053743,"(3.1, 4.1, 3.53125)","(41.0, 190.0, 126.36363636363636)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:25.004653,"(3.1, 4.1, 3.53125)","(41.0, 190.0, 126.36363636363636)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:25.812617,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:26.712591,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:27.502899,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:28.330516,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:29.182046,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:30.018315,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:30.845862,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:31.745700,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:32.697213,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:33.585844,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:34.401338,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:35.328781,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:36.159330,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:36.941488,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:37.735287,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.984615384615385)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:38.534652,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.984615384615385)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:39.352902,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 27.90909090909091)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:40.197482,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 6.933333333333334)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6655555555555555)"
12-01-2023 15:23:41.344040,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.2, 7.044444444444444)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
12-01-2023 15:23:42.207052,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.0, 7.044444444444444)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
12-01-2023 15:23:43.277368,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.0, 6.929411764705883)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
12-01-2023 15:23:44.289164,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.0, 6.929411764705883)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
12-01-2023 15:23:45.095615,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.0, 6.929411764705883)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
12-01-2023 15:23:45.978422,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.0, 6.364705882352942)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
12-01-2023 15:23:46.817529,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.0, 6.364705882352942)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
12-01-2023 15:23:47.647920,"(3.1, 4.1, 3.53125)","(41.0, 180.0, 161.42857142857144)","(4.4, 9.0, 7.266666666666667)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
12-01-2023 15:23:48.562295,"(3.1, 4.1, 3.53125)","(41.0, 170.0, 115.45454545454545)","(4.4, 9.0, 7.266666666666667)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
12-01-2023 15:23:49.370921,"(3.1, 4.1, 3.53125)","(41.0, 170.0, 115.45454545454545)","(4.4, 9.0, 7.266666666666667)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
12-01-2023 15:23:50.177386,"(3.1, 4.1, 3.53125)","(41.0, 170.0, 98.0)","(4.4, 9.0, 7.266666666666667)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
12-01-2023 15:23:51.099252,"(3.1, 4.1, 3.53125)","(41.0, 170.0, 98.0)","(4.4, 9.0, 7.266666666666667)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
12-01-2023 15:23:51.929012,"(3.1, 4.1, 3.53125)","(41.0, 170.0, 98.0)","(4.4, 9.0, 7.875675675675676)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
12-01-2023 15:23:52.755683,"(3.1, 4.1, 3.53125)","(41.0, 170.0, 98.0)","(4.4, 9.0, 7.875675675675676)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
12-01-2023 15:23:53.636675,"(3.1, 4.1, 3.53125)","(41.0, 170.0, 98.0)","(4.4, 9.0, 7.875675675675676)","(19.0, 50.0, 34.25)","(1.65, 1.79, 1.6593333333333333)"
