,Katies Portrait,Swifty Gadget,Aston Nancy,Notorious Diesel,Ruby Tubes,Margo,Cosmic Bruce,Off The Radar
16-12-2022 13:41:30.397394,"(4.0, 6.8, 5.618181818181818)","(17.0, 95.0, 39.166666666666664)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.2, 4.372413793103449)","(7.5, 11.0, 10.542857142857143)","(19.0, 60.0, 39.53703703703704)","(9.0, 18.5, 11.416666666666666)","(2.45, 2.82, 2.7514285714285713)"
16-12-2022 13:41:31.543218,"(4.0, 6.8, 5.758333333333333)","(17.0, 95.0, 39.166666666666664)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.2, 4.372413793103449)","(7.5, 11.0, 10.542857142857143)","(19.0, 60.0, 39.53703703703704)","(9.0, 18.5, 11.416666666666666)","(2.45, 2.82, 2.7514285714285713)"
16-12-2022 13:41:32.617005,"(4.0, 6.8, 5.758333333333333)","(17.0, 95.0, 39.166666666666664)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.2, 4.372413793103449)","(7.5, 11.0, 10.542857142857143)","(19.0, 60.0, 39.53703703703704)","(9.0, 18.5, 11.416666666666666)","(2.45, 2.82, 2.7514285714285713)"
16-12-2022 13:41:33.765149,"(4.0, 6.8, 5.758333333333333)","(17.0, 95.0, 40.833333333333336)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.2, 4.2)","(7.5, 11.0, 10.542857142857143)","(19.0, 60.0, 32.7)","(9.0, 18.5, 11.416666666666666)","(2.45, 2.82, 2.7514285714285713)"
16-12-2022 13:41:34.879284,"(4.0, 7.8, 5.3652173913043475)","(17.0, 95.0, 40.833333333333336)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.2, 4.6)","(7.5, 11.0, 10.138095238095238)","(19.0, 60.0, 34.0)","(9.0, 18.5, 11.416666666666666)","(2.45, 2.82, 2.7514285714285713)"
16-12-2022 13:41:35.932094,"(4.0, 7.8, 5.3652173913043475)","(17.0, 95.0, 40.833333333333336)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 4.6)","(7.5, 10.5, 10.138095238095238)","(19.0, 60.0, 34.0)","(9.0, 18.5, 11.416666666666666)","(2.45, 2.82, 2.7514285714285713)"
16-12-2022 13:41:37.141062,"(4.0, 7.8, 5.3652173913043475)","(17.0, 95.0, 40.833333333333336)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 4.6)","(7.5, 10.5, 10.138095238095238)","(19.0, 60.0, 34.0)","(9.0, 18.5, 11.416666666666666)","(2.45, 2.82, 2.7514285714285713)"
16-12-2022 13:41:38.315820,"(4.0, 7.8, 5.3652173913043475)","(17.0, 95.0, 40.833333333333336)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 4.6)","(7.5, 10.5, 10.207692307692309)","(19.0, 60.0, 34.0)","(9.0, 18.5, 11.416666666666666)","(2.45, 2.82, 2.7514285714285713)"
16-12-2022 13:41:39.398386,"(4.0, 7.8, 5.3652173913043475)","(17.0, 95.0, 40.833333333333336)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 4.6)","(7.5, 10.5, 10.207692307692309)","(19.0, 60.0, 34.0)","(9.0, 18.5, 11.416666666666666)","(2.45, 2.82, 2.7464)"
16-12-2022 13:41:40.477410,"(4.0, 7.8, 6.44)","(17.0, 95.0, 40.833333333333336)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 4.6)","(7.5, 10.5, 10.207692307692309)","(19.0, 60.0, 34.0)","(9.0, 18.5, 11.416666666666666)","(2.45, 3.2, 2.8905882352941177)"
16-12-2022 13:41:41.544931,"(4.0, 7.8, 5.504347826086956)","(17.0, 95.0, 40.833333333333336)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 4.6)","(7.5, 10.5, 10.025)","(19.0, 60.0, 39.0)","(9.0, 18.5, 11.416666666666666)","(2.45, 3.15, 2.778787878787879)"
16-12-2022 13:41:42.710426,"(4.0, 7.8, 5.504347826086956)","(17.0, 95.0, 40.833333333333336)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 4.6)","(7.5, 10.5, 10.025)","(19.0, 60.0, 40.769230769230774)","(9.0, 18.5, 11.416666666666666)","(2.45, 3.15, 2.778787878787879)"
16-12-2022 13:41:43.840051,"(4.0, 7.8, 5.504347826086956)","(17.0, 95.0, 40.833333333333336)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 4.6)","(7.5, 10.5, 10.025)","(19.0, 55.0, 40.769230769230774)","(9.0, 18.5, 11.416666666666666)","(2.45, 3.15, 2.778787878787879)"
16-12-2022 13:41:45.007979,"(4.0, 7.8, 5.504347826086956)","(17.0, 95.0, 40.833333333333336)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 4.6)","(7.5, 10.5, 10.025)","(19.0, 55.0, 40.769230769230774)","(9.0, 18.5, 11.416666666666666)","(2.45, 3.15, 2.778787878787879)"
16-12-2022 13:41:46.145978,"(4.0, 7.8, 5.504347826086956)","(17.0, 95.0, 40.833333333333336)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 4.6)","(7.5, 10.5, 10.025)","(19.0, 55.0, 31.875)","(9.0, 18.5, 11.357142857142858)","(2.45, 3.15, 2.778787878787879)"
16-12-2022 13:41:47.171993,"(4.0, 7.8, 5.504347826086956)","(17.0, 95.0, 40.833333333333336)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 4.6)","(7.5, 10.5, 10.025)","(19.0, 55.0, 31.875)","(9.0, 19.5, 11.357142857142858)","(2.45, 3.15, 2.7870967741935484)"
16-12-2022 13:41:48.277089,"(4.0, 7.6, 6.308333333333334)","(17.0, 95.0, 68.75)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.3, 4.5)","(7.5, 10.5, 10.025)","(19.0, 55.0, 31.875)","(9.0, 19.5, 11.357142857142858)","(2.45, 3.15, 2.88)"
16-12-2022 13:41:49.456039,"(4.0, 7.6, 6.308333333333334)","(17.0, 95.0, 68.75)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.3, 4.5)","(7.5, 10.5, 10.025)","(19.0, 55.0, 31.875)","(9.0, 19.5, 11.357142857142858)","(2.45, 3.15, 2.8363636363636364)"
16-12-2022 13:41:50.575035,"(4.0, 7.6, 6.308333333333334)","(17.0, 95.0, 68.75)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.3, 4.5)","(7.5, 10.5, 10.025)","(19.0, 55.0, 31.875)","(9.0, 19.5, 11.357142857142858)","(2.45, 3.2, 2.7646153846153845)"
16-12-2022 13:41:51.605246,"(4.0, 7.6, 6.8619047619047615)","(17.0, 95.0, 68.75)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.3, 4.5)","(7.5, 10.5, 10.025)","(19.0, 55.0, 28.57142857142857)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.84, 2.7646153846153845)"
16-12-2022 13:41:52.781065,"(4.0, 7.6, 6.8619047619047615)","(17.0, 95.0, 68.75)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.3, 4.5)","(7.5, 10.5, 10.025)","(19.0, 55.0, 31.875)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.84, 2.7646153846153845)"
16-12-2022 13:41:54.002402,"(4.0, 7.6, 6.8619047619047615)","(17.0, 95.0, 68.75)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.3, 4.5)","(7.5, 10.5, 10.025)","(19.0, 55.0, 31.875)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.84, 2.7646153846153845)"
16-12-2022 13:41:55.198683,"(4.0, 7.6, 5.933333333333333)","(17.0, 95.0, 68.75)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.3, 4.5)","(7.5, 10.5, 10.025)","(19.0, 55.0, 31.875)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.84, 2.7646153846153845)"
16-12-2022 13:41:56.412143,"(4.0, 7.6, 6.391666666666667)","(17.0, 95.0, 68.75)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.3, 4.5)","(7.5, 10.5, 10.025)","(19.0, 55.0, 31.875)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.84, 2.7646153846153845)"
16-12-2022 13:41:57.587546,"(4.0, 7.6, 6.391666666666667)","(17.0, 95.0, 68.75)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.3, 4.5)","(7.5, 10.5, 10.025)","(19.0, 55.0, 31.875)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.84, 2.7646153846153845)"
16-12-2022 13:41:58.798486,"(4.0, 7.6, 6.391666666666667)","(17.0, 95.0, 68.75)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.3, 4.5)","(7.5, 10.5, 10.025)","(19.0, 55.0, 31.875)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.84, 2.8363636363636364)"
16-12-2022 13:41:59.984234,"(4.0, 7.6, 5.9125)","(17.0, 95.0, 68.75)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.3, 4.5)","(7.5, 10.5, 10.025)","(19.0, 55.0, 31.875)","(9.0, 19.5, 11.357142857142858)","(2.45, 3.2, 2.7654545454545456)"
16-12-2022 13:42:01.136776,"(4.0, 7.6, 6.475)","(17.0, 95.0, 68.75)","(26.0, 95.0, 49.375)","(3.8, 5.3, 4.411111111111111)","(7.5, 10.5, 9.588235294117647)","(19.0, 55.0, 36.5)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.82, 2.7654545454545456)"
16-12-2022 13:42:02.268768,"(4.0, 7.6, 6.584615384615384)","(17.0, 95.0, 70.76923076923077)","(26.0, 95.0, 49.375)","(3.8, 5.3, 4.411111111111111)","(7.5, 10.0, 9.588235294117647)","(19.0, 55.0, 36.5)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.82, 2.7654545454545456)"
16-12-2022 13:42:03.321312,"(4.0, 7.6, 6.584615384615384)","(17.0, 95.0, 65.6)","(26.0, 95.0, 64.58333333333333)","(3.8, 5.3, 4.411111111111111)","(7.5, 10.0, 9.588235294117647)","(19.0, 55.0, 36.5)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.82, 2.7654545454545456)"
16-12-2022 13:42:04.480256,"(4.0, 7.6, 6.584615384615384)","(17.0, 95.0, 65.6)","(26.0, 95.0, 64.58333333333333)","(3.8, 5.3, 4.411111111111111)","(7.5, 10.0, 9.5)","(19.0, 55.0, 36.5)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.82, 2.7654545454545456)"
16-12-2022 13:42:05.674734,"(4.0, 7.6, 6.584615384615384)","(17.0, 95.0, 65.6)","(26.0, 95.0, 64.58333333333333)","(3.8, 5.3, 4.484210526315789)","(7.5, 10.0, 9.647058823529411)","(19.0, 55.0, 36.5)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.82, 2.745)"
16-12-2022 13:42:06.736685,"(4.0, 7.6, 6.584615384615384)","(17.0, 95.0, 65.6)","(26.0, 95.0, 64.58333333333333)","(3.8, 5.3, 4.484210526315789)","(7.5, 10.0, 9.647058823529411)","(19.0, 55.0, 36.5)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.82, 2.745)"
16-12-2022 13:42:07.888998,"(4.0, 7.6, 6.584615384615384)","(17.0, 95.0, 65.6)","(26.0, 95.0, 64.58333333333333)","(3.8, 5.3, 4.484210526315789)","(7.5, 10.0, 9.647058823529411)","(19.0, 55.0, 36.5)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.82, 2.745)"
16-12-2022 13:42:08.930409,"(4.0, 7.6, 7.362264150943396)","(17.0, 95.0, 65.6)","(26.0, 95.0, 64.58333333333333)","(3.8, 5.3, 4.484210526315789)","(7.5, 10.0, 9.647058823529411)","(19.0, 55.0, 36.5)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.82, 2.7375)"
16-12-2022 13:42:10.025512,"(4.0, 7.6, 7.362264150943396)","(17.0, 95.0, 65.6)","(26.0, 95.0, 64.58333333333333)","(3.8, 5.3, 4.3)","(7.5, 10.0, 9.5)","(19.0, 55.0, 36.5)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.8, 2.7454545454545456)"
16-12-2022 13:42:11.192593,"(4.0, 7.6, 6.966666666666667)","(17.0, 95.0, 65.6)","(26.0, 95.0, 64.58333333333333)","(3.8, 5.3, 4.510526315789473)","(7.5, 10.0, 9.583333333333334)","(19.0, 55.0, 36.5)","(9.0, 19.5, 11.357142857142858)","(2.45, 2.8, 2.7375)"
16-12-2022 13:42:12.415192,"(4.0, 7.6, 6.966666666666667)","(17.0, 95.0, 65.6)","(26.0, 95.0, 64.58333333333333)","(3.8, 5.3, 4.510526315789473)","(7.5, 10.0, 9.583333333333334)","(19.0, 55.0, 34.15384615384615)","(9.0, 19.5, 11.714285714285714)","(2.45, 2.8, 2.7375)"
16-12-2022 13:42:13.451904,"(4.0, 7.6, 6.966666666666667)","(17.0, 95.0, 77.81818181818181)","(26.0, 130.0, 90.72727272727273)","(3.8, 5.3, 4.510526315789473)","(7.5, 10.0, 9.583333333333334)","(19.0, 60.0, 34.15384615384615)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.8, 2.7375)"
16-12-2022 13:42:14.565116,"(4.0, 7.6, 7.063157894736841)","(17.0, 95.0, 77.81818181818181)","(26.0, 130.0, 90.72727272727273)","(3.8, 5.3, 4.2727272727272725)","(7.5, 10.0, 9.285714285714286)","(19.0, 60.0, 34.15384615384615)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.8, 2.75)"
16-12-2022 13:42:15.776885,"(4.0, 7.6, 7.248275862068965)","(17.0, 95.0, 77.81818181818181)","(26.0, 130.0, 69.42857142857143)","(3.8, 5.1, 4.339130434782609)","(7.5, 10.0, 9.666666666666666)","(19.0, 60.0, 34.15384615384615)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.8, 2.75)"
16-12-2022 13:42:16.946516,"(4.0, 7.6, 7.094736842105263)","(17.0, 95.0, 77.81818181818181)","(26.0, 130.0, 91.45454545454545)","(3.8, 5.1, 4.339130434782609)","(7.5, 10.0, 9.666666666666666)","(19.0, 60.0, 34.15384615384615)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.8, 2.75)"
16-12-2022 13:42:18.135364,"(4.0, 7.6, 6.96)","(17.0, 95.0, 77.81818181818181)","(26.0, 130.0, 91.45454545454545)","(3.8, 5.1, 4.339130434782609)","(7.5, 10.0, 9.666666666666666)","(19.0, 60.0, 34.15384615384615)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.8, 2.75)"
16-12-2022 13:42:19.378565,"(4.0, 7.6, 7.323076923076923)","(17.0, 95.0, 77.81818181818181)","(26.0, 130.0, 91.45454545454545)","(3.8, 5.1, 4.156666666666666)","(7.5, 10.0, 9.428571428571429)","(19.0, 60.0, 34.15384615384615)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.8, 2.75)"
16-12-2022 13:42:20.512914,"(4.0, 7.6, 7.323076923076923)","(17.0, 95.0, 77.81818181818181)","(26.0, 130.0, 91.45454545454545)","(3.8, 5.0, 4.156666666666666)","(7.5, 10.0, 9.428571428571429)","(19.0, 60.0, 34.15384615384615)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.8, 2.7666666666666666)"
16-12-2022 13:42:21.581403,"(4.0, 7.6, 7.542857142857143)","(17.0, 95.0, 77.81818181818181)","(26.0, 130.0, 91.45454545454545)","(3.8, 5.0, 4.127272727272727)","(7.5, 10.0, 9.7)","(19.0, 60.0, 36.285714285714285)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.82, 2.7666666666666666)"
16-12-2022 13:42:22.693742,"(4.0, 7.6, 7.433333333333333)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.9, 4.246153846153846)","(7.5, 10.0, 9.7)","(19.0, 60.0, 43.400000000000006)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.82, 2.7666666666666666)"
16-12-2022 13:42:23.878816,"(4.0, 7.6, 7.509090909090909)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.9, 4.246153846153846)","(7.5, 10.0, 9.7)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.82, 2.7666666666666666)"
16-12-2022 13:42:24.945521,"(4.0, 7.6, 7.509090909090909)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.9, 4.246153846153846)","(7.5, 10.0, 9.7)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.82, 2.7666666666666666)"
16-12-2022 13:42:26.082079,"(4.0, 7.6, 7.509090909090909)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.9, 4.09047619047619)","(7.5, 10.0, 9.428571428571429)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.82, 2.7666666666666666)"
16-12-2022 13:42:27.214984,"(4.0, 7.6, 7.433333333333333)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.9, 4.165909090909091)","(7.5, 10.0, 9.7)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.82, 2.7666666666666666)"
16-12-2022 13:42:28.328029,"(4.0, 7.6, 7.466666666666667)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.9, 4.278846153846154)","(7.5, 10.0, 9.7)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.82, 2.4899999999999998)"
16-12-2022 13:42:29.447971,"(4.0, 7.6, 7.511111111111111)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.9, 4.278846153846154)","(7.5, 10.0, 9.7)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.84, 2.4899999999999998)"
16-12-2022 13:42:30.570746,"(4.0, 10.5, 7.5)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.9, 4.305263157894737)","(7.5, 10.0, 9.7)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.84, 2.56)"
16-12-2022 13:42:31.687518,"(4.0, 10.5, 8.029411764705882)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.7, 4.164285714285715)","(7.5, 10.0, 9.428571428571429)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.84, 2.82)"
16-12-2022 13:42:32.807411,"(4.0, 10.5, 8.4)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.7, 4.311111111111111)","(7.5, 10.0, 9.7)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.84, 2.8297435897435896)"
16-12-2022 13:42:34.053299,"(4.0, 10.5, 9.1875)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.7, 4.311111111111111)","(7.5, 10.0, 9.7)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.84, 2.8297435897435896)"
16-12-2022 13:42:35.324496,"(4.0, 10.5, 8.4)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.7, 4.311111111111111)","(7.5, 10.0, 9.7)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.84, 2.8297435897435896)"
16-12-2022 13:42:36.695778,"(4.0, 10.5, 8.4)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.7, 4.161538461538462)","(7.5, 10.0, 9.428571428571429)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.84, 2.8297435897435896)"
16-12-2022 13:42:38.242215,"(4.0, 10.5, 8.4)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.7, 4.366666666666666)","(7.5, 10.0, 9.7)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.84, 2.8297435897435896)"
16-12-2022 13:42:39.466625,"(4.0, 10.5, 8.4)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.7, 4.366666666666666)","(7.5, 10.0, 9.7)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.84, 2.650212765957447)"
16-12-2022 13:42:40.606835,"(4.0, 10.5, 8.4)","(17.0, 95.0, 79.25)","(26.0, 130.0, 91.45454545454545)","(3.8, 4.7, 4.366666666666666)","(7.5, 10.0, 13.09)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.7, 2.6933333333333334)"
16-12-2022 13:42:41.823951,"(4.0, 9.8, 9.0)","(17.0, 95.0, 79.25)","(26.0, 130.0, 70.57142857142857)","(3.8, 4.7, 4.2384615384615385)","(7.5, 13.5, 12.68)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.7, 2.6933333333333334)"
16-12-2022 13:42:43.044271,"(4.0, 9.8, 9.0)","(17.0, 95.0, 79.25)","(26.0, 130.0, 92.18181818181819)","(3.8, 4.7, 4.366666666666667)","(7.5, 13.5, 12.68)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.7, 2.6933333333333334)"
16-12-2022 13:42:44.253295,"(4.0, 9.8, 9.0)","(17.0, 95.0, 79.25)","(26.0, 130.0, 92.18181818181819)","(3.8, 4.7, 4.366666666666667)","(7.5, 13.5, 12.68)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.7, 2.689)"
16-12-2022 13:42:45.446381,"(4.0, 9.8, 7.933333333333334)","(17.0, 95.0, 79.25)","(26.0, 130.0, 92.18181818181819)","(3.8, 4.7, 4.366666666666667)","(7.5, 13.5, 12.68)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.7, 2.6895238095238096)"
16-12-2022 13:42:46.667871,"(4.0, 9.8, 8.938461538461539)","(17.0, 95.0, 79.25)","(26.0, 130.0, 92.18181818181819)","(3.8, 4.7, 4.3)","(7.5, 13.5, 12.68)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.7, 2.6943589743589746)"
16-12-2022 13:42:47.998145,"(4.0, 9.8, 8.938461538461539)","(17.0, 95.0, 79.25)","(26.0, 130.0, 92.18181818181819)","(3.8, 4.7, 4.3)","(7.5, 13.5, 12.68)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.7, 2.6943589743589746)"
16-12-2022 13:42:49.326495,"(4.0, 9.8, 8.938461538461539)","(17.0, 95.0, 79.25)","(26.0, 130.0, 92.18181818181819)","(3.8, 4.7, 4.366666666666667)","(7.5, 13.5, 12.68)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.7, 2.6895238095238096)"
16-12-2022 13:42:50.755755,"(4.0, 9.8, 8.4)","(17.0, 95.0, 79.25)","(26.0, 130.0, 92.18181818181819)","(3.8, 4.7, 4.3)","(7.5, 13.5, 12.68)","(19.0, 60.0, 45.565217391304344)","(9.0, 22.0, 11.714285714285714)","(2.45, 2.7, 2.6895238095238096)"
16-12-2022 13:42:52.169681,"(4.0, 9.8, 9.123076923076923)","(17.0, 95.0, 79.25)","(26.0, 130.0, 98.0)","(3.8, 4.6, 4.3)","(7.5, 13.5, 12.68)","(19.0, 60.0, 43.599999999999994)","(9.0, 22.0, 12.7)","(2.45, 2.7, 2.6895238095238096)"
16-12-2022 13:42:53.598685,"(4.0, 9.8, 9.123076923076923)","(17.0, 95.0, 79.25)","(26.0, 130.0, 98.0)","(3.8, 4.6, 4.13125)","(7.5, 13.5, 12.68)","(19.0, 60.0, 43.599999999999994)","(9.0, 22.0, 12.142857142857142)","(2.45, 2.7, 2.6895238095238096)"
16-12-2022 13:42:54.885910,"(4.0, 9.8, 9.114285714285716)","(17.0, 95.0, 79.25)","(26.0, 130.0, 98.0)","(3.8, 4.6, 4.3)","(7.5, 13.5, 12.68)","(19.0, 60.0, 43.599999999999994)","(9.0, 22.0, 12.142857142857142)","(2.45, 2.7, 2.6895238095238096)"
16-12-2022 13:42:56.213872,"(4.0, 9.8, 9.114285714285716)","(17.0, 95.0, 79.25)","(26.0, 130.0, 98.0)","(3.8, 4.6, 4.3428571428571425)","(7.5, 13.5, 12.68)","(19.0, 60.0, 43.599999999999994)","(9.0, 22.0, 12.142857142857142)","(2.45, 2.7, 2.6895238095238096)"
16-12-2022 13:42:57.542137,"(4.0, 9.8, 8.600000000000001)","(17.0, 95.0, 79.25)","(26.0, 130.0, 98.0)","(3.8, 4.6, 4.3428571428571425)","(7.5, 13.5, 12.68)","(19.0, 60.0, 43.599999999999994)","(9.0, 22.0, 12.142857142857142)","(2.45, 2.7, 2.6895238095238096)"
16-12-2022 13:42:58.817574,"(4.0, 9.8, 9.066666666666666)","(17.0, 95.0, 79.25)","(26.0, 130.0, 98.0)","(3.8, 4.6, 4.1499999999999995)","(7.5, 13.5, 12.68)","(19.0, 60.0, 43.599999999999994)","(9.0, 22.0, 12.142857142857142)","(2.45, 2.7, 2.829032258064516)"
16-12-2022 13:43:00.168653,"(4.0, 9.8, 9.066666666666666)","(17.0, 95.0, 79.25)","(26.0, 130.0, 98.0)","(3.8, 4.6, 4.1499999999999995)","(7.5, 13.5, 12.68)","(19.0, 60.0, 43.599999999999994)","(9.0, 22.0, 12.142857142857142)","(2.45, 2.84, 2.829032258064516)"
16-12-2022 13:43:01.418694,"(4.0, 9.8, 9.066666666666666)","(17.0, 95.0, 79.25)","(26.0, 130.0, 98.0)","(3.8, 4.6, 4.3428571428571425)","(7.5, 13.5, 12.68)","(19.0, 60.0, 43.599999999999994)","(9.0, 22.0, 12.142857142857142)","(2.45, 2.84, 2.829032258064516)"
16-12-2022 13:43:02.486353,"(4.0, 9.8, 8.854545454545455)","(17.0, 95.0, 79.25)","(26.0, 130.0, 98.0)","(3.8, 4.6, 4.3428571428571425)","(7.5, 13.5, 12.68)","(19.0, 60.0, 43.599999999999994)","(9.0, 22.0, 12.142857142857142)","(2.45, 2.84, 2.8324444444444445)"
16-12-2022 13:43:03.760728,"(4.0, 9.8, 8.733333333333334)","(17.0, 95.0, 79.25)","(26.0, 130.0, 98.0)","(3.8, 4.6, 4.3428571428571425)","(7.5, 13.5, 12.68)","(19.0, 60.0, 43.599999999999994)","(9.0, 22.0, 12.142857142857142)","(2.45, 2.84, 2.8324444444444445)"
16-12-2022 13:43:05.051631,"(4.0, 9.8, 8.733333333333334)","(17.0, 95.0, 79.25)","(26.0, 130.0, 98.0)","(3.8, 4.6, 3.7)","(7.5, 13.5, 12.68)","(19.0, 60.0, 43.599999999999994)","(9.0, 22.0, 12.285714285714286)","(2.45, 2.84, 2.8324444444444445)"
16-12-2022 13:43:06.387589,"(4.0, 9.8, 8.733333333333334)","(17.0, 95.0, 79.25)","(26.0, 130.0, 98.0)","(3.8, 4.6, 4.125)","(7.5, 13.5, 12.68)","(19.0, 60.0, 43.599999999999994)","(9.0, 23.0, 12.285714285714286)","(2.45, 2.84, 2.8324444444444445)"
