,Katies Portrait,Swifty Gadget,Aston Nancy,Notorious Diesel,Ruby Tubes,Margo,Cosmic Bruce,Off The Radar
16-12-2022 13:32:42.020743,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 59.5)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:32:43.309463,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 60.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:32:44.552178,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 60.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:32:45.771687,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 60.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:32:46.908582,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 60.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.1875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:32:48.080031,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 60.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.1875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:32:49.329702,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 60.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.1875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:32:50.605760,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 60.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.1875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:32:51.721774,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 60.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.1875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:32:52.820473,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 60.90909090909091)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.1875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:32:54.043731,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.1875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:32:55.272240,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.1875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:32:56.559869,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.1875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:32:58.005880,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.1875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:32:59.274750,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.1875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:00.514109,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.1875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:01.751838,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:03.011795,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:04.210758,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:05.432769,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:06.700148,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:08.062443,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:09.369880,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:10.633667,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:12.001232,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 9.833333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:13.242829,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 9.833333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:14.626548,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 9.833333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:15.910324,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 9.833333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:17.160555,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:18.351273,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:19.471161,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:20.686936,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:21.895431,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:23.110936,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:24.368393,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:25.819700,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:27.352030,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:28.627897,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:29.784080,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:30.961252,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 70.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:32.199000,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 58.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:33.459025,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 58.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:34.748461,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 58.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:35.982347,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 58.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 16.41176470588235)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:37.287844,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:38.528323,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:39.789276,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:41.066489,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:42.466198,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:43.591051,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:44.787911,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:45.944682,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:47.179360,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:48.355893,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:49.572656,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:50.785368,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:52.003453,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:53.138152,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:54.222644,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:55.387553,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:56.570811,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:57.791837,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:33:59.014935,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:00.212027,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:01.380756,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:02.449385,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 14.1)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:03.511034,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:04.573974,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:05.682936,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:06.743738,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:07.805715,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:08.863637,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.875)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:09.984136,"(3.9, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:11.111885,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:12.302257,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:13.472066,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:14.571941,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:15.645369,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:16.662665,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:17.759978,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:18.861793,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:19.991124,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:21.095452,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 50.69230769230769)","(26.0, 95.0, 49.375)","(3.8, 5.5, 3.8555555555555556)","(7.5, 13.5, 11.266666666666666)","(21.0, 65.0, 45.0)","(9.0, 20.0, 12.625)","(2.45, 3.2, 2.578823529411765)"
