,Tiger Mum,Loveless,Little Hercules,From The Shire,Swerve,Lone Hunter,More Peaches,Rosas Dance
11-01-2023 19:11:58.605748,"(3.3, 3.8, 3.6315789473684212)","(7.0, 22.0, 19.083333333333332)","(101.0, 460.0, 360.0)","(101.0, 220.0, 193.33333333333334)","(17.0, 28.0, 26.0)","(4.8, 6.8, 6.242857142857143)","(1.95, 2.34, 2.2542857142857144)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:11:59.659679,"(3.3, 3.8, 3.6315789473684212)","(7.0, 21.0, 20.157894736842106)","(101.0, 450.0, 383.57142857142856)","(101.0, 220.0, 193.33333333333334)","(17.0, 27.0, 25.285714285714285)","(4.8, 6.8, 6.242857142857143)","(1.95, 2.34, 2.256666666666667)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:12:00.665962,"(3.3, 3.75, 3.61875)","(7.0, 21.0, 20.157894736842106)","(101.0, 430.0, 405.83333333333337)","(101.0, 220.0, 193.33333333333334)","(17.0, 27.0, 25.285714285714285)","(4.8, 6.8, 6.242857142857143)","(1.95, 2.34, 2.32)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:12:01.693952,"(3.3, 3.75, 3.65)","(7.0, 21.0, 20.448275862068964)","(101.0, 430.0, 405.83333333333337)","(101.0, 220.0, 202.85714285714286)","(17.0, 27.0, 23.0)","(4.8, 6.8, 6.2250000000000005)","(1.95, 2.34, 2.32)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:12:02.671072,"(3.2, 3.75, 3.645)","(7.5, 21.0, 20.46666666666667)","(91.0, 430.0, 405.83333333333337)","(81.0, 220.0, 202.85714285714286)","(17.0, 27.0, 23.0)","(4.8, 6.8, 6.224)","(1.95, 2.36, 2.3066666666666666)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:12:03.662596,"(3.2, 3.75, 3.645)","(7.5, 21.0, 20.46666666666667)","(91.0, 430.0, 403.6363636363636)","(81.0, 200.0, 185.71428571428572)","(17.0, 27.0, 23.0)","(4.8, 6.8, 6.224)","(1.95, 2.36, 2.3066666666666666)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:12:04.666180,"(3.2, 3.75, 3.645)","(7.5, 21.0, 20.0)","(91.0, 430.0, 403.6363636363636)","(81.0, 200.0, 175.0)","(17.0, 27.0, 23.0)","(4.8, 6.8, 6.4)","(1.95, 2.36, 2.3066666666666666)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:12:05.667776,"(3.2, 3.75, 3.645)","(7.5, 22.0, 20.857142857142858)","(91.0, 430.0, 403.6363636363636)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.2)","(4.8, 6.6, 6.4)","(1.95, 2.36, 2.3066666666666666)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:12:06.687189,"(3.2, 3.75, 3.645)","(7.5, 22.0, 20.857142857142858)","(91.0, 430.0, 403.6363636363636)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.2)","(4.8, 6.6, 6.4)","(1.95, 2.36, 2.324)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:12:07.761423,"(3.2, 3.75, 3.63)","(7.5, 22.0, 21.0)","(91.0, 430.0, 403.6363636363636)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.2)","(4.8, 6.6, 6.4)","(1.95, 2.34, 2.324)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:12:08.788396,"(3.2, 3.75, 3.5913793103448275)","(7.5, 22.0, 21.0)","(91.0, 430.0, 403.6363636363636)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.2)","(4.8, 6.6, 6.4)","(1.95, 2.34, 2.324)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:12:09.864171,"(3.2, 3.75, 3.5857142857142854)","(7.5, 22.0, 21.61904761904762)","(91.0, 430.0, 403.6363636363636)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.2)","(4.8, 6.6, 6.233333333333333)","(1.95, 2.34, 2.324)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:12:10.924505,"(3.2, 3.75, 3.5857142857142854)","(7.5, 22.0, 21.5625)","(91.0, 430.0, 403.6363636363636)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.2)","(4.8, 6.6, 6.218181818181819)","(1.95, 2.34, 2.32)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:12:12.066676,"(3.1, 3.7, 3.6333333333333333)","(9.0, 22.0, 21.25)","(91.0, 430.0, 385.38461538461536)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.2)","(4.8, 6.6, 6.218181818181819)","(1.95, 2.34, 2.32)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:12:13.178007,"(3.1, 3.7, 3.655555555555556)","(9.0, 22.0, 21.142857142857142)","(91.0, 430.0, 311.1111111111111)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.2)","(4.8, 6.6, 6.218181818181819)","(1.95, 2.34, 2.32)","(21.0, 40.0, 31.58823529411765)"
11-01-2023 19:12:14.329680,"(3.1, 3.7, 3.655555555555556)","(9.0, 22.0, 19.916666666666668)","(91.0, 420.0, 192.5)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.6, 6.211111111111111)","(1.95, 2.34, 2.293333333333333)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:15.423576,"(3.1, 3.7, 3.6500000000000004)","(9.0, 22.0, 19.916666666666668)","(91.0, 420.0, 192.5)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.6, 6.211111111111111)","(1.95, 2.3, 2.27)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:16.567677,"(3.1, 3.7, 3.6500000000000004)","(9.0, 22.0, 19.916666666666668)","(91.0, 420.0, 217.77777777777777)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.6, 6.211111111111111)","(1.95, 2.3, 2.27)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:17.695918,"(3.1, 3.7, 3.625)","(9.0, 22.0, 19.916666666666668)","(91.0, 420.0, 217.77777777777777)","(81.0, 200.0, 171.42857142857144)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.6, 6.185714285714286)","(1.95, 2.3, 2.2914285714285714)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:18.742370,"(3.1, 3.7, 3.611764705882353)","(9.0, 22.0, 19.916666666666668)","(91.0, 420.0, 217.77777777777777)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.2125)","(1.95, 2.3, 2.3066666666666666)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:19.858261,"(3.1, 3.7, 3.6208333333333336)","(9.0, 22.0, 21.0)","(91.0, 420.0, 201.25)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.181818181818182)","(1.95, 2.32, 2.311111111111111)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:20.991019,"(3.1, 3.7, 3.6208333333333336)","(9.0, 22.0, 21.0)","(91.0, 420.0, 217.77777777777777)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.181818181818182)","(1.95, 2.32, 2.311111111111111)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:22.047584,"(3.1, 3.7, 3.6208333333333336)","(9.0, 22.0, 21.0)","(91.0, 420.0, 217.77777777777777)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.181818181818182)","(1.95, 2.32, 2.311111111111111)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:23.165621,"(3.1, 3.7, 3.6208333333333336)","(9.0, 22.0, 21.0)","(91.0, 420.0, 217.77777777777777)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.181818181818182)","(1.95, 2.32, 2.311111111111111)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:24.335573,"(3.1, 3.7, 3.6208333333333336)","(10.0, 22.0, 21.0)","(91.0, 420.0, 217.77777777777777)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.181818181818182)","(1.9, 2.32, 2.311111111111111)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:25.405045,"(3.1, 3.7, 3.6208333333333336)","(10.0, 22.0, 21.142857142857142)","(91.0, 420.0, 217.77777777777777)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.11764705882353)","(1.9, 2.32, 2.311111111111111)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:26.657950,"(3.1, 3.7, 3.6208333333333336)","(10.0, 22.0, 21.142857142857142)","(91.0, 420.0, 212.0)","(81.0, 200.0, 175.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.11764705882353)","(1.9, 2.32, 2.3085714285714283)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:27.832125,"(3.1, 3.75, 3.7384615384615385)","(10.0, 22.0, 21.142857142857142)","(91.0, 420.0, 223.2)","(81.0, 200.0, 160.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.11764705882353)","(1.9, 2.32, 2.314782608695652)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:28.945609,"(3.1, 3.7, 3.6969696969696972)","(10.0, 22.0, 21.142857142857142)","(91.0, 400.0, 223.2)","(81.0, 180.0, 120.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.11764705882353)","(1.9, 2.32, 2.3145454545454545)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:30.092566,"(3.1, 3.75, 3.7333333333333334)","(10.0, 22.0, 21.142857142857142)","(91.0, 400.0, 223.2)","(81.0, 180.0, 120.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.11764705882353)","(1.9, 2.32, 2.314782608695652)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:31.183813,"(3.1, 3.75, 3.7333333333333334)","(10.0, 22.0, 20.90909090909091)","(91.0, 400.0, 223.2)","(81.0, 180.0, 120.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.11764705882353)","(1.9, 2.32, 2.314782608695652)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:32.276235,"(3.1, 3.75, 3.7333333333333334)","(10.0, 22.0, 20.90909090909091)","(91.0, 190.0, 183.75)","(81.0, 180.0, 111.42857142857143)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.11764705882353)","(1.9, 2.32, 2.3161290322580643)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:33.357773,"(3.1, 3.75, 3.732089552238806)","(10.0, 22.0, 20.8)","(91.0, 190.0, 183.75)","(81.0, 180.0, 120.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.351515151515152)","(1.9, 2.32, 2.326363636363636)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:34.404540,"(3.1, 3.8, 3.7761194029850746)","(10.0, 22.0, 20.8)","(91.0, 190.0, 183.75)","(81.0, 180.0, 120.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.351515151515152)","(1.9, 2.34, 2.328)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:35.463463,"(3.1, 3.75, 3.696153846153846)","(10.0, 22.0, 20.666666666666668)","(91.0, 190.0, 183.75)","(81.0, 180.0, 120.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.323809523809524)","(1.9, 2.34, 2.328)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:36.467732,"(3.1, 3.75, 3.6769230769230767)","(10.0, 22.0, 20.666666666666668)","(91.0, 190.0, 183.75)","(81.0, 180.0, 120.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.323809523809524)","(1.9, 2.34, 2.328)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:37.521050,"(3.1, 3.75, 3.6769230769230767)","(10.0, 22.0, 20.285714285714285)","(91.0, 190.0, 183.75)","(81.0, 180.0, 120.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.323809523809524)","(1.9, 2.34, 2.3228571428571425)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:38.617545,"(3.1, 3.75, 3.683333333333333)","(10.0, 22.0, 20.285714285714285)","(91.0, 190.0, 183.75)","(81.0, 180.0, 120.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.323809523809524)","(1.9, 2.34, 2.3228571428571425)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:39.665582,"(3.1, 3.75, 3.683333333333333)","(10.0, 22.0, 21.0)","(91.0, 190.0, 183.75)","(81.0, 180.0, 120.0)","(17.0, 27.0, 22.833333333333332)","(4.8, 6.4, 6.323809523809524)","(1.9, 2.34, 2.3228571428571425)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 19:12:40.692151,"(3.1, 3.75, 3.683333333333333)","(10.0, 22.0, 20.8)","(91.0, 190.0, 183.75)","(81.0, 160.0, 120.0)","(17.0, 27.0, 24.285714285714285)","(4.8, 6.4, 6.323809523809524)","(1.9, 2.34, 2.3145454545454545)","(21.0, 40.0, 33.0)"
11-01-2023 19:12:41.803487,"(3.1, 3.75, 3.6799999999999997)","(10.0, 22.0, 20.8)","(91.0, 190.0, 183.75)","(81.0, 160.0, 120.0)","(17.0, 26.0, 22.59259259259259)","(4.8, 6.4, 6.327272727272727)","(1.9, 2.34, 2.3145454545454545)","(21.0, 38.0, 33.714285714285715)"
11-01-2023 19:12:42.828882,"(3.1, 3.75, 3.6799999999999997)","(10.0, 22.0, 20.8)","(91.0, 190.0, 183.75)","(81.0, 160.0, 120.0)","(17.0, 26.0, 22.59259259259259)","(4.8, 6.4, 6.327272727272727)","(1.9, 2.34, 2.3145454545454545)","(21.0, 38.0, 33.714285714285715)"
11-01-2023 19:12:43.754846,"(3.1, 3.75, 3.692307692307692)","(10.0, 22.0, 20.8)","(91.0, 190.0, 183.75)","(81.0, 160.0, 120.0)","(17.0, 26.0, 22.59259259259259)","(4.8, 6.4, 6.327272727272727)","(1.9, 2.34, 2.3207142857142857)","(21.0, 38.0, 33.714285714285715)"
11-01-2023 19:12:44.720791,"(3.1, 3.75, 3.703333333333333)","(10.0, 19.0, 18.954545454545453)","(91.0, 190.0, 183.75)","(81.0, 160.0, 120.0)","(17.0, 26.0, 22.59259259259259)","(4.8, 6.4, 6.338461538461539)","(1.9, 2.34, 2.3273684210526313)","(21.0, 38.0, 33.714285714285715)"
11-01-2023 19:12:45.705707,"(3.1, 3.75, 3.703333333333333)","(10.0, 19.0, 18.954545454545453)","(91.0, 190.0, 183.75)","(81.0, 160.0, 120.0)","(17.0, 26.0, 22.59259259259259)","(4.8, 6.4, 6.3500000000000005)","(1.9, 2.34, 2.3273684210526313)","(21.0, 38.0, 33.714285714285715)"
11-01-2023 19:12:46.861621,"(3.1, 3.75, 3.703333333333333)","(10.0, 19.0, 18.954545454545453)","(91.0, 190.0, 183.75)","(81.0, 160.0, 115.0)","(17.0, 26.0, 22.59259259259259)","(4.8, 6.4, 6.3500000000000005)","(1.9, 2.34, 2.32)","(21.0, 38.0, 33.714285714285715)"
11-01-2023 19:12:48.022648,"(3.1, 3.75, 3.703333333333333)","(10.0, 19.0, 18.954545454545453)","(91.0, 190.0, 183.75)","(81.0, 160.0, 115.0)","(17.0, 26.0, 22.59259259259259)","(4.8, 6.4, 6.3500000000000005)","(1.9, 2.34, 2.32)","(21.0, 38.0, 33.5)"
11-01-2023 19:12:49.155158,"(3.1, 3.75, 3.703333333333333)","(10.0, 19.0, 19.804347826086957)","(91.0, 190.0, 183.75)","(81.0, 160.0, 115.0)","(17.0, 26.0, 22.59259259259259)","(4.8, 6.4, 6.3500000000000005)","(1.9, 2.34, 2.321818181818182)","(21.0, 38.0, 33.5)"
11-01-2023 19:12:50.288370,"(3.1, 3.75, 3.694)","(10.0, 20.0, 19.804347826086957)","(91.0, 190.0, 183.75)","(81.0, 160.0, 121.0)","(17.0, 26.0, 22.59259259259259)","(4.8, 6.4, 6.3500000000000005)","(1.9, 2.34, 2.308)","(21.0, 38.0, 33.5)"
11-01-2023 19:12:51.295635,"(3.1, 3.75, 3.703333333333333)","(10.0, 20.0, 19.75)","(91.0, 190.0, 183.75)","(81.0, 160.0, 117.5)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.3500000000000005)","(1.9, 2.34, 2.308)","(21.0, 38.0, 33.5)"
11-01-2023 19:12:52.305882,"(3.1, 3.75, 3.703333333333333)","(10.0, 20.0, 19.75)","(91.0, 190.0, 183.75)","(81.0, 140.0, 110.0)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.3500000000000005)","(1.9, 2.34, 2.3356363636363633)","(21.0, 38.0, 33.5)"
11-01-2023 19:12:53.278011,"(3.1, 3.75, 3.703333333333333)","(10.0, 20.0, 19.75)","(91.0, 190.0, 183.75)","(81.0, 140.0, 110.0)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.3500000000000005)","(1.9, 2.34, 2.3356363636363633)","(21.0, 38.0, 33.5)"
11-01-2023 19:12:54.267716,"(3.1, 3.75, 3.703333333333333)","(10.0, 20.0, 19.75)","(91.0, 190.0, 183.75)","(81.0, 140.0, 110.0)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.3500000000000005)","(1.9, 2.34, 2.3356363636363633)","(21.0, 38.0, 33.5)"
11-01-2023 19:12:55.232473,"(3.1, 3.75, 3.703333333333333)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 140.0, 110.0)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.3500000000000005)","(1.9, 2.34, 2.308)","(21.0, 38.0, 33.5)"
11-01-2023 19:12:56.530323,"(3.1, 3.75, 3.7)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 160.0, 102.22222222222223)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.3500000000000005)","(1.9, 2.34, 2.308)","(21.0, 38.0, 33.5)"
11-01-2023 19:12:57.546791,"(3.1, 3.75, 3.686)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 160.0, 102.22222222222223)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.3500000000000005)","(1.9, 2.34, 2.308)","(21.0, 38.0, 33.5)"
11-01-2023 19:12:58.744184,"(3.1, 3.75, 3.7)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 160.0, 102.22222222222223)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.3500000000000005)","(1.9, 2.34, 2.335596330275229)","(21.0, 38.0, 33.5)"
11-01-2023 19:12:59.878014,"(3.1, 3.75, 3.695)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 160.0, 102.22222222222223)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.3500000000000005)","(1.9, 2.34, 2.335596330275229)","(21.0, 38.0, 33.5)"
11-01-2023 19:13:00.994650,"(3.1, 3.8, 3.7941860465116277)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 160.0, 102.22222222222223)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.300000000000001)","(1.9, 2.34, 2.335596330275229)","(21.0, 38.0, 33.5)"
11-01-2023 19:13:02.091796,"(3.1, 3.8, 3.7217391304347824)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 160.0, 102.22222222222223)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.311111111111112)","(1.9, 2.34, 2.335596330275229)","(21.0, 38.0, 33.5)"
11-01-2023 19:13:03.132296,"(3.1, 3.8, 3.7357142857142858)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 160.0, 102.22222222222223)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.152380952380953)","(1.9, 2.34, 2.313333333333333)","(21.0, 38.0, 33.5)"
11-01-2023 19:13:04.129771,"(3.1, 3.8, 3.7357142857142858)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 150.0, 104.16666666666667)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.0285714285714285)","(1.9, 2.34, 2.313333333333333)","(21.0, 38.0, 33.5)"
11-01-2023 19:13:05.094241,"(3.1, 3.8, 3.707142857142857)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 140.0, 106.66666666666667)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.0285714285714285)","(1.9, 2.34, 2.313333333333333)","(21.0, 38.0, 33.5)"
11-01-2023 19:13:06.155623,"(3.1, 3.8, 3.707142857142857)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 140.0, 106.66666666666667)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.0285714285714285)","(1.9, 2.34, 2.313333333333333)","(21.0, 38.0, 33.5)"
11-01-2023 19:13:07.239232,"(3.1, 3.8, 3.707142857142857)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 160.0, 105.55555555555556)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.0285714285714285)","(1.9, 2.34, 2.336619718309859)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:08.377031,"(3.1, 3.8, 3.7131578947368418)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 160.0, 107.5)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.0285714285714285)","(1.9, 2.34, 2.3357647058823527)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:09.498539,"(3.1, 3.8, 3.6823529411764704)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 160.0, 105.55555555555556)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.0285714285714285)","(1.9, 2.34, 2.3357647058823527)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:10.512614,"(3.1, 3.75, 3.682142857142857)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 160.0, 105.55555555555556)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.0285714285714285)","(1.9, 2.34, 2.3357647058823527)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:11.573235,"(3.1, 3.75, 3.682142857142857)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 160.0, 105.55555555555556)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.0285714285714285)","(1.9, 2.34, 2.3371084337349397)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:12.597119,"(3.1, 3.75, 3.682142857142857)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(81.0, 160.0, 105.55555555555556)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.0285714285714285)","(1.9, 2.34, 2.3371084337349397)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:13.656446,"(3.1, 3.75, 3.682142857142857)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(71.0, 160.0, 105.55555555555556)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.0285714285714285)","(1.9, 2.34, 2.313333333333333)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:14.671682,"(3.1, 3.75, 3.682142857142857)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(71.0, 160.0, 105.55555555555556)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.0285714285714285)","(1.9, 2.34, 2.336279069767442)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:15.743453,"(3.1, 3.75, 3.706818181818182)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(71.0, 160.0, 105.55555555555556)","(17.0, 26.0, 23.24)","(4.8, 6.4, 6.0285714285714285)","(1.9, 2.34, 2.344)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:16.848098,"(3.1, 3.75, 3.706818181818182)","(10.0, 20.0, 19.653846153846153)","(91.0, 190.0, 183.75)","(71.0, 160.0, 105.55555555555556)","(17.0, 26.0, 23.272727272727273)","(4.8, 6.4, 5.9750000000000005)","(1.9, 2.38, 2.378181818181818)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:18.074058,"(3.1, 3.75, 3.706818181818182)","(10.0, 19.5, 19.22222222222222)","(91.0, 190.0, 183.75)","(71.0, 160.0, 105.55555555555556)","(17.0, 26.0, 23.272727272727273)","(4.8, 6.2, 5.957692307692308)","(1.9, 2.38, 2.3765217391304345)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:19.234094,"(3.1, 3.75, 3.706818181818182)","(10.0, 19.0, 18.0)","(91.0, 190.0, 183.75)","(71.0, 160.0, 105.55555555555556)","(17.0, 26.0, 23.272727272727273)","(4.8, 6.2, 5.957692307692308)","(1.9, 2.38, 2.3864516129032256)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:20.444319,"(3.1, 3.75, 3.706818181818182)","(10.0, 19.0, 18.0)","(91.0, 190.0, 183.75)","(71.0, 160.0, 105.55555555555556)","(17.0, 26.0, 23.272727272727273)","(4.8, 6.2, 5.957692307692308)","(1.9, 2.4, 2.375135135135135)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:21.648074,"(3.1, 3.75, 3.7075)","(10.0, 18.0, 16.333333333333332)","(91.0, 190.0, 183.75)","(71.0, 160.0, 105.55555555555556)","(17.0, 26.0, 23.272727272727273)","(4.8, 6.2, 5.957692307692308)","(1.9, 2.38, 2.3729999999999998)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:22.809003,"(3.1, 3.75, 3.71)","(10.0, 18.0, 16.75)","(91.0, 190.0, 183.75)","(71.0, 160.0, 100.0)","(17.0, 26.0, 23.272727272727273)","(4.8, 6.2, 5.957692307692308)","(1.95, 2.4, 2.3754545454545455)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:23.833785,"(3.1, 3.75, 3.71)","(11.0, 17.5, 16.75)","(91.0, 190.0, 183.75)","(71.0, 160.0, 100.0)","(18.0, 26.0, 23.272727272727273)","(4.8, 6.2, 5.957692307692308)","(1.95, 2.4, 2.3775)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:24.878419,"(3.1, 3.75, 3.71)","(11.0, 17.5, 16.75)","(91.0, 190.0, 183.75)","(71.0, 160.0, 107.5)","(18.0, 26.0, 23.272727272727273)","(4.8, 6.2, 5.957692307692308)","(1.95, 2.4, 2.3775)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:25.985851,"(3.1, 3.75, 3.71)","(11.0, 17.5, 16.3)","(91.0, 190.0, 183.75)","(71.0, 160.0, 105.55555555555556)","(18.0, 26.0, 23.571428571428573)","(4.8, 6.2, 5.957692307692308)","(1.95, 2.4, 2.387441860465116)","(21.0, 38.0, 34.0)"
11-01-2023 19:13:27.058943,"(3.1, 3.85, 3.7882352941176474)","(11.0, 17.5, 16.3)","(91.0, 190.0, 183.75)","(71.0, 160.0, 98.75)","(18.0, 25.0, 23.4)","(4.8, 6.2, 5.973913043478261)","(1.95, 2.4, 2.3810256410256407)","(21.0, 38.0, 32.5)"
