,Manson,Pandoras Raptor,Ten Pineapples,Just A Brew,Storm Shelter,Yeah Sweetie,Disorder,Aston Mead
09-01-2023 17:01:14.568088,"(3.3, 4.2, 4.038235294117647)","(5.0, 6.2, 6.057142857142857)","(14.0, 22.0, 19.613636363636363)","(10.0, 16.0, 15.828125)","(71.0, 210.0, 202.0)","(10.0, 13.0, 12.93939393939394)","(21.0, 40.0, 42.0)","(2.25, 2.72, 2.672)"
09-01-2023 17:01:15.809516,"(3.3, 4.2, 4.038235294117647)","(5.0, 6.2, 6.057142857142857)","(14.0, 22.0, 19.613636363636363)","(10.0, 16.0, 15.828125)","(71.0, 210.0, 202.0)","(10.0, 13.0, 12.902777777777779)","(21.0, 44.0, 42.0)","(2.25, 2.72, 2.672)"
09-01-2023 17:01:17.048588,"(3.3, 4.2, 4.025)","(5.0, 6.4, 6.32)","(14.0, 22.0, 19.613636363636363)","(10.0, 16.0, 15.828125)","(71.0, 210.0, 202.0)","(10.0, 13.0, 12.93939393939394)","(21.0, 44.0, 42.0)","(2.25, 2.72, 2.672)"
09-01-2023 17:01:18.229860,"(3.3, 4.2, 4.038235294117647)","(5.0, 6.4, 6.16)","(14.0, 22.0, 19.613636363636363)","(10.0, 16.0, 15.828125)","(71.0, 210.0, 202.0)","(10.0, 13.0, 12.902777777777779)","(21.0, 44.0, 42.0)","(2.25, 2.72, 2.672)"
09-01-2023 17:01:19.356016,"(3.3, 4.2, 4.038235294117647)","(5.0, 6.4, 6.1230769230769235)","(14.0, 22.0, 19.613636363636363)","(10.0, 16.0, 15.828125)","(71.0, 210.0, 202.0)","(10.0, 13.0, 12.93939393939394)","(21.0, 44.0, 42.0)","(2.25, 2.72, 2.667826086956522)"
09-01-2023 17:01:20.520786,"(3.3, 4.2, 4.038235294117647)","(5.0, 6.4, 6.1)","(14.0, 22.0, 19.613636363636363)","(10.0, 16.0, 15.828125)","(71.0, 210.0, 202.0)","(10.0, 13.0, 12.93939393939394)","(21.0, 44.0, 42.0)","(2.25, 2.72, 2.67)"
09-01-2023 17:01:21.627051,"(3.3, 4.2, 4.057142857142857)","(5.0, 6.4, 6.1)","(14.0, 22.0, 19.613636363636363)","(10.0, 16.0, 15.828125)","(71.0, 210.0, 202.0)","(10.0, 13.0, 12.902777777777779)","(21.0, 44.0, 42.0)","(2.25, 2.72, 2.67)"
09-01-2023 17:01:22.814280,"(3.3, 4.2, 4.066666666666666)","(5.0, 6.4, 6.1)","(14.0, 22.0, 19.613636363636363)","(10.0, 16.0, 15.828125)","(71.0, 210.0, 202.0)","(10.0, 13.0, 12.93939393939394)","(21.0, 44.0, 42.0)","(2.25, 2.72, 2.666666666666667)"
09-01-2023 17:01:23.963175,"(3.3, 4.2, 4.085714285714285)","(5.0, 6.4, 6.1)","(14.0, 22.0, 19.613636363636363)","(10.0, 16.0, 15.828125)","(71.0, 210.0, 202.0)","(10.0, 13.0, 12.96774193548387)","(21.0, 44.0, 42.0)","(2.25, 2.72, 2.6731034482758624)"
09-01-2023 17:01:25.123508,"(3.3, 4.2, 4.1466666666666665)","(5.0, 6.4, 5.780952380952382)","(14.0, 22.0, 19.613636363636363)","(10.0, 16.0, 15.903846153846153)","(71.0, 210.0, 202.0)","(10.0, 13.0, 13.6)","(21.0, 44.0, 42.14285714285714)","(2.25, 2.72, 2.676923076923077)"
09-01-2023 17:01:26.332029,"(3.3, 4.2, 4.1466666666666665)","(5.0, 6.2, 5.866666666666667)","(14.0, 22.0, 19.96875)","(10.0, 16.0, 15.9375)","(71.0, 210.0, 202.0)","(10.0, 14.0, 13.6)","(21.0, 46.0, 42.14285714285714)","(2.25, 2.72, 2.676923076923077)"
09-01-2023 17:01:27.539953,"(3.3, 4.3, 4.183333333333334)","(5.0, 6.2, 5.892307692307693)","(14.0, 22.0, 20.194444444444443)","(10.0, 16.0, 15.9375)","(71.0, 210.0, 202.0)","(10.0, 14.0, 13.416666666666666)","(21.0, 46.0, 42.14285714285714)","(2.25, 2.72, 2.676923076923077)"
09-01-2023 17:01:28.616218,"(3.3, 4.3, 4.157142857142857)","(5.0, 6.2, 5.8)","(14.0, 22.0, 20.194444444444443)","(10.0, 16.0, 15.9375)","(71.0, 210.0, 202.0)","(10.0, 14.0, 13.416666666666666)","(21.0, 46.0, 42.14285714285714)","(2.25, 2.72, 2.676923076923077)"
09-01-2023 17:01:29.695290,"(3.3, 4.3, 4.1421052631578945)","(5.0, 6.2, 5.91764705882353)","(14.0, 22.0, 20.375)","(10.0, 16.0, 15.9375)","(71.0, 210.0, 202.0)","(10.0, 14.0, 13.384615384615385)","(21.0, 46.0, 42.769230769230774)","(2.25, 2.72, 2.676923076923077)"
09-01-2023 17:01:30.781359,"(3.3, 4.3, 4.117391304347826)","(5.0, 6.2, 5.9818181818181815)","(14.0, 22.0, 20.375)","(10.0, 16.0, 15.9375)","(71.0, 210.0, 202.0)","(10.0, 14.0, 13.555555555555555)","(21.0, 46.0, 42.769230769230774)","(2.25, 2.72, 2.67)"
09-01-2023 17:01:31.866809,"(3.3, 4.3, 4.15)","(5.0, 6.0, 5.905263157894737)","(14.0, 22.0, 20.645833333333332)","(10.0, 16.0, 15.862068965517242)","(71.0, 210.0, 203.33333333333334)","(10.0, 14.0, 13.535714285714286)","(21.0, 46.0, 41.63636363636364)","(2.25, 2.72, 2.6659459459459462)"
09-01-2023 17:01:32.901292,"(3.3, 4.3, 4.15)","(5.0, 6.2, 6.004651162790697)","(14.0, 22.0, 20.645833333333332)","(10.0, 16.0, 15.9375)","(71.0, 210.0, 203.84615384615384)","(10.0, 14.0, 13.535714285714286)","(21.0, 46.0, 41.63636363636364)","(2.25, 2.72, 2.6659459459459462)"
09-01-2023 17:01:34.016451,"(3.3, 4.3, 4.15)","(5.0, 6.2, 5.970212765957447)","(14.0, 22.0, 20.645833333333332)","(10.0, 16.0, 15.9375)","(71.0, 210.0, 203.84615384615384)","(10.0, 14.0, 13.657894736842104)","(21.0, 46.0, 41.63636363636364)","(2.25, 2.72, 2.6613333333333333)"
09-01-2023 17:01:35.089020,"(3.3, 4.3, 4.15)","(5.0, 6.2, 5.970212765957447)","(14.0, 22.0, 20.72222222222222)","(10.0, 16.0, 15.862068965517242)","(71.0, 210.0, 203.84615384615384)","(10.0, 14.0, 13.657894736842104)","(21.0, 46.0, 40.54545454545455)","(2.25, 2.72, 2.6613333333333333)"
09-01-2023 17:01:36.178077,"(3.3, 4.3, 4.144444444444444)","(5.0, 6.2, 5.970212765957447)","(14.0, 22.0, 20.72222222222222)","(10.0, 16.0, 15.9375)","(71.0, 210.0, 202.72727272727272)","(10.0, 14.0, 13.606060606060606)","(21.0, 46.0, 41.0)","(2.25, 2.72, 2.6613333333333333)"
09-01-2023 17:01:37.244883,"(3.3, 4.3, 4.078947368421052)","(5.0, 6.2, 5.834782608695652)","(14.0, 22.0, 20.72222222222222)","(10.0, 16.0, 15.862068965517242)","(71.0, 210.0, 190.0)","(10.0, 14.0, 13.575)","(21.0, 46.0, 39.6)","(2.25, 2.72, 2.6613333333333333)"
09-01-2023 17:01:38.399959,"(3.3, 4.3, 4.16875)","(5.0, 6.2, 5.834782608695652)","(14.0, 22.0, 20.75)","(10.0, 16.0, 15.862068965517242)","(71.0, 210.0, 191.8181818181818)","(10.0, 14.0, 13.63888888888889)","(21.0, 46.0, 39.6)","(2.25, 2.72, 2.6613333333333333)"
09-01-2023 17:01:39.576883,"(3.3, 4.3, 4.052941176470588)","(5.0, 6.2, 5.905263157894737)","(14.0, 22.0, 20.857142857142858)","(10.0, 16.0, 15.862068965517242)","(71.0, 210.0, 191.8181818181818)","(10.0, 14.0, 13.63888888888889)","(21.0, 46.0, 41.42857142857143)","(2.25, 2.72, 2.6613333333333333)"
09-01-2023 17:01:40.758175,"(3.3, 4.3, 4.144444444444444)","(5.0, 6.2, 5.93)","(14.0, 22.0, 20.857142857142858)","(10.0, 16.0, 15.862068965517242)","(71.0, 210.0, 191.8181818181818)","(10.0, 14.0, 13.63888888888889)","(21.0, 46.0, 41.42857142857143)","(2.25, 2.72, 2.6613333333333333)"
09-01-2023 17:01:41.911378,"(3.3, 4.3, 4.144444444444444)","(4.8, 6.2, 5.805714285714285)","(14.0, 22.0, 20.90909090909091)","(10.0, 16.0, 16.5)","(71.0, 210.0, 191.8181818181818)","(10.0, 14.0, 13.604166666666666)","(21.0, 46.0, 41.42857142857143)","(2.25, 2.72, 2.6688)"
09-01-2023 17:01:43.106623,"(3.3, 4.2, 4.133333333333334)","(4.8, 6.2, 5.860714285714286)","(14.0, 22.0, 20.90909090909091)","(10.0, 17.0, 16.6)","(71.0, 210.0, 191.8181818181818)","(10.0, 14.0, 13.568627450980392)","(21.0, 46.0, 43.6)","(2.25, 2.68, 2.6231578947368424)"
09-01-2023 17:01:44.549682,"(3.3, 4.2, 4.141935483870968)","(4.8, 6.2, 5.928571428571429)","(14.0, 22.0, 20.90909090909091)","(10.0, 17.0, 16.571428571428573)","(71.0, 210.0, 191.8181818181818)","(10.0, 14.0, 13.568627450980392)","(21.0, 44.0, 43.6)","(2.25, 2.64, 2.6176)"
09-01-2023 17:01:45.853052,"(3.3, 4.2, 4.141935483870968)","(4.8, 6.2, 5.869565217391305)","(14.0, 22.0, 20.90909090909091)","(10.0, 17.0, 16.42105263157895)","(61.0, 210.0, 191.8181818181818)","(10.0, 14.0, 13.568627450980392)","(21.0, 44.0, 43.6)","(2.25, 2.64, 2.6176)"
09-01-2023 17:01:47.163974,"(3.3, 4.2, 4.165)","(4.8, 6.2, 5.928571428571429)","(14.0, 22.0, 20.90909090909091)","(10.0, 17.0, 16.42105263157895)","(61.0, 210.0, 181.42857142857142)","(10.0, 14.0, 13.568627450980392)","(21.0, 44.0, 43.65217391304348)","(2.25, 2.64, 2.6176)"
09-01-2023 17:01:48.444825,"(3.3, 4.3, 4.1875)","(4.8, 6.2, 5.928571428571429)","(14.0, 22.0, 20.90909090909091)","(10.0, 17.0, 16.42105263157895)","(61.0, 210.0, 191.8181818181818)","(10.0, 14.0, 13.537037037037036)","(21.0, 44.0, 43.65217391304348)","(2.25, 2.64, 2.6176)"
09-01-2023 17:01:49.682176,"(3.3, 4.3, 4.1875)","(4.8, 6.2, 5.9125)","(14.0, 22.0, 20.90909090909091)","(10.0, 17.0, 16.0625)","(61.0, 210.0, 191.8181818181818)","(10.0, 14.0, 13.568627450980392)","(21.0, 44.0, 43.65217391304348)","(2.25, 2.64, 2.6064000000000003)"
09-01-2023 17:01:50.877782,"(3.3, 4.3, 4.1875)","(4.8, 6.2, 5.869565217391305)","(14.0, 22.0, 20.90909090909091)","(10.0, 17.0, 16.0625)","(61.0, 210.0, 191.8181818181818)","(10.0, 14.0, 13.568627450980392)","(21.0, 44.0, 43.65217391304348)","(2.25, 2.64, 2.6064000000000003)"
09-01-2023 17:01:52.147301,"(3.3, 4.3, 4.229411764705882)","(4.8, 6.2, 5.869565217391305)","(14.0, 22.0, 20.90909090909091)","(10.0, 17.0, 16.166666666666668)","(61.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.557692307692308)","(21.0, 44.0, 43.65217391304348)","(2.25, 2.64, 2.6366666666666667)"
09-01-2023 17:01:53.463738,"(3.3, 4.3, 4.240425531914894)","(4.8, 6.2, 5.928571428571429)","(14.0, 22.0, 20.90909090909091)","(10.0, 17.0, 16.166666666666668)","(61.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.557692307692308)","(21.0, 44.0, 43.65217391304348)","(2.25, 2.6, 2.577777777777778)"
09-01-2023 17:01:54.856053,"(3.3, 4.3, 4.275)","(4.8, 6.2, 5.96969696969697)","(14.0, 22.0, 20.90909090909091)","(10.0, 17.0, 16.166666666666668)","(61.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.557692307692308)","(21.0, 44.0, 43.65217391304348)","(2.25, 2.58, 2.5604651162790697)"
09-01-2023 17:01:56.147849,"(3.3, 4.3, 4.275)","(4.8, 6.2, 5.96969696969697)","(14.0, 22.0, 20.74074074074074)","(10.0, 17.0, 16.125)","(61.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.639344262295083)","(21.0, 44.0, 43.65217391304348)","(2.25, 2.58, 2.548695652173913)"
09-01-2023 17:01:57.539899,"(3.3, 4.5, 4.458333333333333)","(4.8, 6.2, 5.933333333333334)","(14.0, 22.0, 23.692307692307693)","(10.0, 17.0, 16.15625)","(61.0, 210.0, 181.42857142857142)","(10.0, 14.0, 13.609375)","(21.0, 44.0, 43.75757575757576)","(2.25, 2.56, 2.5255555555555556)"
09-01-2023 17:01:58.822069,"(3.3, 4.6, 4.378947368421053)","(4.8, 6.0, 5.951351351351351)","(14.0, 24.0, 23.727272727272727)","(10.0, 16.5, 16.11764705882353)","(61.0, 210.0, 191.8181818181818)","(10.0, 14.0, 13.609375)","(21.0, 44.0, 43.75757575757576)","(2.25, 2.54, 2.522962962962963)"
09-01-2023 17:01:59.892039,"(3.3, 4.4, 4.378947368421053)","(4.8, 6.2, 5.951351351351351)","(14.0, 24.0, 24.684210526315788)","(10.0, 16.5, 16.11764705882353)","(61.0, 210.0, 191.8181818181818)","(10.0, 14.0, 13.615384615384615)","(21.0, 44.0, 43.75757575757576)","(2.25, 2.54, 2.522962962962963)"
09-01-2023 17:02:01.027569,"(3.3, 4.4, 4.378947368421053)","(4.8, 6.2, 5.96969696969697)","(14.0, 25.0, 24.875)","(10.0, 16.5, 16.11764705882353)","(61.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.692307692307692)","(21.0, 44.0, 43.75757575757576)","(2.25, 2.54, 2.52)"
09-01-2023 17:02:02.179609,"(3.3, 4.4, 4.378947368421053)","(4.8, 6.2, 5.8545454545454545)","(14.0, 25.0, 24.916666666666668)","(10.0, 16.5, 16.11764705882353)","(61.0, 210.0, 181.42857142857142)","(10.0, 14.0, 13.886363636363637)","(21.0, 44.0, 43.75757575757576)","(2.25, 2.54, 2.5342857142857143)"
09-01-2023 17:02:03.303084,"(3.4, 4.4, 4.378947368421053)","(4.8, 6.2, 5.9185185185185185)","(15.0, 25.0, 24.916666666666668)","(11.0, 16.5, 16.11764705882353)","(71.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.775862068965518)","(21.0, 44.0, 43.75757575757576)","(2.2, 2.56, 2.545)"
09-01-2023 17:02:04.360357,"(3.4, 4.4, 4.378947368421053)","(4.8, 6.0, 5.9526315789473685)","(15.0, 25.0, 24.916666666666668)","(11.0, 16.5, 16.11764705882353)","(71.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.833333333333334)","(21.0, 44.0, 43.75757575757576)","(2.2, 2.56, 2.531111111111111)"
09-01-2023 17:02:05.537088,"(3.4, 4.5, 4.414285714285715)","(4.8, 6.0, 5.805882352941176)","(15.0, 25.0, 24.857142857142858)","(11.0, 16.5, 16.055555555555557)","(71.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.833333333333334)","(21.0, 44.0, 43.483870967741936)","(2.2, 2.56, 2.5091666666666668)"
09-01-2023 17:02:06.858942,"(3.4, 4.4, 4.305691056910569)","(4.8, 6.6, 6.597945205479451)","(15.0, 25.0, 23.625)","(11.0, 16.5, 16.071428571428573)","(61.0, 210.0, 181.42857142857142)","(10.0, 14.0, 13.833333333333334)","(21.0, 44.0, 42.44444444444444)","(2.2, 2.52, 2.49)"
09-01-2023 17:02:07.993372,"(3.4, 4.3, 4.253846153846154)","(4.8, 6.6, 6.779016393442623)","(15.0, 24.0, 23.636363636363637)","(11.0, 16.5, 16.071428571428573)","(61.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.833333333333334)","(21.0, 44.0, 41.65853658536585)","(2.2, 2.54, 2.4857142857142858)"
09-01-2023 17:02:09.167141,"(3.4, 4.3, 4.2375)","(4.8, 6.8, 6.779016393442623)","(15.0, 24.0, 23.636363636363637)","(11.0, 16.5, 16.071428571428573)","(61.0, 210.0, 181.42857142857142)","(10.0, 14.0, 13.833333333333334)","(21.0, 44.0, 41.65853658536585)","(2.2, 2.52, 2.4857142857142858)"
09-01-2023 17:02:10.345386,"(3.4, 4.3, 4.2375)","(4.8, 6.8, 6.784053156146179)","(15.0, 24.0, 23.771428571428572)","(11.0, 16.5, 16.071428571428573)","(61.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.522727272727273)","(21.0, 44.0, 41.65853658536585)","(2.2, 2.52, 2.4857142857142858)"
09-01-2023 17:02:11.580334,"(3.4, 4.3, 4.2375)","(4.8, 6.8, 6.78125)","(15.0, 24.0, 23.771428571428572)","(11.0, 16.5, 16.071428571428573)","(61.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.522727272727273)","(21.0, 44.0, 41.65853658536585)","(2.2, 2.52, 2.485128205128205)"
09-01-2023 17:02:13.099626,"(3.4, 4.3, 4.252631578947368)","(4.8, 6.8, 6.647058823529411)","(15.0, 24.0, 23.684210526315788)","(11.0, 16.5, 16.026315789473685)","(61.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.5)","(21.0, 44.0, 41.65853658536585)","(2.2, 2.52, 2.4717073170731707)"
09-01-2023 17:02:14.448211,"(3.4, 4.3, 4.260606060606061)","(4.8, 7.0, 6.609523809523809)","(15.0, 24.0, 23.684210526315788)","(11.0, 16.5, 15.333333333333334)","(61.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.435897435897436)","(21.0, 44.0, 41.65853658536585)","(2.2, 2.52, 2.4717073170731707)"
09-01-2023 17:02:15.755505,"(3.4, 4.3, 4.260606060606061)","(4.8, 7.0, 6.751515151515151)","(15.0, 24.0, 23.684210526315788)","(11.0, 15.5, 15.178571428571429)","(61.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.435897435897436)","(21.0, 44.0, 41.65853658536585)","(2.2, 2.52, 2.485)"
09-01-2023 17:02:17.047124,"(3.4, 4.2, 4.109999999999999)","(4.8, 7.0, 6.749253731343283)","(15.0, 24.0, 24.6)","(11.0, 15.5, 15.178571428571429)","(61.0, 210.0, 191.8181818181818)","(10.0, 14.0, 13.488372093023255)","(21.0, 44.0, 43.03030303030303)","(2.2, 2.52, 2.485925925925926)"
09-01-2023 17:02:18.295341,"(3.4, 4.2, 4.0464)","(4.8, 7.0, 6.75625)","(15.0, 25.0, 24.727272727272727)","(11.0, 15.5, 15.326086956521738)","(61.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.476190476190476)","(21.0, 44.0, 42.10526315789474)","(2.2, 2.52, 2.4890909090909092)"
09-01-2023 17:02:19.512984,"(3.4, 4.2, 4.0464)","(4.8, 7.0, 6.772413793103448)","(15.0, 26.0, 24.833333333333332)","(11.0, 15.5, 15.326086956521738)","(61.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.476190476190476)","(21.0, 44.0, 42.15384615384615)","(2.2, 2.5, 2.4966666666666666)"
09-01-2023 17:02:20.629621,"(3.4, 4.2, 4.086567164179105)","(4.8, 7.0, 6.772413793103448)","(15.0, 25.0, 24.833333333333332)","(11.0, 15.5, 15.326086956521738)","(61.0, 210.0, 193.33333333333334)","(10.0, 14.0, 13.476190476190476)","(21.0, 44.0, 42.15384615384615)","(2.2, 2.5, 2.48625)"
09-01-2023 17:02:21.658140,"(3.4, 4.2, 4.12962962962963)","(5.0, 7.0, 6.792307692307692)","(15.0, 25.0, 24.714285714285715)","(11.0, 15.5, 15.178571428571429)","(61.0, 210.0, 181.42857142857142)","(10.0, 14.5, 13.891304347826086)","(21.0, 44.0, 43.05882352941177)","(2.2, 2.5, 2.4872727272727273)"
09-01-2023 17:02:22.848320,"(3.4, 4.2, 4.12962962962963)","(5.0, 7.0, 6.774545454545454)","(15.0, 25.0, 24.75)","(11.0, 15.5, 15.155172413793103)","(61.0, 210.0, 181.42857142857142)","(10.0, 14.5, 13.891304347826086)","(21.0, 44.0, 42.15384615384615)","(2.2, 2.52, 2.466666666666667)"
09-01-2023 17:02:23.958446,"(3.4, 4.2, 4.12962962962963)","(5.0, 6.8, 6.75)","(15.0, 25.0, 24.75)","(11.0, 15.5, 15.155172413793103)","(61.0, 210.0, 181.42857142857142)","(10.0, 14.5, 13.891304347826086)","(21.0, 44.0, 43.05882352941177)","(2.2, 2.48, 2.488)"
09-01-2023 17:02:25.113377,"(3.4, 4.2, 4.12962962962963)","(5.0, 6.8, 6.75)","(15.0, 25.0, 23.928571428571427)","(11.0, 15.5, 15.155172413793103)","(61.0, 210.0, 205.0)","(10.0, 14.5, 13.94)","(21.0, 44.0, 42.15384615384615)","(2.2, 2.5, 2.496)"
09-01-2023 17:02:26.230561,"(3.4, 4.2, 4.122)","(5.0, 6.8, 6.75)","(15.0, 25.0, 23.928571428571427)","(11.0, 15.5, 15.133333333333333)","(61.0, 210.0, 195.0)","(10.0, 14.5, 13.94)","(21.0, 44.0, 42.15384615384615)","(2.2, 2.5, 2.496)"
09-01-2023 17:02:27.405723,"(3.4, 4.2, 4.133333333333333)","(5.0, 6.8, 6.66060606060606)","(15.0, 25.0, 23.733333333333334)","(11.0, 15.5, 14.071428571428571)","(61.0, 210.0, 195.0)","(10.0, 14.5, 13.590909090909092)","(21.0, 44.0, 42.285714285714285)","(2.2, 2.5, 2.5998573975044565)"
09-01-2023 17:02:28.506965,"(3.4, 4.2, 4.097872340425532)","(5.0, 6.8, 6.66060606060606)","(15.0, 25.0, 23.733333333333334)","(11.0, 15.0, 14.071428571428571)","(61.0, 210.0, 195.0)","(10.0, 14.0, 13.590909090909092)","(21.0, 44.0, 42.285714285714285)","(2.15, 2.6, 2.5998573975044565)"
09-01-2023 17:02:29.595148,"(3.4, 4.1, 4.069696969696969)","(5.0, 6.8, 6.635714285714285)","(15.0, 25.0, 23.733333333333334)","(11.0, 14.5, 13.954545454545455)","(61.0, 210.0, 195.0)","(10.0, 14.0, 13.833333333333334)","(21.0, 44.0, 42.15384615384615)","(2.15, 2.62, 2.618299319727891)"
09-01-2023 17:02:30.652033,"(3.4, 4.1, 4.069696969696969)","(5.0, 6.8, 6.635714285714285)","(15.0, 25.0, 23.733333333333334)","(11.0, 14.5, 13.954545454545455)","(61.0, 210.0, 195.0)","(10.0, 14.0, 13.833333333333334)","(21.0, 44.0, 42.15384615384615)","(2.15, 2.62, 2.618299319727891)"
09-01-2023 17:02:31.771380,"(3.4, 4.1, 4.068292682926829)","(5.0, 6.8, 6.771428571428571)","(15.0, 24.0, 23.625)","(11.0, 15.0, 14.1)","(61.0, 210.0, 197.5)","(10.0, 14.0, 13.64516129032258)","(21.0, 44.0, 43.05882352941177)","(2.15, 2.62, 2.619578207381371)"
09-01-2023 17:02:32.902934,"(3.4, 4.1, 4.08)","(5.0, 6.8, 6.771428571428571)","(15.0, 24.0, 23.625)","(11.0, 15.0, 14.021739130434783)","(61.0, 210.0, 197.5)","(10.0, 14.0, 13.64516129032258)","(21.0, 44.0, 43.05882352941177)","(2.15, 2.62, 2.5836363636363635)"
09-01-2023 17:02:34.023051,"(3.4, 4.2, 4.021428571428571)","(5.0, 6.8, 6.771428571428571)","(15.0, 24.0, 23.625)","(11.0, 15.0, 14.857142857142858)","(61.0, 210.0, 197.5)","(10.0, 14.0, 13.696969696969697)","(21.0, 44.0, 43.05882352941177)","(2.15, 2.6, 2.572857142857143)"
09-01-2023 17:02:35.150069,"(3.4, 4.1, 4.004347826086956)","(5.0, 6.8, 6.771428571428571)","(15.0, 24.0, 23.625)","(11.0, 15.5, 14.529411764705882)","(61.0, 210.0, 188.8)","(10.0, 14.0, 13.821428571428571)","(21.0, 44.0, 40.390243902439025)","(2.15, 2.6, 2.565714285714286)"
09-01-2023 17:02:36.259760,"(3.4, 4.1, 4.052)","(5.0, 6.8, 6.771428571428571)","(15.0, 24.0, 23.625)","(11.0, 15.5, 14.529411764705882)","(61.0, 200.0, 192.72727272727272)","(10.0, 14.0, 13.821428571428571)","(21.0, 42.0, 43.74193548387097)","(2.15, 2.58, 2.5606451612903225)"
09-01-2023 17:02:37.444020,"(3.4, 4.2, 4.125806451612903)","(5.0, 6.8, 6.771428571428571)","(16.0, 24.0, 23.485714285714288)","(11.0, 15.5, 14.375)","(71.0, 200.0, 185.71428571428572)","(11.0, 14.0, 13.63888888888889)","(21.0, 44.0, 42.15384615384615)","(2.2, 2.58, 2.564166666666667)"
09-01-2023 17:02:38.594989,"(3.4, 4.2, 4.077272727272727)","(5.0, 6.8, 6.645)","(16.0, 24.0, 23.625)","(11.0, 15.5, 14.529411764705882)","(71.0, 190.0, 185.71428571428572)","(11.0, 14.0, 13.657142857142857)","(21.0, 44.0, 41.714285714285715)","(2.2, 2.58, 2.564761904761905)"
09-01-2023 17:02:39.747873,"(3.4, 4.1, 4.077272727272727)","(5.0, 6.8, 6.662222222222222)","(16.0, 24.0, 23.36842105263158)","(11.0, 15.5, 14.529411764705882)","(71.0, 190.0, 197.5)","(11.0, 14.0, 13.657142857142857)","(21.0, 44.0, 43.05882352941177)","(2.2, 2.58, 2.5808695652173914)"
09-01-2023 17:02:40.887699,"(3.4, 4.1, 4.077272727272727)","(5.0, 6.8, 6.752123552123552)","(16.0, 24.0, 23.36842105263158)","(11.0, 15.5, 14.692307692307692)","(71.0, 210.0, 190.0)","(11.0, 14.0, 13.625)","(21.0, 44.0, 42.15384615384615)","(2.2, 2.6, 2.5976470588235294)"
09-01-2023 17:02:41.973538,"(3.4, 4.1, 4.077272727272727)","(5.0, 6.8, 6.752123552123552)","(16.0, 24.0, 22.272727272727273)","(11.0, 15.5, 15.0)","(71.0, 200.0, 190.0)","(11.0, 14.0, 13.675675675675675)","(21.0, 44.0, 42.486486486486484)","(2.2, 2.6, 2.5976470588235294)"
09-01-2023 17:02:43.034547,"(3.4, 4.1, 4.077272727272727)","(5.0, 6.8, 6.752123552123552)","(16.0, 23.0, 22.272727272727273)","(11.0, 15.5, 14.675)","(71.0, 200.0, 185.71428571428572)","(11.0, 14.0, 13.675675675675675)","(21.0, 44.0, 42.15384615384615)","(2.2, 2.6, 2.5966666666666667)"
09-01-2023 17:02:44.143915,"(3.4, 4.1, 4.0852941176470585)","(5.0, 6.8, 6.752123552123552)","(16.0, 23.0, 22.076923076923077)","(11.0, 15.5, 14.75)","(71.0, 190.0, 185.71428571428572)","(11.0, 14.0, 13.675675675675675)","(21.0, 44.0, 43.5)","(2.2, 2.6, 2.605925925925926)"
09-01-2023 17:02:45.293952,"(3.4, 4.1, 4.074358974358974)","(5.0, 6.8, 6.739033457249071)","(16.0, 23.0, 22.076923076923077)","(11.0, 15.5, 14.6)","(71.0, 190.0, 205.0)","(11.0, 14.0, 13.675675675675675)","(21.0, 44.0, 43.5)","(2.2, 2.62, 2.6073469387755104)"
09-01-2023 17:02:46.463907,"(3.4, 4.1, 4.0685714285714285)","(5.0, 6.8, 6.695953757225434)","(16.0, 23.0, 22.0)","(11.0, 15.5, 14.142857142857142)","(71.0, 210.0, 197.5)","(11.0, 14.0, 13.675675675675675)","(21.0, 44.0, 41.81818181818182)","(2.2, 2.64, 2.5929032258064515)"
09-01-2023 17:02:47.585831,"(3.4, 4.2, 4.196590909090909)","(5.0, 6.8, 6.695953757225434)","(16.0, 23.0, 22.0)","(11.0, 15.0, 14.0)","(71.0, 210.0, 197.5)","(11.0, 14.0, 13.675675675675675)","(21.0, 44.0, 41.0)","(2.2, 2.62, 2.591764705882353)"
09-01-2023 17:02:48.654316,"(3.4, 4.3, 4.241605839416058)","(5.0, 6.8, 6.702958579881657)","(16.0, 23.0, 22.0)","(11.0, 15.0, 14.0)","(71.0, 210.0, 197.5)","(11.0, 14.0, 13.675675675675675)","(21.0, 44.0, 40.4)","(2.2, 2.62, 2.6052631578947367)"
