,Zulu Zephyr,Royal Carmilla,Paua Of Abby,Tarawi Lock Star,Zorros Sword
12-01-2023 18:41:53.247564,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:41:54.196736,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:41:55.184774,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:41:56.244166,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:41:57.263542,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:41:58.345018,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:41:59.319345,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:00.586657,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:01.932974,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:03.203501,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:04.218006,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:05.274110,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:06.374435,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:07.443399,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:08.513148,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:09.461346,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:10.546785,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:11.620939,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:12.614732,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:13.635980,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:14.651601,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:15.749415,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:16.753805,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:17.759557,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:18.793506,"(1.7, 1.96, 1.9545454545454546)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:19.872149,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.625)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:20.952648,"(1.7, 1.96, 1.9545454545454546)","(21.0, 42.0, 40.15384615384615)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:21.979425,"(1.7, 1.96, 1.9545454545454546)","(21.0, 42.0, 40.15384615384615)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:22.999485,"(1.7, 1.96, 1.9545454545454546)","(21.0, 42.0, 41.0)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:24.037604,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:25.087113,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:26.105411,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:27.037476,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:28.090521,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:29.042433,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:30.102759,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:31.119964,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:32.022849,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:33.071265,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:34.097538,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:35.114802,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:36.125197,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:37.104757,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:38.117917,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:39.073148,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:40.114411,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:41.291701,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.285714285714286)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.72)"
12-01-2023 18:42:42.532601,"(1.7, 1.96, 1.9545454545454546)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:43.621577,"(1.7, 1.99, 1.9474193548387095)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:44.574762,"(1.7, 2.0, 1.9825)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:45.703714,"(1.7, 1.99, 1.984)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:46.747440,"(1.7, 1.99, 1.984)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:47.776900,"(1.7, 1.99, 1.984)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:48.760213,"(1.7, 1.99, 1.984)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:49.806254,"(1.7, 1.99, 1.984)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:50.854026,"(1.7, 1.99, 1.984)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:51.872062,"(1.7, 1.99, 1.984)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:52.893391,"(1.7, 1.99, 1.984)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:53.904980,"(1.7, 1.99, 1.984)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:54.912175,"(1.7, 1.99, 1.984)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:55.937111,"(1.7, 1.99, 1.984)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.2615384615384615)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:56.908821,"(1.7, 1.99, 1.984)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.159999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:57.956220,"(1.7, 1.99, 1.9853846153846153)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.159999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:42:58.992049,"(1.7, 1.99, 1.9853846153846153)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.6, 4.236363636363636)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:42:59.922066,"(1.7, 2.0, 1.9742857142857142)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.3)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:00.937590,"(1.7, 2.02, 1.9857142857142858)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.277777777777778)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:01.948398,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.277777777777778)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:03.044226,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.277777777777778)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:04.041733,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.277777777777778)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:05.037722,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.277777777777778)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:06.036191,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.277777777777778)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:06.957888,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.277777777777778)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:07.984598,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.277777777777778)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:09.026657,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.277777777777778)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:10.050720,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.277777777777778)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:11.088843,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:12.369775,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:13.963950,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:15.043062,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:16.079375,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:17.200789,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:18.143321,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:19.076522,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:20.170571,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:21.247164,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:22.282962,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:23.111674,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:24.145262,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:25.213900,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:26.190426,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:27.139461,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:28.134397,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:29.418669,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.210344827586207)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:30.560265,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:31.700620,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:32.858901,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:34.255279,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:35.397008,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:36.676704,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:37.920952,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:38.996030,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:39.999247,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:41.062988,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:42.209342,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:43.278726,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:44.252440,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:45.366355,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:46.297972,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:47.283882,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:48.194288,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:49.020690,"(1.7, 2.0, 1.988)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:49.972738,"(1.7, 2.0, 1.9833333333333334)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.5, 4.199999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:51.048992,"(1.7, 2.0, 1.98)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.4, 4.256)","(21.0, 50.0, 41.6)","(3.4, 4.8, 4.699999999999999)"
12-01-2023 18:43:51.987244,"(1.7, 2.0, 1.997037037037037)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.4, 4.256)","(21.0, 50.0, 41.6)","(3.4, 4.8, 4.694117647058823)"
12-01-2023 18:43:52.921089,"(1.7, 2.0, 1.9925)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.4, 4.258823529411765)","(21.0, 50.0, 41.6)","(3.4, 4.8, 4.694117647058823)"
12-01-2023 18:43:53.960218,"(1.7, 2.0, 1.987142857142857)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.4, 4.258823529411765)","(21.0, 50.0, 41.6)","(3.4, 4.8, 4.694117647058823)"
12-01-2023 18:43:54.863390,"(1.7, 2.0, 1.99)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.4, 4.258823529411765)","(21.0, 50.0, 41.6)","(3.4, 4.8, 4.694117647058823)"
12-01-2023 18:43:55.800792,"(1.7, 2.0, 1.99)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.4, 4.241666666666667)","(21.0, 50.0, 41.6)","(3.4, 4.8, 4.694117647058823)"
12-01-2023 18:43:56.781072,"(1.7, 2.0, 1.99)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.4, 4.241666666666667)","(21.0, 50.0, 41.6)","(3.4, 4.8, 4.694117647058823)"
12-01-2023 18:43:57.700487,"(1.7, 2.0, 1.99)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.4, 4.241666666666667)","(21.0, 48.0, 46.22222222222222)","(3.4, 4.8, 4.63125)"
12-01-2023 18:43:58.530337,"(1.7, 2.0, 1.99)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.4, 4.241666666666667)","(21.0, 48.0, 46.22222222222222)","(3.4, 4.8, 4.63125)"
12-01-2023 18:43:59.421299,"(1.7, 2.0, 1.9659259259259259)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.4, 4.241666666666667)","(21.0, 50.0, 44.0)","(3.4, 4.8, 4.63125)"
12-01-2023 18:44:00.367599,"(1.7, 2.0, 1.9659259259259259)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.4, 4.241666666666667)","(21.0, 50.0, 44.0)","(3.4, 4.8, 4.665)"
12-01-2023 18:44:01.214015,"(1.7, 2.0, 1.9659259259259259)","(21.0, 40.0, 38.23529411764706)","(4.0, 4.4, 4.241666666666667)","(21.0, 50.0, 44.0)","(3.4, 4.8, 4.665)"
12-01-2023 18:44:01.992677,"(1.7, 2.0, 1.962909090909091)","(21.0, 40.0, 38.333333333333336)","(4.0, 4.4, 4.23448275862069)","(21.0, 50.0, 45.76470588235294)","(3.4, 4.8, 4.692)"
12-01-2023 18:44:02.845338,"(1.7, 2.0, 1.9817857142857143)","(21.0, 40.0, 38.333333333333336)","(4.0, 4.4, 4.262857142857143)","(21.0, 50.0, 37.2)","(3.4, 4.6, 4.576190476190476)"
