,Majestic Jewel,Buckles,Cmon Carl Lee,Rioterra,Right Of Reply,Kyvalley Surfrider Nz,Charlie Walker,Dicko Dixon
11-01-2023 20:56:43.263234,"(12.0, 14.5, 13.409090909090908)","(4.8, 6.0, 5.525)","(1.85, 2.54, 2.525714285714286)","(6.5, 8.2, 7.6)","(12.0, 16.5, 15.0)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 42.0, 37.666666666666664)"
11-01-2023 20:56:44.367938,"(12.0, 14.5, 13.409090909090908)","(4.8, 6.0, 5.525)","(1.85, 2.54, 2.5342857142857143)","(6.5, 8.2, 7.16)","(12.0, 16.5, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 42.0, 37.666666666666664)"
11-01-2023 20:56:45.512347,"(12.0, 14.5, 13.409090909090908)","(4.8, 6.0, 5.525)","(1.85, 2.66, 2.5342857142857143)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 42.0, 40.375)"
11-01-2023 20:56:46.600401,"(12.0, 14.5, 13.409090909090908)","(4.8, 6.0, 5.525)","(1.85, 2.66, 2.5342857142857143)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 42.0, 35.333333333333336)"
11-01-2023 20:56:47.703052,"(12.0, 14.5, 12.833333333333334)","(4.8, 6.0, 5.525)","(1.85, 2.66, 2.482222222222222)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 38.0, 35.333333333333336)"
11-01-2023 20:56:48.827537,"(12.0, 14.5, 13.166666666666666)","(4.8, 6.0, 5.525)","(1.85, 2.64, 2.55)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 38.0, 35.0)"
11-01-2023 20:56:49.972128,"(12.0, 14.5, 13.166666666666666)","(4.8, 6.0, 5.525)","(1.85, 2.64, 2.6347058823529412)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 38.0, 36.875)"
11-01-2023 20:56:51.031600,"(12.0, 14.5, 13.166666666666666)","(4.8, 6.0, 5.525)","(1.85, 2.64, 2.6347058823529412)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 38.0, 35.333333333333336)"
11-01-2023 20:56:52.139226,"(12.0, 14.5, 13.166666666666666)","(4.8, 6.0, 5.525)","(1.85, 2.64, 2.6354285714285717)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 38.0, 35.0)"
11-01-2023 20:56:53.212736,"(12.0, 14.5, 13.166666666666666)","(4.8, 6.0, 5.525)","(1.85, 2.64, 2.6354285714285717)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 38.0, 36.875)"
11-01-2023 20:56:54.276401,"(12.0, 14.5, 13.166666666666666)","(4.8, 6.0, 5.525)","(1.85, 2.64, 2.6354285714285717)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 38.0, 35.333333333333336)"
11-01-2023 20:56:55.377646,"(12.0, 14.5, 13.166666666666666)","(4.8, 6.0, 5.525)","(1.85, 2.64, 2.6354285714285717)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 38.0, 35.75)"
11-01-2023 20:56:56.458532,"(12.0, 14.5, 12.9)","(4.8, 6.0, 5.525)","(1.85, 2.64, 2.6166666666666667)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 38.0, 36.875)"
11-01-2023 20:56:57.636111,"(12.0, 14.5, 12.9)","(4.8, 6.0, 5.525)","(1.85, 2.64, 2.6166666666666667)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 19.5)","(19.0, 38.0, 35.333333333333336)"
11-01-2023 20:56:58.761829,"(12.0, 14.5, 12.9)","(4.8, 6.0, 5.525)","(1.85, 2.64, 2.6166666666666667)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 18.25)","(19.0, 38.0, 31.75)"
11-01-2023 20:56:59.788364,"(12.0, 14.5, 12.9)","(4.8, 6.0, 5.525)","(1.85, 2.64, 2.6166666666666667)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 17.625)","(19.0, 40.0, 34.5)"
11-01-2023 20:57:00.911015,"(12.0, 14.5, 12.785714285714286)","(4.8, 6.0, 5.525)","(1.85, 2.74, 2.666666666666667)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(10.0, 22.0, 18.25)","(19.0, 40.0, 34.5)"
11-01-2023 20:57:01.959852,"(12.0, 14.5, 12.9)","(4.8, 6.0, 5.525)","(1.85, 2.74, 2.666666666666667)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 18.25)","(20.0, 40.0, 35.875)"
11-01-2023 20:57:03.029124,"(12.0, 14.5, 13.772727272727273)","(4.8, 6.0, 5.525)","(1.85, 2.74, 2.666666666666667)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 18.25)","(20.0, 40.0, 35.875)"
11-01-2023 20:57:04.101136,"(12.0, 14.5, 13.772727272727273)","(4.8, 6.0, 5.53125)","(1.85, 2.74, 2.666666666666667)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 18.25)","(20.0, 40.0, 34.0)"
11-01-2023 20:57:05.122723,"(12.0, 14.5, 13.772727272727273)","(4.8, 6.0, 5.53125)","(1.85, 2.74, 2.688)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 18.25)","(20.0, 40.0, 34.0)"
11-01-2023 20:57:06.256557,"(12.0, 13.5, 13.267441860465116)","(4.8, 5.9, 5.566666666666666)","(1.85, 2.74, 2.66)","(6.5, 7.4, 7.16)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 18.25)","(20.0, 40.0, 36.4)"
11-01-2023 20:57:07.425785,"(12.0, 13.5, 13.267441860465116)","(4.8, 5.9, 5.566666666666666)","(1.85, 2.74, 2.66)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 19.0)","(20.0, 38.0, 36.4)"
11-01-2023 20:57:08.425932,"(12.0, 13.5, 13.267441860465116)","(4.8, 5.9, 5.6)","(1.85, 2.74, 2.7125000000000004)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 18.11111111111111)","(20.0, 38.0, 35.0)"
11-01-2023 20:57:09.572081,"(12.0, 13.5, 13.267441860465116)","(4.8, 5.9, 5.6)","(1.85, 2.74, 2.6733333333333333)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 38.0, 35.0)"
11-01-2023 20:57:10.592164,"(12.0, 13.5, 13.267441860465116)","(4.8, 5.9, 5.6)","(1.85, 2.74, 2.6733333333333333)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 21.25)","(20.0, 38.0, 36.8)"
11-01-2023 20:57:11.637770,"(12.0, 13.5, 13.267441860465116)","(4.8, 5.9, 5.6)","(1.85, 2.74, 2.6733333333333333)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 21.25)","(20.0, 38.0, 36.8)"
11-01-2023 20:57:12.752659,"(12.0, 13.5, 13.267441860465116)","(4.8, 5.9, 5.6)","(1.85, 2.74, 2.6733333333333333)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 38.0, 37.0)"
11-01-2023 20:57:13.802009,"(12.0, 13.5, 13.267441860465116)","(4.8, 5.9, 5.6)","(1.85, 2.7, 2.656)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 36.25)"
11-01-2023 20:57:14.842130,"(12.0, 13.5, 13.267441860465116)","(4.8, 5.9, 5.6)","(1.85, 2.7, 2.6333333333333333)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 36.25)"
11-01-2023 20:57:15.884570,"(12.0, 13.5, 13.267441860465116)","(4.8, 5.9, 5.6)","(1.85, 2.7, 2.6333333333333333)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 36.8)"
11-01-2023 20:57:16.922582,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.6)","(1.85, 2.7, 2.6333333333333333)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:17.982135,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.6)","(1.85, 2.7, 2.66)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.16666666666667)"
11-01-2023 20:57:19.098183,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.6)","(1.85, 2.7, 2.666666666666667)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.16666666666667)"
11-01-2023 20:57:20.089853,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.6)","(1.85, 2.7, 2.666666666666667)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.857142857142854)"
11-01-2023 20:57:21.072961,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.6)","(1.85, 2.7, 2.6906976744186046)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.27272727272727)"
11-01-2023 20:57:22.034994,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.6)","(1.85, 2.7, 2.6902702702702705)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.333333333333334)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.27272727272727)"
11-01-2023 20:57:23.004578,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.6)","(1.85, 2.7, 2.62)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 14.5)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 37.0)"
11-01-2023 20:57:24.037814,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.6)","(1.85, 2.7, 2.62)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 13.5)","(12.0, 99999, 99990)","(11.0, 22.0, 20.666666666666668)","(20.0, 40.0, 39.14285714285714)"
11-01-2023 20:57:25.338548,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.6)","(1.85, 2.7, 2.6822222222222223)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 15.027777777777779)","(12.0, 99999, 99990)","(11.0, 22.0, 20.666666666666668)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:26.422917,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.6)","(1.85, 2.7, 2.6822222222222223)","(6.5, 7.4, 7.300000000000001)","(12.0, 16.0, 14.9375)","(12.0, 99999, 99990)","(11.0, 22.0, 20.666666666666668)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:27.525727,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.6)","(1.85, 2.7, 2.6822222222222223)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.58695652173913)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.14285714285714)"
11-01-2023 20:57:28.645902,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.6)","(1.85, 2.68, 2.5848)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:29.711555,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.55)","(1.85, 2.68, 2.5547368421052634)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:30.709073,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.55)","(1.85, 2.66, 2.58)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:31.913501,"(12.0, 14.5, 14.277777777777779)","(4.8, 5.9, 5.55)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.14285714285714)"
11-01-2023 20:57:33.029776,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.55)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:34.042969,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.55)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.14285714285714)"
11-01-2023 20:57:35.046330,"(12.0, 14.5, 14.277777777777779)","(4.8, 5.9, 5.55)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.14285714285714)"
11-01-2023 20:57:36.037607,"(12.0, 14.5, 14.277777777777779)","(4.8, 5.9, 5.55)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:37.041145,"(12.0, 14.5, 14.277777777777779)","(4.8, 5.9, 5.55)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.14285714285714)"
11-01-2023 20:57:38.047203,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.55)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.14285714285714)"
11-01-2023 20:57:39.043502,"(12.0, 14.5, 14.189655172413794)","(4.8, 5.9, 5.55)","(1.85, 2.66, 2.5914285714285716)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:40.046674,"(12.0, 14.5, 14.277777777777779)","(4.8, 5.9, 5.55)","(1.85, 2.66, 2.5914285714285716)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.14285714285714)"
11-01-2023 20:57:41.068643,"(12.0, 14.5, 14.277777777777779)","(4.8, 5.9, 5.55)","(1.85, 2.66, 2.5914285714285716)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.14285714285714)"
11-01-2023 20:57:42.124736,"(12.0, 14.5, 14.277777777777779)","(4.8, 5.9, 5.55)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:43.169677,"(12.0, 14.5, 14.277777777777779)","(4.8, 5.9, 5.55)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.14285714285714)"
11-01-2023 20:57:44.183324,"(12.0, 14.5, 14.277777777777779)","(4.8, 5.9, 5.55)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.300000000000001)","(12.0, 15.5, 14.45)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.14285714285714)"
11-01-2023 20:57:45.296780,"(12.0, 14.5, 14.277777777777779)","(4.8, 5.6, 5.411111111111111)","(1.85, 2.66, 2.5914285714285716)","(6.5, 7.4, 7.266666666666667)","(12.0, 15.5, 14.9375)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:46.403972,"(12.0, 14.5, 14.277777777777779)","(4.8, 5.6, 5.357142857142857)","(1.85, 2.66, 2.62)","(6.5, 7.4, 7.266666666666667)","(12.0, 15.5, 14.9375)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:47.448725,"(12.0, 14.5, 13.7)","(4.8, 5.6, 5.357142857142857)","(1.85, 2.66, 2.62)","(6.5, 7.4, 7.266666666666667)","(12.0, 15.5, 14.0)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.27272727272727)"
11-01-2023 20:57:48.537200,"(12.0, 14.5, 13.772727272727273)","(4.8, 5.6, 5.357142857142857)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.266666666666667)","(12.0, 15.5, 14.0)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:49.677288,"(12.0, 14.5, 13.772727272727273)","(4.8, 5.6, 5.357142857142857)","(1.85, 2.66, 2.5914285714285716)","(6.5, 7.4, 7.266666666666667)","(12.0, 15.5, 14.0)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 37.333333333333336)"
11-01-2023 20:57:50.739489,"(12.0, 14.5, 13.772727272727273)","(4.8, 5.6, 5.357142857142857)","(1.85, 2.66, 2.5914285714285716)","(6.5, 7.4, 7.266666666666667)","(12.0, 15.5, 14.0)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.857142857142854)"
11-01-2023 20:57:51.772074,"(12.0, 14.5, 13.772727272727273)","(4.8, 5.6, 5.357142857142857)","(1.85, 2.66, 2.5914285714285716)","(6.5, 7.4, 7.266666666666667)","(12.0, 15.5, 14.6)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:52.884203,"(12.0, 14.5, 13.772727272727273)","(4.8, 5.6, 5.357142857142857)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.266666666666667)","(12.0, 17.0, 14.863636363636363)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.5)"
11-01-2023 20:57:53.894357,"(12.0, 14.5, 13.7)","(4.8, 5.6, 5.357142857142857)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.266666666666667)","(12.0, 16.5, 14.666666666666666)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.0)"
11-01-2023 20:57:54.917711,"(12.0, 14.5, 13.772727272727273)","(4.8, 5.6, 5.357142857142857)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.266666666666667)","(12.0, 16.5, 14.666666666666666)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 39.0)"
11-01-2023 20:57:56.008720,"(12.0, 14.5, 13.772727272727273)","(4.8, 5.6, 5.357142857142857)","(1.85, 2.66, 2.612)","(6.5, 7.4, 7.36)","(12.0, 16.5, 14.666666666666666)","(12.0, 99999, 99990)","(11.0, 22.0, 20.0)","(20.0, 40.0, 38.0)"
11-01-2023 20:57:57.042662,"(12.0, 14.5, 13.772727272727273)","(4.8, 5.6, 5.357142857142857)","(1.8, 2.66, 2.612)","(6.5, 7.4, 7.36)","(12.0, 16.5, 14.666666666666666)","(13.0, 99999, 99990)","(11.0, 22.0, 20.0)","(21.0, 40.0, 37.0)"
11-01-2023 20:57:58.198880,"(12.0, 14.5, 13.772727272727273)","(4.8, 5.6, 5.357142857142857)","(1.8, 2.66, 2.612)","(6.5, 7.4, 7.36)","(12.0, 16.5, 14.666666666666666)","(13.0, 99999, 99990)","(11.0, 22.0, 20.0)","(21.0, 40.0, 37.0)"
11-01-2023 20:57:59.305657,"(12.0, 14.5, 13.772727272727273)","(4.8, 5.6, 5.357142857142857)","(1.8, 2.66, 2.612)","(6.5, 7.4, 7.36)","(12.0, 16.5, 14.666666666666666)","(13.0, 99999, 99990)","(11.0, 22.0, 20.0)","(21.0, 40.0, 38.0)"
11-01-2023 20:58:00.452987,"(12.0, 14.5, 13.772727272727273)","(4.8, 5.6, 5.357142857142857)","(1.8, 2.66, 2.612)","(6.5, 7.4, 7.36)","(12.0, 16.5, 14.666666666666666)","(13.0, 99999, 99990)","(11.0, 22.0, 20.0)","(21.0, 40.0, 39.0)"
11-01-2023 20:58:01.598731,"(12.0, 14.5, 13.7)","(4.8, 5.6, 5.357142857142857)","(1.8, 2.66, 2.612)","(6.5, 7.4, 7.36)","(12.0, 16.5, 14.404761904761905)","(13.0, 99999, 99990)","(11.0, 22.0, 20.0)","(21.0, 40.0, 39.0)"
11-01-2023 20:58:02.764381,"(12.0, 14.5, 14.375)","(4.8, 5.6, 5.348)","(1.8, 2.66, 2.612)","(6.5, 7.4, 7.36)","(12.0, 16.5, 14.404761904761905)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 38.0)"
11-01-2023 20:58:03.886224,"(12.0, 16.5, 15.458333333333334)","(4.8, 5.5, 5.4)","(1.8, 2.64, 2.6092307692307695)","(6.5, 8.0, 7.75)","(12.0, 16.5, 14.404761904761905)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 39.0)"
11-01-2023 20:58:05.083424,"(12.0, 16.5, 15.75)","(4.8, 5.5, 5.372727272727273)","(1.8, 2.64, 2.586153846153846)","(6.5, 8.0, 7.3)","(12.0, 16.5, 14.404761904761905)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 39.0)"
11-01-2023 20:58:06.147789,"(12.0, 16.5, 15.75)","(4.8, 5.5, 5.372727272727273)","(1.8, 2.62, 2.588)","(6.5, 8.0, 7.3)","(12.0, 16.5, 14.404761904761905)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 39.0)"
11-01-2023 20:58:07.189205,"(12.0, 16.5, 15.75)","(4.8, 5.5, 5.372727272727273)","(1.8, 2.62, 2.5836363636363635)","(6.5, 8.0, 7.3)","(12.0, 16.5, 14.3)","(13.0, 99999, 99990)","(11.0, 22.0, 18.571428571428573)","(21.0, 40.0, 39.0)"
11-01-2023 20:58:08.339209,"(12.0, 16.5, 15.75)","(4.8, 5.5, 5.372727272727273)","(1.8, 2.62, 2.5836363636363635)","(6.5, 8.0, 7.533333333333333)","(12.0, 16.5, 13.291666666666666)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 39.0)"
11-01-2023 20:58:09.409563,"(12.0, 16.5, 15.75)","(4.8, 5.5, 5.372727272727273)","(1.8, 2.62, 2.5836363636363635)","(6.5, 8.0, 7.533333333333333)","(12.0, 16.5, 14.0)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 37.0)"
11-01-2023 20:58:10.427829,"(12.0, 22.0, 20.22222222222222)","(4.8, 5.5, 5.372727272727273)","(1.8, 2.62, 2.5836363636363635)","(6.5, 8.0, 7.533333333333333)","(12.0, 16.0, 14.0)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 37.0)"
11-01-2023 20:58:11.489468,"(12.0, 21.0, 15.8)","(4.8, 5.5, 5.372727272727273)","(1.8, 2.62, 2.5742857142857143)","(6.5, 8.0, 7.533333333333333)","(12.0, 16.0, 13.857142857142858)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 37.0)"
11-01-2023 20:58:12.569553,"(12.0, 20.0, 17.5)","(4.8, 5.5, 5.372727272727273)","(1.8, 2.62, 2.5742857142857143)","(6.5, 8.0, 7.533333333333333)","(12.0, 15.5, 14.666666666666666)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 38.5)"
11-01-2023 20:58:13.688033,"(12.0, 19.0, 17.666666666666668)","(4.8, 5.5, 5.372727272727273)","(1.8, 2.62, 2.5742857142857143)","(6.5, 8.0, 7.533333333333333)","(12.0, 15.5, 13.714285714285714)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 39.0)"
11-01-2023 20:58:14.806109,"(12.0, 18.5, 17.8)","(4.8, 5.5, 5.372727272727273)","(1.8, 2.62, 2.5742857142857143)","(6.5, 8.0, 7.533333333333333)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 39.0)"
11-01-2023 20:58:15.837125,"(12.0, 18.5, 17.8)","(4.8, 5.5, 5.372727272727273)","(1.8, 2.62, 2.5742857142857143)","(6.5, 8.0, 7.533333333333333)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 39.0)"
11-01-2023 20:58:16.922293,"(12.0, 18.5, 16.555555555555557)","(4.8, 5.5, 5.372727272727273)","(1.8, 2.62, 2.5742857142857143)","(6.5, 8.0, 7.533333333333333)","(12.0, 15.5, 14.0)","(13.0, 99999, 99990)","(11.0, 22.0, 19.0)","(21.0, 40.0, 38.666666666666664)"
