,Trappe The Gold,Preachingtothewire,Stunning Hero,Brilliantbenny,Jack Of All Trades,Enough Ice,Blaziano
537,"[datetime.datetime(2022, 11, 28, 10, 0, 18, 366480), 1.95, 2.0]","[datetime.datetime(2022, 11, 28, 10, 0, 18, 366480), 17.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 18, 366480), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 18, 366480), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 18, 366480), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 18, 366480), 3.6, 4.5]","[datetime.datetime(2022, 11, 28, 10, 0, 18, 366480), 4.4, 5.7]"
538,"[datetime.datetime(2022, 11, 28, 10, 0, 19, 478419), 1.95, 2.0]","[datetime.datetime(2022, 11, 28, 10, 0, 19, 478419), 17.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 19, 478419), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 19, 478419), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 19, 478419), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 19, 478419), 3.6, 4.5]","[datetime.datetime(2022, 11, 28, 10, 0, 19, 478419), 4.4, 5.7]"
539,"[datetime.datetime(2022, 11, 28, 10, 0, 20, 601026), 1.95, 2.0]","[datetime.datetime(2022, 11, 28, 10, 0, 20, 601026), 17.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 20, 601026), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 20, 601026), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 20, 601026), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 20, 601026), 3.6, 4.5]","[datetime.datetime(2022, 11, 28, 10, 0, 20, 601026), 4.4, 5.7]"
540,"[datetime.datetime(2022, 11, 28, 10, 0, 21, 717201), 1.95, 2.0]","[datetime.datetime(2022, 11, 28, 10, 0, 21, 717201), 17.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 21, 717201), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 21, 717201), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 21, 717201), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 21, 717201), 3.6, 4.5]","[datetime.datetime(2022, 11, 28, 10, 0, 21, 717201), 4.4, 5.7]"
541,"[datetime.datetime(2022, 11, 28, 10, 0, 22, 842863), 1.95, 2.0]","[datetime.datetime(2022, 11, 28, 10, 0, 22, 842863), 17.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 22, 842863), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 22, 842863), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 22, 842863), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 22, 842863), 3.6, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 22, 842863), 4.4, 5.7]"
542,"[datetime.datetime(2022, 11, 28, 10, 0, 23, 984559), 1.95, 1.99]","[datetime.datetime(2022, 11, 28, 10, 0, 23, 984559), 17.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 23, 984559), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 23, 984559), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 23, 984559), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 23, 984559), 3.6, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 23, 984559), 4.4, 5.7]"
543,"[datetime.datetime(2022, 11, 28, 10, 0, 25, 116563), 1.95, 1.99]","[datetime.datetime(2022, 11, 28, 10, 0, 25, 116563), 17.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 25, 116563), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 25, 116563), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 25, 116563), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 25, 116563), 3.6, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 25, 116563), 4.4, 5.7]"
544,"[datetime.datetime(2022, 11, 28, 10, 0, 26, 276098), 1.95, 1.99]","[datetime.datetime(2022, 11, 28, 10, 0, 26, 276098), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 26, 276098), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 26, 276098), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 26, 276098), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 26, 276098), 3.7, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 26, 276098), 4.4, 5.7]"
545,"[datetime.datetime(2022, 11, 28, 10, 0, 27, 414299), 1.95, 1.99]","[datetime.datetime(2022, 11, 28, 10, 0, 27, 414299), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 27, 414299), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 27, 414299), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 27, 414299), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 27, 414299), 3.7, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 27, 414299), 4.4, 5.7]"
546,"[datetime.datetime(2022, 11, 28, 10, 0, 28, 534981), 1.95, 1.99]","[datetime.datetime(2022, 11, 28, 10, 0, 28, 534981), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 28, 534981), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 28, 534981), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 28, 534981), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 28, 534981), 3.7, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 28, 534981), 4.4, 5.7]"
547,"[datetime.datetime(2022, 11, 28, 10, 0, 29, 666288), 1.85, 1.99]","[datetime.datetime(2022, 11, 28, 10, 0, 29, 666288), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 29, 666288), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 29, 666288), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 29, 666288), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 29, 666288), 3.7, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 29, 666288), 4.4, 5.7]"
548,"[datetime.datetime(2022, 11, 28, 10, 0, 30, 784286), 1.85, 1.99]","[datetime.datetime(2022, 11, 28, 10, 0, 30, 784286), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 30, 784286), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 30, 784286), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 30, 784286), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 30, 784286), 3.7, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 30, 784286), 4.4, 5.7]"
549,"[datetime.datetime(2022, 11, 28, 10, 0, 31, 908545), 1.85, 2.0]","[datetime.datetime(2022, 11, 28, 10, 0, 31, 908545), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 31, 908545), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 31, 908545), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 31, 908545), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 31, 908545), 3.7, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 31, 908545), 4.4, 5.6]"
550,"[datetime.datetime(2022, 11, 28, 10, 0, 33, 28470), 1.85, 1.99]","[datetime.datetime(2022, 11, 28, 10, 0, 33, 28470), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 33, 28470), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 33, 28470), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 33, 28470), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 33, 28470), 3.6, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 33, 28470), 4.4, 5.6]"
551,"[datetime.datetime(2022, 11, 28, 10, 0, 34, 240761), 1.85, 2.0]","[datetime.datetime(2022, 11, 28, 10, 0, 34, 240761), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 34, 240761), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 34, 240761), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 34, 240761), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 34, 240761), 3.6, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 34, 240761), 4.4, 5.7]"
552,"[datetime.datetime(2022, 11, 28, 10, 0, 35, 404095), 1.85, 2.0]","[datetime.datetime(2022, 11, 28, 10, 0, 35, 404095), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 35, 404095), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 35, 404095), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 35, 404095), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 35, 404095), 3.6, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 35, 404095), 4.4, 5.6]"
553,"[datetime.datetime(2022, 11, 28, 10, 0, 36, 532621), 1.85, 1.99]","[datetime.datetime(2022, 11, 28, 10, 0, 36, 532621), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 36, 532621), 51.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 0, 36, 532621), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 36, 532621), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 36, 532621), 3.6, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 36, 532621), 4.4, 5.7]"
554,"[datetime.datetime(2022, 11, 28, 10, 0, 37, 663059), 1.85, 1.99]","[datetime.datetime(2022, 11, 28, 10, 0, 37, 663059), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 0, 37, 663059), 51.0, 240.0]","[datetime.datetime(2022, 11, 28, 10, 0, 37, 663059), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 37, 663059), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 37, 663059), 3.6, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 37, 663059), 4.4, 5.7]"
555,"[datetime.datetime(2022, 11, 28, 10, 0, 38, 785048), 1.85, 1.99]","[datetime.datetime(2022, 11, 28, 10, 0, 38, 785048), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 0, 38, 785048), 51.0, 240.0]","[datetime.datetime(2022, 11, 28, 10, 0, 38, 785048), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 38, 785048), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 38, 785048), 3.6, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 38, 785048), 4.4, 5.8]"
556,"[datetime.datetime(2022, 11, 28, 10, 0, 39, 908683), 1.85, 2.0]","[datetime.datetime(2022, 11, 28, 10, 0, 39, 908683), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 39, 908683), 51.0, 240.0]","[datetime.datetime(2022, 11, 28, 10, 0, 39, 908683), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 39, 908683), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 39, 908683), 3.6, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 39, 908683), 4.4, 5.9]"
557,"[datetime.datetime(2022, 11, 28, 10, 0, 41, 24494), 1.85, 1.99]","[datetime.datetime(2022, 11, 28, 10, 0, 41, 24494), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 41, 24494), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 10, 0, 41, 24494), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 41, 24494), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 41, 24494), 3.6, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 41, 24494), 4.4, 6.0]"
558,"[datetime.datetime(2022, 11, 28, 10, 0, 42, 135608), 1.85, 2.0]","[datetime.datetime(2022, 11, 28, 10, 0, 42, 135608), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 42, 135608), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 10, 0, 42, 135608), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 42, 135608), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 42, 135608), 3.6, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 42, 135608), 4.4, 6.0]"
559,"[datetime.datetime(2022, 11, 28, 10, 0, 43, 321028), 1.85, 2.0]","[datetime.datetime(2022, 11, 28, 10, 0, 43, 321028), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 43, 321028), 51.0, 300.0]","[datetime.datetime(2022, 11, 28, 10, 0, 43, 321028), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 43, 321028), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 43, 321028), 3.6, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 43, 321028), 4.4, 6.2]"
560,"[datetime.datetime(2022, 11, 28, 10, 0, 44, 434919), 1.85, 1.99]","[datetime.datetime(2022, 11, 28, 10, 0, 44, 434919), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 44, 434919), 51.0, 300.0]","[datetime.datetime(2022, 11, 28, 10, 0, 44, 434919), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 10, 0, 44, 434919), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 44, 434919), 3.6, 4.6]","[datetime.datetime(2022, 11, 28, 10, 0, 44, 434919), 4.4, 6.4]"
561,"[datetime.datetime(2022, 11, 28, 10, 0, 45, 558192), 1.85, 1.97]","[datetime.datetime(2022, 11, 28, 10, 0, 45, 558192), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 45, 558192), 51.0, 290.0]","[datetime.datetime(2022, 11, 28, 10, 0, 45, 558192), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 0, 45, 558192), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 45, 558192), 3.6, 4.6]","[datetime.datetime(2022, 11, 28, 10, 0, 45, 558192), 4.4, 6.8]"
562,"[datetime.datetime(2022, 11, 28, 10, 0, 46, 670080), 1.85, 1.97]","[datetime.datetime(2022, 11, 28, 10, 0, 46, 670080), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 46, 670080), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 10, 0, 46, 670080), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 0, 46, 670080), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 0, 46, 670080), 3.6, 4.6]","[datetime.datetime(2022, 11, 28, 10, 0, 46, 670080), 4.4, 7.0]"
563,"[datetime.datetime(2022, 11, 28, 10, 0, 47, 786439), 1.85, 1.97]","[datetime.datetime(2022, 11, 28, 10, 0, 47, 786439), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 47, 786439), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 10, 0, 47, 786439), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 0, 47, 786439), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 0, 47, 786439), 3.6, 4.6]","[datetime.datetime(2022, 11, 28, 10, 0, 47, 786439), 4.4, 7.0]"
564,"[datetime.datetime(2022, 11, 28, 10, 0, 48, 899544), 1.85, 1.96]","[datetime.datetime(2022, 11, 28, 10, 0, 48, 899544), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 0, 48, 899544), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 10, 0, 48, 899544), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 0, 48, 899544), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 0, 48, 899544), 3.6, 4.6]","[datetime.datetime(2022, 11, 28, 10, 0, 48, 899544), 4.4, 7.0]"
565,"[datetime.datetime(2022, 11, 28, 10, 0, 50, 11179), 1.85, 1.96]","[datetime.datetime(2022, 11, 28, 10, 0, 50, 11179), 19.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 0, 50, 11179), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 10, 0, 50, 11179), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 0, 50, 11179), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 0, 50, 11179), 3.6, 4.6]","[datetime.datetime(2022, 11, 28, 10, 0, 50, 11179), 4.4, 7.0]"
566,"[datetime.datetime(2022, 11, 28, 10, 0, 51, 136590), 1.85, 1.95]","[datetime.datetime(2022, 11, 28, 10, 0, 51, 136590), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 0, 51, 136590), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 10, 0, 51, 136590), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 0, 51, 136590), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 0, 51, 136590), 3.6, 4.6]","[datetime.datetime(2022, 11, 28, 10, 0, 51, 136590), 4.4, 7.0]"
567,"[datetime.datetime(2022, 11, 28, 10, 0, 52, 250381), 1.85, 1.95]","[datetime.datetime(2022, 11, 28, 10, 0, 52, 250381), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 0, 52, 250381), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 10, 0, 52, 250381), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 0, 52, 250381), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 0, 52, 250381), 3.6, 4.6]","[datetime.datetime(2022, 11, 28, 10, 0, 52, 250381), 4.4, 7.0]"
568,"[datetime.datetime(2022, 11, 28, 10, 0, 53, 371512), 1.85, 1.92]","[datetime.datetime(2022, 11, 28, 10, 0, 53, 371512), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 0, 53, 371512), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 10, 0, 53, 371512), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 0, 53, 371512), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 0, 53, 371512), 3.6, 4.6]","[datetime.datetime(2022, 11, 28, 10, 0, 53, 371512), 4.4, 7.0]"
569,"[datetime.datetime(2022, 11, 28, 10, 0, 54, 481757), 1.85, 1.92]","[datetime.datetime(2022, 11, 28, 10, 0, 54, 481757), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 0, 54, 481757), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 10, 0, 54, 481757), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 0, 54, 481757), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 0, 54, 481757), 3.6, 4.6]","[datetime.datetime(2022, 11, 28, 10, 0, 54, 481757), 4.6, 7.0]"
570,"[datetime.datetime(2022, 11, 28, 10, 0, 55, 593104), 1.85, 1.92]","[datetime.datetime(2022, 11, 28, 10, 0, 55, 593104), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 0, 55, 593104), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 10, 0, 55, 593104), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 0, 55, 593104), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 0, 55, 593104), 3.6, 4.7]","[datetime.datetime(2022, 11, 28, 10, 0, 55, 593104), 4.6, 7.0]"
571,"[datetime.datetime(2022, 11, 28, 10, 0, 56, 714200), 1.85, 1.9]","[datetime.datetime(2022, 11, 28, 10, 0, 56, 714200), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 0, 56, 714200), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 10, 0, 56, 714200), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 0, 56, 714200), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 0, 56, 714200), 3.6, 5.0]","[datetime.datetime(2022, 11, 28, 10, 0, 56, 714200), 4.6, 6.4]"
572,"[datetime.datetime(2022, 11, 28, 10, 0, 57, 833243), 1.85, 1.89]","[datetime.datetime(2022, 11, 28, 10, 0, 57, 833243), 20.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 0, 57, 833243), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 10, 0, 57, 833243), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 0, 57, 833243), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 0, 57, 833243), 3.7, 5.0]","[datetime.datetime(2022, 11, 28, 10, 0, 57, 833243), 4.6, 6.2]"
573,"[datetime.datetime(2022, 11, 28, 10, 0, 58, 960975), 1.85, 1.89]","[datetime.datetime(2022, 11, 28, 10, 0, 58, 960975), 20.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 0, 58, 960975), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 10, 0, 58, 960975), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 0, 58, 960975), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 0, 58, 960975), 3.7, 5.0]","[datetime.datetime(2022, 11, 28, 10, 0, 58, 960975), 4.6, 6.6]"
574,"[datetime.datetime(2022, 11, 28, 10, 1, 0, 85365), 1.85, 1.89]","[datetime.datetime(2022, 11, 28, 10, 1, 0, 85365), 20.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 1, 0, 85365), 51.0, 260.0]","[datetime.datetime(2022, 11, 28, 10, 1, 0, 85365), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 1, 0, 85365), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 1, 0, 85365), 3.7, 5.0]","[datetime.datetime(2022, 11, 28, 10, 1, 0, 85365), 4.6, 6.6]"
575,"[datetime.datetime(2022, 11, 28, 10, 1, 1, 246569), 1.8, 1.89]","[datetime.datetime(2022, 11, 28, 10, 1, 1, 246569), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 1, 1, 246569), 51.0, 260.0]","[datetime.datetime(2022, 11, 28, 10, 1, 1, 246569), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 1, 1, 246569), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 1, 1, 246569), 3.7, 5.0]","[datetime.datetime(2022, 11, 28, 10, 1, 1, 246569), 4.6, 6.4]"
576,"[datetime.datetime(2022, 11, 28, 10, 1, 2, 362264), 1.8, 1.89]","[datetime.datetime(2022, 11, 28, 10, 1, 2, 362264), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 1, 2, 362264), 51.0, 260.0]","[datetime.datetime(2022, 11, 28, 10, 1, 2, 362264), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 1, 2, 362264), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 1, 2, 362264), 3.7, 5.0]","[datetime.datetime(2022, 11, 28, 10, 1, 2, 362264), 4.6, 6.8]"
577,"[datetime.datetime(2022, 11, 28, 10, 1, 3, 476062), 1.8, 1.88]","[datetime.datetime(2022, 11, 28, 10, 1, 3, 476062), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 1, 3, 476062), 51.0, 260.0]","[datetime.datetime(2022, 11, 28, 10, 1, 3, 476062), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 10, 1, 3, 476062), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 1, 3, 476062), 3.7, 5.0]","[datetime.datetime(2022, 11, 28, 10, 1, 3, 476062), 4.6, 6.8]"
578,"[datetime.datetime(2022, 11, 28, 10, 1, 4, 596801), 1.8, 1.89]","[datetime.datetime(2022, 11, 28, 10, 1, 4, 596801), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 1, 4, 596801), 51.0, 260.0]","[datetime.datetime(2022, 11, 28, 10, 1, 4, 596801), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 1, 4, 596801), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 1, 4, 596801), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 10, 1, 4, 596801), 4.8, 6.8]"
579,"[datetime.datetime(2022, 11, 28, 10, 1, 5, 707040), 1.8, 1.89]","[datetime.datetime(2022, 11, 28, 10, 1, 5, 707040), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 1, 5, 707040), 51.0, 260.0]","[datetime.datetime(2022, 11, 28, 10, 1, 5, 707040), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 1, 5, 707040), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 1, 5, 707040), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 10, 1, 5, 707040), 4.8, 6.8]"
580,"[datetime.datetime(2022, 11, 28, 10, 1, 6, 832165), 1.8, 1.88]","[datetime.datetime(2022, 11, 28, 10, 1, 6, 832165), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 1, 6, 832165), 51.0, 260.0]","[datetime.datetime(2022, 11, 28, 10, 1, 6, 832165), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 1, 6, 832165), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 1, 6, 832165), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 10, 1, 6, 832165), 4.8, 7.0]"
581,"[datetime.datetime(2022, 11, 28, 10, 1, 7, 941701), 1.8, 1.89]","[datetime.datetime(2022, 11, 28, 10, 1, 7, 941701), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 1, 7, 941701), 51.0, 260.0]","[datetime.datetime(2022, 11, 28, 10, 1, 7, 941701), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 1, 7, 941701), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 1, 7, 941701), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 10, 1, 7, 941701), 4.8, 7.2]"
582,"[datetime.datetime(2022, 11, 28, 10, 1, 9, 51439), 1.8, 1.88]","[datetime.datetime(2022, 11, 28, 10, 1, 9, 51439), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 1, 9, 51439), 51.0, 260.0]","[datetime.datetime(2022, 11, 28, 10, 1, 9, 51439), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 10, 1, 9, 51439), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 10, 1, 9, 51439), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 10, 1, 9, 51439), 4.8, 7.0]"
