,Water Into Wine,Midas Prince,Black Syrah,Prospectus,Sword Of War,Duke Of Bedford,Supreme Thunder,Orpheline
08-12-2022 14:50:25.147069,"(8.5, 13.0, 12.846153846153847)","(5.5, 6.0, 5.9714285714285715)","(16.0, 28.0, 26.125)","(4.6, 6.4, 6.246728971962617)","(9.0, 99999, 99990)","(21.0, 38.0, 34.95238095238095)","(2.0, 2.32, 2.3070886075949364)","(51.0, 130.0, 108.18181818181819)"
08-12-2022 14:50:26.498245,"(8.5, 13.0, 12.846153846153847)","(5.5, 6.0, 5.9714285714285715)","(16.0, 28.0, 26.125)","(4.6, 6.4, 6.246728971962617)","(9.0, 99999, 99990)","(21.0, 38.0, 34.95238095238095)","(2.0, 2.32, 2.3070886075949364)","(51.0, 130.0, 108.18181818181819)"
08-12-2022 14:50:27.780062,"(8.5, 13.0, 12.846153846153847)","(5.5, 6.0, 5.90625)","(16.0, 28.0, 26.125)","(4.6, 6.4, 6.246728971962617)","(9.0, 99999, 99990)","(21.0, 38.0, 35.2)","(2.0, 2.32, 2.3025925925925925)","(51.0, 130.0, 108.18181818181819)"
08-12-2022 14:50:29.128334,"(8.5, 13.0, 12.846153846153847)","(5.5, 6.0, 5.90625)","(16.0, 28.0, 25.64)","(4.6, 6.4, 6.246728971962617)","(9.0, 99999, 99990)","(21.0, 36.0, 34.10526315789474)","(2.0, 2.32, 2.3025925925925925)","(51.0, 130.0, 108.18181818181819)"
08-12-2022 14:50:30.461979,"(8.5, 13.0, 12.846153846153847)","(5.5, 6.0, 5.90625)","(16.0, 27.0, 25.64)","(4.6, 6.4, 6.246728971962617)","(9.0, 99999, 99990)","(21.0, 36.0, 33.9)","(2.0, 2.32, 2.3024137931034483)","(51.0, 130.0, 108.18181818181819)"
08-12-2022 14:50:31.833791,"(8.5, 13.0, 12.909090909090908)","(5.5, 6.0, 5.906896551724138)","(16.0, 27.0, 25.59259259259259)","(4.6, 6.4, 6.246728971962617)","(9.0, 99999, 99990)","(21.0, 36.0, 33.9)","(2.0, 2.32, 2.3028)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:50:33.208255,"(8.5, 13.5, 12.909090909090908)","(5.5, 6.0, 5.96)","(16.0, 27.0, 25.59259259259259)","(4.6, 6.4, 6.2563106796116505)","(9.0, 99999, 99990)","(21.0, 36.0, 33.9)","(2.0, 2.32, 2.302641509433962)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:34.555222,"(8.5, 13.5, 12.833333333333334)","(5.5, 6.0, 5.988679245283019)","(16.0, 27.0, 26.6046511627907)","(4.6, 6.4, 6.3125)","(9.0, 99999, 99990)","(21.0, 36.0, 35.294117647058826)","(2.0, 2.32, 2.2829535864978903)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:35.858466,"(8.5, 13.5, 12.833333333333334)","(5.5, 6.0, 5.988679245283019)","(16.0, 27.0, 26.6046511627907)","(4.6, 6.4, 6.371428571428572)","(9.0, 99999, 99990)","(21.0, 36.0, 35.294117647058826)","(2.0, 2.3, 2.2829535864978903)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:37.054653,"(8.5, 13.5, 12.833333333333334)","(5.5, 6.0, 5.988679245283019)","(16.0, 27.0, 26.5)","(4.6, 6.4, 6.371428571428572)","(9.0, 99999, 99990)","(21.0, 36.0, 35.294117647058826)","(2.0, 2.3, 2.2821960784313724)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:38.298946,"(8.5, 13.5, 12.833333333333334)","(5.5, 6.0, 5.970676691729324)","(16.0, 27.0, 26.5)","(4.6, 6.4, 6.371428571428572)","(9.0, 99999, 99990)","(21.0, 36.0, 35.294117647058826)","(2.0, 2.3, 2.2821960784313724)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:39.565965,"(8.5, 13.5, 12.833333333333334)","(5.5, 6.0, 5.970676691729324)","(16.0, 27.0, 26.638297872340427)","(4.6, 6.4, 6.371428571428572)","(9.0, 99999, 99990)","(21.0, 36.0, 35.294117647058826)","(2.0, 2.3, 2.2821960784313724)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:40.848309,"(8.5, 13.5, 12.833333333333334)","(5.5, 6.0, 5.983928571428572)","(16.0, 27.0, 26.638297872340427)","(4.6, 6.4, 6.371428571428572)","(9.0, 99999, 99990)","(21.0, 36.0, 35.294117647058826)","(2.0, 2.3, 2.2821960784313724)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:42.057324,"(8.5, 13.5, 13.0625)","(5.5, 6.0, 6.071428571428571)","(16.0, 27.0, 26.62264150943396)","(4.6, 6.4, 6.358490566037736)","(9.0, 99999, 99990)","(21.0, 36.0, 35.294117647058826)","(2.0, 2.3, 2.2806751054852317)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:50:43.300009,"(8.5, 13.0, 12.533333333333333)","(5.5, 6.2, 6.071428571428571)","(16.0, 27.0, 26.62264150943396)","(4.6, 6.4, 6.371428571428572)","(9.0, 99999, 99990)","(21.0, 36.0, 35.294117647058826)","(2.0, 2.3, 2.2799059561128523)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:44.462760,"(8.5, 12.5, 12.222222222222221)","(5.5, 6.2, 6.130120481927711)","(16.0, 27.0, 26.62264150943396)","(4.6, 6.4, 6.371428571428572)","(9.0, 99999, 99990)","(21.0, 36.0, 35.294117647058826)","(2.0, 2.28, 2.2798509687034274)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:45.697379,"(8.5, 12.5, 12.222222222222221)","(5.5, 6.2, 6.127536231884058)","(16.0, 27.0, 26.62264150943396)","(4.6, 6.4, 6.371428571428572)","(9.0, 99999, 99990)","(21.0, 36.0, 35.333333333333336)","(2.0, 2.28, 2.275)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:46.937801,"(8.5, 12.5, 12.075)","(5.5, 6.2, 6.1692307692307695)","(16.0, 27.0, 27.09090909090909)","(4.6, 6.4, 6.371428571428572)","(9.0, 99999, 99990)","(21.0, 36.0, 35.333333333333336)","(2.0, 2.28, 2.272085561497326)","(51.0, 130.0, 118.57142857142857)"
08-12-2022 14:50:48.264880,"(8.5, 12.5, 12.075)","(5.5, 6.2, 6.1692307692307695)","(16.0, 28.0, 27.09090909090909)","(4.6, 6.4, 6.371428571428572)","(9.0, 99999, 99990)","(21.0, 36.0, 35.333333333333336)","(2.0, 2.28, 2.2542222222222223)","(51.0, 130.0, 118.57142857142857)"
08-12-2022 14:50:49.614689,"(8.5, 12.5, 12.075)","(5.5, 6.2, 6.166666666666667)","(16.0, 28.0, 27.09090909090909)","(4.6, 6.4, 6.371428571428572)","(9.0, 99999, 99990)","(21.0, 36.0, 35.333333333333336)","(2.0, 2.26, 2.253617021276596)","(51.0, 130.0, 118.57142857142857)"
08-12-2022 14:50:50.908230,"(8.5, 12.5, 12.075)","(5.5, 6.4, 5.9141361256544505)","(16.0, 28.0, 27.09090909090909)","(4.6, 6.4, 6.435714285714286)","(9.0, 99999, 99990)","(21.0, 36.0, 35.333333333333336)","(2.0, 2.26, 2.256551724137931)","(51.0, 130.0, 118.57142857142857)"
08-12-2022 14:50:52.220183,"(8.5, 12.5, 12.173076923076923)","(5.5, 6.0, 5.9141361256544505)","(16.0, 28.0, 27.210526315789473)","(4.6, 6.6, 6.413084112149533)","(9.0, 99999, 99990)","(21.0, 36.0, 35.333333333333336)","(2.0, 2.26, 2.246808510638298)","(51.0, 130.0, 118.57142857142857)"
08-12-2022 14:50:53.542061,"(8.5, 12.5, 12.277777777777779)","(5.5, 6.0, 5.91534090909091)","(16.0, 28.0, 27.09090909090909)","(4.6, 6.6, 6.4399999999999995)","(9.0, 99999, 99990)","(21.0, 36.0, 35.333333333333336)","(2.0, 2.26, 2.246808510638298)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:54.810578,"(8.5, 12.5, 12.277777777777779)","(5.5, 6.0, 5.913775510204082)","(16.0, 28.0, 27.09090909090909)","(4.6, 6.6, 6.4399999999999995)","(9.0, 99999, 99990)","(21.0, 36.0, 35.333333333333336)","(2.0, 2.26, 2.248831168831169)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:55.985876,"(8.5, 12.5, 12.277777777777779)","(5.5, 6.0, 5.957446808510638)","(16.0, 28.0, 27.107142857142858)","(4.6, 6.6, 6.4399999999999995)","(9.0, 99999, 99990)","(21.0, 36.0, 35.333333333333336)","(2.0, 2.26, 2.248831168831169)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:57.141862,"(8.5, 12.5, 11.982758620689655)","(5.5, 6.0, 5.957446808510638)","(16.0, 28.0, 27.107142857142858)","(4.6, 6.6, 6.4399999999999995)","(9.0, 99999, 99990)","(21.0, 36.0, 35.333333333333336)","(2.0, 2.26, 2.2454237288135594)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:58.314215,"(8.5, 12.5, 12.0)","(5.5, 6.2, 6.013953488372093)","(16.0, 28.0, 27.107142857142858)","(4.6, 6.6, 6.4399999999999995)","(9.0, 99999, 99990)","(21.0, 36.0, 35.333333333333336)","(2.0, 2.26, 2.2454237288135594)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:50:59.531287,"(8.5, 12.5, 12.0)","(5.5, 6.2, 6.013953488372093)","(16.0, 28.0, 27.107142857142858)","(4.6, 6.6, 6.460550458715596)","(9.0, 99999, 99990)","(21.0, 36.0, 35.333333333333336)","(2.0, 2.26, 2.2641263157894733)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:51:01.134980,"(8.5, 12.5, 12.0)","(5.5, 6.2, 6.0600000000000005)","(16.0, 28.0, 27.107142857142858)","(4.6, 6.6, 6.460550458715596)","(9.0, 99999, 99990)","(21.0, 36.0, 35.333333333333336)","(2.0, 2.3, 2.2642516268980475)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:51:02.637322,"(8.5, 12.5, 12.0)","(5.5, 6.2, 6.035294117647059)","(16.0, 28.0, 26.5)","(4.6, 6.6, 6.391780821917808)","(9.0, 99999, 99990)","(21.0, 36.0, 33.0)","(2.0, 2.3, 2.267179487179487)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:51:04.070598,"(8.5, 12.5, 12.0)","(5.5, 6.2, 6.151724137931034)","(16.0, 27.0, 25.571428571428573)","(4.6, 6.6, 6.352173913043479)","(9.0, 99999, 99990)","(21.0, 36.0, 33.0)","(2.0, 2.3, 2.314350161117078)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:51:05.438329,"(8.5, 12.5, 12.0)","(5.5, 6.2, 5.950561797752809)","(16.0, 25.0, 25.142857142857142)","(4.6, 6.4, 6.346666666666667)","(9.0, 99999, 99990)","(21.0, 36.0, 33.0)","(2.0, 2.32, 2.3245)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:51:06.709364,"(8.5, 12.5, 12.0)","(5.5, 5.9, 5.855714285714286)","(16.0, 26.0, 24.714285714285715)","(4.6, 6.6, 6.308333333333334)","(9.0, 99999, 99990)","(21.0, 36.0, 33.0)","(2.0, 2.34, 2.3321608040201003)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:51:07.902368,"(8.5, 12.5, 12.0)","(5.5, 5.9, 5.855714285714286)","(16.0, 26.0, 24.714285714285715)","(4.6, 6.4, 6.308333333333334)","(9.0, 99999, 99990)","(21.0, 36.0, 32.5)","(2.0, 2.34, 2.3321608040201003)","(51.0, 130.0, 116.66666666666667)"
08-12-2022 14:51:09.131877,"(8.5, 12.5, 12.0)","(5.5, 5.9, 5.836734693877551)","(16.0, 26.0, 24.58823529411765)","(4.6, 6.4, 6.308333333333334)","(9.0, 99999, 99990)","(21.0, 36.0, 33.0)","(2.0, 2.34, 2.3321608040201003)","(51.0, 130.0, 115.88235294117646)"
08-12-2022 14:51:10.400271,"(8.5, 12.5, 12.0)","(5.5, 5.9, 5.834615384615384)","(16.0, 26.0, 24.58823529411765)","(4.6, 6.4, 6.308333333333334)","(9.0, 99999, 99990)","(21.0, 36.0, 33.0)","(2.0, 2.34, 2.3333898305084744)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:11.646430,"(8.5, 12.5, 12.0)","(5.5, 5.9, 5.847368421052631)","(16.0, 26.0, 24.58823529411765)","(4.6, 6.4, 6.308333333333334)","(9.0, 99999, 99990)","(21.0, 36.0, 33.0)","(2.0, 2.34, 2.3331666666666666)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:12.934994,"(8.5, 13.0, 12.956953642384105)","(5.5, 5.8, 5.8125)","(16.0, 26.0, 24.666666666666668)","(4.8, 6.4, 6.308333333333334)","(9.0, 99999, 99990)","(21.0, 36.0, 32.5)","(2.0, 2.34, 2.3320408163265305)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:14.234009,"(8.5, 13.5, 13.328402366863905)","(5.5, 5.9, 5.85625)","(16.0, 26.0, 24.666666666666668)","(4.8, 6.4, 6.309278350515465)","(9.0, 99999, 99990)","(21.0, 36.0, 32.5)","(2.0, 2.34, 2.3543272727272724)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:15.582551,"(8.5, 13.5, 13.309248554913294)","(5.5, 6.0, 5.853465346534653)","(16.0, 26.0, 24.666666666666668)","(4.8, 6.4, 6.309278350515465)","(9.0, 99999, 99990)","(21.0, 36.0, 34.25)","(2.0, 2.36, 2.3506148867313916)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:16.937853,"(8.5, 13.5, 13.45890410958904)","(5.5, 6.0, 5.9369565217391305)","(16.0, 26.0, 24.666666666666668)","(4.8, 6.4, 6.309278350515465)","(9.0, 99999, 99990)","(21.0, 36.0, 33.9)","(2.0, 2.38, 2.3506148867313916)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:18.222218,"(8.5, 13.0, 12.96875)","(5.5, 6.0, 5.9369565217391305)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.4, 6.283018867924529)","(9.0, 99999, 99990)","(21.0, 36.0, 33.9)","(2.0, 2.38, 2.360531732418525)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:19.512629,"(8.5, 13.0, 12.727272727272727)","(5.5, 5.9, 5.835593220338984)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.4, 6.283018867924529)","(9.0, 99999, 99990)","(21.0, 36.0, 33.9)","(2.0, 2.38, 2.3618690095846646)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:20.796565,"(8.5, 13.0, 12.72)","(5.5, 5.7, 5.660975609756098)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.4, 6.283018867924529)","(9.0, 99999, 99990)","(21.0, 36.0, 34.25)","(2.0, 2.38, 2.3610041841004183)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:22.061583,"(8.5, 13.0, 12.708333333333334)","(5.5, 5.8, 5.720833333333333)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.4, 6.283018867924529)","(9.0, 99999, 99990)","(21.0, 36.0, 34.25)","(2.0, 2.38, 2.3620269200316706)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:23.593401,"(8.5, 13.0, 12.6)","(5.5, 5.8, 5.660465116279069)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.4, 6.283018867924529)","(9.0, 99999, 99990)","(21.0, 36.0, 34.25)","(2.0, 2.38, 2.4029906542056074)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:25.133555,"(8.5, 12.5, 12.323529411764707)","(5.5, 5.7, 5.633333333333333)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.4, 6.283018867924529)","(9.0, 99999, 99990)","(21.0, 36.0, 34.25)","(2.0, 2.42, 2.427810650887574)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:26.616529,"(8.5, 12.5, 12.305555555555555)","(5.5, 5.7, 5.642424242424243)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.4, 6.179710144927537)","(9.0, 99999, 99990)","(21.0, 36.0, 34.25)","(2.0, 2.44, 2.433584905660377)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:28.044040,"(8.5, 12.5, 12.208333333333334)","(5.5, 5.7, 5.642424242424243)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.2, 6.179710144927537)","(9.0, 99999, 99990)","(21.0, 36.0, 34.25)","(2.0, 2.46, 2.450252100840336)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:29.361374,"(8.5, 12.0, 11.925)","(5.5, 5.7, 5.642424242424243)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.2, 6.179710144927537)","(9.0, 99999, 99990)","(21.0, 36.0, 33.578947368421055)","(2.0, 2.46, 2.4537142857142857)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:30.685973,"(8.5, 12.0, 11.911764705882353)","(5.5, 5.7, 5.640909090909091)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.2, 6.179710144927537)","(9.0, 99999, 99990)","(21.0, 34.0, 33.578947368421055)","(2.0, 2.46, 2.4676923076923076)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:32.004296,"(8.5, 12.0, 11.911764705882353)","(5.5, 5.7, 5.6524590163934425)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.2, 6.179710144927537)","(9.0, 99999, 99990)","(21.0, 34.0, 33.4)","(2.0, 2.48, 2.473370165745856)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:33.355705,"(8.5, 12.0, 11.875)","(5.5, 5.7, 5.6309523809523805)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.2, 6.179710144927537)","(9.0, 99999, 99990)","(21.0, 34.0, 33.4)","(2.0, 2.48, 2.4816501650165015)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:34.663824,"(9.0, 12.0, 11.875)","(5.5, 5.7, 5.6546875000000005)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.2, 6.179710144927537)","(9.0, 99999, 99990)","(21.0, 34.0, 33.714285714285715)","(2.0, 2.5, 2.49984)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:35.951174,"(9.0, 12.0, 11.875)","(5.5, 5.7, 5.6546875000000005)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.2, 6.179710144927537)","(9.0, 99999, 99990)","(21.0, 34.0, 31.81818181818182)","(2.0, 2.5, 2.49984)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:37.191269,"(9.0, 12.0, 11.785714285714286)","(5.5, 5.6, 5.5946808510638295)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.2, 6.126315789473685)","(9.0, 99999, 99990)","(21.0, 32.0, 31.81818181818182)","(2.0, 2.5, 2.4942528735632186)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:38.420950,"(9.0, 12.0, 11.785714285714286)","(5.5, 5.6, 5.5946808510638295)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.2, 6.126315789473685)","(9.0, 99999, 99990)","(21.0, 32.0, 31.81818181818182)","(2.0, 2.5, 2.4942528735632186)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:39.625148,"(9.0, 12.0, 11.785714285714286)","(5.5, 5.6, 5.594444444444444)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.2, 6.126315789473685)","(9.0, 99999, 99990)","(21.0, 32.0, 31.81818181818182)","(2.0, 2.5, 2.4942528735632186)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:40.843804,"(9.0, 12.0, 11.517241379310345)","(5.5, 5.7, 5.673469387755103)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.2, 6.126315789473685)","(9.0, 99999, 99990)","(21.0, 32.0, 31.81818181818182)","(2.0, 2.5, 2.482006920415225)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:42.121080,"(9.0, 12.0, 11.3)","(5.5, 5.7, 5.697142857142857)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.2, 6.108333333333333)","(9.0, 99999, 99990)","(21.0, 32.0, 31.81818181818182)","(2.0, 2.5, 2.4811194029850747)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:43.375003,"(9.0, 11.5, 11.35)","(5.5, 5.8, 5.697142857142857)","(16.0, 26.0, 24.689655172413794)","(4.8, 6.2, 6.13)","(9.0, 99999, 99990)","(21.0, 32.0, 31.81818181818182)","(2.0, 2.5, 2.4811194029850747)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:44.678482,"(9.0, 11.5, 11.369565217391305)","(5.5, 5.7, 5.675)","(16.0, 26.0, 25.208333333333332)","(4.8, 6.2, 6.13)","(9.0, 99999, 99990)","(21.0, 32.0, 31.81818181818182)","(2.0, 2.5, 2.4769924812030073)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:45.979758,"(9.0, 11.5, 11.369565217391305)","(5.5, 5.7, 5.66875)","(16.0, 26.0, 25.208333333333332)","(4.8, 6.2, 6.120930232558139)","(9.0, 99999, 99990)","(21.0, 32.0, 31.81818181818182)","(2.0, 2.48, 2.45804143126177)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:47.266020,"(9.0, 11.5, 11.227272727272727)","(5.5, 5.7, 5.66875)","(16.0, 26.0, 25.208333333333332)","(4.8, 6.4, 6.113043478260869)","(9.0, 99999, 99990)","(21.0, 32.0, 31.81818181818182)","(2.0, 2.46, 2.4760828625235405)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:48.526505,"(9.0, 11.5, 11.026315789473685)","(5.5, 5.7, 5.66875)","(16.0, 26.0, 25.208333333333332)","(4.8, 6.4, 6.113043478260869)","(9.0, 99999, 99990)","(21.0, 32.0, 31.81818181818182)","(2.0, 2.48, 2.481951219512195)","(51.0, 130.0, 116.66666666666667)"
08-12-2022 14:51:49.770987,"(9.0, 11.5, 11.026315789473685)","(5.5, 5.4, 5.304347826086957)","(16.0, 26.0, 25.208333333333332)","(4.8, 6.4, 6.113043478260869)","(9.0, 99999, 99990)","(21.0, 32.0, 31.875)","(2.0, 2.5, 2.5202150537634407)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:51.102615,"(9.0, 11.5, 11.026315789473685)","(5.5, 5.4, 5.36)","(16.0, 26.0, 25.208333333333332)","(4.8, 6.4, 6.113043478260869)","(9.0, 99999, 99990)","(21.0, 32.0, 31.875)","(2.0, 2.54, 2.52989010989011)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:52.379856,"(9.0, 11.5, 10.916666666666666)","(5.5, 5.4, 5.257142857142857)","(16.0, 26.0, 25.208333333333332)","(4.8, 6.4, 6.113043478260869)","(9.0, 99999, 99990)","(21.0, 32.0, 31.875)","(2.0, 2.54, 2.539240506329114)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:53.665676,"(9.0, 11.5, 10.916666666666666)","(5.5, 5.3, 5.272093023255814)","(16.0, 26.0, 25.208333333333332)","(4.8, 6.4, 6.113043478260869)","(9.0, 99999, 99990)","(21.0, 32.0, 31.875)","(2.0, 2.54, 2.539240506329114)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:54.953988,"(9.0, 11.5, 10.916666666666666)","(5.5, 5.3, 5.2555555555555555)","(16.0, 26.0, 25.208333333333332)","(4.8, 6.4, 6.123809523809524)","(9.0, 99999, 99990)","(21.0, 32.0, 31.875)","(2.0, 2.54, 2.5592592592592593)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:56.274578,"(9.0, 11.5, 10.833333333333334)","(5.5, 5.3, 5.271428571428571)","(16.0, 26.0, 25.208333333333332)","(4.8, 6.2, 6.123809523809524)","(9.0, 99999, 99990)","(21.0, 32.0, 31.875)","(2.0, 2.58, 2.5739622641509436)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:57.530424,"(9.0, 11.5, 10.916666666666666)","(5.5, 5.3, 5.283333333333333)","(16.0, 26.0, 25.208333333333332)","(4.8, 6.2, 6.104)","(9.0, 99999, 99990)","(21.0, 32.0, 31.875)","(2.0, 2.6, 2.581764705882353)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:58.794701,"(9.0, 11.5, 10.916666666666666)","(5.5, 5.3, 5.236538461538462)","(16.0, 26.0, 25.0)","(4.8, 6.2, 6.1)","(9.0, 99999, 99990)","(21.0, 32.0, 31.875)","(2.0, 2.6, 2.617)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:51:59.982062,"(9.0, 11.5, 10.916666666666666)","(5.5, 5.2, 5.182905982905983)","(16.0, 25.0, 24.428571428571427)","(4.8, 6.2, 6.1)","(9.0, 99999, 99990)","(21.0, 32.0, 31.875)","(2.0, 2.62, 2.6291428571428574)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:52:01.323133,"(9.0, 11.5, 10.833333333333334)","(5.5, 5.0, 4.986111111111111)","(16.0, 25.0, 24.142857142857142)","(4.8, 6.2, 6.1)","(9.0, 99999, 99990)","(21.0, 32.0, 35.7)","(2.0, 2.66, 2.6168)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:52:02.713510,"(9.0, 11.5, 10.916666666666666)","(5.5, 5.0, 5.074999999999999)","(16.0, 25.0, 24.142857142857142)","(4.8, 6.2, 6.078048780487805)","(9.0, 99999, 99990)","(21.0, 36.0, 35.18181818181818)","(2.0, 2.66, 2.5842553191489364)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:52:04.146474,"(9.0, 11.5, 10.916666666666666)","(5.5, 5.1, 5.0874999999999995)","(16.0, 25.0, 24.142857142857142)","(4.8, 6.4, 6.078048780487805)","(9.0, 99999, 99990)","(21.0, 36.0, 35.14285714285714)","(2.0, 2.62, 2.5842553191489364)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:52:05.463123,"(9.0, 11.5, 10.916666666666666)","(5.5, 5.1, 5.125)","(16.0, 25.0, 24.142857142857142)","(4.8, 6.4, 6.078048780487805)","(9.0, 99999, 99990)","(21.0, 36.0, 34.15384615384615)","(2.0, 2.62, 2.5636363636363635)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:52:06.707797,"(9.0, 11.5, 10.916666666666666)","(5.5, 5.2, 5.125)","(16.0, 25.0, 24.142857142857142)","(4.8, 6.4, 6.078048780487805)","(9.0, 99999, 99990)","(21.0, 36.0, 34.15384615384615)","(2.0, 2.58, 2.5694117647058823)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:52:07.971899,"(9.0, 11.5, 10.916666666666666)","(5.5, 5.2, 5.149090909090909)","(16.0, 25.0, 23.96)","(4.8, 6.4, 6.133333333333334)","(9.0, 99999, 99990)","(21.0, 36.0, 33.714285714285715)","(2.0, 2.58, 2.592156862745098)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:52:09.177052,"(9.0, 11.5, 10.916666666666666)","(5.5, 5.2, 5.098181818181819)","(16.0, 25.0, 23.96)","(4.8, 6.2, 6.1)","(9.0, 99999, 99990)","(21.0, 36.0, 33.714285714285715)","(2.0, 2.6, 2.592156862745098)","(51.0, 130.0, 111.53846153846153)"
08-12-2022 14:52:10.352394,"(9.0, 11.5, 10.833333333333334)","(5.5, 5.2, 5.098181818181819)","(16.0, 25.0, 23.96)","(4.8, 6.2, 6.1)","(9.0, 99999, 99990)","(21.0, 36.0, 33.714285714285715)","(2.0, 2.6, 2.5956521739130434)","(51.0, 130.0, 111.53846153846153)"
