,Frame Drive,Soulwriter,Lazy Blaze,Wonderwoman Jujon,Toro Delago Nz,Calvert Hot Shot,Im A Classy Girl,Borsellino,Rocknholme
07-12-2022 19:15:49.128417,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.3125)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:15:50.555875,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.3125)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:15:51.983163,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.3125)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:15:53.372718,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.3125)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:15:54.869272,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.3125)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:15:56.407400,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.3125)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:15:57.931054,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.3125)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:15:59.569555,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.3125)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:01.075350,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.3125)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:02.632803,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.3125)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:04.122184,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.3125)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:05.591227,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.3125)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:07.074814,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:08.524196,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:09.946022,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:11.310125,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:12.670385,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:13.959734,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:15.235896,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:16.805855,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:18.033388,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:19.412138,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:20.618016,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:21.845141,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:23.225081,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.0)","(61.0, 190.0, 100.0)","(3.1, 4.4, 4.19)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:24.539620,"(4.4, 7.4, 6.2)","(16.0, 26.0, 23.6)","(61.0, 190.0, 100.0)","(3.1, 4.4, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:25.808370,"(4.4, 7.4, 6.2)","(16.0, 26.0, 23.6)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:27.071940,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:28.301801,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:29.608767,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:30.965677,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:32.364678,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 11.0)"
07-12-2022 19:16:33.659201,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 12.346153846153847)"
07-12-2022 19:16:34.982321,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 12.346153846153847)"
07-12-2022 19:16:36.232373,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:37.600339,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:38.864850,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:40.210039,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:41.609020,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 7.8)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:42.907130,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 8.257142857142856)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:44.470057,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 8.6, 8.257142857142856)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:45.898778,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:47.210508,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:48.519592,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:49.895457,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:51.384315,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:53.153919,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:54.940247,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:56.457989,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:57.920809,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:16:59.280509,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:00.590729,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:02.076255,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:03.522097,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:04.877866,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:06.212195,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:07.583233,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:08.898310,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:10.195576,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:11.466788,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:12.839355,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:14.194815,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:15.567723,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:16.933779,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 100.0)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.199999999999999)","(6.0, 9.0, 8.428571428571429)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:18.137026,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.8, 5.65)","(6.0, 9.0, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:19.529872,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:20.989710,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:22.402088,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:23.923846,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:25.416112,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 3.892857142857143)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:26.787923,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:28.191036,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:29.467767,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:30.857987,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:32.097880,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:33.476171,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:34.770167,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:36.112984,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:17:37.424829,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
