,Frame Drive,Soulwriter,Lazy Blaze,Wonderwoman Jujon,Toro Delago Nz,Calvert Hot Shot,Im A Classy Girl,Borsellino,Rocknholme
07-12-2022 19:23:16.807384,"(4.4, 7.0, 6.1)","(16.0, 21.0, 20.25)","(61.0, 110.0, 97.2)","(3.2, 4.4, 3.975)","(9.0, 99999, 99990)","(21.0, 30.0, 27.0)","(4.0, 5.1, 4.85)","(6.0, 7.2, 6.7)","(10.0, 15.5, 13.75)"
07-12-2022 19:23:18.099065,"(4.4, 7.0, 6.1)","(16.0, 21.0, 20.25)","(61.0, 110.0, 97.2)","(3.2, 4.4, 3.975)","(9.0, 99999, 99990)","(21.0, 30.0, 27.0)","(4.0, 5.1, 4.85)","(6.0, 7.2, 6.7)","(10.0, 15.5, 14.0)"
07-12-2022 19:23:19.456379,"(4.4, 7.0, 5.733333333333333)","(16.0, 21.0, 20.375)","(61.0, 110.0, 97.2)","(3.2, 4.4, 4.2875000000000005)","(9.0, 99999, 99990)","(21.0, 30.0, 27.0)","(4.0, 5.1, 4.85)","(6.0, 7.2, 6.4)","(10.0, 16.0, 14.0)"
07-12-2022 19:23:20.642159,"(4.4, 6.8, 5.733333333333333)","(16.0, 21.0, 20.375)","(61.0, 110.0, 97.2)","(3.2, 4.4, 4.2875000000000005)","(9.0, 99999, 99990)","(21.0, 30.0, 27.375)","(4.0, 5.1, 4.85)","(6.0, 7.2, 5.411111111111111)","(10.0, 16.0, 14.666666666666666)"
07-12-2022 19:23:21.804358,"(4.4, 6.8, 6.266666666666667)","(16.0, 21.0, 20.5)","(61.0, 110.0, 97.2)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 28.384615384615383)","(4.0, 5.1, 4.85)","(6.0, 5.5, 6.533333333333333)","(10.0, 16.0, 13.75)"
07-12-2022 19:23:22.907242,"(4.4, 6.8, 6.4)","(16.0, 21.0, 20.5)","(61.0, 110.0, 97.2)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 28.384615384615383)","(4.0, 5.1, 4.85)","(6.0, 6.8, 6.533333333333333)","(10.0, 15.5, 12.38888888888889)"
07-12-2022 19:23:24.129159,"(4.4, 6.8, 6.4)","(16.0, 21.0, 20.5)","(61.0, 110.0, 97.2)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 27.375)","(4.0, 5.1, 4.85)","(6.0, 6.8, 6.783333333333333)","(10.0, 15.5, 12.38888888888889)"
07-12-2022 19:23:25.343298,"(4.4, 7.0, 6.85)","(16.0, 21.0, 20.375)","(61.0, 110.0, 97.2)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 27.0)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.783333333333333)","(10.0, 15.5, 12.38888888888889)"
07-12-2022 19:23:26.448461,"(4.4, 7.0, 6.742857142857143)","(16.0, 21.0, 20.375)","(61.0, 110.0, 97.2)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 27.0)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.533333333333333)","(10.0, 15.5, 12.38888888888889)"
07-12-2022 19:23:27.585191,"(4.4, 7.0, 6.1)","(16.0, 21.0, 20.375)","(61.0, 110.0, 97.2)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 27.0)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.533333333333333)","(10.0, 15.5, 12.38888888888889)"
07-12-2022 19:23:28.730745,"(4.4, 7.0, 6.1)","(16.0, 21.0, 20.375)","(61.0, 110.0, 97.2)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 27.0)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.844444444444444)","(10.0, 15.5, 14.0)"
07-12-2022 19:23:29.944626,"(4.4, 6.8, 5.733333333333333)","(16.0, 21.0, 20.1)","(61.0, 110.0, 100.0)","(3.2, 4.4, 3.975)","(9.0, 99999, 99990)","(21.0, 30.0, 28.384615384615383)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.675)","(10.0, 16.0, 14.0)"
07-12-2022 19:23:31.069984,"(4.4, 6.8, 5.733333333333333)","(16.0, 21.0, 20.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.29375)","(9.0, 99999, 99990)","(21.0, 30.0, 28.384615384615383)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.855555555555556)","(10.0, 16.0, 12.571428571428571)"
07-12-2022 19:23:32.198927,"(4.4, 6.8, 6.4)","(16.0, 21.0, 20.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.29375)","(9.0, 99999, 99990)","(21.0, 30.0, 28.384615384615383)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.855555555555556)","(10.0, 16.0, 13.75)"
07-12-2022 19:23:33.539768,"(4.4, 6.8, 6.742857142857143)","(16.0, 21.0, 20.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 25.8)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.855555555555556)","(10.0, 15.5, 12.38888888888889)"
07-12-2022 19:23:34.774491,"(4.4, 7.0, 6.742857142857143)","(16.0, 21.0, 20.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 23.25)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.675)","(10.0, 15.5, 12.38888888888889)"
07-12-2022 19:23:36.041372,"(4.4, 7.0, 6.1)","(16.0, 21.0, 24.25)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.2785714285714285)","(9.0, 99999, 99990)","(21.0, 30.0, 26.666666666666668)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.675)","(10.0, 15.5, 12.38888888888889)"
07-12-2022 19:23:37.364425,"(4.4, 7.0, 6.1)","(16.0, 27.0, 22.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.2785714285714285)","(9.0, 99999, 99990)","(21.0, 30.0, 26.666666666666668)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.675)","(10.0, 15.5, 12.38888888888889)"
07-12-2022 19:23:38.750271,"(4.4, 7.0, 6.1)","(16.0, 26.0, 21.5)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.2785714285714285)","(9.0, 99999, 99990)","(21.0, 30.0, 26.666666666666668)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.675)","(10.0, 15.5, 14.0)"
07-12-2022 19:23:40.201298,"(4.4, 7.0, 6.4)","(16.0, 26.0, 23.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 27.692307692307693)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 14.0)"
07-12-2022 19:23:41.553939,"(4.4, 7.0, 6.4)","(16.0, 25.0, 23.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 27.692307692307693)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 14.0)"
07-12-2022 19:23:42.800925,"(4.4, 7.0, 6.4)","(16.0, 25.0, 23.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 27.692307692307693)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 14.0)"
07-12-2022 19:23:44.078227,"(4.4, 7.0, 6.4)","(16.0, 25.0, 23.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 27.692307692307693)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.363636363636363)"
07-12-2022 19:23:45.428052,"(4.4, 7.0, 6.4)","(16.0, 25.0, 22.5)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 27.692307692307693)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:23:46.806994,"(4.4, 7.0, 6.4)","(16.0, 25.0, 22.5)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 27.692307692307693)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:23:48.109926,"(4.4, 7.0, 6.4)","(16.0, 25.0, 22.5)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 27.692307692307693)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:23:49.363862,"(4.4, 6.8, 5.6)","(16.0, 25.0, 23.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 27.692307692307693)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:23:50.587392,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 30.0, 26.666666666666664)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:23:51.750706,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.333333333333332)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:23:52.839580,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.333333333333332)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:23:53.964899,"(4.4, 7.0, 6.1)","(16.0, 25.0, 23.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.333333333333332)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:23:55.075047,"(4.4, 7.0, 6.1)","(16.0, 25.0, 23.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.333333333333332)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:23:56.194709,"(4.4, 7.0, 6.742857142857143)","(16.0, 25.0, 23.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.333333333333332)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:23:57.619361,"(4.4, 7.0, 6.742857142857143)","(16.0, 25.0, 23.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.333333333333332)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:23:58.835062,"(4.4, 7.0, 6.742857142857143)","(16.0, 25.0, 22.5)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.333333333333332)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:00.090125,"(4.4, 7.0, 6.1)","(16.0, 25.0, 22.5)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.333333333333332)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:01.427168,"(4.4, 7.0, 6.1)","(16.0, 25.0, 22.5)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.333333333333332)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:02.805382,"(4.4, 7.0, 6.1)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.333333333333332)","(4.0, 5.1, 4.85)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:04.156986,"(4.4, 7.0, 6.1)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.333333333333332)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:05.476616,"(4.4, 7.0, 6.1)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.333333333333332)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:06.769208,"(4.4, 7.0, 6.1)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.333333333333332)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.783333333333333)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:07.881062,"(4.4, 7.0, 6.1)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.333333333333332)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.783333333333333)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:08.989291,"(4.4, 7.0, 6.1)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 28.0, 23.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.783333333333333)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:10.112766,"(4.4, 7.0, 6.1)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 25.0, 23.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.783333333333333)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:11.161288,"(4.4, 7.0, 6.1)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 25.0, 23.666666666666668)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.783333333333333)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:12.296601,"(4.4, 7.0, 6.1)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.0)","(9.0, 99999, 99990)","(21.0, 29.0, 22.75)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:13.375348,"(4.4, 7.0, 6.1)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.2857142857142865)","(9.0, 99999, 99990)","(21.0, 28.0, 22.75)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:14.519868,"(4.4, 7.0, 6.1)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.2857142857142865)","(9.0, 99999, 99990)","(21.0, 28.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:15.699304,"(4.4, 7.0, 6.1)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.2857142857142865)","(9.0, 99999, 99990)","(21.0, 30.0, 23.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:17.093232,"(4.4, 7.0, 6.1)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 29.0, 23.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:18.298750,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 29.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:19.486016,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:20.762948,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:21.922447,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:23.163216,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:24.502847,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:25.955196,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:27.362019,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:28.724733,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:29.911275,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:31.064402,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:32.409132,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:33.789065,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:34.934645,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:36.189810,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:37.550982,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:38.923583,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:40.212783,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:41.609311,"(4.4, 6.8, 5.6)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:43.167478,"(4.4, 6.8, 5.323076923076923)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:44.507382,"(4.4, 6.4, 5.800000000000001)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.30625)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:45.890249,"(4.4, 6.4, 6.300000000000001)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.30625)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:47.302652,"(4.4, 6.4, 6.300000000000001)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:48.596309,"(4.4, 6.4, 6.0)","(16.0, 25.0, 21.0)","(61.0, 110.0, 107.1875)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:49.973592,"(4.4, 6.8, 6.0)","(16.0, 25.0, 21.0)","(61.0, 110.0, 107.1875)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:51.154806,"(4.4, 6.8, 6.55)","(16.0, 25.0, 21.0)","(61.0, 110.0, 107.1875)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:52.331743,"(4.4, 6.8, 6.585714285714285)","(16.0, 25.0, 21.0)","(61.0, 110.0, 107.1875)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:53.521813,"(4.4, 6.8, 6.585714285714285)","(16.0, 25.0, 21.0)","(61.0, 110.0, 107.1875)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:54.687022,"(4.4, 6.8, 6.0)","(16.0, 25.0, 21.0)","(61.0, 110.0, 100.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:55.885304,"(4.4, 6.8, 6.0)","(16.0, 25.0, 21.0)","(61.0, 110.0, 150.0)","(3.2, 4.4, 4.300000000000001)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.933333333333333)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
07-12-2022 19:24:57.056404,"(4.4, 6.8, 6.571428571428571)","(16.0, 25.0, 21.0)","(61.0, 170.0, 150.0)","(3.2, 4.4, 4.2857142857142865)","(9.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.0, 5.1, 4.885714285714285)","(6.0, 7.0, 6.74)","(10.0, 16.0, 12.444444444444445)"
