,Disagreeable Miss,Street Culture,Wheels,Kyshaka,Red Sequoia,Dont Dismiss,Lord Wonder,Aussie Sojourn,Staying Strong
07-01-2023 14:46:33.970271,"(2.9, 3.35, 3.313008130081301)","(11.0, 15.5, 14.94954128440367)","(5.0, 5.9, 5.85)","(8.5, 10.5, 10.166666666666666)","(19.0, 26.0, 24.842105263157894)","(31.0, 40.0, 39.333333333333336)","(7.0, 9.0, 8.818181818181818)","(5.0, 5.7, 5.600135317997293)","(101.0, 180.0, 121.66666666666667)"
07-01-2023 14:46:35.168611,"(2.9, 3.35, 3.313008130081301)","(11.0, 15.0, 14.5625)","(5.0, 6.0, 5.859999999999999)","(8.5, 10.5, 10.183453237410072)","(19.0, 26.0, 24.842105263157894)","(31.0, 40.0, 39.333333333333336)","(7.0, 9.0, 8.85945945945946)","(5.0, 5.6, 5.467132867132867)","(101.0, 180.0, 121.66666666666667)"
07-01-2023 14:46:36.306219,"(2.9, 3.4, 3.3628834355828223)","(11.0, 14.5, 14.452941176470588)","(5.0, 6.0, 5.866666666666666)","(8.5, 10.5, 10.183453237410072)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.422222222222224)","(7.0, 9.0, 8.777777777777777)","(5.0, 5.5, 5.4625)","(101.0, 180.0, 121.66666666666667)"
07-01-2023 14:46:37.635662,"(2.9, 3.4, 3.3614147909967844)","(11.0, 15.0, 14.58)","(5.0, 6.0, 5.86551724137931)","(8.5, 10.5, 10.171641791044776)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.422222222222224)","(7.0, 9.0, 8.76)","(5.0, 5.5, 5.529946524064171)","(101.0, 180.0, 121.66666666666667)"
07-01-2023 14:46:38.745301,"(2.9, 3.4, 3.3614147909967844)","(11.0, 15.0, 14.75)","(5.0, 6.0, 5.86551724137931)","(8.5, 10.5, 10.171641791044776)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.422222222222224)","(7.0, 9.0, 8.76)","(5.0, 5.6, 5.527058823529412)","(101.0, 180.0, 121.66666666666667)"
07-01-2023 14:46:40.017563,"(2.9, 3.35, 3.315230769230769)","(11.0, 15.0, 14.75)","(5.0, 6.0, 5.86551724137931)","(8.5, 10.5, 10.171641791044776)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.422222222222224)","(7.0, 9.0, 8.757142857142856)","(5.0, 5.6, 5.489777777777777)","(101.0, 180.0, 121.66666666666667)"
07-01-2023 14:46:41.249483,"(2.9, 3.35, 3.315230769230769)","(11.0, 15.0, 14.75)","(5.0, 6.0, 5.86551724137931)","(8.5, 10.5, 10.171641791044776)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.422222222222224)","(7.0, 9.0, 8.704347826086956)","(5.0, 5.6, 5.485185185185185)","(101.0, 180.0, 121.66666666666667)"
07-01-2023 14:46:42.495597,"(2.9, 3.35, 3.315230769230769)","(11.0, 15.0, 14.75)","(5.0, 6.0, 5.86551724137931)","(8.5, 10.5, 10.171641791044776)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.422222222222224)","(7.0, 9.0, 8.704347826086956)","(5.0, 5.6, 5.482882882882883)","(101.0, 180.0, 121.66666666666667)"
07-01-2023 14:46:43.892359,"(2.9, 3.35, 3.315230769230769)","(11.0, 15.0, 14.558823529411764)","(5.0, 6.0, 5.946666666666667)","(8.5, 10.5, 10.171641791044776)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.422222222222224)","(7.0, 9.0, 8.704347826086956)","(5.0, 5.6, 5.482882882882883)","(101.0, 180.0, 121.66666666666667)"
07-01-2023 14:46:45.518259,"(2.9, 3.35, 3.315230769230769)","(11.0, 15.0, 14.558823529411764)","(5.0, 6.0, 5.946666666666667)","(8.5, 10.5, 10.216101694915254)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.333333333333336)","(7.0, 9.0, 8.704347826086956)","(5.0, 5.6, 5.480349344978166)","(101.0, 180.0, 121.66666666666667)"
07-01-2023 14:46:46.819838,"(2.9, 3.35, 3.315230769230769)","(11.0, 15.0, 14.558823529411764)","(5.0, 6.0, 5.946666666666667)","(8.5, 10.5, 10.216101694915254)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.333333333333336)","(7.0, 9.0, 8.704347826086956)","(5.0, 5.6, 5.480349344978166)","(101.0, 180.0, 121.66666666666667)"
07-01-2023 14:46:48.544107,"(2.9, 3.35, 3.3054240631163707)","(11.0, 15.0, 14.558823529411764)","(5.0, 6.0, 5.946666666666667)","(8.5, 10.5, 10.14245810055866)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.28888888888889)","(7.0, 9.0, 8.704347826086956)","(5.0, 5.6, 5.48141592920354)","(101.0, 180.0, 121.66666666666667)"
07-01-2023 14:46:49.831236,"(2.9, 3.35, 3.3054240631163707)","(11.0, 15.0, 14.558823529411764)","(5.0, 6.0, 6.133333333333334)","(8.5, 10.5, 10.14245810055866)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.28888888888889)","(7.0, 9.0, 8.67741935483871)","(5.0, 5.6, 5.546728971962617)","(101.0, 180.0, 130.0)"
07-01-2023 14:46:51.131245,"(2.9, 3.3, 3.2930835734870314)","(11.0, 15.0, 14.558823529411764)","(5.0, 6.2, 6.133333333333334)","(8.5, 10.5, 10.14245810055866)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.28888888888889)","(7.0, 9.0, 8.67741935483871)","(5.0, 5.6, 5.532051282051282)","(101.0, 180.0, 130.0)"
07-01-2023 14:46:52.343292,"(2.9, 3.3, 3.2930835734870314)","(11.0, 15.0, 14.558823529411764)","(5.0, 6.2, 6.133333333333334)","(8.5, 10.5, 10.14245810055866)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.28888888888889)","(7.0, 9.0, 8.67741935483871)","(5.0, 5.6, 5.532051282051282)","(101.0, 180.0, 130.0)"
07-01-2023 14:46:53.658243,"(2.9, 3.3, 3.2930835734870314)","(11.0, 15.0, 14.558823529411764)","(5.0, 6.2, 6.133333333333334)","(8.5, 10.5, 10.14245810055866)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.28888888888889)","(7.0, 9.0, 8.67741935483871)","(5.0, 5.6, 5.532051282051282)","(101.0, 180.0, 122.0)"
07-01-2023 14:46:54.896279,"(2.9, 3.3, 3.2930835734870314)","(11.0, 15.0, 14.558823529411764)","(5.0, 6.2, 6.133333333333334)","(8.5, 10.5, 10.14245810055866)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.28888888888889)","(7.0, 9.0, 8.67741935483871)","(5.0, 5.6, 5.532051282051282)","(101.0, 170.0, 122.0)"
07-01-2023 14:46:55.950744,"(2.9, 3.3, 3.2930835734870314)","(11.0, 15.0, 14.558823529411764)","(5.0, 6.2, 6.133333333333334)","(8.5, 10.5, 10.132183908045977)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.28888888888889)","(7.0, 9.0, 8.615384615384615)","(5.0, 5.6, 5.532051282051282)","(101.0, 170.0, 122.0)"
07-01-2023 14:46:57.189984,"(2.9, 3.25, 3.2421621621621624)","(11.0, 15.0, 14.792307692307693)","(5.0, 6.4, 6.321428571428572)","(8.5, 10.5, 10.132183908045977)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.28888888888889)","(7.0, 9.0, 8.666666666666666)","(5.0, 5.6, 5.494392523364486)","(101.0, 170.0, 122.0)"
07-01-2023 14:46:58.352349,"(2.9, 3.25, 3.2419444444444445)","(11.0, 15.5, 15.3130081300813)","(5.0, 6.4, 6.336)","(8.5, 10.5, 10.132183908045977)","(19.0, 26.0, 25.043478260869566)","(31.0, 40.0, 39.28888888888889)","(7.0, 8.8, 8.666666666666666)","(5.0, 5.6, 5.489756097560976)","(101.0, 170.0, 122.0)"
07-01-2023 14:46:59.577719,"(2.9, 3.25, 3.2410216718266254)","(11.0, 15.5, 15.3130081300813)","(5.0, 6.4, 6.388888888888889)","(8.5, 10.5, 10.140449438202246)","(19.0, 26.0, 24.952380952380953)","(31.0, 40.0, 39.31818181818182)","(7.0, 8.8, 8.714285714285715)","(5.0, 5.6, 5.416788321167884)","(101.0, 170.0, 122.0)"
07-01-2023 14:47:00.775122,"(2.9, 3.3, 3.2547468354430378)","(11.0, 15.5, 15.289473684210526)","(5.0, 6.4, 6.388888888888889)","(8.5, 10.5, 10.140449438202246)","(19.0, 26.0, 24.952380952380953)","(31.0, 40.0, 39.31818181818182)","(7.0, 8.8, 8.714285714285715)","(5.0, 5.5, 5.419148936170213)","(101.0, 170.0, 139.23076923076923)"
07-01-2023 14:47:01.942073,"(2.9, 3.3, 3.2561349693251533)","(11.0, 15.5, 15.289473684210526)","(5.0, 6.4, 6.341666666666667)","(8.5, 10.5, 10.140449438202246)","(19.0, 26.0, 24.952380952380953)","(31.0, 40.0, 39.054545454545455)","(7.0, 8.8, 8.714285714285715)","(5.0, 5.5, 5.413229571984436)","(101.0, 170.0, 139.23076923076923)"
07-01-2023 14:47:03.047323,"(2.9, 3.3, 3.2541666666666664)","(11.0, 15.5, 15.260135135135135)","(5.0, 6.4, 6.30625)","(8.5, 10.5, 10.140449438202246)","(19.0, 26.0, 24.952380952380953)","(31.0, 40.0, 39.054545454545455)","(7.0, 8.8, 8.76)","(5.0, 5.5, 5.425666666666667)","(101.0, 170.0, 151.25)"
07-01-2023 14:47:04.209907,"(2.9, 3.25, 3.2375342465753425)","(11.0, 15.5, 15.260135135135135)","(5.0, 6.4, 6.341666666666667)","(8.5, 10.5, 10.140449438202246)","(19.0, 26.0, 25.728395061728396)","(31.0, 40.0, 39.31578947368421)","(7.0, 9.0, 8.722222222222223)","(5.0, 5.5, 5.429430379746836)","(101.0, 170.0, 130.0)"
07-01-2023 14:47:05.514016,"(2.9, 3.25, 3.2261154855643044)","(11.0, 15.5, 15.26271186440678)","(5.0, 6.4, 6.385365853658537)","(8.5, 10.5, 10.18041237113402)","(19.0, 26.0, 25.805555555555557)","(31.0, 40.0, 39.31578947368421)","(7.0, 8.8, 8.722222222222223)","(5.0, 5.5, 5.419318181818182)","(101.0, 150.0, 115.71428571428571)"
07-01-2023 14:47:06.654920,"(2.9, 3.25, 3.2172131147540983)","(11.0, 15.5, 15.26271186440678)","(5.0, 6.6, 6.385365853658537)","(8.5, 10.5, 10.18041237113402)","(19.0, 26.0, 25.805555555555557)","(31.0, 40.0, 39.31578947368421)","(7.0, 8.8, 8.722222222222223)","(5.0, 5.5, 5.419318181818182)","(101.0, 150.0, 133.63636363636363)"
07-01-2023 14:47:08.018293,"(2.9, 3.25, 3.235928143712575)","(11.0, 15.5, 15.258620689655173)","(5.0, 6.6, 6.372727272727273)","(8.5, 10.5, 10.18041237113402)","(19.0, 26.0, 25.805555555555557)","(31.0, 40.0, 39.298701298701296)","(7.0, 8.8, 8.722222222222223)","(5.0, 5.5, 5.418959107806692)","(101.0, 150.0, 115.71428571428571)"
07-01-2023 14:47:09.081113,"(2.9, 3.25, 3.235493827160494)","(11.0, 15.5, 15.258620689655173)","(5.0, 6.6, 6.372727272727273)","(8.5, 10.5, 10.18041237113402)","(19.0, 26.0, 25.805555555555557)","(31.0, 40.0, 39.298701298701296)","(7.0, 8.8, 8.722222222222223)","(5.0, 5.5, 5.418959107806692)","(101.0, 150.0, 115.71428571428571)"
07-01-2023 14:47:10.133896,"(2.9, 3.25, 3.2375925925925926)","(11.0, 15.5, 15.258620689655173)","(5.0, 6.6, 6.411111111111111)","(8.5, 10.5, 10.236040609137056)","(19.0, 26.0, 25.805555555555557)","(31.0, 40.0, 39.298701298701296)","(7.0, 8.8, 8.722222222222223)","(5.0, 5.5, 5.4227678571428575)","(101.0, 150.0, 130.0)"
07-01-2023 14:47:11.190088,"(2.9, 3.25, 3.2398039215686274)","(11.0, 15.5, 15.258620689655173)","(5.0, 6.6, 6.411111111111111)","(8.5, 10.5, 10.236040609137056)","(19.0, 26.0, 25.805555555555557)","(31.0, 40.0, 39.298701298701296)","(7.0, 8.8, 8.722222222222223)","(5.0, 5.5, 5.425247524752476)","(101.0, 150.0, 115.71428571428571)"
07-01-2023 14:47:12.293191,"(2.9, 3.25, 3.2414285714285715)","(12.0, 15.5, 15.258620689655173)","(5.0, 6.6, 6.411111111111111)","(8.5, 10.5, 10.236040609137056)","(19.0, 26.0, 25.734177215189874)","(31.0, 40.0, 39.515151515151516)","(7.0, 8.8, 8.722222222222223)","(5.0, 5.5, 5.44385026737968)","(101.0, 150.0, 115.71428571428571)"
07-01-2023 14:47:13.412312,"(2.9, 3.25, 3.2414285714285715)","(12.0, 15.5, 15.283018867924529)","(5.0, 6.6, 6.411111111111111)","(8.5, 10.5, 10.236040609137056)","(19.0, 26.0, 25.734177215189874)","(31.0, 40.0, 39.515151515151516)","(7.0, 8.8, 8.625)","(5.0, 5.5, 5.455405405405406)","(101.0, 150.0, 115.71428571428571)"
07-01-2023 14:47:14.961765,"(2.9, 3.25, 3.2422916666666666)","(12.0, 15.5, 15.297029702970297)","(5.0, 6.6, 6.411111111111111)","(8.5, 10.5, 10.236040609137056)","(19.0, 26.0, 25.734177215189874)","(31.0, 40.0, 39.515151515151516)","(7.0, 8.8, 8.625)","(5.0, 5.5, 5.455405405405406)","(101.0, 150.0, 130.0)"
07-01-2023 14:47:16.237461,"(2.9, 3.25, 3.2422916666666666)","(12.0, 15.5, 15.26086956521739)","(5.0, 6.6, 6.411111111111111)","(8.5, 10.5, 10.236040609137056)","(19.0, 26.0, 25.70731707317073)","(31.0, 40.0, 39.298701298701296)","(7.0, 8.8, 8.722222222222223)","(5.0, 5.5, 5.454268292682927)","(101.0, 150.0, 115.71428571428571)"
07-01-2023 14:47:17.400554,"(2.9, 3.25, 3.2481220657276997)","(12.0, 15.5, 15.26086956521739)","(5.0, 6.6, 6.352)","(8.5, 10.5, 10.236040609137056)","(19.0, 26.0, 25.70731707317073)","(31.0, 40.0, 39.298701298701296)","(7.0, 8.8, 8.722222222222223)","(5.0, 5.5, 5.526530612244898)","(101.0, 150.0, 115.71428571428571)"
07-01-2023 14:47:18.537338,"(2.9, 3.25, 3.2481220657276997)","(12.0, 15.5, 15.26086956521739)","(5.0, 6.4, 6.352)","(8.5, 10.5, 10.236040609137056)","(19.0, 26.0, 25.70731707317073)","(31.0, 40.0, 39.298701298701296)","(7.0, 8.8, 8.692307692307692)","(5.0, 5.6, 5.525675675675676)","(101.0, 150.0, 130.0)"
07-01-2023 14:47:19.746147,"(2.9, 3.25, 3.2481220657276997)","(12.0, 15.5, 15.26086956521739)","(5.0, 6.4, 6.352)","(8.5, 10.5, 10.236040609137056)","(19.0, 26.0, 25.70731707317073)","(31.0, 40.0, 39.298701298701296)","(7.0, 8.8, 8.641379310344828)","(5.0, 5.6, 5.525675675675676)","(101.0, 150.0, 115.71428571428571)"
07-01-2023 14:47:21.005812,"(2.9, 3.3, 3.260270880361174)","(12.0, 15.5, 15.233009708737864)","(5.0, 6.4, 6.352)","(8.5, 10.5, 10.236040609137056)","(19.0, 26.0, 25.70731707317073)","(31.0, 40.0, 39.298701298701296)","(7.0, 8.8, 8.65531914893617)","(5.0, 5.6, 5.488995215311005)","(101.0, 150.0, 115.71428571428571)"
07-01-2023 14:47:22.116734,"(2.9, 3.3, 3.2674074074074073)","(12.0, 15.5, 15.233009708737864)","(5.0, 6.4, 6.352)","(8.5, 10.5, 10.236040609137056)","(19.0, 26.0, 25.70731707317073)","(31.0, 40.0, 39.298701298701296)","(7.0, 8.8, 8.64186046511628)","(5.0, 5.6, 5.488995215311005)","(101.0, 150.0, 115.71428571428571)"
07-01-2023 14:47:23.447473,"(2.9, 3.3, 3.2674074074074073)","(12.0, 15.5, 15.233009708737864)","(5.0, 6.4, 6.342857142857143)","(8.5, 10.5, 10.236040609137056)","(19.0, 26.0, 25.70731707317073)","(31.0, 40.0, 39.298701298701296)","(7.0, 8.8, 8.64186046511628)","(5.0, 5.6, 5.488995215311005)","(101.0, 150.0, 130.0)"
07-01-2023 14:47:24.758355,"(2.9, 3.3, 3.2674074074074073)","(12.0, 15.5, 15.227722772277227)","(5.0, 6.4, 6.342857142857143)","(8.5, 10.5, 10.23134328358209)","(19.0, 26.0, 25.70731707317073)","(31.0, 40.0, 39.25)","(7.0, 8.8, 8.53125)","(5.0, 5.6, 5.464327485380117)","(101.0, 150.0, 130.0)"
07-01-2023 14:47:26.182215,"(2.9, 3.35, 3.338831168831169)","(12.0, 15.5, 15.0)","(5.0, 6.4, 6.342857142857143)","(8.5, 10.5, 10.23134328358209)","(19.0, 26.0, 25.414634146341463)","(31.0, 40.0, 38.983050847457626)","(7.0, 8.6, 8.50632911392405)","(5.0, 5.6, 5.4884615384615385)","(101.0, 150.0, 120.0)"
07-01-2023 14:47:27.535997,"(2.9, 3.35, 3.3379834254143645)","(12.0, 15.0, 14.90566037735849)","(5.0, 6.4, 6.342857142857143)","(8.5, 10.5, 10.23134328358209)","(19.0, 26.0, 24.666666666666668)","(31.0, 40.0, 39.208333333333336)","(7.0, 8.6, 8.614634146341464)","(5.0, 5.6, 5.484)","(101.0, 150.0, 120.0)"
07-01-2023 14:47:28.823832,"(2.9, 3.35, 3.3379834254143645)","(12.0, 15.0, 14.913793103448276)","(5.0, 6.4, 6.342857142857143)","(8.5, 10.5, 10.23134328358209)","(19.0, 25.0, 23.6)","(31.0, 40.0, 39.208333333333336)","(7.0, 8.8, 8.614634146341464)","(5.0, 5.6, 5.416666666666667)","(101.0, 150.0, 136.66666666666666)"
07-01-2023 14:47:30.119188,"(2.9, 3.4, 3.3684079601990047)","(12.0, 15.0, 14.842857142857143)","(5.0, 6.4, 6.325)","(8.5, 10.5, 10.23134328358209)","(19.0, 24.0, 23.620689655172413)","(31.0, 40.0, 38.96666666666667)","(7.0, 8.8, 8.781818181818183)","(5.0, 5.5, 5.454761904761905)","(101.0, 150.0, 120.0)"
07-01-2023 14:47:31.365129,"(2.9, 3.35, 3.324460431654676)","(12.0, 15.0, 14.842857142857143)","(5.0, 6.4, 6.325)","(8.5, 10.5, 10.23134328358209)","(19.0, 24.0, 23.666666666666668)","(31.0, 40.0, 38.98360655737705)","(7.0, 8.8, 8.796774193548387)","(5.0, 5.5, 5.460416666666667)","(101.0, 150.0, 127.5)"
07-01-2023 14:47:32.615847,"(2.9, 3.35, 3.325373134328358)","(12.0, 15.0, 14.842857142857143)","(5.0, 6.4, 6.357142857142858)","(8.5, 10.5, 10.23913043478261)","(19.0, 24.0, 23.666666666666668)","(31.0, 40.0, 38.98360655737705)","(7.0, 8.8, 8.796774193548387)","(5.0, 5.5, 5.460416666666667)","(101.0, 150.0, 127.5)"
07-01-2023 14:47:33.857254,"(2.9, 3.35, 3.325373134328358)","(12.0, 15.0, 14.842857142857143)","(5.0, 6.4, 6.357142857142858)","(8.5, 10.5, 10.23913043478261)","(19.0, 24.0, 23.666666666666668)","(31.0, 40.0, 40.90909090909091)","(7.0, 8.8, 8.805263157894737)","(5.0, 5.5, 5.466666666666667)","(101.0, 150.0, 127.5)"
07-01-2023 14:47:35.010183,"(2.9, 3.35, 3.325373134328358)","(12.0, 15.0, 14.842857142857143)","(5.0, 6.4, 6.315789473684211)","(8.5, 10.5, 10.23913043478261)","(19.0, 24.0, 23.5625)","(31.0, 42.0, 40.90909090909091)","(7.0, 9.0, 8.775539568345323)","(5.0, 5.5, 5.446666666666667)","(101.0, 150.0, 127.5)"
07-01-2023 14:47:36.210341,"(2.9, 3.35, 3.329098360655738)","(12.0, 15.0, 14.785714285714286)","(5.0, 6.4, 6.315789473684211)","(8.5, 10.5, 10.235714285714286)","(19.0, 24.0, 23.5625)","(31.0, 42.0, 40.833333333333336)","(7.0, 9.0, 8.808588957055214)","(5.0, 5.5, 5.446666666666667)","(101.0, 150.0, 127.5)"
07-01-2023 14:47:37.395721,"(2.9, 3.35, 3.341504854368932)","(12.0, 15.0, 14.71875)","(5.0, 6.4, 6.315789473684211)","(8.5, 10.5, 10.235714285714286)","(20.0, 24.0, 23.5625)","(31.0, 42.0, 40.833333333333336)","(7.0, 9.0, 8.808588957055214)","(5.0, 5.5, 5.446666666666667)","(101.0, 150.0, 127.5)"
07-01-2023 14:47:38.627961,"(2.9, 3.35, 3.341504854368932)","(12.0, 15.0, 14.71875)","(5.0, 6.4, 6.315789473684211)","(8.5, 10.5, 10.235714285714286)","(20.0, 24.0, 23.5625)","(31.0, 42.0, 40.833333333333336)","(7.0, 9.0, 8.736734693877551)","(5.0, 5.5, 5.446666666666667)","(101.0, 150.0, 127.5)"
07-01-2023 14:47:39.853995,"(2.9, 3.4, 3.365686274509804)","(12.0, 14.5, 14.424657534246576)","(5.0, 6.4, 6.315789473684211)","(8.5, 10.5, 10.235714285714286)","(20.0, 24.0, 23.5625)","(31.0, 42.0, 40.833333333333336)","(7.0, 8.8, 8.736734693877551)","(5.0, 5.5, 5.438461538461539)","(101.0, 150.0, 127.5)"
07-01-2023 14:47:41.060874,"(2.9, 3.4, 3.374721189591078)","(12.0, 14.0, 13.95)","(5.0, 6.4, 6.357142857142858)","(8.5, 10.5, 10.26923076923077)","(20.0, 24.0, 23.75)","(31.0, 42.0, 40.833333333333336)","(7.0, 8.8, 8.865671641791046)","(5.0, 5.5, 5.4765625)","(101.0, 150.0, 127.5)"
07-01-2023 14:47:42.290047,"(2.9, 3.4, 3.385945945945946)","(12.0, 14.0, 13.95)","(5.0, 6.2, 6.031818181818182)","(8.5, 10.5, 10.26923076923077)","(20.0, 24.0, 23.75)","(31.0, 42.0, 40.833333333333336)","(7.0, 9.0, 8.911827956989248)","(5.0, 5.5, 5.5008130081300814)","(101.0, 150.0, 135.0)"
07-01-2023 14:47:43.453817,"(2.9, 3.35, 3.324764150943396)","(12.0, 14.0, 13.93421052631579)","(5.0, 6.2, 6.039130434782609)","(8.5, 10.5, 10.283613445378151)","(20.0, 24.0, 24.03448275862069)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.918181818181818)","(5.0, 5.6, 5.529530201342282)","(101.0, 150.0, 135.0)"
07-01-2023 14:47:44.616163,"(2.9, 3.35, 3.325681818181818)","(12.0, 14.0, 13.93421052631579)","(5.0, 6.2, 6.039130434782609)","(8.5, 10.5, 10.283613445378151)","(20.0, 25.0, 24.04)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.898947368421053)","(5.0, 5.6, 5.529530201342282)","(101.0, 150.0, 135.0)"
07-01-2023 14:47:45.799255,"(2.9, 3.35, 3.325681818181818)","(12.0, 14.0, 13.93421052631579)","(5.0, 6.2, 6.039130434782609)","(8.5, 10.5, 10.283613445378151)","(20.0, 25.0, 24.04)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.898947368421053)","(5.0, 5.6, 5.529530201342282)","(101.0, 150.0, 135.0)"
07-01-2023 14:47:46.983674,"(2.9, 3.35, 3.330837004405286)","(12.0, 14.5, 14.201149425287356)","(5.0, 6.2, 6.03408071748879)","(8.5, 10.5, 10.283613445378151)","(20.0, 25.0, 24.04)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.893333333333334)","(5.0, 5.6, 5.5139344262295085)","(101.0, 150.0, 135.0)"
07-01-2023 14:47:48.067072,"(2.9, 3.35, 3.330837004405286)","(12.0, 14.5, 14.148809523809524)","(5.0, 6.2, 6.03408071748879)","(8.5, 10.5, 10.283613445378151)","(20.0, 25.0, 24.04)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.893333333333334)","(5.0, 5.6, 5.5139344262295085)","(101.0, 150.0, 135.0)"
07-01-2023 14:47:49.258572,"(2.9, 3.35, 3.3344497607655503)","(12.0, 14.5, 14.148809523809524)","(5.0, 6.2, 6.03408071748879)","(8.5, 10.5, 10.283613445378151)","(20.0, 25.0, 24.03448275862069)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.893333333333334)","(5.0, 5.6, 5.5139344262295085)","(101.0, 150.0, 135.0)"
07-01-2023 14:47:50.407015,"(2.9, 3.35, 3.3344497607655503)","(12.0, 14.5, 14.126582278481013)","(5.0, 6.2, 6.041880341880342)","(8.5, 10.5, 10.280851063829788)","(20.0, 25.0, 24.03448275862069)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.825210084033614)","(5.0, 5.6, 5.5139344262295085)","(101.0, 150.0, 135.0)"
07-01-2023 14:47:51.549806,"(2.9, 3.35, 3.3344497607655503)","(12.0, 14.5, 14.268)","(5.0, 6.2, 6.041880341880342)","(8.5, 10.5, 10.278481012658228)","(20.0, 25.0, 24.03448275862069)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.825210084033614)","(5.0, 5.6, 5.517525773195876)","(101.0, 150.0, 135.0)"
07-01-2023 14:47:52.836606,"(2.9, 3.35, 3.336641221374046)","(11.0, 14.5, 14.253846153846155)","(5.0, 6.2, 6.03408071748879)","(8.5, 10.5, 10.278481012658228)","(19.0, 25.0, 24.03448275862069)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.825287356321839)","(5.0, 5.6, 5.5359375)","(101.0, 150.0, 135.0)"
07-01-2023 14:47:53.995852,"(2.9, 3.35, 3.3407932011331445)","(11.0, 14.5, 14.253846153846155)","(5.0, 6.2, 6.03408071748879)","(8.5, 10.5, 10.278481012658228)","(19.0, 25.0, 24.03448275862069)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.825287356321839)","(5.0, 5.6, 5.532231404958678)","(101.0, 150.0, 135.0)"
07-01-2023 14:47:55.174116,"(2.9, 3.35, 3.3405099150141644)","(11.0, 14.5, 14.067796610169491)","(5.0, 6.2, 6.04453781512605)","(8.5, 10.5, 10.258561643835616)","(19.0, 25.0, 24.03448275862069)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.825287356321839)","(5.0, 5.6, 5.532231404958678)","(101.0, 150.0, 132.85714285714286)"
07-01-2023 14:47:56.314466,"(2.9, 3.35, 3.3405099150141644)","(11.0, 14.5, 14.067796610169491)","(5.0, 6.2, 6.04453781512605)","(8.5, 10.5, 10.258561643835616)","(19.0, 25.0, 24.032258064516128)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.841666666666667)","(5.0, 5.6, 5.549367088607595)","(101.0, 150.0, 132.85714285714286)"
07-01-2023 14:47:57.489739,"(2.9, 3.35, 3.3405099150141644)","(11.0, 14.5, 14.064516129032258)","(5.0, 6.2, 6.04453781512605)","(8.5, 10.5, 10.098445595854923)","(19.0, 25.0, 24.032258064516128)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.841666666666667)","(5.0, 5.6, 5.511029411764706)","(101.0, 150.0, 127.5)"
07-01-2023 14:47:58.623826,"(2.9, 3.35, 3.3405099150141644)","(11.0, 14.5, 14.064516129032258)","(5.0, 6.2, 6.04453781512605)","(8.5, 10.5, 10.098445595854923)","(19.0, 25.0, 23.63888888888889)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.871028037383178)","(5.0, 5.7, 5.53179190751445)","(101.0, 150.0, 127.5)"
07-01-2023 14:47:59.732992,"(2.9, 3.35, 3.3471947194719474)","(11.0, 14.5, 14.066666666666666)","(5.0, 6.2, 6.04453781512605)","(8.5, 10.5, 10.104591836734693)","(19.0, 24.0, 23.63888888888889)","(31.0, 42.0, 41.06666666666667)","(7.0, 9.0, 8.857731958762887)","(5.0, 5.6, 5.519318181818182)","(101.0, 150.0, 132.0)"
