,Atomic Rose,Chaos Magic,La Danta,Boston Belle,Fort Pike,Inpending Breeze,Pepper Point
15-12-2022 11:20:46.651803,"(2.8, 3.5, 3.325806451612903)","(2.2, 2.42, 2.419047619047619)","(17.0, 32.0, 28.857142857142858)","(7.0, 9.0, 8.968421052631578)","(13.0, 18.0, 16.75)","(11.0, 15.0, 14.978260869565217)","(41.0, 140.0, 133.5)"
15-12-2022 11:20:47.754804,"(2.8, 3.5, 3.325806451612903)","(2.2, 2.42, 2.419047619047619)","(17.0, 32.0, 30.166666666666664)","(7.0, 9.0, 8.968421052631578)","(13.0, 18.0, 16.75)","(11.0, 15.0, 14.976744186046512)","(41.0, 140.0, 133.5)"
15-12-2022 11:20:48.821246,"(2.8, 3.5, 3.3615384615384616)","(2.2, 2.42, 2.419047619047619)","(17.0, 32.0, 30.166666666666664)","(7.0, 9.0, 8.968421052631578)","(13.0, 18.0, 16.75)","(11.0, 15.0, 14.976744186046512)","(41.0, 140.0, 134.0909090909091)"
15-12-2022 11:20:50.060714,"(2.8, 3.5, 3.3615384615384616)","(2.2, 2.42, 2.4166666666666665)","(17.0, 32.0, 30.166666666666664)","(7.0, 9.0, 8.968421052631578)","(13.0, 18.0, 16.75)","(11.0, 15.0, 14.976744186046512)","(41.0, 140.0, 134.0909090909091)"
15-12-2022 11:20:51.331768,"(2.8, 3.5, 3.3727272727272726)","(2.2, 2.42, 2.41)","(17.0, 32.0, 30.166666666666664)","(7.0, 9.0, 8.968421052631578)","(13.0, 18.0, 16.75)","(11.0, 15.0, 14.976744186046512)","(41.0, 140.0, 134.0909090909091)"
15-12-2022 11:20:52.572347,"(2.8, 3.5, 3.3727272727272726)","(2.2, 2.42, 2.401333333333333)","(17.0, 32.0, 30.166666666666664)","(7.0, 9.0, 8.968421052631578)","(13.0, 18.0, 16.75)","(11.0, 15.0, 14.976744186046512)","(41.0, 140.0, 134.0909090909091)"
15-12-2022 11:20:53.812978,"(2.8, 3.5, 3.3727272727272726)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 29.555555555555557)","(7.0, 9.0, 8.88)","(13.0, 18.0, 17.375)","(11.0, 15.0, 14.958333333333334)","(41.0, 140.0, 129.16666666666669)"
15-12-2022 11:20:55.048553,"(2.8, 3.5, 3.3727272727272726)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 31.0)","(7.0, 9.0, 8.975)","(13.0, 18.5, 16.846153846153847)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 136.38888888888889)"
15-12-2022 11:20:56.412645,"(2.8, 3.5, 3.344444444444444)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 31.119999999999997)","(7.0, 9.0, 8.975)","(13.0, 18.0, 16.846153846153847)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 136.38888888888889)"
15-12-2022 11:20:57.795243,"(2.8, 3.5, 3.344444444444444)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 29.5)","(7.0, 9.0, 8.975)","(13.0, 18.0, 17.210526315789473)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 136.38888888888889)"
15-12-2022 11:20:59.246498,"(2.8, 3.5, 3.38)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 29.5)","(7.0, 9.0, 8.975)","(13.0, 18.0, 17.210526315789473)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 136.38888888888889)"
15-12-2022 11:21:00.561805,"(2.8, 3.5, 3.38)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 29.5)","(7.0, 9.0, 8.975)","(13.0, 18.0, 17.210526315789473)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 136.38888888888889)"
15-12-2022 11:21:01.837107,"(2.8, 3.5, 3.38)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 29.5)","(7.0, 9.0, 8.975)","(13.0, 18.0, 17.210526315789473)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 136.38888888888889)"
15-12-2022 11:21:03.108502,"(2.8, 3.5, 3.38)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 29.5)","(7.0, 9.0, 8.975)","(13.0, 18.0, 17.210526315789473)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 136.38888888888889)"
15-12-2022 11:21:04.288620,"(2.8, 3.5, 3.38)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 30.666666666666664)","(7.0, 9.0, 8.97391304347826)","(13.0, 18.0, 16.75)","(11.0, 15.0, 14.972972972972974)","(41.0, 140.0, 136.57894736842104)"
15-12-2022 11:21:05.382196,"(2.8, 3.5, 3.3499999999999996)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 30.666666666666664)","(7.0, 9.0, 8.97391304347826)","(13.0, 18.0, 16.235294117647058)","(11.0, 15.0, 14.973684210526315)","(41.0, 140.0, 136.57894736842104)"
15-12-2022 11:21:06.440957,"(2.8, 3.45, 3.37)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 30.666666666666664)","(7.0, 9.0, 8.97391304347826)","(13.0, 18.0, 16.235294117647058)","(11.0, 15.0, 14.973684210526315)","(41.0, 140.0, 136.57894736842104)"
15-12-2022 11:21:07.620385,"(2.8, 3.45, 3.37)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 30.75)","(7.0, 9.0, 8.97391304347826)","(13.0, 18.0, 16.235294117647058)","(11.0, 15.0, 14.973684210526315)","(41.0, 140.0, 136.57894736842104)"
15-12-2022 11:21:08.822320,"(2.8, 3.45, 3.37)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 30.75)","(7.0, 9.0, 8.97391304347826)","(13.0, 18.0, 16.59090909090909)","(11.0, 15.0, 14.973684210526315)","(41.0, 140.0, 136.57894736842104)"
15-12-2022 11:21:09.997542,"(2.8, 3.4, 3.3368421052631576)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 30.75)","(7.0, 9.0, 8.97391304347826)","(13.0, 17.5, 16.09375)","(11.0, 15.0, 14.973684210526315)","(41.0, 140.0, 136.57894736842104)"
15-12-2022 11:21:11.301991,"(2.8, 3.4, 3.3874999999999997)","(2.2, 2.44, 2.401333333333333)","(17.0, 32.0, 30.75)","(7.0, 9.0, 8.97391304347826)","(13.0, 17.5, 16.09375)","(11.0, 15.0, 14.973684210526315)","(41.0, 140.0, 136.57894736842104)"
15-12-2022 11:21:12.510773,"(2.8, 3.5, 3.3727272727272726)","(2.2, 2.44, 2.40258064516129)","(17.0, 32.0, 30.75)","(7.0, 9.0, 8.98)","(13.0, 17.5, 16.477272727272727)","(11.0, 15.0, 14.973684210526315)","(41.0, 140.0, 136.57894736842104)"
15-12-2022 11:21:13.778044,"(2.8, 3.5, 3.38)","(2.2, 2.48, 2.4673684210526314)","(17.0, 32.0, 30.75)","(7.0, 9.0, 8.98)","(13.0, 17.5, 16.477272727272727)","(11.0, 15.0, 14.973684210526315)","(41.0, 140.0, 136.57894736842104)"
15-12-2022 11:21:15.021014,"(2.8, 3.5, 3.38)","(2.2, 2.52, 2.471304347826087)","(17.0, 32.0, 30.57142857142857)","(7.0, 9.0, 8.95)","(13.0, 17.5, 14.903225806451612)","(11.0, 15.0, 14.972972972972974)","(41.0, 140.0, 135.35714285714286)"
15-12-2022 11:21:16.352355,"(2.8, 3.5, 3.38)","(2.2, 2.52, 2.4112)","(17.0, 32.0, 29.0)","(7.0, 9.0, 8.88)","(13.0, 17.5, 15.75)","(11.0, 15.0, 14.972972972972974)","(41.0, 140.0, 120.0)"
15-12-2022 11:21:17.695174,"(2.8, 3.5, 3.38)","(2.2, 2.52, 2.4112)","(17.0, 32.0, 29.0)","(7.0, 9.0, 8.88)","(13.0, 17.0, 16.23076923076923)","(11.0, 15.0, 14.972972972972974)","(41.0, 140.0, 120.0)"
15-12-2022 11:21:19.079743,"(2.8, 3.5, 3.316666666666667)","(2.2, 2.52, 2.4112)","(17.0, 32.0, 28.8)","(7.0, 9.0, 8.257142857142856)","(13.0, 17.0, 16.23076923076923)","(11.0, 15.0, 14.972972972972974)","(41.0, 140.0, 120.0)"
15-12-2022 11:21:20.378933,"(2.8, 3.45, 3.316666666666667)","(2.2, 2.52, 2.442285714285714)","(17.0, 32.0, 28.8)","(7.0, 8.6, 8.257142857142856)","(13.0, 17.0, 16.23076923076923)","(11.0, 15.0, 14.972972972972974)","(41.0, 140.0, 120.0)"
15-12-2022 11:21:21.703046,"(2.8, 3.4, 3.338235294117647)","(2.2, 2.52, 2.442285714285714)","(17.0, 32.0, 28.8)","(7.0, 8.6, 8.428571428571429)","(13.0, 17.0, 16.23076923076923)","(11.0, 15.0, 14.972972972972974)","(41.0, 140.0, 120.0)"
15-12-2022 11:21:22.869377,"(2.8, 3.4, 3.338235294117647)","(2.2, 2.52, 2.465287356321839)","(18.0, 32.0, 31.448275862068964)","(7.0, 8.6, 8.428571428571429)","(13.0, 17.0, 16.23076923076923)","(11.0, 15.0, 14.972972972972974)","(41.0, 140.0, 120.0)"
15-12-2022 11:21:24.052878,"(2.8, 3.35, 3.287037037037037)","(2.2, 2.52, 2.465287356321839)","(18.0, 32.0, 30.545454545454547)","(7.0, 8.6, 8.428571428571429)","(13.0, 17.0, 16.204545454545453)","(11.0, 15.0, 14.958333333333334)","(41.0, 140.0, 120.0)"
15-12-2022 11:21:25.165891,"(2.8, 3.35, 3.2590909090909093)","(2.2, 2.52, 2.431304347826087)","(18.0, 32.0, 30.727272727272727)","(7.0, 8.6, 8.428571428571429)","(13.0, 17.0, 16.107142857142858)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 132.5)"
15-12-2022 11:21:26.324590,"(2.8, 3.4, 3.26875)","(2.2, 2.52, 2.4228571428571426)","(18.0, 32.0, 30.833333333333336)","(7.0, 8.6, 8.37142857142857)","(13.0, 17.0, 16.193548387096776)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 133.33333333333334)"
15-12-2022 11:21:27.486971,"(2.8, 3.4, 3.3558823529411765)","(2.2, 2.52, 2.4034285714285715)","(18.0, 32.0, 30.833333333333336)","(7.0, 8.6, 8.37142857142857)","(13.0, 17.0, 16.193548387096776)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 133.33333333333334)"
15-12-2022 11:21:28.708646,"(2.8, 3.5, 3.4423076923076925)","(2.2, 2.52, 2.445409836065574)","(18.0, 32.0, 30.833333333333336)","(7.0, 8.6, 8.37142857142857)","(13.0, 17.0, 16.193548387096776)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 133.33333333333334)"
15-12-2022 11:21:29.816432,"(2.8, 3.5, 3.4776119402985075)","(2.2, 2.52, 2.437272727272727)","(18.0, 32.0, 30.833333333333336)","(7.0, 8.6, 8.37142857142857)","(13.0, 17.0, 16.193548387096776)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 133.33333333333334)"
15-12-2022 11:21:30.881632,"(2.8, 3.55, 3.500684931506849)","(2.2, 2.52, 2.4129411764705884)","(18.0, 32.0, 29.0)","(7.0, 8.6, 8.37142857142857)","(13.0, 16.5, 16.25)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 131.42857142857144)"
15-12-2022 11:21:32.025055,"(2.8, 3.55, 3.453225806451613)","(2.2, 2.52, 2.4129411764705884)","(18.0, 32.0, 29.0)","(7.0, 8.6, 8.37142857142857)","(12.0, 16.5, 16.25)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 131.42857142857144)"
15-12-2022 11:21:33.151985,"(2.8, 3.6, 3.5416666666666665)","(2.2, 2.52, 2.382121212121212)","(18.0, 32.0, 29.0)","(7.0, 8.6, 8.37142857142857)","(12.0, 16.5, 16.227272727272727)","(11.0, 15.0, 14.972222222222221)","(41.0, 140.0, 131.42857142857144)"
15-12-2022 11:21:34.289836,"(2.8, 3.6, 3.5300000000000002)","(2.2, 2.5, 2.4292307692307693)","(18.0, 32.0, 29.0)","(7.0, 8.6, 8.466666666666667)","(12.0, 16.5, 15.785714285714285)","(11.0, 15.0, 14.975609756097562)","(41.0, 140.0, 130.0)"
15-12-2022 11:21:35.353471,"(2.8, 3.65, 3.5470588235294116)","(2.2, 2.5, 2.4292307692307693)","(18.0, 32.0, 29.0)","(7.0, 8.6, 8.473684210526315)","(12.0, 16.5, 15.875)","(11.0, 15.0, 14.975609756097562)","(41.0, 140.0, 130.0)"
15-12-2022 11:21:36.426776,"(2.8, 3.55, 3.4357142857142855)","(2.2, 2.5, 2.4292307692307693)","(18.0, 32.0, 29.0)","(7.0, 8.6, 8.495652173913044)","(12.0, 16.5, 15.25)","(11.0, 15.0, 14.975609756097562)","(41.0, 140.0, 130.0)"
15-12-2022 11:21:37.530276,"(2.8, 3.55, 3.4357142857142855)","(2.2, 2.48, 2.4566666666666666)","(18.0, 32.0, 29.0)","(7.0, 8.6, 8.495652173913044)","(12.0, 16.5, 15.25)","(11.0, 15.0, 14.975609756097562)","(41.0, 140.0, 130.0)"
15-12-2022 11:21:38.599474,"(2.8, 3.6, 3.4357142857142855)","(2.2, 2.48, 2.4385185185185185)","(18.0, 32.0, 30.285714285714285)","(7.0, 8.6, 8.495652173913044)","(12.0, 16.5, 15.25)","(11.0, 15.0, 14.975609756097562)","(41.0, 140.0, 130.0)"
15-12-2022 11:21:39.643308,"(2.8, 3.6, 3.4357142857142855)","(2.2, 2.48, 2.4385185185185185)","(18.0, 32.0, 30.285714285714285)","(7.0, 8.6, 8.495652173913044)","(12.0, 16.5, 15.25)","(11.0, 15.0, 14.975609756097562)","(41.0, 140.0, 130.0)"
15-12-2022 11:21:40.739638,"(2.8, 3.55, 3.4547619047619045)","(2.2, 2.48, 2.4385185185185185)","(18.0, 32.0, 29.5)","(7.0, 8.6, 8.495652173913044)","(12.0, 16.5, 15.875)","(11.0, 15.0, 14.975609756097562)","(41.0, 140.0, 130.0)"
15-12-2022 11:21:41.731697,"(2.8, 3.55, 3.4911764705882353)","(2.2, 2.48, 2.4385185185185185)","(18.0, 32.0, 29.5)","(7.0, 8.6, 8.495652173913044)","(12.0, 16.5, 15.875)","(11.0, 15.0, 14.975609756097562)","(41.0, 140.0, 130.0)"
15-12-2022 11:21:42.745521,"(2.8, 3.5, 3.4299999999999997)","(2.2, 2.46, 2.3685)","(18.0, 32.0, 29.5)","(7.0, 8.6, 8.495652173913044)","(12.0, 16.5, 15.617647058823529)","(11.0, 15.0, 14.975609756097562)","(41.0, 140.0, 130.0)"
15-12-2022 11:21:43.759039,"(2.8, 3.5, 3.4299999999999997)","(2.2, 2.46, 2.3930232558139535)","(18.0, 32.0, 28.25)","(7.0, 8.6, 8.52)","(12.0, 16.5, 15.875)","(11.0, 15.0, 14.958333333333334)","(41.0, 140.0, 130.625)"
15-12-2022 11:21:44.710761,"(2.8, 3.5, 3.4299999999999997)","(2.2, 2.44, 2.3739285714285714)","(18.0, 32.0, 28.25)","(7.0, 8.6, 8.52)","(12.0, 16.5, 15.875)","(11.0, 15.0, 14.971428571428572)","(41.0, 140.0, 136.47058823529412)"
15-12-2022 11:21:45.748176,"(2.8, 3.45, 3.3589285714285713)","(2.2, 2.44, 2.3893150684931506)","(18.0, 32.0, 28.25)","(7.0, 8.6, 8.485714285714286)","(12.0, 16.5, 15.617647058823529)","(11.0, 15.0, 14.96551724137931)","(41.0, 140.0, 136.47058823529412)"
15-12-2022 11:21:46.736614,"(2.8, 3.45, 3.3363636363636364)","(2.2, 2.42, 2.388)","(18.0, 32.0, 28.25)","(7.0, 8.6, 8.533333333333333)","(12.0, 16.5, 15.875)","(11.0, 15.0, 15.0875)","(41.0, 140.0, 136.47058823529412)"
15-12-2022 11:21:47.775493,"(2.8, 3.4, 3.32)","(2.2, 2.4, 2.39375)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.716666666666667)","(12.0, 16.5, 15.785714285714286)","(11.0, 15.5, 14.714285714285714)","(41.0, 140.0, 136.47058823529412)"
15-12-2022 11:21:48.727325,"(2.8, 3.4, 3.3675675675675674)","(2.2, 2.4, 2.397777777777778)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.716666666666667)","(12.0, 16.5, 15.785714285714286)","(11.0, 15.5, 14.714285714285714)","(41.0, 140.0, 136.47058823529412)"
15-12-2022 11:21:49.798552,"(2.8, 3.4, 3.344642857142857)","(2.2, 2.4, 2.397777777777778)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.600000000000001)","(12.0, 16.5, 15.785714285714286)","(11.0, 15.0, 14.714285714285714)","(41.0, 140.0, 136.47058823529412)"
15-12-2022 11:21:50.753279,"(2.8, 3.4, 3.3436363636363633)","(2.2, 2.4, 2.397777777777778)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.600000000000001)","(12.0, 18.0, 17.318181818181817)","(11.0, 15.0, 14.714285714285714)","(41.0, 140.0, 136.47058823529412)"
15-12-2022 11:21:51.768951,"(2.8, 3.4, 3.349019607843137)","(2.2, 2.4, 2.397777777777778)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.6, 8.311392405063291)","(12.0, 18.0, 17.318181818181817)","(11.0, 15.0, 14.714285714285714)","(41.0, 140.0, 129.0)"
15-12-2022 11:21:52.775767,"(2.8, 3.4, 3.3541666666666665)","(2.2, 2.4, 2.397777777777778)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.6, 8.311392405063291)","(12.0, 18.0, 17.318181818181817)","(11.0, 15.0, 14.714285714285714)","(41.0, 140.0, 129.0)"
15-12-2022 11:21:53.831401,"(2.8, 3.4, 3.3562499999999997)","(2.2, 2.4, 2.397777777777778)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.6, 8.269565217391303)","(12.0, 18.0, 17.318181818181817)","(11.0, 15.0, 14.714285714285714)","(41.0, 140.0, 129.0)"
15-12-2022 11:21:54.812428,"(2.8, 3.4, 3.354838709677419)","(2.2, 2.42, 2.4166666666666665)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.6, 8.269565217391303)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.714285714285714)","(41.0, 140.0, 134.5)"
15-12-2022 11:21:55.765643,"(2.8, 3.45, 3.3566666666666665)","(2.2, 2.42, 2.4155555555555557)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.646153846153847)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.714285714285714)","(41.0, 140.0, 134.5)"
15-12-2022 11:21:56.726783,"(2.8, 3.45, 3.3566666666666665)","(2.2, 2.42, 2.412)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.646153846153847)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.714285714285714)","(41.0, 140.0, 135.0)"
15-12-2022 11:21:57.731882,"(2.8, 3.45, 3.3566666666666665)","(2.2, 2.42, 2.4166666666666665)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.646153846153847)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.777777777777779)","(41.0, 140.0, 135.0)"
15-12-2022 11:21:58.747708,"(2.8, 3.45, 3.38)","(2.2, 2.42, 2.418064516129032)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.646153846153847)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.777777777777779)","(41.0, 140.0, 135.0)"
15-12-2022 11:21:59.757900,"(2.8, 3.45, 3.38)","(2.2, 2.42, 2.4189473684210525)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.646153846153847)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.777777777777779)","(41.0, 140.0, 132.14285714285714)"
15-12-2022 11:22:00.695709,"(2.8, 3.45, 3.38)","(2.2, 2.42, 2.4171428571428573)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.646153846153847)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.777777777777779)","(41.0, 140.0, 132.14285714285714)"
15-12-2022 11:22:01.635503,"(2.8, 3.45, 3.353448275862069)","(2.2, 2.42, 2.4171428571428573)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.646153846153847)","(12.0, 18.0, 17.0)","(11.0, 15.0, 14.777777777777779)","(41.0, 140.0, 132.14285714285714)"
15-12-2022 11:22:02.576553,"(2.8, 3.45, 3.353448275862069)","(2.2, 2.42, 2.4171428571428573)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.646153846153847)","(12.0, 18.0, 17.0)","(11.0, 15.0, 14.777777777777779)","(41.0, 140.0, 132.14285714285714)"
15-12-2022 11:22:03.571064,"(2.8, 3.45, 3.353448275862069)","(2.2, 2.42, 2.4171428571428573)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.646153846153847)","(12.0, 18.0, 17.0)","(11.0, 15.0, 14.777777777777779)","(41.0, 140.0, 132.14285714285714)"
15-12-2022 11:22:04.510568,"(2.8, 3.45, 3.353448275862069)","(2.2, 2.42, 2.4171428571428573)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.646153846153847)","(12.0, 18.0, 16.875)","(11.0, 15.0, 14.777777777777779)","(41.0, 140.0, 136.94444444444446)"
15-12-2022 11:22:05.506820,"(2.8, 3.45, 3.3566666666666665)","(2.2, 2.42, 2.416)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.704761904761906)","(12.0, 18.0, 16.875)","(11.0, 15.0, 14.8)","(41.0, 140.0, 136.94444444444446)"
15-12-2022 11:22:06.461001,"(2.8, 3.45, 3.31)","(2.2, 2.42, 2.4171428571428573)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.704761904761906)","(12.0, 18.0, 16.875)","(11.0, 15.0, 14.8)","(41.0, 140.0, 136.94444444444446)"
15-12-2022 11:22:07.413762,"(2.8, 3.45, 3.3394736842105264)","(2.2, 2.42, 2.4171428571428573)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.704761904761906)","(12.0, 18.0, 16.875)","(11.0, 15.0, 14.8)","(41.0, 140.0, 136.94444444444446)"
15-12-2022 11:22:08.354682,"(2.8, 3.45, 3.3441176470588236)","(2.2, 2.42, 2.4187499999999997)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.704761904761906)","(12.0, 17.5, 17.115384615384617)","(11.0, 15.0, 14.8)","(41.0, 140.0, 136.94444444444446)"
15-12-2022 11:22:09.391577,"(2.8, 3.45, 3.3483870967741933)","(2.2, 2.42, 2.4187499999999997)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.704761904761906)","(12.0, 17.5, 16.92105263157895)","(11.0, 15.0, 14.8)","(41.0, 140.0, 136.94444444444446)"
15-12-2022 11:22:10.360077,"(2.8, 3.45, 3.3535714285714286)","(2.2, 2.42, 2.4187499999999997)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.704761904761906)","(12.0, 17.5, 16.92105263157895)","(11.0, 15.0, 14.8)","(41.0, 140.0, 136.94444444444446)"
15-12-2022 11:22:11.320082,"(2.8, 3.45, 3.342857142857143)","(2.2, 2.42, 2.4187499999999997)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.646153846153847)","(12.0, 17.5, 16.92105263157895)","(11.0, 15.0, 14.8)","(41.0, 140.0, 136.94444444444446)"
15-12-2022 11:22:12.287976,"(2.8, 3.45, 3.3483870967741933)","(2.2, 2.42, 2.419298245614035)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.646153846153847)","(12.0, 17.5, 16.92105263157895)","(11.0, 15.0, 14.8)","(41.0, 140.0, 136.94444444444446)"
15-12-2022 11:22:13.286894,"(2.8, 3.45, 3.3535714285714286)","(2.2, 2.42, 2.419298245614035)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.646153846153847)","(12.0, 17.5, 16.92105263157895)","(11.0, 15.0, 14.8)","(41.0, 140.0, 136.94444444444446)"
15-12-2022 11:22:14.380437,"(2.8, 3.45, 3.3483870967741933)","(2.2, 2.42, 2.419298245614035)","(18.0, 32.0, 27.833333333333332)","(7.0, 8.8, 8.68888888888889)","(12.0, 17.5, 16.75)","(11.0, 15.0, 14.8)","(41.0, 140.0, 98.92857142857143)"
15-12-2022 11:22:15.467697,"(2.8, 3.45, 3.3483870967741933)","(2.15, 2.42, 2.419298245614035)","(18.0, 32.0, 28.875)","(7.0, 8.8, 8.709090909090909)","(12.0, 17.5, 16.75)","(11.0, 15.0, 14.8)","(41.0, 100.0, 98.92857142857143)"
15-12-2022 11:22:16.553648,"(2.8, 3.45, 3.3483870967741933)","(2.15, 2.5, 2.4307692307692306)","(18.0, 32.0, 28.875)","(7.0, 8.8, 8.709090909090909)","(12.0, 17.5, 16.75)","(11.0, 15.0, 14.8)","(41.0, 100.0, 98.92857142857143)"
15-12-2022 11:22:17.589937,"(2.8, 3.45, 3.3535714285714286)","(2.15, 2.5, 2.4307692307692306)","(18.0, 32.0, 28.875)","(7.0, 8.8, 8.709090909090909)","(12.0, 17.5, 16.75)","(11.0, 15.0, 14.8)","(41.0, 100.0, 98.92857142857143)"
15-12-2022 11:22:18.594348,"(2.8, 3.45, 3.3483870967741933)","(2.15, 2.5, 2.4307692307692306)","(18.0, 32.0, 28.875)","(7.0, 8.8, 8.709090909090909)","(12.0, 17.5, 16.75)","(11.0, 15.0, 14.8)","(41.0, 100.0, 98.92857142857143)"
15-12-2022 11:22:19.632439,"(2.8, 3.45, 3.3483870967741933)","(2.15, 2.48, 2.453953488372093)","(18.0, 32.0, 28.875)","(7.0, 8.8, 8.709090909090909)","(12.0, 17.5, 16.75)","(11.0, 15.0, 14.8)","(41.0, 100.0, 98.92857142857143)"
15-12-2022 11:22:20.746786,"(2.8, 3.45, 3.3483870967741933)","(2.15, 2.48, 2.453953488372093)","(18.0, 32.0, 28.875)","(7.0, 8.8, 8.709090909090909)","(12.0, 17.5, 16.75)","(11.0, 15.0, 14.8)","(41.0, 100.0, 98.92857142857143)"
15-12-2022 11:22:21.924817,"(2.8, 3.45, 3.3483870967741933)","(2.15, 2.46, 2.4334615384615383)","(18.0, 32.0, 28.875)","(7.0, 8.8, 8.704761904761906)","(12.0, 17.5, 16.75)","(11.0, 15.0, 14.8)","(41.0, 100.0, 98.92857142857143)"
15-12-2022 11:22:23.020260,"(2.8, 3.45, 3.3483870967741933)","(2.15, 2.46, 2.4246153846153846)","(18.0, 32.0, 28.875)","(7.0, 8.8, 8.704761904761906)","(12.0, 17.5, 16.75)","(11.0, 15.0, 14.8)","(41.0, 100.0, 98.92857142857143)"
15-12-2022 11:22:24.021778,"(2.8, 3.45, 3.3483870967741933)","(2.15, 2.46, 2.4246153846153846)","(18.0, 32.0, 28.875)","(7.0, 8.8, 8.704761904761906)","(12.0, 17.5, 17.0)","(11.0, 15.0, 14.875)","(41.0, 100.0, 95.0)"
15-12-2022 11:22:25.027140,"(2.8, 3.45, 3.3483870967741933)","(2.15, 2.46, 2.4246153846153846)","(18.0, 32.0, 28.875)","(7.0, 8.8, 8.657142857142858)","(12.0, 17.5, 16.76829268292683)","(11.0, 15.0, 14.875)","(41.0, 100.0, 95.0)"
15-12-2022 11:22:26.126140,"(2.8, 3.45, 3.3441176470588236)","(2.15, 2.46, 2.427142857142857)","(18.0, 32.0, 29.22222222222222)","(7.0, 8.8, 8.72857142857143)","(12.0, 17.5, 16.73076923076923)","(11.0, 15.0, 14.875)","(41.0, 100.0, 80.0)"
15-12-2022 11:22:27.301304,"(2.8, 3.45, 3.3441176470588236)","(2.15, 2.46, 2.427142857142857)","(18.0, 32.0, 29.22222222222222)","(7.0, 8.8, 8.72857142857143)","(12.0, 17.5, 16.73076923076923)","(11.0, 15.0, 14.8)","(41.0, 100.0, 75.0)"
