,Bull Shark,Ruling,U Rock It,Wizard Of Odds,Awesummer,Attuck,Luckytobeinamerica
05-01-2023 13:40:12.807401,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.397222222222222)","(19.0, 36.0, 30.0)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.546153846153846)","(8.5, 15.5, 15.1)"
05-01-2023 13:40:13.792816,"(2.9, 3.7, 3.66875)","(2.45, 3.65, 3.3499999999999996)","(19.0, 36.0, 33.77777777777778)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.546153846153846)","(8.5, 15.5, 15.1)"
05-01-2023 13:40:14.810217,"(2.9, 3.7, 3.66875)","(2.45, 3.65, 3.3499999999999996)","(19.0, 36.0, 33.77777777777778)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.609090909090909)","(8.5, 15.5, 14.7)"
05-01-2023 13:40:15.806358,"(2.9, 3.7, 3.66875)","(2.45, 3.65, 3.3648148148148147)","(19.0, 36.0, 31.5)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.609090909090909)","(8.5, 15.5, 15.214285714285714)"
05-01-2023 13:40:16.756127,"(2.9, 3.7, 3.66875)","(2.45, 3.65, 3.339772727272727)","(19.0, 36.0, 34.0)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.609090909090909)","(8.5, 15.5, 15.214285714285714)"
05-01-2023 13:40:17.665442,"(2.9, 3.7, 3.66875)","(2.45, 3.65, 3.339772727272727)","(19.0, 36.0, 34.0)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.609090909090909)","(8.5, 15.5, 15.214285714285714)"
05-01-2023 13:40:18.558130,"(2.9, 3.7, 3.66875)","(2.45, 3.65, 3.339772727272727)","(19.0, 36.0, 34.0)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.609090909090909)","(8.5, 15.5, 15.214285714285714)"
05-01-2023 13:40:19.488260,"(2.9, 3.7, 3.66875)","(2.45, 3.65, 3.339772727272727)","(19.0, 36.0, 34.0)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.609090909090909)","(8.5, 15.5, 15.214285714285714)"
05-01-2023 13:40:20.391904,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.339772727272727)","(19.0, 36.0, 34.0)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.609090909090909)","(8.5, 15.5, 15.214285714285714)"
05-01-2023 13:40:21.321837,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.339772727272727)","(19.0, 36.0, 34.0)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.609090909090909)","(8.5, 15.5, 15.214285714285714)"
05-01-2023 13:40:22.237465,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.339772727272727)","(19.0, 36.0, 34.0)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.609090909090909)","(8.5, 15.5, 15.214285714285714)"
05-01-2023 13:40:23.172981,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.339772727272727)","(19.0, 36.0, 34.0)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.609090909090909)","(8.5, 15.5, 15.214285714285714)"
05-01-2023 13:40:24.233170,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.339772727272727)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.609090909090909)","(8.5, 15.5, 15.214285714285714)"
05-01-2023 13:40:25.200649,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.339772727272727)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.546153846153846)","(8.5, 15.5, 15.333333333333334)"
05-01-2023 13:40:26.166503,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.347297297297297)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.333333333333334)"
05-01-2023 13:40:27.096906,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.347297297297297)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.333333333333334)"
05-01-2023 13:40:28.190757,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.347297297297297)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.333333333333334)"
05-01-2023 13:40:29.567582,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.347297297297297)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.333333333333334)"
05-01-2023 13:40:30.615464,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.347297297297297)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:31.704691,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.347297297297297)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 14.9)"
05-01-2023 13:40:32.679813,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.347297297297297)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 14.9)"
05-01-2023 13:40:33.802707,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.347297297297297)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 14.9)"
05-01-2023 13:40:34.743970,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.347297297297297)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 14.9)"
05-01-2023 13:40:35.702979,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.347297297297297)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 14.5, 12.967741935483872)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.2)"
05-01-2023 13:40:36.719565,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 12.717391304347826)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.2)"
05-01-2023 13:40:37.669261,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 12.717391304347826)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.2)"
05-01-2023 13:40:38.610687,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 12.717391304347826)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.2)"
05-01-2023 13:40:39.530766,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.189655172413794)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:40.446613,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.32)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:41.377463,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.32)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:42.338191,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.32)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:43.296955,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.32)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:44.236777,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.32)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:45.238484,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.32)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 14.166666666666666)"
05-01-2023 13:40:46.287781,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3648148148148147)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:47.307606,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3372340425531912)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:48.297765,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3372340425531912)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:49.218881,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3372340425531912)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:50.263574,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3372340425531912)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:51.297450,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3372340425531912)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:52.351498,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3372340425531912)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:53.256173,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3372340425531912)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 15.071428571428571)"
05-01-2023 13:40:54.279798,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3372340425531912)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 14.625)"
05-01-2023 13:40:55.298664,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3372340425531912)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.0, 13.875)"
05-01-2023 13:40:56.280114,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3648148148148147)","(19.0, 36.0, 31.0)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.0, 14.4375)"
05-01-2023 13:40:57.173316,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.348611111111111)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.0, 14.625)"
05-01-2023 13:40:58.114859,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.348611111111111)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.0, 14.625)"
05-01-2023 13:40:59.014294,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.348611111111111)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.0, 14.625)"
05-01-2023 13:40:59.958711,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.348611111111111)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.0, 14.625)"
05-01-2023 13:41:00.923918,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.348611111111111)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.0, 14.625)"
05-01-2023 13:41:01.854010,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.348611111111111)","(19.0, 36.0, 34.0)","(21.0, 44.0, 34.5)","(7.0, 15.0, 13.571428571428571)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.0, 14.625)"
05-01-2023 13:41:02.827385,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.348611111111111)","(19.0, 36.0, 34.0)","(21.0, 44.0, 34.5)","(7.0, 15.5, 15.0)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.0, 14.625)"
05-01-2023 13:41:03.792939,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.348611111111111)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 15.5, 15.413793103448276)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.0, 14.25)"
05-01-2023 13:41:04.788414,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.348611111111111)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 16.0, 15.89655172413793)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 14.25)"
05-01-2023 13:41:05.739788,"(2.9, 3.7, 3.684848484848485)","(2.45, 3.65, 3.3648148148148147)","(19.0, 36.0, 31.0)","(21.0, 44.0, 34.5)","(7.0, 16.0, 15.89655172413793)","(3.6, 4.7, 4.404545454545454)","(8.5, 15.5, 14.048387096774194)"
05-01-2023 13:41:06.732856,"(2.9, 3.7, 3.6782608695652175)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.404545454545454)","(8.5, 17.5, 16.57894736842105)"
05-01-2023 13:41:07.845343,"(2.9, 3.7, 3.6782608695652175)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.404545454545454)","(8.5, 17.5, 16.57894736842105)"
05-01-2023 13:41:08.805113,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.404545454545454)","(8.5, 17.5, 16.57894736842105)"
05-01-2023 13:41:09.772880,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.404545454545454)","(8.5, 17.5, 16.57894736842105)"
05-01-2023 13:41:10.693206,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.404545454545454)","(8.5, 17.5, 16.57894736842105)"
05-01-2023 13:41:11.631690,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.404545454545454)","(8.5, 17.5, 16.57894736842105)"
05-01-2023 13:41:12.597846,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.4399999999999995)","(8.5, 17.5, 16.57894736842105)"
05-01-2023 13:41:13.583015,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.4399999999999995)","(8.5, 17.5, 16.57894736842105)"
05-01-2023 13:41:14.625939,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.4399999999999995)","(8.5, 17.5, 16.57894736842105)"
05-01-2023 13:41:15.737004,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.65, 3.3406976744186045)","(19.0, 36.0, 33.42857142857143)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.4399999999999995)","(8.5, 17.5, 14.583333333333334)"
05-01-2023 13:41:16.798675,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.65, 3.3648148148148147)","(19.0, 36.0, 30.5)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.4399999999999995)","(8.5, 17.5, 14.583333333333334)"
05-01-2023 13:41:17.901917,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.65, 3.3648148148148147)","(19.0, 36.0, 30.5)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.4399999999999995)","(8.5, 17.5, 14.583333333333334)"
05-01-2023 13:41:18.965245,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.65, 3.3648148148148147)","(19.0, 36.0, 30.5)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.4399999999999995)","(8.5, 17.5, 14.583333333333334)"
05-01-2023 13:41:20.048682,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.65, 3.3648148148148147)","(19.0, 36.0, 30.5)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.4399999999999995)","(8.5, 17.5, 14.583333333333334)"
05-01-2023 13:41:21.169545,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.65, 3.3648148148148147)","(19.0, 36.0, 30.5)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.4399999999999995)","(8.5, 17.5, 14.583333333333334)"
05-01-2023 13:41:22.176680,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.375)","(19.0, 36.0, 30.5)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.4399999999999995)","(8.5, 17.5, 14.583333333333334)"
05-01-2023 13:41:23.181592,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.375)","(19.0, 36.0, 28.666666666666668)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.4399999999999995)","(8.5, 17.5, 14.583333333333334)"
05-01-2023 13:41:24.332057,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.375)","(19.0, 36.0, 28.666666666666668)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.4399999999999995)","(8.5, 17.5, 14.583333333333334)"
05-01-2023 13:41:25.461626,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.375)","(19.0, 36.0, 28.666666666666668)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.328571428571428)","(8.5, 17.5, 14.583333333333334)"
05-01-2023 13:41:26.641372,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.344117647058823)","(19.0, 36.0, 28.666666666666668)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.328571428571428)","(8.5, 17.5, 14.666666666666666)"
05-01-2023 13:41:27.670950,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.344117647058823)","(19.0, 36.0, 32.333333333333336)","(21.0, 44.0, 34.5)","(7.0, 17.0, 16.11111111111111)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:28.756633,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3405405405405406)","(19.0, 36.0, 28.666666666666668)","(21.0, 44.0, 34.5)","(7.0, 17.0, 14.666666666666666)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:29.757304,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3405405405405406)","(19.0, 36.0, 28.666666666666668)","(21.0, 44.0, 34.5)","(7.0, 17.0, 14.666666666666666)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:30.802683,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3405405405405406)","(19.0, 36.0, 28.666666666666668)","(21.0, 44.0, 34.5)","(7.0, 17.0, 14.666666666666666)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:31.902900,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3405405405405406)","(19.0, 36.0, 28.666666666666668)","(21.0, 44.0, 34.5)","(7.0, 17.0, 15.0)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:32.983737,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3405405405405406)","(19.0, 36.0, 32.333333333333336)","(21.0, 44.0, 34.5)","(7.0, 17.0, 15.0)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:34.010587,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3405405405405406)","(19.0, 36.0, 32.333333333333336)","(21.0, 44.0, 34.5)","(7.0, 17.0, 15.0)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:34.983377,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3405405405405406)","(19.0, 36.0, 32.333333333333336)","(21.0, 44.0, 34.5)","(7.0, 17.0, 15.0)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:35.953157,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3652173913043475)","(19.0, 36.0, 32.333333333333336)","(21.0, 44.0, 34.5)","(7.0, 17.0, 15.0)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:36.940686,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3375)","(19.0, 36.0, 33.25)","(21.0, 44.0, 34.5)","(7.0, 17.0, 15.0)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:37.940421,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3375)","(19.0, 36.0, 33.25)","(21.0, 44.0, 34.5)","(7.0, 17.0, 15.0)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:39.033391,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3375)","(19.0, 36.0, 33.25)","(21.0, 44.0, 34.5)","(7.0, 17.0, 15.0)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:40.001744,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3375)","(19.0, 36.0, 33.25)","(21.0, 44.0, 34.5)","(7.0, 17.0, 15.0)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:41.149231,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3375)","(19.0, 36.0, 33.25)","(21.0, 44.0, 34.5)","(7.0, 17.0, 15.0)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:42.088389,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3375)","(19.0, 36.0, 33.25)","(21.0, 44.0, 34.5)","(7.0, 17.0, 15.0)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:43.029473,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3375)","(19.0, 36.0, 33.25)","(21.0, 44.0, 34.5)","(7.0, 17.0, 15.0)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 14.666666666666666)"
05-01-2023 13:41:44.163545,"(2.9, 3.7, 3.6166666666666667)","(2.45, 3.6, 3.3375)","(19.0, 36.0, 32.0)","(21.0, 44.0, 34.5)","(7.0, 17.0, 15.0)","(3.6, 4.7, 4.328571428571428)","(8.5, 18.0, 16.333333333333332)"
