,Bourne Supremacy,Home Brew,Vendetta Reef,Bucket Of Oil,Dragon Inn,Pick Star
11-01-2023 10:53:16.597053,"(21.0, 55.0, 29.285714285714285)","(1.95, 2.08, 2.0778846153846153)","(19.0, 32.0, 22.22222222222222)","(26.0, 65.0, 43.785714285714285)","(2.7, 5.2, 3.8666666666666667)","(4.0, 5.6, 5.199999999999999)"
11-01-2023 10:53:17.543916,"(21.0, 55.0, 29.285714285714285)","(1.95, 2.08, 2.077864077669903)","(19.0, 32.0, 22.22222222222222)","(26.0, 65.0, 43.785714285714285)","(2.7, 5.2, 3.8666666666666667)","(4.0, 5.6, 5.3)"
11-01-2023 10:53:18.481086,"(21.0, 55.0, 29.285714285714285)","(1.95, 2.08, 2.077864077669903)","(19.0, 32.0, 22.22222222222222)","(26.0, 65.0, 43.785714285714285)","(2.7, 5.2, 4.0)","(4.0, 5.6, 5.3)"
11-01-2023 10:53:19.337696,"(21.0, 55.0, 29.285714285714285)","(1.95, 2.08, 2.077864077669903)","(19.0, 32.0, 22.22222222222222)","(26.0, 65.0, 43.785714285714285)","(2.7, 5.2, 4.0)","(4.0, 5.6, 5.3)"
11-01-2023 10:53:20.232032,"(21.0, 55.0, 29.285714285714285)","(1.95, 2.08, 2.077864077669903)","(19.0, 32.0, 22.22222222222222)","(26.0, 65.0, 43.785714285714285)","(2.7, 5.2, 4.0)","(4.0, 5.6, 5.3)"
11-01-2023 10:53:21.120562,"(21.0, 55.0, 29.285714285714285)","(1.95, 2.08, 2.077864077669903)","(19.0, 32.0, 22.22222222222222)","(26.0, 65.0, 43.785714285714285)","(2.7, 5.2, 4.0)","(4.0, 5.6, 5.3)"
11-01-2023 10:53:22.054472,"(21.0, 55.0, 29.285714285714285)","(1.95, 2.08, 2.077864077669903)","(19.0, 32.0, 22.22222222222222)","(26.0, 65.0, 43.785714285714285)","(2.7, 5.2, 4.0)","(4.0, 5.6, 5.3)"
11-01-2023 10:53:22.985620,"(21.0, 55.0, 29.285714285714285)","(1.95, 2.08, 2.077864077669903)","(19.0, 32.0, 22.22222222222222)","(26.0, 65.0, 43.785714285714285)","(2.7, 5.2, 4.0375)","(4.0, 5.6, 5.3)"
11-01-2023 10:53:23.972383,"(21.0, 55.0, 29.285714285714285)","(1.95, 2.02, 2.019950248756219)","(19.0, 32.0, 22.22222222222222)","(26.0, 65.0, 43.785714285714285)","(2.7, 5.2, 4.0)","(4.0, 5.6, 5.3)"
11-01-2023 10:53:24.903119,"(21.0, 55.0, 29.285714285714285)","(1.95, 2.08, 2.077675544794189)","(19.0, 32.0, 22.22222222222222)","(26.0, 65.0, 43.785714285714285)","(2.7, 5.2, 5.135714285714286)","(4.0, 5.6, 5.016666666666667)"
11-01-2023 10:53:25.848860,"(21.0, 55.0, 30.142857142857142)","(1.95, 2.08, 2.025)","(19.0, 32.0, 22.22222222222222)","(26.0, 65.0, 43.785714285714285)","(2.7, 5.4, 4.783333333333333)","(4.0, 5.7, 5.016666666666667)"
11-01-2023 10:53:26.795311,"(21.0, 55.0, 44.76470588235294)","(1.95, 2.08, 2.025)","(19.0, 32.0, 22.22222222222222)","(26.0, 65.0, 43.785714285714285)","(2.7, 5.4, 4.628571428571429)","(4.0, 5.7, 5.016666666666667)"
11-01-2023 10:53:27.703906,"(21.0, 55.0, 44.76470588235294)","(1.95, 2.08, 2.0773333333333333)","(19.0, 32.0, 22.22222222222222)","(26.0, 65.0, 43.785714285714285)","(2.7, 5.4, 4.628571428571429)","(4.0, 5.7, 5.016666666666667)"
11-01-2023 10:53:28.654407,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.0773088685015293)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 43.785714285714285)","(2.8, 5.4, 4.5)","(4.0, 5.7, 5.016666666666667)"
11-01-2023 10:53:29.540334,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.06, 2.059065420560748)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 43.785714285714285)","(2.8, 5.4, 4.5)","(4.0, 5.7, 5.016666666666667)"
11-01-2023 10:53:30.564414,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.06, 2.059056603773585)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 43.785714285714285)","(2.8, 5.4, 4.5)","(4.0, 5.7, 5.016666666666667)"
11-01-2023 10:53:31.480542,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.06, 2.059056603773585)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 43.785714285714285)","(2.8, 5.4, 4.5)","(4.0, 5.7, 5.016666666666667)"
11-01-2023 10:53:32.351684,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.06, 2.059056603773585)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 43.785714285714285)","(2.8, 5.4, 4.5)","(4.0, 5.7, 5.016666666666667)"
11-01-2023 10:53:33.289789,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.06, 2.059056603773585)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 43.785714285714285)","(2.8, 5.4, 4.5)","(4.0, 5.7, 5.016666666666667)"
11-01-2023 10:53:34.313450,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.06, 2.0590506329113927)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 43.785714285714285)","(2.8, 5.4, 4.5)","(4.0, 5.7, 5.016666666666667)"
11-01-2023 10:53:35.368467,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.06, 2.0590506329113927)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 43.785714285714285)","(2.8, 5.4, 4.5)","(4.0, 5.7, 5.016666666666667)"
11-01-2023 10:53:36.409555,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.06, 2.059047619047619)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 43.785714285714285)","(2.8, 5.4, 4.5)","(4.0, 5.7, 5.016666666666667)"
11-01-2023 10:53:37.418230,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.06, 2.0590353697749197)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 43.785714285714285)","(2.8, 5.4, 4.44)","(4.0, 5.7, 5.016666666666667)"
11-01-2023 10:53:38.419759,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.06, 2.0590353697749197)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 43.785714285714285)","(2.8, 5.4, 4.44)","(4.0, 5.7, 5.016666666666667)"
11-01-2023 10:53:39.513683,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.06, 2.0590353697749197)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 43.785714285714285)","(2.8, 5.4, 4.44)","(4.0, 5.7, 5.0162790697674415)"
11-01-2023 10:53:40.457327,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.06, 2.059025974025974)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 43.785714285714285)","(2.8, 5.4, 4.44)","(4.0, 5.7, 5.0162790697674415)"
11-01-2023 10:53:41.441011,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.06, 2.059025974025974)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 45.75)","(2.8, 5.4, 4.127272727272727)","(4.0, 5.7, 5.085714285714285)"
11-01-2023 10:53:42.420165,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.06, 2.059016393442623)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 45.75)","(2.8, 5.4, 4.6421052631578945)","(4.0, 5.6, 5.075)"
11-01-2023 10:53:43.325229,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.077105263157895)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 45.75)","(2.8, 5.4, 3.8869565217391306)","(4.0, 5.6, 5.016666666666667)"
11-01-2023 10:53:44.171729,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.077105263157895)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 45.75)","(2.8, 5.4, 3.8869565217391306)","(4.0, 5.6, 5.016666666666667)"
11-01-2023 10:53:45.116228,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.077105263157895)","(20.0, 32.0, 22.22222222222222)","(31.0, 65.0, 45.75)","(2.8, 5.3, 4.953846153846154)","(4.0, 5.6, 5.016666666666667)"
11-01-2023 10:53:46.118991,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.077105263157895)","(20.0, 32.0, 22.22222222222222)","(31.0, 60.0, 44.72727272727273)","(2.8, 5.2, 4.7)","(4.0, 5.6, 5.016666666666667)"
11-01-2023 10:53:47.156128,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.077105263157895)","(20.0, 32.0, 22.22222222222222)","(31.0, 60.0, 47.55555555555556)","(2.8, 5.2, 4.5777777777777775)","(4.0, 5.6, 5.016666666666667)"
11-01-2023 10:53:48.080910,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.077105263157895)","(20.0, 32.0, 22.22222222222222)","(31.0, 60.0, 47.55555555555556)","(2.8, 5.2, 4.521875)","(4.0, 5.6, 5.055555555555555)"
11-01-2023 10:53:49.006508,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.0760856269113153)","(20.0, 32.0, 22.22222222222222)","(31.0, 60.0, 47.55555555555556)","(2.8, 5.2, 4.521875)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:53:50.141996,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.0760856269113153)","(20.0, 32.0, 22.22222222222222)","(31.0, 60.0, 47.55555555555556)","(2.8, 5.2, 4.918181818181818)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:53:51.169588,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.0416)","(20.0, 32.0, 22.22222222222222)","(31.0, 60.0, 47.55555555555556)","(2.8, 5.2, 4.7)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:53:52.120276,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.0294736842105263)","(20.0, 32.0, 22.22222222222222)","(31.0, 60.0, 47.55555555555556)","(2.8, 5.2, 4.7)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:53:53.108373,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.0294736842105263)","(20.0, 32.0, 22.22222222222222)","(31.0, 60.0, 47.55555555555556)","(2.8, 5.2, 4.9)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:53:54.062632,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.075328467153285)","(20.0, 32.0, 22.22222222222222)","(31.0, 60.0, 47.55555555555556)","(2.8, 5.2, 4.9)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:53:55.119664,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.076728624535316)","(20.0, 32.0, 24.666666666666668)","(31.0, 60.0, 47.55555555555556)","(2.8, 5.2, 4.9)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:53:56.097953,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.0766666666666667)","(20.0, 32.0, 24.666666666666668)","(31.0, 60.0, 47.55555555555556)","(2.8, 5.2, 4.9)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:53:57.094989,"(21.0, 55.0, 44.76470588235294)","(1.9, 2.08, 2.0766283524904217)","(20.0, 32.0, 24.666666666666668)","(31.0, 60.0, 40.0)","(2.8, 5.2, 5.038888888888889)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:53:58.141063,"(21.0, 55.0, 33.22222222222222)","(1.9, 2.08, 2.0751020408163265)","(20.0, 32.0, 26.285714285714285)","(31.0, 60.0, 41.42857142857143)","(2.8, 5.2, 5.038888888888889)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:53:59.093022,"(21.0, 55.0, 33.22222222222222)","(1.9, 2.08, 2.0751020408163265)","(20.0, 32.0, 26.285714285714285)","(31.0, 60.0, 41.42857142857143)","(2.8, 5.2, 5.038888888888889)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:54:00.114553,"(21.0, 55.0, 33.22222222222222)","(1.9, 2.08, 2.0751020408163265)","(20.0, 32.0, 27.0)","(31.0, 60.0, 44.5)","(2.8, 5.2, 4.309090909090909)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:54:01.164246,"(21.0, 55.0, 44.111111111111114)","(1.9, 2.08, 2.0736)","(20.0, 32.0, 27.0)","(31.0, 55.0, 44.5)","(2.8, 5.2, 4.5)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:54:02.300246,"(21.0, 55.0, 44.111111111111114)","(1.9, 2.08, 2.0736)","(20.0, 32.0, 27.0)","(31.0, 55.0, 44.5)","(2.8, 5.2, 4.5)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:54:03.438580,"(21.0, 55.0, 44.111111111111114)","(1.9, 2.08, 2.0736)","(20.0, 32.0, 27.0)","(31.0, 55.0, 44.5)","(2.8, 5.2, 4.5)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:54:04.441129,"(21.0, 55.0, 44.111111111111114)","(1.9, 2.08, 2.0736758893280633)","(20.0, 32.0, 27.0)","(31.0, 55.0, 44.5)","(2.8, 5.2, 4.5)","(4.0, 5.5, 5.013888888888889)"
11-01-2023 10:54:05.387224,"(21.0, 55.0, 44.111111111111114)","(1.9, 2.08, 2.0736758893280633)","(20.0, 32.0, 27.0)","(31.0, 55.0, 44.5)","(2.8, 5.2, 4.826666666666666)","(4.0, 5.5, 5.057142857142857)"
11-01-2023 10:54:06.398497,"(21.0, 55.0, 44.111111111111114)","(1.9, 2.08, 2.0736758893280633)","(20.0, 32.0, 27.0)","(31.0, 55.0, 44.5)","(2.8, 5.2, 4.826666666666666)","(4.0, 5.4, 5.057142857142857)"
11-01-2023 10:54:07.462918,"(21.0, 55.0, 44.111111111111114)","(1.9, 2.1, 2.0995652173913046)","(20.0, 32.0, 27.0)","(31.0, 55.0, 44.5)","(2.8, 5.2, 4.6375)","(4.0, 5.4, 5.2)"
11-01-2023 10:54:08.590704,"(21.0, 55.0, 36.1)","(1.9, 2.1, 2.097863247863248)","(20.0, 32.0, 27.0)","(31.0, 55.0, 45.45454545454545)","(2.8, 4.9, 4.23)","(4.0, 5.4, 5.2)"
11-01-2023 10:54:09.669911,"(21.0, 55.0, 36.1)","(1.9, 2.1, 2.097863247863248)","(20.0, 32.0, 27.0)","(31.0, 55.0, 45.45454545454545)","(2.8, 4.8, 4.20625)","(4.0, 5.4, 5.2)"
11-01-2023 10:54:10.735836,"(21.0, 55.0, 45.05263157894737)","(1.9, 2.1, 2.097863247863248)","(20.0, 32.0, 27.0)","(31.0, 55.0, 45.45454545454545)","(2.8, 4.8, 4.371428571428571)","(4.0, 5.4, 5.2)"
11-01-2023 10:54:11.737436,"(21.0, 55.0, 45.05263157894737)","(1.9, 2.1, 2.097863247863248)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.8, 4.088059701492537)","(4.0, 5.4, 5.04)"
11-01-2023 10:54:12.723336,"(21.0, 55.0, 46.0)","(1.9, 2.08, 2.0782905982905984)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.8, 4.5588235294117645)","(4.0, 5.4, 5.08)"
11-01-2023 10:54:13.733763,"(21.0, 55.0, 46.0)","(1.9, 2.08, 2.0782905982905984)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.7, 4.5588235294117645)","(4.0, 5.4, 5.222222222222222)"
11-01-2023 10:54:14.637366,"(21.0, 55.0, 46.0)","(1.9, 2.08, 2.0782905982905984)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.7, 4.348)","(4.0, 5.4, 5.222222222222222)"
11-01-2023 10:54:15.658427,"(21.0, 55.0, 46.0)","(1.9, 2.08, 2.0733004926108376)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.7, 4.348)","(4.0, 5.4, 5.08)"
11-01-2023 10:54:16.673512,"(21.0, 55.0, 46.0)","(1.9, 2.08, 2.0733004926108376)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.7, 4.348)","(4.0, 5.4, 5.08)"
11-01-2023 10:54:17.686058,"(21.0, 55.0, 32.25)","(1.9, 2.08, 2.0733004926108376)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.7, 4.0964912280701755)","(4.0, 5.4, 5.018518518518518)"
11-01-2023 10:54:18.634095,"(21.0, 55.0, 42.0)","(1.9, 2.08, 2.0733004926108376)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.7, 4.0964912280701755)","(4.0, 5.5, 5.018518518518518)"
11-01-2023 10:54:19.721994,"(21.0, 55.0, 42.0)","(1.9, 2.08, 2.075175879396985)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.7, 4.0964912280701755)","(4.0, 5.5, 5.018518518518518)"
11-01-2023 10:54:20.641646,"(21.0, 55.0, 42.0)","(1.9, 2.08, 2.0733333333333333)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.7, 4.345454545454546)","(4.0, 5.5, 5.018518518518518)"
11-01-2023 10:54:21.628061,"(21.0, 55.0, 52.63636363636364)","(1.9, 2.08, 2.0733333333333333)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.6, 4.345454545454546)","(4.0, 5.5, 5.018518518518518)"
11-01-2023 10:54:22.531287,"(21.0, 55.0, 52.63636363636364)","(1.9, 2.12, 2.1196190476190475)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.6, 4.345454545454546)","(4.0, 5.5, 5.325)"
11-01-2023 10:54:23.492445,"(21.0, 55.0, 52.63636363636364)","(1.9, 2.12, 2.119611650485437)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.6, 4.042028985507247)","(4.0, 5.4, 5.248387096774194)"
11-01-2023 10:54:24.529539,"(21.0, 55.0, 52.63636363636364)","(1.9, 2.12, 2.119611650485437)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.6, 4.05076923076923)","(4.0, 5.5, 5.325)"
11-01-2023 10:54:25.643262,"(21.0, 55.0, 52.63636363636364)","(1.9, 2.12, 2.119611650485437)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.6, 4.05076923076923)","(4.0, 5.4, 5.325)"
11-01-2023 10:54:26.648651,"(21.0, 55.0, 52.63636363636364)","(1.9, 2.12, 2.119611650485437)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.6, 4.05076923076923)","(4.0, 5.4, 5.325)"
11-01-2023 10:54:27.669028,"(21.0, 55.0, 52.63636363636364)","(1.9, 2.12, 2.119611650485437)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.6, 4.05076923076923)","(4.0, 5.4, 5.325)"
11-01-2023 10:54:28.647395,"(21.0, 55.0, 52.63636363636364)","(1.9, 2.14, 2.1365714285714286)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.6, 4.05076923076923)","(4.0, 5.4, 5.325)"
11-01-2023 10:54:29.680105,"(21.0, 55.0, 52.63636363636364)","(1.9, 2.14, 2.1365714285714286)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.6, 4.066101694915254)","(4.0, 5.4, 5.236363636363636)"
11-01-2023 10:54:30.739802,"(21.0, 55.0, 52.63636363636364)","(1.9, 2.14, 2.1365714285714286)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.8, 4.6, 4.127906976744186)","(4.0, 5.4, 5.236363636363636)"
11-01-2023 10:54:31.935067,"(21.0, 55.0, 52.63636363636364)","(1.9, 2.14, 2.1364705882352943)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.9, 4.6, 4.127906976744186)","(4.2, 5.4, 5.236363636363636)"
11-01-2023 10:54:33.144116,"(21.0, 60.0, 49.66666666666667)","(1.9, 2.14, 2.1364705882352943)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.9, 4.6, 4.3625)","(4.2, 5.4, 5.236363636363636)"
11-01-2023 10:54:34.231278,"(21.0, 60.0, 49.66666666666667)","(1.9, 2.14, 2.1363636363636367)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.9, 4.5, 4.366666666666666)","(4.2, 5.4, 5.236363636363636)"
11-01-2023 10:54:35.205002,"(21.0, 60.0, 49.66666666666667)","(1.9, 2.14, 2.1363636363636367)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.9, 4.5, 4.366666666666666)","(4.2, 5.4, 5.236363636363636)"
11-01-2023 10:54:36.191810,"(21.0, 60.0, 49.66666666666667)","(1.9, 2.14, 2.1360439560439564)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.9, 4.5, 4.116666666666667)","(4.2, 5.4, 5.057142857142857)"
11-01-2023 10:54:37.173636,"(21.0, 60.0, 49.66666666666667)","(1.9, 2.14, 2.1360439560439564)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 43.0)","(2.9, 4.7, 4.292105263157895)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:38.181106,"(21.0, 60.0, 42.85714285714286)","(1.9, 2.14, 2.1360439560439564)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.9, 4.7, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:39.166406,"(21.0, 60.0, 42.85714285714286)","(1.9, 2.14, 2.1360439560439564)","(20.0, 32.0, 26.285714285714285)","(31.0, 55.0, 44.5)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:40.187158,"(21.0, 60.0, 52.0)","(1.9, 2.14, 2.135909090909091)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 42.888888888888886)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:41.195241,"(21.0, 60.0, 52.0)","(1.9, 2.14, 2.135909090909091)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 42.888888888888886)","(2.9, 4.6, 4.4799999999999995)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:42.109033,"(21.0, 60.0, 52.0)","(1.9, 2.14, 2.1356626506024097)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 42.888888888888886)","(2.9, 4.6, 4.4799999999999995)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:43.013760,"(21.0, 60.0, 52.0)","(1.9, 2.14, 2.1355)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 42.888888888888886)","(2.9, 4.6, 4.4799999999999995)","(4.2, 5.4, 5.057142857142857)"
11-01-2023 10:54:43.931064,"(21.0, 60.0, 50.0)","(1.9, 2.14, 2.1355)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 42.888888888888886)","(2.9, 4.6, 4.4799999999999995)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:44.904806,"(21.0, 60.0, 43.84615384615385)","(1.9, 2.14, 2.1355)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 42.888888888888886)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:45.880946,"(21.0, 60.0, 43.333333333333336)","(1.9, 2.14, 2.1355)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 42.888888888888886)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:46.895141,"(21.0, 60.0, 42.85714285714286)","(1.9, 2.14, 2.1352)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 42.888888888888886)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:47.851211,"(21.0, 55.0, 43.5)","(1.9, 2.14, 2.1352)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 42.888888888888886)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:48.736404,"(21.0, 55.0, 51.16666666666667)","(1.9, 2.14, 2.1352)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 42.888888888888886)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:49.642783,"(21.0, 55.0, 42.45454545454545)","(1.9, 2.14, 2.1352)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 42.888888888888886)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:50.571568,"(21.0, 55.0, 47.73684210526316)","(1.9, 2.14, 2.1352)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 42.888888888888886)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.057142857142857)"
11-01-2023 10:54:51.522115,"(21.0, 55.0, 47.73684210526316)","(1.9, 2.12, 2.117297297297297)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 42.888888888888886)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:52.467812,"(21.0, 55.0, 47.73684210526316)","(1.9, 2.12, 2.115844155844156)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 42.888888888888886)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:53.389050,"(21.0, 55.0, 47.73684210526316)","(1.9, 2.12, 2.115844155844156)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 44.0)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:54.388664,"(21.0, 55.0, 47.73684210526316)","(1.9, 2.12, 2.115844155844156)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 44.0)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:55.325774,"(21.0, 55.0, 47.73684210526316)","(1.9, 2.12, 2.115844155844156)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 44.0)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:56.269231,"(21.0, 55.0, 47.73684210526316)","(1.9, 2.12, 2.115844155844156)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 44.0)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:57.271586,"(21.0, 55.0, 47.73684210526316)","(1.9, 2.12, 2.115844155844156)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 44.0)","(2.9, 4.6, 4.4)","(4.2, 5.4, 5.2)"
11-01-2023 10:54:58.298691,"(21.0, 55.0, 47.73684210526316)","(1.9, 2.12, 2.1183333333333336)","(20.0, 32.0, 26.285714285714285)","(31.0, 50.0, 44.0)","(2.9, 4.6, 4.4526315789473685)","(4.2, 5.4, 5.236363636363636)"
11-01-2023 10:54:59.326630,"(21.0, 55.0, 48.099999999999994)","(1.9, 2.08, 2.0232876712328767)","(20.0, 32.0, 26.0)","(31.0, 50.0, 44.0)","(2.9, 4.6, 4.536842105263157)","(4.2, 5.4, 5.236363636363636)"
11-01-2023 10:55:00.364462,"(21.0, 55.0, 48.099999999999994)","(1.9, 2.08, 2.023076923076923)","(20.0, 32.0, 26.0)","(31.0, 50.0, 44.0)","(2.9, 4.6, 4.536842105263157)","(4.2, 5.4, 5.236363636363636)"
