,Mine To Hold,Royal Crusader,Respect For All,Charitable Visit,Auts Revolution,Uncle Jerome,Raise A Speights,The Iron Bank
12-01-2023 11:53:02.641802,"(8.0, 11.5, 11.23)","(2.6, 3.0, 2.955)","(41.0, 220.0, 155.0)","(9.0, 38.0, 27.5)","(4.6, 6.8, 6.542857142857143)","(41.0, 230.0, 159.66666666666666)","(2.9, 3.25, 3.1511363636363634)","(71.0, 230.0, 162.0)"
12-01-2023 11:53:03.710683,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.9)","(41.0, 220.0, 181.0)","(9.0, 38.0, 27.5)","(4.6, 6.8, 6.542857142857143)","(41.0, 230.0, 177.25)","(2.9, 3.25, 3.1511363636363634)","(71.0, 230.0, 179.0)"
12-01-2023 11:53:04.852961,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.9)","(41.0, 220.0, 181.0)","(9.0, 38.0, 27.5)","(4.6, 6.8, 6.5)","(41.0, 230.0, 177.25)","(2.9, 3.25, 3.1511363636363634)","(71.0, 230.0, 179.0)"
12-01-2023 11:53:05.971866,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.957894736842105)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 6.8, 6.5)","(41.0, 230.0, 177.375)","(2.9, 3.25, 3.1511363636363634)","(71.0, 230.0, 189.2)"
12-01-2023 11:53:07.077756,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.957894736842105)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 6.8, 6.5)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:08.240155,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.957894736842105)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 6.8, 6.5)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:09.413724,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.957894736842105)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 6.8, 6.5)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:10.631856,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.957894736842105)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 6.8, 6.5)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:11.777446,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.957894736842105)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 6.8, 6.5)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:12.958375,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.957894736842105)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 6.8, 6.5)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:14.068000,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.957894736842105)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 6.8, 6.5)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:15.172345,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.957894736842105)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 6.8, 6.5)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:16.248183,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.957894736842105)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 6.8, 6.6909090909090905)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:17.319891,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.915294117647059)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 6.8, 6.8545454545454545)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:18.372194,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.915294117647059)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.0, 6.7)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:19.444514,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.915294117647059)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.0, 6.7)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:20.457527,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.915294117647059)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.0, 6.7)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:21.477423,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.915294117647059)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.0, 6.890909090909091)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:22.501280,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.0, 6.8545454545454545)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:23.581989,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.0, 6.7)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:24.621723,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.0, 6.7)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:25.726266,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.0, 6.7)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:26.859190,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.0, 6.7)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 189.2)"
12-01-2023 11:53:27.936662,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.114285714285715)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:29.083424,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.4, 6.9)","(41.0, 230.0, 145.8)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:30.179345,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.4, 6.9)","(41.0, 230.0, 169.875)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:31.262229,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.4, 6.9)","(41.0, 220.0, 169.875)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:32.415182,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.4, 6.9)","(41.0, 220.0, 145.8)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:33.547292,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.4, 6.9)","(41.0, 230.0, 169.875)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:34.662659,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.4, 6.9)","(41.0, 220.0, 169.875)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:35.839515,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.4, 6.9)","(41.0, 220.0, 145.8)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:37.000196,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.4, 6.9)","(41.0, 230.0, 169.875)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:38.132781,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.4, 7.0)","(41.0, 220.0, 169.875)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:39.242937,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 220.0, 169.875)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:40.363541,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 220.0, 169.875)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:41.481047,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 220.0, 145.8)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:42.532166,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 169.875)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:43.610448,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 220.0, 169.875)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:44.773318,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 220.0, 145.8)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:45.817393,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 169.875)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:46.945050,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 220.0, 169.875)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:48.001257,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 220.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:49.061981,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:50.123814,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:51.170506,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:52.278935,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:53.328939,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:54.340259,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 123.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:55.368877,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 123.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:56.438601,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 123.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:57.528811,"(8.0, 11.5, 11.254545454545454)","(2.6, 3.0, 2.7600000000000002)","(41.0, 220.0, 123.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:58.628711,"(8.0, 11.5, 11.25)","(2.6, 3.0, 2.925)","(41.0, 220.0, 192.14285714285714)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:53:59.668992,"(8.0, 11.5, 11.25)","(2.6, 3.0, 2.925)","(41.0, 220.0, 192.14285714285714)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:54:00.790457,"(8.0, 11.5, 11.25)","(2.6, 3.0, 2.925)","(41.0, 220.0, 192.14285714285714)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1511363636363634)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:54:01.848574,"(8.0, 11.5, 11.25)","(2.6, 3.0, 2.925)","(41.0, 220.0, 192.14285714285714)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.0)","(41.0, 230.0, 177.375)","(2.8, 3.25, 3.1625)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:54:03.048689,"(8.0, 11.5, 11.25)","(2.6, 3.0, 2.92)","(41.0, 220.0, 192.14285714285714)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.257142857142857)","(41.0, 230.0, 160.0)","(2.8, 3.25, 3.201234567901235)","(61.0, 230.0, 204.5)"
12-01-2023 11:54:04.158856,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.0, 2.8492307692307692)","(41.0, 220.0, 192.14285714285714)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.257142857142857)","(41.0, 230.0, 160.0)","(2.8, 3.25, 3.201234567901235)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:54:05.418756,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.0, 2.9183333333333334)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.257142857142857)","(41.0, 230.0, 160.0)","(2.8, 3.25, 3.201234567901235)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:54:06.608609,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.0, 2.9183333333333334)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.257142857142857)","(41.0, 230.0, 160.0)","(2.8, 3.25, 3.201234567901235)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:54:07.699702,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.0, 2.9183333333333334)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.257142857142857)","(41.0, 230.0, 160.0)","(2.8, 3.25, 3.201234567901235)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:54:08.943260,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.0, 2.9183333333333334)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.257142857142857)","(41.0, 230.0, 160.0)","(2.8, 3.25, 3.201234567901235)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:54:10.149689,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.0, 2.9183333333333334)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.257142857142857)","(41.0, 230.0, 160.0)","(2.8, 3.25, 3.201234567901235)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:54:11.359385,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.0, 2.9183333333333334)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.257142857142857)","(41.0, 230.0, 160.0)","(2.8, 3.25, 3.201234567901235)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:54:12.528216,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.0, 2.9183333333333334)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.257142857142857)","(41.0, 230.0, 160.0)","(2.8, 3.25, 3.201234567901235)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:54:13.682667,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.0, 2.9183333333333334)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.257142857142857)","(41.0, 230.0, 160.0)","(2.8, 3.25, 3.201234567901235)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:54:14.796368,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.0, 2.9183333333333334)","(41.0, 220.0, 187.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.257142857142857)","(41.0, 230.0, 160.0)","(2.8, 3.25, 3.201234567901235)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:54:15.930181,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.0, 2.9183333333333334)","(41.0, 220.0, 122.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 230.0, 160.0)","(2.8, 3.25, 3.201234567901235)","(61.0, 230.0, 207.33333333333334)"
12-01-2023 11:54:17.065303,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.3, 3.2684210526315787)","(41.0, 220.0, 123.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 230.0, 133.33333333333331)","(2.8, 3.25, 3.155952380952381)","(61.0, 230.0, 171.77777777777777)"
12-01-2023 11:54:18.141572,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.3, 3.105555555555555)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 190.0, 133.33333333333331)","(2.8, 3.25, 3.154819277108434)","(61.0, 190.0, 171.77777777777777)"
12-01-2023 11:54:19.204817,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.3, 3.105555555555555)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 190.0, 133.33333333333331)","(2.8, 3.25, 3.154819277108434)","(61.0, 190.0, 171.77777777777777)"
12-01-2023 11:54:20.217795,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.3, 3.105555555555555)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 190.0, 105.0)","(2.8, 3.25, 3.154819277108434)","(61.0, 190.0, 171.77777777777777)"
12-01-2023 11:54:21.235194,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.35, 3.076086956521739)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 190.0, 105.0)","(2.8, 3.25, 3.154819277108434)","(61.0, 190.0, 171.77777777777777)"
12-01-2023 11:54:22.279156,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.35, 3.084285714285714)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 190.0, 126.66666666666667)","(2.8, 3.25, 3.154819277108434)","(61.0, 190.0, 171.77777777777777)"
12-01-2023 11:54:23.328132,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.35, 3.084285714285714)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 180.0, 126.66666666666667)","(2.8, 3.25, 3.154819277108434)","(61.0, 190.0, 171.77777777777777)"
12-01-2023 11:54:24.412978,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.35, 3.084285714285714)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 180.0, 126.66666666666667)","(2.8, 3.25, 3.154819277108434)","(61.0, 190.0, 171.77777777777777)"
12-01-2023 11:54:25.644544,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.35, 3.084285714285714)","(41.0, 190.0, 162.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 180.0, 126.66666666666667)","(2.8, 3.25, 3.154819277108434)","(61.0, 190.0, 157.2)"
12-01-2023 11:54:26.827401,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.35, 3.084285714285714)","(41.0, 190.0, 162.5)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 180.0, 105.0)","(2.8, 3.25, 3.154819277108434)","(61.0, 190.0, 157.2)"
12-01-2023 11:54:27.893720,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.35, 3.084285714285714)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 190.0, 126.66666666666667)","(2.8, 3.25, 3.154819277108434)","(61.0, 190.0, 157.2)"
12-01-2023 11:54:29.035102,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.35, 3.084285714285714)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 180.0, 126.66666666666667)","(2.8, 3.25, 3.154819277108434)","(61.0, 190.0, 162.88888888888889)"
12-01-2023 11:54:30.290160,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.35, 3.084285714285714)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 180.0, 133.33333333333331)","(2.8, 3.25, 3.154819277108434)","(61.0, 180.0, 162.88888888888889)"
12-01-2023 11:54:31.311320,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.35, 3.084285714285714)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 190.0, 133.33333333333331)","(2.8, 3.25, 3.154819277108434)","(61.0, 180.0, 162.88888888888889)"
12-01-2023 11:54:32.339006,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.35, 3.084285714285714)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 190.0, 126.66666666666667)","(2.8, 3.25, 3.154819277108434)","(61.0, 180.0, 157.2)"
12-01-2023 11:54:33.419940,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.35, 3.084285714285714)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 180.0, 126.66666666666667)","(2.8, 3.25, 3.154819277108434)","(61.0, 190.0, 162.88888888888889)"
12-01-2023 11:54:34.572916,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.35, 3.084285714285714)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 180.0, 126.66666666666667)","(2.8, 3.25, 3.154819277108434)","(61.0, 180.0, 171.77777777777777)"
12-01-2023 11:54:35.671153,"(8.0, 11.5, 11.272727272727273)","(2.6, 3.35, 3.084285714285714)","(41.0, 190.0, 108.0)","(9.0, 38.0, 27.5)","(4.6, 7.6, 7.12)","(41.0, 180.0, 126.66666666666667)","(2.8, 3.25, 3.154819277108434)","(61.0, 190.0, 171.77777777777777)"
