,Mine To Hold,Royal Crusader,Respect For All,Charitable Visit,Auts Revolution,Uncle Jerome,Raise A Speights,The Iron Bank
12-01-2023 11:32:14.937274,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:16.002286,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:17.154404,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:18.360502,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:19.585861,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:20.715096,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:21.828974,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:22.889712,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:24.008792,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:25.113341,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:26.248837,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:27.347366,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:28.455747,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:29.550209,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:30.657123,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:31.760652,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:32.860486,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:33.912774,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:34.931030,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:35.952337,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:37.093782,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:38.186084,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:39.284084,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:40.342479,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:41.487108,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:42.658480,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:43.797493,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:45.007801,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:46.192404,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:47.326304,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:48.396757,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:49.457116,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:50.529969,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:51.657570,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:52.786429,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:53.856277,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:55.055099,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:56.322189,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:57.550715,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:58.704731,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:32:59.944342,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:01.103994,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:02.287870,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:03.488105,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:04.669186,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:05.861481,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:07.031472,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:08.097108,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:09.268414,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:10.361367,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 3.04)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:11.501504,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.832307692307692)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:12.599801,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.15, 2.832307692307692)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:13.745056,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.15, 2.832307692307692)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:14.954948,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.15, 2.965)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:16.071048,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.1, 2.965)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:17.152093,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.1, 2.965)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:18.223954,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.1, 2.965)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:19.420248,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.1, 2.965)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:20.544524,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.1, 2.965)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:21.749633,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.1, 2.965)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:22.843277,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.1, 2.965)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:24.005426,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.1, 2.965)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:25.191560,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.1, 2.965)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:26.439166,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.1, 2.965)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:27.715071,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.1, 2.965)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:28.908339,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.1, 2.8553846153846156)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:30.067322,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.8553846153846156)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:31.239327,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:32.377271,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:33.577176,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:34.745777,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:35.877790,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:36.944403,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:38.127910,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:39.522338,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:41.179170,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:42.645959,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:44.053273,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:45.407267,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:46.786726,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:48.069252,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:49.229326,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:50.438954,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:51.615562,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:52.823426,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:54.054330,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:55.278917,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:56.432386,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:57.647877,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:33:58.909726,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:34:00.253555,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:34:01.512034,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:34:02.698147,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:34:03.924130,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
12-01-2023 11:34:05.156466,"(8.5, 230.0, 174.85)","(2.6, 3.35, 3.105)","(31.0, 230.0, 175.0)","(8.5, 230.0, 174.9)","(4.6, 230.0, 173.8)","(41.0, 230.0, 175.0)","(2.7, 3.2, 2.816)","(71.0, 230.0, 192.4)"
