,Senorita Brooke,Purrfect Moon,Cinnamon Face,Miz Cali,How Bout Me,Aspen Wonder,Cranky Sheila,Trickskis Gold,Biogenic Babe
15-12-2022 14:16:54.983629,"(11.0, 16.0, 14.8)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.966666666666667)","(13.0, 22.0, 20.0)","(5.5, 7.6, 7.333333333333333)","(41.0, 340.0, 248.33333333333334)","(21.0, 710.0, 485.3333333333333)","(17.0, 34.0, 24.0)","(2.4, 2.68, 2.6564705882352944)"
15-12-2022 14:16:56.144198,"(11.0, 16.0, 14.8)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.966666666666667)","(13.0, 22.0, 20.0)","(5.5, 7.6, 7.333333333333333)","(41.0, 340.0, 248.33333333333334)","(21.0, 710.0, 485.3333333333333)","(17.0, 34.0, 24.0)","(2.4, 2.68, 2.6564705882352944)"
15-12-2022 14:16:57.366611,"(11.0, 16.0, 14.8)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.966666666666667)","(13.0, 22.0, 20.0)","(5.5, 7.6, 7.333333333333333)","(41.0, 340.0, 248.33333333333334)","(21.0, 710.0, 485.3333333333333)","(17.0, 34.0, 24.0)","(2.4, 2.68, 2.6564705882352944)"
15-12-2022 14:16:58.580949,"(11.0, 16.0, 14.8)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.966666666666667)","(13.0, 22.0, 20.0)","(5.5, 7.6, 7.333333333333333)","(41.0, 340.0, 248.33333333333334)","(21.0, 710.0, 485.3333333333333)","(17.0, 34.0, 24.0)","(2.4, 2.68, 2.6670967741935487)"
15-12-2022 14:16:59.996919,"(11.0, 16.0, 14.8)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.966666666666667)","(13.0, 22.0, 20.0)","(5.5, 7.6, 7.333333333333333)","(41.0, 340.0, 248.33333333333334)","(21.0, 710.0, 485.3333333333333)","(17.0, 34.0, 24.0)","(2.4, 2.68, 2.6670967741935487)"
15-12-2022 14:17:01.239636,"(11.0, 16.0, 14.8)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.966666666666667)","(13.0, 22.0, 19.0)","(5.5, 7.6, 7.3)","(41.0, 340.0, 248.33333333333334)","(21.0, 710.0, 262.0)","(17.0, 34.0, 25.428571428571427)","(2.4, 2.68, 2.652727272727273)"
15-12-2022 14:17:02.529933,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 6.2, 6.1)","(13.0, 22.0, 19.0)","(5.5, 7.6, 7.3)","(41.0, 340.0, 202.5)","(21.0, 710.0, 262.0)","(17.0, 34.0, 26.0)","(2.4, 2.68, 2.652727272727273)"
15-12-2022 14:17:03.760598,"(11.0, 16.0, 15.0)","(6.0, 8.2, 7.64)","(5.0, 6.6, 6.285714285714286)","(13.0, 22.0, 19.0)","(5.5, 7.6, 7.171428571428572)","(41.0, 340.0, 202.5)","(21.0, 710.0, 262.0)","(17.0, 32.0, 26.0)","(2.4, 2.68, 2.652727272727273)"
15-12-2022 14:17:05.057257,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 6.6, 6.285714285714286)","(13.0, 22.0, 19.0)","(5.5, 7.6, 7.24)","(41.0, 340.0, 202.5)","(21.0, 710.0, 262.0)","(17.0, 32.0, 26.0)","(2.4, 2.68, 2.652727272727273)"
15-12-2022 14:17:06.279452,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 6.6, 5.923076923076923)","(13.0, 22.0, 18.666666666666668)","(5.5, 7.6, 7.24)","(41.0, 340.0, 202.5)","(21.0, 710.0, 141.66666666666669)","(17.0, 32.0, 24.5)","(2.4, 2.68, 2.652727272727273)"
15-12-2022 14:17:07.505689,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 6.6, 5.933333333333333)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 340.0, 202.5)","(21.0, 660.0, 141.66666666666669)","(17.0, 32.0, 24.666666666666668)","(2.4, 2.68, 2.652727272727273)"
15-12-2022 14:17:08.748044,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 6.4, 5.739130434782608)","(13.0, 21.0, 17.9375)","(5.5, 7.6, 7.109090909090909)","(41.0, 340.0, 202.5)","(21.0, 660.0, 141.66666666666669)","(17.0, 30.0, 24.666666666666668)","(2.4, 2.68, 2.6550000000000002)"
15-12-2022 14:17:10.045815,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 6.6, 5.8)","(13.0, 21.0, 17.9375)","(5.5, 7.6, 7.109090909090909)","(41.0, 340.0, 202.5)","(21.0, 660.0, 141.66666666666669)","(17.0, 30.0, 24.666666666666668)","(2.4, 2.68, 2.6550000000000002)"
15-12-2022 14:17:11.245114,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.8)","(13.0, 21.0, 17.9375)","(5.5, 7.6, 7.109090909090909)","(41.0, 340.0, 202.5)","(21.0, 660.0, 191.0)","(17.0, 30.0, 24.666666666666668)","(2.4, 2.68, 2.6550000000000002)"
15-12-2022 14:17:12.407596,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.8)","(13.0, 21.0, 17.9375)","(5.5, 7.6, 7.109090909090909)","(41.0, 340.0, 197.5)","(21.0, 650.0, 191.0)","(17.0, 30.0, 24.666666666666668)","(2.4, 2.68, 2.6550000000000002)"
15-12-2022 14:17:13.614132,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.8)","(13.0, 21.0, 17.9375)","(5.5, 7.6, 7.109090909090909)","(41.0, 330.0, 197.5)","(21.0, 650.0, 191.0)","(17.0, 30.0, 24.666666666666668)","(2.4, 2.68, 2.6550000000000002)"
15-12-2022 14:17:14.713650,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.8)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 330.0, 197.5)","(21.0, 650.0, 191.0)","(17.0, 30.0, 24.666666666666668)","(2.4, 2.68, 2.6550000000000002)"
15-12-2022 14:17:15.797055,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.8)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 330.0, 197.5)","(21.0, 650.0, 191.0)","(17.0, 30.0, 24.666666666666668)","(2.4, 2.68, 2.6550000000000002)"
15-12-2022 14:17:16.913790,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.8)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 330.0, 197.5)","(21.0, 650.0, 191.0)","(17.0, 30.0, 24.666666666666668)","(2.4, 2.68, 2.6550000000000002)"
15-12-2022 14:17:18.084706,"(11.0, 16.0, 15.285714285714286)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.488888888888889)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 330.0, 216.42857142857142)","(21.0, 650.0, 160.4)","(17.0, 30.0, 24.666666666666668)","(2.4, 2.68, 2.6550000000000002)"
15-12-2022 14:17:19.291846,"(11.0, 16.0, 15.285714285714286)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.3999999999999995)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 330.0, 216.42857142857142)","(21.0, 650.0, 160.4)","(17.0, 32.0, 28.666666666666668)","(2.4, 2.68, 2.6550000000000002)"
15-12-2022 14:17:20.509669,"(11.0, 16.0, 15.285714285714286)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.39)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 330.0, 216.42857142857142)","(21.0, 650.0, 160.4)","(17.0, 32.0, 28.666666666666668)","(2.4, 2.68, 2.6550000000000002)"
15-12-2022 14:17:21.796288,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 6.2, 5.5)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 330.0, 216.42857142857142)","(21.0, 650.0, 160.4)","(17.0, 32.0, 28.666666666666668)","(2.4, 2.68, 2.6550000000000002)"
15-12-2022 14:17:23.037717,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.5)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 330.0, 216.42857142857142)","(21.0, 650.0, 160.4)","(17.0, 32.0, 28.666666666666668)","(2.4, 2.68, 2.6550000000000002)"
15-12-2022 14:17:24.252375,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.5)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 330.0, 216.42857142857142)","(21.0, 650.0, 160.4)","(17.0, 32.0, 28.4)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:25.612983,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.5)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 330.0, 235.0)","(21.0, 650.0, 160.4)","(17.0, 32.0, 28.4)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:26.930005,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.5)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 235.0)","(21.0, 650.0, 160.4)","(17.0, 32.0, 28.4)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:28.163967,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.592307692307693)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 235.0)","(21.0, 650.0, 160.4)","(17.0, 32.0, 28.4)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:29.397910,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.530769230769231)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 220.0)","(21.0, 650.0, 160.4)","(17.0, 32.0, 28.4)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:30.585656,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.530769230769231)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 220.0)","(21.0, 650.0, 160.4)","(17.0, 32.0, 28.4)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:31.728270,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.530769230769231)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 220.0)","(21.0, 650.0, 160.4)","(17.0, 32.0, 28.4)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:32.869465,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.530769230769231)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 220.0)","(21.0, 650.0, 465.2)","(17.0, 32.0, 28.4)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:34.031416,"(11.0, 16.0, 15.166666666666666)","(6.0, 8.2, 7.635294117647058)","(5.0, 5.9, 5.530769230769231)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 220.0)","(21.0, 650.0, 465.2)","(17.0, 32.0, 28.4)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:35.125067,"(11.0, 16.5, 15.5)","(6.0, 8.2, 7.635294117647058)","(5.0, 5.9, 5.530769230769231)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 220.0)","(21.0, 650.0, 465.2)","(17.0, 32.0, 27.714285714285715)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:36.308837,"(11.0, 19.5, 18.583333333333332)","(6.0, 8.2, 7.635294117647058)","(5.0, 6.2, 5.933333333333334)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 220.0)","(21.0, 650.0, 465.2)","(17.0, 34.0, 27.714285714285715)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:37.456557,"(11.0, 19.5, 17.928571428571427)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.8)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 220.0)","(21.0, 610.0, 538.0)","(17.0, 34.0, 26.0)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:38.693063,"(11.0, 19.5, 17.928571428571427)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.914285714285715)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 220.0)","(26.0, 610.0, 538.0)","(15.0, 32.0, 26.0)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:39.940374,"(11.0, 19.5, 17.928571428571427)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.914285714285715)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 220.0)","(26.0, 610.0, 538.0)","(15.0, 32.0, 26.0)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:41.124868,"(11.0, 19.5, 17.928571428571427)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.914285714285715)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 220.0)","(26.0, 610.0, 538.0)","(15.0, 32.0, 26.0)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:42.373475,"(11.0, 19.5, 17.928571428571427)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.875)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 220.0)","(26.0, 610.0, 538.0)","(15.0, 32.0, 26.0)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:43.549701,"(11.0, 19.5, 17.928571428571427)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.875)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.109090909090909)","(41.0, 320.0, 220.0)","(26.0, 610.0, 538.0)","(15.0, 32.0, 26.0)","(2.4, 2.68, 2.646666666666667)"
15-12-2022 14:17:44.710449,"(11.0, 19.5, 17.928571428571427)","(6.0, 8.2, 7.64)","(5.0, 6.0, 6.324999999999999)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.24)","(41.0, 320.0, 220.0)","(26.0, 610.0, 324.0)","(15.0, 32.0, 26.0)","(2.4, 2.68, 2.580774193548387)"
15-12-2022 14:17:45.883473,"(11.0, 19.5, 17.928571428571427)","(6.0, 8.2, 7.64)","(5.0, 6.6, 5.622727272727273)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.24)","(41.0, 320.0, 220.0)","(26.0, 610.0, 324.0)","(15.0, 30.0, 24.333333333333332)","(2.4, 2.62, 2.586666666666667)"
15-12-2022 14:17:47.060669,"(11.0, 19.5, 17.928571428571427)","(6.0, 8.2, 7.64)","(5.0, 6.4, 6.04)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.24)","(41.0, 320.0, 195.0)","(26.0, 610.0, 131.66666666666669)","(15.0, 29.0, 24.333333333333332)","(2.4, 2.62, 2.586666666666667)"
15-12-2022 14:17:48.252061,"(11.0, 19.5, 17.928571428571427)","(6.0, 8.2, 7.64)","(5.0, 6.4, 5.565217391304348)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.24)","(41.0, 320.0, 226.25)","(26.0, 600.0, 131.66666666666669)","(15.0, 29.0, 24.333333333333332)","(2.4, 2.62, 2.58375)"
15-12-2022 14:17:49.472828,"(11.0, 19.5, 16.6875)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.609090909090909)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.24)","(41.0, 320.0, 226.25)","(26.0, 600.0, 131.66666666666669)","(15.0, 29.0, 24.333333333333332)","(2.4, 2.62, 2.58375)"
15-12-2022 14:17:50.727618,"(11.0, 19.5, 16.6875)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.609090909090909)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.24)","(41.0, 320.0, 226.25)","(26.0, 600.0, 131.66666666666669)","(15.0, 29.0, 24.666666666666668)","(2.4, 2.62, 2.58375)"
15-12-2022 14:17:51.895414,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.609090909090909)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.24)","(41.0, 320.0, 226.25)","(26.0, 600.0, 131.66666666666669)","(15.0, 30.0, 24.666666666666668)","(2.4, 2.62, 2.58375)"
15-12-2022 14:17:53.141959,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.609090909090909)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.3)","(41.0, 320.0, 226.25)","(26.0, 600.0, 131.66666666666669)","(15.0, 30.0, 24.666666666666668)","(2.4, 2.62, 2.58375)"
15-12-2022 14:17:54.367398,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.609090909090909)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.3)","(41.0, 320.0, 278.3333333333333)","(26.0, 600.0, 131.66666666666669)","(15.0, 30.0, 26.142857142857142)","(2.4, 2.62, 2.58375)"
15-12-2022 14:17:55.557825,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.609090909090909)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.3)","(41.0, 320.0, 286.6666666666667)","(26.0, 600.0, 131.66666666666669)","(15.0, 34.0, 26.5)","(2.4, 2.62, 2.58375)"
15-12-2022 14:17:56.766318,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.609090909090909)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.3)","(41.0, 330.0, 286.6666666666667)","(26.0, 600.0, 131.66666666666669)","(16.0, 30.0, 26.142857142857142)","(2.4, 2.62, 2.584848484848485)"
15-12-2022 14:17:57.964213,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.609090909090909)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.3)","(41.0, 330.0, 286.6666666666667)","(26.0, 600.0, 131.66666666666669)","(16.0, 34.0, 26.0)","(2.4, 2.62, 2.584848484848485)"
15-12-2022 14:17:59.118649,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.609090909090909)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.3)","(41.0, 330.0, 286.6666666666667)","(26.0, 600.0, 131.66666666666669)","(16.0, 32.0, 26.0)","(2.4, 2.62, 2.584848484848485)"
15-12-2022 14:18:00.297344,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.609090909090909)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.3)","(41.0, 330.0, 286.6666666666667)","(26.0, 600.0, 131.66666666666669)","(16.0, 32.0, 26.0)","(2.4, 2.62, 2.584848484848485)"
15-12-2022 14:18:01.447706,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 5.9, 5.609090909090909)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.3)","(41.0, 330.0, 286.6666666666667)","(26.0, 600.0, 131.66666666666669)","(16.0, 32.0, 24.8)","(2.4, 2.62, 2.584848484848485)"
15-12-2022 14:18:02.590286,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.3)","(41.0, 330.0, 287.5)","(26.0, 600.0, 131.66666666666669)","(16.0, 32.0, 26.0)","(2.4, 2.62, 2.5855172413793106)"
15-12-2022 14:18:03.720378,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.3)","(41.0, 360.0, 232.0)","(26.0, 600.0, 131.66666666666669)","(16.0, 32.0, 26.5)","(2.4, 2.62, 2.5855172413793106)"
15-12-2022 14:18:04.837032,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 232.0)","(26.0, 600.0, 317.0)","(16.0, 30.0, 26.5)","(2.4, 2.62, 2.5855172413793106)"
15-12-2022 14:18:05.946759,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 232.0)","(26.0, 600.0, 317.0)","(16.0, 30.0, 24.666666666666668)","(2.4, 2.62, 2.5855172413793106)"
15-12-2022 14:18:07.133695,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 232.0)","(26.0, 600.0, 317.0)","(16.0, 30.0, 24.666666666666668)","(2.4, 2.62, 2.5855172413793106)"
15-12-2022 14:18:08.312055,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 232.0)","(26.0, 600.0, 317.0)","(16.0, 30.0, 24.666666666666668)","(2.4, 2.62, 2.5855172413793106)"
15-12-2022 14:18:09.489358,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.894736842105263)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 232.0)","(26.0, 600.0, 317.0)","(16.0, 30.0, 24.666666666666668)","(2.4, 2.62, 2.600769230769231)"
15-12-2022 14:18:10.746983,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 232.0)","(26.0, 600.0, 317.0)","(16.0, 30.0, 24.666666666666668)","(2.4, 2.62, 2.600769230769231)"
15-12-2022 14:18:12.027938,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 232.0)","(26.0, 600.0, 317.0)","(16.0, 30.0, 24.666666666666668)","(2.4, 2.62, 2.600769230769231)"
15-12-2022 14:18:13.219371,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 232.0)","(26.0, 600.0, 317.0)","(16.0, 30.0, 24.4)","(2.4, 2.62, 2.600769230769231)"
15-12-2022 14:18:14.391283,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 232.0)","(26.0, 600.0, 317.0)","(16.0, 34.0, 24.5)","(2.4, 2.62, 2.600769230769231)"
15-12-2022 14:18:15.571231,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 232.0)","(26.0, 600.0, 317.0)","(16.0, 32.0, 24.5)","(2.4, 2.62, 2.600769230769231)"
15-12-2022 14:18:16.786619,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 232.0)","(26.0, 600.0, 118.28571428571429)","(16.0, 32.0, 24.0)","(2.4, 2.62, 2.600769230769231)"
15-12-2022 14:18:18.018527,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 238.75)","(26.0, 600.0, 118.28571428571429)","(16.0, 32.0, 24.0)","(2.4, 2.62, 2.6025)"
15-12-2022 14:18:19.181306,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 238.75)","(26.0, 600.0, 118.28571428571429)","(16.0, 32.0, 26.0)","(2.4, 2.62, 2.6025)"
15-12-2022 14:18:20.353427,"(11.0, 19.5, 16.92857142857143)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 238.75)","(26.0, 600.0, 118.28571428571429)","(16.0, 32.0, 26.0)","(2.4, 2.62, 2.6025)"
15-12-2022 14:18:21.496531,"(11.0, 19.5, 17.5)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 238.75)","(26.0, 600.0, 118.28571428571429)","(16.0, 32.0, 26.0)","(2.4, 2.62, 2.6025)"
15-12-2022 14:18:22.697809,"(11.0, 19.5, 18.333333333333332)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 238.75)","(26.0, 600.0, 118.28571428571429)","(16.0, 32.0, 29.0)","(2.4, 2.62, 2.6025)"
15-12-2022 14:18:23.847934,"(11.0, 19.5, 18.333333333333332)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 238.75)","(26.0, 600.0, 118.28571428571429)","(16.0, 38.0, 26.666666666666668)","(2.4, 2.62, 2.6025)"
15-12-2022 14:18:25.052040,"(11.0, 19.5, 18.333333333333332)","(6.0, 8.2, 7.64)","(5.0, 6.0, 5.636363636363637)","(13.0, 21.0, 18.666666666666668)","(5.5, 7.6, 7.15)","(41.0, 340.0, 238.75)","(26.0, 600.0, 118.28571428571429)","(16.0, 34.0, 26.666666666666668)","(2.4, 2.62, 2.6025)"
