,Surprisingly Sweet,Dust Bunny,Lets Go Mo,Cosmological,Lilbitoglory,Mrs Bell,Ostellas Rose,Golden Phase,All That Magic
15-12-2022 11:05:24.874411,"(11.0, 21.0, 19.5)","(10.0, 17.5, 16.6)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.545454545454545)","(3.0, 4.0, 3.9911764705882353)",,"(16.0, 60.0, 44.18181818181819)","(2.15, 2.16, 2.1763636363636367)"
15-12-2022 11:05:26.044705,"(11.0, 22.0, 19.53846153846154)","(10.0, 17.5, 16.6)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.545454545454545)","(3.0, 4.0, 3.9911764705882353)",,"(16.0, 60.0, 44.869565217391305)","(2.15, 2.22, 2.1412500000000003)"
15-12-2022 11:05:27.219444,"(11.0, 22.0, 21.2)","(10.0, 17.0, 16.2)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.545454545454545)","(3.0, 4.0, 3.9911764705882353)",,"(16.0, 60.0, 44.18181818181819)","(2.15, 2.22, 2.1270967741935487)"
15-12-2022 11:05:28.388658,"(11.0, 22.0, 21.2)","(10.0, 17.5, 17.0)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.545454545454545)","(3.0, 4.0, 3.9911764705882353)",,"(16.0, 60.0, 44.18181818181819)","(2.15, 2.22, 2.1270967741935487)"
15-12-2022 11:05:29.582688,"(11.0, 22.0, 21.2)","(10.0, 17.5, 17.0)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.545454545454545)","(3.0, 4.0, 3.9911764705882353)",,"(16.0, 60.0, 44.18181818181819)","(2.15, 2.22, 2.148)"
15-12-2022 11:05:30.730972,"(11.0, 22.0, 21.2)","(10.0, 17.5, 17.0)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.933333333333334)","(3.0, 4.0, 3.9911764705882353)",,"(16.0, 60.0, 44.18181818181819)","(2.15, 2.22, 2.148)"
15-12-2022 11:05:31.842461,"(11.0, 22.0, 21.2)","(10.0, 17.5, 17.0)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.933333333333334)","(3.0, 4.0, 3.9911764705882353)",,"(15.0, 60.0, 44.18181818181819)","(2.15, 2.22, 2.148)"
15-12-2022 11:05:32.940574,"(11.0, 22.0, 21.2)","(10.0, 17.5, 17.0)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.933333333333334)","(3.0, 4.0, 4.0859375)",,"(15.0, 60.0, 44.18181818181819)","(2.15, 2.22, 2.148)"
15-12-2022 11:05:34.045268,"(11.0, 22.0, 21.2)","(10.0, 17.5, 17.0)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.933333333333334)","(3.0, 4.1, 4.087301587301587)",,"(15.0, 60.0, 38.25)","(2.1, 2.22, 2.148)"
15-12-2022 11:05:35.189326,"(11.0, 22.0, 21.2)","(10.0, 17.5, 17.0)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.222222222222221)","(3.0, 4.1, 4.087301587301587)",,"(15.0, 60.0, 29.666666666666664)","(2.1, 2.22, 2.1768)"
15-12-2022 11:05:36.316939,"(11.0, 21.0, 17.9375)","(10.0, 17.5, 17.0)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.8)","(3.0, 4.1, 4.094827586206896)",,"(15.0, 55.0, 61.083333333333336)","(2.1, 2.22, 2.1768)"
15-12-2022 11:05:37.518258,"(11.0, 21.0, 17.9375)","(10.0, 17.5, 17.0)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.8)","(3.0, 4.1, 4.094827586206896)",,"(15.0, 70.0, 61.083333333333336)","(2.1, 2.22, 2.1768)"
15-12-2022 11:05:38.728469,"(11.0, 21.0, 17.9375)","(10.0, 17.5, 17.0)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.8)","(3.0, 4.1, 4.095890410958904)",,"(15.0, 70.0, 61.083333333333336)","(2.1, 2.22, 2.1768)"
15-12-2022 11:05:39.913203,"(11.0, 21.0, 17.23076923076923)","(10.0, 17.5, 16.166666666666668)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.8)","(3.0, 4.1, 4.095890410958904)",,"(15.0, 70.0, 61.083333333333336)","(2.1, 2.22, 2.148)"
15-12-2022 11:05:41.142209,"(11.0, 21.0, 17.23076923076923)","(10.0, 17.5, 17.1)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.8)","(3.0, 4.1, 4.095890410958904)",,"(15.0, 70.0, 61.083333333333336)","(2.1, 2.22, 2.155135135135135)"
15-12-2022 11:05:42.308865,"(11.0, 21.0, 17.23076923076923)","(10.0, 17.5, 17.192307692307693)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.8)","(3.0, 4.1, 4.095890410958904)",,"(15.0, 70.0, 61.083333333333336)","(2.1, 2.22, 2.155135135135135)"
15-12-2022 11:05:43.552338,"(11.0, 21.0, 17.23076923076923)","(10.0, 17.5, 17.192307692307693)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.8)","(3.0, 4.1, 4.28)",,"(15.0, 70.0, 43.5)","(2.1, 2.22, 2.179322033898305)"
15-12-2022 11:05:44.688268,"(11.0, 21.0, 17.23076923076923)","(10.0, 17.5, 17.192307692307693)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.8)","(3.0, 4.4, 4.3100000000000005)",,"(15.0, 70.0, 43.5)","(2.1, 2.22, 2.179322033898305)"
15-12-2022 11:05:45.883651,"(11.0, 21.0, 17.23076923076923)","(10.0, 17.5, 17.192307692307693)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.8)","(3.0, 4.4, 4.3100000000000005)",,"(15.0, 65.0, 51.42857142857143)","(2.1, 2.22, 2.1580645161290324)"
15-12-2022 11:05:47.065565,"(11.0, 22.0, 20.857142857142858)","(10.0, 17.5, 17.192307692307693)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.545454545454545)","(3.0, 4.4, 4.360869565217391)",,"(15.0, 65.0, 51.42857142857143)","(2.1, 2.22, 2.1580645161290324)"
15-12-2022 11:05:48.250966,"(11.0, 22.0, 18.363636363636363)","(10.0, 17.5, 17.192307692307693)","(17.0, 29.0, 27.545454545454547)","(14.0, 22.0, 21.666666666666668)","(11.0, 16.0, 14.545454545454545)","(3.0, 4.4, 4.360869565217391)",,"(15.0, 65.0, 51.42857142857143)","(2.1, 2.22, 2.1750000000000003)"
15-12-2022 11:05:49.408125,"(11.0, 22.0, 20.857142857142858)","(10.0, 17.5, 17.192307692307693)","(17.0, 29.0, 26.714285714285715)","(14.0, 22.0, 21.666666666666668)","(10.0, 16.0, 14.545454545454545)","(3.2, 4.4, 4.366666666666667)",,"(15.0, 65.0, 51.42857142857143)","(1.95, 2.22, 2.2085714285714286)"
15-12-2022 11:05:50.526408,"(11.0, 22.0, 20.857142857142858)","(10.0, 17.5, 17.192307692307693)","(17.0, 29.0, 27.0)","(14.0, 22.0, 21.166666666666668)","(10.0, 16.0, 14.722222222222221)","(3.2, 4.4, 4.366666666666667)",,"(15.0, 65.0, 51.42857142857143)","(1.95, 2.22, 2.1742857142857144)"
15-12-2022 11:05:51.690636,"(11.0, 22.0, 20.857142857142858)","(10.0, 17.5, 17.192307692307693)","(17.0, 29.0, 26.0)","(14.0, 22.0, 21.333333333333332)","(10.0, 15.5, 14.722222222222221)","(3.2, 4.4, 4.366666666666667)",,"(15.0, 65.0, 55.4)","(1.95, 2.22, 2.176923076923077)"
15-12-2022 11:05:52.863975,"(11.0, 21.0, 19.25)","(10.0, 17.5, 17.192307692307693)","(17.0, 29.0, 26.0)","(14.0, 22.0, 21.333333333333332)","(10.0, 15.5, 14.722222222222221)","(3.2, 4.4, 4.366666666666667)",,"(15.0, 65.0, 55.4)","(1.95, 2.22, 2.176923076923077)"
15-12-2022 11:05:54.057601,"(11.0, 21.0, 19.25)","(10.0, 17.5, 17.192307692307693)","(17.0, 29.0, 26.0)","(14.0, 22.0, 21.333333333333332)","(10.0, 15.5, 14.722222222222221)","(3.2, 4.4, 4.366666666666667)",,"(15.0, 65.0, 55.4)","(1.95, 2.22, 2.2085714285714286)"
15-12-2022 11:05:55.202882,"(11.0, 20.0, 18.5)","(10.0, 17.5, 17.192307692307693)","(17.0, 29.0, 27.666666666666664)","(14.0, 22.0, 21.333333333333332)","(10.0, 15.5, 14.961538461538462)","(3.2, 4.4, 4.366666666666667)",,"(15.0, 65.0, 51.4)","(1.95, 2.22, 2.2085714285714286)"
15-12-2022 11:05:56.336850,"(11.0, 20.0, 18.5)","(10.0, 17.5, 17.192307692307693)","(18.0, 29.0, 27.666666666666664)","(14.0, 22.0, 21.333333333333332)","(10.0, 15.5, 14.475)","(3.2, 4.4, 4.366666666666667)",,"(15.0, 60.0, 51.4)","(1.95, 2.22, 2.2085714285714286)"
15-12-2022 11:05:57.501652,"(11.0, 20.0, 18.5)","(10.0, 17.5, 17.192307692307693)","(18.0, 29.0, 27.666666666666664)","(14.0, 22.0, 21.333333333333332)","(10.0, 16.5, 14.475)","(3.2, 4.4, 4.366666666666667)",,"(15.0, 60.0, 51.4)","(1.95, 2.22, 2.2085714285714286)"
15-12-2022 11:05:58.747000,"(11.0, 20.0, 18.5)","(10.0, 17.5, 17.192307692307693)","(18.0, 29.0, 27.666666666666664)","(14.0, 22.0, 21.333333333333332)","(10.0, 16.5, 15.142857142857142)","(3.2, 4.4, 4.379310344827586)",,"(15.0, 60.0, 51.4)","(1.95, 2.22, 2.18)"
15-12-2022 11:05:59.927005,"(11.0, 20.0, 18.5)","(10.0, 17.5, 17.192307692307693)","(18.0, 29.0, 26.5)","(14.0, 22.0, 21.5)","(10.0, 16.0, 15.142857142857142)","(3.2, 4.4, 4.379310344827586)",,"(15.0, 60.0, 51.4)","(1.95, 2.22, 2.18)"
15-12-2022 11:06:01.123783,"(11.0, 20.0, 18.5)","(10.0, 17.5, 17.192307692307693)","(18.0, 29.0, 27.571428571428573)","(14.0, 22.0, 21.5)","(10.0, 16.0, 14.5)","(3.2, 4.4, 4.379310344827586)",,"(15.0, 60.0, 51.4)","(1.95, 2.22, 2.18)"
15-12-2022 11:06:02.406878,"(11.0, 20.0, 18.5)","(10.0, 17.5, 17.192307692307693)","(18.0, 29.0, 26.5)","(14.0, 22.0, 21.166666666666668)","(10.0, 16.0, 14.884615384615385)","(3.2, 4.4, 4.379310344827586)",,"(15.0, 60.0, 51.4)","(1.95, 2.22, 2.18)"
15-12-2022 11:06:03.591822,"(11.0, 20.0, 18.5)","(10.0, 17.5, 17.192307692307693)","(18.0, 29.0, 26.5)","(14.0, 22.0, 21.166666666666668)","(10.0, 15.5, 14.884615384615385)","(3.2, 4.4, 4.379310344827586)",,"(15.0, 60.0, 51.4)","(1.95, 2.22, 2.18)"
15-12-2022 11:06:04.749348,"(11.0, 20.0, 18.5)","(10.0, 17.5, 17.192307692307693)","(18.0, 29.0, 27.88888888888889)","(14.0, 22.0, 21.166666666666668)","(10.0, 15.5, 14.884615384615385)","(3.2, 4.4, 4.379310344827586)",,"(15.0, 60.0, 43.46153846153846)","(1.95, 2.22, 2.172)"
15-12-2022 11:06:05.947444,"(11.0, 20.0, 18.5)","(10.0, 17.5, 17.192307692307693)","(18.0, 29.0, 27.4)","(14.0, 22.0, 21.333333333333332)","(10.0, 15.5, 14.884615384615385)","(3.2, 4.4, 4.870588235294118)",,"(15.0, 60.0, 47.4)","(1.95, 2.22, 2.172)"
15-12-2022 11:06:07.057245,"(11.0, 20.0, 18.5)","(10.0, 17.5, 17.192307692307693)","(18.0, 29.0, 27.4)","(14.0, 22.0, 21.333333333333332)","(10.0, 15.5, 14.884615384615385)","(3.2, 5.2, 4.870588235294118)",,"(15.0, 55.0, 47.4)","(1.95, 2.22, 2.172)"
15-12-2022 11:06:08.200900,"(11.0, 20.0, 18.5)","(10.0, 18.5, 18.115384615384617)","(18.0, 29.0, 27.4)","(14.0, 22.0, 21.333333333333332)","(10.0, 15.5, 14.25)","(3.2, 5.2, 4.655555555555556)",,"(15.0, 55.0, 47.4)","(1.95, 2.22, 2.172)"
15-12-2022 11:06:09.308702,"(11.0, 20.0, 18.5)","(10.0, 18.5, 18.115384615384617)","(18.0, 29.0, 27.4)","(14.0, 22.0, 21.333333333333332)","(10.0, 16.5, 15.035714285714286)","(3.2, 5.2, 4.955)",,"(15.0, 55.0, 47.4)","(1.95, 2.22, 2.172)"
15-12-2022 11:06:10.464375,"(11.0, 20.0, 18.5)","(10.0, 18.5, 18.115384615384617)","(18.0, 29.0, 27.4)","(14.0, 22.0, 21.333333333333332)","(10.0, 16.0, 15.035714285714286)","(3.2, 5.2, 4.90625)",,"(15.0, 55.0, 47.4)","(1.95, 2.22, 2.172)"
15-12-2022 11:06:11.695892,"(11.0, 20.0, 18.5)","(10.0, 18.5, 18.115384615384617)","(18.0, 29.0, 27.4)","(14.0, 22.0, 21.333333333333332)","(10.0, 16.0, 15.035714285714286)","(3.2, 5.0, 4.90625)",,"(15.0, 55.0, 47.4)","(1.95, 2.22, 2.172)"
15-12-2022 11:06:12.886346,"(11.0, 20.0, 18.5)","(10.0, 18.5, 18.115384615384617)","(18.0, 29.0, 27.4)","(14.0, 22.0, 21.333333333333332)","(10.0, 16.0, 15.035714285714286)","(3.2, 5.0, 4.90625)",,"(15.0, 55.0, 47.4)","(1.95, 2.22, 2.172)"
15-12-2022 11:06:14.066723,"(11.0, 20.0, 18.5)","(10.0, 18.5, 18.115384615384617)","(18.0, 29.0, 27.4)","(14.0, 22.0, 21.75)","(10.0, 16.0, 15.035714285714286)","(3.2, 5.0, 4.76)",,"(15.0, 55.0, 47.4)","(1.95, 2.22, 2.172)"
15-12-2022 11:06:15.270245,"(12.0, 20.0, 18.5)","(11.0, 18.5, 18.115384615384617)","(19.0, 29.0, 27.4)","(14.0, 22.0, 21.166666666666668)","(10.0, 16.0, 14.884615384615385)","(3.3, 5.0, 4.76)",,"(15.0, 55.0, 40.38461538461539)","(1.95, 2.22, 2.172)"
15-12-2022 11:06:16.404639,"(12.0, 20.0, 18.5)","(11.0, 18.5, 18.115384615384617)","(19.0, 29.0, 27.4)","(14.0, 22.0, 21.166666666666668)","(10.0, 15.5, 14.884615384615385)","(3.3, 5.0, 4.76)",,"(15.0, 55.0, 40.38461538461539)","(1.95, 2.22, 2.172)"
15-12-2022 11:06:17.517071,"(12.0, 20.0, 18.5)","(11.0, 18.5, 18.0)","(19.0, 29.0, 27.4)","(14.0, 22.0, 21.166666666666668)","(10.0, 15.5, 14.884615384615385)","(3.3, 5.0, 5.272727272727273)",,"(15.0, 55.0, 40.38461538461539)","(1.95, 2.22, 2.2013333333333334)"
15-12-2022 11:06:18.706524,"(12.0, 20.0, 18.5)","(11.0, 18.5, 18.0)","(19.0, 29.0, 27.4)","(14.0, 22.0, 21.166666666666668)","(10.0, 15.5, 14.884615384615385)","(3.3, 5.4, 5.283333333333333)",,"(15.0, 55.0, 40.38461538461539)","(1.95, 2.22, 2.170588235294118)"
15-12-2022 11:06:19.857798,"(12.0, 20.0, 18.5)","(11.0, 18.5, 18.0)","(19.0, 29.0, 26.5)","(14.0, 22.0, 21.333333333333332)","(10.0, 15.5, 14.884615384615385)","(3.3, 5.4, 5.283333333333333)",,"(15.0, 55.0, 40.38461538461539)","(1.95, 2.22, 2.1416)"
15-12-2022 11:06:21.049369,"(12.0, 20.0, 18.5)","(11.0, 18.5, 18.0)","(19.0, 29.0, 26.5)","(14.0, 22.0, 21.333333333333332)","(10.0, 15.5, 14.25)","(3.3, 5.4, 5.283333333333333)",,"(15.0, 55.0, 40.38461538461539)","(1.95, 2.22, 2.118181818181818)"
15-12-2022 11:06:22.477798,"(12.0, 20.0, 18.5)","(11.0, 18.5, 18.0)","(19.0, 29.0, 26.5)","(14.0, 22.0, 21.333333333333332)","(10.0, 16.5, 14.25)","(3.3, 5.4, 5.283333333333333)",,"(15.0, 55.0, 40.38461538461539)","(1.95, 2.22, 2.118181818181818)"
15-12-2022 11:06:23.796645,"(12.0, 20.0, 18.5)","(11.0, 18.5, 18.0)","(19.0, 29.0, 26.5)","(14.0, 22.0, 21.333333333333332)","(10.0, 16.5, 14.25)","(3.3, 5.4, 5.7)",,"(15.0, 55.0, 40.38461538461539)","(1.95, 2.22, 2.157777777777778)"
15-12-2022 11:06:25.016897,"(12.0, 20.0, 18.5)","(11.0, 18.5, 18.0)","(19.0, 29.0, 26.5)","(14.0, 22.0, 21.333333333333332)","(10.0, 16.5, 14.5)","(3.5, 6.0, 5.44)",,"(14.0, 55.0, 36.0)","(1.9, 2.22, 2.157777777777778)"
15-12-2022 11:06:26.459611,"(12.0, 20.0, 18.5)","(11.0, 18.5, 18.0)","(19.0, 29.0, 26.5)","(14.0, 22.0, 21.333333333333332)","(10.0, 16.0, 14.333333333333334)","(3.5, 5.8, 5.44)",,"(14.0, 55.0, 36.0)","(1.9, 2.22, 2.157777777777778)"
15-12-2022 11:06:27.754370,"(12.0, 20.0, 18.5)","(11.0, 18.5, 18.0)","(19.0, 29.0, 26.5)","(14.0, 22.0, 21.333333333333332)","(10.0, 15.5, 14.375)","(3.5, 5.8, 5.4)",,"(14.0, 55.0, 36.0)","(1.9, 2.22, 2.157777777777778)"
15-12-2022 11:06:29.324181,"(11.0, 20.0, 17.81818181818182)","(10.0, 18.5, 17.625)","(19.0, 29.0, 27.0)","(15.0, 22.0, 21.789473684210527)","(9.0, 15.5, 14.375)","(3.8, 5.7, 5.300000000000001)",,"(14.0, 55.0, 36.0)","(1.95, 2.24, 2.2085714285714286)"
15-12-2022 11:06:30.833629,"(11.0, 21.0, 18.0)","(10.0, 19.0, 19.35)","(19.0, 29.0, 27.0)","(15.0, 22.0, 21.789473684210527)","(9.0, 15.5, 14.375)","(3.8, 5.7, 4.954545454545455)",,"(14.0, 55.0, 36.0)","(1.95, 2.24, 2.191875)"
15-12-2022 11:06:32.064964,"(11.0, 20.0, 18.0)","(10.0, 20.0, 19.35)","(19.0, 29.0, 27.0)","(15.0, 22.0, 21.789473684210527)","(9.0, 15.5, 14.75)","(3.7, 5.2, 4.954545454545455)",,"(14.0, 55.0, 36.0)","(1.95, 2.24, 2.2044444444444444)"
15-12-2022 11:06:33.167008,"(11.0, 19.5, 17.192307692307693)","(10.0, 20.0, 19.35)","(19.0, 29.0, 26.0)","(15.0, 22.0, 21.789473684210527)","(9.0, 15.5, 14.75)","(3.7, 5.2, 4.954545454545455)",,"(14.0, 55.0, 36.0)","(1.95, 2.24, 2.1942857142857144)"
15-12-2022 11:06:34.273494,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(19.0, 29.0, 26.0)","(15.0, 22.0, 21.789473684210527)","(9.0, 15.5, 13.5)","(3.7, 5.2, 4.954545454545455)",,"(14.0, 55.0, 55.54545454545455)","(1.95, 2.24, 2.1881081081081084)"
15-12-2022 11:06:35.315993,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(19.0, 29.0, 26.0)","(15.0, 22.0, 21.789473684210527)","(9.0, 15.5, 12.85)","(3.7, 5.2, 5.0285714285714285)",,"(14.0, 70.0, 39.0)","(1.95, 2.24, 2.1881081081081084)"
15-12-2022 11:06:36.451815,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(19.0, 29.0, 27.285714285714285)","(15.0, 20.0, 19.5)","(9.0, 16.0, 13.307692307692308)","(3.7, 5.2, 5.0285714285714285)",,"(14.0, 50.0, 39.0)","(1.95, 2.24, 2.210909090909091)"
15-12-2022 11:06:37.554659,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(19.0, 29.0, 27.285714285714285)","(15.0, 20.0, 19.5)","(9.0, 16.0, 13.307692307692308)","(3.7, 5.2, 5.0285714285714285)",,"(14.0, 50.0, 39.0)","(1.95, 2.24, 2.203076923076923)"
15-12-2022 11:06:38.720368,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(19.0, 29.0, 27.285714285714285)","(15.0, 20.0, 19.5)","(9.0, 16.0, 14.375)","(3.7, 5.2, 5.0285714285714285)",,"(14.0, 50.0, 41.8)","(1.95, 2.24, 2.1848275862068967)"
15-12-2022 11:06:39.889076,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(19.0, 29.0, 27.285714285714285)","(15.0, 20.0, 19.5)","(9.0, 15.5, 13.9)","(3.7, 5.2, 5.171875)",,"(14.0, 48.0, 41.8)","(1.95, 2.24, 2.1848275862068967)"
15-12-2022 11:06:41.020454,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(19.0, 29.0, 27.285714285714285)","(15.0, 20.0, 19.5)","(9.0, 15.5, 13.9)","(3.7, 5.2, 5.684782608695652)",,"(14.0, 48.0, 41.8)","(1.95, 2.24, 2.1565217391304348)"
15-12-2022 11:06:42.171254,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(19.0, 29.0, 27.285714285714285)","(15.0, 20.0, 19.5)","(9.0, 15.5, 13.9)","(3.7, 5.7, 5.75)",,"(14.0, 48.0, 41.8)","(1.95, 2.24, 2.1565217391304348)"
15-12-2022 11:06:43.264488,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(19.0, 29.0, 27.285714285714285)","(15.0, 20.0, 19.5)","(9.0, 15.5, 13.9)","(3.7, 5.8, 5.75)",,"(14.0, 48.0, 41.8)","(1.95, 2.24, 2.1565217391304348)"
15-12-2022 11:06:44.345815,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(19.0, 28.0, 26.0)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.375)","(3.7, 5.8, 5.44)",,"(14.0, 48.0, 41.8)","(1.95, 2.24, 2.1565217391304348)"
15-12-2022 11:06:45.431759,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(19.0, 28.0, 26.0)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.375)","(3.7, 5.8, 5.44)",,"(14.0, 48.0, 33.53333333333333)","(1.95, 2.24, 2.1565217391304348)"
15-12-2022 11:06:46.467631,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(19.0, 28.0, 26.0)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.375)","(3.7, 5.8, 5.44)",,"(14.0, 48.0, 33.53333333333333)","(1.95, 2.24, 2.1565217391304348)"
15-12-2022 11:06:47.578713,"(11.0, 19.5, 18.3)","(10.0, 20.0, 19.35)","(19.0, 28.0, 26.0)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.666666666666668)","(3.8, 5.8, 5.6875)",,"(14.0, 48.0, 33.53333333333333)","(1.95, 2.22, 2.1637500000000003)"
15-12-2022 11:06:48.684642,"(11.0, 19.5, 18.3)","(10.0, 20.0, 18.0)","(19.0, 28.0, 26.0)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.911764705882353)","(3.8, 5.8, 5.6875)",,"(14.0, 48.0, 33.53333333333333)","(1.95, 2.22, 2.1425806451612903)"
15-12-2022 11:06:49.793600,"(11.0, 19.5, 18.3)","(10.0, 20.0, 18.0)","(19.0, 28.0, 26.0)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.5)","(3.8, 5.8, 5.671428571428572)",,"(14.0, 48.0, 33.53333333333333)","(1.95, 2.22, 2.1425806451612903)"
15-12-2022 11:06:50.899499,"(11.0, 19.0, 17.9)","(10.0, 20.0, 17.15625)","(19.0, 27.0, 25.5)","(15.0, 20.0, 19.894736842105264)","(9.0, 15.5, 14.5)","(3.8, 5.8, 5.671428571428572)",,"(14.0, 48.0, 33.53333333333333)","(1.95, 2.22, 2.1425806451612903)"
15-12-2022 11:06:52.062557,"(11.0, 19.0, 17.9)","(10.0, 20.0, 18.375)","(19.0, 27.0, 25.5)","(15.0, 20.0, 19.894736842105264)","(9.0, 15.5, 14.5)","(3.8, 5.8, 5.671428571428572)",,"(14.0, 48.0, 33.53333333333333)","(1.95, 2.22, 2.1425806451612903)"
15-12-2022 11:06:53.175792,"(11.0, 19.0, 17.9)","(10.0, 20.0, 18.375)","(19.0, 27.0, 25.5)","(15.0, 20.0, 19.894736842105264)","(9.0, 15.5, 14.5)","(3.8, 5.8, 5.671428571428572)",,"(14.0, 48.0, 26.65)","(1.95, 2.22, 2.1425806451612903)"
15-12-2022 11:06:54.280010,"(11.0, 19.0, 17.9)","(10.0, 20.0, 18.375)","(19.0, 27.0, 25.5)","(15.0, 20.0, 19.894736842105264)","(9.0, 15.5, 14.5)","(3.8, 5.8, 5.671428571428572)",,"(14.0, 48.0, 35.8)","(1.95, 2.22, 2.1425806451612903)"
15-12-2022 11:06:55.445604,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(19.0, 27.0, 25.5)","(15.0, 20.0, 19.333333333333332)","(9.0, 15.5, 14.5)","(3.8, 5.8, 5.5)",,"(14.0, 48.0, 22.583333333333332)","(1.95, 2.22, 2.1637500000000003)"
15-12-2022 11:06:56.537796,"(11.0, 19.0, 17.9)","(10.0, 20.0, 18.0)","(18.0, 27.0, 25.5)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.5)","(3.8, 5.8, 5.5)",,"(14.0, 48.0, 22.583333333333332)","(1.95, 2.22, 2.1637500000000003)"
15-12-2022 11:06:57.598716,"(11.0, 19.0, 17.9)","(10.0, 20.0, 18.0)","(18.0, 27.0, 25.5)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.5)","(3.8, 5.8, 5.5)",,"(14.0, 48.0, 22.583333333333332)","(1.95, 2.22, 2.1637500000000003)"
15-12-2022 11:06:58.684324,"(11.0, 19.0, 17.9)","(10.0, 20.0, 18.0)","(18.0, 29.0, 25.625)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.5)","(3.8, 5.8, 5.5)",,"(14.0, 48.0, 22.583333333333332)","(1.95, 2.22, 2.1637500000000003)"
15-12-2022 11:06:59.700946,"(11.0, 19.0, 17.9)","(10.0, 20.0, 18.0)","(18.0, 29.0, 25.625)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.9)","(3.8, 5.8, 5.5)",,"(14.0, 48.0, 30.115384615384613)","(1.95, 2.22, 2.1637500000000003)"
15-12-2022 11:07:00.756869,"(11.0, 19.0, 17.9)","(10.0, 20.0, 18.0)","(18.0, 29.0, 25.625)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.9)","(3.8, 5.8, 5.5)",,"(14.0, 48.0, 30.115384615384613)","(1.95, 2.22, 2.126666666666667)"
15-12-2022 11:07:01.801702,"(11.0, 19.0, 17.9)","(10.0, 20.0, 19.35)","(18.0, 29.0, 25.625)","(15.0, 20.0, 19.5)","(9.0, 15.5, 14.9)","(3.8, 5.8, 5.5)",,"(14.0, 48.0, 30.115384615384613)","(1.95, 2.18, 2.126666666666667)"
