,Saganaki Kid,Trenzalore,Dewana Burger,Trending Zari,Dirt Farmer,Darnum Diva,Osprey Athena
04-01-2023 13:40:52.003984,"(21.0, 70.0, 59.285714285714285)","(51.0, 200.0, 116.92307692307692)","(4.4, 5.9, 5.859090909090909)","(4.2, 5.9, 5.800000000000001)","(6.5, 10.0, 9.557894736842105)","(21.0, 32.0, 28.16)","(1.85, 2.02, 1.979090909090909)"
04-01-2023 13:40:53.160974,"(21.0, 70.0, 60.625)","(51.0, 200.0, 116.92307692307692)","(4.4, 5.9, 5.859090909090909)","(4.2, 5.9, 5.707142857142857)","(6.5, 10.0, 9.634782608695652)","(21.0, 32.0, 28.16)","(1.85, 2.02, 1.9885)"
04-01-2023 13:40:54.309820,"(21.0, 70.0, 63.75)","(51.0, 200.0, 116.92307692307692)","(4.4, 5.9, 5.715)","(4.2, 5.9, 5.814285714285714)","(6.5, 10.0, 9.63076923076923)","(21.0, 32.0, 28.17391304347826)","(1.85, 2.02, 1.9776470588235293)"
04-01-2023 13:40:55.470270,"(21.0, 70.0, 61.42857142857143)","(51.0, 200.0, 116.92307692307692)","(4.4, 6.0, 5.8100000000000005)","(4.2, 5.9, 5.7875)","(6.5, 10.0, 9.71764705882353)","(21.0, 32.0, 28.17391304347826)","(1.85, 2.02, 1.9951724137931035)"
04-01-2023 13:40:56.500745,"(21.0, 70.0, 61.42857142857143)","(51.0, 200.0, 116.92307692307692)","(4.4, 6.0, 5.8100000000000005)","(4.2, 5.9, 5.7875)","(6.5, 10.0, 9.71764705882353)","(21.0, 32.0, 28.17391304347826)","(1.85, 2.02, 1.9988235294117647)"
04-01-2023 13:40:57.484520,"(21.0, 70.0, 61.42857142857143)","(51.0, 190.0, 115.71428571428571)","(4.4, 6.0, 5.848)","(4.2, 5.9, 5.7875)","(6.5, 10.0, 9.63076923076923)","(21.0, 32.0, 28.333333333333332)","(1.85, 2.02, 1.9829411764705882)"
04-01-2023 13:40:58.587382,"(21.0, 70.0, 67.0)","(51.0, 190.0, 115.71428571428571)","(4.4, 6.4, 5.9875)","(4.2, 5.9, 5.664285714285714)","(6.5, 10.0, 9.333333333333334)","(21.0, 32.0, 28.333333333333332)","(1.85, 2.02, 1.9675)"
04-01-2023 13:40:59.601021,"(21.0, 70.0, 68.33333333333333)","(51.0, 190.0, 115.71428571428571)","(4.4, 6.4, 6.021052631578947)","(4.2, 5.9, 5.79)","(6.5, 10.0, 9.6)","(21.0, 32.0, 29.555555555555557)","(1.85, 2.02, 1.9785714285714286)"
04-01-2023 13:41:00.570422,"(21.0, 70.0, 68.33333333333333)","(51.0, 190.0, 115.71428571428571)","(4.4, 6.4, 6.133333333333334)","(4.2, 5.8, 5.79)","(6.5, 10.0, 9.6)","(21.0, 32.0, 26.5)","(1.85, 2.0, 1.9914285714285713)"
04-01-2023 13:41:01.638829,"(21.0, 70.0, 65.0)","(51.0, 190.0, 115.71428571428571)","(4.4, 6.4, 6.228571428571429)","(4.2, 5.8, 5.685714285714286)","(6.5, 10.0, 9.712)","(21.0, 32.0, 28.666666666666668)","(1.85, 2.0, 1.9672413793103447)"
04-01-2023 13:41:02.700555,"(21.0, 70.0, 68.33333333333333)","(51.0, 190.0, 115.71428571428571)","(4.4, 6.4, 6.228571428571429)","(4.2, 5.9, 5.699999999999999)","(6.5, 10.0, 9.712)","(21.0, 32.0, 28.73913043478261)","(1.85, 2.0, 1.9849999999999999)"
04-01-2023 13:41:03.909906,"(21.0, 70.0, 67.0)","(51.0, 190.0, 134.28571428571428)","(4.4, 6.4, 6.228571428571429)","(4.2, 5.8, 5.699999999999999)","(6.5, 10.0, 9.712)","(21.0, 32.0, 28.73913043478261)","(1.85, 2.0, 1.9849999999999999)"
04-01-2023 13:41:05.041764,"(21.0, 70.0, 68.33333333333333)","(51.0, 190.0, 134.28571428571428)","(4.4, 6.4, 6.228571428571429)","(4.2, 5.8, 5.692)","(6.5, 10.0, 9.64)","(21.0, 32.0, 28.93877551020408)","(1.85, 2.0, 1.9896296296296296)"
04-01-2023 13:41:06.209831,"(21.0, 70.0, 68.125)","(51.0, 190.0, 134.28571428571428)","(4.4, 6.4, 6.228571428571429)","(4.2, 5.7, 5.692)","(6.5, 10.0, 9.64)","(21.0, 32.0, 29.2)","(1.85, 2.0, 1.9896296296296296)"
04-01-2023 13:41:07.287498,"(31.0, 70.0, 68.33333333333333)","(61.0, 190.0, 134.28571428571428)","(4.6, 6.4, 6.258064516129032)","(4.4, 5.7, 5.677777777777778)","(7.0, 10.0, 9.672727272727274)","(21.0, 32.0, 29.2)","(1.75, 2.0, 1.9896296296296296)"
04-01-2023 13:41:08.361073,"(31.0, 70.0, 67.0)","(61.0, 190.0, 134.28571428571428)","(4.6, 6.4, 6.258064516129032)","(4.4, 5.7, 5.727272727272727)","(7.0, 10.0, 9.726315789473684)","(21.0, 32.0, 29.2)","(1.75, 2.0, 1.9849999999999999)"
04-01-2023 13:41:09.508731,"(31.0, 70.0, 67.0)","(61.0, 190.0, 128.8)","(4.6, 6.4, 6.1692307692307695)","(4.4, 5.8, 5.727272727272727)","(7.0, 10.0, 9.76)","(21.0, 32.0, 29.2)","(1.75, 2.0, 1.9828571428571429)"
04-01-2023 13:41:10.494458,"(31.0, 70.0, 67.0)","(61.0, 190.0, 128.8)","(4.6, 6.2, 6.1692307692307695)","(4.4, 5.8, 5.727272727272727)","(7.0, 10.0, 9.82857142857143)","(21.0, 32.0, 29.2)","(1.75, 2.0, 1.9933333333333334)"
04-01-2023 13:41:11.513197,"(31.0, 70.0, 67.0)","(61.0, 190.0, 127.6923076923077)","(4.6, 6.2, 6.1692307692307695)","(4.4, 5.7, 5.671428571428572)","(7.0, 10.0, 9.82857142857143)","(21.0, 32.0, 29.2)","(1.75, 2.02, 2.0047619047619047)"
04-01-2023 13:41:12.551461,"(31.0, 70.0, 67.0)","(61.0, 190.0, 127.6923076923077)","(4.6, 6.2, 6.1692307692307695)","(4.4, 5.7, 5.586363636363636)","(7.0, 10.0, 9.82857142857143)","(21.0, 32.0, 29.2)","(1.75, 2.02, 2.011940298507463)"
04-01-2023 13:41:13.562870,"(31.0, 70.0, 67.0)","(61.0, 190.0, 127.6923076923077)","(4.6, 6.2, 6.1692307692307695)","(4.4, 5.6, 5.586363636363636)","(7.0, 10.0, 9.82857142857143)","(21.0, 32.0, 29.2)","(1.75, 2.02, 2.011940298507463)"
04-01-2023 13:41:14.541904,"(31.0, 70.0, 67.0)","(61.0, 180.0, 135.55555555555554)","(4.6, 6.2, 6.1692307692307695)","(4.4, 5.6, 5.594444444444444)","(7.0, 10.0, 9.723076923076924)","(21.0, 32.0, 29.19148936170213)","(1.75, 2.02, 2.0127272727272727)"
04-01-2023 13:41:15.497481,"(31.0, 70.0, 67.0)","(61.0, 180.0, 135.55555555555554)","(4.6, 6.2, 6.050000000000001)","(4.4, 5.6, 5.594444444444444)","(7.0, 10.0, 9.742857142857144)","(21.0, 32.0, 28.74074074074074)","(1.75, 2.02, 2.0127272727272727)"
04-01-2023 13:41:16.516301,"(31.0, 70.0, 67.0)","(61.0, 180.0, 135.55555555555554)","(4.6, 6.2, 6.050000000000001)","(4.4, 5.6, 5.589473684210526)","(7.0, 10.0, 9.8)","(21.0, 32.0, 28.74074074074074)","(1.75, 2.02, 2.0127272727272727)"
04-01-2023 13:41:17.545671,"(31.0, 70.0, 67.0)","(61.0, 180.0, 135.55555555555554)","(4.6, 6.2, 6.1692307692307695)","(4.4, 5.6, 5.585)","(7.0, 10.0, 9.815384615384616)","(21.0, 32.0, 28.714285714285715)","(1.75, 2.02, 2.0127272727272727)"
04-01-2023 13:41:18.510243,"(31.0, 70.0, 67.0)","(61.0, 180.0, 135.55555555555554)","(4.6, 6.2, 6.1692307692307695)","(4.4, 5.6, 5.585)","(7.0, 10.0, 9.815384615384616)","(21.0, 32.0, 28.714285714285715)","(1.75, 2.02, 2.0127272727272727)"
04-01-2023 13:41:19.549506,"(31.0, 70.0, 67.0)","(61.0, 180.0, 116.36363636363636)","(4.6, 6.2, 6.1692307692307695)","(4.4, 5.6, 5.589473684210526)","(7.0, 10.0, 9.815384615384616)","(21.0, 32.0, 28.40625)","(1.75, 2.02, 2.0127272727272727)"
04-01-2023 13:41:20.735326,"(31.0, 70.0, 67.0)","(61.0, 170.0, 125.78947368421052)","(4.6, 6.2, 6.1692307692307695)","(4.4, 5.6, 5.585)","(7.0, 10.0, 9.815384615384616)","(21.0, 32.0, 28.714285714285715)","(1.75, 2.02, 2.0127272727272727)"
04-01-2023 13:41:21.829178,"(31.0, 70.0, 67.0)","(61.0, 170.0, 125.78947368421052)","(4.6, 6.2, 6.1692307692307695)","(4.4, 5.6, 5.589473684210526)","(7.0, 10.0, 9.887500000000001)","(21.0, 32.0, 28.82758620689655)","(1.75, 2.02, 2.0127272727272727)"
04-01-2023 13:41:22.891078,"(31.0, 70.0, 67.0)","(61.0, 170.0, 120.41666666666666)","(4.6, 6.2, 6.1692307692307695)","(4.4, 5.6, 5.585)","(7.0, 10.5, 9.738461538461538)","(21.0, 32.0, 28.82758620689655)","(1.75, 2.02, 2.0127272727272727)"
04-01-2023 13:41:23.868543,"(31.0, 70.0, 68.33333333333333)","(61.0, 170.0, 122.4)","(4.6, 6.2, 6.140000000000001)","(4.4, 5.6, 5.585)","(7.0, 10.5, 9.733333333333333)","(21.0, 32.0, 28.75)","(1.75, 2.02, 2.0124528301886793)"
04-01-2023 13:41:25.037155,"(31.0, 70.0, 62.77777777777778)","(61.0, 170.0, 113.33333333333333)","(4.6, 6.4, 6.141935483870968)","(4.4, 5.6, 5.570833333333333)","(7.0, 10.5, 9.788372093023256)","(21.0, 32.0, 29.970588235294116)","(1.75, 2.02, 2.0091666666666668)"
04-01-2023 13:41:26.296288,"(31.0, 70.0, 61.42857142857143)","(61.0, 170.0, 131.36363636363637)","(4.6, 6.4, 6.141935483870968)","(4.4, 5.6, 5.585)","(7.0, 10.5, 9.771428571428572)","(21.0, 32.0, 30.02857142857143)","(1.75, 2.02, 2.0130666666666666)"
04-01-2023 13:41:27.422890,"(31.0, 70.0, 57.72727272727273)","(61.0, 170.0, 131.36363636363637)","(4.6, 6.4, 6.141935483870968)","(4.4, 5.6, 5.585)","(7.0, 9.8, 9.75)","(21.0, 32.0, 30.058823529411764)","(1.75, 2.02, 2.0130666666666666)"
04-01-2023 13:41:28.540180,"(31.0, 70.0, 56.5)","(61.0, 170.0, 121.42857142857143)","(4.6, 6.4, 6.141935483870968)","(4.4, 5.6, 5.570833333333333)","(7.0, 9.8, 9.600000000000001)","(21.0, 32.0, 30.058823529411764)","(1.75, 2.02, 2.0130666666666666)"
04-01-2023 13:41:29.663488,"(31.0, 70.0, 56.5)","(61.0, 170.0, 130.76923076923077)","(4.6, 6.4, 6.141935483870968)","(4.4, 5.6, 5.589473684210526)","(7.0, 9.8, 9.600000000000001)","(21.0, 32.0, 30.058823529411764)","(1.75, 2.02, 2.0130666666666666)"
04-01-2023 13:41:30.864094,"(31.0, 65.0, 60.0)","(61.0, 170.0, 121.42857142857143)","(4.6, 6.4, 6.08)","(4.4, 5.6, 5.585)","(7.0, 9.8, 9.600000000000001)","(21.0, 32.0, 30.058823529411764)","(1.75, 2.02, 2.0130666666666666)"
04-01-2023 13:41:31.939113,"(31.0, 65.0, 61.6)","(61.0, 170.0, 121.42857142857143)","(4.6, 6.4, 6.08421052631579)","(4.4, 5.6, 5.570833333333333)","(7.0, 9.8, 9.600000000000001)","(21.0, 32.0, 30.058823529411764)","(1.75, 2.02, 2.0130666666666666)"
04-01-2023 13:41:33.094783,"(31.0, 65.0, 61.6)","(61.0, 170.0, 130.76923076923077)","(4.6, 6.4, 6.2)","(4.4, 5.6, 5.589473684210526)","(7.0, 9.8, 9.600000000000001)","(21.0, 32.0, 30.058823529411764)","(1.75, 2.02, 2.0130666666666666)"
04-01-2023 13:41:34.230082,"(31.0, 65.0, 61.6)","(61.0, 170.0, 121.42857142857143)","(4.6, 6.4, 6.2)","(4.4, 5.6, 5.585)","(7.0, 9.8, 9.7)","(21.0, 32.0, 30.058823529411764)","(1.75, 2.02, 2.0130666666666666)"
04-01-2023 13:41:35.332527,"(31.0, 65.0, 61.6)","(61.0, 170.0, 121.42857142857143)","(4.6, 6.4, 6.2)","(4.4, 5.6, 5.570833333333333)","(7.0, 9.8, 9.7)","(21.0, 32.0, 30.02857142857143)","(1.75, 2.02, 2.0130666666666666)"
04-01-2023 13:41:36.359707,"(31.0, 65.0, 61.6)","(61.0, 170.0, 130.76923076923077)","(4.6, 6.4, 6.2)","(4.4, 5.6, 5.589473684210526)","(7.0, 9.8, 9.7)","(21.0, 32.0, 30.02857142857143)","(1.75, 2.02, 2.0130666666666666)"
04-01-2023 13:41:37.348683,"(31.0, 65.0, 61.6)","(61.0, 170.0, 121.42857142857143)","(4.6, 6.4, 6.2)","(4.4, 5.6, 5.589473684210526)","(7.0, 9.8, 9.7)","(21.0, 32.0, 30.02857142857143)","(1.75, 2.02, 2.0130666666666666)"
04-01-2023 13:41:38.604692,"(31.0, 65.0, 63.3)","(61.0, 170.0, 121.42857142857143)","(4.6, 6.4, 6.2)","(4.4, 5.6, 5.570833333333333)","(7.0, 9.8, 9.48)","(21.0, 32.0, 30.02857142857143)","(1.75, 2.02, 2.0130666666666666)"
04-01-2023 13:41:39.743173,"(31.0, 65.0, 63.3)","(61.0, 170.0, 130.76923076923077)","(4.6, 6.4, 6.2)","(4.4, 5.6, 5.572413793103448)","(7.0, 9.8, 9.3875)","(21.0, 32.0, 30.02857142857143)","(1.75, 2.02, 2.0138345864661655)"
04-01-2023 13:41:40.751014,"(31.0, 65.0, 63.3)","(61.0, 170.0, 130.76923076923077)","(4.6, 6.4, 6.2)","(4.4, 5.6, 5.621951219512195)","(7.0, 9.8, 9.533333333333333)","(21.0, 32.0, 30.02857142857143)","(1.75, 2.04, 2.026846846846847)"
04-01-2023 13:41:41.915073,"(31.0, 65.0, 63.3)","(61.0, 160.0, 138.125)","(4.6, 6.2, 6.125)","(4.4, 5.7, 5.384615384615384)","(7.0, 9.6, 9.35)","(21.0, 32.0, 30.02857142857143)","(1.75, 2.04, 2.0245)"
04-01-2023 13:41:43.371896,"(31.0, 60.0, 52.15384615384615)","(61.0, 160.0, 116.25)","(4.6, 6.2, 6.3304347826086955)","(4.4, 5.5, 5.254545454545455)","(7.0, 9.8, 9.514285714285714)","(21.0, 32.0, 30.02857142857143)","(1.75, 2.04, 2.0236363636363635)"
04-01-2023 13:41:44.693883,"(31.0, 60.0, 52.15384615384615)","(61.0, 160.0, 116.25)","(4.6, 6.4, 6.315789473684211)","(4.4, 5.4, 5.292307692307692)","(7.0, 9.8, 9.5)","(21.0, 32.0, 30.09090909090909)","(1.75, 2.04, 2.007741935483871)"
04-01-2023 13:41:45.883326,"(31.0, 60.0, 52.15384615384615)","(61.0, 160.0, 116.25)","(4.6, 6.4, 6.310344827586207)","(4.4, 5.4, 5.366666666666667)","(7.0, 9.8, 9.5)","(21.0, 32.0, 30.09090909090909)","(1.75, 2.04, 2.008421052631579)"
04-01-2023 13:41:47.293373,"(31.0, 60.0, 52.15384615384615)","(61.0, 160.0, 116.25)","(4.6, 6.4, 6.310344827586207)","(4.4, 5.4, 5.28)","(7.0, 9.8, 9.4)","(21.0, 32.0, 30.09090909090909)","(1.75, 2.04, 2.007741935483871)"
04-01-2023 13:41:48.602487,"(31.0, 60.0, 53.80952380952381)","(61.0, 160.0, 116.25)","(4.6, 6.4, 6.310344827586207)","(4.4, 5.4, 5.32)","(7.0, 9.8, 9.485714285714286)","(21.0, 32.0, 30.09090909090909)","(1.75, 2.04, 2.008421052631579)"
04-01-2023 13:41:49.885988,"(31.0, 60.0, 58.888888888888886)","(61.0, 160.0, 116.25)","(4.6, 6.4, 6.310344827586207)","(4.2, 5.4, 5.32)","(7.0, 9.6, 9.436363636363637)","(21.0, 32.0, 30.09090909090909)","(1.75, 2.04, 2.0096969696969698)"
04-01-2023 13:41:51.036970,"(31.0, 55.0, 54.25)","(61.0, 160.0, 116.25)","(4.6, 6.4, 6.310344827586207)","(4.2, 5.4, 5.32)","(7.0, 9.8, 9.53)","(21.0, 32.0, 30.53846153846154)","(1.75, 2.04, 2.007741935483871)"
04-01-2023 13:41:52.226331,"(31.0, 55.0, 54.25)","(61.0, 160.0, 116.25)","(4.6, 6.4, 6.310344827586207)","(4.2, 5.4, 5.366666666666667)","(7.0, 9.8, 9.53)","(21.0, 32.0, 30.51851851851852)","(1.75, 2.04, 2.008421052631579)"
04-01-2023 13:41:53.421888,"(31.0, 55.0, 54.4)","(61.0, 160.0, 116.25)","(4.6, 6.4, 6.310344827586207)","(4.2, 5.4, 5.366666666666667)","(7.0, 9.8, 9.53)","(21.0, 32.0, 30.46153846153846)","(1.75, 2.04, 2.008421052631579)"
04-01-2023 13:41:54.835962,"(31.0, 55.0, 54.4)","(61.0, 160.0, 133.33333333333334)","(4.6, 6.4, 6.276190476190476)","(4.2, 5.4, 5.317391304347826)","(7.0, 9.8, 9.53)","(21.0, 32.0, 30.533333333333335)","(1.75, 2.04, 2.0116981132075473)"
04-01-2023 13:41:55.914958,"(31.0, 55.0, 54.4)","(61.0, 150.0, 136.66666666666669)","(4.6, 6.4, 6.276190476190476)","(4.2, 5.5, 5.317391304347826)","(7.0, 9.8, 9.53)","(21.0, 32.0, 30.482758620689655)","(1.75, 2.04, 2.0116981132075473)"
04-01-2023 13:41:56.959371,"(31.0, 55.0, 54.4)","(61.0, 150.0, 130.55555555555554)","(4.6, 6.4, 6.276190476190476)","(4.2, 5.5, 5.35)","(7.0, 9.8, 9.51578947368421)","(21.0, 32.0, 30.451612903225808)","(1.75, 2.04, 2.0116981132075473)"
04-01-2023 13:41:58.058098,"(31.0, 55.0, 54.4)","(61.0, 150.0, 120.83333333333334)","(4.6, 6.4, 6.276190476190476)","(4.2, 5.5, 5.364705882352941)","(7.0, 9.8, 9.485714285714286)","(21.0, 32.0, 30.451612903225808)","(1.75, 2.04, 2.0116981132075473)"
04-01-2023 13:41:59.122536,"(31.0, 55.0, 54.4)","(61.0, 150.0, 133.33333333333334)","(4.6, 6.4, 6.276190476190476)","(4.2, 5.5, 5.375862068965517)","(7.0, 9.8, 9.563636363636363)","(21.0, 32.0, 30.451612903225808)","(1.75, 2.04, 2.033684210526316)"
04-01-2023 13:42:00.227881,"(31.0, 55.0, 54.4)","(61.0, 150.0, 119.23076923076923)","(4.6, 6.4, 6.276190476190476)","(4.2, 5.5, 5.375862068965517)","(7.0, 9.6, 9.52)","(21.0, 32.0, 30.62857142857143)","(1.75, 2.04, 2.037704918032787)"
04-01-2023 13:42:01.376304,"(31.0, 55.0, 54.4)","(61.0, 150.0, 128.94736842105263)","(4.6, 6.4, 6.257777777777778)","(4.2, 5.5, 5.438095238095238)","(7.0, 9.6, 9.542857142857143)","(21.0, 32.0, 30.90909090909091)","(1.75, 2.06, 2.0186206896551724)"
04-01-2023 13:42:02.615775,"(31.0, 55.0, 54.4)","(61.0, 150.0, 114.44444444444444)","(4.6, 6.4, 6.131818181818182)","(4.2, 5.6, 5.438095238095238)","(7.0, 9.6, 9.445454545454545)","(21.0, 32.0, 30.933333333333334)","(1.75, 2.04, 2.02)"
04-01-2023 13:42:03.823488,"(31.0, 55.0, 54.4)","(61.0, 150.0, 114.44444444444444)","(4.6, 6.2, 6.131818181818182)","(4.2, 5.6, 5.438095238095238)","(7.0, 9.8, 9.32)","(21.0, 32.0, 30.933333333333334)","(1.75, 2.04, 2.02)"
04-01-2023 13:42:04.945549,"(31.0, 55.0, 54.4)","(61.0, 150.0, 114.44444444444444)","(4.6, 6.2, 6.131818181818182)","(4.2, 5.6, 5.438095238095238)","(7.0, 9.8, 9.341176470588234)","(21.0, 32.0, 30.62857142857143)","(1.75, 2.04, 2.02)"
04-01-2023 13:42:06.009396,"(31.0, 55.0, 54.4)","(61.0, 140.0, 116.0)","(4.6, 6.2, 6.131818181818182)","(4.2, 5.7, 5.611111111111111)","(7.0, 9.8, 9.341176470588234)","(21.0, 32.0, 30.62857142857143)","(1.75, 2.04, 2.0186206896551724)"
04-01-2023 13:42:07.140425,"(31.0, 55.0, 54.25)","(61.0, 140.0, 113.33333333333333)","(4.6, 6.6, 6.1567567567567565)","(4.2, 5.7, 5.561111111111111)","(7.0, 9.8, 9.445454545454545)","(21.0, 32.0, 30.62857142857143)","(1.75, 2.04, 2.0186206896551724)"
04-01-2023 13:42:08.257936,"(31.0, 55.0, 51.5)","(61.0, 140.0, 113.33333333333333)","(4.6, 6.4, 6.276190476190476)","(4.2, 5.7, 5.570967741935484)","(7.0, 9.6, 9.341176470588234)","(21.0, 32.0, 30.62857142857143)","(1.75, 2.04, 2.0186206896551724)"
04-01-2023 13:42:09.232965,"(31.0, 55.0, 51.5)","(61.0, 130.0, 116.66666666666667)","(4.6, 6.4, 6.276190476190476)","(4.2, 5.7, 5.570967741935484)","(7.0, 9.8, 9.833333333333334)","(21.0, 32.0, 30.62857142857143)","(1.75, 2.04, 2.0186206896551724)"
04-01-2023 13:42:10.344988,"(31.0, 55.0, 51.5)","(61.0, 130.0, 122.10526315789474)","(4.6, 6.4, 6.276190476190476)","(4.2, 5.7, 5.570588235294117)","(7.0, 10.0, 9.885714285714286)","(21.0, 32.0, 30.53846153846154)","(1.75, 2.04, 1.98125)"
04-01-2023 13:42:11.484674,"(31.0, 55.0, 51.5)","(61.0, 130.0, 122.10526315789474)","(4.6, 6.4, 6.276190476190476)","(4.2, 5.7, 5.625)","(7.0, 10.0, 9.868627450980393)","(21.0, 32.0, 30.583333333333332)","(1.75, 2.0, 1.975)"
04-01-2023 13:42:12.617447,"(31.0, 55.0, 51.5)","(61.0, 130.0, 122.10526315789474)","(4.6, 6.4, 6.296774193548387)","(4.2, 5.7, 5.980966767371601)","(7.0, 10.5, 9.971428571428572)","(21.0, 32.0, 30.38095238095238)","(1.75, 1.98, 1.941304347826087)"
04-01-2023 13:42:13.689303,"(31.0, 55.0, 54.25)","(61.0, 130.0, 122.10526315789474)","(4.6, 6.4, 6.377777777777778)","(4.2, 6.0, 5.994791666666667)","(7.0, 10.0, 9.882352941176471)","(21.0, 32.0, 30.64)","(1.75, 1.95, 1.932)"
04-01-2023 13:42:14.751572,"(31.0, 55.0, 49.80769230769231)","(61.0, 130.0, 116.66666666666667)","(4.6, 6.4, 6.377777777777778)","(4.2, 6.0, 6.124603174603175)","(7.0, 10.0, 9.784615384615385)","(21.0, 32.0, 30.64)","(1.75, 1.95, 1.9421739130434783)"
04-01-2023 13:42:15.901768,"(31.0, 55.0, 49.80769230769231)","(61.0, 130.0, 111.53846153846153)","(4.6, 6.4, 6.274285714285715)","(4.2, 6.2, 6.036842105263158)","(7.0, 9.8, 9.566666666666666)","(21.0, 32.0, 30.454545454545453)","(1.75, 1.95, 1.9641818181818183)"
04-01-2023 13:42:16.956473,"(31.0, 55.0, 49.80769230769231)","(61.0, 130.0, 108.18181818181819)","(4.6, 6.4, 6.274285714285715)","(4.2, 6.2, 6.035897435897436)","(7.0, 9.6, 9.545454545454547)","(21.0, 32.0, 30.347826086956523)","(1.75, 1.97, 1.95875)"
04-01-2023 13:42:17.925730,"(31.0, 55.0, 49.80769230769231)","(61.0, 130.0, 115.0)","(4.6, 6.4, 6.287179487179487)","(4.2, 6.2, 6.035897435897436)","(7.0, 9.8, 9.545454545454547)","(21.0, 32.0, 30.347826086956523)","(1.75, 1.97, 1.9589655172413794)"
04-01-2023 13:42:19.170047,"(31.0, 55.0, 49.80769230769231)","(61.0, 130.0, 115.0)","(4.6, 6.4, 6.243478260869566)","(4.2, 6.2, 6.048818897637795)","(7.0, 9.8, 9.65263157894737)","(21.0, 32.0, 30.272727272727273)","(1.75, 1.97, 1.953157894736842)"
04-01-2023 13:42:20.418986,"(31.0, 55.0, 49.80769230769231)","(61.0, 130.0, 114.44444444444444)","(4.6, 6.4, 6.243478260869566)","(4.2, 6.2, 6.08235294117647)","(7.0, 9.8, 9.605882352941176)","(21.0, 32.0, 30.272727272727273)","(1.75, 1.97, 1.953157894736842)"
04-01-2023 13:42:21.569509,"(31.0, 55.0, 49.80769230769231)","(61.0, 130.0, 114.44444444444444)","(4.6, 6.4, 6.243478260869566)","(4.2, 6.2, 6.08235294117647)","(7.0, 9.8, 9.605882352941176)","(21.0, 32.0, 30.272727272727273)","(1.75, 1.97, 1.9526666666666666)"
04-01-2023 13:42:22.563373,"(31.0, 55.0, 50.0)","(61.0, 120.0, 109.47368421052632)","(4.6, 6.4, 6.243478260869566)","(4.2, 6.2, 6.08235294117647)","(7.0, 9.8, 9.605882352941176)","(21.0, 32.0, 30.272727272727273)","(1.75, 1.97, 1.9526666666666666)"
04-01-2023 13:42:23.636020,"(31.0, 55.0, 50.0)","(61.0, 120.0, 109.47368421052632)","(4.6, 6.4, 6.243478260869566)","(4.2, 6.2, 6.08235294117647)","(7.0, 9.8, 9.605882352941176)","(21.0, 32.0, 30.272727272727273)","(1.75, 1.97, 1.9609433962264151)"
04-01-2023 13:42:24.736031,"(31.0, 55.0, 50.0)","(61.0, 120.0, 111.1764705882353)","(4.6, 6.4, 6.2250000000000005)","(4.2, 6.2, 6.07012987012987)","(7.0, 9.8, 9.605882352941176)","(21.0, 32.0, 31.05)","(1.75, 1.97, 1.9485714285714286)"
04-01-2023 13:42:25.813281,"(31.0, 55.0, 50.0)","(61.0, 120.0, 111.1764705882353)","(4.6, 6.4, 6.2250000000000005)","(4.2, 6.2, 6.07012987012987)","(7.0, 9.8, 9.461538461538462)","(21.0, 32.0, 31.05)","(1.75, 1.97, 1.9394736842105262)"
04-01-2023 13:42:26.761070,"(31.0, 55.0, 50.0)","(61.0, 120.0, 111.1764705882353)","(4.6, 6.4, 6.24)","(4.2, 6.2, 6.079518072289157)","(7.0, 9.8, 9.48)","(21.0, 32.0, 31.05)","(1.75, 1.96, 1.9394736842105262)"
04-01-2023 13:42:27.808741,"(31.0, 55.0, 50.0)","(61.0, 120.0, 111.1764705882353)","(4.6, 6.4, 6.24)","(4.2, 6.2, 6.079518072289157)","(7.0, 9.8, 9.511111111111111)","(21.0, 32.0, 31.05)","(1.75, 1.96, 1.9588524590163934)"
04-01-2023 13:42:28.902660,"(31.0, 55.0, 50.0)","(61.0, 120.0, 111.1764705882353)","(4.6, 6.4, 6.2250000000000005)","(4.2, 6.2, 6.079518072289157)","(7.0, 9.8, 9.583333333333334)","(21.0, 32.0, 31.05)","(1.75, 1.97, 1.9567796610169492)"
04-01-2023 13:42:29.947658,"(31.0, 55.0, 50.0)","(61.0, 120.0, 111.1764705882353)","(4.6, 6.4, 6.24)","(4.2, 6.2, 6.066666666666666)","(7.0, 9.8, 9.527272727272727)","(21.0, 32.0, 31.05)","(1.75, 1.97, 1.960877192982456)"
04-01-2023 13:42:31.150455,"(31.0, 55.0, 50.0)","(61.0, 120.0, 111.1764705882353)","(4.6, 6.4, 6.336842105263158)","(4.2, 6.2, 6.066666666666666)","(7.0, 9.8, 9.536)","(21.0, 32.0, 31.105263157894736)","(1.75, 1.97, 1.9581967213114753)"
04-01-2023 13:42:32.433795,"(31.0, 55.0, 50.0)","(61.0, 120.0, 111.1764705882353)","(4.8, 6.4, 6.369565217391305)","(4.6, 6.2, 6.066666666666666)","(7.5, 9.6, 9.488888888888889)","(21.0, 32.0, 31.105263157894736)","(1.75, 1.97, 1.9584210526315788)"
04-01-2023 13:42:33.618867,"(31.0, 55.0, 50.0)","(61.0, 120.0, 111.1764705882353)","(4.8, 6.4, 6.369565217391305)","(4.6, 6.2, 6.073563218390805)","(7.5, 9.6, 9.536842105263158)","(21.0, 32.0, 31.209302325581394)","(1.75, 1.97, 1.958)"
