,Duly Noted,Jumbo Ozaki,Dustin Diesel,Boys Night Out,Flying Zinger,Lauries Gem,Eve And Jan,Lees Bonus
10-01-2023 19:37:28.988071,"(4.6, 6.2, 6.0285714285714285)","(4.0, 4.7, 4.623809523809524)","(4.2, 4.9, 4.808333333333334)","(19.0, 32.0, 28.714285714285715)","(3.1, 3.75, 3.696153846153846)","(6.0, 12.0, 11.854166666666666)","(81.0, 310.0, 250.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:30.246770,"(4.6, 6.2, 6.061538461538462)","(4.0, 4.7, 4.644444444444445)","(4.2, 4.9, 4.79)","(19.0, 32.0, 28.714285714285715)","(3.1, 3.75, 3.661538461538462)","(6.0, 12.0, 11.854166666666666)","(81.0, 310.0, 250.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:31.399719,"(4.6, 6.2, 6.1625000000000005)","(4.0, 4.7, 4.644444444444445)","(4.2, 4.9, 4.79)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.7, 3.669230769230769)","(6.0, 12.0, 11.96875)","(81.0, 310.0, 250.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:32.479844,"(4.6, 6.4, 6.193548387096774)","(4.0, 4.7, 4.644444444444445)","(4.2, 4.9, 4.79)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.7, 3.6791666666666667)","(6.0, 12.0, 12.378787878787879)","(81.0, 310.0, 214.44444444444446)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:33.533286,"(4.6, 6.4, 6.171428571428572)","(4.0, 4.7, 4.644444444444445)","(4.2, 4.9, 4.79)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.7, 3.6791666666666667)","(6.0, 12.5, 12.378787878787879)","(81.0, 410.0, 212.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:34.564881,"(4.6, 6.4, 6.171428571428572)","(4.0, 4.7, 4.644444444444445)","(4.2, 4.9, 4.79)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.7, 3.7261904761904763)","(6.0, 12.5, 12.283783783783784)","(81.0, 410.0, 295.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:35.624658,"(4.6, 6.4, 6.171428571428572)","(4.0, 4.7, 4.644444444444445)","(4.2, 4.9, 4.79)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.75, 3.6875)","(6.0, 12.5, 11.411764705882353)","(81.0, 400.0, 295.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:36.749065,"(4.6, 6.4, 6.193548387096774)","(4.0, 4.7, 4.583870967741936)","(4.2, 4.9, 4.805882352941177)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.75, 3.6875)","(6.0, 11.5, 11.264705882352942)","(81.0, 400.0, 290.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:37.813536,"(4.6, 6.4, 6.193548387096774)","(4.0, 4.8, 4.6499999999999995)","(4.2, 4.9, 4.805882352941177)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.75, 3.6875)","(6.0, 11.5, 11.0)","(81.0, 400.0, 290.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:39.099223,"(4.6, 6.4, 6.193548387096774)","(4.0, 4.8, 4.692307692307692)","(4.2, 4.9, 4.82)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.75, 3.6875)","(6.0, 11.5, 11.0)","(81.0, 400.0, 214.44444444444446)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:40.285715,"(4.6, 6.4, 6.1875)","(4.0, 4.8, 4.692307692307692)","(4.2, 4.9, 4.82)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.75, 3.73)","(6.0, 11.5, 11.0)","(81.0, 410.0, 240.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:41.437270,"(4.6, 6.4, 6.1875)","(4.0, 4.8, 4.724324324324324)","(4.2, 4.9, 4.858333333333333)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.75, 3.5607142857142855)","(6.0, 11.5, 10.961538461538462)","(81.0, 290.0, 240.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:42.923496,"(4.6, 6.4, 6.2057142857142855)","(4.0, 4.8, 4.681632653061224)","(4.2, 4.9, 4.865217391304348)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.6, 3.5570312499999996)","(6.0, 11.5, 11.045454545454545)","(81.0, 410.0, 221.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:44.244886,"(4.6, 6.4, 6.2057142857142855)","(4.0, 4.8, 4.681632653061224)","(4.2, 4.9, 4.85)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.6, 3.5076923076923077)","(6.0, 11.5, 11.045454545454545)","(81.0, 410.0, 221.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:45.542275,"(4.6, 6.4, 6.252173913043478)","(4.0, 4.8, 4.681632653061224)","(4.2, 5.0, 4.85)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.6, 3.5076923076923077)","(6.0, 11.5, 10.852941176470589)","(81.0, 410.0, 221.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:46.765444,"(4.6, 6.4, 6.25531914893617)","(4.0, 4.8, 4.729268292682927)","(4.2, 5.0, 4.85)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.6, 3.507575757575758)","(6.0, 11.0, 10.852941176470589)","(81.0, 410.0, 223.33333333333334)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:47.959280,"(4.6, 6.4, 6.294736842105263)","(4.0, 4.8, 4.729268292682927)","(4.2, 5.0, 4.866666666666666)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.6, 3.539473684210526)","(6.0, 11.0, 10.86111111111111)","(81.0, 410.0, 221.0)","(61.0, 95.0, 86.42857142857143)"
10-01-2023 19:37:49.129612,"(4.6, 6.4, 6.294736842105263)","(4.0, 4.8, 4.729268292682927)","(4.2, 5.0, 4.866666666666666)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4825)","(6.0, 11.0, 10.86111111111111)","(81.0, 410.0, 221.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:50.328796,"(4.6, 6.4, 6.32)","(4.0, 4.8, 4.729268292682927)","(4.2, 5.0, 4.866666666666666)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4825)","(6.0, 11.0, 10.895833333333334)","(81.0, 410.0, 221.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:51.548988,"(4.6, 6.4, 6.3090909090909095)","(4.0, 4.8, 4.6466666666666665)","(4.2, 5.0, 4.866666666666666)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.475)","(6.0, 11.0, 11.083333333333334)","(81.0, 410.0, 221.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:52.787276,"(4.6, 6.6, 6.325714285714286)","(4.0, 4.7, 4.6)","(4.2, 5.0, 4.866666666666666)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4825)","(6.0, 11.5, 11.083333333333334)","(81.0, 410.0, 221.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:53.993963,"(4.6, 6.6, 6.357142857142857)","(4.0, 4.7, 4.6)","(4.2, 5.0, 4.866666666666666)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4954545454545456)","(6.0, 11.5, 11.380952380952381)","(81.0, 410.0, 221.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:55.201601,"(4.6, 6.6, 6.325714285714286)","(4.0, 4.7, 4.655555555555556)","(4.2, 5.0, 4.866666666666666)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4954545454545456)","(6.0, 12.0, 11.36)","(81.0, 410.0, 203.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:56.410258,"(4.6, 6.6, 6.325714285714286)","(4.0, 4.7, 4.655555555555556)","(4.2, 5.0, 4.866666666666666)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4954545454545456)","(6.0, 12.0, 11.470588235294118)","(81.0, 410.0, 203.0)","(61.0, 95.0, 83.0)"
10-01-2023 19:37:57.521171,"(4.6, 6.6, 6.325714285714286)","(4.0, 4.7, 4.6692307692307695)","(4.2, 5.0, 4.858823529411764)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4954545454545456)","(6.0, 12.0, 11.65)","(81.0, 410.0, 268.57142857142856)","(61.0, 95.0, 81.66666666666667)"
10-01-2023 19:37:58.684597,"(4.6, 6.6, 6.325714285714286)","(4.0, 4.7, 4.66)","(4.2, 5.0, 4.858823529411764)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4954545454545456)","(6.0, 12.0, 11.588235294117647)","(81.0, 410.0, 221.0)","(61.0, 100.0, 87.5)"
10-01-2023 19:37:59.881146,"(4.6, 6.6, 6.325714285714286)","(4.0, 4.7, 4.66)","(4.2, 5.0, 4.858823529411764)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4954545454545456)","(6.0, 12.0, 11.476190476190476)","(81.0, 410.0, 230.0)","(61.0, 95.0, 87.5)"
10-01-2023 19:38:01.020394,"(4.6, 6.6, 6.325714285714286)","(4.0, 4.7, 4.66)","(4.2, 5.0, 4.858823529411764)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4954545454545456)","(6.0, 12.0, 11.384615384615385)","(81.0, 410.0, 230.0)","(61.0, 95.0, 92.0)"
10-01-2023 19:38:02.122097,"(4.6, 6.6, 6.325714285714286)","(4.0, 4.7, 4.66)","(4.2, 5.0, 4.858823529411764)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4954545454545456)","(6.0, 12.0, 11.588235294117647)","(81.0, 410.0, 230.0)","(61.0, 95.0, 87.5)"
10-01-2023 19:38:03.160896,"(4.6, 6.6, 6.325714285714286)","(4.0, 4.7, 4.6850000000000005)","(4.2, 4.9, 4.825)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.477027027027027)","(6.0, 12.0, 11.3)","(81.0, 410.0, 230.0)","(61.0, 95.0, 87.5)"
10-01-2023 19:38:04.354642,"(4.6, 6.6, 6.290322580645161)","(4.0, 4.7, 4.6850000000000005)","(4.2, 5.1, 5.072222222222222)","(21.0, 32.0, 29.21212121212121)","(3.1, 3.55, 3.505357142857143)","(6.0, 12.0, 11.214285714285714)","(81.0, 410.0, 230.0)","(61.0, 95.0, 92.0)"
10-01-2023 19:38:05.551480,"(4.6, 6.4, 6.28)","(4.0, 4.7, 4.585714285714285)","(4.2, 5.1, 5.0473684210526315)","(21.0, 32.0, 29.21212121212121)","(3.1, 3.55, 3.505357142857143)","(6.0, 11.5, 11.214285714285714)","(101.0, 410.0, 243.33333333333334)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:06.758056,"(4.6, 6.6, 6.306666666666667)","(4.0, 4.6, 4.542857142857143)","(4.2, 5.2, 5.19)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4958333333333336)","(6.0, 11.5, 10.679487179487179)","(101.0, 410.0, 243.33333333333334)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:07.932711,"(4.6, 6.6, 6.306666666666667)","(4.0, 4.6, 4.56)","(4.2, 5.3, 5.199999999999999)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4958333333333336)","(6.0, 11.0, 10.508196721311476)","(101.0, 410.0, 243.33333333333334)","(71.0, 95.0, 92.0)"
10-01-2023 19:38:09.073317,"(4.6, 6.6, 6.306666666666667)","(4.0, 4.6, 4.542857142857143)","(4.2, 5.3, 5.199999999999999)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4958333333333336)","(6.0, 11.0, 10.538461538461538)","(101.0, 410.0, 243.33333333333334)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:10.191713,"(4.6, 6.6, 6.294117647058823)","(4.0, 4.6, 4.542857142857143)","(4.2, 5.3, 5.199999999999999)","(21.0, 32.0, 28.714285714285715)","(3.1, 3.55, 3.4958333333333336)","(6.0, 11.0, 10.442857142857143)","(101.0, 410.0, 243.33333333333334)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:11.354637,"(4.8, 6.6, 6.294117647058823)","(3.9, 4.6, 4.542857142857143)","(4.0, 5.3, 5.199999999999999)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.55, 3.509259259259259)","(7.0, 11.0, 10.34375)","(101.0, 410.0, 243.33333333333334)","(71.0, 95.0, 92.0)"
10-01-2023 19:38:12.602196,"(4.8, 6.6, 6.294117647058823)","(3.9, 4.6, 4.585714285714285)","(4.0, 5.3, 5.199999999999999)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.55, 3.5244186046511627)","(7.0, 10.5, 10.282608695652174)","(101.0, 410.0, 235.0)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:13.778990,"(4.8, 6.6, 6.315789473684211)","(3.9, 4.6, 4.622222222222222)","(4.0, 5.3, 5.163157894736842)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.55, 3.5515624999999997)","(7.0, 10.5, 10.25)","(101.0, 410.0, 235.0)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:15.055146,"(4.8, 6.6, 6.308108108108108)","(3.9, 4.7, 4.66875)","(4.0, 5.2, 5.166666666666667)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5114285714285716)","(7.0, 10.5, 10.25)","(101.0, 410.0, 243.33333333333334)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:16.282357,"(4.8, 6.6, 6.311111111111111)","(3.9, 4.7, 4.66875)","(4.0, 5.2, 5.1923076923076925)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5114285714285716)","(7.0, 10.5, 10.3)","(101.0, 410.0, 300.0)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:17.381780,"(4.8, 6.4, 6.333333333333334)","(3.9, 4.8, 4.642857142857142)","(4.0, 5.2, 5.1923076923076925)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5114285714285716)","(7.0, 10.5, 10.428571428571429)","(101.0, 410.0, 300.0)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:18.480994,"(4.8, 6.4, 6.333333333333334)","(3.9, 4.7, 4.648148148148148)","(4.0, 5.3, 5.226315789473684)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5114285714285716)","(7.0, 10.5, 10.3)","(101.0, 410.0, 300.0)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:19.560075,"(4.8, 6.4, 6.28421052631579)","(3.9, 4.7, 4.648148148148148)","(4.0, 5.3, 5.271428571428571)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5114285714285716)","(7.0, 10.5, 10.3)","(101.0, 410.0, 300.0)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:20.628037,"(4.8, 6.4, 6.309677419354839)","(3.9, 4.7, 4.648148148148148)","(4.0, 5.3, 5.2749999999999995)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5114285714285716)","(7.0, 10.5, 10.3)","(101.0, 410.0, 300.0)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:21.743124,"(4.8, 6.4, 6.309677419354839)","(3.9, 4.7, 4.637931034482759)","(4.0, 5.3, 5.2749999999999995)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5253012048192773)","(7.0, 10.5, 10.3)","(101.0, 410.0, 300.0)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:22.916607,"(4.8, 6.4, 6.309677419354839)","(3.9, 4.7, 4.637931034482759)","(4.0, 5.3, 5.2749999999999995)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5253012048192773)","(7.0, 10.5, 10.3)","(101.0, 410.0, 300.0)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:24.075910,"(4.8, 6.4, 6.309677419354839)","(3.9, 4.7, 4.637931034482759)","(4.0, 5.3, 5.2749999999999995)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5253012048192773)","(7.0, 10.5, 10.3)","(101.0, 410.0, 300.0)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:25.239185,"(4.8, 6.4, 6.309677419354839)","(3.9, 4.7, 4.637931034482759)","(4.0, 5.3, 5.2749999999999995)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.527906976744186)","(7.0, 10.5, 10.25)","(101.0, 410.0, 300.0)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:26.370904,"(4.8, 6.4, 6.309677419354839)","(3.9, 4.7, 4.637931034482759)","(4.0, 5.3, 5.2749999999999995)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5318681318681318)","(7.0, 10.5, 10.25)","(101.0, 410.0, 300.0)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:27.437804,"(4.8, 6.4, 6.309677419354839)","(3.9, 4.7, 4.640000000000001)","(4.0, 5.3, 5.2749999999999995)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5318681318681318)","(7.0, 10.5, 10.375)","(101.0, 410.0, 388.0487804878049)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:28.461085,"(4.8, 6.4, 6.309677419354839)","(3.9, 4.7, 4.640000000000001)","(4.0, 5.3, 5.2749999999999995)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.532608695652174)","(7.0, 10.5, 10.375)","(101.0, 410.0, 388.0487804878049)","(71.0, 95.0, 87.5)"
10-01-2023 19:38:29.539416,"(4.8, 6.4, 6.309677419354839)","(3.9, 4.7, 4.640000000000001)","(4.0, 5.3, 5.2749999999999995)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5303370786516854)","(7.0, 10.5, 10.375)","(101.0, 410.0, 395.4054054054054)","(71.0, 95.0, 81.33333333333333)"
10-01-2023 19:38:30.656077,"(4.8, 6.4, 6.309677419354839)","(3.9, 4.7, 4.640000000000001)","(4.0, 5.3, 5.271428571428571)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5303370786516854)","(7.0, 10.5, 10.375)","(101.0, 400.0, 395.4054054054054)","(71.0, 100.0, 87.5)"
10-01-2023 19:38:31.774347,"(4.8, 6.4, 6.309677419354839)","(3.9, 4.7, 4.58)","(4.0, 5.3, 5.183333333333334)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.513157894736842)","(7.0, 10.5, 10.538461538461538)","(101.0, 400.0, 395.4054054054054)","(71.0, 95.0, 86.66666666666667)"
10-01-2023 19:38:32.898071,"(4.8, 6.4, 6.272727272727273)","(3.9, 4.7, 4.58)","(4.0, 5.2, 5.183333333333334)","(21.0, 32.0, 28.64516129032258)","(3.0, 3.55, 3.491935483870968)","(7.0, 11.0, 10.384615384615385)","(101.0, 400.0, 395.4054054054054)","(71.0, 95.0, 80.71428571428572)"
10-01-2023 19:38:33.976187,"(4.8, 6.4, 6.272727272727273)","(3.9, 4.7, 4.58)","(4.0, 5.3, 5.022222222222222)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.55, 3.5194805194805197)","(7.0, 10.5, 10.314814814814815)","(101.0, 400.0, 395.4054054054054)","(71.0, 95.0, 75.0)"
10-01-2023 19:38:35.025453,"(4.8, 6.6, 6.296)","(3.9, 4.7, 4.625)","(4.0, 5.0, 4.984615384615385)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.556338028169014)","(7.0, 10.5, 10.314814814814815)","(101.0, 400.0, 395.4054054054054)","(71.0, 95.0, 75.0)"
10-01-2023 19:38:36.158507,"(4.8, 6.6, 6.326315789473684)","(3.9, 4.7, 4.647058823529412)","(4.0, 5.0, 4.9071428571428575)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5231707317073173)","(7.0, 10.5, 10.314814814814815)","(101.0, 400.0, 395.4054054054054)","(61.0, 95.0, 86.66666666666667)"
10-01-2023 19:38:37.299561,"(4.8, 6.6, 6.326315789473684)","(3.9, 4.7, 4.647058823529412)","(4.0, 5.0, 4.9071428571428575)","(21.0, 32.0, 28.714285714285715)","(3.0, 3.6, 3.5231707317073173)","(7.0, 10.5, 10.288135593220339)","(101.0, 400.0, 395.4054054054054)","(61.0, 95.0, 75.0)"
10-01-2023 19:38:38.456570,"(4.8, 6.6, 6.36551724137931)","(3.9, 4.7, 4.553846153846154)","(4.0, 5.0, 4.9071428571428575)","(21.0, 32.0, 29.444444444444443)","(3.0, 3.6, 3.5231707317073173)","(7.0, 11.0, 10.274193548387096)","(101.0, 400.0, 395.4054054054054)","(61.0, 95.0, 75.0)"
10-01-2023 19:38:39.570106,"(4.8, 6.6, 6.438095238095238)","(3.9, 4.6, 4.553846153846154)","(4.0, 5.0, 4.8042105263157895)","(21.0, 32.0, 29.346153846153847)","(3.0, 3.6, 3.5364583333333335)","(7.0, 11.0, 10.857142857142858)","(101.0, 400.0, 395.4054054054054)","(61.0, 95.0, 80.71428571428572)"
10-01-2023 19:38:40.638610,"(4.8, 6.6, 6.345454545454546)","(3.9, 4.7, 4.594117647058823)","(4.0, 4.9, 4.8042105263157895)","(21.0, 32.0, 29.346153846153847)","(3.0, 3.6, 3.5353535353535355)","(7.0, 11.0, 10.902542372881356)","(101.0, 400.0, 395.4054054054054)","(61.0, 95.0, 85.0)"
10-01-2023 19:38:41.689801,"(4.8, 6.6, 6.345454545454546)","(3.9, 4.7, 4.614285714285715)","(4.0, 4.9, 4.81010101010101)","(21.0, 32.0, 29.346153846153847)","(3.0, 3.6, 3.5353535353535355)","(7.0, 11.0, 10.902542372881356)","(101.0, 400.0, 395.4054054054054)","(61.0, 95.0, 86.11111111111111)"
10-01-2023 19:38:42.766811,"(4.8, 6.6, 6.345454545454546)","(3.9, 4.7, 4.614285714285715)","(4.0, 4.9, 4.809183673469388)","(21.0, 32.0, 28.89189189189189)","(3.0, 3.6, 3.5296703296703296)","(7.0, 11.0, 10.34)","(101.0, 400.0, 395.4054054054054)","(61.0, 95.0, 87.72727272727272)"
10-01-2023 19:38:43.850418,"(4.8, 6.8, 6.742857142857143)","(3.9, 4.7, 4.571428571428571)","(4.0, 4.9, 4.718367346938776)","(21.0, 32.0, 28.75)","(3.0, 3.6, 3.5377551020408164)","(7.0, 11.0, 10.357142857142858)","(101.0, 400.0, 395.4054054054054)","(61.0, 95.0, 87.72727272727272)"
10-01-2023 19:38:44.982962,"(4.8, 6.8, 6.6125)","(3.9, 4.7, 4.58)","(4.0, 4.9, 4.970370370370371)","(21.0, 32.0, 28.848484848484848)","(3.0, 3.6, 3.5377551020408164)","(7.0, 11.0, 9.612)","(101.0, 400.0, 395.4054054054054)","(61.0, 95.0, 87.72727272727272)"
10-01-2023 19:38:46.100448,"(4.8, 6.8, 6.594285714285714)","(3.9, 4.7, 4.604)","(4.0, 5.1, 5.09)","(21.0, 32.0, 28.32)","(3.0, 3.6, 3.5383838383838384)","(7.0, 9.8, 9.04)","(101.0, 400.0, 395.4054054054054)","(61.0, 95.0, 79.0)"
10-01-2023 19:38:47.230662,"(4.8, 6.8, 6.588235294117647)","(3.9, 4.7, 4.613043478260869)","(4.0, 5.1, 5.116666666666667)","(21.0, 32.0, 28.5)","(3.0, 3.6, 3.5396039603960396)","(7.0, 9.4, 9.218181818181817)","(101.0, 400.0, 395.4054054054054)","(61.0, 95.0, 88.33333333333333)"
10-01-2023 19:38:48.352786,"(4.8, 6.8, 6.588235294117647)","(3.9, 4.7, 4.613043478260869)","(4.0, 5.2, 5.116666666666667)","(21.0, 29.0, 28.81818181818182)","(3.0, 3.6, 3.5289156626506024)","(7.0, 9.6, 9.156521739130435)","(101.0, 400.0, 395.4054054054054)","(61.0, 95.0, 88.33333333333333)"
10-01-2023 19:38:49.379507,"(4.8, 6.8, 6.588235294117647)","(3.9, 4.7, 4.613043478260869)","(4.0, 5.2, 5.116666666666667)","(21.0, 29.0, 27.64516129032258)","(3.0, 3.6, 3.529268292682927)","(7.0, 9.4, 9.306666666666667)","(101.0, 400.0, 395.4054054054054)","(61.0, 95.0, 88.33333333333333)"
10-01-2023 19:38:50.538961,"(4.8, 6.8, 6.588235294117647)","(3.9, 4.7, 4.633333333333333)","(4.0, 5.2, 5.116666666666667)","(21.0, 29.0, 27.64516129032258)","(3.0, 3.6, 3.529268292682927)","(7.0, 9.6, 9.306666666666667)","(101.0, 400.0, 382.5)","(61.0, 95.0, 88.33333333333333)"
10-01-2023 19:38:51.909695,"(4.8, 6.8, 6.568421052631579)","(3.9, 4.7, 4.633333333333333)","(4.0, 5.2, 5.116666666666667)","(21.0, 29.0, 27.51282051282051)","(3.0, 3.6, 3.529268292682927)","(7.0, 9.6, 9.345454545454546)","(101.0, 400.0, 372.0)","(61.0, 95.0, 87.3076923076923)"
10-01-2023 19:38:53.201773,"(4.8, 6.8, 6.568421052631579)","(3.9, 4.7, 4.625)","(4.0, 5.2, 5.116666666666667)","(21.0, 29.0, 27.46153846153846)","(3.0, 3.6, 3.5352941176470587)","(7.0, 9.6, 10.25)","(101.0, 400.0, 372.0)","(61.0, 95.0, 79.0)"
10-01-2023 19:38:54.436128,"(4.8, 6.6, 6.523809523809524)","(3.9, 4.7, 4.625)","(4.0, 5.2, 5.116666666666667)","(21.0, 29.0, 27.46153846153846)","(3.0, 3.55, 3.5106060606060607)","(7.0, 10.5, 10.404761904761905)","(101.0, 400.0, 364.0)","(61.0, 95.0, 79.0)"
10-01-2023 19:38:55.658381,"(5.0, 6.6, 6.477777777777778)","(3.9, 4.7, 4.578260869565217)","(4.0, 5.2, 5.091304347826087)","(21.0, 29.0, 27.81818181818182)","(3.0, 3.55, 3.5106060606060607)","(7.0, 10.5, 10.303571428571429)","(101.0, 390.0, 381.25)","(61.0, 95.0, 79.0)"
10-01-2023 19:38:56.841104,"(5.0, 6.8, 6.606896551724138)","(3.9, 4.7, 4.594736842105263)","(4.0, 5.2, 5.091304347826087)","(21.0, 28.0, 27.81818181818182)","(3.0, 3.55, 3.509375)","(7.0, 10.5, 10.288461538461538)","(101.0, 390.0, 371.875)","(61.0, 95.0, 79.0)"
10-01-2023 19:38:58.058871,"(5.0, 6.8, 6.593548387096774)","(3.9, 4.7, 4.594736842105263)","(4.0, 5.1, 5.091304347826086)","(21.0, 29.0, 25.545454545454547)","(3.0, 3.55, 3.524)","(7.0, 10.5, 10.288461538461538)","(101.0, 380.0, 371.875)","(61.0, 95.0, 79.0)"
10-01-2023 19:38:59.298884,"(5.0, 6.8, 6.593548387096774)","(3.9, 4.7, 4.594736842105263)","(4.0, 5.1, 5.091304347826086)","(21.0, 27.0, 26.047619047619047)","(3.0, 3.55, 3.524)","(7.0, 10.5, 10.288461538461538)","(101.0, 380.0, 371.875)","(61.0, 95.0, 79.0)"
10-01-2023 19:39:00.588029,"(5.0, 6.8, 6.593548387096774)","(3.9, 4.7, 4.616666666666667)","(4.0, 5.1, 5.058620689655172)","(21.0, 27.0, 27.806451612903224)","(3.0, 3.55, 3.5283333333333333)","(7.0, 10.5, 10.241935483870968)","(101.0, 380.0, 320.0)","(61.0, 95.0, 91.19047619047619)"
10-01-2023 19:39:01.721387,"(5.0, 6.8, 6.622222222222223)","(3.9, 4.7, 4.616666666666667)","(4.0, 5.1, 5.058620689655172)","(21.0, 32.0, 28.428571428571427)","(3.0, 3.55, 3.529310344827586)","(7.0, 10.5, 10.202702702702704)","(101.0, 380.0, 371.3333333333333)","(61.0, 95.0, 91.19047619047619)"
10-01-2023 19:39:02.873801,"(5.0, 6.8, 6.622222222222223)","(3.9, 4.7, 4.616666666666667)","(4.0, 5.1, 5.058620689655172)","(21.0, 32.0, 28.511627906976745)","(3.0, 3.55, 3.544736842105263)","(7.0, 10.5, 10.241935483870968)","(101.0, 380.0, 371.875)","(61.0, 95.0, 91.19047619047619)"
