,Exceed And Collect,No Outcast,Outwitted,The Instructor,Ukiyoe,Firehouse,Imminance,Miss Sunshine,Nevada Showgirl,Within Sight
12-01-2023 16:38:26.357519,"(9.0, 21.0, 19.5)","(18.0, 29.0, 27.5)","(17.0, 27.0, 25.76923076923077)","(2.25, 2.32, 2.317272727272727)","(12.0, 13.0, 12.9)","(5.0, 6.2, 6.021660649819495)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.5408)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 38.0)"
12-01-2023 16:38:27.535837,"(9.0, 21.0, 19.8)","(18.0, 29.0, 27.5)","(17.0, 27.0, 25.76923076923077)","(2.25, 2.32, 2.317272727272727)","(12.0, 13.0, 12.9)","(5.0, 6.2, 6.021660649819495)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.5408)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 37.375)"
12-01-2023 16:38:28.714919,"(9.0, 21.0, 19.8)","(18.0, 29.0, 27.5)","(17.0, 27.0, 25.76923076923077)","(2.25, 2.34, 2.3313513513513513)","(12.0, 13.0, 12.9)","(5.0, 6.2, 6.021660649819495)","(41.0, 80.0, 78.37837837837837)","(5.0, 6.6, 6.538333333333333)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 37.51724137931034)"
12-01-2023 16:38:29.959263,"(9.0, 21.0, 19.8)","(18.0, 29.0, 27.5)","(17.0, 27.0, 25.76923076923077)","(2.2, 2.34, 2.335151515151515)","(12.0, 13.0, 13.217557251908397)","(5.0, 6.2, 6.000793650793651)","(41.0, 80.0, 85.0)","(5.0, 6.6, 6.538333333333333)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 37.88235294117647)"
12-01-2023 16:38:31.499082,"(9.0, 21.0, 19.8)","(18.0, 28.0, 27.714285714285715)","(17.0, 27.0, 25.736842105263158)","(2.2, 2.36, 2.332)","(12.0, 13.5, 13.225925925925926)","(5.0, 6.2, 6.019014084507043)","(41.0, 90.0, 86.0)","(5.0, 6.6, 6.540677966101695)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 37.729729729729726)"
12-01-2023 16:38:32.917570,"(9.0, 21.0, 19.8)","(18.0, 28.0, 26.9375)","(17.0, 27.0, 25.736842105263158)","(2.2, 2.34, 2.332)","(12.0, 13.5, 13.225925925925926)","(5.0, 6.2, 6.019014084507043)","(41.0, 90.0, 86.0)","(5.0, 6.6, 6.540677966101695)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 37.88235294117647)"
12-01-2023 16:38:34.159529,"(9.0, 21.0, 19.8)","(18.0, 27.0, 26.9375)","(17.0, 27.0, 25.736842105263158)","(2.2, 2.34, 2.332)","(12.0, 13.5, 13.225925925925926)","(5.0, 6.2, 6.019014084507043)","(41.0, 90.0, 86.0)","(5.0, 6.6, 6.540677966101695)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 37.88235294117647)"
12-01-2023 16:38:35.415782,"(9.0, 21.0, 19.8)","(18.0, 27.0, 26.9375)","(17.0, 27.0, 25.736842105263158)","(2.2, 2.34, 2.332)","(12.0, 13.5, 13.225925925925926)","(5.0, 6.2, 6.019014084507043)","(41.0, 90.0, 86.0)","(5.0, 6.6, 6.540677966101695)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 37.951219512195124)"
12-01-2023 16:38:36.698548,"(9.0, 21.0, 19.8)","(18.0, 27.0, 26.9375)","(17.0, 27.0, 25.736842105263158)","(2.2, 2.34, 2.332)","(12.0, 13.5, 13.225925925925926)","(5.0, 6.2, 6.012408759124088)","(41.0, 90.0, 86.0)","(5.0, 6.6, 6.540677966101695)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 38.10526315789474)"
12-01-2023 16:38:38.040880,"(9.0, 21.0, 19.8)","(18.0, 27.0, 26.9375)","(17.0, 27.0, 25.736842105263158)","(2.2, 2.34, 2.3456692913385826)","(12.0, 13.5, 13.225925925925926)","(5.0, 6.2, 6.012408759124088)","(41.0, 90.0, 86.0)","(5.0, 6.6, 6.540677966101695)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 38.10526315789474)"
12-01-2023 16:38:39.360501,"(9.0, 21.0, 19.8)","(18.0, 27.0, 26.9375)","(17.0, 27.0, 25.736842105263158)","(2.2, 2.36, 2.345142857142857)","(12.0, 13.5, 13.225925925925926)","(5.0, 6.2, 6.012408759124088)","(41.0, 90.0, 86.0)","(5.0, 6.6, 6.540677966101695)","(41.0, 120.0, 104.78260869565217)","(19.0, 40.0, 38.10526315789474)"
12-01-2023 16:38:40.706022,"(9.0, 21.0, 19.8)","(18.0, 27.0, 26.9375)","(17.0, 27.0, 25.736842105263158)","(2.2, 2.36, 2.345142857142857)","(12.0, 13.5, 13.225925925925926)","(5.0, 6.2, 6.011029411764706)","(41.0, 90.0, 86.0)","(5.0, 6.6, 6.540677966101695)","(41.0, 120.0, 111.07142857142857)","(19.0, 40.0, 37.77777777777778)"
12-01-2023 16:38:42.188843,"(11.0, 21.0, 19.8)","(18.0, 27.0, 26.9375)","(18.0, 27.0, 25.736842105263158)","(2.2, 2.36, 2.3439130434782607)","(11.0, 13.5, 13.225925925925926)","(5.5, 6.2, 6.011029411764706)","(51.0, 90.0, 86.8)","(5.0, 6.6, 6.540677966101695)","(51.0, 120.0, 113.05555555555556)","(20.0, 40.0, 37.77777777777778)"
12-01-2023 16:38:43.433721,"(11.0, 21.0, 19.8)","(18.0, 27.0, 26.9375)","(18.0, 27.0, 25.736842105263158)","(2.2, 2.36, 2.343380281690141)","(11.0, 13.5, 13.225925925925926)","(5.5, 6.2, 6.011029411764706)","(51.0, 90.0, 86.8)","(5.0, 6.6, 6.540677966101695)","(51.0, 120.0, 112.64705882352942)","(20.0, 40.0, 37.77777777777778)"
12-01-2023 16:38:44.637474,"(11.0, 21.0, 19.8)","(18.0, 27.0, 26.9375)","(18.0, 27.0, 25.736842105263158)","(2.2, 2.36, 2.343380281690141)","(11.0, 13.5, 13.225925925925926)","(5.5, 6.2, 6.011029411764706)","(51.0, 90.0, 86.8)","(5.0, 6.6, 6.540677966101695)","(51.0, 120.0, 111.07142857142857)","(20.0, 40.0, 37.77777777777778)"
12-01-2023 16:38:45.892883,"(11.0, 21.0, 18.6)","(18.0, 27.0, 26.9375)","(18.0, 27.0, 25.736842105263158)","(2.2, 2.36, 2.343380281690141)","(11.0, 13.5, 13.225925925925926)","(5.5, 6.2, 6.011029411764706)","(51.0, 90.0, 86.8)","(5.0, 6.6, 6.540677966101695)","(51.0, 120.0, 112.64705882352942)","(20.0, 40.0, 37.77777777777778)"
12-01-2023 16:38:47.236563,"(11.0, 21.0, 20.3)","(18.0, 27.0, 26.9375)","(18.0, 27.0, 25.736842105263158)","(2.2, 2.36, 2.4333130699088144)","(11.0, 13.5, 13.1890756302521)","(5.5, 6.2, 5.947580645161291)","(51.0, 90.0, 86.8)","(5.0, 6.6, 6.532692307692308)","(51.0, 120.0, 112.64705882352942)","(20.0, 40.0, 37.73913043478261)"
12-01-2023 16:38:48.617457,"(11.0, 20.0, 19.642857142857142)","(18.0, 27.0, 26.9375)","(18.0, 27.0, 25.23076923076923)","(2.2, 2.44, 2.4382608695652173)","(11.0, 13.5, 12.84375)","(5.5, 6.2, 5.875895765472313)","(51.0, 90.0, 86.8)","(5.0, 6.6, 6.512621359223301)","(51.0, 120.0, 111.07142857142857)","(20.0, 38.0, 35.77142857142857)"
12-01-2023 16:38:49.945864,"(11.0, 21.0, 19.5)","(18.0, 27.0, 26.933333333333334)","(18.0, 26.0, 25.23076923076923)","(2.2, 2.48, 2.4255999999999998)","(11.0, 13.0, 12.838709677419354)","(5.5, 5.9, 5.875974025974026)","(51.0, 90.0, 86.0)","(5.0, 6.6, 6.512621359223301)","(51.0, 120.0, 110.38461538461539)","(20.0, 36.0, 35.77142857142857)"
12-01-2023 16:38:51.314424,"(11.0, 21.0, 19.5)","(18.0, 27.0, 26.9)","(18.0, 26.0, 25.23076923076923)","(2.2, 2.44, 2.4172477064220184)","(11.0, 13.0, 12.838709677419354)","(5.5, 5.9, 5.87112462006079)","(51.0, 90.0, 86.0)","(5.0, 6.6, 6.516666666666667)","(51.0, 120.0, 110.38461538461539)","(20.0, 36.0, 35.55)"
12-01-2023 16:38:52.591641,"(11.0, 21.0, 19.5)","(18.0, 27.0, 26.9)","(18.0, 26.0, 25.333333333333332)","(2.2, 2.42, 2.4172477064220184)","(11.0, 13.0, 12.838709677419354)","(5.5, 5.9, 5.87112462006079)","(51.0, 90.0, 86.0)","(5.0, 6.6, 6.516666666666667)","(51.0, 120.0, 90.0)","(20.0, 36.0, 34.94117647058823)"
12-01-2023 16:38:54.126371,"(11.0, 21.0, 19.5)","(18.0, 27.0, 26.916666666666668)","(18.0, 26.0, 25.333333333333332)","(2.2, 2.42, 2.4158415841584158)","(11.0, 13.0, 12.838709677419354)","(5.5, 5.9, 5.87112462006079)","(51.0, 90.0, 85.55555555555556)","(5.0, 6.6, 6.658974358974358)","(51.0, 120.0, 90.0)","(20.0, 36.0, 33.63636363636363)"
12-01-2023 16:38:55.396110,"(11.0, 21.0, 19.5)","(18.0, 27.0, 26.916666666666668)","(18.0, 26.0, 25.166666666666668)","(2.2, 2.42, 2.3936170212765955)","(11.0, 13.0, 12.868852459016393)","(5.5, 5.9, 5.87112462006079)","(51.0, 90.0, 87.89473684210526)","(5.0, 6.8, 6.725170068027211)","(51.0, 120.0, 90.0)","(20.0, 34.0, 33.63636363636363)"
12-01-2023 16:38:56.723845,"(11.0, 19.5, 18.428571428571427)","(18.0, 27.0, 26.916666666666668)","(18.0, 26.0, 25.473684210526315)","(2.2, 2.4, 2.390322580645161)","(11.0, 13.0, 12.868852459016393)","(5.5, 5.9, 5.86923076923077)","(51.0, 90.0, 87.89473684210526)","(5.0, 6.8, 6.734666666666667)","(51.0, 120.0, 90.0)","(20.0, 34.0, 33.578947368421055)"
12-01-2023 16:38:57.959202,"(11.0, 19.5, 18.428571428571427)","(18.0, 27.0, 26.916666666666668)","(18.0, 26.0, 25.473684210526315)","(2.2, 2.4, 2.393333333333333)","(11.0, 13.0, 12.868852459016393)","(5.5, 5.9, 5.942857142857143)","(51.0, 90.0, 87.89473684210526)","(5.0, 6.8, 6.746376811594203)","(51.0, 120.0, 90.0)","(20.0, 34.0, 33.36363636363637)"
12-01-2023 16:38:59.316463,"(11.0, 19.5, 18.136363636363637)","(18.0, 28.0, 27.375)","(18.0, 26.0, 25.333333333333332)","(2.2, 2.4, 2.375681818181818)","(11.0, 13.0, 12.868852459016393)","(5.5, 6.0, 5.945901639344262)","(51.0, 90.0, 88.4375)","(5.0, 6.8, 6.746376811594203)","(51.0, 120.0, 90.0)","(20.0, 34.0, 33.36363636363637)"
12-01-2023 16:39:00.713341,"(11.0, 19.5, 17.318181818181817)","(18.0, 28.0, 27.375)","(18.0, 26.0, 25.333333333333332)","(2.2, 2.38, 2.3698591549295775)","(11.0, 13.0, 13.18)","(5.5, 6.0, 6.0360248447204965)","(51.0, 90.0, 88.4375)","(5.0, 6.8, 6.7465753424657535)","(51.0, 120.0, 90.0)","(20.0, 34.0, 33.36363636363637)"
12-01-2023 16:39:01.930207,"(11.0, 19.5, 17.318181818181817)","(18.0, 28.0, 27.375)","(18.0, 26.0, 25.333333333333332)","(2.2, 2.38, 2.392203389830508)","(11.0, 13.5, 13.18)","(5.5, 6.2, 6.0360248447204965)","(51.0, 90.0, 88.4375)","(5.0, 6.8, 6.7465753424657535)","(51.0, 120.0, 90.0)","(20.0, 34.0, 33.416666666666664)"
12-01-2023 16:39:03.115977,"(11.0, 19.0, 18.708333333333332)","(18.0, 28.0, 27.375)","(18.0, 26.0, 25.333333333333332)","(2.2, 2.4, 2.3855072463768114)","(11.0, 13.5, 13.18)","(5.5, 6.2, 6.0360248447204965)","(51.0, 90.0, 88.4375)","(5.0, 6.8, 6.7465753424657535)","(51.0, 120.0, 90.0)","(20.0, 34.0, 33.416666666666664)"
12-01-2023 16:39:04.409562,"(11.0, 19.0, 18.0)","(18.0, 28.0, 27.375)","(18.0, 26.0, 25.333333333333332)","(2.2, 2.4, 2.3855072463768114)","(11.0, 13.5, 12.854166666666666)","(5.5, 6.2, 6.0360248447204965)","(51.0, 90.0, 88.4375)","(5.0, 6.8, 6.730357142857143)","(51.0, 120.0, 90.0)","(20.0, 34.0, 33.54838709677419)"
12-01-2023 16:39:05.694460,"(11.0, 19.0, 18.0)","(18.0, 27.0, 26.571428571428573)","(18.0, 25.0, 23.625)","(2.2, 2.4, 2.39568345323741)","(11.0, 13.0, 12.81297709923664)","(5.5, 6.2, 6.042857142857143)","(51.0, 90.0, 88.4375)","(5.0, 6.8, 6.73953488372093)","(51.0, 120.0, 90.0)","(20.0, 34.0, 33.54838709677419)"
12-01-2023 16:39:06.956673,"(11.0, 19.0, 18.0)","(18.0, 27.0, 26.571428571428573)","(18.0, 25.0, 23.58823529411765)","(2.2, 2.4, 2.39568345323741)","(11.0, 13.0, 12.81297709923664)","(5.5, 6.2, 6.042857142857143)","(51.0, 90.0, 88.4375)","(5.0, 6.8, 6.73953488372093)","(51.0, 120.0, 90.0)","(20.0, 34.0, 33.54838709677419)"
12-01-2023 16:39:08.646408,"(11.0, 19.0, 16.875)","(18.0, 27.0, 26.47826086956522)","(18.0, 24.0, 23.416666666666668)","(2.2, 2.4, 2.3985542168674696)","(11.0, 13.0, 12.81297709923664)","(5.5, 6.2, 6.042857142857143)","(51.0, 90.0, 88.4375)","(5.0, 6.8, 6.73953488372093)","(51.0, 120.0, 90.0)","(20.0, 34.0, 33.714285714285715)"
12-01-2023 16:39:10.199317,"(11.0, 17.5, 16.875)","(18.0, 27.0, 26.428571428571427)","(18.0, 24.0, 23.384615384615383)","(2.2, 2.4, 2.391645569620253)","(11.0, 13.0, 12.81297709923664)","(5.5, 6.2, 6.042857142857143)","(51.0, 90.0, 88.4375)","(5.0, 6.8, 6.73953488372093)","(51.0, 120.0, 96.66666666666667)","(20.0, 34.0, 33.714285714285715)"
12-01-2023 16:39:11.573125,"(11.0, 17.5, 16.875)","(18.0, 27.0, 26.47826086956522)","(18.0, 24.0, 23.384615384615383)","(2.2, 2.4, 2.391645569620253)","(11.0, 13.0, 12.81297709923664)","(5.5, 6.2, 6.060869565217391)","(51.0, 90.0, 88.4375)","(5.0, 6.8, 6.745161290322581)","(51.0, 120.0, 110.0)","(20.0, 34.0, 33.714285714285715)"
12-01-2023 16:39:13.119957,"(11.0, 17.5, 16.53125)","(18.0, 27.0, 26.47826086956522)","(18.0, 24.0, 23.384615384615383)","(2.2, 2.4, 2.3796923076923076)","(11.0, 13.0, 12.81297709923664)","(5.5, 6.2, 6.054545454545455)","(51.0, 90.0, 88.4375)","(5.0, 6.8, 6.745161290322581)","(51.0, 120.0, 110.0)","(21.0, 34.0, 33.714285714285715)"
12-01-2023 16:39:14.565067,"(11.0, 17.0, 16.625)","(18.0, 27.0, 26.47826086956522)","(18.0, 24.0, 23.5)","(2.2, 2.4, 2.37910447761194)","(11.0, 13.0, 12.827464788732394)","(5.5, 6.2, 6.069387755102041)","(51.0, 90.0, 88.6842105263158)","(5.0, 6.8, 6.755263157894737)","(51.0, 120.0, 111.42857142857143)","(21.0, 34.0, 34.48888888888889)"
12-01-2023 16:39:16.063937,"(11.0, 17.0, 16.444444444444443)","(18.0, 27.0, 26.571428571428573)","(18.0, 24.0, 23.5)","(2.2, 2.38, 2.379090909090909)","(11.0, 13.0, 12.827464788732394)","(5.5, 6.2, 6.069387755102041)","(51.0, 90.0, 88.6842105263158)","(5.0, 6.8, 6.755263157894737)","(51.0, 120.0, 111.42857142857143)","(21.0, 36.0, 34.48888888888889)"
12-01-2023 16:39:17.379196,"(11.0, 17.0, 16.444444444444443)","(18.0, 27.0, 26.571428571428573)","(18.0, 24.0, 23.5)","(2.2, 2.38, 2.3793548387096775)","(11.0, 13.0, 12.81439393939394)","(5.5, 6.2, 6.069387755102041)","(51.0, 90.0, 88.6842105263158)","(5.0, 6.8, 6.755263157894737)","(51.0, 120.0, 102.5)","(21.0, 36.0, 34.48888888888889)"
12-01-2023 16:39:18.707625,"(11.0, 17.0, 16.444444444444443)","(18.0, 27.0, 26.571428571428573)","(18.0, 24.0, 23.5)","(2.2, 2.38, 2.345364583333333)","(11.0, 13.0, 12.81439393939394)","(5.5, 6.2, 6.069387755102041)","(51.0, 90.0, 88.6842105263158)","(5.0, 6.8, 6.773529411764706)","(51.0, 120.0, 100.55555555555556)","(21.0, 36.0, 34.48888888888889)"
12-01-2023 16:39:20.027106,"(11.0, 17.0, 16.444444444444443)","(18.0, 27.0, 26.571428571428573)","(18.0, 24.0, 23.444444444444443)","(2.2, 2.36, 2.343777403035413)","(11.0, 13.0, 12.81439393939394)","(5.5, 6.2, 6.069387755102041)","(51.0, 90.0, 88.75)","(5.0, 6.8, 6.773529411764706)","(51.0, 120.0, 105.0)","(21.0, 36.0, 34.73170731707317)"
12-01-2023 16:39:21.507071,"(11.0, 17.0, 16.444444444444443)","(18.0, 27.0, 26.571428571428573)","(18.0, 24.0, 23.615384615384617)","(2.2, 2.36, 2.3430931458699473)","(11.0, 13.0, 12.81203007518797)","(5.5, 6.2, 6.068292682926829)","(51.0, 90.0, 88.75)","(5.0, 6.8, 6.834408602150537)","(51.0, 110.0, 100.9090909090909)","(21.0, 36.0, 34.73170731707317)"
12-01-2023 16:39:22.842309,"(11.0, 17.0, 16.285714285714285)","(18.0, 27.0, 26.571428571428573)","(18.0, 24.0, 23.470588235294116)","(2.2, 2.36, 2.339441340782123)","(11.0, 13.0, 12.81203007518797)","(5.5, 6.2, 6.068292682926829)","(51.0, 90.0, 88.75)","(5.0, 7.0, 6.835)","(51.0, 120.0, 100.9090909090909)","(21.0, 36.0, 34.73170731707317)"
12-01-2023 16:39:24.278601,"(11.0, 17.0, 16.307692307692307)","(18.0, 27.0, 26.846153846153847)","(18.0, 24.0, 23.916666666666668)","(2.2, 2.34, 2.3089977728285076)","(11.0, 13.0, 12.879464285714286)","(5.5, 6.2, 6.090173410404624)","(51.0, 90.0, 93.33333333333333)","(5.0, 7.0, 6.874626865671642)","(51.0, 120.0, 103.63636363636364)","(21.0, 36.0, 34.94736842105263)"
12-01-2023 16:39:25.667444,"(12.0, 17.0, 16.789473684210527)","(19.0, 27.0, 27.72222222222222)","(18.0, 24.0, 23.916666666666668)","(2.15, 2.32, 2.3088995215311003)","(11.0, 13.0, 12.931372549019608)","(5.5, 6.2, 6.076041666666667)","(51.0, 100.0, 97.36842105263158)","(5.0, 7.0, 6.817582417582417)","(51.0, 120.0, 107.5)","(21.0, 36.0, 34.94736842105263)"
12-01-2023 16:39:26.938988,"(12.0, 17.0, 16.9375)","(19.0, 28.0, 27.72222222222222)","(18.0, 24.0, 23.916666666666668)","(2.15, 2.32, 2.3088995215311003)","(11.0, 13.0, 12.931372549019608)","(5.5, 6.2, 6.076041666666667)","(51.0, 100.0, 97.5)","(5.0, 7.0, 6.817582417582417)","(51.0, 120.0, 102.85714285714286)","(21.0, 36.0, 34.94736842105263)"
12-01-2023 16:39:28.233631,"(12.0, 17.0, 16.9375)","(19.0, 28.0, 28.244897959183675)","(18.0, 24.0, 23.9375)","(2.15, 2.32, 2.2941721854304635)","(11.0, 13.0, 13.11111111111111)","(5.5, 6.2, 6.091428571428572)","(51.0, 100.0, 97.5)","(5.0, 7.0, 6.825)","(51.0, 120.0, 102.85714285714286)","(21.0, 36.0, 34.0)"
12-01-2023 16:39:29.625517,"(12.0, 17.0, 16.96)","(19.0, 29.0, 28.244897959183675)","(18.0, 24.0, 23.9375)","(2.15, 2.3, 2.2839473684210523)","(11.0, 13.5, 13.11111111111111)","(5.5, 6.2, 6.080808080808081)","(51.0, 100.0, 97.5)","(5.0, 7.0, 6.841509433962264)","(51.0, 120.0, 109.0909090909091)","(21.0, 36.0, 34.0)"
12-01-2023 16:39:30.977412,"(12.0, 17.5, 16.94)","(19.0, 29.0, 28.307692307692307)","(18.0, 24.0, 23.9375)","(2.15, 2.3, 2.2855244755244755)","(11.0, 13.5, 13.125)","(5.5, 6.2, 6.092727272727273)","(51.0, 100.0, 97.5)","(5.0, 7.0, 6.8656)","(51.0, 120.0, 109.0909090909091)","(21.0, 36.0, 34.032786885245905)"
12-01-2023 16:39:32.294181,"(12.0, 16.0, 15.870967741935484)","(19.0, 29.0, 28.307692307692307)","(18.0, 24.0, 23.94736842105263)","(2.15, 2.3, 2.28455223880597)","(11.0, 13.5, 13.133720930232558)","(5.5, 6.2, 6.082587064676617)","(51.0, 100.0, 97.5)","(5.0, 7.0, 6.841509433962264)","(51.0, 120.0, 109.0909090909091)","(21.0, 36.0, 34.0)"
12-01-2023 16:39:33.616833,"(12.0, 17.5, 16.375)","(19.0, 29.0, 28.25)","(18.0, 24.0, 23.94736842105263)","(2.15, 2.3, 2.269864253393665)","(11.0, 13.5, 13.133720930232558)","(5.5, 6.2, 6.082587064676617)","(51.0, 100.0, 97.5)","(5.0, 7.0, 7.246153846153846)","(51.0, 120.0, 109.0909090909091)","(21.0, 36.0, 34.0)"
12-01-2023 16:39:34.901842,"(12.0, 17.0, 16.545454545454547)","(19.0, 29.0, 28.25)","(18.0, 24.0, 23.533333333333335)","(2.15, 2.28, 2.2605152224824354)","(11.0, 13.5, 13.133720930232558)","(5.5, 6.2, 6.079591836734694)","(51.0, 100.0, 97.61904761904762)","(5.0, 7.4, 7.209756097560976)","(51.0, 120.0, 109.0909090909091)","(21.0, 36.0, 33.967213114754095)"
12-01-2023 16:39:36.213248,"(12.0, 17.0, 16.125)","(19.0, 29.0, 28.307692307692307)","(18.0, 24.0, 22.263157894736842)","(2.15, 2.28, 2.2578181818181817)","(11.0, 13.5, 13.135294117647058)","(5.5, 6.2, 6.300854700854702)","(51.0, 100.0, 97.61904761904762)","(5.0, 7.4, 7.2105263157894735)","(51.0, 120.0, 109.0909090909091)","(21.0, 36.0, 33.967213114754095)"
12-01-2023 16:39:37.554436,"(12.0, 16.5, 16.285714285714285)","(19.0, 29.0, 28.307692307692307)","(18.0, 24.0, 21.8)","(2.15, 2.26, 2.2681844380403455)","(11.0, 13.5, 13.173684210526316)","(5.5, 6.4, 6.33875)","(51.0, 100.0, 97.72727272727273)","(5.0, 7.4, 7.257777777777778)","(51.0, 120.0, 82.82608695652173)","(21.0, 36.0, 34.03174603174603)"
12-01-2023 16:39:38.781601,"(12.0, 17.0, 16.565217391304348)","(19.0, 29.0, 28.32075471698113)","(18.0, 23.0, 21.8)","(2.15, 2.28, 2.2681844380403455)","(11.0, 13.5, 13.173684210526316)","(5.5, 6.4, 6.344632768361582)","(51.0, 100.0, 97.72727272727273)","(5.0, 7.4, 7.316923076923077)","(51.0, 120.0, 91.25)","(21.0, 36.0, 34.09230769230769)"
12-01-2023 16:39:40.051685,"(12.0, 16.0, 15.982142857142858)","(19.0, 29.0, 28.32075471698113)","(18.0, 23.0, 21.636363636363637)","(2.15, 2.28, 2.265291828793774)","(11.0, 13.5, 12.74712643678161)","(5.5, 6.4, 6.494857142857143)","(51.0, 100.0, 97.72727272727273)","(5.0, 7.4, 7.385365853658537)","(51.0, 110.0, 86.92307692307692)","(21.0, 36.0, 34.09230769230769)"
12-01-2023 16:39:41.353611,"(12.0, 16.0, 15.982142857142858)","(19.0, 29.0, 28.32075471698113)","(18.0, 23.0, 21.636363636363637)","(2.15, 2.28, 2.288789986091794)","(11.0, 13.0, 12.74712643678161)","(5.5, 6.6, 6.486010362694301)","(51.0, 100.0, 97.72727272727273)","(5.0, 7.4, 7.333333333333334)","(51.0, 110.0, 81.57894736842105)","(21.0, 36.0, 34.09230769230769)"
12-01-2023 16:39:42.482442,"(12.0, 16.0, 15.982142857142858)","(19.0, 29.0, 28.32075471698113)","(18.0, 23.0, 21.636363636363637)","(2.15, 2.3, 2.288789986091794)","(11.0, 13.0, 12.74712643678161)","(5.5, 6.6, 6.486010362694301)","(51.0, 100.0, 97.72727272727273)","(5.0, 7.4, 7.333333333333334)","(51.0, 100.0, 83.33333333333333)","(21.0, 36.0, 34.09230769230769)"
12-01-2023 16:39:43.650695,"(12.0, 16.0, 15.982142857142858)","(19.0, 28.0, 27.857142857142858)","(18.0, 22.0, 21.333333333333332)","(2.15, 2.3, 2.291029668411867)","(11.0, 13.0, 12.74712643678161)","(5.5, 6.6, 6.493203883495146)","(51.0, 100.0, 97.72727272727273)","(5.0, 7.4, 7.333333333333334)","(51.0, 100.0, 82.5)","(21.0, 36.0, 34.09230769230769)"
12-01-2023 16:39:44.822096,"(12.0, 16.0, 15.984375)","(19.0, 28.0, 27.857142857142858)","(18.0, 22.0, 21.333333333333332)","(2.15, 2.3, 2.291029668411867)","(11.0, 13.0, 12.748091603053435)","(5.5, 6.6, 6.493203883495146)","(51.0, 100.0, 97.72727272727273)","(5.0, 7.4, 7.3244444444444445)","(51.0, 100.0, 82.5)","(21.0, 36.0, 34.0)"
12-01-2023 16:39:45.884332,"(12.0, 16.0, 15.984375)","(19.0, 28.0, 27.823529411764707)","(18.0, 21.0, 20.8)","(2.15, 2.32, 2.3127272727272725)","(11.0, 13.0, 12.746268656716419)","(5.5, 6.6, 6.486010362694301)","(51.0, 100.0, 97.72727272727273)","(5.0, 7.4, 7.2846153846153845)","(51.0, 100.0, 82.5)","(21.0, 36.0, 34.0)"
12-01-2023 16:39:46.978640,"(12.0, 16.0, 15.984375)","(19.0, 28.0, 27.8125)","(18.0, 21.0, 20.8)","(2.15, 2.32, 2.305420560747663)","(11.0, 13.0, 12.75)","(5.5, 6.6, 6.504761904761905)","(51.0, 100.0, 97.72727272727273)","(5.0, 7.4, 7.348148148148148)","(51.0, 100.0, 82.3529411764706)","(21.0, 36.0, 34.0)"
12-01-2023 16:39:48.279533,"(12.0, 15.0, 14.742424242424242)","(19.0, 28.0, 27.892857142857142)","(18.0, 21.0, 20.952380952380953)","(2.15, 2.34, 2.3233766233766233)","(11.0, 13.0, 12.744444444444444)","(5.5, 6.6, 6.502654867256637)","(51.0, 100.0, 97.72727272727273)","(5.0, 7.4, 7.348148148148148)","(51.0, 100.0, 85.0)","(21.0, 36.0, 33.77049180327869)"
12-01-2023 16:39:49.473369,"(12.0, 15.0, 14.595238095238095)","(19.0, 28.0, 27.892857142857142)","(18.0, 21.0, 20.952380952380953)","(2.15, 2.34, 2.323170731707317)","(11.0, 13.0, 12.744444444444444)","(5.5, 6.6, 6.503083700440529)","(51.0, 100.0, 97.82608695652173)","(5.0, 7.4, 7.328205128205129)","(51.0, 100.0, 85.0)","(21.0, 36.0, 33.77049180327869)"
12-01-2023 16:39:50.888905,"(12.0, 15.0, 14.346153846153847)","(19.0, 28.0, 28.307692307692307)","(18.0, 21.0, 20.952380952380953)","(2.1, 2.34, 2.323238866396761)","(11.0, 13.0, 12.744444444444444)","(5.5, 6.6, 6.503083700440529)","(51.0, 100.0, 97.95454545454545)","(5.0, 7.4, 7.182978723404256)","(51.0, 100.0, 85.0)","(21.0, 36.0, 33.77049180327869)"
12-01-2023 16:39:52.205195,"(12.0, 14.5, 14.485294117647058)","(19.0, 29.0, 28.509803921568626)","(18.0, 21.0, 22.454545454545453)","(2.1, 2.34, 2.252083333333333)","(11.0, 13.0, 12.76086956521739)","(5.5, 6.6, 6.551351351351351)","(51.0, 100.0, 98.42105263157895)","(5.0, 7.2, 7.364383561643836)","(51.0, 100.0, 91.11111111111111)","(21.0, 36.0, 33.89473684210526)"
