,Osprey Phantom,Gondola,Molly Irish,Flora Colossus,Impress Us,Catch Me Nero
06-01-2023 13:31:30.066189,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 19.0, 18.833333333333332)","(31.0, 55.0, 41.0)","(5.0, 9.8, 9.316129032258065)","(9.0, 12.5, 15.214285714285715)"
06-01-2023 13:31:30.990572,"(2.9, 3.4, 3.0952380952380953)","(2.05, 2.62, 2.48)","(8.5, 19.0, 18.833333333333332)","(31.0, 55.0, 41.0)","(5.0, 9.8, 9.316129032258065)","(9.0, 16.0, 15.214285714285715)"
06-01-2023 13:31:31.981272,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 19.0, 18.833333333333332)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.8, 8.966666666666667)","(9.0, 16.0, 12.236842105263158)"
06-01-2023 13:31:33.019891,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 19.0, 18.833333333333332)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.8, 8.966666666666667)","(9.0, 16.0, 12.954545454545455)"
06-01-2023 13:31:34.077678,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 19.0, 18.833333333333332)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.8, 9.316129032258065)","(9.0, 15.0, 12.75)"
06-01-2023 13:31:35.178231,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 19.0, 18.833333333333332)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.8, 9.316129032258065)","(9.0, 15.0, 12.75)"
06-01-2023 13:31:36.055659,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 19.0, 18.833333333333332)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.6, 9.148387096774194)","(9.0, 15.0, 12.75)"
06-01-2023 13:31:37.100821,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 19.0, 18.833333333333332)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.6, 9.148387096774194)","(9.0, 15.0, 11.4)"
06-01-2023 13:31:38.425925,"(2.9, 3.4, 3.0952380952380953)","(2.05, 2.62, 2.48)","(8.5, 19.0, 17.416666666666668)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.6, 9.148387096774194)","(9.0, 15.0, 11.4)"
06-01-2023 13:31:39.458536,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 17.5, 17.416666666666668)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.6, 9.148387096774194)","(9.0, 15.0, 11.911764705882353)"
06-01-2023 13:31:40.523474,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 17.5, 17.416666666666668)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.6, 9.148387096774194)","(9.0, 14.5, 13.125)"
06-01-2023 13:31:41.891945,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 17.5, 17.416666666666668)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.6, 9.316129032258065)","(9.0, 14.0, 12.115384615384615)"
06-01-2023 13:31:43.128934,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.4892307692307694)","(8.5, 17.5, 17.363636363636363)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.8, 9.316129032258065)","(9.0, 14.0, 10.791666666666666)"
06-01-2023 13:31:44.114947,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.4892307692307694)","(8.5, 17.5, 17.363636363636363)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.8, 9.316129032258065)","(9.0, 14.0, 10.791666666666666)"
06-01-2023 13:31:45.145746,"(2.9, 3.4, 3.0952380952380953)","(2.05, 2.6, 2.4892307692307694)","(8.5, 17.5, 17.363636363636363)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.8, 8.966666666666667)","(9.0, 14.0, 10.791666666666666)"
06-01-2023 13:31:46.265667,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.4892307692307694)","(8.5, 17.5, 17.363636363636363)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.8, 8.966666666666667)","(9.0, 14.0, 10.791666666666666)"
06-01-2023 13:31:47.334839,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.4892307692307694)","(8.5, 17.5, 17.363636363636363)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.8, 8.966666666666667)","(9.0, 14.0, 11.357142857142858)"
06-01-2023 13:31:48.391658,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.4892307692307694)","(8.5, 17.5, 17.363636363636363)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.8, 9.148387096774194)","(9.0, 13.5, 10.76086956521739)"
06-01-2023 13:31:49.291277,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.4892307692307694)","(8.5, 17.5, 17.363636363636363)","(31.0, 55.0, 35.90909090909091)","(5.0, 9.6, 9.148387096774194)","(9.0, 13.5, 10.76086956521739)"
06-01-2023 13:31:50.255285,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.4892307692307694)","(8.5, 17.5, 17.363636363636363)","(31.0, 55.0, 37.5)","(5.0, 9.6, 9.148387096774194)","(9.0, 13.5, 10.76086956521739)"
06-01-2023 13:31:51.349327,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.4892307692307694)","(8.5, 17.5, 17.363636363636363)","(31.0, 55.0, 37.5)","(5.0, 9.6, 9.148387096774194)","(9.0, 13.5, 10.693548387096774)"
06-01-2023 13:31:52.505474,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.4892307692307694)","(8.5, 17.5, 17.363636363636363)","(31.0, 55.0, 37.5)","(5.0, 9.6, 9.148387096774194)","(9.0, 13.5, 10.6875)"
06-01-2023 13:31:53.475557,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.4892307692307694)","(8.5, 17.5, 17.363636363636363)","(41.0, 55.0, 37.5)","(5.0, 9.6, 9.148387096774194)","(9.0, 13.5, 11.214285714285714)"
06-01-2023 13:31:54.366326,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.458823529411765)","(8.5, 17.5, 17.363636363636363)","(41.0, 55.0, 37.5)","(5.0, 9.6, 9.148387096774194)","(9.0, 13.0, 10.884615384615385)"
06-01-2023 13:31:55.328448,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.458823529411765)","(8.5, 17.5, 17.363636363636363)","(41.0, 55.0, 37.5)","(5.0, 9.6, 9.316129032258065)","(9.0, 13.0, 10.884615384615385)"
06-01-2023 13:31:56.311374,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.458823529411765)","(8.5, 17.5, 17.363636363636363)","(41.0, 55.0, 37.5)","(5.0, 9.8, 9.316129032258065)","(9.0, 13.0, 10.708333333333334)"
06-01-2023 13:31:57.317205,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.458823529411765)","(8.5, 17.5, 17.363636363636363)","(41.0, 55.0, 37.5)","(5.0, 9.8, 9.316129032258065)","(9.0, 13.0, 10.708333333333334)"
06-01-2023 13:31:58.255462,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.458823529411765)","(8.5, 17.5, 17.363636363636363)","(41.0, 55.0, 37.5)","(5.0, 9.8, 9.316129032258065)","(9.0, 13.0, 10.717391304347826)"
06-01-2023 13:31:59.228427,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.458823529411765)","(8.5, 17.5, 17.363636363636363)","(41.0, 55.0, 37.5)","(5.0, 9.8, 8.966666666666667)","(9.0, 13.0, 10.717391304347826)"
06-01-2023 13:32:00.192215,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.6, 2.458823529411765)","(8.5, 17.5, 17.363636363636363)","(41.0, 55.0, 37.5)","(5.0, 9.8, 8.966666666666667)","(9.0, 13.0, 11.071428571428571)"
06-01-2023 13:32:01.230711,"(2.9, 3.35, 3.1333333333333333)","(2.05, 2.6, 2.458823529411765)","(8.5, 17.5, 17.363636363636363)","(41.0, 55.0, 39.333333333333336)","(5.0, 9.8, 8.966666666666667)","(9.0, 12.5, 11.071428571428571)"
06-01-2023 13:32:02.390136,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.458823529411765)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 39.333333333333336)","(5.0, 9.8, 9.316129032258065)","(9.0, 12.5, 10.75)"
06-01-2023 13:32:03.448283,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.414285714285714)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 39.333333333333336)","(5.0, 9.8, 9.148387096774194)","(9.0, 12.5, 10.75)"
06-01-2023 13:32:04.428244,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.4699999999999998)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 39.333333333333336)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.5, 10.75)"
06-01-2023 13:32:05.432629,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.4699999999999998)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 39.333333333333336)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.5, 10.75)"
06-01-2023 13:32:06.409434,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.4699999999999998)","(8.5, 17.5, 17.363636363636363)","(41.0, 55.0, 37.0)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.5, 10.75)"
06-01-2023 13:32:07.365508,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.4699999999999998)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.5, 10.75)"
06-01-2023 13:32:08.216795,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.4699999999999998)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.0, 10.928571428571429)"
06-01-2023 13:32:09.157469,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.4699999999999998)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.6, 9.881481481481481)","(9.0, 12.0, 10.928571428571429)"
06-01-2023 13:32:10.070478,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.4699999999999998)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 10.0, 9.316129032258065)","(9.0, 12.0, 10.928571428571429)"
06-01-2023 13:32:11.041842,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.8, 9.316129032258065)","(9.0, 12.0, 10.73076923076923)"
06-01-2023 13:32:12.030859,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.8, 9.316129032258065)","(9.0, 12.0, 10.7)"
06-01-2023 13:32:12.985172,"(2.9, 3.35, 3.0921052631578947)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.8, 9.316129032258065)","(9.0, 12.0, 10.7)"
06-01-2023 13:32:13.975794,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.8, 8.966666666666667)","(9.0, 12.0, 10.8)"
06-01-2023 13:32:14.952046,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.8, 8.966666666666667)","(9.0, 12.0, 10.928571428571429)"
06-01-2023 13:32:15.834130,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.8, 8.966666666666667)","(9.0, 11.5, 10.785714285714286)"
06-01-2023 13:32:16.766882,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.8, 9.316129032258065)","(9.0, 11.5, 10.785714285714286)"
06-01-2023 13:32:17.734304,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.6, 9.148387096774194)","(9.0, 11.5, 10.7)"
06-01-2023 13:32:18.680201,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.6, 9.148387096774194)","(9.0, 11.5, 10.7)"
06-01-2023 13:32:19.568936,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.6, 9.148387096774194)","(9.0, 11.5, 10.7)"
06-01-2023 13:32:20.515787,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.6, 9.148387096774194)","(9.0, 11.5, 10.7)"
06-01-2023 13:32:21.439029,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.6, 9.148387096774194)","(9.0, 11.5, 10.7)"
06-01-2023 13:32:22.429395,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.6, 9.148387096774194)","(9.0, 11.0, 10.642857142857142)"
06-01-2023 13:32:23.359073,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.6, 9.148387096774194)","(9.0, 11.0, 10.642857142857142)"
06-01-2023 13:32:24.259185,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5127272727272727)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 36.285714285714285)","(5.0, 9.8, 9.316129032258065)","(9.0, 11.0, 10.642857142857142)"
06-01-2023 13:32:25.165622,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 43.45454545454545)","(5.0, 9.8, 8.723076923076924)","(9.0, 11.0, 10.642857142857142)"
06-01-2023 13:32:26.083117,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 43.45454545454545)","(5.0, 9.8, 8.723076923076924)","(9.0, 11.0, 10.642857142857142)"
06-01-2023 13:32:27.054433,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 43.45454545454545)","(5.0, 9.8, 8.723076923076924)","(9.0, 11.0, 10.642857142857142)"
06-01-2023 13:32:28.029078,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 42.0)","(5.0, 9.8, 8.925)","(9.0, 11.0, 10.642857142857142)"
06-01-2023 13:32:28.925723,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 42.0)","(5.0, 9.8, 8.925)","(9.0, 11.0, 10.642857142857142)"
06-01-2023 13:32:29.851190,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 42.0)","(5.0, 9.8, 8.925)","(9.0, 11.0, 11.125)"
06-01-2023 13:32:30.817024,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 42.0)","(5.0, 9.8, 9.281481481481482)","(9.0, 11.5, 11.125)"
06-01-2023 13:32:31.781881,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 42.0)","(5.0, 9.8, 9.281481481481482)","(9.0, 11.5, 11.125)"
06-01-2023 13:32:32.738088,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.118518518518519)","(9.0, 11.5, 11.125)"
06-01-2023 13:32:33.806048,"(2.9, 3.35, 3.0921052631578947)","(2.05, 2.6, 2.512)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.118518518518519)","(9.0, 11.5, 10.545454545454545)"
06-01-2023 13:32:34.751804,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.118518518518519)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:35.658568,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.5, 17.363636363636363)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.118518518518519)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:36.687376,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.5, 15.196078431372548)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.118518518518519)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:37.605642,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.0, 15.196078431372548)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.869565217391305)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:38.545097,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.0, 15.23076923076923)","(41.0, 50.0, 42.8)","(5.0, 10.0, 9.281481481481482)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:39.465341,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.0, 16.454545454545453)","(41.0, 50.0, 42.0)","(5.0, 9.8, 9.281481481481482)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:40.375163,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.0, 16.454545454545453)","(41.0, 50.0, 42.0)","(5.0, 9.8, 8.925)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:41.311434,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.0, 16.454545454545453)","(41.0, 50.0, 42.0)","(5.0, 9.8, 8.925)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:42.261073,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.5, 17.22222222222222)","(41.0, 50.0, 42.0)","(5.0, 9.8, 8.925)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:43.167734,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.512)","(8.5, 17.5, 17.22222222222222)","(41.0, 50.0, 42.0)","(5.0, 9.8, 8.925)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:44.056239,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5428571428571427)","(8.5, 17.5, 16.875)","(41.0, 50.0, 42.0)","(5.0, 9.8, 8.925)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:44.988683,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5428571428571427)","(8.5, 17.5, 17.166666666666668)","(41.0, 50.0, 42.0)","(5.0, 9.8, 9.281481481481482)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:46.001781,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5428571428571427)","(8.5, 17.5, 17.214285714285715)","(41.0, 50.0, 42.0)","(5.0, 9.8, 9.118518518518519)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:46.993477,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.5428571428571427)","(8.5, 17.5, 17.214285714285715)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.118518518518519)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:48.061225,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.581818181818182)","(8.5, 17.5, 17.214285714285715)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.118518518518519)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:49.063499,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.581818181818182)","(8.5, 17.5, 17.214285714285715)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.118518518518519)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:49.927627,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.581818181818182)","(8.5, 17.5, 17.214285714285715)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.118518518518519)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:50.830065,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.581818181818182)","(8.5, 17.5, 16.833333333333332)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.118518518518519)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:51.764338,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.581818181818182)","(8.5, 17.5, 16.833333333333332)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.869565217391305)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:52.771619,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 17.5, 16.833333333333332)","(41.0, 50.0, 42.0)","(5.0, 10.0, 9.281481481481482)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:32:53.776055,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 17.5, 16.833333333333332)","(41.0, 50.0, 42.0)","(5.0, 9.8, 8.925)","(9.0, 11.0, 11.125)"
06-01-2023 13:32:54.673128,"(2.9, 3.35, 3.0921052631578947)","(2.05, 2.6, 2.55)","(8.5, 17.0, 16.5)","(41.0, 50.0, 42.0)","(5.0, 9.8, 8.925)","(9.0, 11.5, 11.125)"
06-01-2023 13:32:55.632680,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 17.0, 15.5)","(41.0, 50.0, 42.0)","(5.0, 9.8, 8.925)","(9.0, 11.5, 11.125)"
06-01-2023 13:32:56.624395,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 17.0, 15.5)","(41.0, 50.0, 42.0)","(5.0, 9.8, 8.925)","(9.0, 11.5, 11.125)"
06-01-2023 13:32:57.583977,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 17.0, 16.57142857142857)","(41.0, 50.0, 42.0)","(5.0, 9.8, 8.925)","(9.0, 11.5, 11.125)"
06-01-2023 13:32:58.480030,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 17.0, 16.57142857142857)","(41.0, 50.0, 42.0)","(5.0, 9.8, 8.925)","(9.0, 11.5, 11.125)"
06-01-2023 13:32:59.353587,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 17.0, 16.57142857142857)","(41.0, 50.0, 42.0)","(5.0, 9.8, 9.281481481481482)","(9.0, 11.5, 10.545454545454545)"
06-01-2023 13:33:00.362715,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 17.0, 16.666666666666668)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.118518518518519)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:33:01.421577,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 17.0, 16.666666666666668)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.118518518518519)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:33:02.387867,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 17.0, 16.666666666666668)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.118518518518519)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:33:03.281940,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 17.0, 16.666666666666668)","(41.0, 50.0, 42.0)","(5.0, 9.6, 9.118518518518519)","(9.0, 11.0, 10.545454545454545)"
06-01-2023 13:33:04.216704,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 17.0, 16.666666666666668)","(41.0, 50.0, 42.0)","(5.5, 9.6, 9.118518518518519)","(10.0, 11.0, 10.545454545454545)"
06-01-2023 13:33:05.289495,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 17.0, 16.666666666666668)","(41.0, 50.0, 42.0)","(5.5, 9.6, 9.118518518518519)","(10.0, 11.0, 10.545454545454545)"
06-01-2023 13:33:06.218357,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 17.0, 16.666666666666668)","(41.0, 50.0, 42.0)","(5.5, 9.6, 9.118518518518519)","(10.0, 11.0, 10.545454545454545)"
06-01-2023 13:33:07.123163,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 18.5, 16.25)","(41.0, 50.0, 42.0)","(5.5, 9.8, 9.281481481481482)","(10.0, 11.0, 10.545454545454545)"
06-01-2023 13:33:07.991113,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 18.5, 16.25)","(41.0, 50.0, 42.0)","(5.5, 9.8, 9.281481481481482)","(10.0, 11.0, 10.545454545454545)"
06-01-2023 13:33:08.922629,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 18.5, 16.25)","(41.0, 50.0, 42.0)","(5.5, 9.8, 8.925)","(10.0, 11.0, 10.545454545454545)"
06-01-2023 13:33:09.833842,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 18.5, 16.25)","(41.0, 50.0, 42.0)","(5.5, 9.8, 8.925)","(10.0, 11.0, 10.545454545454545)"
06-01-2023 13:33:10.761456,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 18.5, 16.25)","(41.0, 50.0, 42.0)","(5.5, 9.8, 8.925)","(10.0, 11.0, 10.545454545454545)"
06-01-2023 13:33:11.864160,"(2.9, 3.35, 3.1289473684210525)","(2.05, 2.6, 2.55)","(8.5, 18.5, 15.125)","(41.0, 50.0, 42.0)","(5.5, 9.8, 7.633333333333334)","(10.0, 11.0, 10.545454545454545)"
